Orthogroup	CquinquefasciatusJHB2020	Aalbopictus_AalbF5
OG0001978	CQUJHB012118	LOC109415848
OG0001979	CQUJHB002147	LOC109405716
OG0001980	CQUJHB016028	LOC109421982
OG0001981	CQUJHB002973	LOC109401056
OG0001982	CQUJHB010272, CQUJHB001693, CQUJHB010161	LOC109408928
OG0001983	CQUJHB007443	LOC109428527
OG0001987	CQUJHB006876	LOC134291220, LOC134291212, LOC134288974, LOC134289751, LOC134289772, LOC109403392, LOC134291616, LOC134291594, LOC134287742, LOC134291308, LOC134287466
OG0001988	CQUJHB001325	LOC109403458
OG0001989	CQUJHB004683	LOC109405746, LOC115253797, LOC109406285, LOC109405945, LOC115259199, LOC134283954, LOC134285202, LOC109429803, LOC134286786, LOC109423604, LOC134286819
OG0001991	CQUJHB008591, CQUJHB015134, CQUJHB016889, CQUJHB007471, CQUJHB009367	LOC109408951
OG0001993	CQUJHB005649, CQUJHB008574	LOC134286335, LOC134289842, LOC134286521
OG0001993	CQUJHB017660	LOC134290929, LOC134290871, LOC134290601, LOC109415089
OG0001993	CQUJHB010806	LOC134286897
OG0001994	CQUJHB008971	LOC134287007, LOC109623162, LOC109420516, LOC115255408, LOC109420972, LOC109623167, LOC134287009, LOC134287011, LOC109420494, LOC109421147, LOC134286346
OG0001995	CQUJHB003881	LOC134284796
OG0001995	CQUJHB016406	LOC134286091, LOC134290687, LOC134286076, LOC134290498, LOC134285693, LOC134291739, LOC109424290, LOC134286049, LOC134290044
OG0001998	CQUJHB006595	LOC109427676
OG0002000	CQUJHB006851	LOC109622174
OG0002003	CQUJHB002863	LOC134288100, LOC134284517, LOC134291055, LOC134290586, LOC134287639, LOC134291463, LOC134290343, LOC134286577, LOC134286370, LOC134286038, LOC134286696
OG0002005	CQUJHB016333	LOC134289822
OG0002007	CQUJHB005008, CQUJHB010288	LOC134290641, LOC134290358
OG0002007	CQUJHB011482, CQUJHB015678, CQUJHB012262, CQUJHB007319, CQUJHB005850, CQUJHB013157	LOC134289529, LOC134290269
OG0002027	CQUJHB015303	LOC134284098
OG0002028	CQUJHB000015	LOC109400867
OG0002029	CQUJHB000454, CQUJHB003417	LOC109400853
OG0002030	CQUJHB007781	LOC109415517
OG0002031	CQUJHB015561	LOC109622166
OG0002031	CQUJHB016004	LOC115258974
OG0002032	CQUJHB007591, CQUJHB017901	LOC109416752
OG0002033	CQUJHB000201	LOC109400817
OG0002034	CQUJHB002364	LOC109408864
OG0002035	CQUJHB012676	LOC109400059
OG0002036	CQUJHB008731	LOC109430465
OG0002037	CQUJHB020324, CQUJHB020378	LOC109400635
OG0002038	CQUJHB001224	LOC109409544
OG0002039	CQUJHB010689	LOC109405475
OG0002040	CQUJHB018123	LOC109423284
OG0002041	CQUJHB010072	LOC134291427
OG0002042	CQUJHB011332	LOC109409112, LOC109420361
OG0002043	CQUJHB013302	LOC109407042, LOC134284007
OG0002044	CQUJHB016863	LOC109424917, LOC134289878
OG0002045	CQUJHB011243	LOC109431073
OG0002046	CQUJHB018449, CQUJHB016117	LOC109424407
OG0002047	CQUJHB002076	LOC134287379, LOC109402571
OG0002048	CQUJHB001769	LOC109422373
OG0002049	CQUJHB005527, CQUJHB007692	LOC109422315
OG0002050	CQUJHB014964	LOC109399436
OG0002051	CQUJHB005235, CQUJHB010587, CQUJHB000316	LOC109430500
OG0002052	CQUJHB007752	LOC109400724, LOC134288393
OG0002053	CQUJHB001207	LOC134284704, LOC109399363
OG0002054	CQUJHB014552	LOC109426021
OG0002055	CQUJHB013576	LOC109427215
OG0002056	CQUJHB002626	LOC109411621
OG0002057	CQUJHB012693	LOC115254070
OG0002058	CQUJHB004327	LOC109427264
OG0002059	CQUJHB003851	LOC109411614
OG0002060	CQUJHB018185	LOC115261425
OG0002061	CQUJHB009512	LOC109411631
OG0002062	CQUJHB012677	LOC109428135
OG0002063	CQUJHB004868	LOC109403732
OG0002064	CQUJHB017762	LOC115267986
OG0002065	CQUJHB001303	LOC115267989
OG0002066	CQUJHB015590	LOC109407648
OG0002067	CQUJHB014615	LOC109421749
OG0002068	CQUJHB001906	LOC109421742
OG0002069	CQUJHB017104	LOC115265604
OG0002070	CQUJHB009199	LOC109426013, LOC134292105
OG0002071	CQUJHB001370	LOC109426042
OG0002072	CQUJHB008226	LOC109429538
OG0002073	CQUJHB009920	LOC109418903, LOC134287421
OG0002074	CQUJHB008271	LOC109407764, LOC134287422
OG0002075	CQUJHB015158	LOC134288620, LOC109407766
OG0002076	CQUJHB013464	LOC109407765, LOC134288618
OG0002077	CQUJHB015918	LOC115268668
OG0002078	CQUJHB011705	LOC115269073
OG0002079	CQUJHB001903	LOC109413927
OG0002080	CQUJHB013277	LOC109622070
OG0002081	CQUJHB009731	LOC115267811
OG0002082	CQUJHB003397	LOC115260975, LOC109432267
OG0002083	CQUJHB013356	LOC109397123, LOC134289571
OG0002084	CQUJHB013949	LOC134291763, LOC109432323
OG0002085	CQUJHB017489	LOC109410268
OG0002086	CQUJHB010646	LOC109410742
OG0002087	CQUJHB006590	LOC109403343
OG0002088	CQUJHB010181	LOC109403370
OG0002089	CQUJHB002003	LOC109410756
OG0002090	CQUJHB003030	LOC109622181
OG0002091	CQUJHB013258	LOC109410269
OG0002092	CQUJHB017744	LOC109410744
OG0002093	CQUJHB009534	LOC109419095
OG0002094	CQUJHB007383	LOC109403365
OG0002095	CQUJHB005853	LOC109426154, LOC115262909
OG0002096	CQUJHB005530	LOC109413045
OG0002097	CQUJHB017962	LOC109621711
OG0002098	CQUJHB013710	LOC109418416, LOC115262876
OG0002099	CQUJHB000391	LOC109418413, LOC115263952
OG0002100	CQUJHB014387	LOC109410392
OG0002101	CQUJHB012215	LOC109430278
OG0002102	CQUJHB004208	LOC115255990, LOC109430275
OG0002104	CQUJHB017798	LOC109425830
OG0002105	CQUJHB011479	LOC109419582, LOC134287816
OG0002106	CQUJHB015190	LOC109409242
OG0002107	CQUJHB015721	LOC109419602
OG0002108	CQUJHB017811	LOC109397554
OG0002109	CQUJHB003037	LOC115253868
OG0002110	CQUJHB006433	LOC109419603
OG0002111	CQUJHB001706	LOC109418101
OG0002112	CQUJHB012500	LOC109405331, LOC109422994
OG0002113	CQUJHB011651, CQUJHB014730	LOC109407734
OG0002114	CQUJHB010172, CQUJHB010508	LOC109419706
OG0002115	CQUJHB001590	LOC109419413
OG0002116	CQUJHB000110	LOC109416058, LOC134288309
OG0002117	CQUJHB002257, CQUJHB017164	LOC115263247
OG0002118	CQUJHB003964, CQUJHB008253	LOC115253829
OG0002119	CQUJHB014981	LOC109419421
OG0002120	CQUJHB014175	LOC109428485
OG0002122	CQUJHB003340	LOC109428898
OG0002123	CQUJHB013223	LOC134287413, LOC109418954
OG0002124	CQUJHB012406, CQUJHB007350	LOC109423789
OG0002125	CQUJHB011922	LOC109430785
OG0002126	CQUJHB014744, CQUJHB000820	LOC109430626
OG0002127	CQUJHB014050, CQUJHB015643	LOC115270285
OG0002128	CQUJHB009908	LOC109406442
OG0002129	CQUJHB012894, CQUJHB016886	LOC109413170
OG0002130	CQUJHB009924	LOC109418076, LOC134289683
OG0002131	CQUJHB001427	LOC109418045
OG0002132	CQUJHB014710	LOC109418078
OG0002133	CQUJHB006683	LOC109418113
OG0002134	CQUJHB012801	LOC109403570
OG0002135	CQUJHB002700	LOC134287957, LOC109412372
OG0002136	CQUJHB011012	LOC109432886, LOC109401423
OG0002137	CQUJHB008468	LOC109432885
OG0002138	CQUJHB008948	LOC109432877
OG0002139	CQUJHB001861	LOC109432878, LOC115257144
OG0002140	CQUJHB003839	LOC109412364, LOC134287960
OG0002141	CQUJHB011348	LOC109401402, LOC134287975
OG0002142	CQUJHB004693	LOC109412374
OG0002143	CQUJHB018228	LOC109422420
OG0002144	CQUJHB006170	LOC115253715, LOC115257520
OG0002145	CQUJHB002789	LOC109417180, LOC115258192
OG0002146	CQUJHB011719	LOC109622503
OG0002148	CQUJHB003403	LOC109401077, LOC115269814
OG0002149	CQUJHB008545, CQUJHB010818	LOC109423358
OG0002150	CQUJHB011406	LOC109622494, LOC109408572
OG0002151	CQUJHB009644, CQUJHB007757	LOC109423373
OG0002152	CQUJHB014510	LOC134284473, LOC109622496
OG0002153	CQUJHB003031	LOC134287835, LOC109408104
OG0002154	CQUJHB002808	LOC109419069, LOC134283963
OG0002155	CQUJHB005873	LOC109426636
OG0002155	CQUJHB005980	LOC109410531
OG0002156	CQUJHB012918	LOC109402345
OG0002157	CQUJHB000632	LOC109413994
OG0002158	CQUJHB003434	LOC109430952
OG0002159	CQUJHB016275	LOC109431639
OG0002160	CQUJHB015104	LOC109417170
OG0002161	CQUJHB001120	LOC109407612
OG0002162	CQUJHB002048	LOC109417181
OG0002163	CQUJHB004123	LOC109420521
OG0002164	CQUJHB003090	LOC115255020, LOC134286135
OG0002165	CQUJHB005631	LOC134286353, LOC109420179
OG0002166	CQUJHB015094	LOC109420136
OG0002167	CQUJHB009230	LOC109420437
OG0002168	CQUJHB009807	LOC109420252
OG0002169	CQUJHB008100	LOC109420234
OG0002170	CQUJHB015311	LOC109401710, LOC134283939
OG0002171	CQUJHB017228	LOC109420154, LOC134287016
OG0002172	CQUJHB013281	LOC109420446
OG0002173	CQUJHB000228	LOC109428002
OG0002174	CQUJHB003725	LOC109427854
OG0002175	CQUJHB008401	LOC109427951
OG0002176	CQUJHB012513	LOC134287653
OG0002177	CQUJHB012766	LOC109412636, LOC109415898
OG0002178	CQUJHB001425	LOC115254132
OG0002179	CQUJHB001471	LOC109432552
OG0002180	CQUJHB003808	LOC109421499
OG0002181	CQUJHB017639, CQUJHB016180	LOC109421441
OG0002182	CQUJHB006550	LOC109417751
OG0002183	CQUJHB012486	LOC115253940
OG0002184	CQUJHB008635	LOC109409012
OG0002185	CQUJHB016880	LOC109429114, LOC115261407
OG0002186	CQUJHB004159	LOC109412597, LOC109433466
OG0002187	CQUJHB017101	LOC109433542, LOC109412591
OG0002188	CQUJHB016517	LOC115259639, LOC109433552
OG0002189	CQUJHB016647	LOC109414087
OG0002190	CQUJHB002487	LOC109421345, LOC134289999
OG0002191	CQUJHB018069	LOC109421303
OG0002192	CQUJHB005712	LOC109421347
OG0002193	CQUJHB007235	LOC109621874
OG0002194	CQUJHB013506	LOC109623123
OG0002195	CQUJHB010450	LOC109623112
OG0002196	CQUJHB010713	LOC109623122
OG0002197	CQUJHB000244	LOC109622232
OG0002198	CQUJHB006518	LOC109622220
OG0002199	CQUJHB009360	LOC109403168
OG0002200	CQUJHB005566	LOC109399521
OG0002201	CQUJHB005134	LOC109398015
OG0002202	CQUJHB004704	LOC109399522
OG0002203	CQUJHB012321, CQUJHB015547	LOC109399509
OG0002204	CQUJHB005442, CQUJHB009865	LOC109415425
OG0002205	CQUJHB007144	LOC109398005
OG0002206	CQUJHB011470	LOC109399457
OG0002207	CQUJHB004389	LOC109409325, LOC115262905
OG0002208	CQUJHB015490	LOC109409311
OG0002209	CQUJHB006118	LOC109419113
OG0002210	CQUJHB000032	LOC109419105
OG0002211	CQUJHB005012, CQUJHB008285	LOC109410267
OG0002212	CQUJHB006368	LOC109430200
OG0002213	CQUJHB013538	LOC109423501
OG0002214	CQUJHB000717	LOC109623422, LOC109413030
OG0002215	CQUJHB005950	LOC134283969, LOC109413007
OG0002216	CQUJHB009349	LOC109417065
OG0002217	CQUJHB009119	LOC109415735
OG0002218	CQUJHB015348	LOC109409421, LOC134285077
OG0002219	CQUJHB006148	LOC109398413, LOC115256555
OG0002220	CQUJHB003376	LOC109425306
OG0002221	CQUJHB016640	LOC134285537, LOC109419802
OG0002222	CQUJHB010238	LOC109425329, LOC109419800
OG0002223	CQUJHB008688	LOC134292059, LOC109433204
OG0002224	CQUJHB008876, CQUJHB001015	LOC109405037
OG0002225	CQUJHB005632	LOC109403386, LOC109416726
OG0002226	CQUJHB007377	LOC115257472
OG0002227	CQUJHB007253	LOC109429491
OG0002228	CQUJHB010088	LOC109403464
OG0002229	CQUJHB005588	LOC109403400
OG0002230	CQUJHB014027	LOC109427858, LOC134287077
OG0002231	CQUJHB011725, CQUJHB008978, CQUJHB015693	LOC109427863
OG0002232	CQUJHB016597	LOC109405991
OG0002233	CQUJHB016148	LOC109410372
OG0002234	CQUJHB009841	LOC109417851, LOC134288489
OG0002235	CQUJHB010122	LOC109403858
OG0002236	CQUJHB007151	LOC109408466
OG0002237	CQUJHB014136	LOC109412791, LOC109404039
OG0002238	CQUJHB014723	LOC109419338
OG0002239	CQUJHB003596	LOC115254246, LOC109420326
OG0002240	CQUJHB000437	LOC134285685, LOC109623083
OG0002242	CQUJHB014480	LOC109414930
OG0002244	CQUJHB005805	LOC134285148
OG0002245	CQUJHB016908	LOC109422877
OG0002246	CQUJHB010050	LOC109403518
OG0002247	CQUJHB004418, CQUJHB009622	LOC109422938
OG0002248	CQUJHB016195	LOC109405092
OG0002249	CQUJHB009438	LOC109405086
OG0002250	CQUJHB001918	LOC115267344
OG0002251	CQUJHB014276	LOC109409091
OG0002252	CQUJHB009674	LOC109411175
OG0002253	CQUJHB004508	LOC109426519
OG0002254	CQUJHB004592	LOC109419228
OG0002255	CQUJHB010680	LOC109399865
OG0002256	CQUJHB008335	LOC109419233
OG0002257	CQUJHB013146	LOC109419166
OG0002258	CQUJHB003065	LOC109425282
OG0002259	CQUJHB004536	LOC115260961, LOC109425456
OG0002260	CQUJHB003014, CQUJHB015254	LOC109418592
OG0002261	CQUJHB010012	LOC109423709
OG0002262	CQUJHB003690	LOC109423726
OG0002263	CQUJHB003385	LOC109414229
OG0002264	CQUJHB006913	LOC134288165, LOC109410293
OG0002265	CQUJHB007912	LOC109414239
OG0002266	CQUJHB000401	LOC109432360
OG0002267	CQUJHB011217	LOC109420869
OG0002268	CQUJHB006856	LOC109412925
OG0002269	CQUJHB011397	LOC109412924
OG0002270	CQUJHB014938	LOC109418710
OG0002271	CQUJHB010861	LOC109418696
OG0002272	CQUJHB005130	LOC115257397
OG0002273	CQUJHB005373	LOC109415951
OG0002274	CQUJHB006935	LOC109420080
OG0002275	CQUJHB000691	LOC109621577
OG0002276	CQUJHB003103	LOC134287982, LOC109420074
OG0002277	CQUJHB005431	LOC134283903, LOC109430342
OG0002278	CQUJHB002987	LOC109621581
OG0002279	CQUJHB009582	LOC109430341, LOC134285460
OG0002280	CQUJHB016835	LOC109412448
OG0002281	CQUJHB000127	LOC109430330
OG0002282	CQUJHB011642	LOC109416056
OG0002283	CQUJHB002344	LOC109419882
OG0002284	CQUJHB001446	LOC109406400
OG0002285	CQUJHB002955, CQUJHB008269	LOC109415699
OG0002286	CQUJHB007418	LOC109420708, LOC109419878
OG0002287	CQUJHB010863	LOC134289036, LOC109420598
OG0002288	CQUJHB004334	LOC109420709, LOC109419880
OG0002289	CQUJHB016882	LOC109416070
OG0002290	CQUJHB007502	LOC109416062
OG0002291	CQUJHB013153	LOC109414266, LOC115255130
OG0002292	CQUJHB001130	LOC109409873
OG0002293	CQUJHB003490	LOC109397053
OG0002294	CQUJHB003662	LOC109432777, LOC109427581
OG0002295	CQUJHB000982	LOC115265866, LOC109432762
OG0002296	CQUJHB000898	LOC134288835, LOC109429946
OG0002297	CQUJHB020344	LOC109424749, LOC134288162, LOC134288161
OG0002298	CQUJHB006545	LOC134289420, LOC134284108
OG0002299	CQUJHB009293	LOC134284223, LOC134290051
OG0002300	CQUJHB013387	LOC134289491, LOC134289492
OG0002301	CQUJHB018039	LOC109399749
OG0002302	CQUJHB004570	LOC134283948, LOC109402043
OG0002304	CQUJHB010742	LOC109399568, LOC134291869
OG0002305	CQUJHB004635	LOC109399616
OG0002306	CQUJHB013760	LOC115253929
OG0002307	CQUJHB005630	LOC109399551
OG0002308	CQUJHB011917	LOC109407825
OG0002309	CQUJHB004445	LOC109410006
OG0002310	CQUJHB009311	LOC109412046
OG0002311	CQUJHB006845	LOC115254010
OG0002312	CQUJHB004384	LOC109408179
OG0002313	CQUJHB015733	LOC109424492
OG0002314	CQUJHB012634	LOC109408021
OG0002315	CQUJHB009401	LOC134290090, LOC109424483
OG0002316	CQUJHB003740	LOC134291937, LOC109424485
OG0002317	CQUJHB011893, CQUJHB013333	LOC109412013
OG0002318	CQUJHB003199	LOC109407908
OG0002319	CQUJHB002990	LOC109412016
OG0002320	CQUJHB014318, CQUJHB016145, CQUJHB005410	LOC109412014
OG0002321	CQUJHB004639	LOC109426630, LOC109426656
OG0002322	CQUJHB005601	LOC109421107
OG0002324	CQUJHB002432	LOC134288604, LOC109432606, LOC109432593, LOC115269052, LOC115269099
OG0002325	CQUJHB010565	LOC109412429, LOC109430346
OG0002326	CQUJHB013806	LOC134291683, LOC134291681
OG0002327	CQUJHB010813	LOC109398663, LOC109398634, LOC109404493, LOC134287796
OG0002328	CQUJHB009440	LOC109404731
OG0002329	CQUJHB008476	LOC134289440, LOC134291680
OG0002330	CQUJHB009297	LOC109424274
OG0002331	CQUJHB000409	LOC134285667
OG0002332	CQUJHB009608	LOC134285668
OG0002333	CQUJHB014213	LOC134285665
OG0002334	CQUJHB009980	LOC109398471, LOC134287530
OG0002335	CQUJHB012103	LOC134285664
OG0002336	CQUJHB007046	LOC109621515
OG0002337	CQUJHB016521	LOC109397859, LOC109402678
OG0002338	CQUJHB016912	LOC109397898
OG0002339	CQUJHB000264, CQUJHB002185	LOC109399084
OG0002340	CQUJHB015241	LOC134291550, LOC134291549
OG0002341	CQUJHB017309	LOC134290551, LOC134291547
OG0002342	CQUJHB000893	LOC109417121
OG0002343	CQUJHB003320, CQUJHB010668	LOC109428102
OG0002344	CQUJHB010557	LOC109428107, LOC109418327
OG0002345	CQUJHB003096	LOC109422336, LOC109424434
OG0002346	CQUJHB006185	LOC109622028, LOC109418563
OG0002347	CQUJHB014113	LOC109402265
OG0002348	CQUJHB006469	LOC109403260
OG0002349	CQUJHB011400	LOC109406509
OG0002350	CQUJHB015440	LOC109406567
OG0002351	CQUJHB004563	LOC109403272
OG0002352	CQUJHB010594	LOC109431388
OG0002353	CQUJHB006051	LOC115254054
OG0002354	CQUJHB010462, CQUJHB008752, CQUJHB007099	LOC115260703
OG0002355	CQUJHB005547	LOC109425885, LOC134292121
OG0002356	CQUJHB018068	LOC134291785, LOC115271088
OG0002357	CQUJHB013014, CQUJHB004041	LOC109402775
OG0002358	CQUJHB002612	LOC109422549, LOC134292205
OG0002359	CQUJHB014974	LOC109422641, LOC109402798
OG0002360	CQUJHB011367	LOC109403780
OG0002361	CQUJHB004650	LOC109622619, LOC109430237
OG0002362	CQUJHB014684	LOC109425087
OG0002363	CQUJHB006766	LOC109425132
OG0002364	CQUJHB004756	LOC134284637, LOC109411181
OG0002365	CQUJHB012487	LOC109425134
OG0002366	CQUJHB009929	LOC134287012, LOC109401720
OG0002367	CQUJHB016718, CQUJHB012929	LOC109410425
OG0002368	CQUJHB012789	LOC115266987
OG0002369	CQUJHB007800	LOC115268651, LOC109426460
OG0002370	CQUJHB009564	LOC109426459
OG0002371	CQUJHB012855	LOC109426436, LOC134291984
OG0002372	CQUJHB016742	LOC109421311
OG0002373	CQUJHB000794	LOC109418691
OG0002374	CQUJHB016411	LOC109424531
OG0002375	CQUJHB009769	LOC115269425, LOC109424529
OG0002376	CQUJHB007982	LOC109424530, LOC109428764
OG0002377	CQUJHB003022	LOC109411984
OG0002378	CQUJHB006638	LOC109428766, LOC109424527
OG0002379	CQUJHB017208	LOC134289516, LOC134291359, LOC109411968
OG0002380	CQUJHB010596	LOC109424556
OG0002381	CQUJHB009411	LOC109411982
OG0002382	CQUJHB012201	LOC134291462
OG0002383	CQUJHB010836	LOC109409560
OG0002384	CQUJHB014687	LOC109409568
OG0002385	CQUJHB012067	LOC109409562
OG0002386	CQUJHB004362	LOC115254140
OG0002387	CQUJHB015201	LOC109429595
OG0002388	CQUJHB012524	LOC109622823
OG0002389	CQUJHB010100	LOC109397530
OG0002390	CQUJHB017513	LOC134287219, LOC109400398
OG0002391	CQUJHB001336	LOC109430970
OG0002392	CQUJHB005239	LOC134283995, LOC109400418
OG0002393	CQUJHB010590	LOC109399284
OG0002395	CQUJHB016537	LOC115260692
OG0002396	CQUJHB001013	LOC109419673
OG0002397	CQUJHB013685	LOC109423063
OG0002398	CQUJHB006627	LOC109419656
OG0002399	CQUJHB000834	LOC109622736
OG0002400	CQUJHB018220	LOC109412133
OG0002401	CQUJHB017267	LOC109419770, LOC109398247
OG0002402	CQUJHB015436	LOC109419754
OG0002403	CQUJHB003337	LOC109419749
OG0002404	CQUJHB010074	LOC109425166
OG0002405	CQUJHB007031	LOC109400297
OG0002406	CQUJHB018093	LOC134287874
OG0002407	CQUJHB016791	LOC134286747, LOC134286746
OG0002408	CQUJHB000279	LOC134287870
OG0002409	CQUJHB001593	LOC109418673
OG0002410	CQUJHB013798	LOC109418659
OG0002411	CQUJHB011085	LOC109414804
OG0002412	CQUJHB012360	LOC109414787
OG0002413	CQUJHB000065	LOC115271101, LOC115261824, LOC109414795, LOC115267661, LOC109429954, LOC109429953
OG0002414	CQUJHB002452	LOC109413491
OG0002415	CQUJHB015531	LOC109621885
OG0002416	CQUJHB001206	LOC109397364
OG0002417	CQUJHB005610	LOC134287332, LOC109417971
OG0002418	CQUJHB006127	LOC109420244
OG0002419	CQUJHB015871	LOC115257373, LOC109412351
OG0002420	CQUJHB015617, CQUJHB017009	LOC134287965
OG0002421	CQUJHB016995	LOC109408720
OG0002422	CQUJHB017800	LOC109404201
OG0002423	CQUJHB012261	LOC109621948
OG0002424	CQUJHB013532	LOC109404208
OG0002425	CQUJHB007575	LOC109621971
OG0002426	CQUJHB015489	LOC109622032
OG0002427	CQUJHB012702	LOC115267754, LOC109428919
OG0002428	CQUJHB006392, CQUJHB003056	LOC109429006
OG0002429	CQUJHB010909	LOC115267545, LOC115253482
OG0002430	CQUJHB012663, CQUJHB006534	LOC109398065
OG0002431	CQUJHB018145	LOC109400785
OG0002432	CQUJHB002271	LOC109430180
OG0002433	CQUJHB008079	LOC109399618
OG0002434	CQUJHB006991	LOC134289649
OG0002435	CQUJHB007429	LOC109399629
OG0002436	CQUJHB018128	LOC134289651
OG0002437	CQUJHB015695	LOC109405162
OG0002438	CQUJHB008564, CQUJHB008781	LOC115255638
OG0002439	CQUJHB003907	LOC109420222, LOC134287057
OG0002440	CQUJHB011136	LOC109409973, LOC134287058
OG0002441	CQUJHB011205	LOC109420228
OG0002442	CQUJHB000964	LOC134287880
OG0002443	CQUJHB003308	LOC109424733, LOC109413656
OG0002444	CQUJHB013675	LOC109412776
OG0002445	CQUJHB005823	LOC109424734
OG0002446	CQUJHB014878	LOC115265347, LOC109411808
OG0002447	CQUJHB011832	LOC109427293
OG0002448	CQUJHB013948	LOC109418392
OG0002449	CQUJHB005751	LOC134287053, LOC109408297
OG0002450	CQUJHB010116	LOC109429300
OG0002451	CQUJHB013600	LOC109429298
OG0002452	CQUJHB017719	LOC109622685
OG0002453	CQUJHB013401	LOC109427437, LOC134284651
OG0002454	CQUJHB013158	LOC115254485
OG0002455	CQUJHB008588	LOC115260391, LOC109429374
OG0002456	CQUJHB003838	LOC109433510, LOC109410673
OG0002457	CQUJHB002815	LOC109410655
OG0002458	CQUJHB000792	LOC109410656
OG0002459	CQUJHB002715	LOC109433485
OG0002460	CQUJHB011919	LOC109411327
OG0002461	CQUJHB010798	LOC109415391
OG0002462	CQUJHB017675	LOC115254152
OG0002463	CQUJHB000507	LOC115256417
OG0002464	CQUJHB009902	LOC109420949, LOC109428960
OG0002465	CQUJHB008691	LOC109400723
OG0002466	CQUJHB011920	LOC109407578
OG0002467	CQUJHB006115	LOC109425912
OG0002468	CQUJHB012385	LOC109401774
OG0002469	CQUJHB011123	LOC109401773
OG0002470	CQUJHB002211	LOC109397889
OG0002471	CQUJHB017557	LOC134285697, LOC109416133
OG0002472	CQUJHB007761, CQUJHB001566	LOC109416125
OG0002473	CQUJHB012618	LOC109425676
OG0002474	CQUJHB006279	LOC115258592, LOC109428894
OG0002475	CQUJHB001696	LOC134289091, LOC109428851
OG0002476	CQUJHB001299	LOC115258597, LOC115264813
OG0002477	CQUJHB009749	LOC109417146
OG0002478	CQUJHB000020	LOC109406308
OG0002479	CQUJHB017215	LOC109422770
OG0002480	CQUJHB013708	LOC109425125
OG0002481	CQUJHB005702	LOC109621402
OG0002482	CQUJHB000819	LOC109421811, LOC109422789
OG0002483	CQUJHB000171	LOC109430213
OG0002484	CQUJHB010442	LOC109432132
OG0002485	CQUJHB005479	LOC109430214
OG0002486	CQUJHB007533	LOC109432118
OG0002487	CQUJHB016355	LOC109432163
OG0002488	CQUJHB010277, CQUJHB010094	LOC109398924
OG0002489	CQUJHB006093, CQUJHB018006	LOC109398916
OG0002490	CQUJHB012668, CQUJHB015680	LOC109401589
OG0002491	CQUJHB013800	LOC109431048
OG0002492	CQUJHB015851	LOC109407800
OG0002493	CQUJHB015991	LOC109431047, LOC134291461
OG0002494	CQUJHB007287	LOC109431050
OG0002495	CQUJHB008579	LOC109398833
OG0002496	CQUJHB017281	LOC134283901
OG0002497	CQUJHB003657	LOC109413893
OG0002498	CQUJHB000643	LOC115255941
OG0002499	CQUJHB007300	LOC109408612, LOC134290875
OG0002500	CQUJHB011172	LOC109426170
OG0002501	CQUJHB007006	LOC115263428
OG0002502	CQUJHB013686	LOC109408615
OG0002503	CQUJHB015917	LOC109418452
OG0002504	CQUJHB008232	LOC109426183
OG0002505	CQUJHB012068, CQUJHB008038	LOC109427110
OG0002506	CQUJHB003498	LOC109430272
OG0002507	CQUJHB015187	LOC109415541
OG0002508	CQUJHB013504	LOC109401602, LOC109401592
OG0002509	CQUJHB012352	LOC109413662
OG0002510	CQUJHB014679	LOC109413672
OG0002511	CQUJHB009676	LOC109413677
OG0002512	CQUJHB015655	LOC109622406
OG0002513	CQUJHB017553	LOC109413801
OG0002514	CQUJHB017708	LOC109424031
OG0002515	CQUJHB006348, CQUJHB015063	LOC109412286
OG0002516	CQUJHB006557	LOC109412821
OG0002517	CQUJHB006228	LOC109418134
OG0002518	CQUJHB009619	LOC109418128
OG0002519	CQUJHB011239	LOC109418316
OG0002520	CQUJHB018416	LOC109428086
OG0002522	CQUJHB001129	LOC109418463
OG0002523	CQUJHB012857	LOC109408911
OG0002524	CQUJHB012681	LOC109422823, LOC115254235
OG0002525	CQUJHB001347	LOC134289479
OG0002526	CQUJHB001835	LOC109430536
OG0002527	CQUJHB013109	LOC134284727
OG0002528	CQUJHB014190	LOC109414188
OG0002529	CQUJHB010186	LOC134284463
OG0002530	CQUJHB007078	LOC115268037
OG0002530	CQUJHB013495	LOC109426003
OG0002531	CQUJHB007211, CQUJHB011313	LOC109425980
OG0002532	CQUJHB004346	LOC115268207
OG0002533	CQUJHB014674	LOC115268040
OG0002534	CQUJHB013984	LOC109425999
OG0002535	CQUJHB003824	LOC109402897, LOC115264784
OG0002536	CQUJHB009733	LOC115265852
OG0002537	CQUJHB015268	LOC109408035, LOC109405150
OG0002538	CQUJHB002497, CQUJHB005070	LOC109402504
OG0002539	CQUJHB008846	LOC109402526
OG0002540	CQUJHB011114	LOC109621378
OG0002541	CQUJHB011485	LOC109402524
OG0002542	CQUJHB012656	LOC109405592, LOC134291522
OG0002543	CQUJHB017907	LOC109399481
OG0002544	CQUJHB005985	LOC109416575, LOC109404263
OG0002545	CQUJHB004140	LOC109404617, LOC109411691
OG0002546	CQUJHB017047	LOC115262165
OG0002547	CQUJHB017911	LOC115255812, LOC109398050
OG0002548	CQUJHB014078	LOC109397944, LOC109418984
OG0002549	CQUJHB015145	LOC109425640
OG0002550	CQUJHB004044	LOC115264543
OG0002551	CQUJHB012002	LOC115269966
OG0002552	CQUJHB014048	LOC109422844
OG0002553	CQUJHB010136	LOC109398302
OG0002554	CQUJHB006278	LOC109402332
