Orthogroup	CquinquefasciatusJHB2020	AstephensiUCISS2018
OG0002314	CQUJHB012634	ASTEI20_031522, ASTEI20_045365
OG0002315	CQUJHB009401	ASTEI20_036867
OG0002316	CQUJHB003740	ASTEI20_045144
OG0002317	CQUJHB011893, CQUJHB013333	ASTEI20_039040
OG0002318	CQUJHB003199	ASTEI20_044442
OG0002319	CQUJHB002990	ASTEI20_038811
OG0002320	CQUJHB014318, CQUJHB016145, CQUJHB005410	ASTEI20_032886
OG0002321	CQUJHB004639	ASTEI20_041840
OG0002322	CQUJHB005601	ASTEI20_033038
OG0002325	CQUJHB010565	ASTEI20_041421
OG0002326	CQUJHB013806	ASTEI20_032967
OG0002328	CQUJHB009440	ASTEI20_045267
OG0002329	CQUJHB008476	ASTEI20_032623
OG0002330	CQUJHB009297	ASTEI20_041635
OG0002331	CQUJHB000409	ASTEI20_035370
OG0002332	CQUJHB009608	ASTEI20_045976
OG0002333	CQUJHB014213	ASTEI20_034203
OG0002334	CQUJHB009980	ASTEI20_045428
OG0002335	CQUJHB012103	ASTEI20_037151
OG0002336	CQUJHB007046	ASTEI20_041456
OG0002337	CQUJHB016521	ASTEI20_042944
OG0002338	CQUJHB016912	ASTEI20_038934
OG0002339	CQUJHB000264, CQUJHB002185	ASTEI20_032110
OG0002340	CQUJHB015241	ASTEI20_035539
OG0002341	CQUJHB017309	ASTEI20_031169
OG0002342	CQUJHB000893	ASTEI20_036859
OG0002343	CQUJHB010668	ASTEI20_042897
OG0002344	CQUJHB010557	ASTEI20_038489
OG0002345	CQUJHB003096	ASTEI20_040992
OG0002346	CQUJHB006185	ASTEI20_046174
OG0002347	CQUJHB014113	ASTEI20_031974
OG0002348	CQUJHB006469	ASTEI20_045421
OG0002349	CQUJHB011400	ASTEI20_038347
OG0002350	CQUJHB015440	ASTEI20_033664
OG0002351	CQUJHB004563	ASTEI20_034549
OG0002352	CQUJHB010594	ASTEI20_031245
OG0002353	CQUJHB006051	ASTEI20_039724
OG0002354	CQUJHB010462, CQUJHB008752, CQUJHB007099	ASTEI20_033603
OG0002355	CQUJHB005547	ASTEI20_035915
OG0002356	CQUJHB018068	ASTEI20_033242
OG0002357	CQUJHB013014, CQUJHB004041	ASTEI20_040713
OG0002358	CQUJHB002612	ASTEI20_041221, ASTEI20_042011
OG0002359	CQUJHB014974	ASTEI20_036238
OG0002360	CQUJHB011367	ASTEI20_045683
OG0002361	CQUJHB004650	ASTEI20_041119
OG0002362	CQUJHB014684	ASTEI20_040899, ASTEI20_043641
OG0002363	CQUJHB006766	ASTEI20_033694
OG0002364	CQUJHB004756	ASTEI20_043350
OG0002365	CQUJHB012487	ASTEI20_034009, ASTEI20_037411
OG0002366	CQUJHB009929	ASTEI20_034543
OG0002367	CQUJHB016718, CQUJHB012929	ASTEI20_035008
OG0002368	CQUJHB012789	ASTEI20_038284
OG0002369	CQUJHB007800	ASTEI20_044591
OG0002370	CQUJHB009564	ASTEI20_030905
OG0002371	CQUJHB012855	ASTEI20_039315
OG0002372	CQUJHB016742	ASTEI20_035374
OG0002373	CQUJHB000794	ASTEI20_039042, ASTEI20_045837
OG0002374	CQUJHB016411	ASTEI20_039823, ASTEI20_033669
OG0002375	CQUJHB009769	ASTEI20_043026
OG0002376	CQUJHB007982	ASTEI20_038498
OG0002377	CQUJHB003022	ASTEI20_037981
OG0002378	CQUJHB006638	ASTEI20_042537
OG0002379	CQUJHB017208	ASTEI20_032450
OG0002380	CQUJHB010596	ASTEI20_041910
OG0002381	CQUJHB009411	ASTEI20_044386
OG0002382	CQUJHB012201	ASTEI20_036797
OG0002383	CQUJHB010836	ASTEI20_034483
OG0002384	CQUJHB014687	ASTEI20_035301
OG0002385	CQUJHB012067	ASTEI20_040781
OG0002386	CQUJHB004362	ASTEI20_033281
OG0002387	CQUJHB015201	ASTEI20_036378
OG0002388	CQUJHB012524	ASTEI20_036578
OG0002389	CQUJHB010100	ASTEI20_043025
OG0002390	CQUJHB017513	ASTEI20_042883
OG0002391	CQUJHB001336	ASTEI20_042204
OG0002392	CQUJHB005239	ASTEI20_033460
OG0002393	CQUJHB010590	ASTEI20_034377
OG0002395	CQUJHB016537	ASTEI20_044723
OG0002396	CQUJHB001013	ASTEI20_035380
OG0002397	CQUJHB013685	ASTEI20_039434, ASTEI20_031846
OG0002398	CQUJHB006627	ASTEI20_031653
OG0002399	CQUJHB000834	ASTEI20_031408
OG0002400	CQUJHB018220	ASTEI20_031131
OG0002401	CQUJHB017267	ASTEI20_039422
OG0002402	CQUJHB015436	ASTEI20_041692
OG0002403	CQUJHB003337	ASTEI20_042046
OG0002404	CQUJHB010074	ASTEI20_038087
OG0002405	CQUJHB007031	ASTEI20_042510
OG0002406	CQUJHB018093	ASTEI20_043484
OG0002407	CQUJHB016791	ASTEI20_044338
OG0002408	CQUJHB000279	ASTEI20_039046
OG0002409	CQUJHB001593	ASTEI20_038459, ASTEI20_044816
OG0002410	CQUJHB013798	ASTEI20_032437, ASTEI20_041220
OG0002411	CQUJHB011085	ASTEI20_037058
OG0002412	CQUJHB012360	ASTEI20_031058, ASTEI20_036812
OG0002414	CQUJHB002452	ASTEI20_046100
OG0002415	CQUJHB015531	ASTEI20_033070
OG0002416	CQUJHB001206	ASTEI20_043086
OG0002417	CQUJHB005610	ASTEI20_032358
OG0002418	CQUJHB006127	ASTEI20_038009
OG0002419	CQUJHB015871	ASTEI20_046123
OG0002420	CQUJHB015617, CQUJHB017009	ASTEI20_032165
OG0002421	CQUJHB016995	ASTEI20_042845
OG0002422	CQUJHB017800	ASTEI20_035601
OG0002423	CQUJHB012261	ASTEI20_036156
OG0002424	CQUJHB013532	ASTEI20_044179
OG0002425	CQUJHB007575	ASTEI20_031962
OG0002426	CQUJHB015489	ASTEI20_031151
OG0002427	CQUJHB012702	ASTEI20_031585
OG0002428	CQUJHB006392, CQUJHB003056	ASTEI20_039436
OG0002429	CQUJHB010909	ASTEI20_032177
OG0002430	CQUJHB012663, CQUJHB006534	ASTEI20_032863
OG0002431	CQUJHB018145	ASTEI20_036777
OG0002432	CQUJHB002271	ASTEI20_042810
OG0002433	CQUJHB008079	ASTEI20_038868
OG0002434	CQUJHB006991	ASTEI20_037317
OG0002435	CQUJHB007429	ASTEI20_033752
OG0002436	CQUJHB018128	ASTEI20_039529
OG0002437	CQUJHB015695	ASTEI20_036848
OG0002438	CQUJHB008564, CQUJHB008781	ASTEI20_044940
OG0002439	CQUJHB003907	ASTEI20_042128
OG0002440	CQUJHB011136	ASTEI20_042036
OG0002441	CQUJHB011205	ASTEI20_044712
OG0002442	CQUJHB000964	ASTEI20_032873
OG0002443	CQUJHB003308	ASTEI20_033612
OG0002444	CQUJHB013675	ASTEI20_045307
OG0002445	CQUJHB005823	ASTEI20_042770
OG0002446	CQUJHB014878	ASTEI20_034357
OG0002447	CQUJHB011832	ASTEI20_038353, ASTEI20_032098
OG0002448	CQUJHB013948	ASTEI20_035037, ASTEI20_045222
OG0002449	CQUJHB005751	ASTEI20_032373
OG0002450	CQUJHB010116	ASTEI20_033525
OG0002451	CQUJHB013600	ASTEI20_037338
OG0002452	CQUJHB017719	ASTEI20_040047
OG0002453	CQUJHB013401	ASTEI20_038386
OG0002454	CQUJHB013158	ASTEI20_038078
OG0002455	CQUJHB008588	ASTEI20_034385
OG0002456	CQUJHB003838	ASTEI20_042876
OG0002457	CQUJHB002815	ASTEI20_034757
OG0002458	CQUJHB000792	ASTEI20_033511
OG0002459	CQUJHB002715	ASTEI20_040196
OG0002460	CQUJHB011919	ASTEI20_035297, ASTEI20_033407
OG0002461	CQUJHB010798	ASTEI20_036503
OG0002462	CQUJHB017675	ASTEI20_039017
OG0002463	CQUJHB000507	ASTEI20_030857
OG0002464	CQUJHB009902	ASTEI20_033304
OG0002465	CQUJHB008691	ASTEI20_039167
OG0002466	CQUJHB011920	ASTEI20_045869
OG0002467	CQUJHB006115	ASTEI20_043954
OG0002468	CQUJHB012385	ASTEI20_043160
OG0002469	CQUJHB011123	ASTEI20_038716
OG0002470	CQUJHB002211	ASTEI20_034600
OG0002471	CQUJHB017557	ASTEI20_038724
OG0002472	CQUJHB007761, CQUJHB001566	ASTEI20_032025
OG0002473	CQUJHB012618	ASTEI20_035165
OG0002474	CQUJHB006279	ASTEI20_038028
OG0002475	CQUJHB001696	ASTEI20_034359
OG0002476	CQUJHB001299	ASTEI20_035988
OG0002477	CQUJHB009749	ASTEI20_041960
OG0002478	CQUJHB000020	ASTEI20_038953
OG0002479	CQUJHB017215	ASTEI20_037605
OG0002480	CQUJHB013708	ASTEI20_037414
OG0002481	CQUJHB005702	ASTEI20_042523, ASTEI20_035139
OG0002482	CQUJHB000819	ASTEI20_040236
OG0002483	CQUJHB000171	ASTEI20_041851
OG0002484	CQUJHB010442	ASTEI20_032788
OG0002485	CQUJHB005479	ASTEI20_041553
OG0002486	CQUJHB007533	ASTEI20_040466
OG0002487	CQUJHB016355	ASTEI20_044172
OG0002488	CQUJHB010277, CQUJHB010094	ASTEI20_032846
OG0002489	CQUJHB006093, CQUJHB018006	ASTEI20_036227
OG0002490	CQUJHB012668, CQUJHB015680	ASTEI20_040601
OG0002491	CQUJHB013800	ASTEI20_034788
OG0002492	CQUJHB015851	ASTEI20_045835
OG0002493	CQUJHB015991	ASTEI20_035378
OG0002494	CQUJHB007287	ASTEI20_031219
OG0002495	CQUJHB008579	ASTEI20_031447
OG0002496	CQUJHB017281	ASTEI20_037545
OG0002497	CQUJHB003657	ASTEI20_033781
OG0002498	CQUJHB000643	ASTEI20_040999
OG0002499	CQUJHB007300	ASTEI20_038692
OG0002500	CQUJHB011172	ASTEI20_033677
OG0002501	CQUJHB007006	ASTEI20_031739
OG0002502	CQUJHB013686	ASTEI20_038388
OG0002503	CQUJHB015917	ASTEI20_035146
OG0002504	CQUJHB008232	ASTEI20_036949
OG0002505	CQUJHB012068, CQUJHB008038	ASTEI20_035738
OG0002506	CQUJHB003498	ASTEI20_038268
OG0002507	CQUJHB015187	ASTEI20_045982
OG0002508	CQUJHB013504	ASTEI20_038512
OG0002509	CQUJHB012352	ASTEI20_031872
OG0002510	CQUJHB014679	ASTEI20_037918
OG0002511	CQUJHB009676	ASTEI20_037407
OG0002512	CQUJHB015655	ASTEI20_041413
OG0002513	CQUJHB017553	ASTEI20_045974
OG0002514	CQUJHB017708	ASTEI20_044140, ASTEI20_032914
OG0002515	CQUJHB006348, CQUJHB015063	ASTEI20_041972
OG0002516	CQUJHB006557	ASTEI20_041969, ASTEI20_035920
OG0002517	CQUJHB006228	ASTEI20_045744
OG0002518	CQUJHB009619	ASTEI20_031506, ASTEI20_042710
OG0002519	CQUJHB011239	ASTEI20_041783
OG0002520	CQUJHB018416	ASTEI20_043834, ASTEI20_039522
OG0002521	CQUJHB005754	ASTEI20_032549
OG0002522	CQUJHB001129	ASTEI20_041608
OG0002523	CQUJHB012857	ASTEI20_037909
OG0002524	CQUJHB012681	ASTEI20_037072
OG0002525	CQUJHB001347	ASTEI20_041045, ASTEI20_040408
OG0002526	CQUJHB001835	ASTEI20_040572
OG0002527	CQUJHB013109	ASTEI20_040300, ASTEI20_035617
OG0002528	CQUJHB014190	ASTEI20_040589
OG0002529	CQUJHB010186	ASTEI20_044031, ASTEI20_032887
OG0002530	CQUJHB007078, CQUJHB013495	ASTEI20_039624
OG0002531	CQUJHB007211, CQUJHB011313	ASTEI20_038948
OG0002532	CQUJHB004346	ASTEI20_039030
OG0002533	CQUJHB014674	ASTEI20_040051
OG0002534	CQUJHB013984	ASTEI20_034687
OG0002535	CQUJHB003824	ASTEI20_036572
OG0002536	CQUJHB009733	ASTEI20_040319, ASTEI20_033409
OG0002537	CQUJHB015268	ASTEI20_042421
OG0002538	CQUJHB002497, CQUJHB005070	ASTEI20_043364, ASTEI20_034355
OG0002539	CQUJHB008846	ASTEI20_031901, ASTEI20_039058
OG0002540	CQUJHB011114	ASTEI20_040218, ASTEI20_041956
OG0002541	CQUJHB011485	ASTEI20_033353, ASTEI20_042437
OG0002542	CQUJHB012656	ASTEI20_034298
OG0002543	CQUJHB017907	ASTEI20_044718
OG0002544	CQUJHB005985	ASTEI20_035797
OG0002545	CQUJHB004140	ASTEI20_034964
OG0002546	CQUJHB017047	ASTEI20_030882
OG0002547	CQUJHB017911	ASTEI20_033704
OG0002548	CQUJHB014078	ASTEI20_043228
OG0002549	CQUJHB015145	ASTEI20_037191
OG0002550	CQUJHB004044	ASTEI20_041622
OG0002551	CQUJHB012002	ASTEI20_032310
OG0002552	CQUJHB014048	ASTEI20_034956
OG0002553	CQUJHB010136	ASTEI20_045149
OG0002554	CQUJHB006278	ASTEI20_037299
OG0002555	CQUJHB004110	ASTEI20_039256
OG0002556	CQUJHB013878	ASTEI20_039373, ASTEI20_043451
OG0002557	CQUJHB017473, CQUJHB005775	ASTEI20_045595, ASTEI20_042654
OG0002558	CQUJHB002217	ASTEI20_034442, ASTEI20_031186
OG0002559	CQUJHB007385	ASTEI20_041478, ASTEI20_033088, ASTEI20_042117
OG0002560	CQUJHB006910	ASTEI20_043120, ASTEI20_042180, ASTEI20_035277
OG0002561	CQUJHB015452	ASTEI20_041644
OG0002562	CQUJHB012582	ASTEI20_033414
OG0002563	CQUJHB014513	ASTEI20_032520
OG0002564	CQUJHB010984	ASTEI20_042008
OG0002565	CQUJHB003369	ASTEI20_032626
OG0002566	CQUJHB001402	ASTEI20_033943
OG0002567	CQUJHB005685	ASTEI20_035400
OG0002568	CQUJHB000006	ASTEI20_039946
OG0002569	CQUJHB000293	ASTEI20_042190
OG0002571	CQUJHB006090	ASTEI20_043652
OG0002572	CQUJHB017578	ASTEI20_033910
OG0002573	CQUJHB016861	ASTEI20_032901
OG0002574	CQUJHB000934	ASTEI20_045427
OG0002575	CQUJHB010355	ASTEI20_045506
OG0002576	CQUJHB017097	ASTEI20_037804
OG0002577	CQUJHB016962	ASTEI20_035354, ASTEI20_042875
OG0002578	CQUJHB012644	ASTEI20_042756
OG0002579	CQUJHB001217	ASTEI20_042990, ASTEI20_044995
OG0002580	CQUJHB017277	ASTEI20_032280
OG0002581	CQUJHB008792	ASTEI20_040965
OG0002582	CQUJHB013520	ASTEI20_033940
OG0002583	CQUJHB000170	ASTEI20_040229
OG0002584	CQUJHB000376	ASTEI20_037323
OG0002585	CQUJHB015510	ASTEI20_042287
OG0002586	CQUJHB002474	ASTEI20_037089
OG0002587	CQUJHB008457	ASTEI20_033913
OG0002588	CQUJHB010356, CQUJHB017480	ASTEI20_036831
OG0002589	CQUJHB007419, CQUJHB017663	ASTEI20_040411
OG0002590	CQUJHB007825	ASTEI20_038727
OG0002591	CQUJHB016206	ASTEI20_044730
OG0002593	CQUJHB012538	ASTEI20_045007
OG0002594	CQUJHB010227, CQUJHB001162	ASTEI20_031776
OG0002595	CQUJHB000364	ASTEI20_033108
OG0002596	CQUJHB003929	ASTEI20_031214
OG0002597	CQUJHB002609	ASTEI20_033146
OG0002598	CQUJHB005715	ASTEI20_043412
OG0002599	CQUJHB014079	ASTEI20_041729
OG0002600	CQUJHB014170	ASTEI20_033142
OG0002601	CQUJHB005109	ASTEI20_036714
OG0002602	CQUJHB013121	ASTEI20_036206
OG0002603	CQUJHB007242	ASTEI20_034531, ASTEI20_044362
OG0002604	CQUJHB011962	ASTEI20_034460
OG0002605	CQUJHB005007	ASTEI20_043828
OG0002606	CQUJHB009873	ASTEI20_034119
OG0002607	CQUJHB004753	ASTEI20_042179
OG0002608	CQUJHB014707	ASTEI20_032273
OG0002609	CQUJHB009964	ASTEI20_032834
OG0002610	CQUJHB012314	ASTEI20_031782
OG0002611	CQUJHB006484	ASTEI20_032923, ASTEI20_039961
OG0002612	CQUJHB007541, CQUJHB014776	ASTEI20_038694
OG0002613	CQUJHB017552	ASTEI20_039114
OG0002614	CQUJHB009165	ASTEI20_041294
OG0002615	CQUJHB013323	ASTEI20_031831
OG0002616	CQUJHB004053	ASTEI20_032715
OG0002617	CQUJHB014044	ASTEI20_031741
OG0002618	CQUJHB016262	ASTEI20_043199
OG0002619	CQUJHB005387, CQUJHB012817	ASTEI20_031503
OG0002620	CQUJHB001622	ASTEI20_037331
OG0002621	CQUJHB006066	ASTEI20_045095
OG0002623	CQUJHB009671	ASTEI20_035735
OG0002624	CQUJHB006768	ASTEI20_039095
OG0002625	CQUJHB000731	ASTEI20_035804
OG0002626	CQUJHB014604	ASTEI20_045075
OG0002627	CQUJHB008047	ASTEI20_041284
OG0002628	CQUJHB010447	ASTEI20_040400
OG0002629	CQUJHB007559	ASTEI20_032528, ASTEI20_045109
OG0002630	CQUJHB015682	ASTEI20_044282, ASTEI20_042569
OG0002631	CQUJHB010106	ASTEI20_044930
OG0002632	CQUJHB003136	ASTEI20_033974
OG0002633	CQUJHB010113	ASTEI20_042864
OG0002634	CQUJHB009470	ASTEI20_043779
OG0002635	CQUJHB000728	ASTEI20_039991
OG0002636	CQUJHB014197	ASTEI20_043411
OG0002637	CQUJHB001164	ASTEI20_041019
OG0002638	CQUJHB004695, CQUJHB008952	ASTEI20_045451
OG0002639	CQUJHB005136	ASTEI20_035522
OG0002640	CQUJHB000308	ASTEI20_044222
OG0002641	CQUJHB002923	ASTEI20_039110
OG0002642	CQUJHB007883	ASTEI20_041975
OG0002643	CQUJHB010422	ASTEI20_046004
OG0002644	CQUJHB008871	ASTEI20_039429
OG0002645	CQUJHB001356	ASTEI20_035589
OG0002646	CQUJHB018457	ASTEI20_041583
OG0002647	CQUJHB011256	ASTEI20_040828
OG0002648	CQUJHB012024	ASTEI20_036088
OG0002649	CQUJHB010624	ASTEI20_031321
OG0002650	CQUJHB004020	ASTEI20_036303, ASTEI20_036853
OG0002651	CQUJHB001729	ASTEI20_039359
OG0002652	CQUJHB000162	ASTEI20_039628
OG0002653	CQUJHB016662	ASTEI20_046087
OG0002654	CQUJHB001055	ASTEI20_035105
OG0002655	CQUJHB013077	ASTEI20_035128
OG0002656	CQUJHB015806	ASTEI20_031306
OG0002657	CQUJHB008092	ASTEI20_035087
OG0002658	CQUJHB010572	ASTEI20_044409
OG0002659	CQUJHB001345	ASTEI20_033191
OG0002660	CQUJHB015998	ASTEI20_040944
OG0002661	CQUJHB000685	ASTEI20_044156
OG0002662	CQUJHB001289	ASTEI20_042739
OG0002663	CQUJHB005294	ASTEI20_042110
OG0002664	CQUJHB017689	ASTEI20_040064
OG0002665	CQUJHB005976	ASTEI20_039311
OG0002666	CQUJHB002953	ASTEI20_033825
OG0002667	CQUJHB014443	ASTEI20_037086, ASTEI20_031475
OG0002668	CQUJHB005696	ASTEI20_034049, ASTEI20_042383
OG0002669	CQUJHB018482	ASTEI20_040960, ASTEI20_041174
OG0002670	CQUJHB016241, CQUJHB012834	ASTEI20_031648
OG0002671	CQUJHB012955	ASTEI20_045447, ASTEI20_040986
OG0002672	CQUJHB008399	ASTEI20_031685, ASTEI20_041559
OG0002673	CQUJHB003072	ASTEI20_040882
OG0002674	CQUJHB017149	ASTEI20_031197
OG0002675	CQUJHB003537	ASTEI20_041811
OG0002676	CQUJHB010937	ASTEI20_044763
OG0002678	CQUJHB012239	ASTEI20_031560, ASTEI20_038202
OG0002679	CQUJHB004260	ASTEI20_034056
OG0002680	CQUJHB012667	ASTEI20_041046
OG0002681	CQUJHB008560	ASTEI20_041137
OG0002682	CQUJHB004519	ASTEI20_042677
OG0002683	CQUJHB006002	ASTEI20_042553
OG0002684	CQUJHB015994	ASTEI20_042353
OG0002685	CQUJHB016204, CQUJHB009364	ASTEI20_043001
OG0002686	CQUJHB015400, CQUJHB015398	ASTEI20_030890, ASTEI20_034441
OG0002687	CQUJHB014346	ASTEI20_042123
OG0002688	CQUJHB003012	ASTEI20_042015
OG0002689	CQUJHB002488	ASTEI20_045707
OG0002690	CQUJHB000130, CQUJHB014682	ASTEI20_037296
OG0002691	CQUJHB017902	ASTEI20_033358
OG0002692	CQUJHB000399	ASTEI20_038130
OG0002693	CQUJHB007979	ASTEI20_041982
OG0002694	CQUJHB005894	ASTEI20_045448, ASTEI20_031984
OG0002695	CQUJHB018357	ASTEI20_038062
OG0002696	CQUJHB016207	ASTEI20_031886
OG0002697	CQUJHB015223, CQUJHB014396	ASTEI20_031906
OG0002698	CQUJHB000191, CQUJHB009764	ASTEI20_042849
OG0002699	CQUJHB006257	ASTEI20_037320
OG0002700	CQUJHB002027	ASTEI20_043724
OG0002701	CQUJHB018235	ASTEI20_037005, ASTEI20_042417
OG0002702	CQUJHB017824	ASTEI20_035896
OG0002703	CQUJHB012883	ASTEI20_031236
OG0002704	CQUJHB005677	ASTEI20_044831
OG0002705	CQUJHB015309	ASTEI20_034135
OG0002706	CQUJHB006954	ASTEI20_039071
OG0002707	CQUJHB009064	ASTEI20_034373
OG0002708	CQUJHB014646	ASTEI20_037874
OG0002709	CQUJHB004296	ASTEI20_034576, ASTEI20_041616
OG0002710	CQUJHB010975, CQUJHB009120	ASTEI20_035573
OG0002711	CQUJHB003110	ASTEI20_045241
OG0002712	CQUJHB006081	ASTEI20_032114
OG0002713	CQUJHB009419	ASTEI20_039720
OG0002714	CQUJHB012566	ASTEI20_035363
OG0002716	CQUJHB012279	ASTEI20_032751
OG0002717	CQUJHB001036	ASTEI20_036819
OG0002718	CQUJHB008873	ASTEI20_031399
OG0002719	CQUJHB003272	ASTEI20_040366
OG0002720	CQUJHB007096	ASTEI20_045442
OG0002721	CQUJHB009705	ASTEI20_040039
OG0002723	CQUJHB004797	ASTEI20_045994
OG0002724	CQUJHB014011	ASTEI20_038342
OG0002725	CQUJHB001455	ASTEI20_031157
OG0002726	CQUJHB015298	ASTEI20_041301
OG0002727	CQUJHB014575	ASTEI20_034014
OG0002728	CQUJHB005642	ASTEI20_035790
OG0002729	CQUJHB004878	ASTEI20_031086
OG0002730	CQUJHB000842	ASTEI20_039692
OG0002731	CQUJHB007189	ASTEI20_042024
OG0002732	CQUJHB017636	ASTEI20_040871
OG0002733	CQUJHB000668	ASTEI20_030963, ASTEI20_041636
OG0002734	CQUJHB017177	ASTEI20_032202
OG0002735	CQUJHB010265	ASTEI20_036560
OG0002736	CQUJHB007073	ASTEI20_041110
OG0002737	CQUJHB017928	ASTEI20_040806
OG0002738	CQUJHB001872	ASTEI20_035069
OG0002739	CQUJHB003138	ASTEI20_041265
OG0002740	CQUJHB006895	ASTEI20_041755
OG0002741	CQUJHB013964, CQUJHB008974	ASTEI20_036539
OG0002742	CQUJHB004019	ASTEI20_030844, ASTEI20_035759
OG0002743	CQUJHB011213	ASTEI20_043022
OG0002744	CQUJHB018454	ASTEI20_031751
OG0002745	CQUJHB007694	ASTEI20_034953, ASTEI20_045561
OG0002746	CQUJHB012821	ASTEI20_043154
OG0002747	CQUJHB013511	ASTEI20_031557
OG0002748	CQUJHB005087	ASTEI20_046073
OG0002749	CQUJHB014828	ASTEI20_039169
OG0002750	CQUJHB013539	ASTEI20_042042
OG0002751	CQUJHB017583, CQUJHB009012	ASTEI20_043268
OG0002752	CQUJHB014117	ASTEI20_041355
OG0002753	CQUJHB002493	ASTEI20_035001, ASTEI20_031439
OG0002754	CQUJHB013283	ASTEI20_042986
OG0002755	CQUJHB000567	ASTEI20_043255
OG0002756	CQUJHB000491	ASTEI20_034007
OG0002757	CQUJHB017655	ASTEI20_031669
OG0002758	CQUJHB001767	ASTEI20_042455, ASTEI20_039445
OG0002759	CQUJHB002397	ASTEI20_044708, ASTEI20_034792
OG0002760	CQUJHB007807	ASTEI20_035437, ASTEI20_033075
OG0002761	CQUJHB000656	ASTEI20_032904, ASTEI20_038140
OG0002762	CQUJHB003803	ASTEI20_037355, ASTEI20_035606
OG0002763	CQUJHB014238	ASTEI20_037374
OG0002764	CQUJHB001583	ASTEI20_036008
OG0002765	CQUJHB009022, CQUJHB015690	ASTEI20_038395
OG0002766	CQUJHB011679	ASTEI20_039215
OG0002767	CQUJHB005870	ASTEI20_039500, ASTEI20_044965
OG0002768	CQUJHB017884	ASTEI20_043605, ASTEI20_036915
OG0002769	CQUJHB008154	ASTEI20_039174, ASTEI20_043648
OG0002770	CQUJHB003361	ASTEI20_043669
OG0002771	CQUJHB015723	ASTEI20_031289
OG0002772	CQUJHB009477	ASTEI20_034689
OG0002773	CQUJHB008171	ASTEI20_044984
OG0002774	CQUJHB003745	ASTEI20_032069
OG0002775	CQUJHB015681	ASTEI20_036393
OG0002776	CQUJHB008014	ASTEI20_038982
OG0002777	CQUJHB002983	ASTEI20_041082
OG0002778	CQUJHB018233	ASTEI20_033581
OG0002779	CQUJHB012394, CQUJHB004353	ASTEI20_031356
OG0002780	CQUJHB009615	ASTEI20_031730
OG0002781	CQUJHB014793, CQUJHB006808	ASTEI20_033506
OG0002782	CQUJHB015335	ASTEI20_043579
OG0002783	CQUJHB014898	ASTEI20_033510
OG0002784	CQUJHB000246	ASTEI20_033454
OG0002785	CQUJHB014794	ASTEI20_043506
OG0002786	CQUJHB013234	ASTEI20_040563
OG0002787	CQUJHB007856	ASTEI20_042081
OG0002788	CQUJHB007881	ASTEI20_031620
OG0002789	CQUJHB009943	ASTEI20_046078
OG0002790	CQUJHB003765	ASTEI20_036376
OG0002791	CQUJHB000527	ASTEI20_035283
OG0002792	CQUJHB011211	ASTEI20_041674
OG0002793	CQUJHB013892	ASTEI20_035433
OG0002794	CQUJHB006425	ASTEI20_032504
OG0002795	CQUJHB015869	ASTEI20_039535
OG0002796	CQUJHB009593, CQUJHB007584	ASTEI20_043591
OG0002797	CQUJHB004342	ASTEI20_041995
OG0002798	CQUJHB014675	ASTEI20_039129
OG0002800	CQUJHB017318	ASTEI20_036815
OG0002801	CQUJHB015722	ASTEI20_041263
OG0002802	CQUJHB011020	ASTEI20_040303
OG0002803	CQUJHB014524, CQUJHB002908	ASTEI20_045262
OG0002805	CQUJHB016341, CQUJHB003394	ASTEI20_036180
OG0002806	CQUJHB007138	ASTEI20_038470
OG0002807	CQUJHB004195	ASTEI20_038653
OG0002808	CQUJHB016317	ASTEI20_039157
OG0002809	CQUJHB005263	ASTEI20_043051
OG0002810	CQUJHB011898	ASTEI20_033386
OG0002811	CQUJHB016907	ASTEI20_043324, ASTEI20_044582
OG0002812	CQUJHB002980	ASTEI20_034651, ASTEI20_039374
OG0002813	CQUJHB003349, CQUJHB006440	ASTEI20_042349
OG0002814	CQUJHB017465	ASTEI20_045568
OG0002815	CQUJHB014215	ASTEI20_042723
OG0002816	CQUJHB006284	ASTEI20_038464
OG0002817	CQUJHB006151	ASTEI20_040099
OG0002818	CQUJHB013688	ASTEI20_038216
OG0002819	CQUJHB017352	ASTEI20_042001
OG0002820	CQUJHB005188, CQUJHB012694	ASTEI20_039837
OG0002821	CQUJHB017653	ASTEI20_040771
OG0002822	CQUJHB013846	ASTEI20_045734, ASTEI20_043342
OG0002823	CQUJHB010344	ASTEI20_043981
OG0002824	CQUJHB010997	ASTEI20_039742
OG0002825	CQUJHB017262	ASTEI20_040760
OG0002826	CQUJHB013702	ASTEI20_036235
OG0002827	CQUJHB007967	ASTEI20_035479
OG0002828	CQUJHB010048	ASTEI20_040245
OG0002829	CQUJHB013432	ASTEI20_043683
OG0002830	CQUJHB010064	ASTEI20_044803
OG0002831	CQUJHB009348	ASTEI20_033721
OG0002832	CQUJHB015620	ASTEI20_043453, ASTEI20_033859
OG0002833	CQUJHB009678	ASTEI20_043354
OG0002834	CQUJHB009464	ASTEI20_031003
OG0002835	CQUJHB014375	ASTEI20_033542
OG0002836	CQUJHB001594	ASTEI20_032381
OG0002837	CQUJHB011183	ASTEI20_043332
OG0002838	CQUJHB000604	ASTEI20_040030, ASTEI20_035986
OG0002839	CQUJHB006208	ASTEI20_042023
OG0002840	CQUJHB014135	ASTEI20_032703
OG0002841	CQUJHB012841	ASTEI20_032336
