Orthogroup	AfunestusAfunGA1	AsinensisChina
OG0001397	AFUN2_006710	ASIC007721
OG0001398	AFUN2_008247	ASIC007146
OG0001399	AFUN2_000719	ASIC005497
OG0001400	AFUN2_014138	ASIC019862
OG0001401	AFUN2_002204	ASIC003882
OG0001402	AFUN2_007697	ASIC006833
OG0001403	AFUN2_013132	ASIC004784, ASIC004783
OG0001404	AFUN2_013109	ASIC007666
OG0001406	AFUN2_006695, AFUN2_004458	ASIC016569
OG0001409	AFUN2_004503	ASIC003113
OG0001410	AFUN2_012431	ASIC005076
OG0001411	AFUN2_012253	ASIC018844, ASIC018843
OG0001412	AFUN2_002251	ASIC015436
OG0001413	AFUN2_006847	ASIC020194, ASIC020195
OG0001414	AFUN2_013933	ASIC015294
OG0001426	AFUN2_009016	ASIC005213
OG0001426	AFUN2_002974	ASIC005212
OG0001427	AFUN2_009196, AFUN2_002202, AFUN2_013403, AFUN2_002225	ASIC011789
OG0001428	AFUN2_014286	ASIC005011, ASIC001276, ASIC001062
OG0001429	AFUN2_006349, AFUN2_014018	ASIC016274, ASIC016275
OG0001431	AFUN2_000859	ASIC014969
OG0001431	AFUN2_003065	ASIC009306
OG0001432	AFUN2_013631	ASIC009397, ASIC009396, ASIC009395, ASIC009394
OG0001433	AFUN2_004990	ASIC014415
OG0001433	AFUN2_001599	ASIC014418
OG0001443	AFUN2_010289	ASIC011828
OG0001444	AFUN2_001365	ASIC018704
OG0001445	AFUN2_012138	ASIC009226, ASIC009229, ASIC009227, ASIC009228
OG0001446	AFUN2_012189	ASIC011996
OG0001447	AFUN2_002810	ASIC021029
OG0001448	AFUN2_010023	ASIC000809
OG0001449	AFUN2_007942	ASIC003927
OG0001450	AFUN2_005206	ASIC012982
OG0001451	AFUN2_003223	ASIC017244
OG0001452	AFUN2_004290	ASIC014049
OG0001453	AFUN2_000504	ASIC001098, ASIC010055
OG0001454	AFUN2_003416	ASIC018212
OG0001455	AFUN2_014737	ASIC009403
OG0001458	AFUN2_002970	ASIC017177, ASIC017179
OG0001459	AFUN2_008697	ASIC006005, ASIC001061, ASIC006004
OG0001460	AFUN2_002626	ASIC005987
OG0001461	AFUN2_003577	ASIC013345
OG0001462	AFUN2_013888	ASIC013287, ASIC013288
OG0001463	AFUN2_009537	ASIC000849
OG0001464	AFUN2_013842	ASIC012288
OG0001466	AFUN2_013376	ASIC006061
OG0001467	AFUN2_010636	ASIC010679
OG0001468	AFUN2_012233	ASIC006743
OG0001469	AFUN2_006360	ASIC010531
OG0001470	AFUN2_001585	ASIC015826
OG0001471	AFUN2_014634	ASIC012381, ASIC012390
OG0001472	AFUN2_009854	ASIC019263
OG0001473	AFUN2_001987	ASIC009599, ASIC009601
OG0001474	AFUN2_011295	ASIC007542
OG0001475	AFUN2_014412	ASIC010753
OG0001476	AFUN2_004837	ASIC010860
OG0001477	AFUN2_005139	ASIC011912
OG0001478	AFUN2_009896	ASIC010198
OG0001479	AFUN2_007778	ASIC010190, ASIC010191
OG0001480	AFUN2_002221	ASIC006947
OG0001481	AFUN2_010828	ASIC009900
OG0001482	AFUN2_006148	ASIC009878
OG0001483	AFUN2_002425	ASIC012220
OG0001484	AFUN2_002754	ASIC012212, ASIC012211
OG0001486	AFUN2_014768	ASIC011628, ASIC010168
OG0001487	AFUN2_013007, AFUN2_002662	ASIC018490
OG0001489	AFUN2_008993	ASIC005911, ASIC005910
OG0001490	AFUN2_011520	ASIC015847
OG0001491	AFUN2_011316	ASIC010321, ASIC005105, ASIC010322
OG0001492	AFUN2_004728	ASIC006987
OG0001493	AFUN2_008689	ASIC006976
OG0001494	AFUN2_008313	ASIC006948
OG0001495	AFUN2_009113	ASIC003970
OG0001496	AFUN2_005684	ASIC012959, ASIC012960
OG0001497	AFUN2_014203	ASIC012956
OG0001498	AFUN2_014107	ASIC006256, ASIC008615
OG0001501	AFUN2_012817	ASIC013221
OG0001502	AFUN2_005531	ASIC017187
OG0001503	AFUN2_009974	ASIC004904
OG0001504	AFUN2_002561, AFUN2_009083	ASIC011217
OG0001505	AFUN2_012889	ASIC002965
OG0001506	AFUN2_005291	ASIC017138
OG0001507	AFUN2_011825	ASIC018402
OG0001508	AFUN2_009912	ASIC018392
OG0001509	AFUN2_012231	ASIC006547
OG0001510	AFUN2_005285	ASIC003804
OG0001511	AFUN2_011728	ASIC015642
OG0001512	AFUN2_002429	ASIC015646
OG0001513	AFUN2_002250	ASIC005276
OG0001514	AFUN2_009422	ASIC013047
OG0001515	AFUN2_006729	ASIC005359
OG0001516	AFUN2_005872	ASIC017040
OG0001517	AFUN2_012857	ASIC018433, ASIC007581, ASIC018432
OG0001518	AFUN2_014447	ASIC004839
OG0001519	AFUN2_000645	ASIC015690
OG0001520	AFUN2_004949, AFUN2_005401	ASIC007153
OG0001521	AFUN2_012381	ASIC005500
OG0001522	AFUN2_003117	ASIC012566
OG0001523	AFUN2_013991	ASIC014409
OG0001524	AFUN2_013433	ASIC008213
OG0001525	AFUN2_008504	ASIC018027
OG0001526	AFUN2_002772	ASIC011057
OG0001527	AFUN2_010612	ASIC010686
OG0001528	AFUN2_000867	ASIC010683
OG0001529	AFUN2_012592	ASIC010915
OG0001530	AFUN2_009250, AFUN2_006133	ASIC004974, ASIC020348
OG0001531	AFUN2_004191	ASIC022187
OG0001532	AFUN2_004100	ASIC012171
OG0001533	AFUN2_008180	ASIC012641
OG0001534	AFUN2_009155	ASIC011313
OG0001535	AFUN2_010804	ASIC002817
OG0001536	AFUN2_008326	ASIC002813
OG0001537	AFUN2_008238	ASIC018266
OG0001538	AFUN2_002194	ASIC021517
OG0001539	AFUN2_002082	ASIC004779
OG0001540	AFUN2_005901	ASIC015207, ASIC002552
OG0001541	AFUN2_008828	ASIC008227
OG0001542	AFUN2_010032, AFUN2_005028, AFUN2_011194, AFUN2_010787	ASIC017007
OG0001543	AFUN2_007707	ASIC007573, ASIC012963, ASIC015093
OG0001544	AFUN2_009676	ASIC013628
OG0001545	AFUN2_008409	ASIC013620
OG0001546	AFUN2_005603	ASIC005018
OG0001547	AFUN2_009947	ASIC005981
OG0001548	AFUN2_005481	ASIC005980
OG0001549	AFUN2_013289	ASIC000811
OG0001550	AFUN2_007869	ASIC011847
OG0001551	AFUN2_010073	ASIC007368, ASIC007381
OG0001552	AFUN2_009487, AFUN2_010468	ASIC008120
OG0001553	AFUN2_005805	ASIC016743
OG0001554	AFUN2_004593	ASIC004464, ASIC004463
OG0001556	AFUN2_011036	ASIC013566, ASIC013565
OG0001557	AFUN2_006190	ASIC000672
OG0001558	AFUN2_004173	ASIC010105
OG0001559	AFUN2_013269	ASIC015611
OG0001560	AFUN2_001463	ASIC017933
OG0001561	AFUN2_007177	ASIC009297
OG0001563	AFUN2_013551	ASIC014242
OG0001564	AFUN2_011258	ASIC010185
OG0001565	AFUN2_003372	ASIC003564
OG0001566	AFUN2_002193	ASIC016609
OG0001569	AFUN2_007663	ASIC020910
OG0001570	AFUN2_007750	ASIC020918
OG0001571	AFUN2_003368	ASIC006499
OG0001572	AFUN2_008632	ASIC007621
OG0001573	AFUN2_006751	ASIC010979
OG0001574	AFUN2_003989	ASIC011576
OG0001575	AFUN2_005409	ASIC006300
OG0001576	AFUN2_006134	ASIC007957
OG0001578	AFUN2_000690	ASIC014301
OG0001579	AFUN2_002158	ASIC021537, ASIC021552, ASIC021548
OG0001581	AFUN2_009691	ASIC011818
OG0001582	AFUN2_006654	ASIC011806
OG0001583	AFUN2_004974	ASIC011819
OG0001584	AFUN2_001682	ASIC022365
OG0001585	AFUN2_014408	ASIC015896
OG0001586	AFUN2_010022	ASIC021640, ASIC009709
OG0001587	AFUN2_011600	ASIC008701
OG0001588	AFUN2_013753	ASIC008687
OG0001589	AFUN2_005829	ASIC008399
OG0001590	AFUN2_005748	ASIC017673
OG0001591	AFUN2_004729	ASIC002466
OG0001592	AFUN2_008158	ASIC016000
OG0001593	AFUN2_010677	ASIC002836
OG0001594	AFUN2_007255	ASIC002835
OG0001595	AFUN2_008381	ASIC020626, ASIC020625
OG0001596	AFUN2_006283	ASIC012927
OG0001597	AFUN2_000601	ASIC014770
OG0001598	AFUN2_004271	ASIC014797
OG0001599	AFUN2_001580	ASIC014800
OG0001600	AFUN2_010971	ASIC006352, ASIC006346, ASIC006351
OG0001601	AFUN2_014262	ASIC014485
OG0001602	AFUN2_001517	ASIC020085
OG0001603	AFUN2_011074	ASIC010002
OG0001605	AFUN2_002800	ASIC002892
OG0001606	AFUN2_014414	ASIC011579
OG0001607	AFUN2_007598	ASIC018114
OG0001608	AFUN2_009555	ASIC018110
OG0001609	AFUN2_014251	ASIC018111
OG0001610	AFUN2_005349, AFUN2_012581	ASIC018681
OG0001611	AFUN2_009095	ASIC016406
OG0001612	AFUN2_012580	ASIC004984, ASIC004985
OG0001613	AFUN2_001026	ASIC005001
OG0001614	AFUN2_003458	ASIC005019, ASIC005020
OG0001615	AFUN2_005371	ASIC010554
OG0001616	AFUN2_006005	ASIC017941
OG0001617	AFUN2_010405	ASIC011165
OG0001618	AFUN2_002358	ASIC000526, ASIC000527
OG0001619	AFUN2_012371	ASIC005318
OG0001620	AFUN2_007434	ASIC005289
OG0001621	AFUN2_005123	ASIC007463
OG0001622	AFUN2_007620	ASIC015517
OG0001624	AFUN2_011628	ASIC006686, ASIC006685
OG0001625	AFUN2_004141	ASIC013298, ASIC013304
OG0001626	AFUN2_011451	ASIC010817
OG0001627	AFUN2_006132	ASIC021043
OG0001628	AFUN2_008094	ASIC016378, ASIC016379
OG0001629	AFUN2_009385	ASIC019785, ASIC019784
OG0001630	AFUN2_004334	ASIC003980
OG0001631	AFUN2_013907	ASIC011969
OG0001632	AFUN2_005382	ASIC016507
OG0001633	AFUN2_013812	ASIC006607
OG0001634	AFUN2_000547	ASIC007235
OG0001635	AFUN2_010220	ASIC011328, ASIC011800, ASIC011330
OG0001636	AFUN2_004870	ASIC011232
OG0001637	AFUN2_010991	ASIC010725
OG0001638	AFUN2_012185	ASIC007152
OG0001639	AFUN2_013342	ASIC006691
OG0001640	AFUN2_008023	ASIC010014
OG0001641	AFUN2_006037	ASIC002912
OG0001642	AFUN2_003656	ASIC002859
OG0001643	AFUN2_001404	ASIC009768
OG0001644	AFUN2_001371	ASIC008247
OG0001645	AFUN2_009626	ASIC004674
OG0001647	AFUN2_002867	ASIC008328
OG0001648	AFUN2_003046	ASIC008157
OG0001649	AFUN2_009771	ASIC007829
OG0001650	AFUN2_006582	ASIC007672, ASIC007683
OG0001651	AFUN2_000911	ASIC005168
OG0001653	AFUN2_013590	ASIC010349, ASIC010350
OG0001654	AFUN2_004766	ASIC009576
OG0001655	AFUN2_011081	ASIC009571
OG0001656	AFUN2_008148	ASIC006951
OG0001657	AFUN2_006519	ASIC013597
OG0001658	AFUN2_007031	ASIC022156, ASIC009207, ASIC022155
OG0001659	AFUN2_014028	ASIC004978
OG0001660	AFUN2_000737	ASIC001541
OG0001661	AFUN2_011434	ASIC005292, ASIC005293
OG0001662	AFUN2_003165	ASIC017618
OG0001664	AFUN2_002127	ASIC007642, ASIC007641
OG0001665	AFUN2_002268	ASIC006212, ASIC002699
OG0001666	AFUN2_012727	ASIC007646
OG0001667	AFUN2_008666	ASIC007673
OG0001668	AFUN2_006810	ASIC021418
OG0001669	AFUN2_009579	ASIC015059
OG0001670	AFUN2_012797	ASIC017861
OG0001671	AFUN2_000541	ASIC014205, ASIC014203, ASIC014204
OG0001672	AFUN2_006518	ASIC003809
OG0001673	AFUN2_010148	ASIC014850
OG0001674	AFUN2_000710	ASIC002414
OG0001675	AFUN2_003507	ASIC002413
OG0001676	AFUN2_000525	ASIC014982, ASIC014981
OG0001677	AFUN2_005849	ASIC012184
OG0001678	AFUN2_013306	ASIC006436
OG0001679	AFUN2_001850	ASIC006275
OG0001680	AFUN2_013461	ASIC003524
OG0001681	AFUN2_014618	ASIC004817
OG0001682	AFUN2_000664	ASIC012809
OG0001683	AFUN2_014560	ASIC021903
OG0001684	AFUN2_009267	ASIC021902
OG0001686	AFUN2_005997	ASIC010063
OG0001687	AFUN2_004740	ASIC015894
OG0001688	AFUN2_010326	ASIC015886
OG0001689	AFUN2_005504	ASIC005265
OG0001690	AFUN2_011134	ASIC021540
OG0001691	AFUN2_000660	ASIC011396
OG0001692	AFUN2_008960	ASIC017077
OG0001693	AFUN2_000830	ASIC013668
OG0001694	AFUN2_008593	ASIC010895
OG0001695	AFUN2_002389	ASIC002575
OG0001696	AFUN2_011336	ASIC010376
OG0001697	AFUN2_004538	ASIC016424
OG0001698	AFUN2_001219	ASIC021522
OG0001699	AFUN2_003860	ASIC008677
OG0001700	AFUN2_001530	ASIC014349, ASIC014348
OG0001701	AFUN2_009770	ASIC014448
OG0001702	AFUN2_001611	ASIC012817
OG0001704	AFUN2_013048	ASIC019439
OG0001705	AFUN2_003192, AFUN2_000729	ASIC013013
OG0001706	AFUN2_009721	ASIC013017
OG0001708	AFUN2_009583	ASIC018906
OG0001709	AFUN2_011506	ASIC006155
OG0001711	AFUN2_003265	ASIC000584
OG0001712	AFUN2_011250	ASIC006773
OG0001713	AFUN2_002549	ASIC015055
OG0001714	AFUN2_003636	ASIC022112
OG0001715	AFUN2_010208, AFUN2_005337	ASIC011809
OG0001716	AFUN2_007940	ASIC002238
OG0001718	AFUN2_006086, AFUN2_011704	ASIC004638
OG0001719	AFUN2_002889	ASIC012291, ASIC012290, ASIC001795
OG0001720	AFUN2_000663	ASIC020115
OG0001721	AFUN2_001186	ASIC004623
OG0001722	AFUN2_001009	ASIC002153
OG0001723	AFUN2_008954	ASIC002151
OG0001724	AFUN2_001237	ASIC011054
OG0001725	AFUN2_010068	ASIC016657
OG0001726	AFUN2_002931	ASIC009879
OG0001727	AFUN2_009762	ASIC007690
OG0001728	AFUN2_012218	ASIC005024
OG0001729	AFUN2_010438	ASIC012783
OG0001730	AFUN2_008487	ASIC016113
OG0001731	AFUN2_006726	ASIC018716
OG0001732	AFUN2_007642	ASIC020433, ASIC009368
OG0001733	AFUN2_010267	ASIC015266, ASIC006784
OG0001734	AFUN2_001978	ASIC014874
OG0001735	AFUN2_006734	ASIC006149
OG0001736	AFUN2_001198	ASIC005502
OG0001737	AFUN2_004718	ASIC015876
OG0001738	AFUN2_002380	ASIC006245
OG0001739	AFUN2_009051, AFUN2_009576	ASIC017141, ASIC015939
OG0001740	AFUN2_001105	ASIC003010
OG0001742	AFUN2_012173	ASIC007116
OG0001743	AFUN2_012257	ASIC010673
OG0001744	AFUN2_014229	ASIC010670
OG0001745	AFUN2_009992	ASIC010671
OG0001746	AFUN2_009688	ASIC010669
OG0001747	AFUN2_003189	ASIC010414
OG0001748	AFUN2_008016	ASIC014865, ASIC014866
OG0001749	AFUN2_003323	ASIC014904
OG0001750	AFUN2_012487	ASIC007685, ASIC007686
OG0001751	AFUN2_002625	ASIC018362
OG0001752	AFUN2_013026	ASIC004407
OG0001753	AFUN2_006138	ASIC004236
OG0001754	AFUN2_007020	ASIC018176
OG0001755	AFUN2_003557	ASIC009942, ASIC009944
OG0001756	AFUN2_004599	ASIC018692
OG0001757	AFUN2_010325	ASIC019996, ASIC020307
OG0001758	AFUN2_005153	ASIC014201
OG0001759	AFUN2_007343	ASIC014157, ASIC014168
OG0001760	AFUN2_014433	ASIC011226
OG0001761	AFUN2_013526	ASIC003919
OG0001762	AFUN2_005406	ASIC009563
OG0001763	AFUN2_004134	ASIC003781
OG0001764	AFUN2_012453	ASIC015177
OG0001765	AFUN2_008230	ASIC015166
OG0001767	AFUN2_010467	ASIC009857
OG0001768	AFUN2_005225	ASIC018840
OG0001769	AFUN2_008223	ASIC009858
OG0001771	AFUN2_009955, AFUN2_008704	ASIC005885
OG0001772	AFUN2_008091	ASIC005879
OG0001773	AFUN2_004512	ASIC008145
OG0001774	AFUN2_005883	ASIC008255
OG0001775	AFUN2_009785	ASIC006442, ASIC006441
OG0001776	AFUN2_003725	ASIC016592
OG0001777	AFUN2_010518	ASIC006908
OG0001778	AFUN2_009042	ASIC003503
OG0001779	AFUN2_010344	ASIC018358
OG0001780	AFUN2_011431	ASIC018357
OG0001781	AFUN2_001495	ASIC021593
OG0001782	AFUN2_005627	ASIC008028
OG0001784	AFUN2_004799	ASIC016573
OG0001785	AFUN2_011901	ASIC015719
OG0001786	AFUN2_012893	ASIC017660
OG0001787	AFUN2_008779	ASIC016080
OG0001788	AFUN2_009861	ASIC016710, ASIC016712
OG0001789	AFUN2_005600	ASIC016709
OG0001790	AFUN2_007846	ASIC003950
OG0001791	AFUN2_014458	ASIC008766
OG0001792	AFUN2_004697	ASIC021208
OG0001793	AFUN2_000589	ASIC021180
OG0001794	AFUN2_004067	ASIC021181
OG0001795	AFUN2_011000	ASIC007663
OG0001796	AFUN2_001703	ASIC012918
OG0001797	AFUN2_013201	ASIC007477
OG0001798	AFUN2_011218	ASIC004899
OG0001799	AFUN2_004876	ASIC021462, ASIC021463
OG0001800	AFUN2_004617	ASIC001509
OG0001801	AFUN2_013956	ASIC019678
OG0001802	AFUN2_001109	ASIC014309
OG0001803	AFUN2_012482	ASIC009519
OG0001804	AFUN2_014713	ASIC014383
OG0001805	AFUN2_010521	ASIC021472
OG0001806	AFUN2_004509	ASIC012948
OG0001807	AFUN2_010019	ASIC004252
OG0001808	AFUN2_005670	ASIC021331
OG0001809	AFUN2_014205	ASIC014535
OG0001810	AFUN2_002598	ASIC014549, ASIC014550, ASIC011629, ASIC015060
OG0001811	AFUN2_010409	ASIC004319
OG0001812	AFUN2_011783	ASIC006309
OG0001813	AFUN2_004019	ASIC002411
OG0001814	AFUN2_009026	ASIC002412
OG0001815	AFUN2_003355	ASIC005845
OG0001816	AFUN2_000959	ASIC008708, ASIC008709
OG0001817	AFUN2_012666	ASIC020783
OG0001818	AFUN2_002923	ASIC021626
OG0001819	AFUN2_002912	ASIC009549
OG0001820	AFUN2_013679	ASIC003777
OG0001821	AFUN2_006009	ASIC001032
OG0001822	AFUN2_005825	ASIC006665
OG0001823	AFUN2_000366	ASIC019817
OG0001824	AFUN2_001723	ASIC002801
OG0001825	AFUN2_011701, AFUN2_014738	ASIC019990
OG0001826	AFUN2_013520	ASIC014583
OG0001827	AFUN2_007052	ASIC020438
OG0001828	AFUN2_005642	ASIC014192
OG0001829	AFUN2_002828	ASIC008118
OG0001831	AFUN2_007601	ASIC000567
OG0001832	AFUN2_000704	ASIC018160
OG0001833	AFUN2_011843	ASIC005302
OG0001834	AFUN2_007515	ASIC016151, ASIC016173
OG0001835	AFUN2_011679	ASIC021750
OG0001836	AFUN2_011297	ASIC022021, ASIC022016
OG0001837	AFUN2_010819	ASIC020182
OG0001838	AFUN2_004196	ASIC019355
OG0001839	AFUN2_012337	ASIC006748
OG0001840	AFUN2_003405	ASIC003471
OG0001841	AFUN2_013695	ASIC007780
OG0001842	AFUN2_014690	ASIC004930
OG0001843	AFUN2_004120	ASIC007727
OG0001844	AFUN2_003521	ASIC013647
OG0001845	AFUN2_006514	ASIC020613
OG0001846	AFUN2_000991	ASIC012705
OG0001847	AFUN2_003513	ASIC006989, ASIC014124
OG0001848	AFUN2_007656	ASIC005374
OG0001849	AFUN2_000820	ASIC019284
OG0001850	AFUN2_002724	ASIC015008
OG0001851	AFUN2_006711	ASIC013242
OG0001852	AFUN2_005160	ASIC015215
OG0001853	AFUN2_004240	ASIC014486
OG0001854	AFUN2_007007	ASIC018344
OG0001855	AFUN2_009184	ASIC019590
OG0001856	AFUN2_002547	ASIC013509, ASIC013513
OG0001858	AFUN2_008665	ASIC019799
OG0001859	AFUN2_003250	ASIC004396
OG0001860	AFUN2_008776	ASIC002154
OG0001861	AFUN2_008282	ASIC010187, ASIC010189, ASIC010188
OG0001862	AFUN2_010029	ASIC021592
OG0001863	AFUN2_007773	ASIC010402
OG0001864	AFUN2_002233	ASIC003186
OG0001865	AFUN2_008646	ASIC000588
OG0001866	AFUN2_007799	ASIC008731
OG0001867	AFUN2_008520	ASIC002720
OG0001868	AFUN2_002408	ASIC011955
OG0001869	AFUN2_008080	ASIC012024
OG0001870	AFUN2_005694	ASIC021697, ASIC021696
OG0001871	AFUN2_007627	ASIC012346
OG0001872	AFUN2_002314	ASIC021037
OG0001873	AFUN2_009743	ASIC021542
OG0001874	AFUN2_010683	ASIC009436
OG0001875	AFUN2_009650	ASIC012424
OG0001877	AFUN2_001212	ASIC002040
OG0001878	AFUN2_005068	ASIC006955, ASIC006954
OG0001879	AFUN2_003883	ASIC011921
OG0001881	AFUN2_003732	ASIC021170
OG0001882	AFUN2_014593	ASIC007238
OG0001882	AFUN2_010551	ASIC007261
OG0001883	AFUN2_014797	ASIC002883
OG0001884	AFUN2_004138, AFUN2_013552	ASIC020748
OG0001885	AFUN2_008958	ASIC013229
OG0001886	AFUN2_010491	ASIC003976, ASIC003975
OG0001887	AFUN2_014786	ASIC006252
OG0001889	AFUN2_013337	ASIC009561
OG0001890	AFUN2_006840	ASIC005099
OG0001891	AFUN2_014140	ASIC017267
OG0001892	AFUN2_011259	ASIC010892
OG0001893	AFUN2_005307	ASIC014801
OG0001894	AFUN2_004167	ASIC005224
OG0001895	AFUN2_014227	ASIC007847
OG0001896	AFUN2_014049, AFUN2_001216	ASIC014534
OG0001897	AFUN2_011751	ASIC006363
OG0001898	AFUN2_002656	ASIC010238
OG0001899	AFUN2_013404	ASIC010611
OG0001901	AFUN2_014282	ASIC004873
OG0001902	AFUN2_011565	ASIC014059
OG0001905	AFUN2_000770	ASIC007571
OG0001906	AFUN2_002632	ASIC003552
OG0001907	AFUN2_004454	ASIC004244, ASIC004243
OG0001908	AFUN2_006874	ASIC021541
OG0001909	AFUN2_010061	ASIC006929
OG0001910	AFUN2_009985	ASIC015879
OG0001912	AFUN2_007805	ASIC018298, ASIC018297
OG0001913	AFUN2_009671	ASIC005230
OG0001914	AFUN2_011749	ASIC016511, ASIC016522
OG0001915	AFUN2_006183	ASIC013236
OG0001916	AFUN2_003926	ASIC012531
OG0001917	AFUN2_013655	ASIC004591
OG0001918	AFUN2_002532	ASIC016928
OG0001919	AFUN2_010448	ASIC012967
OG0001920	AFUN2_014605	ASIC008312
OG0001921	AFUN2_005840	ASIC009225
OG0001922	AFUN2_005043	ASIC016607
OG0001922	AFUN2_010432	ASIC016606
OG0001923	AFUN2_008144	ASIC005465, ASIC018679
OG0001924	AFUN2_013481	ASIC009960
OG0001925	AFUN2_010650	ASIC017116
OG0001926	AFUN2_012177	ASIC007667
OG0001927	AFUN2_008992, AFUN2_013102	ASIC021149
OG0001928	AFUN2_005041	ASIC010994, ASIC010995
OG0001929	AFUN2_004935	ASIC017135
OG0001930	AFUN2_010260	ASIC018934
OG0001931	AFUN2_005164	ASIC017142
OG0001933	AFUN2_001265	ASIC010074
OG0001934	AFUN2_011352	ASIC003097
OG0001935	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447	ASIC002642
OG0001937	AFUN2_003400	ASIC019720
OG0001938	AFUN2_008764	ASIC019487
OG0001939	AFUN2_010516	ASIC011519
OG0001940	AFUN2_004276	ASIC020414
OG0001941	AFUN2_001355	ASIC004459
OG0001942	AFUN2_010549	ASIC012314
OG0001943	AFUN2_000692	ASIC006172
OG0001944	AFUN2_003749	ASIC018346
OG0001945	AFUN2_001756	ASIC017118, ASIC017115, ASIC017119
OG0001946	AFUN2_001159	ASIC004412
OG0001948	AFUN2_003040	ASIC020352
OG0001949	AFUN2_004415	ASIC007223
OG0001950	AFUN2_008735	ASIC018763
OG0001951	AFUN2_008013	ASIC006483
OG0001952	AFUN2_010807	ASIC016664, ASIC016674
OG0001953	AFUN2_013783	ASIC018764
OG0001954	AFUN2_003660	ASIC021195, ASIC021185
OG0001955	AFUN2_012249	ASIC017365, ASIC017366
OG0001956	AFUN2_010316	ASIC006304
OG0001957	AFUN2_011056	ASIC012991
OG0001958	AFUN2_005100	ASIC015940
OG0001959	AFUN2_004839	ASIC002843
OG0001960	AFUN2_013544	ASIC004698
OG0001961	AFUN2_000723	ASIC007253
OG0001962	AFUN2_005904	ASIC013443
OG0001963	AFUN2_004425	ASIC012780
OG0001964	AFUN2_003134	ASIC002077
OG0001965	AFUN2_000500	ASIC018334
OG0001968	AFUN2_001721	ASIC011281
OG0001969	AFUN2_002796	ASIC019240
OG0001970	AFUN2_009708	ASIC020957
OG0001971	AFUN2_011856	ASIC020075
OG0001972	AFUN2_004339	ASIC014975
OG0001973	AFUN2_010667	ASIC014644, ASIC014647, ASIC014646
OG0001974	AFUN2_006777	ASIC006809, ASIC006810, ASIC006808
OG0001975	AFUN2_009352	ASIC016307
OG0001976	AFUN2_004800	ASIC002837
OG0001977	AFUN2_011829	ASIC007593, ASIC007592
OG0001978	AFUN2_010076	ASIC013183
OG0001979	AFUN2_001630	ASIC021431
OG0001980	AFUN2_012317	ASIC007105
OG0001981	AFUN2_011198	ASIC004738, ASIC005416, ASIC005417
OG0001982	AFUN2_009559	ASIC009559
OG0001983	AFUN2_008742	ASIC000726
OG0001984	AFUN2_002883	ASIC007908
OG0001985	AFUN2_003843	ASIC014350
OG0001986	AFUN2_008404	ASIC018430
OG0001986	AFUN2_000955	ASIC018431
OG0001988	AFUN2_010544	ASIC009310
OG0001991	AFUN2_006914	ASIC015307
OG0001997	AFUN2_003902	ASIC005202
OG0001998	AFUN2_013016	ASIC007113
OG0002000	AFUN2_005691	ASIC017876
OG0002010	AFUN2_013191, AFUN2_008595, AFUN2_013297, AFUN2_002264, AFUN2_014644	ASIC009445
OG0002011	AFUN2_003437	ASIC003541
OG0002011	AFUN2_000923	ASIC003529
OG0002013	AFUN2_012712, AFUN2_014100	ASIC006460
OG0002014	AFUN2_008768, AFUN2_005891	ASIC011677, ASIC011676
OG0002016	AFUN2_001871	ASIC022292
OG0002016	AFUN2_011361	ASIC022293
OG0002017	AFUN2_004986, AFUN2_007492	ASIC018188
OG0002018	AFUN2_007208	ASIC005818, ASIC005816, ASIC005815, ASIC005819
OG0002027	AFUN2_009172	ASIC003238
OG0002028	AFUN2_001046	ASIC004635
OG0002029	AFUN2_004317	ASIC004624
OG0002030	AFUN2_012852	ASIC003349, ASIC003350
OG0002031	AFUN2_014361	ASIC018682
OG0002032	AFUN2_009284	ASIC002958
OG0002033	AFUN2_011606	ASIC011378, ASIC011377
OG0002034	AFUN2_009590	ASIC012000
OG0002035	AFUN2_003764	ASIC021027
OG0002036	AFUN2_005934	ASIC000810
OG0002037	AFUN2_010259	ASIC011301
OG0002038	AFUN2_002681	ASIC021827
OG0002039	AFUN2_012449	ASIC002947
OG0002041	AFUN2_002134	ASIC005413
OG0002043	AFUN2_012585	ASIC016092
OG0002044	AFUN2_012791	ASIC020314
OG0002045	AFUN2_004535	ASIC003997
OG0002046	AFUN2_006398	ASIC022294
OG0002047	AFUN2_006752	ASIC015164
OG0002048	AFUN2_006967	ASIC019373
OG0002049	AFUN2_005410	ASIC022323
OG0002050	AFUN2_009262	ASIC019555
OG0002051	AFUN2_005354	ASIC021402
OG0002052	AFUN2_013828	ASIC019453
OG0002053	AFUN2_003693	ASIC019558
OG0002054	AFUN2_012860	ASIC017988
OG0002056	AFUN2_014228	ASIC014046
OG0002057	AFUN2_002996	ASIC001072
OG0002058	AFUN2_010573	ASIC021480
OG0002059	AFUN2_002833, AFUN2_008903	ASIC020254
OG0002060	AFUN2_010847	ASIC001073, ASIC001075
OG0002061	AFUN2_003438	ASIC021479
OG0002062	AFUN2_005789	ASIC008087
OG0002063	AFUN2_008172	ASIC021534, ASIC021535
OG0002064	AFUN2_004758	ASIC005023
OG0002065	AFUN2_008049	ASIC007917
OG0002066	AFUN2_001388	ASIC022139, ASIC007889
OG0002067	AFUN2_001308	ASIC008733
OG0002068	AFUN2_012360	ASIC008782, ASIC008781
