Orthogroup	AfunestusAfunGA1	AgambiaePEST
OG0000842	AFUN2_009082	AGAP009193
OG0000843	AFUN2_004148	AGAP002475
OG0000844	AFUN2_013762	AGAP013024
OG0000845	AFUN2_001043	AGAP029340
OG0000846	AFUN2_002550	AGAP002313
OG0000847	AFUN2_008557	AGAP000162
OG0000849	AFUN2_008721	AGAP013329, AGAP001449
OG0000850	AFUN2_002308	AGAP000927
OG0000853	AFUN2_006287	AGAP007014
OG0000853	AFUN2_000540	AGAP007016, AGAP007015
OG0000854	AFUN2_005140	AGAP006794
OG0000855	AFUN2_008417	AGAP000540
OG0000856	AFUN2_013705	AGAP007365
OG0000857	AFUN2_005147	AGAP005404
OG0000857	AFUN2_006639	AGAP004407
OG0000858	AFUN2_010090	AGAP003059
OG0000859	AFUN2_012357	AGAP010437
OG0000860	AFUN2_005387	AGAP000979
OG0000861	AFUN2_000411	AGAP011930
OG0000861	AFUN2_007567	AGAP028679
OG0000862	AFUN2_010561	AGAP006723
OG0000862	AFUN2_011641	AGAP006700
OG0000863	AFUN2_006341	AGAP007484
OG0000864	AFUN2_005572	AGAP008025
OG0000865	AFUN2_011029	AGAP000990
OG0000865	AFUN2_013155	AGAP009027
OG0000866	AFUN2_011442	AGAP007012
OG0000867	AFUN2_008894	AGAP002707
OG0000867	AFUN2_008538	AGAP002708
OG0000868	AFUN2_006993	AGAP006111
OG0000869	AFUN2_007472	AGAP006009
OG0000869	AFUN2_006141	AGAP006011
OG0000869	AFUN2_004455	AGAP006010
OG0000870	AFUN2_014537	AGAP010182
OG0000870	AFUN2_013801	AGAP000200
OG0000871	AFUN2_007215	AGAP009670
OG0000872	AFUN2_013708	AGAP007630
OG0000873	AFUN2_013255	AGAP005131
OG0000874	AFUN2_010943	AGAP008919
OG0000875	AFUN2_014665, AFUN2_009680, AFUN2_006644, AFUN2_008675, AFUN2_007998	AGAP000147
OG0000876	AFUN2_006597	AGAP003300
OG0000876	AFUN2_004422	AGAP003297
OG0000877	AFUN2_014506	AGAP004084
OG0000877	AFUN2_007405	AGAP012563, AGAP004307
OG0000878	AFUN2_005343, AFUN2_001520	AGAP005013, AGAP005012, AGAP012568, AGAP012567
OG0000879	AFUN2_012363	AGAP008088
OG0000880	AFUN2_002609	AGAP006926
OG0000881	AFUN2_004818	AGAP002411
OG0000882	AFUN2_010846	AGAP011111
OG0000883	AFUN2_000356	AGAP005755
OG0000884	AFUN2_013148	AGAP010410
OG0000885	AFUN2_008244	AGAP013481
OG0000886	AFUN2_001563	AGAP006634
OG0000886	AFUN2_006509	AGAP006636
OG0000887	AFUN2_005738	AGAP007308
OG0000887	AFUN2_009539	AGAP001496
OG0000888	AFUN2_007311	AGAP008859
OG0000889	AFUN2_013006	AGAP029898
OG0000890	AFUN2_010094	AGAP013171
OG0000891	AFUN2_009957	AGAP013342
OG0000894	AFUN2_010941	AGAP013721, AGAP007854
OG0000895	AFUN2_012402	AGAP000146
OG0000896	AFUN2_001342	AGAP009247
OG0000897	AFUN2_005112	AGAP004694
OG0000900	AFUN2_011266	AGAP000113, AGAP013390
OG0000901	AFUN2_001800	AGAP011621
OG0000901	AFUN2_005751	AGAP011622
OG0000902	AFUN2_001558, AFUN2_007735	AGAP000516, AGAP000515
OG0000903	AFUN2_002618	AGAP007149
OG0000904	AFUN2_002674	AGAP001354
OG0000904	AFUN2_006487	AGAP001355
OG0000906	AFUN2_011930	AGAP006741
OG0000907	AFUN2_010830	AGAP001721
OG0000908	AFUN2_002825	AGAP004135
OG0000909	AFUN2_014677	AGAP004181
OG0000910	AFUN2_013373	AGAP002793
OG0000910	AFUN2_000843	AGAP002792
OG0000911	AFUN2_008872	AGAP000597
OG0000913	AFUN2_011234	AGAP004531
OG0000925	AFUN2_014240, AFUN2_005379	AGAP029840, AGAP029847, AGAP029846
OG0000926	AFUN2_003356	AGAP006272, AGAP029699
OG0000926	AFUN2_006681	AGAP006930
OG0000927	AFUN2_005652, AFUN2_011528, AFUN2_011197, AFUN2_008647, AFUN2_008510	AGAP012000
OG0000928	AFUN2_005678	AGAP029327, AGAP029311, AGAP011734, AGAP011739, AGAP011735, AGAP029258, AGAP029312, AGAP029271, AGAP029270, AGAP029328, AGAP011773, AGAP011774
OG0000929	AFUN2_002788	AGAP007971, AGAP028103, AGAP028169, AGAP029428
OG0000932	AFUN2_008298, AFUN2_003562, AFUN2_002411, AFUN2_005771, AFUN2_003870, AFUN2_003105	AGAP029362, AGAP028444
OG0000940	AFUN2_003014	AGAP008009
OG0000941	AFUN2_002234	AGAP002084
OG0000942	AFUN2_005807	AGAP003233
OG0000942	AFUN2_006027	AGAP013304
OG0000943	AFUN2_002469	AGAP011871
OG0000944	AFUN2_013216	AGAP001824
OG0000945	AFUN2_007985	AGAP000595
OG0000945	AFUN2_013002	AGAP000596
OG0000946	AFUN2_008138	AGAP008308
OG0000947	AFUN2_002877	AGAP010467
OG0000948	AFUN2_006202	AGAP007818
OG0000948	AFUN2_002790	AGAP028144
OG0000949	AFUN2_002721	AGAP012478, AGAP008245
OG0000950	AFUN2_008638	AGAP008444
OG0000950	AFUN2_005692	AGAP029401
OG0000951	AFUN2_002955	AGAP005945
OG0000951	AFUN2_002189	AGAP005944
OG0000952	AFUN2_002318	AGAP001073
OG0000953	AFUN2_011763	AGAP000196
OG0000954	AFUN2_014265	AGAP000801
OG0000955	AFUN2_006289	AGAP001634
OG0000956	AFUN2_004804	AGAP007696
OG0000957	AFUN2_004840	AGAP007692, AGAP007691
OG0000958	AFUN2_007605	AGAP011060, AGAP000812
OG0000959	AFUN2_013206	AGAP002018
OG0000960	AFUN2_012975	AGAP029991
OG0000961	AFUN2_005230	AGAP006414
OG0000962	AFUN2_006611	AGAP003415
OG0000963	AFUN2_004494	AGAP001866
OG0000964	AFUN2_006646	AGAP011434, AGAP011435
OG0000965	AFUN2_006205	AGAP005461
OG0000966	AFUN2_012417	AGAP010696
OG0000967	AFUN2_011733	AGAP003788
OG0000968	AFUN2_005944	AGAP000049
OG0000969	AFUN2_006373	AGAP004887
OG0000970	AFUN2_005434, AFUN2_002638	AGAP001011
OG0000972	AFUN2_005478	AGAP009182
OG0000973	AFUN2_007286	AGAP004494
OG0000974	AFUN2_007056	AGAP009320
OG0000974	AFUN2_002464	AGAP008439
OG0000975	AFUN2_001003	AGAP005933
OG0000976	AFUN2_009049	AGAP029512
OG0000977	AFUN2_003877	AGAP029767
OG0000978	AFUN2_004175	AGAP009558
OG0000978	AFUN2_009598	AGAP009559
OG0000979	AFUN2_009441	AGAP012623, AGAP009576, AGAP009581
OG0000980	AFUN2_008338	AGAP000400
OG0000982	AFUN2_013074	AGAP000431
OG0000983	AFUN2_010619	AGAP003689
OG0000983	AFUN2_005085	AGAP003691
OG0000984	AFUN2_014612	AGAP005722, AGAP005720
OG0000985	AFUN2_002733, AFUN2_001018	AGAP013400, AGAP013189
OG0000986	AFUN2_006416	AGAP010499
OG0000987	AFUN2_006311	AGAP009493
OG0000988	AFUN2_004546	AGAP013738
OG0000989	AFUN2_004069	AGAP028136
OG0000990	AFUN2_014200	AGAP009515
OG0000991	AFUN2_010033	AGAP011442
OG0000992	AFUN2_004641	AGAP007043
OG0000993	AFUN2_011979	AGAP002737
OG0000994	AFUN2_005222	AGAP029900
OG0000995	AFUN2_014691	AGAP010544
OG0000996	AFUN2_008726	AGAP009784
OG0000997	AFUN2_002851	AGAP029116
OG0000998	AFUN2_007358	AGAP004392
OG0000999	AFUN2_008443	AGAP029494
OG0001000	AFUN2_010236	AGAP011805
OG0001001	AFUN2_003220	AGAP008897
OG0001002	AFUN2_012530	AGAP009550
OG0001004	AFUN2_012292	AGAP007254
OG0001005	AFUN2_010279, AFUN2_006821	AGAP000719
OG0001006	AFUN2_005782	AGAP000876
OG0001007	AFUN2_005578, AFUN2_004074	AGAP028064, AGAP028028, AGAP028015
OG0001008	AFUN2_008565	AGAP011100
OG0001009	AFUN2_013604	AGAP000327
OG0001010	AFUN2_007433	AGAP000761
OG0001011	AFUN2_006316	AGAP004050
OG0001012	AFUN2_013262	AGAP008204, AGAP008203, AGAP012855
OG0001013	AFUN2_010040	AGAP000663
OG0001014	AFUN2_000916	AGAP008719
OG0001015	AFUN2_013170	AGAP005568
OG0001015	AFUN2_006053	AGAP005570
OG0001016	AFUN2_000431	AGAP029062
OG0001017	AFUN2_003363	AGAP029904
OG0001018	AFUN2_007332	AGAP000300
OG0001019	AFUN2_012170	AGAP028746
OG0001019	AFUN2_013136	AGAP028748
OG0001020	AFUN2_002180	AGAP000498
OG0001020	AFUN2_001053	AGAP007024
OG0001021	AFUN2_008509	AGAP013105
OG0001022	AFUN2_006307	AGAP002847
OG0001023	AFUN2_006648, AFUN2_005808	AGAP004963, AGAP004962
OG0001024	AFUN2_008202	AGAP008878
OG0001025	AFUN2_009995	AGAP003767
OG0001026	AFUN2_012383, AFUN2_003301	AGAP011092
OG0001027	AFUN2_013246	AGAP029893
OG0001028	AFUN2_001231	AGAP004059
OG0001029	AFUN2_012962	AGAP002589
OG0001029	AFUN2_011400	AGAP000723
OG0001030	AFUN2_012388	AGAP029364
OG0001031	AFUN2_007635	AGAP011617
OG0001031	AFUN2_001825	AGAP028207
OG0001032	AFUN2_001813	AGAP011159
OG0001033	AFUN2_003856	AGAP012881, AGAP029295
OG0001034	AFUN2_013690	AGAP003230
OG0001035	AFUN2_009271	AGAP009121
OG0001036	AFUN2_011638	AGAP009418, AGAP009419, AGAP009416, AGAP009417, AGAP009415
OG0001037	AFUN2_005298	AGAP008026
OG0001038	AFUN2_000930, AFUN2_002123	AGAP003215, AGAP003216
OG0001039	AFUN2_000852	AGAP001570
OG0001040	AFUN2_011769	AGAP008408
OG0001041	AFUN2_010564	AGAP013368
OG0001042	AFUN2_012110	AGAP001240
OG0001043	AFUN2_002482	AGAP013284
OG0001043	AFUN2_003968	AGAP001441
OG0001044	AFUN2_000447	AGAP006327
OG0001045	AFUN2_014016	AGAP000523
OG0001046	AFUN2_013721	AGAP004529
OG0001047	AFUN2_006279	AGAP001101
OG0001048	AFUN2_010445	AGAP012113
OG0001049	AFUN2_005644	AGAP010767
OG0001050	AFUN2_014552	AGAP006718
OG0001051	AFUN2_007848	AGAP008514
OG0001052	AFUN2_007409, AFUN2_006942	AGAP001012
OG0001053	AFUN2_010575	AGAP002631
OG0001053	AFUN2_008454	AGAP002632
OG0001054	AFUN2_002850	AGAP009242
OG0001054	AFUN2_002087	AGAP009245
OG0001055	AFUN2_009617	AGAP007858
OG0001055	AFUN2_009314	AGAP000325
OG0001056	AFUN2_009990	AGAP000852
OG0001056	AFUN2_007147	AGAP001701
OG0001057	AFUN2_014339	AGAP029769
OG0001058	AFUN2_005695	AGAP004192
OG0001059	AFUN2_007716	AGAP012955
OG0001060	AFUN2_008067	AGAP003073
OG0001060	AFUN2_009622	AGAP003074
OG0001061	AFUN2_006775	AGAP008868
OG0001062	AFUN2_002716	AGAP008310
OG0001063	AFUN2_006531	AGAP003568
OG0001064	AFUN2_006573	AGAP005989
OG0001064	AFUN2_001158	AGAP005988
OG0001065	AFUN2_004796	AGAP029508
OG0001066	AFUN2_010853	AGAP002824
OG0001067	AFUN2_002502	AGAP001439, AGAP001444
OG0001068	AFUN2_006558	AGAP002942
OG0001069	AFUN2_005205	AGAP013057
OG0001070	AFUN2_009505	AGAP029648
OG0001070	AFUN2_003690	AGAP009820
OG0001071	AFUN2_006581	AGAP011192
OG0001073	AFUN2_005792	AGAP000504
OG0001074	AFUN2_007243	AGAP000082
OG0001075	AFUN2_013417	AGAP012958
OG0001076	AFUN2_001822	AGAP002083
OG0001077	AFUN2_014184	AGAP029514
OG0001078	AFUN2_005822	AGAP009566
OG0001079	AFUN2_012608	AGAP005008
OG0001080	AFUN2_006663	AGAP011138
OG0001081	AFUN2_013522	AGAP005661
OG0001082	AFUN2_013634	AGAP000323, AGAP029259
OG0001083	AFUN2_014149	AGAP029492
OG0001084	AFUN2_000885	AGAP012303
OG0001085	AFUN2_001000	AGAP010347
OG0001086	AFUN2_012450	AGAP029504
OG0001087	AFUN2_001438, AFUN2_004332	AGAP008077
OG0001088	AFUN2_000862	AGAP013016, AGAP012979
OG0001088	AFUN2_010714	AGAP013492
OG0001090	AFUN2_000532	AGAP010423
OG0001090	AFUN2_008041	AGAP000099
OG0001091	AFUN2_011436	AGAP029482
OG0001092	AFUN2_002930	AGAP001084
OG0001094	AFUN2_006565	AGAP002797
OG0001095	AFUN2_009846	AGAP008818
OG0001096	AFUN2_012999	AGAP000862
OG0001097	AFUN2_008755	AGAP009293
OG0001098	AFUN2_013971	AGAP008357
OG0001101	AFUN2_009080	AGAP007537
OG0001102	AFUN2_001595	AGAP006405
OG0001103	AFUN2_000409	AGAP000189
OG0001104	AFUN2_005996	AGAP029676, AGAP029639
OG0001105	AFUN2_005682	AGAP013545, AGAP012949
OG0001106	AFUN2_000881	AGAP007248
OG0001107	AFUN2_011026	AGAP002591
OG0001109	AFUN2_001032	AGAP029774
OG0001110	AFUN2_014729	AGAP004835
OG0001111	AFUN2_011105	AGAP005057
OG0001112	AFUN2_013112	AGAP010930
OG0001112	AFUN2_010771	AGAP029301
OG0001113	AFUN2_002364	AGAP007008
OG0001115	AFUN2_010906	AGAP004169
OG0001123	AFUN2_010628	AGAP029353
OG0001123	AFUN2_002615	AGAP003812
OG0001127	AFUN2_006012	AGAP000640, AGAP000638, AGAP011647
OG0001127	AFUN2_010656	AGAP009065
OG0001128	AFUN2_005649	AGAP005574
OG0001128	AFUN2_007144	AGAP005571
OG0001128	AFUN2_004237	AGAP005573
OG0001129	AFUN2_005525	AGAP028167, AGAP028007, AGAP012843, AGAP012034
OG0001130	AFUN2_012855	AGAP003640
OG0001130	AFUN2_005439, AFUN2_008808	AGAP003639, AGAP003641
OG0001138	AFUN2_004498	AGAP001952
OG0001139	AFUN2_014788	AGAP029819
OG0001140	AFUN2_011048	AGAP003481
OG0001142	AFUN2_007932	AGAP012801, AGAP003516, AGAP012661
OG0001143	AFUN2_011650	AGAP029080
OG0001143	AFUN2_005589	AGAP010798
OG0001144	AFUN2_005593	AGAP004849
OG0001145	AFUN2_003719	AGAP000254
OG0001146	AFUN2_007076	AGAP000365
OG0001147	AFUN2_000337	AGAP012831, AGAP005672
OG0001148	AFUN2_011957	AGAP013270
OG0001149	AFUN2_003751	AGAP003235
OG0001150	AFUN2_008239	AGAP011320
OG0001151	AFUN2_012323	AGAP009431
OG0001152	AFUN2_001783	AGAP013764
OG0001153	AFUN2_007236	AGAP011654, AGAP011653
OG0001154	AFUN2_012738	AGAP011638
OG0001155	AFUN2_013654	AGAP029506
OG0001158	AFUN2_008354	AGAP002487
OG0001159	AFUN2_008910	AGAP005564
OG0001160	AFUN2_007170	AGAP000974
OG0001162	AFUN2_009500	AGAP009384, AGAP028142
OG0001163	AFUN2_004212	AGAP007819
OG0001164	AFUN2_010565	AGAP005319
OG0001166	AFUN2_005845	AGAP007779
OG0001167	AFUN2_012319	AGAP008984
OG0001168	AFUN2_003825	AGAP012893, AGAP012845, AGAP011531
OG0001170	AFUN2_009501	AGAP005655
OG0001171	AFUN2_009547	AGAP002807
OG0001172	AFUN2_013477	AGAP006383
OG0001173	AFUN2_007904	AGAP009936
OG0001174	AFUN2_010815	AGAP004230
OG0001175	AFUN2_003194	AGAP004233
OG0001176	AFUN2_010087	AGAP002613
OG0001177	AFUN2_012239, AFUN2_003938	AGAP001070
OG0001178	AFUN2_012149	AGAP000803, AGAP012447
OG0001179	AFUN2_002606	AGAP029914
OG0001180	AFUN2_005954	AGAP007935
OG0001181	AFUN2_002936	AGAP001799
OG0001182	AFUN2_014404	AGAP002544
OG0001183	AFUN2_010850	AGAP002914
OG0001184	AFUN2_010080	AGAP029537
OG0001185	AFUN2_001928	AGAP001415
OG0001186	AFUN2_010670	AGAP003931
OG0001187	AFUN2_011460	AGAP011356
OG0001188	AFUN2_007528	AGAP003408, AGAP012641
OG0001189	AFUN2_004285	AGAP001724
OG0001190	AFUN2_006662	AGAP011956
OG0001191	AFUN2_003620	AGAP010845
OG0001192	AFUN2_013792	AGAP009903
OG0001193	AFUN2_005045	AGAP005862
OG0001194	AFUN2_006585	AGAP010700
OG0001195	AFUN2_008211	AGAP012057
OG0001196	AFUN2_007509	AGAP011188
OG0001197	AFUN2_010333	AGAP012352
OG0001198	AFUN2_002016	AGAP001951
OG0001199	AFUN2_012391	AGAP000477
OG0001200	AFUN2_008435	AGAP010150
OG0001201	AFUN2_003377	AGAP007978
OG0001202	AFUN2_006984	AGAP004038
OG0001203	AFUN2_000490	AGAP001014
OG0001204	AFUN2_008033	AGAP004034, AGAP012698
OG0001205	AFUN2_006374	AGAP009537
OG0001206	AFUN2_005760	AGAP003318
OG0001207	AFUN2_004052	AGAP004497
OG0001208	AFUN2_014640	AGAP010885
OG0001209	AFUN2_010831	AGAP003164
OG0001210	AFUN2_009110	AGAP008533
OG0001211	AFUN2_002519	AGAP010537
OG0001212	AFUN2_011948	AGAP007458
OG0001213	AFUN2_003525	AGAP005696
OG0001214	AFUN2_007368	AGAP002353
OG0001215	AFUN2_002035	AGAP008260, AGAP008259, AGAP013767, AGAP008258
OG0001216	AFUN2_007602	AGAP008431
OG0001216	AFUN2_010053	AGAP008430
OG0001218	AFUN2_008969	AGAP005299
OG0001219	AFUN2_007079	AGAP028461
OG0001220	AFUN2_012961	AGAP029811
OG0001221	AFUN2_005229	AGAP004793, AGAP012615
OG0001222	AFUN2_012486	AGAP007833
OG0001223	AFUN2_000767	AGAP007635
OG0001224	AFUN2_008679	AGAP009267
OG0001226	AFUN2_004885	AGAP000317
OG0001227	AFUN2_008334	AGAP002790
OG0001228	AFUN2_013738	AGAP001781
OG0001229	AFUN2_004706	AGAP005713
OG0001230	AFUN2_005077	AGAP009528
OG0001231	AFUN2_004826	AGAP012627, AGAP010733
OG0001232	AFUN2_001179	AGAP001704
OG0001234	AFUN2_006791	AGAP013525, AGAP002485
OG0001235	AFUN2_001108	AGAP013301
OG0001236	AFUN2_012552	AGAP003669
OG0001237	AFUN2_008407	AGAP028189
OG0001238	AFUN2_008367	AGAP013440
OG0001238	AFUN2_008982	AGAP013048
OG0001239	AFUN2_008667	AGAP000879
OG0001240	AFUN2_013198	AGAP009110
OG0001241	AFUN2_013121	AGAP009290
OG0001242	AFUN2_000738	AGAP009605
OG0001243	AFUN2_009999	AGAP029440, AGAP000186, AGAP013399, AGAP004515
OG0001244	AFUN2_010462	AGAP029658
OG0001246	AFUN2_006396	AGAP000110
OG0001247	AFUN2_005339	AGAP003742
OG0001248	AFUN2_002379	AGAP002150
OG0001249	AFUN2_011888	AGAP001854, AGAP012898
OG0001250	AFUN2_005917	AGAP001892
OG0001251	AFUN2_011116	AGAP000751
OG0001252	AFUN2_001178	AGAP007581
OG0001253	AFUN2_002621	AGAP007023
OG0001254	AFUN2_003776	AGAP002151
OG0001255	AFUN2_004736	AGAP009781
OG0001256	AFUN2_001182	AGAP004013
OG0001257	AFUN2_014488	AGAP008222
OG0001258	AFUN2_010759	AGAP028131
OG0001259	AFUN2_012321	AGAP028002
OG0001260	AFUN2_002943	AGAP009598
OG0001261	AFUN2_006982	AGAP002798
OG0001262	AFUN2_007810	AGAP005245
OG0001263	AFUN2_004604	AGAP003414
OG0001264	AFUN2_003812	AGAP010563
OG0001265	AFUN2_008429	AGAP029808
OG0001266	AFUN2_001971	AGAP029113
OG0001267	AFUN2_009797	AGAP009112
OG0001268	AFUN2_002433	AGAP004883
OG0001269	AFUN2_009873	AGAP008273
OG0001270	AFUN2_013088	AGAP010313
OG0001271	AFUN2_009421	AGAP010318, AGAP012525
OG0001272	AFUN2_009970	AGAP007790
OG0001273	AFUN2_014012	AGAP009946
OG0001274	AFUN2_008362	AGAP013038, AGAP003771
OG0001275	AFUN2_001422	AGAP001236
OG0001276	AFUN2_011158	AGAP009974
OG0001277	AFUN2_008502	AGAP008513
OG0001278	AFUN2_012839	AGAP028510
OG0001279	AFUN2_012200	AGAP029590
OG0001280	AFUN2_009689, AFUN2_000685	AGAP001768, AGAP013328
OG0001281	AFUN2_001466	AGAP009164
OG0001282	AFUN2_006135	AGAP012556
OG0001283	AFUN2_006846	AGAP005145
OG0001284	AFUN2_010280	AGAP004645
OG0001285	AFUN2_009996	AGAP029625
OG0001286	AFUN2_014437	AGAP029672
OG0001287	AFUN2_010078, AFUN2_012522	AGAP010848
OG0001288	AFUN2_013388	AGAP003899
OG0001289	AFUN2_011475	AGAP006527
OG0001290	AFUN2_000644	AGAP006530
OG0001292	AFUN2_001839, AFUN2_002795	AGAP000514
OG0001293	AFUN2_007788	AGAP029265
OG0001294	AFUN2_004970	AGAP006931
OG0001295	AFUN2_014663	AGAP001558
OG0001296	AFUN2_000646	AGAP006962
OG0001297	AFUN2_005211	AGAP002264
OG0001298	AFUN2_009829	AGAP011458
OG0001299	AFUN2_012464	AGAP028611
OG0001300	AFUN2_006368	AGAP012561, AGAP003502
OG0001301	AFUN2_011043	AGAP009825
OG0001301	AFUN2_001754	AGAP009824
OG0001302	AFUN2_007370	AGAP009997
OG0001303	AFUN2_003469	AGAP006098
OG0001304	AFUN2_004540	AGAP005124
OG0001305	AFUN2_005779	AGAP002872
OG0001306	AFUN2_004028	AGAP003629
OG0001307	AFUN2_007329	AGAP010258
OG0001308	AFUN2_012457	AGAP006676
OG0001309	AFUN2_004228	AGAP003174, AGAP003175
OG0001310	AFUN2_002253	AGAP004592
OG0001311	AFUN2_002437	AGAP000573
OG0001312	AFUN2_004321	AGAP003409
OG0001313	AFUN2_005496	AGAP000484
OG0001314	AFUN2_004662	AGAP010355
OG0001315	AFUN2_006191	AGAP007498
OG0001316	AFUN2_013742	AGAP000488
OG0001317	AFUN2_010486	AGAP013161
OG0001317	AFUN2_004358	AGAP002377
OG0001318	AFUN2_014427	AGAP003213
OG0001319	AFUN2_004973	AGAP003765
OG0001321	AFUN2_003093	AGAP005662
OG0001322	AFUN2_005280	AGAP005203
OG0001323	AFUN2_003675	AGAP001523
OG0001324	AFUN2_005794	AGAP006367
OG0001324	AFUN2_008440	AGAP006611
OG0001325	AFUN2_000468	AGAP000140
OG0001326	AFUN2_007366	AGAP009000
OG0001327	AFUN2_009927	AGAP000047
OG0001329	AFUN2_001677	AGAP002556
OG0001330	AFUN2_006471	AGAP006143
OG0001331	AFUN2_011276	AGAP000952
OG0001332	AFUN2_008852	AGAP001296
OG0001333	AFUN2_007446	AGAP029620
OG0001334	AFUN2_013486	AGAP002649
OG0001335	AFUN2_013541	AGAP005962
OG0001336	AFUN2_005063	AGAP006027
OG0001336	AFUN2_004916	AGAP006026
OG0001337	AFUN2_009786	AGAP001446
OG0001338	AFUN2_007814	AGAP001344
OG0001339	AFUN2_013660	AGAP029545
OG0001340	AFUN2_007504	AGAP009809
OG0001341	AFUN2_000643	AGAP029189
OG0001342	AFUN2_007553	AGAP029542
OG0001343	AFUN2_012098	AGAP003939
OG0001344	AFUN2_012828	AGAP003914
OG0001345	AFUN2_013079	AGAP000639
OG0001346	AFUN2_007160	AGAP029103
OG0001347	AFUN2_002651	AGAP008317
OG0001348	AFUN2_006653	AGAP008980
OG0001349	AFUN2_002613	AGAP007452
OG0001350	AFUN2_002208	AGAP002628
OG0001351	AFUN2_009166	AGAP029976
OG0001352	AFUN2_010199	AGAP002079
OG0001354	AFUN2_003911	AGAP029236
OG0001355	AFUN2_008199	AGAP008574
OG0001356	AFUN2_011863	AGAP029474
OG0001357	AFUN2_003037	AGAP029899
OG0001358	AFUN2_011978	AGAP029503
OG0001359	AFUN2_008777	AGAP029651
OG0001360	AFUN2_006047	AGAP029538
OG0001361	AFUN2_014615	AGAP004604
OG0001362	AFUN2_010955	AGAP009210
OG0001363	AFUN2_007403	AGAP004982
OG0001364	AFUN2_012706	AGAP000005
OG0001366	AFUN2_003389	AGAP000095
OG0001369	AFUN2_011217	AGAP010922
OG0001370	AFUN2_001897	AGAP010655
OG0001371	AFUN2_011839	AGAP009057
OG0001372	AFUN2_010948	AGAP011097
OG0001373	AFUN2_002768	AGAP000420
OG0001374	AFUN2_011941	AGAP009638
OG0001375	AFUN2_008554	AGAP006638
OG0001376	AFUN2_007050	AGAP005143
OG0001377	AFUN2_012395	AGAP011479
OG0001378	AFUN2_009901	AGAP011349
OG0001379	AFUN2_000946	AGAP003679
OG0001380	AFUN2_010695	AGAP007719
OG0001381	AFUN2_005463	AGAP004402
OG0001382	AFUN2_009081	AGAP005931
OG0001383	AFUN2_001304	AGAP002989
OG0001384	AFUN2_010839	AGAP000915
OG0001385	AFUN2_002071	AGAP000383
OG0001386	AFUN2_006335	AGAP029546
OG0001387	AFUN2_010535	AGAP004335
OG0001388	AFUN2_010312	AGAP002879
OG0001389	AFUN2_008503	AGAP008899
OG0001390	AFUN2_001181	AGAP003943
OG0001391	AFUN2_004789	AGAP000258
OG0001392	AFUN2_013509	AGAP006721
OG0001393	AFUN2_004651	AGAP008286
OG0001394	AFUN2_004313	AGAP003965
OG0001395	AFUN2_004018	AGAP028469
OG0001396	AFUN2_007789	AGAP005096
OG0001397	AFUN2_006710	AGAP029112
OG0001398	AFUN2_008247	AGAP029897
OG0001399	AFUN2_000719	AGAP003459
OG0001400	AFUN2_014138	AGAP007543
OG0001401	AFUN2_002204	AGAP028616
OG0001402	AFUN2_007697	AGAP008202
OG0001403	AFUN2_013132	AGAP011177
OG0001404	AFUN2_013109	AGAP011534
OG0001405	AFUN2_004613	AGAP029586
OG0001406	AFUN2_004458	AGAP007076
OG0001408	AFUN2_010957	AGAP002226
OG0001409	AFUN2_004503	AGAP006235
OG0001410	AFUN2_012431	AGAP029516
OG0001411	AFUN2_012253	AGAP006923
OG0001412	AFUN2_002251	AGAP012340
OG0001413	AFUN2_006847	AGAP006436
OG0001414	AFUN2_013933	AGAP029652
OG0001418	AFUN2_013317, AFUN2_010910	AGAP029849
OG0001426	AFUN2_009016	AGAP013147
OG0001426	AFUN2_002974	AGAP000789
OG0001427	AFUN2_009196, AFUN2_002202, AFUN2_013403, AFUN2_002225	AGAP005337, AGAP005339
OG0001428	AFUN2_014286	AGAP008714, AGAP011982
OG0001429	AFUN2_006349, AFUN2_014018	AGAP005790, AGAP005791, AGAP005792
OG0001430	AFUN2_005323	AGAP007319, AGAP007318, AGAP007320, AGAP007321
OG0001431	AFUN2_003065	AGAP028009
OG0001432	AFUN2_013631	AGAP008562, AGAP008561, AGAP028046, AGAP029079
OG0001433	AFUN2_004990	AGAP013752
OG0001433	AFUN2_001599	AGAP008138
OG0001434	AFUN2_008219	AGAP008235, AGAP027988
OG0001444	AFUN2_001365	AGAP006205
OG0001445	AFUN2_012138	AGAP003257
OG0001446	AFUN2_012189	AGAP013231, AGAP012662
OG0001447	AFUN2_002810	AGAP002476
OG0001448	AFUN2_010023	AGAP003202, AGAP003201
OG0001449	AFUN2_007942	AGAP000569
OG0001450	AFUN2_005206	AGAP005673
OG0001451	AFUN2_003223	AGAP009639
OG0001452	AFUN2_004290	AGAP003867
OG0001453	AFUN2_000504	AGAP001789, AGAP012732
OG0001454	AFUN2_003416	AGAP012391
OG0001455	AFUN2_014737	AGAP008570
OG0001456	AFUN2_003939	AGAP010422
OG0001458	AFUN2_002970	AGAP009823
OG0001459	AFUN2_008697	AGAP012012
OG0001460	AFUN2_002626	AGAP010573
OG0001461	AFUN2_003577	AGAP003990
OG0001462	AFUN2_013888	AGAP001501
OG0001463	AFUN2_009537	AGAP002494
OG0001464	AFUN2_013842	AGAP005178
OG0001465	AFUN2_011700	AGAP007839
OG0001466	AFUN2_013376	AGAP008931
OG0001467	AFUN2_006172, AFUN2_010636	AGAP009075
OG0001468	AFUN2_012233	AGAP009399, AGAP009400
OG0001469	AFUN2_006360	AGAP001298
