Orthogroup	AfunestusAfunGA1	AminimusMINIMUS1
OG0001714	AFUN2_003636	AMIN009480
OG0001715	AFUN2_010208	AMIN007500
OG0001715	AFUN2_005337	AMIN007498
OG0001716	AFUN2_007940	AMIN009853, AMIN009378
OG0001717	AFUN2_012053	AMIN009855
OG0001718	AFUN2_006086	AMIN000197
OG0001718	AFUN2_011704	AMIN000198
OG0001719	AFUN2_002889	AMIN007341
OG0001720	AFUN2_000663	AMIN004085
OG0001721	AFUN2_001186	AMIN000752
OG0001722	AFUN2_001009	AMIN000262
OG0001723	AFUN2_008954	AMIN000260
OG0001724	AFUN2_001237	AMIN015519
OG0001725	AFUN2_010068	AMIN011280
OG0001726	AFUN2_002931	AMIN010691
OG0001727	AFUN2_009762	AMIN005082
OG0001728	AFUN2_012218	AMIN008781
OG0001729	AFUN2_010438	AMIN007144
OG0001730	AFUN2_008487	AMIN010736
OG0001731	AFUN2_006726	AMIN008041
OG0001732	AFUN2_007642	AMIN008097
OG0001733	AFUN2_010267	AMIN008094
OG0001734	AFUN2_001978	AMIN000136
OG0001735	AFUN2_006734	AMIN004224, AMIN000973
OG0001736	AFUN2_001198	AMIN000931
OG0001737	AFUN2_004718	AMIN006545
OG0001738	AFUN2_002380	AMIN005607
OG0001740	AFUN2_001105	AMIN008073
OG0001741	AFUN2_007096	AMIN002561
OG0001742	AFUN2_012173	AMIN005632
OG0001743	AFUN2_012257	AMIN001594
OG0001744	AFUN2_014229	AMIN015660
OG0001745	AFUN2_009992	AMIN001592
OG0001746	AFUN2_009688	AMIN015661
OG0001747	AFUN2_003189	AMIN008181, AMIN008179
OG0001748	AFUN2_008016	AMIN004574
OG0001749	AFUN2_003323	AMIN007287
OG0001750	AFUN2_012487	AMIN005729, AMIN005730
OG0001751	AFUN2_002625	AMIN004323
OG0001752	AFUN2_013026	AMIN003462
OG0001753	AFUN2_006138	AMIN008741, AMIN008743
OG0001754	AFUN2_007020	AMIN008552
OG0001755	AFUN2_003557	AMIN001509
OG0001756	AFUN2_004599	AMIN008031
OG0001757	AFUN2_010325	AMIN003463
OG0001758	AFUN2_005153	AMIN001687
OG0001759	AFUN2_007343	AMIN001685
OG0001760	AFUN2_014433	AMIN002035
OG0001762	AFUN2_005406	AMIN005251
OG0001763	AFUN2_004134	AMIN010356
OG0001764	AFUN2_012453	AMIN010999, AMIN011001
OG0001765	AFUN2_008230	AMIN011005
OG0001766	AFUN2_007564	AMIN006458
OG0001767	AFUN2_010467	AMIN000602
OG0001768	AFUN2_005225	AMIN007697
OG0001769	AFUN2_008223	AMIN000601
OG0001771	AFUN2_008704	AMIN001562, AMIN001533
OG0001772	AFUN2_008091	AMIN001558
OG0001773	AFUN2_004512	AMIN000414
OG0001774	AFUN2_005883	AMIN000407
OG0001775	AFUN2_009785	AMIN009768
OG0001776	AFUN2_003725	AMIN007983
OG0001777	AFUN2_010518	AMIN001453
OG0001778	AFUN2_009042	AMIN002634, AMIN002636
OG0001779	AFUN2_010344	AMIN004320
OG0001780	AFUN2_011431	AMIN004319
OG0001781	AFUN2_001495	AMIN003397
OG0001782	AFUN2_005627	AMIN003735
OG0001783	AFUN2_006604	AMIN004878
OG0001784	AFUN2_004799	AMIN011220
OG0001786	AFUN2_012893	AMIN006329
OG0001787	AFUN2_008779	AMIN005488
OG0001788	AFUN2_009861	AMIN010624
OG0001789	AFUN2_005600	AMIN010625
OG0001790	AFUN2_007846	AMIN002012
OG0001791	AFUN2_014458	AMIN003556
OG0001792	AFUN2_004697	AMIN009998
OG0001793	AFUN2_000589	AMIN009986
OG0001794	AFUN2_004067	AMIN009987
OG0001795	AFUN2_011000	AMIN005564
OG0001796	AFUN2_001703	AMIN015771
OG0001797	AFUN2_013201	AMIN007957
OG0001798	AFUN2_011218	AMIN003399
OG0001799	AFUN2_004876	AMIN000646
OG0001800	AFUN2_004617	AMIN001449
OG0001801	AFUN2_013956	AMIN010499
OG0001802	AFUN2_001109	AMIN000080
OG0001803	AFUN2_012482	AMIN005838
OG0001804	AFUN2_014713	AMIN006121
OG0001805	AFUN2_010521	AMIN015794
OG0001806	AFUN2_004509	AMIN009903
OG0001807	AFUN2_010019	AMIN009387, AMIN009388
OG0001808	AFUN2_005670	AMIN011581
OG0001809	AFUN2_014205	AMIN009558
OG0001810	AFUN2_002598	AMIN009569
OG0001811	AFUN2_010409	AMIN002928
OG0001812	AFUN2_011783	AMIN005218
OG0001813	AFUN2_004019	AMIN010630
OG0001814	AFUN2_009026	AMIN010631
OG0001815	AFUN2_003355	AMIN001574
OG0001816	AFUN2_000959	AMIN011109
OG0001817	AFUN2_012666	AMIN009740
OG0001818	AFUN2_002923	AMIN010148
OG0001819	AFUN2_002912	AMIN005653
OG0001820	AFUN2_013679	AMIN010361
OG0001821	AFUN2_006009	AMIN007908
OG0001822	AFUN2_005825	AMIN009715
OG0001823	AFUN2_000366	AMIN010415
OG0001824	AFUN2_001723	AMIN006690
OG0001825	AFUN2_013241	AMIN005256
OG0001826	AFUN2_013520	AMIN015552
OG0001827	AFUN2_007052	AMIN005095
OG0001828	AFUN2_005642	AMIN006358
OG0001829	AFUN2_002828	AMIN008903
OG0001830	AFUN2_010620	AMIN007611
OG0001831	AFUN2_007601	AMIN002093
OG0001832	AFUN2_000704	AMIN008561
OG0001833	AFUN2_011843	AMIN007185
OG0001834	AFUN2_007515	AMIN015497
OG0001835	AFUN2_011679	AMIN004933
OG0001836	AFUN2_011297	AMIN009456
OG0001837	AFUN2_010819	AMIN004881
OG0001838	AFUN2_004196	AMIN008289, AMIN008290
OG0001839	AFUN2_012337	AMIN001761
OG0001840	AFUN2_003405	AMIN005561
OG0001841	AFUN2_013695	AMIN010560
OG0001842	AFUN2_014690	AMIN009351
OG0001843	AFUN2_004120	AMIN003500
OG0001844	AFUN2_003521	AMIN006986
OG0001845	AFUN2_006514	AMIN015778
OG0001846	AFUN2_000991	AMIN008369
OG0001847	AFUN2_008973	AMIN014466
OG0001847	AFUN2_003513	AMIN009051
OG0001848	AFUN2_007656	AMIN005470
OG0001849	AFUN2_000820	AMIN008446
OG0001850	AFUN2_002724	AMIN000621
OG0001851	AFUN2_006711	AMIN002423
OG0001852	AFUN2_005160	AMIN008435, AMIN008434
OG0001853	AFUN2_004240	AMIN015973
OG0001854	AFUN2_007007	AMIN004311
OG0001855	AFUN2_009184	AMIN007619
OG0001856	AFUN2_002547	AMIN015737
OG0001857	AFUN2_003446	AMIN003689
OG0001858	AFUN2_008665	AMIN016030
OG0001859	AFUN2_003250	AMIN003454
OG0001860	AFUN2_008776	AMIN000263
OG0001861	AFUN2_008282	AMIN010248
OG0001862	AFUN2_010029	AMIN003396
OG0001863	AFUN2_007773	AMIN008168
OG0001864	AFUN2_002233	AMIN009862
OG0001865	AFUN2_008646	AMIN005321
OG0001866	AFUN2_007799	AMIN003418
OG0001867	AFUN2_008520	AMIN005984
OG0001868	AFUN2_002408	AMIN004674
OG0001869	AFUN2_008080	AMIN004999
OG0001870	AFUN2_005694	AMIN000808
OG0001871	AFUN2_007627	AMIN007313
OG0001872	AFUN2_002314	AMIN002741
OG0001873	AFUN2_009743	AMIN002562
OG0001874	AFUN2_010683	AMIN003047
OG0001875	AFUN2_009650	AMIN010798, AMIN010797
OG0001876	AFUN2_012466	AMIN004600
OG0001877	AFUN2_001212	AMIN004827
OG0001878	AFUN2_005068	AMIN006215, AMIN006213
OG0001879	AFUN2_003883	AMIN008890
OG0001880	AFUN2_013384	AMIN002697, AMIN002696, AMIN011086, AMIN002698
OG0001881	AFUN2_003732	AMIN009979
OG0001883	AFUN2_014797	AMIN009931
OG0001884	AFUN2_013552	AMIN001054
OG0001885	AFUN2_008958	AMIN002968
OG0001886	AFUN2_010491	AMIN005742
OG0001887	AFUN2_014786	AMIN005613
OG0001889	AFUN2_013337	AMIN005661
OG0001890	AFUN2_006840	AMIN008213
OG0001891	AFUN2_014140	AMIN009438
OG0001892	AFUN2_011259	AMIN000114
OG0001893	AFUN2_005307	AMIN004384, AMIN004338
OG0001894	AFUN2_004167	AMIN002076
OG0001895	AFUN2_014227	AMIN010600
OG0001896	AFUN2_014049, AFUN2_001216	AMIN001064
OG0001897	AFUN2_011751	AMIN005515
OG0001898	AFUN2_002656	AMIN005288
OG0001899	AFUN2_013404	AMIN006008
OG0001901	AFUN2_014282	AMIN006378
OG0001902	AFUN2_011565	AMIN002991
OG0001903	AFUN2_012217	AMIN000469
OG0001905	AFUN2_000770	AMIN000638
OG0001906	AFUN2_002632	AMIN004037
OG0001907	AFUN2_004454	AMIN008739, AMIN008738
OG0001908	AFUN2_006874	AMIN002563
OG0001909	AFUN2_010061	AMIN006182
OG0001910	AFUN2_009985	AMIN006554
OG0001912	AFUN2_007805	AMIN004504
OG0001913	AFUN2_009671	AMIN005223
OG0001914	AFUN2_011749	AMIN011518
OG0001915	AFUN2_006183	AMIN003811
OG0001916	AFUN2_003926	AMIN000785
OG0001917	AFUN2_013655	AMIN003280
OG0001918	AFUN2_002532	AMIN002067
OG0001919	AFUN2_010448	AMIN016209, AMIN010174
OG0001920	AFUN2_014605	AMIN000410
OG0001921	AFUN2_005840	AMIN000378
OG0001922	AFUN2_010432	AMIN007989
OG0001923	AFUN2_008144	AMIN011279
OG0001924	AFUN2_013481	AMIN006781
OG0001925	AFUN2_010650	AMIN002090
OG0001926	AFUN2_012177	AMIN005567
OG0001927	AFUN2_008992, AFUN2_013102	AMIN009966, AMIN009965
OG0001928	AFUN2_005041	AMIN011226
OG0001929	AFUN2_004935	AMIN005224
OG0001930	AFUN2_010260	AMIN016212
OG0001931	AFUN2_005164	AMIN001193
OG0001933	AFUN2_001265	AMIN000149
OG0001934	AFUN2_011352	AMIN011386
OG0001935	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447	AMIN001324
OG0001937	AFUN2_003400	AMIN010521, AMIN010519
OG0001938	AFUN2_008764	AMIN006913
OG0001939	AFUN2_010516	AMIN015735
OG0001940	AFUN2_004276	AMIN005390, AMIN005388
OG0001941	AFUN2_001355	AMIN005486
OG0001942	AFUN2_010549	AMIN007331
OG0001943	AFUN2_000692	AMIN003533
OG0001944	AFUN2_003749	AMIN004312
OG0001945	AFUN2_001756	AMIN005359
OG0001946	AFUN2_001159	AMIN006606
OG0001947	AFUN2_012837	AMIN007108
OG0001948	AFUN2_003040	AMIN005424
OG0001949	AFUN2_004415	AMIN001886
OG0001950	AFUN2_008735	AMIN015502, AMIN007679
OG0001951	AFUN2_008013	AMIN001795
OG0001952	AFUN2_010807	AMIN011287
OG0001953	AFUN2_013783	AMIN010183
OG0001954	AFUN2_003660	AMIN009989
OG0001955	AFUN2_012249	AMIN007233
OG0001956	AFUN2_010316	AMIN005577
OG0001957	AFUN2_011056	AMIN010161
OG0001958	AFUN2_005100	AMIN005075, AMIN004398
OG0001959	AFUN2_004839	AMIN000834
OG0001960	AFUN2_013544	AMIN003315
OG0001961	AFUN2_000723	AMIN001871
OG0001962	AFUN2_005904	AMIN001126
OG0001963	AFUN2_004425	AMIN009864
OG0001964	AFUN2_003134	AMIN007949, AMIN007950
OG0001965	AFUN2_000500	AMIN004289
OG0001968	AFUN2_001721	AMIN008112
OG0001969	AFUN2_002796	AMIN010662
OG0001970	AFUN2_009708	AMIN003167
OG0001971	AFUN2_011856	AMIN004269
OG0001972	AFUN2_004339	AMIN008126
OG0001973	AFUN2_010667	AMIN006810
OG0001974	AFUN2_006777	AMIN005498
OG0001975	AFUN2_009352	AMIN011026
OG0001976	AFUN2_004800	AMIN003507
OG0001977	AFUN2_011829	AMIN005416
OG0001978	AFUN2_010076	AMIN015741
OG0001979	AFUN2_001630	AMIN000233
OG0001980	AFUN2_012317	AMIN005639
OG0001981	AFUN2_011198	AMIN004852
OG0001982	AFUN2_009559	AMIN005659
OG0001983	AFUN2_008742	AMIN005588
OG0001984	AFUN2_002883	AMIN009185
OG0001986	AFUN2_008404, AFUN2_000955	AMIN011050
OG0001991	AFUN2_006914	AMIN005459
OG0001997	AFUN2_003902	AMIN015625
OG0001998	AFUN2_013016	AMIN005634
OG0002000	AFUN2_005691	AMIN004536
OG0002009	AFUN2_001767	AMIN016147
OG0002009	AFUN2_004957, AFUN2_012212	AMIN016149, AMIN016000, AMIN015998, AMIN016148, AMIN015999
OG0002010	AFUN2_013191, AFUN2_008595, AFUN2_013297, AFUN2_002264, AFUN2_014644	AMIN005093
OG0002011	AFUN2_000923	AMIN004694
OG0002013	AFUN2_012712	AMIN009650
OG0002016	AFUN2_001871	AMIN008680
OG0002027	AFUN2_009172	AMIN003035
OG0002028	AFUN2_001046	AMIN000742
OG0002029	AFUN2_004317	AMIN016063
OG0002030	AFUN2_012852	AMIN000729
OG0002032	AFUN2_009284	AMIN004840
OG0002033	AFUN2_011606	AMIN003566
OG0002034	AFUN2_009590	AMIN000883
OG0002035	AFUN2_003764	AMIN002860
OG0002036	AFUN2_005934	AMIN002474
OG0002037	AFUN2_010259	AMIN007459
OG0002038	AFUN2_002681	AMIN016265
OG0002039	AFUN2_012449	AMIN005004
OG0002040	AFUN2_008505	AMIN016267
OG0002041	AFUN2_002134	AMIN006460
OG0002042	AFUN2_010121	AMIN005013
OG0002043	AFUN2_012585	AMIN010723
OG0002044	AFUN2_012791	AMIN002134
OG0002045	AFUN2_004535	AMIN005824
OG0002046	AFUN2_006398	AMIN008681
OG0002047	AFUN2_006752	AMIN016072
OG0002048	AFUN2_006967	AMIN008309
OG0002049	AFUN2_005410	AMIN008671
OG0002050	AFUN2_009262	AMIN007814, AMIN007813
OG0002051	AFUN2_005354	AMIN003126
OG0002052	AFUN2_013828	AMIN008508
OG0002053	AFUN2_003693	AMIN007810
OG0002054	AFUN2_012860	AMIN008924
OG0002055	AFUN2_003231	AMIN000846
OG0002056	AFUN2_014228	AMIN004044
OG0002057	AFUN2_002996	AMIN000848
OG0002058	AFUN2_010573	AMIN000655
OG0002059	AFUN2_008903	AMIN004816
OG0002060	AFUN2_010847	AMIN000849
OG0002061	AFUN2_003438	AMIN000654
OG0002062	AFUN2_005789	AMIN003592
OG0002063	AFUN2_008172	AMIN000395
OG0002064	AFUN2_004758	AMIN008791
OG0002065	AFUN2_008049	AMIN009170
OG0002066	AFUN2_001388	AMIN009163
OG0002067	AFUN2_001308	AMIN003419
OG0002068	AFUN2_012360	AMIN003413
OG0002069	AFUN2_013536	AMIN009474
OG0002070	AFUN2_013693	AMIN004404
OG0002072	AFUN2_012665	AMIN004763
OG0002073	AFUN2_003920	AMIN007740
OG0002074	AFUN2_004349	AMIN007739
OG0002075	AFUN2_000462	AMIN007737
OG0002076	AFUN2_013726	AMIN007738
OG0002077	AFUN2_012898	AMIN008560
OG0002078	AFUN2_001878	AMIN003972
OG0002079	AFUN2_003274	AMIN003975
OG0002080	AFUN2_008661	AMIN003973
OG0002081	AFUN2_008613	AMIN004275
OG0002082	AFUN2_009457	AMIN009309
OG0002083	AFUN2_011982	AMIN008954
OG0002084	AFUN2_009919	AMIN003006
OG0002085	AFUN2_014707	AMIN011061
OG0002086	AFUN2_004782	AMIN008582
OG0002087	AFUN2_008086	AMIN008197
OG0002088	AFUN2_013562	AMIN001301
OG0002089	AFUN2_011182	AMIN001310
OG0002090	AFUN2_002895	AMIN004529
OG0002091	AFUN2_012309	AMIN011062
OG0002092	AFUN2_012593	AMIN008580
OG0002094	AFUN2_009439	AMIN008340
OG0002095	AFUN2_003664	AMIN000347
OG0002096	AFUN2_006371	AMIN011145
OG0002097	AFUN2_004551	AMIN011141
OG0002098	AFUN2_001646	AMIN003332
OG0002099	AFUN2_005052	AMIN003072
OG0002100	AFUN2_001835	AMIN003711
OG0002101	AFUN2_013257	AMIN003633
OG0002102	AFUN2_003594	AMIN003178
OG0002103	AFUN2_000747	AMIN005570
OG0002104	AFUN2_004925	AMIN006918
OG0002105	AFUN2_001694	AMIN009567
OG0002106	AFUN2_006735	AMIN001475
OG0002107	AFUN2_005676	AMIN001474
OG0002108	AFUN2_006645	AMIN015991
OG0002109	AFUN2_003026	AMIN011619
OG0002110	AFUN2_002017	AMIN001186
OG0002111	AFUN2_008490	AMIN009452
OG0002112	AFUN2_011695	AMIN005799
OG0002113	AFUN2_013602	AMIN001551
OG0002114	AFUN2_004586	AMIN009929
OG0002115	AFUN2_010808	AMIN011435
OG0002116	AFUN2_007460	AMIN007541
OG0002117	AFUN2_010364	AMIN010906
OG0002118	AFUN2_012876	AMIN011643
OG0002119	AFUN2_013502	AMIN009961
OG0002120	AFUN2_006039	AMIN002109
OG0002122	AFUN2_001151	AMIN006443
OG0002123	AFUN2_014471	AMIN010541
OG0002124	AFUN2_006552	AMIN007304
OG0002125	AFUN2_001078	AMIN009682
OG0002126	AFUN2_008421	AMIN007369
OG0002127	AFUN2_004444	AMIN007276
OG0002128	AFUN2_012370	AMIN010480
OG0002129	AFUN2_011024	AMIN010466
OG0002130	AFUN2_012589	AMIN010475
OG0002131	AFUN2_014816	AMIN010474
OG0002132	AFUN2_003743	AMIN010476
OG0002133	AFUN2_007327	AMIN010454
OG0002134	AFUN2_011988	AMIN005571
OG0002135	AFUN2_006753	AMIN001648
OG0002136	AFUN2_004462	AMIN005998
OG0002137	AFUN2_011716	AMIN006808
OG0002138	AFUN2_009006	AMIN007157
OG0002139	AFUN2_006243	AMIN005947
OG0002140	AFUN2_008983	AMIN001181
OG0002141	AFUN2_013816	AMIN005989
OG0002142	AFUN2_010701	AMIN001649
OG0002143	AFUN2_006388	AMIN008877
OG0002144	AFUN2_006782	AMIN008865
OG0002145	AFUN2_010331	AMIN008872
OG0002146	AFUN2_006521, AFUN2_004631	AMIN010223
OG0002149	AFUN2_012515	AMIN010343
OG0002150	AFUN2_000571	AMIN010211
OG0002151	AFUN2_013355	AMIN010258
OG0002152	AFUN2_008660	AMIN010216
OG0002153	AFUN2_004907	AMIN001367
OG0002154	AFUN2_006929	AMIN006403
OG0002155	AFUN2_003718	AMIN007610
OG0002156	AFUN2_009613	AMIN006042
OG0002157	AFUN2_013176	AMIN010929
OG0002158	AFUN2_000837	AMIN011547
OG0002159	AFUN2_013046	AMIN011542
OG0002160	AFUN2_010876	AMIN001568
OG0002161	AFUN2_002471	AMIN001351
OG0002162	AFUN2_006584	AMIN001569
OG0002163	AFUN2_011162	AMIN005940
OG0002164	AFUN2_005960	AMIN001347
OG0002165	AFUN2_000714	AMIN006362
OG0002166	AFUN2_001494	AMIN001180
OG0002167	AFUN2_005215	AMIN007218
OG0002168	AFUN2_002666	AMIN006366
OG0002169	AFUN2_001705	AMIN006364
OG0002170	AFUN2_012924	AMIN007220
OG0002171	AFUN2_003187	AMIN009559
OG0002172	AFUN2_011230	AMIN007219
OG0002173	AFUN2_013886	AMIN009690
OG0002174	AFUN2_007413	AMIN009428
OG0002175	AFUN2_010735	AMIN009691
OG0002176	AFUN2_003254	AMIN009699
OG0002177	AFUN2_002492	AMIN009066
OG0002178	AFUN2_011069	AMIN009064
OG0002179	AFUN2_013729	AMIN006223
OG0002180	AFUN2_006817	AMIN006207
OG0002181	AFUN2_005316	AMIN006227
OG0002182	AFUN2_010879	AMIN015600
OG0002183	AFUN2_002696	AMIN006189, AMIN001209
OG0002184	AFUN2_003880	AMIN003881
OG0002185	AFUN2_006920	AMIN004055
OG0002186	AFUN2_003349	AMIN003245
OG0002187	AFUN2_008491	AMIN015560
OG0002188	AFUN2_004365	AMIN015561
OG0002189	AFUN2_007320	AMIN005353
OG0002190	AFUN2_003578	AMIN001744
OG0002191	AFUN2_000966	AMIN006085
OG0002192	AFUN2_013609	AMIN001743
OG0002193	AFUN2_005861	AMIN009819
OG0002194	AFUN2_011152	AMIN007920
OG0002195	AFUN2_011826	AMIN010990
OG0002196	AFUN2_010120	AMIN007921
OG0002197	AFUN2_007596	AMIN008906
OG0002198	AFUN2_010752	AMIN009252
OG0002199	AFUN2_005884	AMIN009233
OG0002200	AFUN2_009296	AMIN011284
OG0002201	AFUN2_007928	AMIN007387
OG0002202	AFUN2_001681	AMIN007390
OG0002203	AFUN2_014402	AMIN007717
OG0002204	AFUN2_005868	AMIN002121
OG0002205	AFUN2_003887	AMIN011282
OG0002206	AFUN2_006443	AMIN007389
OG0002208	AFUN2_013507	AMIN001518
OG0002209	AFUN2_000413	AMIN001540
OG0002210	AFUN2_011179	AMIN001593
OG0002211	AFUN2_000829	AMIN011063
OG0002212	AFUN2_012514	AMIN004772
OG0002213	AFUN2_003335	AMIN003786
OG0002214	AFUN2_005284	AMIN005748
OG0002215	AFUN2_008671	AMIN005125
OG0002216	AFUN2_002787	AMIN007316
OG0002217	AFUN2_011488	AMIN010651
OG0002218	AFUN2_010882	AMIN007166
OG0002219	AFUN2_013061	AMIN002016
OG0002220	AFUN2_012225	AMIN002637
OG0002221	AFUN2_008740	AMIN003449
OG0002222	AFUN2_005905	AMIN003447
OG0002223	AFUN2_003030	AMIN005031
OG0002224	AFUN2_010496	AMIN003688
OG0002226	AFUN2_013045	AMIN004298
OG0002227	AFUN2_004378	AMIN004092
OG0002228	AFUN2_001719, AFUN2_003051	AMIN005029
OG0002229	AFUN2_008871	AMIN006858
OG0002230	AFUN2_005716	AMIN001386
OG0002231	AFUN2_001882	AMIN001378
OG0002232	AFUN2_011407	AMIN000767
OG0002233	AFUN2_001263	AMIN010342
OG0002234	AFUN2_007424	AMIN010890
OG0002235	AFUN2_011873	AMIN004800
OG0002236	AFUN2_002742	AMIN003969
OG0002237	AFUN2_011203	AMIN002665
OG0002238	AFUN2_001877	AMIN000733
OG0002239	AFUN2_006182	AMIN000730
OG0002240	AFUN2_004592	AMIN000595
OG0002241	AFUN2_008568	AMIN003649
OG0002242	AFUN2_007352	AMIN004779
OG0002244	AFUN2_013033	AMIN005615
OG0002245	AFUN2_002019	AMIN015556
OG0002246	AFUN2_005459	AMIN005616
OG0002247	AFUN2_005932	AMIN000771
OG0002248	AFUN2_004180	AMIN005444
OG0002249	AFUN2_009277	AMIN011286
OG0002250	AFUN2_009150	AMIN000926
OG0002251	AFUN2_002963	AMIN000925
OG0002252	AFUN2_012187	AMIN000927
OG0002253	AFUN2_013382	AMIN008807
OG0002254	AFUN2_006863	AMIN003253
OG0002256	AFUN2_011591	AMIN003250, AMIN001938
OG0002257	AFUN2_014783	AMIN000803
OG0002258	AFUN2_011390	AMIN000287
OG0002259	AFUN2_013200	AMIN005547
OG0002260	AFUN2_000860	AMIN005145
OG0002261	AFUN2_005219	AMIN011048
OG0002262	AFUN2_004155	AMIN015961
OG0002263	AFUN2_008774	AMIN007954
OG0002264	AFUN2_010554	AMIN016037
OG0002265	AFUN2_008854	AMIN007386
OG0002266	AFUN2_014753, AFUN2_011028	AMIN005451
OG0002267	AFUN2_005146	AMIN010061
OG0002268	AFUN2_001639	AMIN001300
OG0002269	AFUN2_004946	AMIN001299
OG0002270	AFUN2_008101	AMIN008214
OG0002271	AFUN2_006491	AMIN001312
OG0002272	AFUN2_006110	AMIN001313
OG0002273	AFUN2_011537	AMIN004505
OG0002274	AFUN2_002904	AMIN007254
OG0002275	AFUN2_012320	AMIN003871
OG0002276	AFUN2_002288	AMIN007259
OG0002277	AFUN2_007291	AMIN003828
OG0002278	AFUN2_002292	AMIN003833
OG0002279	AFUN2_012280	AMIN003829
OG0002280	AFUN2_008259	AMIN016285
OG0002281	AFUN2_013087	AMIN003524
OG0002282	AFUN2_013994	AMIN010767
OG0002283	AFUN2_013050, AFUN2_008928	AMIN009591
OG0002284	AFUN2_000894	AMIN010760
OG0002285	AFUN2_003434	AMIN001710
OG0002286	AFUN2_014185	AMIN009705
OG0002287	AFUN2_012983	AMIN009707
OG0002288	AFUN2_008123	AMIN009706
OG0002289	AFUN2_002623	AMIN010780
OG0002290	AFUN2_006870	AMIN010769
OG0002291	AFUN2_001834	AMIN001027
OG0002292	AFUN2_013802	AMIN009184
OG0002293	AFUN2_001575	AMIN007462
OG0002294	AFUN2_004962	AMIN006126
OG0002295	AFUN2_013961	AMIN006125
OG0002296	AFUN2_000557	AMIN006109
OG0002297	AFUN2_006651	AMIN005185
OG0002298	AFUN2_004561	AMIN000502
OG0002299	AFUN2_012079	AMIN000444
OG0002300	AFUN2_007228	AMIN000499
OG0002301	AFUN2_010702	AMIN000437
OG0002302	AFUN2_012785	AMIN003674
OG0002304	AFUN2_006715	AMIN004350
OG0002305	AFUN2_009685	AMIN006523
OG0002306	AFUN2_011364	AMIN015970
OG0002307	AFUN2_011618	AMIN008616
OG0002308	AFUN2_003614	AMIN010484
OG0002309	AFUN2_011658	AMIN010206
OG0002310	AFUN2_009606	AMIN008098
OG0002311	AFUN2_012906	AMIN003423
OG0002312	AFUN2_011557	AMIN007981
OG0002313	AFUN2_014403	AMIN008258
OG0002314	AFUN2_004280	AMIN001595
OG0002315	AFUN2_011435	AMIN008285
OG0002316	AFUN2_010147	AMIN008286
OG0002317	AFUN2_007524	AMIN001602
OG0002318	AFUN2_007398	AMIN006323
OG0002319	AFUN2_008395	AMIN001601
OG0002320	AFUN2_007830	AMIN001604
OG0002321	AFUN2_001679	AMIN000173
OG0002322	AFUN2_003579	AMIN000178
OG0002323	AFUN2_003202	AMIN007896
OG0002325	AFUN2_004674	AMIN003758
OG0002326	AFUN2_013348	AMIN002152
OG0002328	AFUN2_003287	AMIN006831
OG0002329	AFUN2_000420	AMIN002150
OG0002330	AFUN2_003817	AMIN007751
OG0002331	AFUN2_006319	AMIN004708
OG0002332	AFUN2_008937	AMIN003854
OG0002333	AFUN2_013199	AMIN004707
OG0002334	AFUN2_008270	AMIN004701
OG0002335	AFUN2_005187	AMIN004706
OG0002336	AFUN2_004857	AMIN004704
OG0002337	AFUN2_013229	AMIN005683
OG0002338	AFUN2_007181	AMIN007449
OG0002339	AFUN2_014538	AMIN009214
OG0002340	AFUN2_008044	AMIN000763
OG0002341	AFUN2_011752	AMIN000759
OG0002342	AFUN2_009989	AMIN003495
OG0002344	AFUN2_004380	AMIN000787
OG0002345	AFUN2_000430	AMIN008242
OG0002346	AFUN2_004853	AMIN001538
OG0002347	AFUN2_001287	AMIN004340
OG0002348	AFUN2_003907	AMIN002918
OG0002349	AFUN2_001735	AMIN000669
OG0002350	AFUN2_014511	AMIN003148
OG0002351	AFUN2_010430	AMIN002910
OG0002352	AFUN2_013235	AMIN005560
OG0002353	AFUN2_008812	AMIN005674
OG0002354	AFUN2_011450	AMIN005717
OG0002355	AFUN2_007423	AMIN009352
OG0002356	AFUN2_009604	AMIN000660
OG0002357	AFUN2_002807	AMIN000144
OG0002358	AFUN2_012258	AMIN002453
OG0002359	AFUN2_014655	AMIN000659
OG0002360	AFUN2_005982	AMIN010883
OG0002361	AFUN2_011065	AMIN011562
OG0002362	AFUN2_009979	AMIN006285
OG0002363	AFUN2_012209	AMIN007232
OG0002364	AFUN2_002860	AMIN000970
OG0002365	AFUN2_010237	AMIN006281
OG0002366	AFUN2_008717	AMIN001361
OG0002367	AFUN2_001531	AMIN002328
OG0002368	AFUN2_011247	AMIN007196
OG0002369	AFUN2_003279	AMIN004958
OG0002370	AFUN2_011771	AMIN004973
OG0002371	AFUN2_006911	AMIN006894
OG0002372	AFUN2_007781	AMIN000871
OG0002373	AFUN2_001167	AMIN001296
OG0002374	AFUN2_002487	AMIN006649
OG0002375	AFUN2_010238	AMIN008418
OG0002376	AFUN2_013290	AMIN008190
OG0002377	AFUN2_013852	AMIN008431
OG0002378	AFUN2_004068	AMIN008419
OG0002380	AFUN2_012687	AMIN008429
OG0002381	AFUN2_001211	AMIN008432
OG0002382	AFUN2_012088	AMIN007463
OG0002383	AFUN2_008366	AMIN000676
OG0002384	AFUN2_011491	AMIN003521
OG0002385	AFUN2_014252	AMIN016083
OG0002386	AFUN2_001044	AMIN001820
OG0002387	AFUN2_002475	AMIN001821
