Orthogroup	Species	LlongipalpisASM	Orthologs
OG0001794	AstephensiUCISS2018	LOC129797226	ASTEI20_042088
OG0001794	AgambiaePEST	LOC129797226	AGAP007002
OG0001794	AdirusWRAIR2	LOC129797226	ADIR003806
OG0001794	AsinensisChina	LOC129797226	ASIC021181
OG0001794	CquinquefasciatusJHB2020	LOC129797226	CQUJHB002450
OG0001794	Aalbopictus_AalbF5	LOC129797226	LOC109406030, LOC134287316
OG0001794	AaegyptiLVP_AGWG	LOC129797226	AAEL013998, AAEL027973
OG0001795	CquinquefasciatusJHB2020	LOC129789520, LOC129789252	CQUJHB008648, CQUJHB016749
OG0001795	Aalbopictus_AalbF5	LOC129789520, LOC129789252	LOC109401855
OG0001795	AaegyptiLVP_AGWG	LOC129789520, LOC129789252	AAEL014009
OG0001795	AsinensisChina	LOC129789520, LOC129789252	ASIC007663
OG0001795	AgambiaePEST	LOC129789520, LOC129789252	AGAP000840
OG0001795	AfunestusAfunGA1	LOC129789520, LOC129789252	AFUN2_011000
OG0001795	AminimusMINIMUS1	LOC129789520, LOC129789252	AMIN005564
OG0001795	AstephensiUCISS2018	LOC129789520, LOC129789252	ASTEI20_038575
OG0001795	AdirusWRAIR2	LOC129789520, LOC129789252	ADIR001494
OG0001796	CquinquefasciatusJHB2020	LOC129792783	CQUJHB010066
OG0001796	AgambiaePEST	LOC129792783	AGAP006045
OG0001796	AsinensisChina	LOC129792783	ASIC012914, ASIC012918
OG0001796	AminimusMINIMUS1	LOC129792783	AMIN015771
OG0001796	AstephensiUCISS2018	LOC129792783	ASTEI20_042488, ASTEI20_033782
OG0001796	AfunestusAfunGA1	LOC129792783	AFUN2_001703
OG0001796	AdirusWRAIR2	LOC129792783	ADIR016051
OG0001796	Aalbopictus_AalbF5	LOC129792783	LOC109397908
OG0001796	AaegyptiLVP_AGWG	LOC129792783	AAEL014022
OG0001798	Aalbopictus_AalbF5	LOC129787211	LOC109417110
OG0001798	AaegyptiLVP_AGWG	LOC129787211	AAEL014054, AAEL025786
OG0001798	CquinquefasciatusJHB2020	LOC129787211	CQUJHB000085
OG0001798	AstephensiUCISS2018	LOC129787211	ASTEI20_039834, ASTEI20_037577
OG0001798	AminimusMINIMUS1	LOC129787211	AMIN003399
OG0001798	AfunestusAfunGA1	LOC129787211	AFUN2_011218
OG0001798	AgambiaePEST	LOC129787211	AGAP001586
OG0001798	AdirusWRAIR2	LOC129787211	ADIR010510
OG0001798	AsinensisChina	LOC129787211	ASIC004899
OG0001799	Aalbopictus_AalbF5	LOC129788959	LOC134292118, LOC109431857
OG0001799	AaegyptiLVP_AGWG	LOC129788959	AAEL014059
OG0001799	CquinquefasciatusJHB2020	LOC129788959	CQUJHB007772
OG0001799	AsinensisChina	LOC129788959	ASIC021462, ASIC021463
OG0001799	AdirusWRAIR2	LOC129788959	ADIR006465
OG0001799	AstephensiUCISS2018	LOC129788959	ASTEI20_042574
OG0001799	AminimusMINIMUS1	LOC129788959	AMIN000646
OG0001799	AfunestusAfunGA1	LOC129788959	AFUN2_004876
OG0001799	AgambiaePEST	LOC129788959	AGAP002094
OG0001800	AgambiaePEST	LOC129788729	AGAP008515
OG0001800	AstephensiUCISS2018	LOC129788729	ASTEI20_041925
OG0001800	AfunestusAfunGA1	LOC129788729	AFUN2_004617
OG0001800	AminimusMINIMUS1	LOC129788729	AMIN001449
OG0001800	AdirusWRAIR2	LOC129788729	ADIR004863
OG0001800	AsinensisChina	LOC129788729	ASIC001509
OG0001800	CquinquefasciatusJHB2020	LOC129788729	CQUJHB014946
OG0001800	AaegyptiLVP_AGWG	LOC129788729	AAEL025776, AAEL014216
OG0001800	Aalbopictus_AalbF5	LOC129788729	LOC115267643, LOC109398720
OG0001802	CquinquefasciatusJHB2020	LOC129797610	CQUJHB018409
OG0001802	AaegyptiLVP_AGWG	LOC129797610	AAEL014271
OG0001802	Aalbopictus_AalbF5	LOC129797610	LOC109402431
OG0001802	AgambiaePEST	LOC129797610	AGAP004631
OG0001802	AminimusMINIMUS1	LOC129797610	AMIN014005, AMIN000079, AMIN000080
OG0001802	AdirusWRAIR2	LOC129797610	ADIR005869
OG0001802	AfunestusAfunGA1	LOC129797610	AFUN2_001109
OG0001802	AsinensisChina	LOC129797610	ASIC014309
OG0001802	AstephensiUCISS2018	LOC129797610	ASTEI20_039123
OG0001803	AminimusMINIMUS1	LOC129791007, LOC129791008	AMIN005838
OG0001803	AfunestusAfunGA1	LOC129791007, LOC129791008	AFUN2_012482
OG0001803	AstephensiUCISS2018	LOC129791007, LOC129791008	ASTEI20_031046
OG0001803	AgambiaePEST	LOC129791007, LOC129791008	AGAP000699
OG0001803	AdirusWRAIR2	LOC129791007, LOC129791008	ADIR000935
OG0001803	AsinensisChina	LOC129791007, LOC129791008	ASIC009519
OG0001803	AaegyptiLVP_AGWG	LOC129791007, LOC129791008	AAEL014272
OG0001803	Aalbopictus_AalbF5	LOC129791007, LOC129791008	LOC109427363
OG0001803	CquinquefasciatusJHB2020	LOC129791007, LOC129791008	CQUJHB012318, CQUJHB005517
OG0001804	AgambiaePEST	LOC129795693	AGAP008155
OG0001804	AstephensiUCISS2018	LOC129795693	ASTEI20_032019
OG0001804	AfunestusAfunGA1	LOC129795693	AFUN2_014713
OG0001804	AminimusMINIMUS1	LOC129795693	AMIN006121
OG0001804	AdirusWRAIR2	LOC129795693	ADIR011312
OG0001804	AsinensisChina	LOC129795693	ASIC014383
OG0001804	CquinquefasciatusJHB2020	LOC129795693	CQUJHB003242
OG0001804	Aalbopictus_AalbF5	LOC129795693	LOC109427576, LOC109432855, LOC115268908
OG0001804	AaegyptiLVP_AGWG	LOC129795693	AAEL014284
OG0001805	Aalbopictus_AalbF5	LOC129790995	LOC109411553
OG0001805	AaegyptiLVP_AGWG	LOC129790995	AAEL014303
OG0001805	CquinquefasciatusJHB2020	LOC129790995	CQUJHB001203
OG0001805	AgambiaePEST	LOC129790995	AGAP002090
OG0001805	AstephensiUCISS2018	LOC129790995	ASTEI20_041337
OG0001805	AsinensisChina	LOC129790995	ASIC021473, ASIC021472
OG0001805	AminimusMINIMUS1	LOC129790995	AMIN015793, AMIN015794
OG0001805	AfunestusAfunGA1	LOC129790995	AFUN2_010521
OG0001805	AdirusWRAIR2	LOC129790995	ADIR006461
OG0001806	AsinensisChina	LOC129792413	ASIC012948
OG0001806	AminimusMINIMUS1	LOC129792413	AMIN009902, AMIN009903
OG0001806	AstephensiUCISS2018	LOC129792413	ASTEI20_030899
OG0001806	AgambiaePEST	LOC129792413	AGAP006063
OG0001806	AfunestusAfunGA1	LOC129792413	AFUN2_004509
OG0001806	AdirusWRAIR2	LOC129792413	ADIR016158
OG0001806	CquinquefasciatusJHB2020	LOC129792413	CQUJHB015805
OG0001806	AaegyptiLVP_AGWG	LOC129792413	AAEL024066, AAEL014318
OG0001806	Aalbopictus_AalbF5	LOC129792413	LOC109418918
OG0001807	Aalbopictus_AalbF5	LOC129791367	LOC109398712
OG0001807	AaegyptiLVP_AGWG	LOC129791367	AAEL014326
OG0001807	CquinquefasciatusJHB2020	LOC129791367	CQUJHB011971
OG0001807	AdirusWRAIR2	LOC129791367	ADIR011423, ADIR011422
OG0001807	AminimusMINIMUS1	LOC129791367	AMIN009387, AMIN009388
OG0001807	AsinensisChina	LOC129791367	ASIC004252
OG0001807	AgambiaePEST	LOC129791367	AGAP008944
OG0001807	AstephensiUCISS2018	LOC129791367	ASTEI20_030854
OG0001807	AfunestusAfunGA1	LOC129791367	AFUN2_010019
OG0001808	CquinquefasciatusJHB2020	LOC129792755	CQUJHB015768
OG0001808	AaegyptiLVP_AGWG	LOC129792755	AAEL014340
OG0001808	AdirusWRAIR2	LOC129792755	ADIR009820, ADIR009821
OG0001808	AminimusMINIMUS1	LOC129792755	AMIN011580, AMIN011581
OG0001808	AfunestusAfunGA1	LOC129792755	AFUN2_005670
OG0001808	AstephensiUCISS2018	LOC129792755	ASTEI20_040564
OG0001808	AsinensisChina	LOC129792755	ASIC021331
OG0001808	Aalbopictus_AalbF5	LOC129792755	LOC134288996
OG0001808	AgambiaePEST	LOC129792755	AGAP005243
OG0001811	AaegyptiLVP_AGWG	LOC129792465	AAEL014435
OG0001811	Aalbopictus_AalbF5	LOC129792465	LOC109422709, LOC109412322
OG0001811	CquinquefasciatusJHB2020	LOC129792465	CQUJHB013858, CQUJHB007105
OG0001811	AsinensisChina	LOC129792465	ASIC004319
OG0001811	AminimusMINIMUS1	LOC129792465	AMIN002928
OG0001811	AfunestusAfunGA1	LOC129792465	AFUN2_010409
OG0001811	AgambiaePEST	LOC129792465	AGAP003766
OG0001811	AdirusWRAIR2	LOC129792465	ADIR002536
OG0001811	AstephensiUCISS2018	LOC129792465	ASTEI20_042652
OG0001812	AaegyptiLVP_AGWG	LOC129787649	AAEL014505
OG0001812	Aalbopictus_AalbF5	LOC129787649	LOC134288872, LOC109401913
OG0001812	CquinquefasciatusJHB2020	LOC129787649	CQUJHB009625
OG0001812	AsinensisChina	LOC129787649	ASIC006309
OG0001812	AgambiaePEST	LOC129787649	AGAP000618
OG0001812	AstephensiUCISS2018	LOC129787649	ASTEI20_033856
OG0001812	AfunestusAfunGA1	LOC129787649	AFUN2_011783
OG0001812	AminimusMINIMUS1	LOC129787649	AMIN005218
OG0001812	AdirusWRAIR2	LOC129787649	ADIR006559, ADIR000843
OG0001813	AaegyptiLVP_AGWG	LOC129793732, LOC129793734	AAEL014577
OG0001813	Aalbopictus_AalbF5	LOC129793732, LOC129793734	LOC109418066
OG0001813	CquinquefasciatusJHB2020	LOC129793732, LOC129793734	CQUJHB016927
OG0001813	AgambiaePEST	LOC129793732, LOC129793734	AGAP007205
OG0001813	AfunestusAfunGA1	LOC129793732, LOC129793734	AFUN2_004019
OG0001813	AminimusMINIMUS1	LOC129793732, LOC129793734	AMIN010630
OG0001813	AstephensiUCISS2018	LOC129793732, LOC129793734	ASTEI20_044757, ASTEI20_035110
OG0001813	AdirusWRAIR2	LOC129793732, LOC129793734	ADIR004152
OG0001813	AsinensisChina	LOC129793732, LOC129793734	ASIC002411
OG0001814	CquinquefasciatusJHB2020	LOC129792252	CQUJHB000841
OG0001814	AaegyptiLVP_AGWG	LOC129792252	AAEL014578, AAEL023117
OG0001814	Aalbopictus_AalbF5	LOC129792252	LOC109414833
OG0001814	AsinensisChina	LOC129792252	ASIC002412
OG0001814	AgambiaePEST	LOC129792252	AGAP007204
OG0001814	AdirusWRAIR2	LOC129792252	ADIR004153
OG0001814	AminimusMINIMUS1	LOC129792252	AMIN010631
OG0001814	AfunestusAfunGA1	LOC129792252	AFUN2_009026
OG0001814	AstephensiUCISS2018	LOC129792252	ASTEI20_035510, ASTEI20_042165
OG0001815	AdirusWRAIR2	LOC129787405	ADIR004964
OG0001815	AgambiaePEST	LOC129787405	AGAP009025
OG0001815	AminimusMINIMUS1	LOC129787405	AMIN001576, AMIN001574
OG0001815	AfunestusAfunGA1	LOC129787405	AFUN2_003355
OG0001815	AsinensisChina	LOC129787405	ASIC005845, ASIC005844
OG0001815	AstephensiUCISS2018	LOC129787405	ASTEI20_034099
OG0001815	CquinquefasciatusJHB2020	LOC129787405	CQUJHB011802
OG0001815	Aalbopictus_AalbF5	LOC129787405	LOC109427442
OG0001815	AaegyptiLVP_AGWG	LOC129787405	AAEL014653
OG0001816	AaegyptiLVP_AGWG	LOC129793276	AAEL014774
OG0001816	Aalbopictus_AalbF5	LOC129793276	LOC115263163
OG0001816	CquinquefasciatusJHB2020	LOC129793276	CQUJHB007213
OG0001816	AdirusWRAIR2	LOC129793276	ADIR007852, ADIR004479
OG0001816	AstephensiUCISS2018	LOC129793276	ASTEI20_031736
OG0001816	AminimusMINIMUS1	LOC129793276	AMIN011109
OG0001816	AfunestusAfunGA1	LOC129793276	AFUN2_000959
OG0001816	AgambiaePEST	LOC129793276	AGAP007032
OG0001816	AsinensisChina	LOC129793276	ASIC008708, ASIC008709
OG0001817	AaegyptiLVP_AGWG	LOC129790365	AAEL014824
OG0001817	Aalbopictus_AalbF5	LOC129790365	LOC115255345
OG0001817	AgambiaePEST	LOC129790365	AGAP029480
OG0001817	AdirusWRAIR2	LOC129790365	ADIR015888
OG0001817	AsinensisChina	LOC129790365	ASIC020782, ASIC020783
OG0001817	AminimusMINIMUS1	LOC129790365	AMIN009741, AMIN009740
OG0001817	AstephensiUCISS2018	LOC129790365	ASTEI20_041523
OG0001817	AfunestusAfunGA1	LOC129790365	AFUN2_012666
OG0001817	CquinquefasciatusJHB2020	LOC129790365	CQUJHB004187
OG0001818	AsinensisChina	LOC129794497	ASIC016725
OG0001818	AsinensisChina	LOC129787508	ASIC021626
OG0001818	AstephensiUCISS2018	LOC129787508	ASTEI20_042705
OG0001818	AgambiaePEST	LOC129787508	AGAP005700
OG0001818	AdirusWRAIR2	LOC129787508	ADIR003700
OG0001818	AfunestusAfunGA1	LOC129787508	AFUN2_002923
OG0001818	AminimusMINIMUS1	LOC129787508	AMIN010148
OG0001818	Aalbopictus_AalbF5	LOC129787508	LOC109407931
OG0001818	AaegyptiLVP_AGWG	LOC129787508	AAEL014851
OG0001818	CquinquefasciatusJHB2020	LOC129787508	CQUJHB015469
OG0001819	AaegyptiLVP_AGWG	LOC129789556	AAEL024910, AAEL014853
OG0001819	Aalbopictus_AalbF5	LOC129789556	LOC109428456, LOC109422096
OG0001819	CquinquefasciatusJHB2020	LOC129789556	CQUJHB012369
OG0001819	AsinensisChina	LOC129789556	ASIC009549
OG0001819	AgambiaePEST	LOC129789556	AGAP000389
OG0001819	AdirusWRAIR2	LOC129789556	ADIR003946
OG0001819	AstephensiUCISS2018	LOC129789556	ASTEI20_046034
OG0001819	AminimusMINIMUS1	LOC129789556	AMIN005653
OG0001819	AfunestusAfunGA1	LOC129789556	AFUN2_002912
OG0001820	AaegyptiLVP_AGWG	LOC129793706	AAEL014863
OG0001820	Aalbopictus_AalbF5	LOC129793706	LOC109409788
OG0001820	AminimusMINIMUS1	LOC129793706	AMIN010360, AMIN010361
OG0001820	AdirusWRAIR2	LOC129793706	ADIR007027, ADIR007026
OG0001820	CquinquefasciatusJHB2020	LOC129793706	CQUJHB007965
OG0001820	AfunestusAfunGA1	LOC129793706	AFUN2_013679
OG0001820	AsinensisChina	LOC129793706	ASIC003777
OG0001820	AstephensiUCISS2018	LOC129793706	ASTEI20_033501
OG0001820	AgambiaePEST	LOC129793706	AGAP007724
OG0001821	CquinquefasciatusJHB2020	LOC129791557	CQUJHB016998
OG0001821	Aalbopictus_AalbF5	LOC129791557	LOC109403224
OG0001821	AaegyptiLVP_AGWG	LOC129791557	AAEL015118
OG0001821	AgambiaePEST	LOC129791557	AGAP006460
OG0001821	AsinensisChina	LOC129791557	ASIC001040, ASIC001032
OG0001821	AminimusMINIMUS1	LOC129791557	AMIN007908
OG0001821	AdirusWRAIR2	LOC129791557	ADIR007655, ADIR007656
OG0001821	AfunestusAfunGA1	LOC129791557	AFUN2_006009
OG0001821	AstephensiUCISS2018	LOC129791557	ASTEI20_040854
OG0001822	AsinensisChina	LOC129793139	ASIC006665, ASIC006663
OG0001822	AfunestusAfunGA1	LOC129793139	AFUN2_005825
OG0001822	AstephensiUCISS2018	LOC129793139	ASTEI20_036744
OG0001822	Aalbopictus_AalbF5	LOC129793139	LOC109416244
OG0001822	CquinquefasciatusJHB2020	LOC129793139	CQUJHB007572
OG0001822	AaegyptiLVP_AGWG	LOC129793139	AAEL015255
OG0001822	AgambiaePEST	LOC129793139	AGAP029455
OG0001822	AdirusWRAIR2	LOC129793139	ADIR006265, ADIR006264
OG0001822	AminimusMINIMUS1	LOC129793139	AMIN009715
OG0001823	AdirusWRAIR2	LOC129791671	ADIR007204
OG0001823	AfunestusAfunGA1	LOC129791671	AFUN2_000366
OG0001823	AminimusMINIMUS1	LOC129791671	AMIN010415
OG0001823	AstephensiUCISS2018	LOC129791671	ASTEI20_032997
OG0001823	AgambiaePEST	LOC129791671	AGAP007510
OG0001823	AsinensisChina	LOC129791671	ASIC019817
OG0001823	CquinquefasciatusJHB2020	LOC129791671	CQUJHB014893
OG0001823	AaegyptiLVP_AGWG	LOC129791671	AAEL020424, AAEL015402
OG0001823	Aalbopictus_AalbF5	LOC129791671	LOC109622551, LOC109622547
OG0001824	AstephensiUCISS2018	LOC129790984	ASTEI20_045455
OG0001824	AminimusMINIMUS1	LOC129790984	AMIN006690
OG0001824	AfunestusAfunGA1	LOC129790984	AFUN2_001723
OG0001824	AdirusWRAIR2	LOC129790984	ADIR009340
OG0001824	AsinensisChina	LOC129790984	ASIC002801
OG0001824	AgambiaePEST	LOC129790984	AGAP010040, AGAP012657
OG0001824	CquinquefasciatusJHB2020	LOC129790984	CQUJHB003487
OG0001824	AaegyptiLVP_AGWG	LOC129790984	AAEL015557
OG0001824	Aalbopictus_AalbF5	LOC129790984	LOC109622879, LOC134287988
OG0001825	AdirusWRAIR2	LOC129795054	ADIR000790
OG0001825	AfunestusAfunGA1	LOC129795054	AFUN2_011701, AFUN2_014738, AFUN2_013241
OG0001825	AsinensisChina	LOC129795054	ASIC019990
OG0001825	AgambiaePEST	LOC129795054	AGAP000507
OG0001825	AminimusMINIMUS1	LOC129795054	AMIN005256
OG0001825	AstephensiUCISS2018	LOC129795054	ASTEI20_039143
OG0001825	CquinquefasciatusJHB2020	LOC129795054	CQUJHB005537
OG0001825	Aalbopictus_AalbF5	LOC129795054	LOC109428464
OG0001825	AaegyptiLVP_AGWG	LOC129795054	AAEL015640
OG0001827	AstephensiUCISS2018	LOC129787714, LOC129787776	ASTEI20_045866
OG0001827	AminimusMINIMUS1	LOC129787714, LOC129787776	AMIN005095
OG0001827	AfunestusAfunGA1	LOC129787714, LOC129787776	AFUN2_007052
OG0001827	AgambiaePEST	LOC129787714, LOC129787776	AGAP029802
OG0001827	AsinensisChina	LOC129787714, LOC129787776	ASIC020438
OG0001827	AaegyptiLVP_AGWG	LOC129787714, LOC129787776	AAEL017167
OG0001827	Aalbopictus_AalbF5	LOC129787714, LOC129787776	LOC109413232
OG0001827	CquinquefasciatusJHB2020	LOC129787714, LOC129787776	CQUJHB010570, CQUJHB017812, CQUJHB010623
OG0001829	AdirusWRAIR2	LOC129795457	ADIR004343
OG0001829	AfunestusAfunGA1	LOC129795457	AFUN2_002828
OG0001829	AminimusMINIMUS1	LOC129795457	AMIN008903
OG0001829	AstephensiUCISS2018	LOC129795457	ASTEI20_046038
OG0001829	AgambiaePEST	LOC129795457	AGAP029752, AGAP029751
OG0001829	AsinensisChina	LOC129795457	ASIC008118
OG0001829	AaegyptiLVP_AGWG	LOC129795457	AAEL017251
OG0001829	Aalbopictus_AalbF5	LOC129795457	LOC109424480
OG0001829	CquinquefasciatusJHB2020	LOC129795457	CQUJHB007499, CQUJHB014883
OG0001830	Aalbopictus_AalbF5	LOC129795064	LOC109406715, LOC109426675, LOC115265264, LOC115265266
OG0001830	AaegyptiLVP_AGWG	LOC129795064	AAEL017356
OG0001830	AstephensiUCISS2018	LOC129795064	ASTEI20_041299
OG0001830	AfunestusAfunGA1	LOC129795064	AFUN2_010620
OG0001830	AdirusWRAIR2	LOC129795064	ADIR008660
OG0001830	AminimusMINIMUS1	LOC129795064	AMIN007611
OG0001830	AgambiaePEST	LOC129795064	AGAP005064
OG0001830	CquinquefasciatusJHB2020	LOC129795064	CQUJHB012198
OG0001831	AstephensiUCISS2018	LOC129790640	ASTEI20_041187
OG0001831	AgambiaePEST	LOC129790640	AGAP000029
OG0001831	AfunestusAfunGA1	LOC129790640	AFUN2_007601
OG0001831	AminimusMINIMUS1	LOC129790640	AMIN002093
OG0001831	AaegyptiLVP_AGWG	LOC129790640	AAEL017391
OG0001831	Aalbopictus_AalbF5	LOC129790640	LOC109428415, LOC134284681
OG0001831	AdirusWRAIR2	LOC129790640	ADIR000988, ADIR000989
OG0001831	AsinensisChina	LOC129790640	ASIC000567
OG0001831	CquinquefasciatusJHB2020	LOC129790640	CQUJHB014199
OG0001832	AdirusWRAIR2	LOC129795501	ADIR002356
OG0001832	AfunestusAfunGA1	LOC129795501	AFUN2_000704
OG0001832	AstephensiUCISS2018	LOC129795501	ASTEI20_040160, ASTEI20_032039
OG0001832	AminimusMINIMUS1	LOC129795501	AMIN008561
OG0001832	AgambiaePEST	LOC129795501	AGAP011859
OG0001832	AsinensisChina	LOC129795501	ASIC018160
OG0001832	CquinquefasciatusJHB2020	LOC129795501	CQUJHB012280
OG0001832	AaegyptiLVP_AGWG	LOC129795501	AAEL017512
OG0001832	Aalbopictus_AalbF5	LOC129795501	LOC109401664, LOC109418846
OG0001833	AdirusWRAIR2	LOC129791389	ADIR010845
OG0001833	AsinensisChina	LOC129791389	ASIC005302
OG0001833	AgambiaePEST	LOC129791389	AGAP008807, AGAP008810
OG0001833	AstephensiUCISS2018	LOC129791389	ASTEI20_031708
OG0001833	AfunestusAfunGA1	LOC129791389	AFUN2_011843
OG0001833	AminimusMINIMUS1	LOC129791389	AMIN007185
OG0001833	CquinquefasciatusJHB2020	LOC129791389	CQUJHB012719
OG0001833	Aalbopictus_AalbF5	LOC129791389	LOC109621803
OG0001833	AaegyptiLVP_AGWG	LOC129791389	AAEL018103, AAEL026175
OG0001834	CquinquefasciatusJHB2020	LOC129792115	CQUJHB011754
OG0001834	AaegyptiLVP_AGWG	LOC129792115	AAEL018114
OG0001834	Aalbopictus_AalbF5	LOC129792115	LOC109416692
OG0001834	AstephensiUCISS2018	LOC129792115	ASTEI20_037485
OG0001834	AfunestusAfunGA1	LOC129792115	AFUN2_007515
OG0001834	AminimusMINIMUS1	LOC129792115	AMIN015497
OG0001834	AgambiaePEST	LOC129792115	AGAP029579
OG0001834	AsinensisChina	LOC129792115	ASIC016151, ASIC016173
OG0001834	AdirusWRAIR2	LOC129792115	ADIR009810, ADIR009809
OG0001835	Aalbopictus_AalbF5	LOC129787975	LOC109413271
OG0001835	AaegyptiLVP_AGWG	LOC129787975	AAEL018141
OG0001835	CquinquefasciatusJHB2020	LOC129787975	CQUJHB000069
OG0001835	AgambiaePEST	LOC129787975	AGAP004572
OG0001835	AminimusMINIMUS1	LOC129787975	AMIN004932, AMIN004933
OG0001835	AdirusWRAIR2	LOC129787975	ADIR004410, ADIR004409
OG0001835	AfunestusAfunGA1	LOC129787975	AFUN2_011679
OG0001835	AstephensiUCISS2018	LOC129787975	ASTEI20_036403
OG0001835	AsinensisChina	LOC129787975	ASIC021750
OG0001837	CquinquefasciatusJHB2020	LOC129787074	CQUJHB000827
OG0001837	AaegyptiLVP_AGWG	LOC129787074	AAEL018215
OG0001837	Aalbopictus_AalbF5	LOC129787074	LOC109411881
OG0001837	AminimusMINIMUS1	LOC129787074	AMIN004883, AMIN004881
OG0001837	AdirusWRAIR2	LOC129787074	ADIR006742, ADIR006739
OG0001837	AgambiaePEST	LOC129787074	AGAP004507
OG0001837	AstephensiUCISS2018	LOC129787074	ASTEI20_033220
OG0001837	AfunestusAfunGA1	LOC129787074	AFUN2_010819
OG0001837	AsinensisChina	LOC129787074	ASIC020182
OG0001838	AaegyptiLVP_AGWG	LOC129795573	AAEL018227
OG0001838	Aalbopictus_AalbF5	LOC129795573	LOC115264580
OG0001838	CquinquefasciatusJHB2020	LOC129795573	CQUJHB001157
OG0001838	AsinensisChina	LOC129795573	ASIC019355
OG0001838	AfunestusAfunGA1	LOC129795573	AFUN2_004196
OG0001838	AminimusMINIMUS1	LOC129795573	AMIN008289, AMIN008290
OG0001838	AdirusWRAIR2	LOC129795573	ADIR002044, ADIR002046
OG0001838	AstephensiUCISS2018	LOC129795573	ASTEI20_032676
OG0001838	AgambiaePEST	LOC129795573	AGAP012123
OG0001839	AgambiaePEST	LOC129791005	AGAP029911
OG0001839	AdirusWRAIR2	LOC129791005	ADIR006131, ADIR006130
OG0001839	AsinensisChina	LOC129791005	ASIC006749, ASIC006748
OG0001839	AfunestusAfunGA1	LOC129791005	AFUN2_012337
OG0001839	AminimusMINIMUS1	LOC129791005	AMIN001761
OG0001839	AstephensiUCISS2018	LOC129791005	ASTEI20_038069
OG0001839	CquinquefasciatusJHB2020	LOC129791005	CQUJHB002246
OG0001839	AaegyptiLVP_AGWG	LOC129791005	AAEL018232
OG0001839	Aalbopictus_AalbF5	LOC129791005	LOC109423925
OG0001840	AdirusWRAIR2	LOC129788825	ADIR011540, ADIR003133
OG0001840	AminimusMINIMUS1	LOC129788825	AMIN005561
OG0001840	AfunestusAfunGA1	LOC129788825	AFUN2_003405
OG0001840	AstephensiUCISS2018	LOC129788825	ASTEI20_035424
OG0001840	AgambiaePEST	LOC129788825	AGAP000835, AGAP004972, AGAP004973
OG0001840	AsinensisChina	LOC129788825	ASIC003471
OG0001840	AaegyptiLVP_AGWG	LOC129788825	AAEL018263
OG0001840	Aalbopictus_AalbF5	LOC129788825	LOC109405671
OG0001841	CquinquefasciatusJHB2020	LOC129791580	CQUJHB004226
OG0001841	AaegyptiLVP_AGWG	LOC129791580	AAEL018302
OG0001841	Aalbopictus_AalbF5	LOC129791580	LOC109407816, LOC134288728
OG0001841	AsinensisChina	LOC129791580	ASIC007780
OG0001841	AdirusWRAIR2	LOC129791580	ADIR008203
OG0001841	AgambiaePEST	LOC129791580	AGAP012771, AGAP007305
OG0001841	AstephensiUCISS2018	LOC129791580	ASTEI20_043914
OG0001841	AminimusMINIMUS1	LOC129791580	AMIN010560
OG0001841	AfunestusAfunGA1	LOC129791580	AFUN2_013695
OG0001842	Aalbopictus_AalbF5	LOC129794817	LOC134292126, LOC109425933
OG0001842	AaegyptiLVP_AGWG	LOC129794817	AAEL018310
OG0001842	CquinquefasciatusJHB2020	LOC129794817	CQUJHB003224
OG0001842	AsinensisChina	LOC129794817	ASIC004930
OG0001842	AfunestusAfunGA1	LOC129794817	AFUN2_014690
OG0001842	AminimusMINIMUS1	LOC129794817	AMIN009351
OG0001842	AdirusWRAIR2	LOC129794817	ADIR000507
OG0001842	AstephensiUCISS2018	LOC129794817	ASTEI20_045526
OG0001842	AgambiaePEST	LOC129794817	AGAP028640, AGAP012729
OG0001843	CquinquefasciatusJHB2020	LOC129788150	CQUJHB001883
OG0001843	AaegyptiLVP_AGWG	LOC129788150	AAEL018324
OG0001843	Aalbopictus_AalbF5	LOC129788150	LOC115261297
OG0001843	AgambiaePEST	LOC129788150	AGAP001690
OG0001843	AminimusMINIMUS1	LOC129788150	AMIN003499, AMIN003500
OG0001843	AdirusWRAIR2	LOC129788150	ADIR010406, ADIR010405
OG0001843	AfunestusAfunGA1	LOC129788150	AFUN2_004120
OG0001843	AstephensiUCISS2018	LOC129788150	ASTEI20_031750
OG0001843	AsinensisChina	LOC129788150	ASIC007727
OG0001844	Aalbopictus_AalbF5	LOC129797361	LOC109433484
OG0001844	AaegyptiLVP_AGWG	LOC129797361	AAEL019406
OG0001844	CquinquefasciatusJHB2020	LOC129797361	CQUJHB017539
OG0001844	AminimusMINIMUS1	LOC129797361	AMIN006986
OG0001844	AdirusWRAIR2	LOC129797361	ADIR009848, ADIR009468
OG0001844	AgambiaePEST	LOC129797361	AGAP012693, AGAP029564
OG0001844	AstephensiUCISS2018	LOC129797361	ASTEI20_044431
OG0001844	AfunestusAfunGA1	LOC129797361	AFUN2_003521
OG0001844	AsinensisChina	LOC129797361	ASIC013647
OG0001845	CquinquefasciatusJHB2020	LOC129792975	CQUJHB002279
OG0001845	Aalbopictus_AalbF5	LOC129792975	LOC109422692, LOC115260992
OG0001845	AaegyptiLVP_AGWG	LOC129792975	AAEL023349, AAEL019418
OG0001845	AsinensisChina	LOC129792975	ASIC020613
OG0001845	AdirusWRAIR2	LOC129792975	ADIR015691
OG0001845	AgambiaePEST	LOC129792975	AGAP029052
OG0001845	AminimusMINIMUS1	LOC129792975	AMIN015778
