Orthogroup	AdirusWRAIR2	AaegyptiLVP_AGWG
OG0001027	ADIR001857	AAEL010859
OG0001028	ADIR006619	AAEL021538, AAEL010924
OG0001029	ADIR000848	AAEL011019
OG0001030	ADIR003731, ADIR003732, ADIR003730	AAEL011211
OG0001031	ADIR000134	AAEL011333
OG0001032	ADIR014167	AAEL011406, AAEL014944
OG0001033	ADIR000254	AAEL011543
OG0001034	ADIR002817	AAEL011815
OG0001036	ADIR006092	AAEL011898
OG0001037	ADIR011043	AAEL012057
OG0001038	ADIR002831, ADIR002830	AAEL012095
OG0001039	ADIR015683	AAEL012206
OG0001041	ADIR003293	AAEL012342, AAEL015326
OG0001042	ADIR009987	AAEL012351
OG0001043	ADIR015783, ADIR015785	AAEL025613, AAEL012417
OG0001044	ADIR008101	AAEL012538
OG0001045	ADIR001033	AAEL012740
OG0001046	ADIR004445	AAEL012859, AAEL012864
OG0001047	ADIR010119	AAEL012886
OG0001048	ADIR002284	AAEL013052
OG0001049	ADIR011557, ADIR011559, ADIR011555	AAEL013102
OG0001050	ADIR003667	AAEL013109, AAEL013111
OG0001051	ADIR004862	AAEL013365
OG0001052	ADIR000902	AAEL017129, AAEL016981, AAEL013507
OG0001053	ADIR010224, ADIR010223	AAEL013961
OG0001054	ADIR000584, ADIR000583	AAEL014102
OG0001055	ADIR001133	AAEL014702
OG0001056	ADIR010392	AAEL015064
OG0001057	ADIR003270	AAEL019768, AAEL015637, AAEL019767
OG0001058	ADIR008480	AAEL024802, AAEL018061, AAEL017349, AAEL026215
OG0001059	ADIR003144	AAEL024164, AAEL017458
OG0001060	ADIR003285	AAEL017508
OG0001061	ADIR006769, ADIR006771	AAEL018154
OG0001062	ADIR011069	AAEL018240
OG0001063	ADIR001952, ADIR001951, ADIR008490	AAEL018294
OG0001064	ADIR007468	AAEL018326
OG0001065	ADIR001052	AAEL019424
OG0001066	ADIR003489	AAEL019433
OG0001067	ADIR015687	AAEL019479
OG0001068	ADIR006582	AAEL024780
OG0001068	ADIR006585	AAEL019499
OG0001069	ADIR005552, ADIR005553	AAEL019505
OG0001070	ADIR005160	AAEL019541
OG0001071	ADIR000099	AAEL019556
OG0001072	ADIR010878	AAEL019652
OG0001073	ADIR000793, ADIR000792	AAEL019733, AAEL027627
OG0001074	ADIR003601	AAEL019735
OG0001075	ADIR010243, ADIR010244	AAEL019758
OG0001076	ADIR003010, ADIR003009, ADIR003011	AAEL019765
OG0001077	ADIR000549, ADIR000548	AAEL019801
OG0001078	ADIR008525	AAEL019833
OG0001079	ADIR001598	AAEL019846
OG0001080	ADIR001755, ADIR001756	AAEL019851
OG0001081	ADIR016110	AAEL019863, AAEL026810
OG0001082	ADIR001136	AAEL026588, AAEL019900
OG0001083	ADIR000316, ADIR000313, ADIR000314	AAEL019907
OG0001084	ADIR000465	AAEL019913
OG0001084	ADIR000462	AAEL019912
OG0001085	ADIR009755	AAEL019938
OG0001086	ADIR007956, ADIR007958	AAEL019939
OG0001087	ADIR011239	AAEL022726
OG0001088	ADIR015811, ADIR015812	AAEL020127
OG0001090	ADIR016112	AAEL020559
OG0001091	ADIR011601, ADIR011603, ADIR011600	AAEL020586
OG0001092	ADIR000886	AAEL021335, AAEL027155, AAEL024693
OG0001094	ADIR003517	AAEL022196
OG0001095	ADIR011362, ADIR011363	AAEL022262
OG0001096	ADIR001194	AAEL022548, AAEL022931
OG0001097	ADIR000620, ADIR000619	AAEL022895, AAEL025283, AAEL027544
OG0001098	ADIR011117	AAEL023100
OG0001101	ADIR006978	AAEL024796, AAEL027832, AAEL027728, AAEL023898
OG0001102	ADIR007415	AAEL024145
OG0001103	ADIR001516	AAEL024441
OG0001104	ADIR003543, ADIR003544	AAEL024560
OG0001105	ADIR003122, ADIR003125	AAEL024627
OG0001106	ADIR008243	AAEL024632
OG0001107	ADIR010275, ADIR010276	AAEL024641
OG0001109	ADIR011046, ADIR011047	AAEL025245
OG0001110	ADIR011524, ADIR011523	AAEL025903
OG0001111	ADIR008652, ADIR008653	AAEL025977
OG0001112	ADIR000342	AAEL026409
OG0001113	ADIR003815, ADIR003816	AAEL026479
OG0001115	ADIR008453, ADIR008454, ADIR008455, ADIR008452	AAEL027099
OG0001138	ADIR015796	AAEL023987, AAEL000108
OG0001140	ADIR008333	AAEL000127, AAEL017443
OG0001141	ADIR006642	AAEL000140, AAEL023842, AAEL003176
OG0001142	ADIR000264	AAEL000143
OG0001143	ADIR011585	AAEL000203, AAEL024571
OG0001144	ADIR011534	AAEL013852, AAEL000226
OG0001145	ADIR001204	AAEL000242
OG0001146	ADIR001207	AAEL000244
OG0001147	ADIR006905	AAEL000293
OG0001148	ADIR002497	AAEL000484, AAEL027334, AAEL013718
OG0001149	ADIR002811	AAEL000498
OG0001150	ADIR002149, ADIR002152	AAEL000528
OG0001151	ADIR015610	AAEL004503, AAEL020737, AAEL000529, AAEL023769
OG0001152	ADIR005906	AAEL000682
OG0001153	ADIR001812	AAEL000800, AAEL000842
OG0001154	ADIR000110	AAEL000824
OG0001155	ADIR001810	AAEL000845
OG0001158	ADIR002749, ADIR002748, ADIR002747	AAEL001148
OG0001159	ADIR008577, ADIR008574	AAEL001168
OG0001160	ADIR004649, ADIR004648	AAEL001231
OG0001162	ADIR006106	AAEL001295
OG0001163	ADIR000745	AAEL023150, AAEL027653, AAEL001651, AAEL021881
OG0001164	ADIR003852	AAEL001687, AAEL009513
OG0001166	ADIR000707	AAEL001857
OG0001167	ADIR005033	AAEL001910
OG0001168	ADIR000318	AAEL001937
OG0001169	ADIR006936, ADIR006934, ADIR006932	AAEL001946
OG0001170	ADIR006896	AAEL002049
OG0001171	ADIR003508, ADIR003509	AAEL002125
OG0001172	ADIR007432	AAEL002174
OG0001173	ADIR004781, ADIR011680	AAEL021031, AAEL002395
OG0001174	ADIR005525	AAEL002410
OG0001175	ADIR005518, ADIR005520	AAEL002427, AAEL026436
OG0001176	ADIR010247	AAEL002725, AAEL002449
OG0001178	ADIR001310	AAEL002538, AAEL002506
OG0001179	ADIR004919	AAEL002642
OG0001180	ADIR005893, ADIR005894	AAEL002684
OG0001181	ADIR006427	AAEL002759
OG0001182	ADIR010320, ADIR010319	AAEL002765
OG0001183	ADIR002659, ADIR002660, ADIR002661	AAEL002781
OG0001184	ADIR002272	AAEL002846
OG0001185	ADIR002871, ADIR002875	AAEL002876
OG0001186	ADIR003355, ADIR003357	AAEL002999
OG0001187	ADIR002116	AAEL003128, AAEL021885, AAEL024262, AAEL024666
OG0001188	ADIR008274	AAEL003154
OG0001189	ADIR010372	AAEL021106, AAEL003188
OG0001190	ADIR001917	AAEL003407
OG0001191	ADIR002062	AAEL003616, AAEL028038
OG0001192	ADIR004747	AAEL003683
OG0001193	ADIR007758	AAEL003797, AAEL022585, AAEL021797, AAEL024960
OG0001194	ADIR009502	AAEL003968
OG0001195	ADIR002238, ADIR002237	AAEL003976
OG0001196	ADIR000104, ADIR000103	AAEL003996
OG0001197	ADIR000509, ADIR014042	AAEL004120
OG0001198	ADIR015795	AAEL004127, AAEL021809, AAEL004137
OG0001199	ADIR004124, ADIR004125	AAEL004217
OG0001200	ADIR009696	AAEL005737, AAEL004278
OG0001201	ADIR010998	AAEL004290, AAEL019535
OG0001202	ADIR006605	AAEL004388, AAEL004390, AAEL004386
OG0001203	ADIR000901	AAEL004392, AAEL014196
OG0001204	ADIR006600, ADIR006601	AAEL004398
OG0001205	ADIR005943, ADIR002650	AAEL019906, AAEL004457
OG0001206	ADIR008419, ADIR008421	AAEL004544
OG0001207	ADIR006729	AAEL027515, AAEL028140, AAEL004564
OG0001208	ADIR005244	AAEL004677, AAEL004676
OG0001209	ADIR006489, ADIR006490, ADIR006491	AAEL004694
OG0001210	ADIR010856	AAEL020237
OG0001210	ADIR010857	AAEL004717
OG0001211	ADIR000362	AAEL004804
OG0001212	ADIR007240	AAEL004861, AAEL007167
OG0001213	ADIR006921	AAEL004915
OG0001214	ADIR002594	AAEL004933, AAEL012340
OG0001215	ADIR011161	AAEL005019
OG0001218	ADIR009094	AAEL005058, AAEL018331
OG0001219	ADIR003648, ADIR003646, ADIR003650	AAEL005111
OG0001220	ADIR007441, ADIR007442	AAEL005256
OG0001221	ADIR009191	AAEL005289
OG0001222	ADIR000761	AAEL026757, AAEL022228, AAEL005450
OG0001223	ADIR009783	AAEL005638
OG0001224	ADIR011191, ADIR011190	AAEL005649
OG0001225	ADIR001304, ADIR001305	AAEL005774
OG0001226	ADIR005203, ADIR005204	AAEL005829
OG0001227	ADIR003525, ADIR003526	AAEL005895
OG0001228	ADIR015808, ADIR015807	AAEL005922
OG0001229	ADIR007543, ADIR007542	AAEL005978
OG0001230	ADIR005993	AAEL006006
OG0001231	ADIR005270	AAEL006023
OG0001232	ADIR010389	AAEL006144
OG0001234	ADIR002742	AAEL006319
OG0001235	ADIR005830	AAEL006567
OG0001236	ADIR005345, ADIR005344	AAEL006593
OG0001237	ADIR006202, ADIR005912	AAEL006623
OG0001239	ADIR000930	AAEL006985, AAEL006830
OG0001240	ADIR006197	AAEL006968, AAEL006971
OG0001241	ADIR000616	AAEL007234
OG0001242	ADIR011466	AAEL007246, AAEL007238
OG0001243	ADIR006747	AAEL007248, AAEL020271
OG0001244	ADIR000431, ADIR000432	AAEL007404
OG0001245	ADIR009021, ADIR001530	AAEL007465
OG0001246	ADIR001004	AAEL027458, AAEL007762
OG0001247	ADIR002558	AAEL022067, AAEL007799
OG0001248	ADIR005794	AAEL008056
OG0001249	ADIR002698	AAEL013179, AAEL008148
OG0001251	ADIR004493, ADIR009708	AAEL008316
OG0001252	ADIR015902	AAEL008474, AAEL008472
OG0001253	ADIR001985	AAEL008564
OG0001254	ADIR005793	AAEL023635, AAEL008575
OG0001255	ADIR005120	AAEL008687
OG0001256	ADIR015837	AAEL008699
OG0001257	ADIR006368	AAEL008961
OG0001258	ADIR004676	AAEL009019
OG0001259	ADIR006801	AAEL009054, AAEL027056
OG0001260	ADIR011473	AAEL009062
OG0001261	ADIR016175, ADIR016176	AAEL009176
OG0001262	ADIR004656	AAEL022573
OG0001263	ADIR008279	AAEL009328, AAEL009324
OG0001264	ADIR000387	AAEL009362
OG0001265	ADIR000962, ADIR000961	AAEL009489
OG0001266	ADIR009136, ADIR009134	AAEL009684
OG0001267	ADIR011604, ADIR006203, ADIR006201	AAEL009761
OG0001268	ADIR009228	AAEL009836
OG0001269	ADIR000599	AAEL010041
OG0001270	ADIR009344	AAEL010069, AAEL024373
OG0001271	ADIR009457	AAEL026935, AAEL027269, AAEL010070
OG0001272	ADIR000718	AAEL010140, AAEL010148
OG0001273	ADIR004790	AAEL023181, AAEL010157
OG0001274	ADIR015820, ADIR005661, ADIR015821	AAEL010182
OG0001275	ADIR009992	AAEL010219
OG0001276	ADIR009422	AAEL010235, AAEL010228
OG0001277	ADIR004861	AAEL021534, AAEL026085, AAEL010265
OG0001278	ADIR010763	AAEL027836, AAEL024539, AAEL010314
OG0001279	ADIR004377, ADIR004376	AAEL010364
OG0001280	ADIR003425	AAEL010397
OG0001281	ADIR006257, ADIR006258	AAEL010545
OG0001282	ADIR002958	AAEL010628, AAEL010631
OG0001283	ADIR003842	AAEL010647
OG0001284	ADIR005884	AAEL021724, AAEL010789
OG0001285	ADIR000345, ADIR000346	AAEL010926
OG0001286	ADIR001192	AAEL010941
OG0001287	ADIR002063	AAEL011032, AAEL011029
OG0001288	ADIR003383	AAEL011150
OG0001289	ADIR014647	AAEL011238
OG0001290	ADIR007586	AAEL011239
OG0001292	ADIR011551, ADIR009838	AAEL011357
OG0001293	ADIR000490	AAEL011419, AAEL027486, AAEL011428
OG0001294	ADIR004242	AAEL011458, AAEL013031
OG0001295	ADIR003026	AAEL025944, AAEL011475
OG0001296	ADIR004212	AAEL014842, AAEL011510
OG0001297	ADIR005574, ADIR005573	AAEL011575
OG0001298	ADIR015709	AAEL011632
OG0001299	ADIR003095	AAEL011786
OG0001300	ADIR008350	AAEL011941
OG0001301	ADIR005164	AAEL011992
OG0001302	ADIR009403	AAEL011995
OG0001303	ADIR008748	AAEL012107
OG0001304	ADIR003782	AAEL012161, AAEL012162
OG0001305	ADIR003454	AAEL014916, AAEL012344
OG0001306	ADIR003199	AAEL012382
OG0001307	ADIR004071	AAEL012472, AAEL027557
OG0001308	ADIR016032	AAEL012564, AAEL012565, AAEL012563
OG0001309	ADIR006498	AAEL019473, AAEL012613
OG0001310	ADIR009043	AAEL027050
OG0001310	ADIR009044	AAEL012621
OG0001311	ADIR011676	AAEL012712
OG0001312	ADIR008275	AAEL013335
OG0001313	ADIR001372, ADIR001371	AAEL013405
OG0001314	ADIR009746, ADIR009747	AAEL013882
OG0001315	ADIR007216	AAEL027503, AAEL023538, AAEL025158, AAEL024757, AAEL014089
OG0001316	ADIR001369, ADIR001368	AAEL014125
OG0001317	ADIR004548	AAEL014361
OG0001318	ADIR002833	AAEL023570, AAEL020504, AAEL014377
OG0001319	ADIR015823, ADIR015822	AAEL014441
OG0001321	ADIR006904	AAEL014452
OG0001322	ADIR001575	AAEL014640
OG0001324	ADIR007367	AAEL027937, AAEL014744
OG0001326	ADIR005046, ADIR005047	AAEL015109
OG0001327	ADIR001059	AAEL021791, AAEL015119
OG0001328	ADIR000872	AAEL028238, AAEL015150
OG0001329	ADIR010308	AAEL018025, AAEL015313
OG0001330	ADIR007926	AAEL017158
OG0001331	ADIR011287, ADIR001183	AAEL017198
OG0001332	ADIR009946	AAEL017357, AAEL026428
OG0001333	ADIR011582	AAEL019858, AAEL018036
OG0001334	ADIR010200	AAEL018126
OG0001335	ADIR007490, ADIR007491	AAEL018131
OG0001336	ADIR016049	AAEL018149
OG0001337	ADIR010550, ADIR010548	AAEL018161
OG0001338	ADIR010556, ADIR010558	AAEL018165
OG0001339	ADIR005797, ADIR005796	AAEL018211
OG0001341	ADIR002164, ADIR002165	AAEL018298
OG0001342	ADIR006325, ADIR006323	AAEL019430
OG0001343	ADIR003351	AAEL019439
OG0001344	ADIR003373, ADIR003371	AAEL019444
OG0001345	ADIR001284, ADIR001285	AAEL019446
OG0001346	ADIR006563, ADIR006565	AAEL019476
OG0001347	ADIR011075, ADIR011074	AAEL019480
OG0001348	ADIR005028, ADIR005029, ADIR005030	AAEL019489
OG0001349	ADIR016144	AAEL020521, AAEL024405, AAEL024673, AAEL019542
OG0001350	ADIR010229	AAEL019573
OG0001351	ADIR003491, ADIR003495	AAEL019577
OG0001352	ADIR003016	AAEL019587
OG0001354	ADIR016147	AAEL019667
OG0001355	ADIR010898	AAEL019714
OG0001356	ADIR006348, ADIR006346	AAEL019762
OG0001357	ADIR009624, ADIR009623	AAEL019795
OG0001358	ADIR009659, ADIR009661	AAEL019835
OG0001360	ADIR004367, ADIR004371	AAEL019843
OG0001361	ADIR009054, ADIR009056	AAEL019848
OG0001362	ADIR006295, ADIR006294	AAEL019852
OG0001363	ADIR001628, ADIR001627	AAEL019879
OG0001364	ADIR011701	AAEL019990
OG0001366	ADIR001036	AAEL020095
OG0001369	ADIR005631, ADIR005632	AAEL020499
OG0001370	ADIR000329	AAEL020551, AAEL025762
OG0001371	ADIR015861	AAEL020651
OG0001372	ADIR010752, ADIR010750	AAEL020702
OG0001373	ADIR001174	AAEL020789
OG0001374	ADIR004822	AAEL020800
OG0001375	ADIR007341	AAEL021099
OG0001376	ADIR003845, ADIR003843	AAEL021805, AAEL022509
OG0001377	ADIR000257, ADIR000258	AAEL021865
OG0001378	ADIR002124	AAEL027926
OG0001379	ADIR005355	AAEL026542, AAEL025489, AAEL021883, AAEL027561, AAEL023613
OG0001380	ADIR007035	AAEL021945
OG0001381	ADIR005456	AAEL022092, AAEL024337
OG0001382	ADIR007521	AAEL022155, AAEL028005
OG0001383	ADIR003139	AAEL023190, AAEL024558, AAEL022214
OG0001384	ADIR014077, ADIR000852	AAEL022539
OG0001385	ADIR003952, ADIR003954	AAEL022589
OG0001386	ADIR000162	AAEL022718
OG0001387	ADIR005399	AAEL023148
OG0001388	ADIR003448	AAEL028188, AAEL023294
OG0001389	ADIR006812	AAEL025458, AAEL024104, AAEL026110
OG0001391	ADIR001147	AAEL024239, AAEL026747
OG0001392	ADIR003665	AAEL024268
OG0001393	ADIR000606	AAEL024506, AAEL024812
OG0001394	ADIR003258, ADIR003259	AAEL026507
OG0001395	ADIR010449, ADIR010448	AAEL024922
OG0001396	ADIR003866, ADIR003867	AAEL025165
OG0001397	ADIR008394	AAEL025298, AAEL028110, AAEL026623
OG0001398	ADIR005974	AAEL025391
OG0001399	ADIR008311	AAEL025547
OG0001400	ADIR015900, ADIR015901	AAEL025567
OG0001401	ADIR005238	AAEL025911
OG0001402	ADIR016045	AAEL025973
OG0001403	ADIR001793, ADIR001791	AAEL026169
OG0001404	ADIR014138, ADIR011685, ADIR009320, ADIR009303	AAEL026227
OG0001405	ADIR005556, ADIR005555	AAEL026287
OG0001406	ADIR007743, ADIR007744	AAEL026387
OG0001408	ADIR008952	AAEL027904
OG0001408	ADIR008951	AAEL026581
OG0001409	ADIR004172	AAEL026671
OG0001410	ADIR001845	AAEL026939
OG0001411	ADIR004252, ADIR004249	AAEL027023
OG0001412	ADIR001452, ADIR000500	AAEL027589
OG0001413	ADIR016046	AAEL027616
OG0001414	ADIR005633, ADIR005634	AAEL028205
OG0001443	ADIR009105	AAEL000044, AAEL014995
OG0001444	ADIR004198	AAEL000081, AAEL020741
OG0001445	ADIR015519	AAEL000092
OG0001446	ADIR010639	AAEL000146, AAEL000111
OG0001447	ADIR008435	AAEL027754, AAEL025874, AAEL000154
OG0001448	ADIR002723	AAEL000217
OG0001449	ADIR011678	AAEL000250
OG0001450	ADIR006906	AAEL000284
OG0001451	ADIR004821	AAEL013951, AAEL000432
OG0001452	ADIR006575	AAEL000468
OG0001453	ADIR015806	AAEL024335, AAEL000502
OG0001454	ADIR000567	AAEL000669, AAEL027395, AAEL023031
OG0001455	ADIR010895	AAEL000705, AAEL011193
OG0001456	ADIR005712	AAEL000803, AAEL011405
OG0001458	ADIR005163, ADIR005162	AAEL000944
OG0001459	ADIR009685	AAEL000956
OG0001460	ADIR000394	AAEL000963, AAEL021108
OG0001462	ADIR009861	AAEL001020, AAEL001022
OG0001463	ADIR002755	AAEL001127, AAEL020358
OG0001464	ADIR015744	AAEL013004, AAEL001143
OG0001465	ADIR000766, ADIR000765	AAEL001207
OG0001466	ADIR000651	AAEL001209
OG0001467	ADIR006313	AAEL001216
OG0001468	ADIR006100	AAEL001304
OG0001469	ADIR009944	AAEL001352, AAEL022991
OG0001470	ADIR006230	AAEL001364
OG0001471	ADIR008865	AAEL022805, AAEL001387
OG0001472	ADIR007997	AAEL001458
OG0001473	ADIR009102	AAEL001464
OG0001474	ADIR004011	AAEL001491
OG0001475	ADIR006785	AAEL001495
OG0001476	ADIR004951	AAEL001503
OG0001477	ADIR000184	AAEL022416, AAEL001522
OG0001478	ADIR007151	AAEL001554
OG0001479	ADIR007160	AAEL001561
OG0001480	ADIR011228	AAEL001619
OG0001481	ADIR003884	AAEL001680
OG0001482	ADIR003885	AAEL001682, AAEL027289
OG0001483	ADIR003869	AAEL001695
OG0001484	ADIR003859	AAEL001696
OG0001486	ADIR016204, ADIR016203	AAEL001738
OG0001487	ADIR015607, ADIR015605	AAEL001766
OG0001488	ADIR015950, ADIR015951	AAEL001782
OG0001489	ADIR004969	AAEL001819
OG0001490	ADIR006233	AAEL010261, AAEL001879
OG0001491	ADIR000308	AAEL001939
OG0001492	ADIR011051, ADIR011054	AAEL001986
OG0001493	ADIR011061	AAEL024597, AAEL002006
OG0001494	ADIR011227	AAEL002011
OG0001495	ADIR004619	AAEL002047
OG0001496	ADIR006895	AAEL002050
OG0001497	ADIR006891	AAEL002069
OG0001498	ADIR001470, ADIR010642	AAEL002135
OG0001499	ADIR010812	AAEL002139
OG0001500	ADIR009525, ADIR002375	AAEL002175
OG0001501	ADIR002872	AAEL015481, AAEL002275
OG0001502	ADIR005157	AAEL002389, AAEL020851
OG0001503	ADIR008291	AAEL024419, AAEL002415
OG0001504	ADIR001749, ADIR001085	AAEL002503
OG0001505	ADIR000887	AAEL025146, AAEL002510
OG0001506	ADIR008558, ADIR004340, ADIR001328	AAEL002527
OG0001507	ADIR016126	AAEL002577, AAEL002632
OG0001508	ADIR000478	AAEL002599
OG0001509	ADIR004937	AAEL002651
OG0001510	ADIR007047	AAEL002719
OG0001511	ADIR000341	AAEL002835
OG0001512	ADIR009576	AAEL002838, AAEL002840
OG0001513	ADIR010423, ADIR010425	AAEL002859
OG0001514	ADIR004364	AAEL002902
OG0001515	ADIR001488	AAEL002903
OG0001516	ADIR000822	AAEL023241, AAEL002932
OG0001517	ADIR007909	AAEL003075
OG0001518	ADIR002115	AAEL003139
OG0001519	ADIR010432	AAEL003173, AAEL003163
OG0001521	ADIR008314	AAEL027087, AAEL003179
OG0001522	ADIR002940	AAEL003194
OG0001523	ADIR011300	AAEL003211
OG0001524	ADIR003085	AAEL003384
OG0001525	ADIR000525	AAEL003406, AAEL003430
OG0001526	ADIR007426	AAEL003493
OG0001527	ADIR011390	AAEL003522
OG0001528	ADIR011388	AAEL027762, AAEL003550
OG0001529	ADIR008495, ADIR008496	AAEL003566
OG0001530	ADIR001108	AAEL003605
OG0001532	ADIR002473	AAEL003658
OG0001533	ADIR005448	AAEL003750
OG0001534	ADIR010817, ADIR010819	AAEL003815
OG0001535	ADIR010801, ADIR010800	AAEL003824
OG0001536	ADIR010808	AAEL023486, AAEL003835
OG0001537	ADIR016104	AAEL003953
OG0001538	ADIR002827	AAEL004010
OG0001539	ADIR001787	AAEL004059
OG0001540	ADIR002286	AAEL004119
OG0001541	ADIR002484	AAEL004142
OG0001542	ADIR001002	AAEL004155
OG0001543	ADIR000818	AAEL004235
OG0001544	ADIR011002	AAEL004281, AAEL004273
OG0001545	ADIR010999	AAEL004295
OG0001546	ADIR001813	AAEL004344
OG0001547	ADIR000380	AAEL004405
OG0001548	ADIR000379	AAEL004415
OG0001549	ADIR002725	AAEL004456
OG0001550	ADIR009121	AAEL004478
OG0001551	ADIR006085	AAEL004495
OG0001552	ADIR004345	AAEL004653
OG0001553	ADIR003706	AAEL004661
OG0001554	ADIR011653	AAEL004702
OG0001555	ADIR009283	AAEL022153, AAEL024364, AAEL004750
OG0001556	ADIR011108, ADIR011107	AAEL004768
OG0001557	ADIR003014	AAEL004791
OG0001558	ADIR003013, ADIR003012	AAEL004799
OG0001559	ADIR015717	AAEL025388, AAEL004823
OG0001560	ADIR009681, ADIR009682	AAEL004964
OG0001561	ADIR005687	AAEL004967
OG0001563	ADIR009083, ADIR014787	AAEL005195
OG0001564	ADIR007138, ADIR007139	AAEL005206
OG0001565	ADIR005348, ADIR005349	AAEL005247
OG0001566	ADIR007438, ADIR007440	AAEL005255
OG0001567	ADIR004613	AAEL021152, AAEL023206, AAEL005287, AAEL013691, AAEL008094
OG0001569	ADIR005390	AAEL005414
OG0001570	ADIR005384	AAEL005419
OG0001571	ADIR004692	AAEL028201, AAEL021183, AAEL005433
OG0001572	ADIR001325	AAEL026733, AAEL005438, AAEL022095
OG0001573	ADIR009479, ADIR009480	AAEL005476
OG0001574	ADIR010106	AAEL005485
OG0001575	ADIR001020	AAEL024254, AAEL005525, AAEL005526
OG0001576	ADIR001161	AAEL026634, AAEL005528
OG0001577	ADIR006827	AAEL012528, AAEL005536
OG0001578	ADIR005862	AAEL005631
OG0001579	ADIR010304	AAEL005767
OG0001580	ADIR005365	AAEL005808
OG0001581	ADIR011710	AAEL005842, AAEL022335
OG0001582	ADIR004115	AAEL021854, AAEL026114, AAEL005843
OG0001583	ADIR011711	AAEL005846
OG0001584	ADIR002058	AAEL021191, AAEL005866
OG0001585	ADIR005592	AAEL020020, AAEL005893
OG0001586	ADIR010571	AAEL005905
OG0001587	ADIR003431	AAEL020376, AAEL005950
OG0001588	ADIR003435, ADIR003436	AAEL005952
OG0001589	ADIR000292	AAEL005962
OG0001590	ADIR011260	AAEL005970
OG0001591	ADIR000519	AAEL006034, AAEL025718
OG0001592	ADIR001727	AAEL006164, AAEL009201
OG0001593	ADIR010395	AAEL006174
OG0001594	ADIR010394	AAEL006181
OG0001595	ADIR002543	AAEL006205
OG0001596	ADIR008141	AAEL020128, AAEL006216
OG0001597	ADIR002020	AAEL006348, AAEL006326
OG0001598	ADIR002009, ADIR002012	AAEL006340
OG0001599	ADIR002006	AAEL006343, AAEL025287
OG0001600	ADIR001072	AAEL006367
OG0001601	ADIR000334	AAEL006389
OG0001602	ADIR004477	AAEL007284, AAEL006440
OG0001603	ADIR011203	AAEL022222, AAEL023228, AAEL006445
OG0001604	ADIR008125	AAEL006548, AAEL006556
OG0001605	ADIR008806	AAEL021322, AAEL024679, AAEL006553
OG0001606	ADIR010010	AAEL027492, AAEL006659
OG0001607	ADIR001965	AAEL020946, AAEL006687
OG0001608	ADIR001962	AAEL006688
OG0001609	ADIR001963	AAEL006697
OG0001610	ADIR008093	AAEL006718
OG0001611	ADIR004156	AAEL026097, AAEL006732
OG0001612	ADIR009646	AAEL006772, AAEL024260
OG0001613	ADIR009638	AAEL006774
OG0001614	ADIR001814	AAEL006790
OG0001615	ADIR007417, ADIR010331	AAEL006839
OG0001616	ADIR009673	AAEL020314, AAEL006854
OG0001617	ADIR008276	AAEL006859, AAEL014276
OG0001618	ADIR010321	AAEL006919
OG0001619	ADIR006847	AAEL006987, AAEL006990
OG0001620	ADIR006855	AAEL021420, AAEL006998, AAEL028089
OG0001621	ADIR005959	AAEL025660, AAEL007001
OG0001622	ADIR000229	AAEL007049
OG0001623	ADIR002583	AAEL020187, AAEL007078
OG0001624	ADIR006279	AAEL007278, AAEL022274
OG0001625	ADIR009855, ADIR004503	AAEL007285
OG0001626	ADIR004723	AAEL007349
OG0001628	ADIR007804	AAEL007409
OG0001630	ADIR001215	AAEL007476
OG0001631	ADIR004561	AAEL025261, AAEL007492
OG0001632	ADIR015668	AAEL007505
OG0001633	ADIR004897	AAEL007568
OG0001634	ADIR006023	AAEL026096, AAEL007708
OG0001635	ADIR002562	AAEL007805
OG0001636	ADIR002560	AAEL007814, AAEL021591
OG0001637	ADIR009721	AAEL007823
OG0001638	ADIR005977	AAEL007902
OG0001639	ADIR015882	AAEL007959
OG0001640	ADIR011206	AAEL007979
OG0001641	ADIR007314	AAEL007987, AAEL025151
OG0001642	ADIR007293	AAEL007996
OG0001643	ADIR008405	AAEL008010, AAEL025987
OG0001644	ADIR010562	AAEL008041
OG0001645	ADIR005317	AAEL023409, AAEL008046
OG0001647	ADIR003041	AAEL008154
OG0001648	ADIR003060	AAEL008188
OG0001649	ADIR008229	AAEL008219
OG0001650	ADIR001468	AAEL008403
OG0001651	ADIR001466	AAEL012845, AAEL008412
OG0001652	ADIR006670	AAEL021627, AAEL008416, AAEL022499, AAEL023848
OG0001653	ADIR006690, ADIR006687	AAEL008450
OG0001654	ADIR011635	AAEL008459
OG0001655	ADIR000770	AAEL008463
OG0001656	ADIR011248	AAEL008592
OG0001657	ADIR011123	AAEL008596
OG0001658	ADIR003215	AAEL008700
OG0001659	ADIR009651	AAEL008738
OG0001660	ADIR002426	AAEL008826
OG0001661	ADIR006856	AAEL023781, AAEL008842
OG0001662	ADIR003919, ADIR010988	AAEL008849
OG0001663	ADIR014799	AAEL008865
OG0001664	ADIR001135	AAEL008941
OG0001665	ADIR002090	AAEL008942
OG0001666	ADIR000802	AAEL026683, AAEL008956
OG0001667	ADIR001027	AAEL008960
OG0001668	ADIR003407	AAEL009097
OG0001669	ADIR006865	AAEL009183, AAEL027505
OG0001670	ADIR000433	AAEL009196
OG0001671	ADIR010938	AAEL009265
OG0001672	ADIR007052	AAEL009298
OG0001673	ADIR006649	AAEL009307
OG0001674	ADIR007965	AAEL009351, AAEL021624
