Orthogroup	AdirusWRAIR2	AminimusMINIMUS1
OG0001307	ADIR004071	AMIN001134
OG0001308	ADIR016032	AMIN016081
OG0001309	ADIR006498	AMIN002761
OG0001310	ADIR009044	AMIN000010
OG0001312	ADIR008275	AMIN003868
OG0001313	ADIR001372	AMIN005226
OG0001313	ADIR001371	AMIN005227
OG0001314	ADIR009746	AMIN006550
OG0001314	ADIR009747	AMIN006549
OG0001315	ADIR007216	AMIN010426
OG0001316	ADIR001369	AMIN005229
OG0001316	ADIR001368	AMIN005230
OG0001317	ADIR004548	AMIN004677
OG0001318	ADIR002833	AMIN000664
OG0001319	ADIR015822	AMIN015857
OG0001321	ADIR006904	AMIN010169
OG0001322	ADIR001575	AMIN007360
OG0001323	ADIR009875	AMIN016282
OG0001324	ADIR007367	AMIN007783
OG0001326	ADIR005046	AMIN009441
OG0001326	ADIR005047	AMIN009442
OG0001327	ADIR001059	AMIN002110
OG0001329	ADIR010308	AMIN002565
OG0001330	ADIR007926	AMIN010673
OG0001331	ADIR011287, ADIR001183	AMIN002026
OG0001332	ADIR009946	AMIN002187
OG0001333	ADIR011582	AMIN007021
OG0001334	ADIR010200	AMIN003654
OG0001335	ADIR007490	AMIN010967
OG0001335	ADIR007491	AMIN010968
OG0001336	ADIR016049	AMIN010915
OG0001337	ADIR010550	AMIN003261
OG0001337	ADIR010548	AMIN003263
OG0001338	ADIR010556	AMIN000536
OG0001338	ADIR010558	AMIN000534
OG0001339	ADIR005796	AMIN003118
OG0001340	ADIR005153	AMIN009541
OG0001340	ADIR005154	AMIN009542
OG0001341	ADIR002164	AMIN009181
OG0001341	ADIR002165	AMIN009182
OG0001342	ADIR006323	AMIN006102
OG0001343	ADIR003351	AMIN000295
OG0001344	ADIR003373	AMIN000271
OG0001344	ADIR003371	AMIN000272
OG0001345	ADIR001284	AMIN005727
OG0001345	ADIR001285	AMIN005728
OG0001346	ADIR006565	AMIN004056
OG0001347	ADIR011075	AMIN005985
OG0001347	ADIR011074	AMIN005986
OG0001348	ADIR005028	AMIN009422
OG0001348	ADIR005029	AMIN009423
OG0001348	ADIR005030	AMIN009424
OG0001349	ADIR016144	AMIN016225
OG0001350	ADIR010229	AMIN003939
OG0001351	ADIR003491	AMIN003884
OG0001351	ADIR003495	AMIN003880
OG0001352	ADIR003016	AMIN002461
OG0001354	ADIR016147	AMIN016152
OG0001355	ADIR010899	AMIN000985
OG0001355	ADIR010898	AMIN000986
OG0001356	ADIR006346	AMIN006083
OG0001357	ADIR009623	AMIN008735
OG0001358	ADIR009659	AMIN008219
OG0001358	ADIR009661	AMIN008217
OG0001359	ADIR011566	AMIN007037
OG0001360	ADIR004367	AMIN004407
OG0001360	ADIR004371	AMIN004412
OG0001361	ADIR009054, ADIR009056	AMIN000021
OG0001362	ADIR006294	AMIN009746
OG0001363	ADIR001627	AMIN011466
OG0001364	ADIR011701	AMIN005344
OG0001366	ADIR001036	AMIN005058
OG0001369	ADIR005631	AMIN009302
OG0001369	ADIR005632	AMIN009303
OG0001370	ADIR000329	AMIN008697, AMIN008696
OG0001371	ADIR015861	AMIN015804
OG0001372	ADIR010752	AMIN008496
OG0001372	ADIR010750	AMIN008495
OG0001373	ADIR001174	AMIN005713
OG0001374	ADIR004822	AMIN001494, AMIN001493, AMIN001492
OG0001375	ADIR007341	AMIN007757
OG0001376	ADIR003845	AMIN007306
OG0001376	ADIR003843	AMIN007308
OG0001377	ADIR000257	AMIN009022
OG0001377	ADIR000258	AMIN009023
OG0001378	ADIR002125	AMIN004246
OG0001378	ADIR002124	AMIN004247
OG0001380	ADIR007035	AMIN010353
OG0001381	ADIR005456	AMIN004788
OG0001382	ADIR007521	AMIN010997
OG0001383	ADIR003139	AMIN003691
OG0001384	ADIR014077	AMIN001216
OG0001384	ADIR000852	AMIN001210
OG0001385	ADIR003952	AMIN005663
OG0001385	ADIR003954	AMIN005665
OG0001386	ADIR000162	AMIN008862
OG0001387	ADIR005399	AMIN004734
OG0001387	ADIR005397	AMIN004732
OG0001388	ADIR003448	AMIN003213
OG0001389	ADIR006812	AMIN001670
OG0001390	ADIR003347	AMIN000299
OG0001392	ADIR003664	AMIN010114
OG0001392	ADIR003665	AMIN010115
OG0001393	ADIR000606	AMIN006007
OG0001394	ADIR003258, ADIR003259	AMIN000308
OG0001395	ADIR010449	AMIN003459
OG0001395	ADIR010448	AMIN003460
OG0001396	ADIR003866	AMIN010193
OG0001396	ADIR003867	AMIN010194
OG0001397	ADIR008394	AMIN000349
OG0001398	ADIR005974	AMIN001926
OG0001399	ADIR008311	AMIN000936
OG0001400	ADIR015900	AMIN016027
OG0001400	ADIR015901	AMIN015773
OG0001401	ADIR005238	AMIN009280
OG0001402	ADIR016045	AMIN006070
OG0001403	ADIR001793	AMIN008406
OG0001403	ADIR001791	AMIN008408
OG0001404	ADIR014138, ADIR011685, ADIR009320, ADIR009303	AMIN006185
OG0001405	ADIR005556	AMIN003010
OG0001405	ADIR005555	AMIN003011
OG0001406	ADIR007743, ADIR007744	AMIN011216
OG0001408	ADIR008952	AMIN000823
OG0001408	ADIR008951	AMIN000824
OG0001409	ADIR004172	AMIN011346
OG0001410	ADIR001845	AMIN008767
OG0001411	ADIR004252, ADIR004249	AMIN007694
OG0001412	ADIR001452, ADIR000500	AMIN009358
OG0001413	ADIR016046	AMIN016156
OG0001414	ADIR005633	AMIN009304
OG0001414	ADIR005634	AMIN009305
OG0001426	ADIR001292, ADIR001291	AMIN002015
OG0001426	ADIR001293	AMIN003806, AMIN002014
OG0001427	ADIR003748, ADIR003749	AMIN007382
OG0001428	ADIR004348	AMIN004401
OG0001429	ADIR007829, ADIR007828	AMIN011130
OG0001430	ADIR008186, ADIR008187, ADIR008190	AMIN010546
OG0001431	ADIR009187	AMIN008130
OG0001432	ADIR010885	AMIN000997
OG0001433	ADIR011299, ADIR011298	AMIN006138
OG0001434	ADIR011420	AMIN009390
OG0001434	ADIR014715	AMIN003103
OG0001443	ADIR009105	AMIN007487
OG0001444	ADIR004198	AMIN011327
OG0001445	ADIR015519	AMIN015547
OG0001447	ADIR008435	AMIN002748
OG0001448	ADIR002723	AMIN002473
OG0001449	ADIR011678	AMIN005327
OG0001450	ADIR006906	AMIN010167
OG0001451	ADIR004821	AMIN001495
OG0001452	ADIR006575	AMIN004042
OG0001453	ADIR015806	AMIN016098
OG0001454	ADIR000567	AMIN008932
OG0001455	ADIR010895	AMIN007267
OG0001456	ADIR005712	AMIN004976
OG0001458	ADIR005163	AMIN009550
OG0001459	ADIR009685	AMIN004437
OG0001460	ADIR000394	AMIN001311
OG0001462	ADIR009861	AMIN002399
OG0001463	ADIR002755	AMIN002507
OG0001464	ADIR015744	AMIN007342
OG0001465	ADIR000766	AMIN007168
OG0001465	ADIR000765	AMIN007169
OG0001466	ADIR000651	AMIN005886
OG0001467	ADIR006313	AMIN009620
OG0001468	ADIR006100	AMIN001798
OG0001469	ADIR009944	AMIN002185
OG0001470	ADIR006230	AMIN009683
OG0001471	ADIR008865	AMIN010014
OG0001472	ADIR007997	AMIN011302
OG0001473	ADIR009102	AMIN005773
OG0001474	ADIR004011	AMIN007243
OG0001475	ADIR006785	AMIN001644
OG0001476	ADIR004951	AMIN001032
OG0001477	ADIR000184	AMIN008885
OG0001478	ADIR007151	AMIN010257
OG0001479	ADIR007160	AMIN010250
OG0001480	ADIR011228	AMIN006208
OG0001481	ADIR003884	AMIN010693
OG0001482	ADIR003885	AMIN010695
OG0001483	ADIR003868	AMIN010197
OG0001483	ADIR003869	AMIN010198
OG0001484	ADIR003859	AMIN007577
OG0001486	ADIR016204, ADIR016203	AMIN010918
OG0001487	ADIR015605	AMIN011084
OG0001488	ADIR015950, ADIR015951	AMIN011553
OG0001489	ADIR004969	AMIN001570
OG0001490	ADIR006233	AMIN009685
OG0001491	ADIR000308	AMIN009063
OG0001492	ADIR011051	AMIN006235
OG0001492	ADIR011054	AMIN006233
OG0001493	ADIR011061	AMIN006226
OG0001494	ADIR011227	AMIN006209
OG0001495	ADIR004619	AMIN005162
OG0001496	ADIR006895	AMIN010179
OG0001497	ADIR006891	AMIN010182
OG0001498	ADIR001470, ADIR010642	AMIN005084
OG0001499	ADIR010812	AMIN005373
OG0001500	ADIR009525	AMIN006943
OG0001500	ADIR002375	AMIN005372
OG0001501	ADIR002872	AMIN000593
OG0001502	ADIR005157	AMIN009547
OG0001503	ADIR008291	AMIN000955
OG0001504	ADIR001749, ADIR001085	AMIN002024
OG0001505	ADIR000887	AMIN005745
OG0001506	ADIR008558, ADIR004340, ADIR001328	AMIN002088
OG0001507	ADIR016126	AMIN004292
OG0001508	ADIR000478	AMIN006859
OG0001509	ADIR004937	AMIN001375
OG0001510	ADIR007047	AMIN010341
OG0001511	ADIR000341	AMIN009313
OG0001512	ADIR009576	AMIN009316
OG0001513	ADIR010423	AMIN003485
OG0001513	ADIR010425	AMIN003483
OG0001514	ADIR004364	AMIN004405
OG0001515	ADIR001488	AMIN002085
OG0001516	ADIR000822	AMIN005442
OG0001517	ADIR007909	AMIN016039
OG0001518	ADIR002115	AMIN004255
OG0001519	ADIR010432	AMIN003478
OG0001521	ADIR008314	AMIN000933
OG0001522	ADIR002940	AMIN003837
OG0001523	ADIR011300	AMIN006137
OG0001524	ADIR003085	AMIN000500
OG0001525	ADIR000525	AMIN009335
OG0001526	ADIR007426	AMIN007977
OG0001527	ADIR011390	AMIN001603
OG0001528	ADIR011388	AMIN001600
OG0001529	ADIR008495	AMIN000175
OG0001529	ADIR008496	AMIN000176
OG0001532	ADIR002473	AMIN000561
OG0001533	ADIR005448	AMIN004780
OG0001534	ADIR010817	AMIN009213
OG0001535	ADIR010801	AMIN009198
OG0001535	ADIR010800	AMIN009197
OG0001536	ADIR010808	AMIN009206
OG0001537	ADIR016104	AMIN008239, AMIN008240
OG0001538	ADIR002827	AMIN000668
OG0001539	ADIR001787	AMIN008412
OG0001540	ADIR002286	AMIN008541
OG0001541	ADIR002484	AMIN000514
OG0001542	ADIR001002	AMIN005072
OG0001543	ADIR000818	AMIN005437
OG0001544	ADIR011002	AMIN006283
OG0001545	ADIR010999	AMIN006286
OG0001546	ADIR001813	AMIN008796
OG0001547	ADIR000380	AMIN001298
OG0001548	ADIR000379	AMIN001297
OG0001549	ADIR002725	AMIN002475
OG0001550	ADIR009121	AMIN007466
OG0001551	ADIR006085	AMIN001816
OG0001552	ADIR004345	AMIN004519, AMIN009554
OG0001553	ADIR003706	AMIN007416
OG0001554	ADIR011653	AMIN001228
OG0001555	ADIR009283	AMIN006630
OG0001556	ADIR011108, ADIR011107	AMIN016154
OG0001557	ADIR003014	AMIN002464
OG0001558	ADIR003013	AMIN002465
OG0001558	ADIR003012	AMIN002466
OG0001559	ADIR015717	AMIN001265
OG0001560	ADIR009681	AMIN004441
OG0001560	ADIR009682	AMIN004440
OG0001561	ADIR005687	AMIN005018
OG0001563	ADIR009083	AMIN000106
OG0001563	ADIR014787	AMIN000107
OG0001564	ADIR007138	AMIN010269
OG0001564	ADIR007139	AMIN010268
OG0001565	ADIR005348	AMIN004033
OG0001565	ADIR005349	AMIN004032
OG0001566	ADIR007438	AMIN007990
OG0001566	ADIR007440	AMIN007992
OG0001567	ADIR004613	AMIN002031
OG0001569	ADIR005390	AMIN004727
OG0001570	ADIR005384	AMIN004721
OG0001571	ADIR004692	AMIN001348
OG0001572	ADIR001325	AMIN005305
OG0001573	ADIR009479	AMIN008687
OG0001573	ADIR009480	AMIN008686
OG0001574	ADIR010106	AMIN002350
OG0001575	ADIR001020	AMIN001074
OG0001576	ADIR001161	AMIN005694
OG0001577	ADIR006827	AMIN009097
OG0001578	ADIR005862	AMIN000048
OG0001579	ADIR010304	AMIN002569
OG0001580	ADIR005365	AMIN004698
OG0001581	ADIR011710	AMIN007494
OG0001582	ADIR004115	AMIN007518
OG0001583	ADIR011711	AMIN007493
OG0001584	ADIR002058	AMIN004460
OG0001585	ADIR005592	AMIN006574
OG0001586	ADIR010571	AMIN004651
OG0001587	ADIR003431	AMIN003198
OG0001588	ADIR003436	AMIN003202
OG0001589	ADIR000292	AMIN009052
OG0001590	ADIR011260	AMIN006174
OG0001591	ADIR000519	AMIN009340
OG0001592	ADIR001727	AMIN015974
OG0001593	ADIR010395	AMIN003508
OG0001594	ADIR010394	AMIN003510
OG0001595	ADIR002543	AMIN002936
OG0001596	ADIR008141	AMIN009891
OG0001597	ADIR002020	AMIN004363, AMIN004365
OG0001598	ADIR002009	AMIN004380
OG0001598	ADIR002012	AMIN004377
OG0001599	ADIR002006	AMIN004383
OG0001600	ADIR001072	AMIN005508
OG0001601	ADIR000334	AMIN008703
OG0001602	ADIR004477	AMIN016270
OG0001603	ADIR011203	AMIN001724
OG0001604	ADIR008125	AMIN007532
OG0001605	ADIR008806	AMIN011379
OG0001606	ADIR010010	AMIN016251
OG0001607	ADIR001965	AMIN008584
OG0001608	ADIR001962	AMIN008587
OG0001609	ADIR001963	AMIN008586
OG0001610	ADIR008093	AMIN008022
OG0001611	ADIR004156	AMIN011361
OG0001612	ADIR009646	AMIN008714
OG0001613	ADIR009638	AMIN008721
OG0001614	ADIR001814	AMIN008794
OG0001615	ADIR010331	AMIN002543
OG0001616	ADIR009673	AMIN008207
OG0001617	ADIR008276	AMIN003867
OG0001618	ADIR010321	AMIN002552
OG0001619	ADIR006847	AMIN009082
OG0001620	ADIR006855	AMIN009076
OG0001621	ADIR005959	AMIN007133
OG0001622	ADIR000229	AMIN008991
OG0001623	ADIR002583	AMIN000212
OG0001624	ADIR006279	AMIN009727
OG0001625	ADIR009855, ADIR004503	AMIN016222
OG0001626	ADIR004723	AMIN016236
OG0001628	ADIR007804	AMIN011153
OG0001630	ADIR001215	AMIN005818
OG0001631	ADIR004561	AMIN002655
OG0001632	ADIR015668	AMIN011494, AMIN011492, AMIN011495
OG0001633	ADIR004897	AMIN001413
OG0001634	ADIR006023	AMIN001878
OG0001635	ADIR002562	AMIN002954
OG0001636	ADIR002560	AMIN002952
OG0001637	ADIR009721	AMIN001620, AMIN001621
OG0001638	ADIR005977	AMIN001924
OG0001639	ADIR015882	AMIN009729
OG0001640	ADIR011206	AMIN001727
OG0001641	ADIR007314	AMIN010513
OG0001642	ADIR007293	AMIN016032
OG0001643	ADIR008405	AMIN000338
OG0001644	ADIR010562	AMIN000528
OG0001645	ADIR005317	AMIN003320
OG0001647	ADIR003041	AMIN000456
OG0001648	ADIR003060	AMIN000474
OG0001649	ADIR008229	AMIN010588
OG0001650	ADIR001468	AMIN001986, AMIN001985
OG0001651	ADIR001466	AMIN001983
OG0001652	ADIR006670	AMIN004587
OG0001653	ADIR006690, ADIR006687	AMIN004604
OG0001654	ADIR011635	AMIN010756
OG0001655	ADIR000770	AMIN005792
OG0001656	ADIR011248	AMIN006186
OG0001657	ADIR011123	AMIN016153
OG0001658	ADIR003215	AMIN002815
OG0001659	ADIR009651	AMIN008225
OG0001660	ADIR002426	AMIN003346
OG0001661	ADIR006856	AMIN009074
OG0001662	ADIR010988	AMIN006302
OG0001663	ADIR014799	AMIN014628
OG0001664	ADIR001135	AMIN005474
OG0001665	ADIR002090	AMIN004491
OG0001666	ADIR000802	AMIN005479
OG0001667	ADIR001027	AMIN010062, AMIN005572
OG0001668	ADIR003407	AMIN000236
OG0001669	ADIR006865	AMIN007557
OG0001670	ADIR000433	AMIN006905, AMIN004952, AMIN004953
OG0001671	ADIR010938	AMIN006353
OG0001672	ADIR007052	AMIN010337
OG0001673	ADIR006649	AMIN004565
OG0001674	ADIR007965	AMIN010633
OG0001675	ADIR007966	AMIN010632
OG0001676	ADIR009175	AMIN014634, AMIN008119
OG0001677	ADIR009889	AMIN002429
OG0001678	ADIR002374	AMIN005374
OG0001679	ADIR001172	AMIN005708
OG0001680	ADIR006597	AMIN003163
OG0001681	ADIR002123	AMIN004248
OG0001682	ADIR005052, ADIR005050	AMIN009446
OG0001683	ADIR004442	AMIN004904
OG0001684	ADIR004441	AMIN004905
OG0001685	ADIR004574	AMIN002994
OG0001686	ADIR008918	AMIN000150
OG0001687	ADIR005594	AMIN006572
OG0001688	ADIR009735	AMIN006563
OG0001689	ADIR001139	AMIN005738
OG0001690	ADIR001176	AMIN005716
OG0001691	ADIR010032	AMIN002277
OG0001692	ADIR002311	AMIN001087
OG0001693	ADIR009478	AMIN008688
OG0001694	ADIR009079	AMIN000112
OG0001694	ADIR009080	AMIN000111
OG0001695	ADIR002927	AMIN003825
OG0001696	ADIR008991	AMIN003087
OG0001697	ADIR014151	AMIN011457
OG0001698	ADIR002823	AMIN000403
OG0001699	ADIR011358	AMIN007190
OG0001701	ADIR011278	AMIN006157
OG0001702	ADIR008553	AMIN007162
OG0001704	ADIR010761	AMIN008503
OG0001705	ADIR004381	AMIN004424
OG0001706	ADIR004384	AMIN004427
OG0001708	ADIR004177	AMIN011340
OG0001709	ADIR015593	AMIN004221
OG0001710	ADIR011581	AMIN007022
OG0001711	ADIR011673	AMIN009564
OG0001712	ADIR000920	AMIN005114
OG0001713	ADIR006870	AMIN007563
OG0001714	ADIR005085	AMIN009480
OG0001715	ADIR005602	AMIN007498
OG0001716	ADIR011484	AMIN009853, AMIN009378
OG0001717	ADIR011487	AMIN009855
OG0001717	ADIR011488	AMIN009856
OG0001718	ADIR002625	AMIN000197, AMIN000198
OG0001719	ADIR015742	AMIN007341
OG0001720	ADIR005487	AMIN004085
OG0001721	ADIR002636	AMIN000752
OG0001722	ADIR003382	AMIN000262
OG0001723	ADIR003384	AMIN000260
OG0001724	ADIR008710	AMIN015519
OG0001725	ADIR008021	AMIN011280
OG0001726	ADIR003882	AMIN010691
OG0001727	ADIR004632	AMIN005082
OG0001728	ADIR001827	AMIN008781
OG0001729	ADIR008535	AMIN007144
OG0001730	ADIR009794	AMIN010737
OG0001730	ADIR009795	AMIN010736
OG0001731	ADIR007718	AMIN008041
OG0001732	ADIR009157	AMIN008097
OG0001733	ADIR009156	AMIN008094
OG0001734	ADIR005578, ADIR005577	AMIN000136
OG0001735	ADIR002968	AMIN004224, AMIN000973
OG0001736	ADIR008316	AMIN000931
OG0001737	ADIR009751	AMIN006545
OG0001738	ADIR001387	AMIN005607
OG0001740	ADIR006957	AMIN008073
OG0001741	ADIR010312	AMIN002561
OG0001742	ADIR003927	AMIN005632
OG0001743	ADIR011384	AMIN001594
OG0001744	ADIR015525	AMIN015660
OG0001745	ADIR011382	AMIN001592
OG0001746	ADIR015526	AMIN015661
OG0001747	ADIR009227	AMIN008181, AMIN008179
OG0001748	ADIR006656	AMIN004574
OG0001749	ADIR003781	AMIN007287
OG0001750	ADIR001287	AMIN005730
OG0001751	ADIR010777	AMIN004323
OG0001752	ADIR010445	AMIN003462
OG0001753	ADIR009617	AMIN008743
OG0001754	ADIR002346	AMIN008552
OG0001755	ADIR004804	AMIN001509
OG0001756	ADIR016047	AMIN008028, AMIN008031
OG0001757	ADIR002363	AMIN003463
OG0001758	ADIR000672	AMIN001687
OG0001759	ADIR000675	AMIN001685
OG0001760	ADIR004609	AMIN002035
OG0001762	ADIR000795	AMIN005252
OG0001762	ADIR000796	AMIN005251
OG0001763	ADIR007031	AMIN010356
OG0001764	ADIR007524	AMIN010999
OG0001764	ADIR007526	AMIN011001
OG0001765	ADIR007531	AMIN011005
OG0001766	ADIR005785	AMIN006458
OG0001768	ADIR004247	AMIN007696
OG0001768	ADIR004246	AMIN007697
OG0001769	ADIR002880	AMIN000601
OG0001771	ADIR004977	AMIN001562, AMIN001533
OG0001772	ADIR004980	AMIN001558
OG0001773	ADIR002715	AMIN000414
OG0001774	ADIR006416	AMIN000407
OG0001775	ADIR006167	AMIN009768
OG0001776	ADIR007431	AMIN007983
OG0001777	ADIR004859	AMIN001453
OG0001778	ADIR006631	AMIN002634, AMIN002636
OG0001779	ADIR010780	AMIN004320
OG0001780	ADIR010781	AMIN004319
OG0001781	ADIR005301	AMIN003397
OG0001782	ADIR003096	AMIN003735
OG0001783	ADIR006736	AMIN004878
OG0001784	ADIR007739	AMIN011220
OG0001786	ADIR010960	AMIN006329
OG0001787	ADIR001236	AMIN005488
OG0001788	ADIR004146	AMIN010624
OG0001789	ADIR004147	AMIN010625
OG0001790	ADIR001802, ADIR001295	AMIN002012
OG0001791	ADIR009902	AMIN003556
OG0001792	ADIR003819	AMIN009998
OG0001793	ADIR003805	AMIN009986
OG0001794	ADIR003806	AMIN009987
OG0001795	ADIR001494	AMIN005564
OG0001796	ADIR016051	AMIN015771
OG0001797	ADIR007410	AMIN007957
OG0001798	ADIR010510	AMIN003399
OG0001799	ADIR006465	AMIN000646
OG0001800	ADIR004863	AMIN001449
OG0001801	ADIR007300	AMIN010499
OG0001802	ADIR005869	AMIN000080
OG0001803	ADIR000935	AMIN005838
OG0001804	ADIR011312	AMIN006121
OG0001805	ADIR006461	AMIN015794
OG0001806	ADIR016158	AMIN009903
OG0001807	ADIR011423	AMIN009387
OG0001807	ADIR011422	AMIN009388
OG0001808	ADIR009820	AMIN011580
OG0001808	ADIR009821	AMIN011581
OG0001809	ADIR005171	AMIN009558
OG0001810	ADIR005180	AMIN009569
OG0001811	ADIR002536	AMIN002928
OG0001812	ADIR006559, ADIR000843	AMIN005218
OG0001813	ADIR004152	AMIN010630
OG0001814	ADIR004153	AMIN010631
OG0001815	ADIR004964	AMIN001576, AMIN001574
OG0001816	ADIR007852, ADIR004479	AMIN011109
OG0001817	ADIR015888	AMIN009741, AMIN009740
OG0001818	ADIR003700	AMIN010148
OG0001819	ADIR003946	AMIN005653
OG0001820	ADIR007026	AMIN010361
OG0001821	ADIR007655, ADIR007656	AMIN007908
OG0001822	ADIR006265	AMIN009715
OG0001823	ADIR007204	AMIN010415
OG0001824	ADIR009340	AMIN006690
OG0001825	ADIR000790	AMIN005256
OG0001826	ADIR015559, ADIR015558	AMIN015552
OG0001828	ADIR010934	AMIN006358
OG0001829	ADIR004343	AMIN008903
OG0001830	ADIR008660	AMIN007611
OG0001831	ADIR000988, ADIR000989	AMIN002093
OG0001832	ADIR002356	AMIN008561
OG0001833	ADIR010845	AMIN007185
OG0001834	ADIR009810, ADIR009809	AMIN015497
OG0001835	ADIR004410	AMIN004932
OG0001835	ADIR004409	AMIN004933
OG0001836	ADIR005062	AMIN009456
OG0001837	ADIR006742	AMIN004883
OG0001837	ADIR006739	AMIN004881
OG0001838	ADIR002044	AMIN008289
OG0001838	ADIR002046	AMIN008290
OG0001839	ADIR006130	AMIN001761
OG0001840	ADIR011540, ADIR003133	AMIN005561
OG0001841	ADIR008203	AMIN010560
OG0001842	ADIR000507	AMIN009351
OG0001843	ADIR010406	AMIN003499
OG0001843	ADIR010405	AMIN003500
OG0001844	ADIR009848, ADIR009468	AMIN006986
OG0001845	ADIR015691	AMIN015778
OG0001846	ADIR000080	AMIN008369
OG0001847	ADIR001991	AMIN014466
OG0001847	ADIR009777	AMIN005573, AMIN009051
OG0001848	ADIR001138, ADIR006420	AMIN005470
OG0001849	ADIR001750	AMIN008447
OG0001849	ADIR001751	AMIN008446
OG0001850	ADIR003166	AMIN000620
OG0001850	ADIR003167	AMIN000621
OG0001851	ADIR009883	AMIN002423
OG0001852	ADIR001763	AMIN008435
OG0001852	ADIR001764	AMIN008434
OG0001853	ADIR015714	AMIN015973
OG0001854	ADIR010789	AMIN004311
OG0001855	ADIR003559	AMIN007619
OG0001856	ADIR003968, ADIR003969	AMIN015737
OG0001857	ADIR003141	AMIN003689
OG0001857	ADIR003140	AMIN003690
OG0001858	ADIR007219	AMIN016030
OG0001859	ADIR010455	AMIN003454
OG0001860	ADIR003381	AMIN000263
OG0001861	ADIR007161	AMIN010248
OG0001862	ADIR005300	AMIN003396
OG0001863	ADIR009220	AMIN008168
OG0001864	ADIR011493	AMIN009862
OG0001865	ADIR001317	AMIN005321
OG0001866	ADIR010491	AMIN003416
OG0001867	ADIR011076	AMIN005984
OG0001868	ADIR004552	AMIN004673
OG0001868	ADIR004551	AMIN004674
OG0001869	ADIR005735	AMIN004954, AMIN006497, AMIN004999
OG0001870	ADIR010723	AMIN000808
OG0001871	ADIR003838	AMIN007313
OG0001872	ADIR008442	AMIN014894, AMIN014892, AMIN002741
OG0001873	ADIR010311	AMIN002562
OG0001874	ADIR010714	AMIN003048
OG0001874	ADIR010713	AMIN003047
OG0001875	ADIR008777	AMIN010798
OG0001875	ADIR008778	AMIN010797
OG0001876	ADIR006683	AMIN004600
OG0001876	ADIR006678	AMIN004595
OG0001877	ADIR015705	AMIN004826, AMIN004827
OG0001878	ADIR011224	AMIN006215, AMIN006213
OG0001879	ADIR000190	AMIN008890
OG0001880	ADIR006386	AMIN002697
OG0001880	ADIR006385	AMIN002696, AMIN011086
OG0001880	ADIR006387	AMIN002698
OG0001881	ADIR004395	AMIN009979
OG0001883	ADIR000879, ADIR008834	AMIN009931
OG0001884	ADIR004729	AMIN001054
OG0001885	ADIR002574	AMIN002968
OG0001886	ADIR000884	AMIN005742
OG0001887	ADIR001381	AMIN005613
OG0001889	ADIR003948	AMIN005658
OG0001889	ADIR003950	AMIN005661
OG0001890	ADIR009666	AMIN008213
OG0001891	ADIR005043	AMIN009438
OG0001892	ADIR009075	AMIN000116
OG0001892	ADIR009077	AMIN000114
OG0001893	ADIR002005	AMIN004384, AMIN004338
OG0001894	ADIR001349	AMIN002076
OG0001895	ADIR008239, ADIR008240	AMIN010600
OG0001896	ADIR004736	AMIN001064
OG0001897	ADIR001264	AMIN005514, AMIN005515
OG0001898	ADIR000959	AMIN005288
OG0001899	ADIR000605	AMIN006008
OG0001901	ADIR000721	AMIN006378
OG0001902	ADIR002907	AMIN002991
OG0001903	ADIR003055	AMIN000469
OG0001905	ADIR009690	AMIN000638
OG0001906	ADIR005354	AMIN004037
OG0001907	ADIR009619	AMIN008739
OG0001907	ADIR009620	AMIN008738
OG0001908	ADIR010310	AMIN002563
OG0001909	ADIR011251	AMIN006182
OG0001910	ADIR009743	AMIN006553
OG0001910	ADIR009742	AMIN006554
OG0001912	ADIR002226	AMIN004504
OG0001913	ADIR011669	AMIN005221, AMIN005223
OG0001914	ADIR008620	AMIN011518
OG0001915	ADIR003323	AMIN003811
OG0001916	ADIR003539	AMIN000785
OG0001917	ADIR010533	AMIN003280
OG0001918	ADIR001340	AMIN002067
OG0001919	ADIR006898	AMIN016209, AMIN010174
OG0001920	ADIR002718	AMIN000410
OG0001921	ADIR002796	AMIN000378
OG0001922	ADIR007437	AMIN007989
OG0001923	ADIR008022	AMIN011279
OG0001924	ADIR004794	AMIN006781
OG0001925	ADIR001330	AMIN002090
OG0001926	ADIR004600	AMIN005567
OG0001927	ADIR008597	AMIN009966, AMIN009965
OG0001928	ADIR008075	AMIN011226
OG0001929	ADIR011752	AMIN005224
OG0001930	ADIR006887	AMIN016212
OG0001931	ADIR005212	AMIN001231, AMIN001193
OG0001933	ADIR008917	AMIN000149
OG0001934	ADIR008799	AMIN011386
OG0001935	ADIR004670	AMIN001324
OG0001937	ADIR007320	AMIN010519
OG0001938	ADIR009556	AMIN006913
OG0001939	ADIR009997, ADIR009999	AMIN015735
OG0001940	ADIR005753	AMIN005390
OG0001941	ADIR001354	AMIN005486
OG0001942	ADIR015677	AMIN007330, AMIN007331
OG0001943	ADIR010369	AMIN003533
OG0001944	ADIR010788	AMIN004312
OG0001945	ADIR002380	AMIN005359
OG0001946	ADIR009989, ADIR011656	AMIN006606
OG0001947	ADIR005933	AMIN007109, AMIN007108
OG0001948	ADIR001111	AMIN005424
OG0001949	ADIR006014	AMIN001886
OG0001950	ADIR006963	AMIN007679
OG0001951	ADIR006105	AMIN001795
OG0001952	ADIR008015	AMIN011287
OG0001953	ADIR006890	AMIN010183
OG0001954	ADIR003809, ADIR003810	AMIN009989
OG0001955	ADIR009700	AMIN007233
