Orthogroup	AdirusWRAIR2	AsinensisChina
OG0002347	ADIR002330	ASIC018191
OG0002348	ADIR002524	ASIC004325
OG0002349	ADIR002826	ASIC021519, ASIC021518
OG0002350	ADIR005825	ASIC011104
OG0002351	ADIR015686	ASIC009921
OG0002352	ADIR011541	ASIC007654
OG0002353	ADIR001143	ASIC009591, ASIC015326
OG0002354	ADIR001178	ASIC003973
OG0002355	ADIR000506	ASIC004931
OG0002356	ADIR002837	ASIC021496
OG0002357	ADIR005568	ASIC010108
OG0002359	ADIR002838	ASIC021495
OG0002360	ADIR008746	ASIC018824
OG0002361	ADIR008855	ASIC012405
OG0002362	ADIR011000	ASIC013622
OG0002363	ADIR009699	ASIC017364
OG0002364	ADIR002965	ASIC006141
OG0002365	ADIR011004	ASIC013631
OG0002366	ADIR004707	ASIC006517
OG0002367	ADIR010085	ASIC011485
OG0002368	ADIR011364	ASIC008520, ASIC008531
OG0002369	ADIR005696	ASIC009313
OG0002370	ADIR005709	ASIC002175
OG0002371	ADIR000446	ASIC017836
OG0002372	ADIR010650	ASIC008412
OG0002373	ADIR000378	ASIC005978
OG0002374	ADIR009304	ASIC012855
OG0002375	ADIR001781	ASIC004772
OG0002376	ADIR000403	ASIC017921
OG0002377	ADIR001768	ASIC004763
OG0002378	ADIR001780	ASIC004771
OG0002379	ADIR001771	ASIC004754
OG0002381	ADIR001769	ASIC004774
OG0002382	ADIR009119	ASIC011305
OG0002383	ADIR006424	ASIC000807
OG0002384	ADIR010382	ASIC004856
OG0002385	ADIR003169	ASIC015007
OG0002386	ADIR015611	ASIC007365
OG0002387	ADIR006081	ASIC007364
OG0002388	ADIR006819, ADIR006818	ASIC014123
OG0002389	ADIR004846	ASIC006890
OG0002390	ADIR006730	ASIC020170
OG0002391	ADIR002851	ASIC020823
OG0002392	ADIR006728	ASIC020168
OG0002393	ADIR007608	ASIC019906
OG0002395	ADIR001493	ASIC009156, ASIC004465
OG0002396	ADIR006504	ASIC016864
OG0002397	ADIR007429	ASIC010992
OG0002398	ADIR010193	ASIC013987
OG0002399	ADIR006505	ASIC016875
OG0002401	ADIR010860	ASIC009075
OG0002402	ADIR004682	ASIC006470
OG0002403	ADIR010862	ASIC009086
OG0002404	ADIR016111	ASIC006598
OG0002405	ADIR005174	ASIC014541
OG0002406	ADIR009277	ASIC010155
OG0002408	ADIR009273	ASIC010157
OG0002409	ADIR000364	ASIC015515
OG0002410	ADIR000359	ASIC015582
OG0002411	ADIR000365	ASIC015504
OG0002412	ADIR000361	ASIC015548
OG0002414	ADIR007380	ASIC017442
OG0002415	ADIR004420	ASIC021870
OG0002416	ADIR004284	ASIC000414, ASIC013785
OG0002417	ADIR007684	ASIC002709
OG0002418	ADIR004277	ASIC003259
OG0002419	ADIR009328	ASIC020540
OG0002420	ADIR009321	ASIC012868
OG0002421	ADIR004516	ASIC020906
OG0002422	ADIR010842	ASIC005299
OG0002423	ADIR009359	ASIC002626
OG0002424	ADIR010846	ASIC005304
OG0002425	ADIR006334	ASIC012615, ASIC012614
OG0002426	ADIR009357	ASIC002624
OG0002427	ADIR005773	ASIC005574
OG0002428	ADIR004517	ASIC020903
OG0002429	ADIR005775	ASIC013876
OG0002430	ADIR003643	ASIC019093
OG0002431	ADIR009767, ADIR009766	ASIC005571
OG0002432	ADIR006218	ASIC015755
OG0002433	ADIR002129	ASIC004804
OG0002434	ADIR002128	ASIC004806
OG0002435	ADIR009763	ASIC005577
OG0002436	ADIR002127	ASIC004808
OG0002437	ADIR003596	ASIC019645
OG0002438	ADIR006000	ASIC002437
OG0002439	ADIR008750	ASIC003107
OG0002440	ADIR008749	ASIC003106
OG0002441	ADIR007443	ASIC001377, ASIC016620
OG0002442	ADIR009284	ASIC010122
OG0002443	ADIR009190	ASIC014965
OG0002444	ADIR009184	ASIC014972
OG0002445	ADIR009189	ASIC014967
OG0002446	ADIR006993	ASIC002499
OG0002447	ADIR006406	ASIC021092
OG0002448	ADIR006403	ASIC020557
OG0002449	ADIR011498	ASIC012776
OG0002450	ADIR005392	ASIC020968
OG0002451	ADIR003389	ASIC020876
OG0002452	ADIR016060	ASIC020915
OG0002453	ADIR001323	ASIC007625
OG0002454	ADIR001223	ASIC006819
OG0002455	ADIR009389	ASIC008558
OG0002456	ADIR009474	ASIC013663
OG0002457	ADIR002156	ASIC007893
OG0002458	ADIR002157	ASIC007894
OG0002459	ADIR002158	ASIC007896
OG0002460	ADIR010221	ASIC022233
OG0002461	ADIR010218	ASIC022222
OG0002462	ADIR010205	ASIC014024
OG0002463	ADIR000972	ASIC020320
OG0002464	ADIR004800	ASIC009948
OG0002465	ADIR005415	ASIC020587
OG0002466	ADIR009562	ASIC019349
OG0002467	ADIR000338	ASIC019430, ASIC019429
OG0002468	ADIR015965	ASIC011552
OG0002469	ADIR015978	ASIC011553
OG0002470	ADIR009784	ASIC010257, ASIC018856
OG0002471	ADIR011429	ASIC012058
OG0002472	ADIR004924	ASIC006568
OG0002473	ADIR004266	ASIC018869
OG0002474	ADIR011293	ASIC014426
OG0002475	ADIR011285	ASIC014434
OG0002476	ADIR011288	ASIC014429
OG0002477	ADIR001776	ASIC004761
OG0002478	ADIR005567	ASIC005798
OG0002479	ADIR005193, ADIR007494	ASIC015087
OG0002480	ADIR009692	ASIC017345
OG0002481	ADIR004893	ASIC006614
OG0002482	ADIR015841	ASIC007108
OG0002483	ADIR003441	ASIC010486
OG0002484	ADIR006591	ASIC020959
OG0002485	ADIR008445	ASIC021040
OG0002486	ADIR006588	ASIC020964
OG0002487	ADIR005363	ASIC020954
OG0002488	ADIR005662	ASIC009336
OG0002489	ADIR002057	ASIC022364
OG0002490	ADIR002060	ASIC022160
OG0002491	ADIR015715	ASIC015614
OG0002492	ADIR015716	ASIC015613
OG0002493	ADIR009731	ASIC015890
OG0002494	ADIR000354	ASIC015612
OG0002495	ADIR010654	ASIC000337
OG0002496	ADIR008474	ASIC007061
OG0002497	ADIR002578	ASIC021722
OG0002498	ADIR003438, ADIR003437	ASIC008689
OG0002499	ADIR001842	ASIC005073
OG0002500	ADIR002428	ASIC008998
OG0002501	ADIR015704	ASIC008994
OG0002502	ADIR009193	ASIC014962
OG0002503	ADIR002433	ASIC008990
OG0002504	ADIR002435	ASIC008988
OG0002505	ADIR010512	ASIC004554
OG0002506	ADIR003392	ASIC020872
OG0002507	ADIR003390	ASIC020875
OG0002508	ADIR002105	ASIC015242
OG0002509	ADIR002835	ASIC021499, ASIC021498
OG0002510	ADIR010317	ASIC002752, ASIC002751
OG0002511	ADIR008481	ASIC007053
OG0002512	ADIR010316	ASIC002750
OG0002513	ADIR002781	ASIC012633
OG0002514	ADIR010393	ASIC002834
OG0002515	ADIR006623	ASIC003509
OG0002516	ADIR008142	ASIC012928
OG0002517	ADIR008144	ASIC012933, ASIC012931
OG0002518	ADIR008140	ASIC012926
OG0002519	ADIR005485	ASIC020118
OG0002520	ADIR003022	ASIC000725
OG0002521	ADIR011136, ADIR015994	ASIC017581
OG0002522	ADIR009813	ASIC021263, ASIC021262
OG0002523	ADIR009817	ASIC021256
OG0002524	ADIR005284	ASIC007579
OG0002525	ADIR002736	ASIC000827
OG0002526	ADIR001546	ASIC012302, ASIC012303
OG0002527	ADIR002738	ASIC000828
OG0002528	ADIR002734	ASIC000823
OG0002529	ADIR002739	ASIC000829
OG0002531	ADIR002021	ASIC014767, ASIC014769
OG0002532	ADIR001996, ADIR001995	ASIC014818
OG0002533	ADIR002008	ASIC014798
OG0002534	ADIR002002	ASIC014806, ASIC014796
OG0002535	ADIR000335	ASIC014484
OG0002536	ADIR000601	ASIC010632
OG0002537	ADIR003589	ASIC019630
OG0002538	ADIR011419	ASIC020720
OG0002539	ADIR006376	ASIC013106
OG0002540	ADIR011418	ASIC020731
OG0002541	ADIR006375	ASIC013105
OG0002542	ADIR005651	ASIC015285
OG0002543	ADIR005743	ASIC002949
OG0002544	ADIR005899	ASIC007414
OG0002545	ADIR006031	ASIC007254
OG0002546	ADIR006035	ASIC007266
OG0002547	ADIR016084	ASIC012905
OG0002548	ADIR008129	ASIC012910
OG0002549	ADIR016193, ADIR016192	ASIC018963
OG0002550	ADIR005829	ASIC011099
OG0002552	ADIR007986	ASIC018970
OG0002553	ADIR005941	ASIC007443
OG0002554	ADIR016113	ASIC016006
OG0002555	ADIR010008	ASIC011392
OG0002556	ADIR009308	ASIC012854
OG0002557	ADIR001959	ASIC018107
OG0002558	ADIR001966	ASIC018116
OG0002559	ADIR001960	ASIC018108
OG0002560	ADIR001961	ASIC018109
OG0002561	ADIR002867	ASIC013215
OG0002562	ADIR008815	ASIC016335
OG0002563	ADIR008816	ASIC016334
OG0002564	ADIR004166	ASIC003120
OG0002565	ADIR004154	ASIC016276
OG0002566	ADIR000449	ASIC017832
OG0002567	ADIR003302	ASIC002420, ASIC002421
OG0002568	ADIR000447	ASIC017835, ASIC017834
OG0002569	ADIR002770	ASIC003357
OG0002570	ADIR014286	ASIC001786
OG0002571	ADIR000931	ASIC004359
OG0002572	ADIR009704	ASIC005173
OG0002573	ADIR010344	ASIC019271, ASIC000881
OG0002574	ADIR002277	ASIC018243
OG0002575	ADIR000273	ASIC015443
OG0002576	ADIR002276	ASIC018239
OG0002577	ADIR007126	ASIC003714
OG0002578	ADIR009928	ASIC008353, ASIC001767
OG0002579	ADIR006411	ASIC021086
OG0002580	ADIR010504	ASIC004910
OG0002581	ADIR004133	ASIC007713
OG0002582	ADIR003594	ASIC019641
OG0002583	ADIR010505	ASIC004911
OG0002584	ADIR008371	ASIC020124
OG0002585	ADIR008373	ASIC020126
OG0002587	ADIR000533	ASIC018012
OG0002588	ADIR001826	ASIC005051
OG0002589	ADIR001825	ASIC005050
OG0002590	ADIR000532	ASIC018014
OG0002592	ADIR005362	ASIC003528
OG0002593	ADIR010952	ASIC014230
OG0002594	ADIR005318	ASIC004666
OG0002595	ADIR006351	ASIC003840
OG0002596	ADIR010156	ASIC020997
OG0002597	ADIR010155	ASIC020998
OG0002598	ADIR005563	ASIC005788
OG0002599	ADIR015998	ASIC017737
OG0002600	ADIR015999	ASIC017726
OG0002601	ADIR004743	ASIC014591
OG0002602	ADIR007469	ASIC011704, ASIC011703
OG0002603	ADIR005531	ASIC006181
OG0002604	ADIR006342	ASIC006117
OG0002605	ADIR011463	ASIC006110
OG0002606	ADIR011462	ASIC006109, ASIC006108
OG0002607	ADIR005156	ASIC017188
OG0002608	ADIR003102	ASIC008014
OG0002609	ADIR004475	ASIC020088, ASIC020087
OG0002610	ADIR003118	ASIC008004
OG0002611	ADIR009239	ASIC018495
OG0002612	ADIR008609	ASIC016479
OG0002613	ADIR004408	ASIC021728, ASIC021739
OG0002614	ADIR004542	ASIC008403
OG0002615	ADIR004544	ASIC008433
OG0002616	ADIR004541	ASIC008407
OG0002617	ADIR004543	ASIC008404
OG0002618	ADIR004093, ADIR004092	ASIC013458
OG0002619	ADIR004090	ASIC013457
OG0002620	ADIR004088	ASIC013456, ASIC013454
OG0002621	ADIR010063, ADIR010052, ADIR008448	ASIC021047
OG0002623	ADIR005455	ASIC012655
OG0002624	ADIR008511	ASIC013315
OG0002625	ADIR004563	ASIC011971
OG0002626	ADIR010631	ASIC003204
OG0002627	ADIR008068, ADIR008069	ASIC011007
OG0002628	ADIR008070	ASIC011005, ASIC011004
OG0002629	ADIR000679	ASIC006101
OG0002630	ADIR000681	ASIC006121
OG0002631	ADIR004898	ASIC006602
OG0002633	ADIR004718	ASIC010828
OG0002634	ADIR004717	ASIC010829
OG0002635	ADIR002593	ASIC013940
OG0002636	ADIR003637	ASIC019086, ASIC019085
OG0002637	ADIR003275	ASIC021355
OG0002638	ADIR000913	ASIC015907
OG0002639	ADIR001024	ASIC005692, ASIC007594
OG0002640	ADIR009342	ASIC002799
OG0002641	ADIR009334, ADIR009335	ASIC000702
OG0002642	ADIR009338	ASIC002803
OG0002643	ADIR009339	ASIC002802
OG0002644	ADIR006025	ASIC007237
OG0002645	ADIR006021	ASIC007233
OG0002646	ADIR006015	ASIC007226
OG0002647	ADIR006024	ASIC007239
OG0002648	ADIR006022	ASIC007234
OG0002649	ADIR001738	ASIC019374
OG0002650	ADIR009454	ASIC009533
OG0002651	ADIR001003	ASIC017006
OG0002652	ADIR004353	ASIC008503
OG0002653	ADIR006662	ASIC008452
OG0002654	ADIR002556	ASIC011225
OG0002655	ADIR006378	ASIC009782
OG0002656	ADIR004527	ASIC008428
OG0002657	ADIR006155	ASIC006434
OG0002658	ADIR009720	ASIC010728
OG0002659	ADIR005787	ASIC010904
OG0002660	ADIR001425	ASIC000609
OG0002661	ADIR005924	ASIC007451
OG0002662	ADIR000269	ASIC015452
OG0002663	ADIR000008	ASIC022355
OG0002664	ADIR000469	ASIC017789
OG0002665	ADIR005692	ASIC007155
OG0002666	ADIR005966	ASIC007470, ASIC007471
OG0002667	ADIR007312	ASIC002855
OG0002668	ADIR007291	ASIC002858
OG0002669	ADIR007292	ASIC002857
OG0002670	ADIR003468	ASIC005664
OG0002671	ADIR007296	ASIC002862
OG0002672	ADIR007295	ASIC002861
OG0002673	ADIR003935	ASIC007106
OG0002674	ADIR001508	ASIC020385
OG0002675	ADIR001253	ASIC003912
OG0002676	ADIR005480	ASIC020231
OG0002677	ADIR002476	ASIC020104, ASIC020103
OG0002678	ADIR000820	ASIC007572
OG0002679	ADIR010068	ASIC011465
OG0002680	ADIR006643	ASIC014841, ASIC014840
OG0002681	ADIR002082	ASIC022212
OG0002682	ADIR003045	ASIC008341
OG0002683	ADIR003048	ASIC008343
OG0002684	ADIR003044	ASIC008339, ASIC008340
OG0002685	ADIR003059	ASIC008155
OG0002686	ADIR006882	ASIC015162
OG0002687	ADIR008233	ASIC007836, ASIC007838, ASIC007837
OG0002688	ADIR003074	ASIC008192
OG0002689	ADIR001795	ASIC004790
OG0002691	ADIR004627	ASIC009526
OG0002692	ADIR009390	ASIC008569, ASIC008580
OG0002693	ADIR004028	ASIC016186
OG0002694	ADIR000600	ASIC010636
OG0002695	ADIR000869	ASIC009649
OG0002696	ADIR016044	ASIC018680
OG0002697	ADIR010580	ASIC021647
OG0002698	ADIR010573	ASIC021642
OG0002699	ADIR000043	ASIC019318
OG0002700	ADIR001465	ASIC005169, ASIC005167
OG0002701	ADIR006894	ASIC012958
OG0002702	ADIR001314	ASIC020463
OG0002703	ADIR002942	ASIC012581
OG0002704	ADIR002941	ASIC012577
OG0002705	ADIR009040	ASIC014274
OG0002706	ADIR009004	ASIC002702
OG0002707	ADIR006684	ASIC008788
OG0002708	ADIR002053	ASIC003654
OG0002709	ADIR000817	ASIC009711
OG0002710	ADIR006574	ASIC014050
OG0002712	ADIR006221	ASIC015787
OG0002713	ADIR003849	ASIC012200
OG0002714	ADIR007918	ASIC021175
OG0002715	ADIR008742	ASIC021173
OG0002715	ADIR008741	ASIC021171
OG0002716	ADIR007917	ASIC021174
OG0002718	ADIR004221	ASIC016797
OG0002719	ADIR000771, ADIR001983	ASIC018140
OG0002720	ADIR002362	ASIC018143, ASIC018142
OG0002722	ADIR011254	ASIC017293
OG0002723	ADIR005189	ASIC014577
OG0002724	ADIR007786, ADIR005690	ASIC016826
OG0002725	ADIR003203	ASIC009831, ASIC009832
OG0002726	ADIR004067	ASIC013430
OG0002727	ADIR006697	ASIC015128
OG0002728	ADIR009442	ASIC013884
OG0002729	ADIR009438	ASIC013919
OG0002730	ADIR009443	ASIC013888
OG0002731	ADIR009437	ASIC013918
OG0002732	ADIR001616	ASIC016541
OG0002733	ADIR010554	ASIC002371
OG0002734	ADIR008389	ASIC007018
OG0002735	ADIR008390	ASIC007011
OG0002736	ADIR006858	ASIC002628
OG0002737	ADIR010978	ASIC017629
OG0002738	ADIR010987	ASIC017619
OG0002739	ADIR009150	ASIC011276
OG0002740	ADIR001865	ASIC015561
OG0002741	ADIR001860	ASIC015555
OG0002743	ADIR002056	ASIC010972
OG0002744	ADIR001326	ASIC006215
OG0002745	ADIR006576	ASIC014048
OG0002746	ADIR003540	ASIC012530
OG0002747	ADIR001044	ASIC011725
OG0002748	ADIR008908	ASIC008810
OG0002749	ADIR008207	ASIC007786
OG0002750	ADIR003417, ADIR003418	ASIC012557
OG0002751	ADIR006611	ASIC008850
OG0002752	ADIR006609	ASIC008854
OG0002753	ADIR004773	ASIC014650
OG0002754	ADIR002495	ASIC010054
OG0002755	ADIR001047, ADIR006840	ASIC009615
OG0002756	ADIR006869	ASIC015056
OG0002757	ADIR006866	ASIC015058
OG0002758	ADIR006881	ASIC018925
OG0002759	ADIR006885	ASIC018928
OG0002760	ADIR006884	ASIC018927
OG0002761	ADIR007695	ASIC002076
OG0002762	ADIR010940	ASIC014207
OG0002763	ADIR010935	ASIC014199
OG0002764	ADIR008046	ASIC011047
OG0002765	ADIR001684	ASIC019211
OG0002766	ADIR001752	ASIC019281
OG0002767	ADIR007048	ASIC003805
OG0002768	ADIR007053	ASIC003810
OG0002769	ADIR007051	ASIC003808
OG0002770	ADIR016201	ASIC011048
OG0002771	ADIR004422	ASIC021873
OG0002772	ADIR006650	ASIC014852
OG0002773	ADIR009705	ASIC004353
OG0002774	ADIR004469, ADIR006749	ASIC020679
OG0002775	ADIR004113	ASIC013500
OG0002776	ADIR003088	ASIC008216
OG0002777	ADIR002679	ASIC008310, ASIC008311
OG0002778	ADIR002360	ASIC018145
OG0002779	ADIR000461	ASIC017803
OG0002780	ADIR016119, ADIR016120	ASIC017775
OG0002781	ADIR006329	ASIC012593
OG0002782	ADIR003790	ASIC014915
OG0002783	ADIR001025	ASIC007595
OG0002784	ADIR001453	ASIC020418
OG0002785	ADIR002119	ASIC004821
OG0002786	ADIR011309	ASIC014390
OG0002787	ADIR005618	ASIC015328
OG0002788	ADIR009778	ASIC007129
OG0002789	ADIR009125	ASIC011845
OG0002790	ADIR005401	ASIC004010, ASIC004011
OG0002791	ADIR003875, ADIR003877	ASIC009887
OG0002792	ADIR002639	ASIC004612
OG0002793	ADIR004576	ASIC003490
OG0002794	ADIR001035	ASIC005226
OG0002795	ADIR009662	ASIC004951
OG0002796	ADIR002232	ASIC018289, ASIC018290
OG0002797	ADIR008304	ASIC021588, ASIC021589
OG0002798	ADIR005875	ASIC014326
OG0002799	ADIR011641	ASIC005193
OG0002799	ADIR011640	ASIC005192
OG0002800	ADIR008800	ASIC003098
OG0002801	ADIR008798	ASIC003096
OG0002802	ADIR009736	ASIC015885
OG0002803	ADIR001358	ASIC016970
OG0002805	ADIR009267	ASIC013492
OG0002806	ADIR011721	ASIC013493
OG0002807	ADIR004070	ASIC013434
OG0002808	ADIR010033	ASIC011397
OG0002809	ADIR010035	ASIC011400
OG0002810	ADIR010034	ASIC011398
OG0002811	ADIR007876	ASIC018521
OG0002812	ADIR007875	ASIC018522
OG0002813	ADIR001356	ASIC004458
OG0002814	ADIR006439	ASIC010067
OG0002815	ADIR003145	ASIC017088, ASIC000995, ASIC005334
OG0002816	ADIR006440	ASIC010066, ASIC010065
OG0002817	ADIR002897	ASIC005530
OG0002818	ADIR008265	ASIC014105
OG0002819	ADIR008305	ASIC003034
OG0002820	ADIR006714	ASIC015095
OG0002821	ADIR004789	ASIC009979
OG0002822	ADIR002703	ASIC008261
OG0002823	ADIR004287	ASIC013702
OG0002824	ADIR006669	ASIC002485
OG0002825	ADIR002604	ASIC005535
OG0002826	ADIR002926	ASIC002574
OG0002827	ADIR005799	ASIC021410
OG0002828	ADIR007760	ASIC016867
OG0002829	ADIR002404	ASIC004075
OG0002830	ADIR002405	ASIC004076
OG0002831	ADIR002395	ASIC004061
OG0002832	ADIR008990	ASIC010374
OG0002833	ADIR003065	ASIC008169
OG0002834	ADIR003067	ASIC008172, ASIC008173
OG0002835	ADIR014824	ASIC005399
OG0002836	ADIR001740	ASIC019311
OG0002837	ADIR001741	ASIC019310
OG0002838	ADIR007290	ASIC019690
OG0002839	ADIR000719	ASIC004874
OG0002840	ADIR000716	ASIC004879, ASIC004878
OG0002841	ADIR010011	ASIC011568
OG0002842	ADIR010012	ASIC011557
OG0002843	ADIR010013	ASIC011546
OG0002844	ADIR010015	ASIC011524
OG0002845	ADIR009238	ASIC018518
OG0002846	ADIR006751	ASIC020409
OG0002847	ADIR008937	ASIC003296
OG0002849	ADIR002308	ASIC019466
OG0002850	ADIR002306	ASIC019469
OG0002851	ADIR006879	ASIC018923
OG0002852	ADIR007845	ASIC018916
OG0002853	ADIR006880	ASIC018924
OG0002854	ADIR005416	ASIC020586
OG0002855	ADIR002975	ASIC006157
OG0002856	ADIR009047	ASIC014243
OG0002857	ADIR009088	ASIC014338
OG0002858	ADIR010688	ASIC007067, ASIC001983
OG0002859	ADIR010689	ASIC007066
OG0002860	ADIR006647	ASIC014845
OG0002862	ADIR006115	ASIC006726
OG0002863	ADIR008673	ASIC018624
OG0002864	ADIR006549	ASIC003485
OG0002866	ADIR011397	ASIC020741
OG0002867	ADIR011330	ASIC015779
OG0002868	ADIR000986	ASIC005136
OG0002869	ADIR001352	ASIC005222
OG0002870	ADIR006872	ASIC015052
OG0002871	ADIR008610	ASIC015483
OG0002872	ADIR002953	ASIC006123
OG0002873	ADIR005125	ASIC017226
OG0002874	ADIR003974	ASIC013516
OG0002875	ADIR003564	ASIC019599
OG0002876	ADIR004229	ASIC011764
OG0002877	ADIR002100	ASIC020070
OG0002878	ADIR003402	ASIC014747
OG0002879	ADIR007540, ADIR006263	ASIC006465
OG0002880	ADIR011485	ASIC002239
OG0002881	ADIR011478	ASIC002244
OG0002882	ADIR002973	ASIC006154
OG0002884	ADIR002630	ASIC004634
OG0002885	ADIR000473	ASIC018336
OG0002886	ADIR002869	ASIC013217
OG0002887	ADIR006938	ASIC015032
OG0002889	ADIR000125	ASIC003668
OG0002890	ADIR002569	ASIC011322
OG0002891	ADIR002573	ASIC013219
OG0002892	ADIR002570	ASIC011321
OG0002893	ADIR002572	ASIC013208
OG0002894	ADIR010974, ADIR009234	ASIC018583
OG0002895	ADIR007359	ASIC017352
OG0002896	ADIR010162	ASIC020992, ASIC020991
OG0002897	ADIR007009, ADIR001716	ASIC003795
OG0002898	ADIR007006	ASIC003762
OG0002899	ADIR009436	ASIC010697
OG0002900	ADIR011561	ASIC022314
OG0002901	ADIR003978	ASIC013542
OG0002902	ADIR003982	ASIC013548
OG0002903	ADIR003977	ASIC013538
OG0002904	ADIR000776	ASIC017407
OG0002905	ADIR009298	ASIC012860
OG0002906	ADIR009302	ASIC012856
OG0002907	ADIR011537	ASIC009178
OG0002908	ADIR002635	ASIC004628
OG0002909	ADIR009877	ASIC013248
OG0002910	ADIR005325	ASIC004658
OG0002911	ADIR007749	ASIC016888
OG0002912	ADIR003093	ASIC008034
OG0002913	ADIR009873	ASIC013259
OG0002914	ADIR003726	ASIC016771
OG0002915	ADIR005733	ASIC011218
OG0002916	ADIR006746	ASIC001366
OG0002917	ADIR015778	ASIC004104
OG0002918	ADIR004108	ASIC013480
OG0002919	ADIR001129	ASIC007087
OG0002920	ADIR004449	ASIC021923
OG0002921	ADIR010864	ASIC009054
OG0002922	ADIR001048	ASIC010247
OG0002923	ADIR006813	ASIC014118
OG0002924	ADIR006037	ASIC007264
OG0002925	ADIR005211	ASIC008189, ASIC017143
OG0002926	ADIR001815	ASIC005021
OG0002927	ADIR000492	ASIC018070
OG0002928	ADIR000491	ASIC018059
OG0002929	ADIR001561	ASIC019260
OG0002930	ADIR015983	ASIC008239
OG0002931	ADIR003025	ASIC002050
OG0002932	ADIR011283	ASIC014440
OG0002933	ADIR008217	ASIC007800
OG0002934	ADIR005845	ASIC008903
OG0002935	ADIR008502	ASIC010925
OG0002936	ADIR009654	ASIC004970
OG0002937	ADIR004141	ASIC016717
OG0002938	ADIR004145	ASIC016713
OG0002939	ADIR003669	ASIC019165
OG0002941	ADIR003219	ASIC013381, ASIC013382
OG0002942	ADIR007071	ASIC003760, ASIC003761
OG0002943	ADIR008728	ASIC018798
OG0002944	ADIR009749	ASIC015898
OG0002945	ADIR000396	ASIC017930
OG0002946	ADIR009149	ASIC011277
OG0002947	ADIR000458	ASIC017812
OG0002948	ADIR008310	ASIC005496
OG0002949	ADIR009110	ASIC011832
OG0002950	ADIR005745	ASIC009342
OG0002951	ADIR008312	ASIC005498
OG0002952	ADIR006569	ASIC017139
OG0002953	ADIR001127	ASIC018599
OG0002954	ADIR001388	ASIC006244
OG0002955	ADIR001667	ASIC016039
OG0002956	ADIR002728	ASIC000816
OG0002958	ADIR000275, ADIR000277	ASIC015440
OG0002959	ADIR001724	ASIC019400
OG0002960	ADIR002338	ASIC018184
OG0002961	ADIR004342	ASIC008117
OG0002962	ADIR004237	ASIC011756, ASIC011754
OG0002963	ADIR004234	ASIC011759
OG0002964	ADIR010783	ASIC018354
OG0002965	ADIR006098	ASIC006699
OG0002966	ADIR001944	ASIC018078
OG0002967	ADIR001949	ASIC018089
OG0002968	ADIR005491	ASIC020111
OG0002969	ADIR009226	ASIC010413
OG0002970	ADIR005874	ASIC014324
OG0002971	ADIR006655	ASIC014862, ASIC014863
OG0002972	ADIR004625	ASIC009530
OG0002973	ADIR006132	ASIC006755
OG0002974	ADIR000390	ASIC005994
OG0002975	ADIR000388	ASIC005996
OG0002976	ADIR001560	ASIC019249
OG0002977	ADIR015517	ASIC003336
OG0002978	ADIR001250	ASIC011034, ASIC005376
OG0002979	ADIR001152	ASIC019397
OG0002980	ADIR008989	ASIC010372
OG0002981	ADIR008988	ASIC010368
OG0002983	ADIR004512	ASIC020890
OG0002984	ADIR003294	ASIC014696
OG0002985	ADIR008041	ASIC003006
OG0002986	ADIR001577	ASIC019133
OG0002987	ADIR001576	ASIC019111
OG0002988	ADIR009059	ASIC014265
OG0002989	ADIR001427	ASIC000617
OG0002990	ADIR003550	ASIC012489
OG0002991	ADIR004778	ASIC014661
OG0002992	ADIR003920	ASIC004481
OG0002993	ADIR008635	ASIC019228
OG0002994	ADIR002345	ASIC018177
OG0002995	ADIR003715	ASIC016757
OG0002996	ADIR004869	ASIC001516
OG0002997	ADIR004868	ASIC001517
OG0002998	ADIR003945	ASIC009547
OG0002999	ADIR008536	ASIC012786
OG0003000	ADIR010376	ASIC006164
OG0003001	ADIR002978	ASIC006161
OG0003002	ADIR010375	ASIC006165
OG0003003	ADIR002979	ASIC006162
OG0003004	ADIR006497	ASIC008721
OG0003005	ADIR016205, ADIR016206	ASIC012945
OG0003006	ADIR008152	ASIC012946
OG0003007	ADIR009738	ASIC015882, ASIC015883
OG0003008	ADIR007081	ASIC003713, ASIC003820
OG0003009	ADIR010117	ASIC011587
OG0003010	ADIR010116	ASIC011586
OG0003011	ADIR002553, ADIR002554	ASIC011234
OG0003012	ADIR003910	ASIC017335, ASIC016920
OG0003013	ADIR000850	ASIC009638
OG0003014	ADIR002712	ASIC008222
OG0003015	ADIR002881	ASIC009856
OG0003016	ADIR002882	ASIC009854
OG0003017	ADIR009167	ASIC011309
OG0003018	ADIR007146	ASIC010205
OG0003019	ADIR010120	ASIC011592
OG0003020	ADIR008542	ASIC012837
OG0003021	ADIR009426	ASIC001120, ASIC020843
OG0003022	ADIR005458	ASIC012648
OG0003023	ADIR005158	ASIC017186
OG0003024	ADIR008051	ASIC022272, ASIC011043
OG0003025	ADIR009331	ASIC001487
OG0003026	ADIR002257	ASIC017973
OG0003027	ADIR002283	ASIC017967
OG0003029	ADIR004006	ASIC007506, ASIC007505
OG0003030	ADIR004391	ASIC013039
OG0003031	ADIR007371	ASIC017338
OG0003032	ADIR004981	ASIC005873, ASIC005872
OG0003033	ADIR008953	ASIC011755
OG0003034	ADIR006417	ASIC008144
OG0003035	ADIR001899	ASIC019960
OG0003036	ADIR014173	ASIC019959
OG0003037	ADIR007735	ASIC016588
OG0003038	ADIR007734	ASIC016590
OG0003039	ADIR003451	ASIC005680
