Orthogroup	AdirusWRAIR2	AfunestusAfunGA1
OG0001354	ADIR016147	AFUN2_003911
OG0001355	ADIR010899, ADIR010898	AFUN2_008199
OG0001356	ADIR006346	AFUN2_011863
OG0001357	ADIR009623	AFUN2_003037
OG0001358	ADIR009661	AFUN2_011978
OG0001359	ADIR011566, ADIR011567	AFUN2_008777
OG0001360	ADIR004367, ADIR004371	AFUN2_006047
OG0001361	ADIR009054	AFUN2_014615
OG0001362	ADIR006294	AFUN2_010955
OG0001363	ADIR001628, ADIR001627	AFUN2_007403
OG0001364	ADIR011701	AFUN2_012706
OG0001366	ADIR001036	AFUN2_003389
OG0001369	ADIR005632	AFUN2_011217
OG0001370	ADIR000329	AFUN2_001897
OG0001371	ADIR015861	AFUN2_011839
OG0001372	ADIR010752	AFUN2_010948
OG0001373	ADIR001174	AFUN2_002768
OG0001374	ADIR004822	AFUN2_011941
OG0001375	ADIR007341	AFUN2_008554
OG0001376	ADIR003843	AFUN2_007050
OG0001377	ADIR000258	AFUN2_012395
OG0001378	ADIR002124	AFUN2_009901
OG0001379	ADIR005355	AFUN2_000946
OG0001380	ADIR007035	AFUN2_010695
OG0001381	ADIR005456	AFUN2_005463
OG0001382	ADIR007521	AFUN2_009081
OG0001383	ADIR003139	AFUN2_001304
OG0001384	ADIR014077, ADIR000852	AFUN2_010839
OG0001385	ADIR003954	AFUN2_002071
OG0001386	ADIR000162	AFUN2_006335
OG0001387	ADIR005399, ADIR005397	AFUN2_010535
OG0001388	ADIR003448	AFUN2_010312
OG0001389	ADIR006812	AFUN2_008503
OG0001390	ADIR003347	AFUN2_001181
OG0001391	ADIR001147	AFUN2_004789
OG0001392	ADIR003665	AFUN2_013509
OG0001393	ADIR000606	AFUN2_004651
OG0001394	ADIR003257	AFUN2_004313
OG0001395	ADIR010449	AFUN2_004018
OG0001396	ADIR003867	AFUN2_007789
OG0001397	ADIR008394	AFUN2_006710
OG0001398	ADIR005974	AFUN2_008247
OG0001399	ADIR008311	AFUN2_000719
OG0001400	ADIR015900	AFUN2_014138
OG0001401	ADIR005238	AFUN2_002204
OG0001402	ADIR016045	AFUN2_007697
OG0001403	ADIR001791	AFUN2_013132
OG0001404	ADIR014138, ADIR011685, ADIR009320, ADIR009303	AFUN2_013109
OG0001405	ADIR005555	AFUN2_004613
OG0001406	ADIR007744	AFUN2_004458
OG0001408	ADIR008951	AFUN2_010957
OG0001409	ADIR004172	AFUN2_004503
OG0001410	ADIR001845	AFUN2_012431
OG0001411	ADIR004252, ADIR004249	AFUN2_012253
OG0001412	ADIR001452, ADIR000500	AFUN2_002251
OG0001413	ADIR016046	AFUN2_006847
OG0001414	ADIR005634	AFUN2_013933
OG0001426	ADIR001292	AFUN2_009016
OG0001426	ADIR001293	AFUN2_002974
OG0001427	ADIR003748, ADIR003749	AFUN2_009196, AFUN2_002202, AFUN2_013403, AFUN2_002225
OG0001428	ADIR004348	AFUN2_014286
OG0001429	ADIR007829, ADIR007828	AFUN2_006349, AFUN2_014018
OG0001430	ADIR008186, ADIR008187, ADIR008190	AFUN2_005323
OG0001431	ADIR009187	AFUN2_000859
OG0001432	ADIR010885	AFUN2_013631
OG0001433	ADIR011299	AFUN2_004990
OG0001433	ADIR011298	AFUN2_001599
OG0001434	ADIR011420	AFUN2_013286
OG0001443	ADIR009105	AFUN2_010289
OG0001444	ADIR004198	AFUN2_001365
OG0001445	ADIR015519	AFUN2_012138
OG0001446	ADIR010639	AFUN2_012189
OG0001447	ADIR008435	AFUN2_002810
OG0001448	ADIR002723	AFUN2_010023
OG0001449	ADIR011678	AFUN2_007942
OG0001450	ADIR006906	AFUN2_005206
OG0001451	ADIR004821	AFUN2_003223
OG0001452	ADIR006575	AFUN2_004290
OG0001453	ADIR015806	AFUN2_000504
OG0001454	ADIR000567	AFUN2_003416
OG0001455	ADIR010895	AFUN2_014737
OG0001456	ADIR005712	AFUN2_003939
OG0001458	ADIR005163, ADIR005162	AFUN2_002970
OG0001459	ADIR009685	AFUN2_008697
OG0001460	ADIR000394	AFUN2_002626
OG0001462	ADIR009861	AFUN2_013888
OG0001463	ADIR002755	AFUN2_009537
OG0001464	ADIR015744	AFUN2_013842
OG0001465	ADIR000765	AFUN2_011700
OG0001466	ADIR000651	AFUN2_013376
OG0001467	ADIR006313	AFUN2_010636
OG0001468	ADIR006100	AFUN2_012233
OG0001469	ADIR009944	AFUN2_006360
OG0001470	ADIR006230	AFUN2_001585
OG0001471	ADIR008865	AFUN2_014634
OG0001472	ADIR007997	AFUN2_009854
OG0001473	ADIR009102	AFUN2_001987
OG0001474	ADIR004011	AFUN2_011295
OG0001475	ADIR006785	AFUN2_014412
OG0001476	ADIR004951	AFUN2_004837
OG0001477	ADIR000184	AFUN2_005139
OG0001478	ADIR007151	AFUN2_009896
OG0001479	ADIR007160	AFUN2_007778
OG0001480	ADIR011228	AFUN2_002221
OG0001481	ADIR003884	AFUN2_010828
OG0001482	ADIR003885	AFUN2_006148
OG0001483	ADIR003869	AFUN2_002425
OG0001484	ADIR003859	AFUN2_002754
OG0001486	ADIR016204, ADIR016203	AFUN2_014768
OG0001487	ADIR015607, ADIR015605	AFUN2_013007, AFUN2_002662
OG0001488	ADIR015950, ADIR015951	AFUN2_013484
OG0001489	ADIR004969	AFUN2_008993
OG0001490	ADIR006233	AFUN2_011520
OG0001491	ADIR000308	AFUN2_011316
OG0001492	ADIR011051	AFUN2_004728
OG0001493	ADIR011061	AFUN2_008689
OG0001494	ADIR011227	AFUN2_008313
OG0001495	ADIR004619	AFUN2_009113
OG0001496	ADIR006895	AFUN2_005684
OG0001497	ADIR006891	AFUN2_014203
OG0001498	ADIR001470, ADIR010642	AFUN2_014107
OG0001499	ADIR010812	AFUN2_014795, AFUN2_009169
OG0001500	ADIR002375	AFUN2_010323
OG0001501	ADIR002872	AFUN2_012817
OG0001502	ADIR005157	AFUN2_005531
OG0001503	ADIR008291	AFUN2_009974
OG0001504	ADIR001749, ADIR001085	AFUN2_002561, AFUN2_009083
OG0001505	ADIR000887	AFUN2_012889
OG0001506	ADIR008558, ADIR004340, ADIR001328	AFUN2_005291
OG0001507	ADIR016126	AFUN2_011825
OG0001508	ADIR000478	AFUN2_009912
OG0001509	ADIR004937	AFUN2_012231
OG0001510	ADIR007047	AFUN2_005285
OG0001511	ADIR000341	AFUN2_011728
OG0001512	ADIR009576	AFUN2_002429
OG0001513	ADIR010425	AFUN2_002250
OG0001514	ADIR004364	AFUN2_009422
OG0001515	ADIR001488	AFUN2_006729
OG0001516	ADIR000822	AFUN2_005872
OG0001517	ADIR007909	AFUN2_012857
OG0001518	ADIR002115	AFUN2_014447
OG0001519	ADIR010432	AFUN2_000645
OG0001521	ADIR008314	AFUN2_012381
OG0001522	ADIR002940	AFUN2_003117
OG0001523	ADIR011300	AFUN2_013991
OG0001524	ADIR003085	AFUN2_013433
OG0001525	ADIR000525	AFUN2_008504
OG0001526	ADIR007426	AFUN2_002772
OG0001527	ADIR011390	AFUN2_010612
OG0001528	ADIR011388	AFUN2_000867
OG0001529	ADIR008496	AFUN2_012592
OG0001530	ADIR001108	AFUN2_009250, AFUN2_006133
OG0001532	ADIR002473	AFUN2_004100
OG0001533	ADIR005448	AFUN2_008180
OG0001534	ADIR010817	AFUN2_009155
OG0001535	ADIR010800	AFUN2_010804
OG0001536	ADIR010808	AFUN2_008326
OG0001537	ADIR016104	AFUN2_008238
OG0001538	ADIR002827	AFUN2_002194
OG0001539	ADIR001787	AFUN2_002082
OG0001540	ADIR002286	AFUN2_005901
OG0001541	ADIR002484	AFUN2_008828
OG0001542	ADIR001002	AFUN2_010032, AFUN2_005028, AFUN2_011194, AFUN2_010787
OG0001543	ADIR000818	AFUN2_007707
OG0001544	ADIR011002	AFUN2_009676
OG0001545	ADIR010999	AFUN2_008409
OG0001546	ADIR001813	AFUN2_005603
OG0001547	ADIR000380	AFUN2_009947
OG0001548	ADIR000379	AFUN2_005481
OG0001549	ADIR002725	AFUN2_013289
OG0001550	ADIR009121	AFUN2_007869
OG0001551	ADIR006085	AFUN2_010073
OG0001552	ADIR004345	AFUN2_009487, AFUN2_010468
OG0001553	ADIR003706	AFUN2_005805
OG0001554	ADIR011653	AFUN2_004593
OG0001555	ADIR009283	AFUN2_010245
OG0001556	ADIR011108, ADIR011107	AFUN2_011036
OG0001557	ADIR003014	AFUN2_006190
OG0001558	ADIR003013, ADIR003012	AFUN2_004173
OG0001559	ADIR015717	AFUN2_013269
OG0001560	ADIR009682	AFUN2_001463
OG0001561	ADIR005687	AFUN2_007177
OG0001563	ADIR014787	AFUN2_013551
OG0001564	ADIR007139	AFUN2_011258
OG0001565	ADIR005349	AFUN2_003372
OG0001566	ADIR007440	AFUN2_002193
OG0001567	ADIR004613	AFUN2_013101
OG0001569	ADIR005390	AFUN2_007663
OG0001570	ADIR005384	AFUN2_007750
OG0001571	ADIR004692	AFUN2_003368
OG0001572	ADIR001325	AFUN2_008632
OG0001573	ADIR009480	AFUN2_006751
OG0001574	ADIR010106	AFUN2_003989
OG0001575	ADIR001020	AFUN2_005409
OG0001576	ADIR001161	AFUN2_006134
OG0001577	ADIR006827	AFUN2_004803
OG0001578	ADIR005862	AFUN2_000690
OG0001579	ADIR010304	AFUN2_002158
OG0001581	ADIR011710	AFUN2_009691
OG0001582	ADIR004115	AFUN2_006654
OG0001583	ADIR011711	AFUN2_004974
OG0001584	ADIR002058	AFUN2_001682
OG0001585	ADIR005592	AFUN2_014408
OG0001586	ADIR010571	AFUN2_010022
OG0001587	ADIR003431	AFUN2_011600
OG0001588	ADIR003436	AFUN2_013753
OG0001589	ADIR000292	AFUN2_005829
OG0001590	ADIR011260	AFUN2_005748
OG0001591	ADIR000519	AFUN2_004729
OG0001592	ADIR001727	AFUN2_008158
OG0001593	ADIR010395	AFUN2_010677
OG0001594	ADIR010394	AFUN2_007255
OG0001595	ADIR002543	AFUN2_008381
OG0001596	ADIR008141	AFUN2_006283
OG0001597	ADIR002020	AFUN2_000601
OG0001598	ADIR002012	AFUN2_004271
OG0001599	ADIR002006	AFUN2_001580
OG0001600	ADIR001072	AFUN2_010971
OG0001601	ADIR000334	AFUN2_014262
OG0001602	ADIR004477	AFUN2_001517
OG0001603	ADIR011203	AFUN2_011074
OG0001604	ADIR008125	AFUN2_013383
OG0001605	ADIR008806	AFUN2_002800
OG0001606	ADIR010010	AFUN2_014414
OG0001607	ADIR001965	AFUN2_007598
OG0001608	ADIR001962	AFUN2_009555
OG0001609	ADIR001963	AFUN2_014251
OG0001610	ADIR008093	AFUN2_005349, AFUN2_012581
OG0001611	ADIR004156	AFUN2_009095
OG0001612	ADIR009646	AFUN2_012580
OG0001613	ADIR009638	AFUN2_001026
OG0001614	ADIR001814	AFUN2_003458
OG0001615	ADIR010331	AFUN2_005371
OG0001616	ADIR009673	AFUN2_006005
OG0001617	ADIR008276	AFUN2_010405
OG0001618	ADIR010321	AFUN2_002358
OG0001619	ADIR006847	AFUN2_012371
OG0001620	ADIR006855	AFUN2_007434
OG0001621	ADIR005959	AFUN2_005123
OG0001622	ADIR000229	AFUN2_007620
OG0001623	ADIR002583	AFUN2_007808
OG0001624	ADIR006279	AFUN2_011628
OG0001625	ADIR009855, ADIR004503	AFUN2_004141
OG0001626	ADIR004723	AFUN2_011451
OG0001628	ADIR007804	AFUN2_008094
OG0001630	ADIR001215	AFUN2_004334
OG0001631	ADIR004561	AFUN2_013907
OG0001632	ADIR015668	AFUN2_005382
OG0001633	ADIR004897	AFUN2_013812
OG0001634	ADIR006023	AFUN2_000547
OG0001635	ADIR002562	AFUN2_010220
OG0001636	ADIR002560	AFUN2_004870
OG0001637	ADIR009721	AFUN2_010991
OG0001638	ADIR005977	AFUN2_012185
OG0001639	ADIR015882	AFUN2_013342
OG0001640	ADIR011206	AFUN2_008023
OG0001641	ADIR007314	AFUN2_006037
OG0001642	ADIR007293	AFUN2_003656
OG0001643	ADIR008405	AFUN2_001404
OG0001644	ADIR010562	AFUN2_001371
OG0001645	ADIR005317	AFUN2_009626
OG0001647	ADIR003041	AFUN2_002867
OG0001648	ADIR003060	AFUN2_003046
OG0001649	ADIR008229	AFUN2_009771
OG0001650	ADIR001468	AFUN2_006582
OG0001651	ADIR001466	AFUN2_000911
OG0001652	ADIR006670	AFUN2_001236
OG0001653	ADIR006690, ADIR006687	AFUN2_013590
OG0001654	ADIR011635	AFUN2_004766
OG0001655	ADIR000770	AFUN2_011081
OG0001656	ADIR011248	AFUN2_008148
OG0001657	ADIR011123	AFUN2_006519
OG0001658	ADIR003215	AFUN2_007031
OG0001659	ADIR009651	AFUN2_014028
OG0001660	ADIR002426	AFUN2_000737
OG0001661	ADIR006856	AFUN2_011434
OG0001662	ADIR010988	AFUN2_003165
OG0001663	ADIR014799	AFUN2_006539
OG0001664	ADIR001135	AFUN2_002127
OG0001665	ADIR002090	AFUN2_002268
OG0001666	ADIR000802	AFUN2_012727
OG0001667	ADIR001027	AFUN2_008666
OG0001668	ADIR003407	AFUN2_006810
OG0001669	ADIR006865	AFUN2_009579
OG0001670	ADIR000433	AFUN2_012797
OG0001671	ADIR010938	AFUN2_000541
OG0001672	ADIR007052	AFUN2_006518
OG0001673	ADIR006649	AFUN2_010148
OG0001674	ADIR007965	AFUN2_000710
OG0001675	ADIR007966	AFUN2_003507
OG0001676	ADIR009175	AFUN2_000525
OG0001677	ADIR009889	AFUN2_005849
OG0001678	ADIR002374	AFUN2_013306
OG0001679	ADIR001172	AFUN2_001850
OG0001680	ADIR006597	AFUN2_013461
OG0001681	ADIR002123	AFUN2_014618
OG0001682	ADIR005052, ADIR005050	AFUN2_000664
OG0001683	ADIR004442	AFUN2_014560
OG0001684	ADIR004441	AFUN2_009267
OG0001685	ADIR004574	AFUN2_004923
OG0001686	ADIR008918	AFUN2_005997
OG0001687	ADIR005594	AFUN2_004740
OG0001688	ADIR009735	AFUN2_010326
OG0001689	ADIR001139	AFUN2_005504
OG0001690	ADIR001176	AFUN2_011134
OG0001691	ADIR010032	AFUN2_000660
OG0001692	ADIR002311	AFUN2_008960
OG0001693	ADIR009478	AFUN2_000830
OG0001694	ADIR009080	AFUN2_008593
OG0001695	ADIR002927	AFUN2_002389
OG0001696	ADIR008991	AFUN2_011336
OG0001697	ADIR014151	AFUN2_004538
OG0001698	ADIR002823	AFUN2_001219
OG0001699	ADIR011358	AFUN2_003860
OG0001701	ADIR011278	AFUN2_009770
OG0001702	ADIR008553	AFUN2_001611
OG0001704	ADIR010761	AFUN2_013048
OG0001705	ADIR004381	AFUN2_000729
OG0001706	ADIR004384	AFUN2_009721
OG0001707	ADIR004180, ADIR015849, ADIR015851	AFUN2_003248
OG0001708	ADIR004177	AFUN2_009583
OG0001709	ADIR015593	AFUN2_011506
OG0001710	ADIR011581	AFUN2_007229
OG0001711	ADIR011673	AFUN2_003265
OG0001712	ADIR000920	AFUN2_011250
OG0001713	ADIR006870	AFUN2_002549
OG0001714	ADIR005085	AFUN2_003636
OG0001715	ADIR005602	AFUN2_005337
OG0001716	ADIR011484	AFUN2_007940
OG0001717	ADIR011487	AFUN2_012053
OG0001718	ADIR002625	AFUN2_006086, AFUN2_011704
OG0001719	ADIR015742	AFUN2_002889
OG0001720	ADIR005487	AFUN2_000663
OG0001721	ADIR002636	AFUN2_001186
OG0001722	ADIR003382	AFUN2_001009
OG0001723	ADIR003384	AFUN2_008954
OG0001724	ADIR008710	AFUN2_001237
OG0001725	ADIR008021	AFUN2_010068
OG0001726	ADIR003882	AFUN2_002931
OG0001727	ADIR004632	AFUN2_009762
OG0001728	ADIR001827	AFUN2_012218
OG0001729	ADIR008535	AFUN2_010438
OG0001730	ADIR009795	AFUN2_008487
OG0001731	ADIR007718	AFUN2_006726
OG0001732	ADIR009157	AFUN2_007642
OG0001733	ADIR009156	AFUN2_010267
OG0001734	ADIR005577	AFUN2_001978
OG0001735	ADIR002968	AFUN2_006734
OG0001736	ADIR008316	AFUN2_001198
OG0001737	ADIR009751	AFUN2_004718
OG0001738	ADIR001387	AFUN2_002380
OG0001739	ADIR005213	AFUN2_009051, AFUN2_009576
OG0001740	ADIR006957	AFUN2_001105
OG0001741	ADIR010312	AFUN2_007096
OG0001742	ADIR003927	AFUN2_012173
OG0001743	ADIR011384	AFUN2_012257
OG0001744	ADIR015525	AFUN2_014229
OG0001745	ADIR011382	AFUN2_009992
OG0001746	ADIR015526	AFUN2_009688
OG0001747	ADIR009227	AFUN2_003189
OG0001748	ADIR006656	AFUN2_008016
OG0001749	ADIR003781	AFUN2_003323
OG0001750	ADIR001286, ADIR001287	AFUN2_012487
OG0001751	ADIR010777	AFUN2_002625
OG0001752	ADIR010445	AFUN2_013026
OG0001753	ADIR009617	AFUN2_006138
OG0001754	ADIR002346	AFUN2_007020
OG0001755	ADIR004804	AFUN2_003557
OG0001756	ADIR016047	AFUN2_004599
OG0001757	ADIR002363	AFUN2_010325
OG0001758	ADIR000672	AFUN2_005153
OG0001759	ADIR000675	AFUN2_007343
OG0001760	ADIR004609	AFUN2_014433
OG0001762	ADIR000796	AFUN2_005406
OG0001763	ADIR007031	AFUN2_004134
OG0001764	ADIR007524, ADIR007526	AFUN2_012453
OG0001765	ADIR007531	AFUN2_008230
OG0001766	ADIR005785	AFUN2_007564
OG0001768	ADIR004246	AFUN2_005225
OG0001769	ADIR002880	AFUN2_008223
OG0001771	ADIR004977	AFUN2_009955, AFUN2_008704
OG0001772	ADIR004980	AFUN2_008091
OG0001773	ADIR002715	AFUN2_004512
OG0001774	ADIR006416	AFUN2_005883
OG0001775	ADIR006167	AFUN2_009785
OG0001776	ADIR007431	AFUN2_003725
OG0001777	ADIR004859	AFUN2_010518
OG0001778	ADIR015496, ADIR006631	AFUN2_009042
OG0001779	ADIR010780	AFUN2_010344
OG0001780	ADIR010781	AFUN2_011431
OG0001781	ADIR005301	AFUN2_001495
OG0001782	ADIR003096	AFUN2_005627
OG0001783	ADIR006736	AFUN2_006604
OG0001784	ADIR007739	AFUN2_004799
OG0001786	ADIR010960	AFUN2_012893
OG0001787	ADIR001236	AFUN2_008779
OG0001788	ADIR004146	AFUN2_009861
OG0001789	ADIR004147	AFUN2_005600
OG0001790	ADIR001802, ADIR001295	AFUN2_007846
OG0001791	ADIR009902	AFUN2_014458
OG0001792	ADIR003819	AFUN2_004697
OG0001793	ADIR003805	AFUN2_000589
OG0001794	ADIR003806	AFUN2_004067
OG0001795	ADIR001494	AFUN2_011000
OG0001796	ADIR016051	AFUN2_001703
OG0001797	ADIR007410	AFUN2_013201
OG0001798	ADIR010510	AFUN2_011218
OG0001799	ADIR006465	AFUN2_004876
OG0001800	ADIR004863	AFUN2_004617
OG0001801	ADIR007300	AFUN2_013956
OG0001802	ADIR005869	AFUN2_001109
OG0001803	ADIR000935	AFUN2_012482
OG0001804	ADIR011312	AFUN2_014713
OG0001805	ADIR006461	AFUN2_010521
OG0001806	ADIR016158	AFUN2_004509
OG0001807	ADIR011423, ADIR011422	AFUN2_010019
OG0001808	ADIR009821	AFUN2_005670
OG0001809	ADIR005171	AFUN2_014205
OG0001810	ADIR005180	AFUN2_002598
OG0001811	ADIR002536	AFUN2_010409
OG0001812	ADIR006559, ADIR000843	AFUN2_011783
OG0001813	ADIR004152	AFUN2_004019
OG0001814	ADIR004153	AFUN2_009026
OG0001815	ADIR004964	AFUN2_003355
OG0001816	ADIR007852, ADIR004479	AFUN2_000959
OG0001817	ADIR015888	AFUN2_012666
OG0001818	ADIR003700	AFUN2_002923
OG0001819	ADIR003946	AFUN2_002912
OG0001820	ADIR007026	AFUN2_013679
OG0001821	ADIR007656	AFUN2_006009
OG0001822	ADIR006265	AFUN2_005825
OG0001823	ADIR007204	AFUN2_000366
OG0001824	ADIR009340	AFUN2_001723
OG0001825	ADIR000790	AFUN2_011701, AFUN2_014738, AFUN2_013241
OG0001826	ADIR015559, ADIR015558	AFUN2_013520
OG0001828	ADIR010934	AFUN2_005642
OG0001829	ADIR004343	AFUN2_002828
OG0001830	ADIR008660	AFUN2_010620
OG0001831	ADIR000988, ADIR000989	AFUN2_007601
OG0001832	ADIR002356	AFUN2_000704
OG0001833	ADIR010845	AFUN2_011843
OG0001834	ADIR009810, ADIR009809	AFUN2_007515
OG0001835	ADIR004409	AFUN2_011679
OG0001836	ADIR005062	AFUN2_011297
OG0001837	ADIR006739	AFUN2_010819
OG0001838	ADIR002044, ADIR002046	AFUN2_004196
OG0001839	ADIR006130	AFUN2_012337
OG0001840	ADIR011540, ADIR003133	AFUN2_003405
OG0001841	ADIR008203	AFUN2_013695
OG0001842	ADIR000507	AFUN2_014690
OG0001843	ADIR010405	AFUN2_004120
OG0001844	ADIR009468	AFUN2_003521
OG0001845	ADIR015691	AFUN2_006514
OG0001846	ADIR000080	AFUN2_000991
OG0001847	ADIR001991	AFUN2_008973
OG0001847	ADIR009777	AFUN2_003513
OG0001848	ADIR001138, ADIR006420	AFUN2_007656
OG0001849	ADIR001751	AFUN2_000820
OG0001850	ADIR003167	AFUN2_002724
OG0001851	ADIR009883	AFUN2_006711
OG0001852	ADIR001763, ADIR001764	AFUN2_005160
OG0001853	ADIR015714	AFUN2_004240
OG0001854	ADIR010789	AFUN2_007007
OG0001855	ADIR003559	AFUN2_009184
OG0001856	ADIR003968, ADIR003969	AFUN2_002547
OG0001857	ADIR003141	AFUN2_003446
OG0001858	ADIR007219	AFUN2_008665
OG0001859	ADIR010455	AFUN2_003250
OG0001860	ADIR003381	AFUN2_008776
OG0001861	ADIR007161	AFUN2_008282
OG0001862	ADIR005300	AFUN2_010029
OG0001863	ADIR009220	AFUN2_007773
OG0001864	ADIR011493	AFUN2_002233
OG0001865	ADIR001317	AFUN2_008646
OG0001867	ADIR011076	AFUN2_008520
OG0001868	ADIR004551	AFUN2_002408
OG0001869	ADIR005735	AFUN2_008080
OG0001870	ADIR010723	AFUN2_005694
OG0001871	ADIR003838	AFUN2_007627
OG0001872	ADIR008442	AFUN2_002314
OG0001873	ADIR010311	AFUN2_009743
OG0001874	ADIR010713	AFUN2_010683
OG0001875	ADIR008777, ADIR008778	AFUN2_009650
OG0001876	ADIR006683	AFUN2_012466
OG0001877	ADIR015705	AFUN2_001212
OG0001878	ADIR011224	AFUN2_005068
OG0001879	ADIR000190	AFUN2_003883
OG0001880	ADIR006386, ADIR006385, ADIR006387	AFUN2_013384
OG0001881	ADIR004395	AFUN2_003732
OG0001883	ADIR000879, ADIR008834	AFUN2_014797
OG0001884	ADIR004729	AFUN2_004138, AFUN2_013552
OG0001885	ADIR002574	AFUN2_008958
OG0001886	ADIR000884	AFUN2_010491
OG0001887	ADIR001381	AFUN2_014786
OG0001889	ADIR003950	AFUN2_013337
OG0001890	ADIR009666	AFUN2_006840
OG0001891	ADIR005043	AFUN2_014140
OG0001892	ADIR009077	AFUN2_011259
OG0001893	ADIR002005	AFUN2_005307
OG0001894	ADIR001349	AFUN2_004167
OG0001895	ADIR008239	AFUN2_014227
OG0001896	ADIR004736	AFUN2_014049, AFUN2_001216
OG0001897	ADIR001264	AFUN2_011751
OG0001898	ADIR000959	AFUN2_002656
OG0001899	ADIR000605	AFUN2_013404
OG0001901	ADIR000721	AFUN2_014282
OG0001902	ADIR002907	AFUN2_011565
OG0001903	ADIR003055	AFUN2_012217
OG0001905	ADIR009690	AFUN2_000770
OG0001906	ADIR005354	AFUN2_002632
OG0001907	ADIR009619, ADIR009620	AFUN2_004454
OG0001908	ADIR010310	AFUN2_006874
OG0001909	ADIR011251	AFUN2_010061
OG0001910	ADIR009742	AFUN2_009985
OG0001912	ADIR002226	AFUN2_007805
OG0001913	ADIR011669	AFUN2_009671
OG0001914	ADIR008620	AFUN2_011749
OG0001915	ADIR003323	AFUN2_006183
OG0001916	ADIR003539	AFUN2_003926
OG0001917	ADIR010533	AFUN2_013655
OG0001918	ADIR001340	AFUN2_002532
OG0001919	ADIR006898	AFUN2_010448
OG0001920	ADIR002718	AFUN2_014605
OG0001921	ADIR002796	AFUN2_005840
OG0001922	ADIR007437	AFUN2_010432
OG0001923	ADIR008022	AFUN2_008144
OG0001924	ADIR004794	AFUN2_013481
OG0001925	ADIR001330	AFUN2_010650
OG0001926	ADIR004600	AFUN2_012177
OG0001927	ADIR008597	AFUN2_008992, AFUN2_013102
OG0001928	ADIR008075	AFUN2_005041
OG0001929	ADIR011668, ADIR011667, ADIR011752	AFUN2_004935
OG0001930	ADIR006887	AFUN2_010260
OG0001931	ADIR005212	AFUN2_005164
OG0001933	ADIR008917	AFUN2_001265
OG0001934	ADIR008799	AFUN2_011352
OG0001935	ADIR004670	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447
OG0001937	ADIR007321, ADIR007320	AFUN2_003400
OG0001938	ADIR009556	AFUN2_008764
OG0001939	ADIR009997, ADIR009999	AFUN2_010516
OG0001940	ADIR005753	AFUN2_004276
OG0001941	ADIR001354	AFUN2_001355
OG0001942	ADIR015677	AFUN2_010549
OG0001943	ADIR010369	AFUN2_000692
OG0001944	ADIR010788	AFUN2_003749
OG0001945	ADIR002380	AFUN2_001756
OG0001946	ADIR009989, ADIR011656	AFUN2_001159
OG0001947	ADIR005933	AFUN2_012837
OG0001948	ADIR001111	AFUN2_003040
OG0001949	ADIR006014	AFUN2_004415
OG0001950	ADIR006963	AFUN2_008735
OG0001951	ADIR006105	AFUN2_008013
OG0001952	ADIR008015	AFUN2_010807
OG0001953	ADIR006890	AFUN2_013783
OG0001954	ADIR003809, ADIR003810	AFUN2_003660
OG0001955	ADIR009700	AFUN2_012249
OG0001956	ADIR000846	AFUN2_010316
OG0001957	ADIR006911	AFUN2_011056
OG0001958	ADIR001005	AFUN2_005100
OG0001959	ADIR008941	AFUN2_004839
OG0001960	ADIR005313	AFUN2_013544
OG0001961	ADIR006030	AFUN2_000723
OG0001962	ADIR004078	AFUN2_005904
OG0001963	ADIR011496	AFUN2_004425
OG0001964	ADIR007696	AFUN2_003134
OG0001965	ADIR002199	AFUN2_000500
OG0001966	ADIR010742	AFUN2_008720, AFUN2_008622, AFUN2_009097
OG0001968	ADIR009169	AFUN2_001721
OG0001969	ADIR007937	AFUN2_002796
OG0001970	ADIR006593	AFUN2_009708
OG0001971	ADIR002099	AFUN2_011856
OG0001972	ADIR009182	AFUN2_004339
OG0001974	ADIR001226	AFUN2_006777
OG0001975	ADIR007393	AFUN2_009352
OG0001976	ADIR010396	AFUN2_004800
OG0001977	ADIR001519	AFUN2_011829
OG0001978	ADIR011175	AFUN2_010076
OG0001979	ADIR003410	AFUN2_001630
OG0001980	ADIR003936	AFUN2_012317
OG0001981	ADIR010600	AFUN2_011198
OG0001982	ADIR003949	AFUN2_009559
OG0001983	ADIR004189, ADIR001406	AFUN2_008742
OG0001984	ADIR002169	AFUN2_002883
OG0001985	ADIR004508	AFUN2_003843
OG0001986	ADIR007910	AFUN2_008404, AFUN2_000955
OG0001988	ADIR005677	AFUN2_010544
OG0001997	ADIR001142	AFUN2_003902
OG0001998	ADIR003929	AFUN2_013016
OG0002000	ADIR000420	AFUN2_005691
OG0002005	ADIR001986	AFUN2_000996
OG0002009	ADIR004520	AFUN2_001767, AFUN2_004957, AFUN2_012212
OG0002010	ADIR004637	AFUN2_013191, AFUN2_008595, AFUN2_013297, AFUN2_002264, AFUN2_014644
OG0002011	ADIR005361	AFUN2_000923
OG0002013	ADIR006198	AFUN2_012712
OG0002014	ADIR007457	AFUN2_008768
OG0002016	ADIR009487	AFUN2_001871
OG0002027	ADIR010703	AFUN2_009172
OG0002028	ADIR002646	AFUN2_001046
OG0002029	ADIR016013	AFUN2_004317
OG0002030	ADIR002665	AFUN2_012852
OG0002031	ADIR004200	AFUN2_014361
OG0002032	ADIR010613	AFUN2_009284
OG0002033	ADIR009911	AFUN2_011606
