Orthogroup	AdirusWRAIR2	AstephensiUCISS2018
OG0001733	ADIR009156	ASTEI20_045861
OG0001734	ADIR005577	ASTEI20_034717
OG0001735	ADIR002968	ASTEI20_043192
OG0001736	ADIR008316	ASTEI20_042485
OG0001737	ADIR009751	ASTEI20_040207
OG0001738	ADIR001387	ASTEI20_045717
OG0001739	ADIR005213	ASTEI20_033145
OG0001740	ADIR006957	ASTEI20_032194
OG0001741	ADIR010312	ASTEI20_032063, ASTEI20_041681
OG0001742	ADIR003927	ASTEI20_033660
OG0001743	ADIR011384	ASTEI20_032035, ASTEI20_038238
OG0001744	ADIR015525	ASTEI20_031801, ASTEI20_031467
OG0001745	ADIR011382	ASTEI20_043866, ASTEI20_032094
OG0001746	ADIR015526	ASTEI20_045808, ASTEI20_037204
OG0001747	ADIR009227	ASTEI20_031995
OG0001748	ADIR006656	ASTEI20_040333
OG0001749	ADIR003781	ASTEI20_032529
OG0001750	ADIR001287	ASTEI20_042506
OG0001751	ADIR010777	ASTEI20_043046, ASTEI20_037157
OG0001752	ADIR010445	ASTEI20_037540, ASTEI20_044241
OG0001753	ADIR009617	ASTEI20_033934
OG0001754	ADIR002346	ASTEI20_043771
OG0001755	ADIR004804	ASTEI20_036243
OG0001756	ADIR016047	ASTEI20_032384
OG0001757	ADIR002363	ASTEI20_039607, ASTEI20_031747
OG0001758	ADIR000672	ASTEI20_043429
OG0001759	ADIR000675	ASTEI20_036159, ASTEI20_036150
OG0001760	ADIR004609	ASTEI20_041913
OG0001762	ADIR000796	ASTEI20_035407
OG0001763	ADIR007031	ASTEI20_035419, ASTEI20_034875
OG0001764	ADIR007526	ASTEI20_041129
OG0001765	ADIR007531	ASTEI20_043912
OG0001766	ADIR005785	ASTEI20_042139
OG0001768	ADIR004246	ASTEI20_041744
OG0001769	ADIR002880	ASTEI20_040757
OG0001771	ADIR004977	ASTEI20_031072
OG0001772	ADIR004980	ASTEI20_035647
OG0001773	ADIR002715	ASTEI20_037349, ASTEI20_038577
OG0001774	ADIR006416	ASTEI20_034613, ASTEI20_040447
OG0001775	ADIR006167	ASTEI20_033886
OG0001776	ADIR007431	ASTEI20_040153, ASTEI20_041357
OG0001777	ADIR004859	ASTEI20_045676
OG0001778	ADIR015496, ADIR006631	ASTEI20_044516
OG0001779	ADIR010780	ASTEI20_040038, ASTEI20_033471
OG0001780	ADIR010781	ASTEI20_035209, ASTEI20_033533
OG0001781	ADIR005301	ASTEI20_033007, ASTEI20_039908
OG0001782	ADIR003096	ASTEI20_045598
OG0001783	ADIR006736	ASTEI20_033681
OG0001784	ADIR007739	ASTEI20_036964
OG0001786	ADIR010961, ADIR010960	ASTEI20_045923
OG0001787	ADIR001236	ASTEI20_037413, ASTEI20_040924
OG0001788	ADIR004146	ASTEI20_032268, ASTEI20_031441
OG0001789	ADIR004147	ASTEI20_040809, ASTEI20_042407
OG0001790	ADIR001802, ADIR001295	ASTEI20_033967
OG0001791	ADIR009902	ASTEI20_031834
OG0001792	ADIR003819	ASTEI20_032082
OG0001793	ADIR003805	ASTEI20_036230
OG0001794	ADIR003806	ASTEI20_042088
OG0001795	ADIR001494	ASTEI20_038575
OG0001796	ADIR016051	ASTEI20_042488, ASTEI20_033782
OG0001797	ADIR007410	ASTEI20_039382, ASTEI20_042133
OG0001798	ADIR010510	ASTEI20_039834, ASTEI20_037577
OG0001799	ADIR006465	ASTEI20_042574
OG0001800	ADIR004863	ASTEI20_041925
OG0001801	ADIR007300	ASTEI20_032249, ASTEI20_044419
OG0001802	ADIR005869	ASTEI20_039123
OG0001803	ADIR000935	ASTEI20_031046
OG0001804	ADIR011312	ASTEI20_032019
OG0001805	ADIR006461	ASTEI20_041337
OG0001806	ADIR016158	ASTEI20_030899
OG0001807	ADIR011423, ADIR011422	ASTEI20_030854
OG0001808	ADIR009821	ASTEI20_040564
OG0001809	ADIR005171	ASTEI20_035245
OG0001810	ADIR005180	ASTEI20_034003
OG0001811	ADIR002536	ASTEI20_042652
OG0001812	ADIR006559, ADIR000843	ASTEI20_033856
OG0001813	ADIR004152	ASTEI20_044757, ASTEI20_035110
OG0001814	ADIR004153	ASTEI20_035510, ASTEI20_042165
OG0001815	ADIR004964	ASTEI20_034099
OG0001816	ADIR007852, ADIR004479	ASTEI20_031736
OG0001817	ADIR015888	ASTEI20_041523
OG0001818	ADIR003700	ASTEI20_042705
OG0001819	ADIR003946	ASTEI20_046034
OG0001820	ADIR007026	ASTEI20_033501
OG0001821	ADIR007656	ASTEI20_040854
OG0001822	ADIR006265	ASTEI20_036744
OG0001823	ADIR007204	ASTEI20_032997
OG0001824	ADIR009340	ASTEI20_045455
OG0001825	ADIR000790	ASTEI20_039143
OG0001826	ADIR015559, ADIR015558	ASTEI20_035827
OG0001828	ADIR010934	ASTEI20_037985
OG0001829	ADIR004343	ASTEI20_046038
OG0001830	ADIR008660	ASTEI20_041299
OG0001831	ADIR000988, ADIR000989	ASTEI20_041187
OG0001832	ADIR002356	ASTEI20_040160, ASTEI20_032039
OG0001833	ADIR010845	ASTEI20_031708
OG0001834	ADIR009810, ADIR009809	ASTEI20_037485
OG0001835	ADIR004409	ASTEI20_036403
OG0001836	ADIR005062	ASTEI20_042347
OG0001837	ADIR006739	ASTEI20_033220
OG0001838	ADIR002044, ADIR002046	ASTEI20_032676
OG0001839	ADIR006130	ASTEI20_038069
OG0001840	ADIR011540, ADIR003133	ASTEI20_035424
OG0001841	ADIR008203	ASTEI20_043914
OG0001842	ADIR000507	ASTEI20_045526
OG0001843	ADIR010405	ASTEI20_031750
OG0001844	ADIR009468	ASTEI20_044431
OG0001845	ADIR015691	ASTEI20_037816
OG0001846	ADIR000080	ASTEI20_038890
OG0001848	ADIR001138, ADIR006420	ASTEI20_031988
OG0001849	ADIR001751	ASTEI20_030903
OG0001850	ADIR003166, ADIR003167	ASTEI20_031794
OG0001851	ADIR009883	ASTEI20_041258
OG0001852	ADIR001763, ADIR001764	ASTEI20_036534
OG0001853	ADIR015714	ASTEI20_037869
OG0001854	ADIR010789	ASTEI20_034268, ASTEI20_037029
OG0001855	ADIR003559	ASTEI20_036388
OG0001856	ADIR003968, ADIR003969	ASTEI20_040542
OG0001857	ADIR003141, ADIR003140	ASTEI20_035922
OG0001858	ADIR007219	ASTEI20_042276
OG0001859	ADIR010455	ASTEI20_031681
OG0001860	ADIR003381	ASTEI20_039863, ASTEI20_046134
OG0001861	ADIR007161	ASTEI20_038042
OG0001862	ADIR005300	ASTEI20_037651, ASTEI20_044537
OG0001863	ADIR009218, ADIR009220	ASTEI20_037372
OG0001864	ADIR011493	ASTEI20_044602
OG0001865	ADIR001317	ASTEI20_043097
OG0001867	ADIR011076	ASTEI20_042987
OG0001868	ADIR004551	ASTEI20_038241
OG0001869	ADIR005735	ASTEI20_037491
OG0001870	ADIR010723	ASTEI20_034082
OG0001871	ADIR003838	ASTEI20_042752
OG0001872	ADIR008442	ASTEI20_038278
OG0001873	ADIR010311	ASTEI20_038024, ASTEI20_038582
OG0001874	ADIR010713	ASTEI20_041695
OG0001875	ADIR008778	ASTEI20_041292
OG0001876	ADIR006683	ASTEI20_044603
OG0001877	ADIR015705	ASTEI20_036784
OG0001878	ADIR011224	ASTEI20_033787
OG0001879	ADIR000190	ASTEI20_032455
OG0001880	ADIR006386, ADIR006385, ADIR006387	ASTEI20_042614
OG0001881	ADIR004395	ASTEI20_038226
OG0001883	ADIR000879, ADIR008834	ASTEI20_032672
OG0001884	ADIR004729	ASTEI20_036565
OG0001885	ADIR002574	ASTEI20_036144
OG0001886	ADIR000884	ASTEI20_044448
OG0001887	ADIR001381	ASTEI20_032333
OG0001889	ADIR003950	ASTEI20_031789
OG0001890	ADIR009666	ASTEI20_038678
OG0001891	ADIR005043	ASTEI20_043144
OG0001892	ADIR009077	ASTEI20_039023
OG0001893	ADIR002005	ASTEI20_042354
OG0001894	ADIR001349	ASTEI20_039276
OG0001895	ADIR008240	ASTEI20_034192
OG0001896	ADIR004736	ASTEI20_039087
OG0001897	ADIR001264	ASTEI20_038612
OG0001898	ADIR000959	ASTEI20_039514
OG0001899	ADIR000605	ASTEI20_037992, ASTEI20_041200
OG0001901	ADIR000721	ASTEI20_033230
OG0001902	ADIR002907	ASTEI20_033748, ASTEI20_034244
OG0001903	ADIR003055	ASTEI20_037682
OG0001905	ADIR009690	ASTEI20_039676, ASTEI20_039442
OG0001906	ADIR005354	ASTEI20_043599
OG0001907	ADIR009619, ADIR009620	ASTEI20_039981
OG0001908	ADIR010310	ASTEI20_034931, ASTEI20_045139
OG0001909	ADIR011251	ASTEI20_034649
OG0001910	ADIR009743, ADIR009742	ASTEI20_035560
OG0001912	ADIR002226	ASTEI20_038308
OG0001913	ADIR011669	ASTEI20_045888
OG0001914	ADIR008620	ASTEI20_033192
OG0001915	ADIR003323	ASTEI20_032137
OG0001916	ADIR003539	ASTEI20_036547
OG0001917	ADIR010533	ASTEI20_033135
OG0001918	ADIR001340	ASTEI20_039850
OG0001919	ADIR006898	ASTEI20_032506, ASTEI20_034145
OG0001920	ADIR002718	ASTEI20_032952, ASTEI20_035955
OG0001922	ADIR007437	ASTEI20_041614
OG0001923	ADIR008022	ASTEI20_042360, ASTEI20_043663
OG0001924	ADIR004794	ASTEI20_044885
OG0001925	ADIR001330	ASTEI20_045408
OG0001926	ADIR004600	ASTEI20_044355
OG0001927	ADIR008597	ASTEI20_036613, ASTEI20_034791
OG0001928	ADIR008075	ASTEI20_037817
OG0001929	ADIR011668, ADIR011667, ADIR011752	ASTEI20_045832
OG0001930	ADIR006887	ASTEI20_037415, ASTEI20_043375
OG0001931	ADIR005212	ASTEI20_037972
OG0001933	ADIR008917	ASTEI20_042626
OG0001934	ADIR008799	ASTEI20_032057
OG0001935	ADIR004670	ASTEI20_038257
OG0001937	ADIR007320	ASTEI20_031233
OG0001938	ADIR009556	ASTEI20_043302
OG0001939	ADIR009997, ADIR009999	ASTEI20_042844
OG0001941	ADIR001354	ASTEI20_037166
OG0001942	ADIR015677	ASTEI20_041905
OG0001943	ADIR010369	ASTEI20_034028, ASTEI20_045234
OG0001944	ADIR010788	ASTEI20_031703, ASTEI20_035250
OG0001945	ADIR002380	ASTEI20_035291
OG0001946	ADIR009989, ADIR011656	ASTEI20_034942
OG0001947	ADIR005933	ASTEI20_033022
OG0001948	ADIR001111	ASTEI20_042689
OG0001949	ADIR006014	ASTEI20_045917
OG0001950	ADIR006962, ADIR006963	ASTEI20_036486
OG0001951	ADIR006105	ASTEI20_042361
OG0001952	ADIR008015	ASTEI20_033277, ASTEI20_045218
OG0001953	ADIR006890	ASTEI20_043565, ASTEI20_045155, ASTEI20_035295
OG0001954	ADIR003809, ADIR003810	ASTEI20_035344
OG0001955	ADIR009700	ASTEI20_042105
OG0001956	ADIR000846	ASTEI20_044647
OG0001957	ADIR006911	ASTEI20_032903
OG0001958	ADIR001005	ASTEI20_041677
OG0001959	ADIR008941	ASTEI20_043534
OG0001960	ADIR005313	ASTEI20_037795
OG0001961	ADIR006030	ASTEI20_040225
OG0001962	ADIR004078	ASTEI20_036824
OG0001963	ADIR011496	ASTEI20_031084
OG0001964	ADIR007696	ASTEI20_035509, ASTEI20_030939
OG0001965	ADIR002199	ASTEI20_045582
OG0001968	ADIR009169	ASTEI20_039612
OG0001969	ADIR007937	ASTEI20_033204
OG0001970	ADIR006593	ASTEI20_045665
OG0001971	ADIR002099	ASTEI20_038689
OG0001972	ADIR009182	ASTEI20_036740
OG0001974	ADIR001226	ASTEI20_043787
OG0001975	ADIR007393	ASTEI20_035666
OG0001976	ADIR010396	ASTEI20_045292, ASTEI20_032118
OG0001977	ADIR001519	ASTEI20_031158
OG0001978	ADIR011175	ASTEI20_045946
OG0001979	ADIR003410	ASTEI20_039620
OG0001980	ADIR003936	ASTEI20_040848
OG0001981	ADIR010600	ASTEI20_045261
OG0001982	ADIR003949	ASTEI20_041821
OG0001983	ADIR004189, ADIR001406	ASTEI20_033180
OG0001984	ADIR002169	ASTEI20_041173
OG0001986	ADIR007910	ASTEI20_043037, ASTEI20_032474
OG0001988	ADIR005677	ASTEI20_044476
OG0001997	ADIR001142	ASTEI20_037702
OG0001998	ADIR003929	ASTEI20_033580
OG0002000	ADIR000420	ASTEI20_043117
OG0002005	ADIR001986	ASTEI20_038976, ASTEI20_041311
OG0002008	ADIR008983	ASTEI20_044368
OG0002009	ADIR004520	ASTEI20_037256
OG0002010	ADIR004637	ASTEI20_043728
OG0002011	ADIR005361	ASTEI20_032727
OG0002012	ADIR005846	ASTEI20_034797, ASTEI20_035361, ASTEI20_031921, ASTEI20_033864, ASTEI20_030952, ASTEI20_042404, ASTEI20_031116
OG0002013	ADIR006198	ASTEI20_036993
OG0002013	ADIR015563	ASTEI20_030795
OG0002014	ADIR007457	ASTEI20_033347
OG0002015	ADIR009019	ASTEI20_040624, ASTEI20_038403, ASTEI20_033628, ASTEI20_041615, ASTEI20_034195, ASTEI20_043028, ASTEI20_043542, ASTEI20_038782, ASTEI20_040603, ASTEI20_039874
OG0002016	ADIR009487	ASTEI20_033827
OG0002027	ADIR010703	ASTEI20_040844
OG0002028	ADIR002646	ASTEI20_030975
OG0002029	ADIR016013	ASTEI20_038356
OG0002030	ADIR002665	ASTEI20_045294
OG0002031	ADIR004200	ASTEI20_046042
OG0002032	ADIR010613	ASTEI20_033387
OG0002033	ADIR009911	ASTEI20_031548
OG0002034	ADIR010637	ASTEI20_038919
OG0002035	ADIR008433	ASTEI20_037405
OG0002036	ADIR002724	ASTEI20_032974
OG0002037	ADIR009116	ASTEI20_035677
OG0002038	ADIR010123	ASTEI20_037287, ASTEI20_041594
OG0002039	ADIR005740	ASTEI20_038166
OG0002040	ADIR010121	ASTEI20_033867, ASTEI20_041043
OG0002041	ADIR003903	ASTEI20_037622
OG0002042	ADIR005750	ASTEI20_031365
OG0002043	ADIR009807	ASTEI20_034261
OG0002044	ADIR000975	ASTEI20_033133
OG0002045	ADIR001210	ASTEI20_041826
OG0002046	ADIR009486	ASTEI20_045091
OG0002047	ADIR007533	ASTEI20_040307
OG0002048	ADIR000048	ASTEI20_042497
OG0002049	ADIR009494	ASTEI20_043422
OG0002050	ADIR007560	ASTEI20_037316
OG0002051	ADIR005803	ASTEI20_036454
OG0002052	ADIR010765	ASTEI20_041524
OG0002053	ADIR007557	ASTEI20_035514
OG0002054	ADIR000537	ASTEI20_032285
OG0002055	ADIR010679	ASTEI20_035471
OG0002056	ADIR006577	ASTEI20_030861, ASTEI20_039151
OG0002057	ADIR010674	ASTEI20_034804
OG0002058	ADIR006455	ASTEI20_034372
OG0002059	ADIR008365	ASTEI20_040668
OG0002060	ADIR010673	ASTEI20_040983
OG0002061	ADIR006456	ASTEI20_041687
OG0002062	ADIR015513	ASTEI20_041269
OG0002063	ADIR002815	ASTEI20_034120
OG0002064	ADIR001818	ASTEI20_040879, ASTEI20_032487
OG0002065	ADIR002153	ASTEI20_035451
OG0002066	ADIR002146	ASTEI20_030894
OG0002067	ADIR010490	ASTEI20_042700
OG0002068	ADIR010495	ASTEI20_031658
OG0002069	ADIR005080	ASTEI20_035230
OG0002070	ADIR004363	ASTEI20_031039
OG0002072	ADIR005433	ASTEI20_031374
OG0002073	ADIR016208	ASTEI20_042939
OG0002074	ADIR008164	ASTEI20_033610
OG0002075	ADIR008162	ASTEI20_045022
OG0002076	ADIR016207	ASTEI20_039020
OG0002077	ADIR002355	ASTEI20_042676, ASTEI20_038212
OG0002078	ADIR010262	ASTEI20_037427
OG0002079	ADIR010264	ASTEI20_036201
OG0002080	ADIR010263	ASTEI20_034912
OG0002081	ADIR016129	ASTEI20_044082
OG0002082	ADIR005638	ASTEI20_031484
OG0002083	ADIR000528	ASTEI20_034882
OG0002084	ADIR005560	ASTEI20_036723
OG0002085	ADIR007900	ASTEI20_042187
OG0002086	ADIR001971	ASTEI20_031564
OG0002087	ADIR000409	ASTEI20_042145
OG0002088	ADIR000384	ASTEI20_033684, ASTEI20_035704
OG0002089	ADIR000392	ASTEI20_038481, ASTEI20_037646
OG0002090	ADIR000426	ASTEI20_031049
OG0002091	ADIR007899	ASTEI20_034908
OG0002092	ADIR001969	ASTEI20_035793
OG0002093	ADIR005161	ASTEI20_044480
OG0002094	ADIR009678	ASTEI20_033284
OG0002095	ADIR008396	ASTEI20_044352
OG0002096	ADIR007815, ADIR007814	ASTEI20_037883
OG0002097	ADIR007818	ASTEI20_036152
OG0002098	ADIR005329	ASTEI20_031451
OG0002099	ADIR008981	ASTEI20_041002
OG0002100	ADIR003121	ASTEI20_041235
OG0002101	ADIR010177	ASTEI20_040812, ASTEI20_044122
OG0002102	ADIR006581	ASTEI20_031709
OG0002103	ADIR004603	ASTEI20_035027
OG0002104	ADIR009552	ASTEI20_041521
OG0002105	ADIR005178	ASTEI20_031650
OG0002106	ADIR004838	ASTEI20_034217
OG0002107	ADIR004840	ASTEI20_044283
OG0002108	ADIR006832	ASTEI20_041613
OG0002109	ADIR011522	ASTEI20_041163
OG0002110	ADIR004018	ASTEI20_045396
OG0002111	ADIR005057	ASTEI20_035886
OG0002112	ADIR003966	ASTEI20_040398
OG0002113	ADIR004987	ASTEI20_034837
OG0002114	ADIR008833	ASTEI20_040665
OG0002115	ADIR001657	ASTEI20_040730
OG0002116	ADIR004326	ASTEI20_033071
OG0002117	ADIR007168	ASTEI20_041900
OG0002118	ADIR009250	ASTEI20_030999
OG0002119	ADIR008593	ASTEI20_034988
OG0002120	ADIR001060	ASTEI20_044893
OG0002121	ADIR015494	ASTEI20_043881
OG0002122	ADIR009453	ASTEI20_035468
OG0002123	ADIR016146	ASTEI20_040903
OG0002124	ADIR003763	ASTEI20_045171
OG0002125	ADIR006229	ASTEI20_039350
OG0002126	ADIR003762	ASTEI20_043991
OG0002127	ADIR003793	ASTEI20_039865
OG0002128	ADIR007277	ASTEI20_042584
OG0002129	ADIR007259	ASTEI20_032714
OG0002130	ADIR007271	ASTEI20_042890
OG0002131	ADIR007270	ASTEI20_036107
OG0002132	ADIR007272	ASTEI20_045512
OG0002133	ADIR007247	ASTEI20_035183
OG0002134	ADIR001141	ASTEI20_041249
OG0002135	ADIR006789	ASTEI20_043509
OG0002136	ADIR011211	ASTEI20_044664
OG0002137	ADIR004772	ASTEI20_041310, ASTEI20_044941
OG0002138	ADIR008547	ASTEI20_045926, ASTEI20_037295
OG0002139	ADIR011114	ASTEI20_045133
OG0002140	ADIR004023	ASTEI20_045067
OG0002141	ADIR011071	ASTEI20_045483
OG0002142	ADIR006790	ASTEI20_046159
OG0002143	ADIR000177	ASTEI20_037003
OG0002144	ADIR000165	ASTEI20_044553
OG0002145	ADIR000173	ASTEI20_041539
OG0002146	ADIR007098	ASTEI20_037196
OG0002149	ADIR007043	ASTEI20_040288, ASTEI20_040483
OG0002150	ADIR007108	ASTEI20_041855
OG0002151	ADIR007150	ASTEI20_036092
OG0002152	ADIR015914	ASTEI20_043368
OG0002153	ADIR004944	ASTEI20_036400
OG0002154	ADIR000739	ASTEI20_044590
OG0002155	ADIR008661	ASTEI20_033086
OG0002156	ADIR011176	ASTEI20_041089
OG0002157	ADIR007452	ASTEI20_039045
OG0002158	ADIR008651	ASTEI20_046149
OG0002159	ADIR008646	ASTEI20_033709
OG0002160	ADIR004971	ASTEI20_033303
OG0002161	ADIR004695	ASTEI20_042500
OG0002162	ADIR004970	ASTEI20_045719
OG0002163	ADIR011122	ASTEI20_044009
OG0002164	ADIR004691	ASTEI20_038889
OG0002165	ADIR000706	ASTEI20_032420
OG0002166	ADIR004024	ASTEI20_033236
OG0002167	ADIR009269	ASTEI20_035998
OG0002168	ADIR000709	ASTEI20_031546
OG0002169	ADIR000708	ASTEI20_045450
OG0002170	ADIR000777	ASTEI20_039366
OG0002171	ADIR005172	ASTEI20_044237
OG0002172	ADIR000778	ASTEI20_030876
OG0002173	ADIR006237	ASTEI20_042249
OG0002174	ADIR005034	ASTEI20_039001
OG0002175	ADIR006239	ASTEI20_038172
OG0002176	ADIR006247	ASTEI20_037794
OG0002177	ADIR000311	ASTEI20_034873
OG0002178	ADIR000309	ASTEI20_043055
OG0002179	ADIR011216	ASTEI20_034393
OG0002180	ADIR011229	ASTEI20_034482, ASTEI20_031731
OG0002181	ADIR011060	ASTEI20_039889
OG0002182	ADIR011247	ASTEI20_039066
OG0002183	ADIR011245	ASTEI20_035823
OG0002184	ADIR003494	ASTEI20_036865
OG0002185	ADIR006566	ASTEI20_038700
OG0002186	ADIR002889	ASTEI20_031406
OG0002187	ADIR015585	ASTEI20_042567
OG0002188	ADIR015586	ASTEI20_036417
OG0002189	ADIR004127	ASTEI20_039485
OG0002190	ADIR000629	ASTEI20_036177
OG0002191	ADIR006344	ASTEI20_042517
OG0002192	ADIR000627, ADIR000628	ASTEI20_032625
OG0002193	ADIR011446	ASTEI20_045635
OG0002194	ADIR007670	ASTEI20_033869
OG0002195	ADIR007515	ASTEI20_043113
OG0002196	ADIR007671	ASTEI20_030907
OG0002197	ADIR000546	ASTEI20_037747
OG0002198	ADIR005225	ASTEI20_044611
OG0002199	ADIR005274	ASTEI20_044477
OG0002200	ADIR008017	ASTEI20_039345, ASTEI20_035076
OG0002201	ADIR003744	ASTEI20_034899, ASTEI20_043590
OG0002202	ADIR003740	ASTEI20_042659, ASTEI20_038102
OG0002203	ADIR004226	ASTEI20_032832
OG0002204	ADIR001051	ASTEI20_039331
OG0002205	ADIR008018	ASTEI20_044937, ASTEI20_043622
OG0002206	ADIR003741	ASTEI20_041536, ASTEI20_033605
OG0002207	ADIR005159	ASTEI20_044187
OG0002208	ADIR005019	ASTEI20_045046
OG0002209	ADIR004997	ASTEI20_040057
OG0002210	ADIR011383	ASTEI20_040549, ASTEI20_037897
OG0002211	ADIR007898	ASTEI20_033041
OG0002212	ADIR005441	ASTEI20_035996
OG0002213	ADIR003292	ASTEI20_033801
OG0002214	ADIR000890	ASTEI20_038668
OG0002215	ADIR000810	ASTEI20_033327
OG0002216	ADIR003835	ASTEI20_040253
OG0002217	ADIR007947	ASTEI20_032995
OG0002218	ADIR008557	ASTEI20_035481
OG0002219	ADIR001290	ASTEI20_032843
OG0002220	ADIR006633	ASTEI20_045640
OG0002221	ADIR010460	ASTEI20_034270
OG0002222	ADIR010462	ASTEI20_037211
OG0002223	ADIR005672	ASTEI20_040530
OG0002224	ADIR003142	ASTEI20_037607
OG0002226	ADIR002188	ASTEI20_034642
OG0002227	ADIR005494	ASTEI20_032289
OG0002229	ADIR000479	ASTEI20_043800
OG0002230	ADIR004922	ASTEI20_039163
OG0002231	ADIR004933	ASTEI20_042868
OG0002232	ADIR008520, ADIR003557	ASTEI20_034129
OG0002233	ADIR007046	ASTEI20_036255, ASTEI20_032533
OG0002234	ADIR007184	ASTEI20_040334
OG0002235	ADIR005468	ASTEI20_044223
OG0002236	ADIR010260	ASTEI20_033975
OG0002237	ADIR004571	ASTEI20_032334
OG0002238	ADIR002662	ASTEI20_033686
OG0002239	ADIR002664	ASTEI20_035417
OG0002240	ADIR002876	ASTEI20_045129
OG0002242	ADIR005447	ASTEI20_039000
OG0002244	ADIR001379	ASTEI20_033717
OG0002245	ADIR015492, ADIR000798	ASTEI20_044614
OG0002246	ADIR001378	ASTEI20_044379
OG0002247	ADIR003551	ASTEI20_035720
OG0002248	ADIR000044	ASTEI20_038610
OG0002249	ADIR000824	ASTEI20_043522, ASTEI20_036117
OG0002250	ADIR008320	ASTEI20_040864
OG0002251	ADIR008321	ASTEI20_031231
OG0002252	ADIR008319	ASTEI20_043997
OG0002253	ADIR000111	ASTEI20_035231
OG0002254	ADIR002444	ASTEI20_035718
OG0002255	ADIR002929	ASTEI20_038984
OG0002256	ADIR015707	ASTEI20_035525
OG0002257	ADIR010728	ASTEI20_044773
OG0002258	ADIR003358	ASTEI20_036901
OG0002259	ADIR001527	ASTEI20_034292
OG0002260	ADIR004591	ASTEI20_035331
OG0002261	ADIR007912	ASTEI20_040889
OG0002262	ADIR007698	ASTEI20_041779, ASTEI20_032004
OG0002263	ADIR007700	ASTEI20_043796, ASTEI20_033307
OG0002264	ADIR005763	ASTEI20_035137
OG0002265	ADIR003745	ASTEI20_030902, ASTEI20_039602
OG0002266	ADIR001443	ASTEI20_035343
OG0002267	ADIR003607	ASTEI20_031246
OG0002268	ADIR000383	ASTEI20_044596, ASTEI20_042453
OG0002269	ADIR000382	ASTEI20_032552, ASTEI20_037994
OG0002270	ADIR009665	ASTEI20_037324
OG0002271	ADIR000393	ASTEI20_038708, ASTEI20_035936
OG0002272	ADIR000395	ASTEI20_036329, ASTEI20_037546
OG0002273	ADIR002227	ASTEI20_044467
OG0002274	ADIR004000	ASTEI20_031610
OG0002275	ADIR008272	ASTEI20_034951
OG0002276	ADIR003995	ASTEI20_035951
OG0002277	ADIR002931	ASTEI20_036205
OG0002278	ADIR002936	ASTEI20_038910
OG0002279	ADIR002932	ASTEI20_040726
OG0002280	ADIR016217	ASTEI20_039664, ASTEI20_032734
OG0002281	ADIR010379	ASTEI20_039057
OG0002282	ADIR004337	ASTEI20_040222
OG0002283	ADIR011342	ASTEI20_039083
OG0002284	ADIR001698	ASTEI20_033382
OG0002285	ADIR011189	ASTEI20_037197
OG0002286	ADIR006253	ASTEI20_033455
OG0002287	ADIR006255	ASTEI20_040694
OG0002288	ADIR006254	ASTEI20_034325
OG0002289	ADIR004323	ASTEI20_045997
OG0002290	ADIR008876	ASTEI20_033129
OG0002291	ADIR004956	ASTEI20_041218
OG0002292	ADIR002167	ASTEI20_036545
OG0002293	ADIR009168	ASTEI20_041434
OG0002294	ADIR011306	ASTEI20_041852
OG0002295	ADIR011308	ASTEI20_043473
OG0002296	ADIR011322	ASTEI20_036165
OG0002297	ADIR000873	ASTEI20_032959
OG0002298	ADIR003087	ASTEI20_045742
OG0002299	ADIR002681	ASTEI20_034255
OG0002300	ADIR003084	ASTEI20_044583
OG0002301	ADIR002689	ASTEI20_042907
OG0002302	ADIR010824	ASTEI20_039469
OG0002304	ADIR002341	ASTEI20_045284
OG0002305	ADIR005770	ASTEI20_044481
OG0002306	ADIR001922	ASTEI20_035750, ASTEI20_040659
OG0002307	ADIR001928	ASTEI20_036319
OG0002308	ADIR007280	ASTEI20_037047
OG0002309	ADIR007022	ASTEI20_036694
OG0002310	ADIR009158	ASTEI20_045787
OG0002311	ADIR010486	ASTEI20_040734
OG0002312	ADIR007430	ASTEI20_033632, ASTEI20_044979
OG0002313	ADIR002263	ASTEI20_042950
OG0002314	ADIR011385	ASTEI20_031522, ASTEI20_045365
OG0002315	ADIR002040	ASTEI20_036867
OG0002316	ADIR002041	ASTEI20_045144
OG0002317	ADIR007523	ASTEI20_039040
OG0002318	ADIR010966	ASTEI20_044442
OG0002319	ADIR011389	ASTEI20_038811
OG0002320	ADIR011391	ASTEI20_032886
OG0002321	ADIR008493	ASTEI20_041840
OG0002322	ADIR008498	ASTEI20_033038
OG0002323	ADIR007644	ASTEI20_032391
OG0002325	ADIR003264	ASTEI20_041421
OG0002326	ADIR004482	ASTEI20_032967
OG0002328	ADIR004751	ASTEI20_045267
OG0002329	ADIR004480	ASTEI20_032623
OG0002330	ADIR007335	ASTEI20_041635
OG0002331	ADIR005376	ASTEI20_035370
OG0002332	ADIR008288	ASTEI20_045976
OG0002333	ADIR005375	ASTEI20_034203
OG0002334	ADIR005368	ASTEI20_045428
OG0002335	ADIR005374	ASTEI20_037151
OG0002336	ADIR005372	ASTEI20_041456
OG0002337	ADIR010737	ASTEI20_042944
OG0002338	ADIR009138	ASTEI20_038934
OG0002339	ADIR005606	ASTEI20_032110
OG0002340	ADIR008517	ASTEI20_035539
OG0002341	ADIR008513	ASTEI20_031169
OG0002342	ADIR010411	ASTEI20_036859
OG0002343	ADIR010661	ASTEI20_042897
