Orthogroup	AstephensiUCISS2018	CquinquefasciatusJHB2020
OG0000854	ASTEI20_034595	CQUJHB002878
OG0000855	ASTEI20_032493, ASTEI20_042132	CQUJHB015793
OG0000856	ASTEI20_036510, ASTEI20_041735	CQUJHB005654
OG0000858	ASTEI20_034712	CQUJHB013735
OG0000859	ASTEI20_037362	CQUJHB015175, CQUJHB007368
OG0000860	ASTEI20_043892	CQUJHB010213, CQUJHB011973, CQUJHB003675, CQUJHB008896, CQUJHB009979, CQUJHB018059
OG0000861	ASTEI20_041727	CQUJHB006478
OG0000861	ASTEI20_038521	CQUJHB007382
OG0000862	ASTEI20_044800, ASTEI20_033388	CQUJHB006077
OG0000863	ASTEI20_039681	CQUJHB005277
OG0000864	ASTEI20_040084	CQUJHB009866
OG0000865	ASTEI20_044183	CQUJHB011654
OG0000866	ASTEI20_036038	CQUJHB005487
OG0000867	ASTEI20_041802, ASTEI20_036774	CQUJHB002856
OG0000868	ASTEI20_031032	CQUJHB017512
OG0000869	ASTEI20_045680, ASTEI20_043696, ASTEI20_044341	CQUJHB002047
OG0000870	ASTEI20_041721, ASTEI20_039027	CQUJHB000329
OG0000871	ASTEI20_043245	CQUJHB016231
OG0000872	ASTEI20_035045	CQUJHB008866
OG0000873	ASTEI20_037241	CQUJHB010528, CQUJHB011068, CQUJHB008763, CQUJHB005938, CQUJHB014877
OG0000874	ASTEI20_032447, ASTEI20_036343	CQUJHB004819
OG0000875	ASTEI20_031975	CQUJHB006381
OG0000877	ASTEI20_040971, ASTEI20_037309	CQUJHB010953, CQUJHB009376
OG0000878	ASTEI20_041893, ASTEI20_036003	CQUJHB003331
OG0000879	ASTEI20_043715	CQUJHB006673, CQUJHB007465, CQUJHB018335
OG0000881	ASTEI20_044067	CQUJHB006011
OG0000882	ASTEI20_039800	CQUJHB012547
OG0000883	ASTEI20_038661, ASTEI20_031209	CQUJHB002993
OG0000884	ASTEI20_040416	CQUJHB008395
OG0000885	ASTEI20_046138	CQUJHB004480
OG0000886	ASTEI20_044506	CQUJHB006633
OG0000887	ASTEI20_038548, ASTEI20_045008	CQUJHB005562
OG0000888	ASTEI20_033933	CQUJHB013300
OG0000889	ASTEI20_045458	CQUJHB014198
OG0000890	ASTEI20_045313	CQUJHB013314
OG0000893	ASTEI20_039923	CQUJHB007906
OG0000894	ASTEI20_036594	CQUJHB005788
OG0000895	ASTEI20_042878	CQUJHB015553
OG0000896	ASTEI20_034832	CQUJHB006387
OG0000897	ASTEI20_043474, ASTEI20_036984, ASTEI20_032916, ASTEI20_042579	CQUJHB002986
OG0000900	ASTEI20_039875	CQUJHB003458, CQUJHB008881, CQUJHB008191
OG0000901	ASTEI20_038514, ASTEI20_032584	CQUJHB009729
OG0000902	ASTEI20_033803, ASTEI20_039735	CQUJHB007586
OG0000903	ASTEI20_032454, ASTEI20_032648	CQUJHB007592, CQUJHB014028
OG0000904	ASTEI20_036389, ASTEI20_039996	CQUJHB000233
OG0000906	ASTEI20_039052	CQUJHB006767
OG0000907	ASTEI20_030972, ASTEI20_043706	CQUJHB017993, CQUJHB009363
OG0000909	ASTEI20_040014	CQUJHB012083
OG0000911	ASTEI20_034906	CQUJHB004769
OG0000913	ASTEI20_038214	CQUJHB018091, CQUJHB002158, CQUJHB015260
OG0000917	ASTEI20_045941	CQUJHB008073, CQUJHB003257, CQUJHB007056
OG0000922	ASTEI20_037937, ASTEI20_032922	CQUJHB016066
OG0000924	ASTEI20_042768, ASTEI20_044361, ASTEI20_045839, ASTEI20_040209, ASTEI20_042226, ASTEI20_043816, ASTEI20_041496, ASTEI20_041963, ASTEI20_042285, ASTEI20_034568	CQUJHB008868
OG0000940	ASTEI20_034935	CQUJHB004520
OG0000941	ASTEI20_033136	CQUJHB009645
OG0000942	ASTEI20_044731	CQUJHB017523
OG0000943	ASTEI20_041590	CQUJHB014395, CQUJHB007606, CQUJHB001770
OG0000944	ASTEI20_031002, ASTEI20_035316	CQUJHB016531
OG0000945	ASTEI20_030978, ASTEI20_039745	CQUJHB009634
OG0000946	ASTEI20_032242	CQUJHB001073
OG0000947	ASTEI20_041716	CQUJHB014338, CQUJHB009540, CQUJHB002226
OG0000948	ASTEI20_034366, ASTEI20_036279	CQUJHB004396, CQUJHB011163
OG0000949	ASTEI20_041438	CQUJHB014138
OG0000950	ASTEI20_035813	CQUJHB018106
OG0000951	ASTEI20_037697, ASTEI20_033085	CQUJHB005663
OG0000952	ASTEI20_036430	CQUJHB017278
OG0000953	ASTEI20_036115	CQUJHB003522, CQUJHB013131, CQUJHB000138, CQUJHB007179
OG0000954	ASTEI20_044671	CQUJHB001350
OG0000955	ASTEI20_040949	CQUJHB014863
OG0000956	ASTEI20_032161	CQUJHB008114
OG0000957	ASTEI20_034570	CQUJHB008389, CQUJHB016063
OG0000958	ASTEI20_041178	CQUJHB003261
OG0000959	ASTEI20_034877	CQUJHB002198
OG0000960	ASTEI20_032481	CQUJHB012755
OG0000961	ASTEI20_039897, ASTEI20_043406	CQUJHB004963, CQUJHB007561
OG0000962	ASTEI20_042867	CQUJHB009877, CQUJHB015515, CQUJHB011384, CQUJHB008236
OG0000963	ASTEI20_042343	CQUJHB009639
OG0000964	ASTEI20_030858, ASTEI20_041502	CQUJHB008744, CQUJHB010722
OG0000965	ASTEI20_038733	CQUJHB017790, CQUJHB006908, CQUJHB007964
OG0000966	ASTEI20_032401	CQUJHB016172, CQUJHB017954
OG0000967	ASTEI20_045321	CQUJHB005852
OG0000969	ASTEI20_044721	CQUJHB015784
OG0000970	ASTEI20_043170	CQUJHB014664, CQUJHB011743
OG0000972	ASTEI20_040349	CQUJHB018311, CQUJHB012214
OG0000973	ASTEI20_044892	CQUJHB016185
OG0000974	ASTEI20_037996, ASTEI20_037917	CQUJHB003428
OG0000976	ASTEI20_038305	CQUJHB001997, CQUJHB005014
OG0000977	ASTEI20_040796	CQUJHB010487, CQUJHB018398, CQUJHB004772, CQUJHB003256, CQUJHB012401
OG0000978	ASTEI20_042079, ASTEI20_041204	CQUJHB014489
OG0000979	ASTEI20_041890	CQUJHB010582
OG0000980	ASTEI20_033638	CQUJHB005278
OG0000982	ASTEI20_041497	CQUJHB016893
OG0000983	ASTEI20_038937	CQUJHB012820
OG0000984	ASTEI20_044204	CQUJHB009150
OG0000985	ASTEI20_043691, ASTEI20_042027	CQUJHB005271
OG0000986	ASTEI20_036620	CQUJHB011518
OG0000987	ASTEI20_040186	CQUJHB008220
OG0000988	ASTEI20_045087	CQUJHB003586, CQUJHB006502, CQUJHB005034
OG0000989	ASTEI20_040964, ASTEI20_037454	CQUJHB003833
OG0000990	ASTEI20_044951	CQUJHB004540
OG0000991	ASTEI20_032561	CQUJHB003449
OG0000992	ASTEI20_036956, ASTEI20_036478	CQUJHB002157, CQUJHB000145
OG0000994	ASTEI20_032257	CQUJHB002391
OG0000995	ASTEI20_035459, ASTEI20_041125	CQUJHB013694
OG0000996	ASTEI20_031926, ASTEI20_044157	CQUJHB015466
OG0000997	ASTEI20_039712	CQUJHB004237
OG0000998	ASTEI20_038439	CQUJHB012886
OG0000999	ASTEI20_032079	CQUJHB014645
OG0001000	ASTEI20_045504	CQUJHB012706
OG0001001	ASTEI20_036585	CQUJHB007634
OG0001002	ASTEI20_034265	CQUJHB004437
OG0001003	ASTEI20_036096	CQUJHB010786, CQUJHB001291, CQUJHB006893
OG0001004	ASTEI20_042577, ASTEI20_035708	CQUJHB008887
OG0001005	ASTEI20_037489	CQUJHB009416
OG0001006	ASTEI20_043740	CQUJHB005281, CQUJHB001670
OG0001007	ASTEI20_036987	CQUJHB017109
OG0001008	ASTEI20_032053	CQUJHB018152
OG0001009	ASTEI20_043443	CQUJHB006049
OG0001010	ASTEI20_044389	CQUJHB008609, CQUJHB010465
OG0001011	ASTEI20_045764	CQUJHB006775
OG0001012	ASTEI20_037949, ASTEI20_041799, ASTEI20_034831, ASTEI20_045279	CQUJHB007749
OG0001013	ASTEI20_034929	CQUJHB008606, CQUJHB009163
OG0001014	ASTEI20_034354	CQUJHB000862, CQUJHB018422, CQUJHB002738, CQUJHB007997
OG0001015	ASTEI20_041127, ASTEI20_039394	CQUJHB005079
OG0001016	ASTEI20_040727	CQUJHB012911
OG0001017	ASTEI20_040130	CQUJHB004504
OG0001018	ASTEI20_035014	CQUJHB015199, CQUJHB006119
OG0001019	ASTEI20_031537, ASTEI20_033808	CQUJHB017240
OG0001020	ASTEI20_038412, ASTEI20_042447	CQUJHB011426
OG0001021	ASTEI20_044575	CQUJHB014949
OG0001022	ASTEI20_040004	CQUJHB008189, CQUJHB009115
OG0001023	ASTEI20_036841, ASTEI20_035782	CQUJHB014680
OG0001024	ASTEI20_037928	CQUJHB008615
OG0001025	ASTEI20_041827	CQUJHB005668, CQUJHB013040, CQUJHB004270, CQUJHB015661, CQUJHB014308
OG0001026	ASTEI20_032483	CQUJHB010510
OG0001027	ASTEI20_044527	CQUJHB003034
OG0001028	ASTEI20_034918	CQUJHB005131, CQUJHB007966
OG0001029	ASTEI20_031132	CQUJHB013179
OG0001030	ASTEI20_043871	CQUJHB004864
OG0001031	ASTEI20_043066, ASTEI20_030931	CQUJHB007639
OG0001032	ASTEI20_041822	CQUJHB005167, CQUJHB007849, CQUJHB005901
OG0001033	ASTEI20_033764, ASTEI20_039173	CQUJHB008878, CQUJHB003193
OG0001034	ASTEI20_043071	CQUJHB008761
OG0001035	ASTEI20_042050	CQUJHB014148, CQUJHB012364
OG0001036	ASTEI20_033259	CQUJHB009624
OG0001037	ASTEI20_037174, ASTEI20_045118	CQUJHB010944
OG0001038	ASTEI20_036062, ASTEI20_036166	CQUJHB012793
OG0001039	ASTEI20_043152	CQUJHB012892
OG0001040	ASTEI20_040946	CQUJHB014554
OG0001041	ASTEI20_037997	CQUJHB004800, CQUJHB014502, CQUJHB014637, CQUJHB014731
OG0001042	ASTEI20_045209	CQUJHB011988, CQUJHB007438
OG0001043	ASTEI20_034315, ASTEI20_046090	CQUJHB014003
OG0001044	ASTEI20_031687	CQUJHB009456
OG0001045	ASTEI20_034716, ASTEI20_041546	CQUJHB002304
OG0001046	ASTEI20_041254	CQUJHB014333, CQUJHB005302, CQUJHB006810
OG0001047	ASTEI20_036049, ASTEI20_031951	CQUJHB002752
OG0001048	ASTEI20_032710	CQUJHB006541, CQUJHB015947, CQUJHB017293
OG0001049	ASTEI20_044919	CQUJHB007601
OG0001050	ASTEI20_037230	CQUJHB008829, CQUJHB004223
OG0001051	ASTEI20_034000	CQUJHB004689, CQUJHB017302
OG0001053	ASTEI20_033613	CQUJHB012825
OG0001054	ASTEI20_040565, ASTEI20_034260	CQUJHB008911
OG0001055	ASTEI20_036501	CQUJHB000174
OG0001056	ASTEI20_031303	CQUJHB011726
OG0001057	ASTEI20_036077	CQUJHB006290
OG0001058	ASTEI20_035953	CQUJHB003510
OG0001059	ASTEI20_037629	CQUJHB001699, CQUJHB008683
OG0001060	ASTEI20_035632, ASTEI20_030825	CQUJHB002435
OG0001061	ASTEI20_044823	CQUJHB012829
OG0001062	ASTEI20_032371	CQUJHB018401
OG0001063	ASTEI20_042203	CQUJHB000027
OG0001064	ASTEI20_042469, ASTEI20_039353	CQUJHB005644
OG0001065	ASTEI20_039474	CQUJHB012881
OG0001066	ASTEI20_036725	CQUJHB010424
OG0001067	ASTEI20_045488	CQUJHB014809
OG0001068	ASTEI20_036207	CQUJHB004688
OG0001069	ASTEI20_046052	CQUJHB017320, CQUJHB003270
OG0001070	ASTEI20_041079	CQUJHB006431
OG0001071	ASTEI20_035650	CQUJHB013112
OG0001072	ASTEI20_046181	CQUJHB018472
OG0001073	ASTEI20_040311	CQUJHB016253
OG0001074	ASTEI20_045114, ASTEI20_045774, ASTEI20_037135	CQUJHB017478, CQUJHB013073
OG0001075	ASTEI20_038097	CQUJHB001253
OG0001076	ASTEI20_035622	CQUJHB014057
OG0001077	ASTEI20_034898	CQUJHB017342
OG0001080	ASTEI20_031701	CQUJHB005199
OG0001081	ASTEI20_043227, ASTEI20_044836	CQUJHB001310
OG0001082	ASTEI20_038405	CQUJHB008406
OG0001083	ASTEI20_031837	CQUJHB007924
OG0001084	ASTEI20_034735	CQUJHB010600
OG0001085	ASTEI20_031097, ASTEI20_035255	CQUJHB016838
OG0001086	ASTEI20_032661	CQUJHB017140
OG0001087	ASTEI20_040078	CQUJHB013935
OG0001088	ASTEI20_045457, ASTEI20_033963	CQUJHB013090
OG0001090	ASTEI20_040246, ASTEI20_034602	CQUJHB009490
OG0001091	ASTEI20_031436	CQUJHB012191
OG0001092	ASTEI20_034519	CQUJHB010151
OG0001094	ASTEI20_035834, ASTEI20_034269	CQUJHB012076
OG0001095	ASTEI20_032860	CQUJHB001970
OG0001096	ASTEI20_044127	CQUJHB009987, CQUJHB004050
OG0001097	ASTEI20_033846	CQUJHB013069
OG0001098	ASTEI20_032972	CQUJHB013863
OG0001101	ASTEI20_034829	CQUJHB001198
OG0001102	ASTEI20_040761, ASTEI20_034711	CQUJHB002778
OG0001103	ASTEI20_034331, ASTEI20_045627	CQUJHB018442
OG0001105	ASTEI20_039566	CQUJHB000989
OG0001106	ASTEI20_031793	CQUJHB013092
OG0001107	ASTEI20_035830	CQUJHB000759
OG0001109	ASTEI20_040528	CQUJHB008455
OG0001110	ASTEI20_036552	CQUJHB014045
OG0001111	ASTEI20_044348	CQUJHB011303
OG0001112	ASTEI20_036444, ASTEI20_041485	CQUJHB008113
OG0001113	ASTEI20_031840	CQUJHB007943, CQUJHB007461
OG0001114	ASTEI20_033768	CQUJHB011288, CQUJHB010497, CQUJHB016637, CQUJHB015855, CQUJHB007919, CQUJHB017843, CQUJHB000278, CQUJHB012134
OG0001120	ASTEI20_033779, ASTEI20_031848, ASTEI20_038187	CQUJHB002023, CQUJHB001732
OG0001138	ASTEI20_043819	CQUJHB007348, CQUJHB000295
OG0001139	ASTEI20_036863	CQUJHB010719
OG0001140	ASTEI20_036602	CQUJHB001743, CQUJHB012004
OG0001141	ASTEI20_040448	CQUJHB003042, CQUJHB000129
OG0001142	ASTEI20_034324	CQUJHB002686
OG0001143	ASTEI20_043905	CQUJHB005711, CQUJHB014381
OG0001144	ASTEI20_038739	CQUJHB006357
OG0001145	ASTEI20_043426	CQUJHB010484
OG0001146	ASTEI20_038617	CQUJHB008463, CQUJHB002417, CQUJHB008999
OG0001147	ASTEI20_044326, ASTEI20_036312	CQUJHB008274
OG0001148	ASTEI20_042033	CQUJHB007885, CQUJHB009789
OG0001149	ASTEI20_034126	CQUJHB018083
OG0001150	ASTEI20_034115	CQUJHB008800
OG0001151	ASTEI20_045831	CQUJHB012350
OG0001152	ASTEI20_032962	CQUJHB007774, CQUJHB011363, CQUJHB014477
OG0001154	ASTEI20_044879	CQUJHB005576
OG0001155	ASTEI20_037761	CQUJHB003017
OG0001157	ASTEI20_036944	CQUJHB010532, CQUJHB002936
OG0001158	ASTEI20_030873	CQUJHB001257
OG0001159	ASTEI20_041806, ASTEI20_033490	CQUJHB006668
OG0001160	ASTEI20_038639	CQUJHB016217
OG0001162	ASTEI20_039448	CQUJHB008377
OG0001163	ASTEI20_034387	CQUJHB003901
OG0001164	ASTEI20_045255	CQUJHB012880, CQUJHB017377, CQUJHB003895
OG0001166	ASTEI20_038551	CQUJHB004804, CQUJHB012775, CQUJHB017235
OG0001167	ASTEI20_032275	CQUJHB000861, CQUJHB005636, CQUJHB000790
OG0001168	ASTEI20_045785	CQUJHB003000
OG0001170	ASTEI20_043395, ASTEI20_040323	CQUJHB005763
OG0001171	ASTEI20_039876	CQUJHB002512
OG0001172	ASTEI20_040091, ASTEI20_044472	CQUJHB018242, CQUJHB007240
OG0001173	ASTEI20_034896	CQUJHB014673
OG0001174	ASTEI20_038468	CQUJHB001642
OG0001176	ASTEI20_037117	CQUJHB010130, CQUJHB017815
OG0001177	ASTEI20_044013, ASTEI20_037360	CQUJHB004326
OG0001178	ASTEI20_032693	CQUJHB016014
OG0001179	ASTEI20_033884	CQUJHB000147
OG0001180	ASTEI20_035035	CQUJHB018140
OG0001181	ASTEI20_031047	CQUJHB007629
OG0001182	ASTEI20_043923	CQUJHB005470
OG0001183	ASTEI20_042369	CQUJHB003155
OG0001184	ASTEI20_043317, ASTEI20_041197	CQUJHB016075
OG0001185	ASTEI20_039486	CQUJHB014228
OG0001186	ASTEI20_041013	CQUJHB001111
OG0001187	ASTEI20_037510	CQUJHB006308
OG0001188	ASTEI20_040907	CQUJHB006492, CQUJHB000473
OG0001189	ASTEI20_032182, ASTEI20_036336	CQUJHB007511
OG0001190	ASTEI20_039244, ASTEI20_036889	CQUJHB014246
OG0001191	ASTEI20_041595	CQUJHB003666, CQUJHB003991
OG0001192	ASTEI20_038126	CQUJHB014514
OG0001192	ASTEI20_033823	CQUJHB011394
OG0001193	ASTEI20_039615	CQUJHB013945
OG0001194	ASTEI20_034839, ASTEI20_039727	CQUJHB004740
OG0001195	ASTEI20_040722	CQUJHB012265
OG0001196	ASTEI20_039060	CQUJHB017906
OG0001197	ASTEI20_043018	CQUJHB010291, CQUJHB006315
OG0001198	ASTEI20_030970	CQUJHB016045, CQUJHB002943
OG0001199	ASTEI20_041683	CQUJHB010339
OG0001200	ASTEI20_032316	CQUJHB005650, CQUJHB002786
OG0001201	ASTEI20_041949, ASTEI20_045078, ASTEI20_036270	CQUJHB007565
OG0001202	ASTEI20_035931	CQUJHB015157
OG0001203	ASTEI20_035162	CQUJHB010629, CQUJHB007576
OG0001204	ASTEI20_035671	CQUJHB011526
OG0001205	ASTEI20_040926	CQUJHB016582, CQUJHB011022
OG0001206	ASTEI20_036701	CQUJHB006483
OG0001207	ASTEI20_033357	CQUJHB011194
OG0001208	ASTEI20_035106	CQUJHB001959, CQUJHB009601
OG0001209	ASTEI20_031594	CQUJHB013094
OG0001210	ASTEI20_035556	CQUJHB014801
OG0001211	ASTEI20_040238, ASTEI20_039987	CQUJHB013663
OG0001212	ASTEI20_041598	CQUJHB013955, CQUJHB015741
OG0001213	ASTEI20_043541, ASTEI20_036617	CQUJHB000153, CQUJHB002045, CQUJHB014566
OG0001214	ASTEI20_042489	CQUJHB006567, CQUJHB001389
OG0001215	ASTEI20_041685	CQUJHB007784
OG0001216	ASTEI20_041429, ASTEI20_037591	CQUJHB010948, CQUJHB002297
OG0001218	ASTEI20_034852	CQUJHB015464, CQUJHB005474
OG0001219	ASTEI20_035173	CQUJHB014977
OG0001220	ASTEI20_036333	CQUJHB004911
OG0001221	ASTEI20_035973	CQUJHB000175, CQUJHB011467
OG0001222	ASTEI20_035938	CQUJHB005963
OG0001223	ASTEI20_040140	CQUJHB001107
OG0001224	ASTEI20_032086	CQUJHB010964
OG0001225	ASTEI20_039472	CQUJHB002797
OG0001226	ASTEI20_041077	CQUJHB004897
OG0001227	ASTEI20_040805	CQUJHB010670
OG0001228	ASTEI20_044020	CQUJHB012061, CQUJHB004750
OG0001229	ASTEI20_033440	CQUJHB006235
OG0001230	ASTEI20_037753	CQUJHB011435
OG0001231	ASTEI20_035857	CQUJHB007720, CQUJHB006247, CQUJHB015818
OG0001232	ASTEI20_034063	CQUJHB016364
OG0001234	ASTEI20_045679, ASTEI20_045030	CQUJHB010175
OG0001235	ASTEI20_043063	CQUJHB003925
OG0001236	ASTEI20_038843	CQUJHB001267
OG0001237	ASTEI20_039747, ASTEI20_042138	CQUJHB004175
OG0001238	ASTEI20_038086, ASTEI20_031674	CQUJHB002472
OG0001239	ASTEI20_041060	CQUJHB005397, CQUJHB016379
OG0001240	ASTEI20_044077	CQUJHB006799, CQUJHB010004
OG0001241	ASTEI20_045999	CQUJHB016654
OG0001242	ASTEI20_044309	CQUJHB011751, CQUJHB002453, CQUJHB001061
OG0001243	ASTEI20_041872	CQUJHB015647
OG0001244	ASTEI20_041786	CQUJHB011548
OG0001245	ASTEI20_033276	CQUJHB010710
OG0001246	ASTEI20_034564	CQUJHB018055
OG0001247	ASTEI20_040370	CQUJHB012283
OG0001248	ASTEI20_038974	CQUJHB002127
OG0001249	ASTEI20_044243	CQUJHB011797
OG0001250	ASTEI20_036475	CQUJHB005451
OG0001251	ASTEI20_036781	CQUJHB006519, CQUJHB013100
OG0001252	ASTEI20_037283	CQUJHB012657
OG0001253	ASTEI20_045648	CQUJHB001382
OG0001254	ASTEI20_031419	CQUJHB001940
OG0001255	ASTEI20_038178, ASTEI20_038352	CQUJHB006501, CQUJHB009583
OG0001256	ASTEI20_041385	CQUJHB017727, CQUJHB007395, CQUJHB008043, CQUJHB004032, CQUJHB009446
OG0001257	ASTEI20_044701	CQUJHB016767
OG0001258	ASTEI20_042582	CQUJHB003392
OG0001259	ASTEI20_034415	CQUJHB016438, CQUJHB010682
OG0001260	ASTEI20_040339	CQUJHB016170
OG0001261	ASTEI20_031118, ASTEI20_033138	CQUJHB013883
OG0001262	ASTEI20_043346	CQUJHB016878
OG0001263	ASTEI20_033024	CQUJHB003620, CQUJHB002466
OG0001264	ASTEI20_039480, ASTEI20_039924	CQUJHB002884
OG0001265	ASTEI20_031100	CQUJHB006364
OG0001266	ASTEI20_044830	CQUJHB004429
OG0001267	ASTEI20_036119	CQUJHB013444
OG0001268	ASTEI20_037694, ASTEI20_034761	CQUJHB014430
OG0001269	ASTEI20_043574	CQUJHB001567
OG0001270	ASTEI20_041208	CQUJHB014681
OG0001271	ASTEI20_044512	CQUJHB010717
OG0001272	ASTEI20_032452	CQUJHB004263
OG0001273	ASTEI20_042664, ASTEI20_033683	CQUJHB003614, CQUJHB008222
OG0001274	ASTEI20_045270	CQUJHB018240
OG0001275	ASTEI20_031688	CQUJHB014242
OG0001276	ASTEI20_044988	CQUJHB013322, CQUJHB013951
OG0001277	ASTEI20_040166	CQUJHB011436
OG0001278	ASTEI20_031435	CQUJHB002935
OG0001279	ASTEI20_045175	CQUJHB007827
OG0001280	ASTEI20_030833, ASTEI20_039688	CQUJHB010548
OG0001281	ASTEI20_031355	CQUJHB010234
OG0001282	ASTEI20_037170	CQUJHB008583
OG0001283	ASTEI20_038777, ASTEI20_032878	CQUJHB010410
OG0001284	ASTEI20_037848	CQUJHB014665, CQUJHB017369
OG0001285	ASTEI20_045902	CQUJHB011728
OG0001286	ASTEI20_046079, ASTEI20_046017	CQUJHB014654
OG0001287	ASTEI20_045173	CQUJHB017594
OG0001288	ASTEI20_037853, ASTEI20_033120	CQUJHB000463, CQUJHB004855, CQUJHB017025
OG0001289	ASTEI20_044446	CQUJHB012802
OG0001292	ASTEI20_038206, ASTEI20_045992	CQUJHB004373
OG0001293	ASTEI20_037544	CQUJHB009962
OG0001294	ASTEI20_039396	CQUJHB011730, CQUJHB000828
OG0001295	ASTEI20_045894	CQUJHB008918
OG0001297	ASTEI20_039168	CQUJHB018209
OG0001298	ASTEI20_032981	CQUJHB007683
OG0001299	ASTEI20_044797	CQUJHB006418, CQUJHB014237
OG0001300	ASTEI20_035501	CQUJHB009670
OG0001302	ASTEI20_031273	CQUJHB018342, CQUJHB001441
OG0001303	ASTEI20_041016	CQUJHB013080
OG0001304	ASTEI20_038999	CQUJHB013488, CQUJHB016757
OG0001305	ASTEI20_044825	CQUJHB014866, CQUJHB013275
OG0001306	ASTEI20_043155	CQUJHB006883
OG0001307	ASTEI20_037477	CQUJHB000868, CQUJHB013714
OG0001308	ASTEI20_031823	CQUJHB007838
OG0001309	ASTEI20_041047	CQUJHB008601
OG0001311	ASTEI20_032457	CQUJHB013473, CQUJHB016401, CQUJHB004886
OG0001312	ASTEI20_037527	CQUJHB015646, CQUJHB004492
OG0001313	ASTEI20_043313	CQUJHB012662
OG0001314	ASTEI20_035855	CQUJHB000328
OG0001315	ASTEI20_041233	CQUJHB006394
OG0001316	ASTEI20_041760	CQUJHB002261
OG0001318	ASTEI20_033878	CQUJHB015916
OG0001319	ASTEI20_036764	CQUJHB000073, CQUJHB006576
OG0001321	ASTEI20_031728, ASTEI20_044505	CQUJHB011715
OG0001322	ASTEI20_038075	CQUJHB003265
OG0001324	ASTEI20_043409	CQUJHB001239
OG0001325	ASTEI20_045463	CQUJHB017024
OG0001326	ASTEI20_031232	CQUJHB012480
OG0001327	ASTEI20_034219	CQUJHB000322
OG0001328	ASTEI20_041917	CQUJHB008380, CQUJHB003930, CQUJHB018062, CQUJHB014431
OG0001329	ASTEI20_038893, ASTEI20_032602	CQUJHB014297
OG0001330	ASTEI20_031051	CQUJHB020314, CQUJHB020393
OG0001331	ASTEI20_032502, ASTEI20_036204	CQUJHB007949
OG0001332	ASTEI20_038793	CQUJHB008565, CQUJHB018036, CQUJHB005506
OG0001333	ASTEI20_031383	CQUJHB006569, CQUJHB001421
OG0001334	ASTEI20_041251	CQUJHB006508
OG0001335	ASTEI20_035142	CQUJHB010728
OG0001336	ASTEI20_037664, ASTEI20_040121	CQUJHB008230
OG0001337	ASTEI20_031448	CQUJHB012843
OG0001338	ASTEI20_034924	CQUJHB001630
OG0001339	ASTEI20_037969	CQUJHB004028
OG0001340	ASTEI20_031806	CQUJHB004913
OG0001341	ASTEI20_033932	CQUJHB003700
OG0001342	ASTEI20_033836	CQUJHB008742
OG0001343	ASTEI20_035967	CQUJHB001026
OG0001344	ASTEI20_042158	CQUJHB018089
OG0001345	ASTEI20_039482	CQUJHB017357
OG0001346	ASTEI20_042704	CQUJHB011760
OG0001347	ASTEI20_041149	CQUJHB008308
OG0001349	ASTEI20_039577	CQUJHB005377
OG0001350	ASTEI20_039856	CQUJHB001074
OG0001351	ASTEI20_045765	CQUJHB012777
OG0001352	ASTEI20_033173, ASTEI20_041673	CQUJHB004014
OG0001354	ASTEI20_045741, ASTEI20_033595	CQUJHB000702
OG0001355	ASTEI20_032490	CQUJHB000958
OG0001356	ASTEI20_042013	CQUJHB011521
OG0001357	ASTEI20_036470	CQUJHB002637
OG0001358	ASTEI20_034439	CQUJHB008620
OG0001359	ASTEI20_032014	CQUJHB000561
OG0001360	ASTEI20_045198	CQUJHB006192
OG0001362	ASTEI20_032543	CQUJHB017826
OG0001363	ASTEI20_032553	CQUJHB004617
OG0001365	ASTEI20_035423	CQUJHB015957
OG0001366	ASTEI20_045232	CQUJHB009155
OG0001369	ASTEI20_041363	CQUJHB016113
OG0001370	ASTEI20_046089	CQUJHB010009
OG0001371	ASTEI20_046176	CQUJHB002308, CQUJHB002124, CQUJHB018437
OG0001372	ASTEI20_039706	CQUJHB012398
OG0001373	ASTEI20_043710	CQUJHB013261
OG0001374	ASTEI20_041703	CQUJHB010990, CQUJHB007748
OG0001375	ASTEI20_032879	CQUJHB017175
OG0001376	ASTEI20_045181	CQUJHB017166
OG0001377	ASTEI20_035538	CQUJHB004018, CQUJHB015054
OG0001378	ASTEI20_040876	CQUJHB001552
OG0001379	ASTEI20_036252	CQUJHB009835
OG0001380	ASTEI20_035766, ASTEI20_043359	CQUJHB016599
OG0001381	ASTEI20_042971	CQUJHB017011
OG0001382	ASTEI20_037044	CQUJHB011132
OG0001383	ASTEI20_031395	CQUJHB012611, CQUJHB007484
OG0001384	ASTEI20_045158	CQUJHB017133
OG0001385	ASTEI20_042174	CQUJHB018156
OG0001386	ASTEI20_037585	CQUJHB003605
OG0001387	ASTEI20_041117	CQUJHB001300
OG0001388	ASTEI20_033476	CQUJHB006494
OG0001389	ASTEI20_043859	CQUJHB001996
OG0001391	ASTEI20_035284	CQUJHB005978, CQUJHB001894
OG0001392	ASTEI20_032895	CQUJHB006359
OG0001393	ASTEI20_039933, ASTEI20_044313	CQUJHB013884
OG0001394	ASTEI20_044667	CQUJHB014224
OG0001395	ASTEI20_038627, ASTEI20_039598	CQUJHB010463
OG0001396	ASTEI20_045373	CQUJHB007755
OG0001397	ASTEI20_031646	CQUJHB004638
OG0001398	ASTEI20_032973	CQUJHB000060
OG0001400	ASTEI20_032621	CQUJHB001531
