Orthogroup	AstephensiUCISS2018	AminimusMINIMUS1
OG0001789	ASTEI20_040809, ASTEI20_042407	AMIN010625
OG0001790	ASTEI20_033967	AMIN002012
OG0001791	ASTEI20_031834	AMIN003556
OG0001792	ASTEI20_032082	AMIN009998
OG0001793	ASTEI20_036230	AMIN009986
OG0001794	ASTEI20_042088	AMIN009987
OG0001795	ASTEI20_038575	AMIN005564
OG0001796	ASTEI20_042488, ASTEI20_033782	AMIN015771
OG0001797	ASTEI20_039382, ASTEI20_042133	AMIN007957
OG0001798	ASTEI20_039834, ASTEI20_037577	AMIN003399
OG0001799	ASTEI20_042574	AMIN000646
OG0001800	ASTEI20_041925	AMIN001449
OG0001801	ASTEI20_032249, ASTEI20_044419	AMIN010499
OG0001802	ASTEI20_039123	AMIN014005, AMIN000079, AMIN000080
OG0001803	ASTEI20_031046	AMIN005838
OG0001804	ASTEI20_032019	AMIN006121
OG0001805	ASTEI20_041337	AMIN015793, AMIN015794
OG0001806	ASTEI20_030899	AMIN009903
OG0001807	ASTEI20_030854	AMIN009387, AMIN009388
OG0001808	ASTEI20_040564	AMIN011581
OG0001809	ASTEI20_035245	AMIN009558
OG0001810	ASTEI20_034003	AMIN009569
OG0001811	ASTEI20_042652	AMIN002928
OG0001812	ASTEI20_033856	AMIN005218
OG0001813	ASTEI20_044757, ASTEI20_035110	AMIN010630
OG0001814	ASTEI20_035510, ASTEI20_042165	AMIN010631
OG0001815	ASTEI20_034099	AMIN001576, AMIN001574
OG0001816	ASTEI20_031736	AMIN011109
OG0001817	ASTEI20_041523	AMIN009740
OG0001818	ASTEI20_042705	AMIN010148
OG0001819	ASTEI20_046034	AMIN005653
OG0001820	ASTEI20_033501	AMIN010361
OG0001821	ASTEI20_040854	AMIN007908
OG0001822	ASTEI20_036744	AMIN009715
OG0001823	ASTEI20_032997	AMIN010415
OG0001824	ASTEI20_045455	AMIN006690
OG0001825	ASTEI20_039143	AMIN005256
OG0001826	ASTEI20_035827	AMIN015552
OG0001827	ASTEI20_045866	AMIN005095
OG0001828	ASTEI20_037985	AMIN006358
OG0001829	ASTEI20_046038	AMIN008903
OG0001830	ASTEI20_041299	AMIN007611
OG0001831	ASTEI20_041187	AMIN002093
OG0001832	ASTEI20_040160, ASTEI20_032039	AMIN008561
OG0001833	ASTEI20_031708	AMIN007185
OG0001834	ASTEI20_037485	AMIN015497
OG0001835	ASTEI20_036403	AMIN004933
OG0001836	ASTEI20_042347	AMIN009456
OG0001837	ASTEI20_033220	AMIN004881
OG0001838	ASTEI20_032676	AMIN008289, AMIN008290
OG0001839	ASTEI20_038069	AMIN001761
OG0001840	ASTEI20_035424	AMIN005561
OG0001841	ASTEI20_043914	AMIN010560
OG0001842	ASTEI20_045526	AMIN009351
OG0001843	ASTEI20_031750	AMIN003500
OG0001844	ASTEI20_044431	AMIN006986
OG0001845	ASTEI20_037816	AMIN015778
OG0001846	ASTEI20_038890	AMIN008369
OG0001848	ASTEI20_031988	AMIN005470
OG0001849	ASTEI20_030903	AMIN008446
OG0001850	ASTEI20_031794	AMIN000620, AMIN000621
OG0001851	ASTEI20_041258	AMIN002423
OG0001852	ASTEI20_036534	AMIN008435, AMIN008434
OG0001853	ASTEI20_037869	AMIN015973
OG0001854	ASTEI20_034268, ASTEI20_037029	AMIN004311
OG0001855	ASTEI20_036388	AMIN007619
OG0001856	ASTEI20_040542	AMIN015737
OG0001857	ASTEI20_035922	AMIN003689, AMIN003690
OG0001858	ASTEI20_042276	AMIN016030
OG0001859	ASTEI20_031681	AMIN003454
OG0001860	ASTEI20_039863, ASTEI20_046134	AMIN000263
OG0001861	ASTEI20_038042	AMIN010248
OG0001862	ASTEI20_037651, ASTEI20_044537	AMIN003396
OG0001863	ASTEI20_037372	AMIN008168
OG0001864	ASTEI20_044602	AMIN009862
OG0001865	ASTEI20_043097	AMIN005321
OG0001866	ASTEI20_037390	AMIN003418
OG0001867	ASTEI20_042987	AMIN005984
OG0001868	ASTEI20_038241	AMIN004674
OG0001869	ASTEI20_037491	AMIN004999
OG0001870	ASTEI20_034082	AMIN000808
OG0001871	ASTEI20_042752	AMIN007313
OG0001872	ASTEI20_038278	AMIN002741
OG0001873	ASTEI20_038024, ASTEI20_038582	AMIN002562
OG0001874	ASTEI20_041695	AMIN003047
OG0001875	ASTEI20_041292	AMIN010797
OG0001876	ASTEI20_044603	AMIN004600
OG0001877	ASTEI20_036784	AMIN004826, AMIN004827
OG0001878	ASTEI20_033787	AMIN006215, AMIN006213
OG0001879	ASTEI20_032455	AMIN008890
OG0001880	ASTEI20_042614	AMIN002697, AMIN002696, AMIN011086, AMIN002698
OG0001881	ASTEI20_038226	AMIN009979
OG0001883	ASTEI20_032672	AMIN009931
OG0001884	ASTEI20_036565	AMIN001054
OG0001885	ASTEI20_036144	AMIN002968
OG0001886	ASTEI20_044448	AMIN005742
OG0001887	ASTEI20_032333	AMIN005613
OG0001889	ASTEI20_031789	AMIN005661
OG0001890	ASTEI20_038678	AMIN008213
OG0001891	ASTEI20_043144	AMIN009438
OG0001892	ASTEI20_039023	AMIN000114
OG0001893	ASTEI20_042354	AMIN004384, AMIN004338
OG0001894	ASTEI20_039276	AMIN002076
OG0001895	ASTEI20_034192	AMIN010600
OG0001896	ASTEI20_039087	AMIN001064
OG0001897	ASTEI20_038612	AMIN005514, AMIN005515
OG0001898	ASTEI20_039514	AMIN005288
OG0001899	ASTEI20_037992, ASTEI20_041200	AMIN006008
OG0001901	ASTEI20_033230	AMIN006378
OG0001902	ASTEI20_033748, ASTEI20_034244	AMIN002991
OG0001903	ASTEI20_037682	AMIN000469
OG0001905	ASTEI20_039676, ASTEI20_039442	AMIN000638
OG0001906	ASTEI20_043599	AMIN004037
OG0001907	ASTEI20_039981	AMIN008739, AMIN008738
OG0001908	ASTEI20_034931, ASTEI20_045139	AMIN002563
OG0001909	ASTEI20_034649	AMIN006182
OG0001910	ASTEI20_035560	AMIN006553, AMIN006554
OG0001912	ASTEI20_038308	AMIN004504
OG0001913	ASTEI20_045888	AMIN005223
OG0001914	ASTEI20_033192	AMIN011518
OG0001915	ASTEI20_032137	AMIN003811
OG0001916	ASTEI20_036547	AMIN000785
OG0001917	ASTEI20_033135	AMIN003280
OG0001918	ASTEI20_039850	AMIN002067
OG0001919	ASTEI20_032506, ASTEI20_034145	AMIN016209, AMIN010174
OG0001920	ASTEI20_032952, ASTEI20_035955	AMIN000410
OG0001922	ASTEI20_041614	AMIN007989
OG0001923	ASTEI20_042360, ASTEI20_043663	AMIN011279
OG0001924	ASTEI20_044885	AMIN006781
OG0001925	ASTEI20_045408	AMIN002090
OG0001926	ASTEI20_044355	AMIN005567
OG0001927	ASTEI20_036613, ASTEI20_034791	AMIN009966, AMIN009965
OG0001928	ASTEI20_037817	AMIN011226
OG0001929	ASTEI20_045832	AMIN005224
OG0001930	ASTEI20_037415, ASTEI20_043375	AMIN016212
OG0001931	ASTEI20_037972	AMIN001193
OG0001933	ASTEI20_042626	AMIN000149
OG0001934	ASTEI20_032057	AMIN011386
OG0001935	ASTEI20_038257	AMIN001324
OG0001937	ASTEI20_031233	AMIN010519
OG0001938	ASTEI20_043302	AMIN006913
OG0001939	ASTEI20_042844	AMIN015735
OG0001940	ASTEI20_036625	AMIN005388
OG0001941	ASTEI20_037166	AMIN005486
OG0001942	ASTEI20_041905	AMIN007330, AMIN007331
OG0001943	ASTEI20_034028, ASTEI20_045234	AMIN003533
OG0001944	ASTEI20_031703, ASTEI20_035250	AMIN004312
OG0001945	ASTEI20_035291	AMIN005359
OG0001946	ASTEI20_034942	AMIN006606
OG0001947	ASTEI20_033022	AMIN007108
OG0001948	ASTEI20_042689	AMIN005424
OG0001949	ASTEI20_045917	AMIN001886
OG0001950	ASTEI20_036486	AMIN015502, AMIN007679
OG0001951	ASTEI20_042361	AMIN001795
OG0001952	ASTEI20_033277, ASTEI20_045218	AMIN011287
OG0001953	ASTEI20_043565, ASTEI20_045155, ASTEI20_035295	AMIN010183
OG0001954	ASTEI20_035344	AMIN009989
OG0001955	ASTEI20_042105	AMIN007233
OG0001956	ASTEI20_044647	AMIN005577
OG0001957	ASTEI20_032903	AMIN010161
OG0001958	ASTEI20_041677	AMIN005075, AMIN004398
OG0001959	ASTEI20_043534	AMIN000834
OG0001960	ASTEI20_037795	AMIN003315
OG0001961	ASTEI20_040225	AMIN001871
OG0001962	ASTEI20_036824	AMIN001126
OG0001963	ASTEI20_031084	AMIN009864
OG0001964	ASTEI20_035509, ASTEI20_030939	AMIN007950
OG0001965	ASTEI20_045582	AMIN004289
OG0001968	ASTEI20_039612	AMIN008112
OG0001969	ASTEI20_033204	AMIN010662
OG0001970	ASTEI20_045665	AMIN003167
OG0001971	ASTEI20_038689	AMIN004269
OG0001972	ASTEI20_036740	AMIN008126
OG0001973	ASTEI20_041252	AMIN006810
OG0001974	ASTEI20_043787	AMIN005498
OG0001975	ASTEI20_035666	AMIN011026
OG0001976	ASTEI20_045292, ASTEI20_032118	AMIN003507
OG0001977	ASTEI20_031158	AMIN005416
OG0001978	ASTEI20_045946	AMIN015741
OG0001979	ASTEI20_039620	AMIN000233
OG0001980	ASTEI20_040848	AMIN005639
OG0001981	ASTEI20_045261	AMIN004852
OG0001982	ASTEI20_041821	AMIN005659
OG0001983	ASTEI20_033180	AMIN005588
OG0001984	ASTEI20_041173	AMIN009185
OG0001986	ASTEI20_043037, ASTEI20_032474	AMIN011050
OG0001991	ASTEI20_032250	AMIN005459
OG0001997	ASTEI20_037702	AMIN015625
OG0001998	ASTEI20_033580	AMIN005634
OG0002000	ASTEI20_043117	AMIN004536
OG0002008	ASTEI20_044368	AMIN003076
OG0002009	ASTEI20_037256	AMIN016147, AMIN016149, AMIN016000, AMIN015998, AMIN016148, AMIN015999
OG0002010	ASTEI20_043728	AMIN005093
OG0002011	ASTEI20_032727	AMIN004694
OG0002012	ASTEI20_034797, ASTEI20_035361, ASTEI20_031921, ASTEI20_033864, ASTEI20_030952, ASTEI20_042404, ASTEI20_031116	AMIN001213, AMIN007289
OG0002013	ASTEI20_036993	AMIN009650
OG0002013	ASTEI20_030795	AMIN015589
OG0002016	ASTEI20_033827	AMIN008680
OG0002027	ASTEI20_040844	AMIN003035
OG0002028	ASTEI20_030975	AMIN000742
OG0002029	ASTEI20_038356	AMIN016063
OG0002030	ASTEI20_045294	AMIN000729
OG0002032	ASTEI20_033387	AMIN004840
OG0002033	ASTEI20_031548	AMIN003566
OG0002034	ASTEI20_038919	AMIN000883
OG0002035	ASTEI20_037405	AMIN002860
OG0002036	ASTEI20_032974	AMIN002474
OG0002037	ASTEI20_035677	AMIN007459
OG0002038	ASTEI20_037287, ASTEI20_041594	AMIN016265
OG0002039	ASTEI20_038166	AMIN005004
OG0002040	ASTEI20_033867, ASTEI20_041043	AMIN016267
OG0002041	ASTEI20_037622	AMIN006460
OG0002042	ASTEI20_031365	AMIN005013
OG0002043	ASTEI20_034261	AMIN010723
OG0002044	ASTEI20_033133	AMIN002134
OG0002045	ASTEI20_041826	AMIN005824
OG0002046	ASTEI20_045091	AMIN008681
OG0002047	ASTEI20_040307	AMIN016072
OG0002048	ASTEI20_042497	AMIN008309
OG0002049	ASTEI20_043422	AMIN008671
OG0002050	ASTEI20_037316	AMIN007814, AMIN007813
OG0002051	ASTEI20_036454	AMIN003126
OG0002052	ASTEI20_041524	AMIN008508
OG0002053	ASTEI20_035514	AMIN007810
OG0002054	ASTEI20_032285	AMIN008924
OG0002055	ASTEI20_035471	AMIN000846
OG0002056	ASTEI20_030861, ASTEI20_039151	AMIN004044
OG0002057	ASTEI20_034804	AMIN000848
OG0002058	ASTEI20_034372	AMIN000655
OG0002059	ASTEI20_040668	AMIN004816
OG0002060	ASTEI20_040983	AMIN000849
OG0002061	ASTEI20_041687	AMIN000654
OG0002062	ASTEI20_041269	AMIN003592
OG0002063	ASTEI20_034120	AMIN000395
OG0002064	ASTEI20_040879, ASTEI20_032487	AMIN008791
OG0002065	ASTEI20_035451	AMIN009170
OG0002066	ASTEI20_030894	AMIN009163
OG0002067	ASTEI20_042700	AMIN003419
OG0002068	ASTEI20_031658	AMIN003413
OG0002069	ASTEI20_035230	AMIN009474
OG0002070	ASTEI20_031039	AMIN004404
OG0002072	ASTEI20_031374	AMIN004763
OG0002073	ASTEI20_042939	AMIN007740
OG0002074	ASTEI20_033610	AMIN007739
OG0002075	ASTEI20_045022	AMIN007737
OG0002076	ASTEI20_039020	AMIN007738
OG0002077	ASTEI20_042676, ASTEI20_038212	AMIN008560
OG0002078	ASTEI20_037427	AMIN003972
OG0002079	ASTEI20_036201	AMIN003975
OG0002080	ASTEI20_034912	AMIN003973
OG0002081	ASTEI20_044082	AMIN004275
OG0002082	ASTEI20_031484	AMIN009309
OG0002083	ASTEI20_034882	AMIN008954
OG0002084	ASTEI20_036723	AMIN003006
OG0002085	ASTEI20_042187	AMIN011061
OG0002086	ASTEI20_031564	AMIN008582
OG0002087	ASTEI20_042145	AMIN008197
OG0002088	ASTEI20_033684, ASTEI20_035704	AMIN001301
OG0002089	ASTEI20_038481, ASTEI20_037646	AMIN001310
OG0002090	ASTEI20_031049	AMIN004529
OG0002091	ASTEI20_034908	AMIN011062
OG0002092	ASTEI20_035793	AMIN008580
OG0002094	ASTEI20_033284	AMIN008340
OG0002095	ASTEI20_044352	AMIN000347
OG0002096	ASTEI20_037883	AMIN011144, AMIN011145
OG0002097	ASTEI20_036152	AMIN011141
OG0002098	ASTEI20_031451	AMIN003332
OG0002099	ASTEI20_041002	AMIN003072
OG0002100	ASTEI20_041235	AMIN003711
OG0002101	ASTEI20_040812, ASTEI20_044122	AMIN003633
OG0002102	ASTEI20_031709	AMIN003178
OG0002103	ASTEI20_035027	AMIN005570
OG0002104	ASTEI20_041521	AMIN006918
OG0002105	ASTEI20_031650	AMIN009567
OG0002106	ASTEI20_034217	AMIN001475
OG0002107	ASTEI20_044283	AMIN001474
OG0002108	ASTEI20_041613	AMIN015991
OG0002109	ASTEI20_041163	AMIN011619
OG0002110	ASTEI20_045396	AMIN001186
OG0002111	ASTEI20_035886	AMIN009452
OG0002112	ASTEI20_040398	AMIN005799
OG0002113	ASTEI20_034837	AMIN001551
OG0002114	ASTEI20_040665	AMIN009929
OG0002115	ASTEI20_040730	AMIN011435
OG0002116	ASTEI20_033071	AMIN007541
OG0002117	ASTEI20_041900	AMIN010906
OG0002118	ASTEI20_030999	AMIN011643
OG0002119	ASTEI20_034988	AMIN009961
OG0002120	ASTEI20_044893	AMIN002109
OG0002122	ASTEI20_035468	AMIN006443
OG0002123	ASTEI20_040903	AMIN010541
OG0002124	ASTEI20_045171	AMIN007304
OG0002125	ASTEI20_039350	AMIN009682
OG0002126	ASTEI20_043991	AMIN007369
OG0002127	ASTEI20_039865	AMIN007276
OG0002128	ASTEI20_042584	AMIN010480
OG0002129	ASTEI20_032714	AMIN010466
OG0002130	ASTEI20_042890	AMIN010475
OG0002131	ASTEI20_036107	AMIN010474
OG0002132	ASTEI20_045512	AMIN010476
OG0002133	ASTEI20_035183	AMIN010454
OG0002134	ASTEI20_041249	AMIN005571
OG0002135	ASTEI20_043509	AMIN001648
OG0002136	ASTEI20_044664	AMIN005998
OG0002137	ASTEI20_041310, ASTEI20_044941	AMIN006808
OG0002138	ASTEI20_045926, ASTEI20_037295	AMIN007157
OG0002139	ASTEI20_045133	AMIN005947
OG0002140	ASTEI20_045067	AMIN001181
OG0002141	ASTEI20_045483	AMIN005989
OG0002142	ASTEI20_046159	AMIN001649
OG0002143	ASTEI20_037003	AMIN008877
OG0002144	ASTEI20_044553	AMIN008865
OG0002145	ASTEI20_041539	AMIN008872
OG0002146	ASTEI20_037196	AMIN010223
OG0002149	ASTEI20_040288, ASTEI20_040483	AMIN010343
OG0002150	ASTEI20_041855	AMIN010211
OG0002151	ASTEI20_036092	AMIN010258
OG0002152	ASTEI20_043368	AMIN010216
OG0002153	ASTEI20_036400	AMIN001367
OG0002154	ASTEI20_044590	AMIN006403
OG0002155	ASTEI20_033086	AMIN007610
OG0002156	ASTEI20_041089	AMIN006042
OG0002157	ASTEI20_039045	AMIN010929
OG0002158	ASTEI20_046149	AMIN011547
OG0002159	ASTEI20_033709	AMIN011542
OG0002160	ASTEI20_033303	AMIN001568
OG0002161	ASTEI20_042500	AMIN001351
OG0002162	ASTEI20_045719	AMIN001569
OG0002163	ASTEI20_044009	AMIN005940
OG0002164	ASTEI20_038889	AMIN001347
OG0002165	ASTEI20_032420	AMIN006362
OG0002166	ASTEI20_033236	AMIN001180
OG0002167	ASTEI20_035998	AMIN007218
OG0002168	ASTEI20_031546	AMIN006366
OG0002169	ASTEI20_045450	AMIN006364
OG0002170	ASTEI20_039366	AMIN007220
OG0002171	ASTEI20_044237	AMIN009559
OG0002172	ASTEI20_030876	AMIN007219
OG0002173	ASTEI20_042249	AMIN009690
OG0002174	ASTEI20_039001	AMIN009428
OG0002175	ASTEI20_038172	AMIN009691
OG0002176	ASTEI20_037794	AMIN009699
OG0002177	ASTEI20_034873	AMIN009066
OG0002178	ASTEI20_043055	AMIN009064
OG0002179	ASTEI20_034393	AMIN006223
OG0002180	ASTEI20_034482, ASTEI20_031731	AMIN006207
OG0002181	ASTEI20_039889	AMIN006227
OG0002182	ASTEI20_039066	AMIN015600
OG0002183	ASTEI20_035823	AMIN006189, AMIN001209
OG0002184	ASTEI20_036865	AMIN003881
OG0002185	ASTEI20_038700	AMIN004055
OG0002186	ASTEI20_031406	AMIN003245
OG0002187	ASTEI20_042567	AMIN015560
OG0002188	ASTEI20_036417	AMIN015561
OG0002189	ASTEI20_039485	AMIN005353
OG0002190	ASTEI20_036177	AMIN001744
OG0002191	ASTEI20_042517	AMIN006085
OG0002192	ASTEI20_032625	AMIN001743
OG0002193	ASTEI20_045635	AMIN009819
OG0002194	ASTEI20_033869	AMIN007920
OG0002195	ASTEI20_043113	AMIN010990
OG0002196	ASTEI20_030907	AMIN007921
OG0002197	ASTEI20_037747	AMIN008906
OG0002198	ASTEI20_044611	AMIN009252
OG0002199	ASTEI20_044477	AMIN009233
OG0002200	ASTEI20_039345, ASTEI20_035076	AMIN011284
OG0002201	ASTEI20_034899, ASTEI20_043590	AMIN007387
OG0002202	ASTEI20_042659, ASTEI20_038102	AMIN007390
OG0002203	ASTEI20_032832	AMIN007717
OG0002204	ASTEI20_039331	AMIN002121
OG0002205	ASTEI20_044937, ASTEI20_043622	AMIN011282
OG0002206	ASTEI20_041536, ASTEI20_033605	AMIN007389
OG0002208	ASTEI20_045046	AMIN001518
OG0002209	ASTEI20_040057	AMIN001540
OG0002210	ASTEI20_040549, ASTEI20_037897	AMIN001593
OG0002211	ASTEI20_033041	AMIN011063
OG0002212	ASTEI20_035996	AMIN004772
OG0002213	ASTEI20_033801	AMIN003786
OG0002214	ASTEI20_038668	AMIN005748
OG0002215	ASTEI20_033327	AMIN005125
OG0002216	ASTEI20_040253	AMIN007316
OG0002217	ASTEI20_032995	AMIN010651
OG0002218	ASTEI20_035481	AMIN007166
OG0002219	ASTEI20_032843	AMIN002016
OG0002220	ASTEI20_045640	AMIN002637
OG0002221	ASTEI20_034270	AMIN003449
OG0002222	ASTEI20_037211	AMIN003447
OG0002223	ASTEI20_040530	AMIN005031
OG0002224	ASTEI20_037607	AMIN003688
OG0002226	ASTEI20_034642	AMIN004298
OG0002227	ASTEI20_032289	AMIN004092
OG0002228	ASTEI20_030832, ASTEI20_042708	AMIN005029
OG0002229	ASTEI20_043800	AMIN006858
OG0002230	ASTEI20_039163	AMIN001386
OG0002231	ASTEI20_042868	AMIN001378
OG0002232	ASTEI20_034129	AMIN000767
OG0002233	ASTEI20_036255, ASTEI20_032533	AMIN010342
OG0002234	ASTEI20_040334	AMIN010890
OG0002235	ASTEI20_044223	AMIN004800
OG0002236	ASTEI20_033975	AMIN003969
OG0002237	ASTEI20_032334	AMIN002665
OG0002238	ASTEI20_033686	AMIN000733
OG0002239	ASTEI20_035417	AMIN000730
OG0002240	ASTEI20_045129	AMIN000595
OG0002241	ASTEI20_033295	AMIN003649
OG0002242	ASTEI20_039000	AMIN004779
OG0002244	ASTEI20_033717	AMIN005615
OG0002245	ASTEI20_044614	AMIN015556
OG0002246	ASTEI20_044379	AMIN005616
OG0002247	ASTEI20_035720	AMIN000771
OG0002248	ASTEI20_038610	AMIN005444
OG0002249	ASTEI20_043522, ASTEI20_036117	AMIN011286
OG0002250	ASTEI20_040864	AMIN000926
OG0002251	ASTEI20_031231	AMIN000925
OG0002252	ASTEI20_043997	AMIN000927
OG0002253	ASTEI20_035231	AMIN008807
OG0002254	ASTEI20_035718	AMIN003253
OG0002256	ASTEI20_035525	AMIN003250, AMIN001938
OG0002257	ASTEI20_044773	AMIN000803
OG0002258	ASTEI20_036901	AMIN000287
OG0002259	ASTEI20_034292	AMIN005547
OG0002260	ASTEI20_035331	AMIN005145
OG0002261	ASTEI20_040889	AMIN011048
OG0002262	ASTEI20_041779, ASTEI20_032004	AMIN015961
OG0002263	ASTEI20_043796, ASTEI20_033307	AMIN007954
OG0002264	ASTEI20_035137	AMIN016037
OG0002265	ASTEI20_030902, ASTEI20_039602	AMIN007386
OG0002266	ASTEI20_035343	AMIN005451
OG0002267	ASTEI20_031246	AMIN010061
OG0002268	ASTEI20_044596, ASTEI20_042453	AMIN001300
OG0002269	ASTEI20_032552, ASTEI20_037994	AMIN001299
OG0002270	ASTEI20_037324	AMIN008214
OG0002271	ASTEI20_038708, ASTEI20_035936	AMIN001312
OG0002272	ASTEI20_036329, ASTEI20_037546	AMIN001313
OG0002273	ASTEI20_044467	AMIN004505
OG0002274	ASTEI20_031610	AMIN007254
OG0002275	ASTEI20_034951	AMIN003871
OG0002276	ASTEI20_035951	AMIN007259
OG0002277	ASTEI20_036205	AMIN003828
OG0002278	ASTEI20_038910	AMIN003833
OG0002279	ASTEI20_040726	AMIN003829
OG0002280	ASTEI20_039664, ASTEI20_032734	AMIN016285
OG0002281	ASTEI20_039057	AMIN003524
OG0002282	ASTEI20_040222	AMIN010767
OG0002283	ASTEI20_039083	AMIN009591
OG0002284	ASTEI20_033382	AMIN010760
OG0002285	ASTEI20_037197	AMIN001710
OG0002286	ASTEI20_033455	AMIN009705
OG0002287	ASTEI20_040694	AMIN009707
OG0002288	ASTEI20_034325	AMIN009706
OG0002289	ASTEI20_045997	AMIN010780
OG0002290	ASTEI20_033129	AMIN010769
OG0002291	ASTEI20_041218	AMIN001027
OG0002292	ASTEI20_036545	AMIN009184
OG0002293	ASTEI20_041434	AMIN007462
OG0002294	ASTEI20_041852	AMIN006126
OG0002295	ASTEI20_043473	AMIN006125
OG0002296	ASTEI20_036165	AMIN006109
OG0002297	ASTEI20_032959	AMIN005185
OG0002298	ASTEI20_045742	AMIN000502
OG0002299	ASTEI20_034255	AMIN000444
OG0002300	ASTEI20_044583	AMIN000499
OG0002301	ASTEI20_042907	AMIN000437
OG0002302	ASTEI20_039469	AMIN003674
OG0002304	ASTEI20_045284	AMIN004350
OG0002305	ASTEI20_044481	AMIN006523
OG0002306	ASTEI20_035750, ASTEI20_040659	AMIN015970
OG0002307	ASTEI20_036319	AMIN008616
OG0002308	ASTEI20_037047	AMIN010484
OG0002309	ASTEI20_036694	AMIN010206
OG0002310	ASTEI20_045787	AMIN008098
OG0002311	ASTEI20_040734	AMIN003423
OG0002312	ASTEI20_033632, ASTEI20_044979	AMIN007981
OG0002313	ASTEI20_042950	AMIN008258
OG0002314	ASTEI20_031522, ASTEI20_045365	AMIN001595
OG0002315	ASTEI20_036867	AMIN008285
OG0002316	ASTEI20_045144	AMIN008286
OG0002317	ASTEI20_039040	AMIN001602
OG0002318	ASTEI20_044442	AMIN006323
OG0002319	ASTEI20_038811	AMIN001601
OG0002320	ASTEI20_032886	AMIN001604
OG0002321	ASTEI20_041840	AMIN000173
OG0002322	ASTEI20_033038	AMIN000178
OG0002323	ASTEI20_032391	AMIN007896
OG0002325	ASTEI20_041421	AMIN003758
OG0002326	ASTEI20_032967	AMIN002152
OG0002328	ASTEI20_045267	AMIN006831
OG0002329	ASTEI20_032623	AMIN002150
OG0002330	ASTEI20_041635	AMIN007751
OG0002331	ASTEI20_035370	AMIN004708
OG0002332	ASTEI20_045976	AMIN003854
OG0002333	ASTEI20_034203	AMIN004707
OG0002334	ASTEI20_045428	AMIN004701
OG0002335	ASTEI20_037151	AMIN004706
OG0002336	ASTEI20_041456	AMIN004704
OG0002337	ASTEI20_042944	AMIN005683
OG0002338	ASTEI20_038934	AMIN007449
OG0002339	ASTEI20_032110	AMIN009214
OG0002340	ASTEI20_035539	AMIN000763
OG0002341	ASTEI20_031169	AMIN000759
OG0002342	ASTEI20_036859	AMIN003495
OG0002344	ASTEI20_038489	AMIN000787
OG0002345	ASTEI20_040992	AMIN008242
OG0002346	ASTEI20_046174	AMIN001538
OG0002347	ASTEI20_031974	AMIN004340
OG0002348	ASTEI20_045421	AMIN002918
OG0002349	ASTEI20_038347	AMIN000669
OG0002350	ASTEI20_033664	AMIN003148
OG0002351	ASTEI20_034549	AMIN002910
OG0002352	ASTEI20_031245	AMIN005560
OG0002353	ASTEI20_039724	AMIN005674
OG0002354	ASTEI20_033603	AMIN005717
OG0002355	ASTEI20_035915	AMIN009352
OG0002356	ASTEI20_033242	AMIN000660
OG0002357	ASTEI20_040713	AMIN000144
OG0002358	ASTEI20_041221, ASTEI20_042011	AMIN002453
OG0002359	ASTEI20_036238	AMIN000659
OG0002360	ASTEI20_045683	AMIN010883
OG0002361	ASTEI20_041119	AMIN011562
OG0002362	ASTEI20_040899, ASTEI20_043641	AMIN006285
OG0002363	ASTEI20_033694	AMIN007232
OG0002364	ASTEI20_043350	AMIN000970
OG0002365	ASTEI20_034009, ASTEI20_037411	AMIN006281
OG0002366	ASTEI20_034543	AMIN001361
OG0002367	ASTEI20_035008	AMIN002328
OG0002368	ASTEI20_038284	AMIN007196
OG0002369	ASTEI20_044591	AMIN004958
OG0002370	ASTEI20_030905	AMIN004973
OG0002371	ASTEI20_039315	AMIN006894
OG0002372	ASTEI20_035374	AMIN000871
OG0002373	ASTEI20_039042, ASTEI20_045837	AMIN001296
OG0002374	ASTEI20_039823, ASTEI20_033669	AMIN006649
OG0002375	ASTEI20_043026	AMIN008418
OG0002376	ASTEI20_038498	AMIN008190
OG0002377	ASTEI20_037981	AMIN008431
OG0002378	ASTEI20_042537	AMIN008419
OG0002379	ASTEI20_032450	AMIN008427
OG0002380	ASTEI20_041910	AMIN008429
OG0002381	ASTEI20_044386	AMIN008432
OG0002382	ASTEI20_036797	AMIN007463
OG0002383	ASTEI20_034483	AMIN000676
OG0002384	ASTEI20_035301	AMIN003521
OG0002385	ASTEI20_040781	AMIN016083
OG0002386	ASTEI20_033281	AMIN001820
OG0002387	ASTEI20_036378	AMIN001821
OG0002388	ASTEI20_036578	AMIN015992
OG0002389	ASTEI20_043025	AMIN001465
OG0002390	ASTEI20_042883	AMIN004872
OG0002391	ASTEI20_042204	AMIN000573
OG0002392	ASTEI20_033460	AMIN004871
OG0002393	ASTEI20_034377	AMIN007861
OG0002395	ASTEI20_044723	AMIN002050
OG0002396	ASTEI20_035380	AMIN002756
OG0002397	ASTEI20_039434, ASTEI20_031846	AMIN007980
OG0002398	ASTEI20_031653	AMIN003648
OG0002399	ASTEI20_031408	AMIN002754
OG0002400	ASTEI20_031131	AMIN002770
OG0002401	ASTEI20_039422	AMIN001018
OG0002402	ASTEI20_041692	AMIN001338
OG0002403	ASTEI20_042046	AMIN001017
OG0002404	ASTEI20_038087	AMIN015767
OG0002405	ASTEI20_042510	AMIN009561
OG0002406	ASTEI20_043484	AMIN006618, AMIN006619
OG0002407	ASTEI20_044338	AMIN006624
OG0002408	ASTEI20_039046	AMIN006616
