Orthogroup	AstephensiUCISS2018	AsinensisChina
OG0001106	ASTEI20_031793	ASIC007740
OG0001107	ASTEI20_035830	ASIC021952, ASIC021954, ASIC021960
OG0001109	ASTEI20_040528	ASIC006997
OG0001110	ASTEI20_036552	ASIC018517
OG0001111	ASTEI20_044348	ASIC016146
OG0001112	ASTEI20_036444	ASIC015640
OG0001112	ASTEI20_041485	ASIC015639
OG0001113	ASTEI20_031840	ASIC021203
OG0001115	ASTEI20_045551	ASIC021765
OG0001120	ASTEI20_033779, ASTEI20_031848, ASTEI20_038187	ASIC015803, ASIC002792
OG0001123	ASTEI20_042363	ASIC016806
OG0001123	ASTEI20_043793	ASIC002293
OG0001127	ASTEI20_039966	ASIC007677
OG0001127	ASTEI20_034021	ASIC014358
OG0001129	ASTEI20_032033	ASIC004965, ASIC004710, ASIC004963, ASIC004964, ASIC004711
OG0001130	ASTEI20_045268	ASIC006026
OG0001130	ASTEI20_031647	ASIC000388, ASIC000390
OG0001133	ASTEI20_043397, ASTEI20_041990	ASIC014785
OG0001138	ASTEI20_043819	ASIC008225
OG0001139	ASTEI20_036863	ASIC012451
OG0001140	ASTEI20_036602	ASIC004228, ASIC004227
OG0001141	ASTEI20_040448	ASIC003491
OG0001142	ASTEI20_034324	ASIC011995
OG0001143	ASTEI20_043905	ASIC001196
OG0001144	ASTEI20_038739	ASIC009181
OG0001145	ASTEI20_043426	ASIC009582
OG0001146	ASTEI20_038617	ASIC021261, ASIC021260
OG0001147	ASTEI20_044326, ASTEI20_036312	ASIC012981
OG0001149	ASTEI20_034126	ASIC021370
OG0001150	ASTEI20_034115	ASIC007916, ASIC007911
OG0001152	ASTEI20_032962	ASIC007426, ASIC007427
OG0001154	ASTEI20_044879	ASIC005060, ASIC020518, ASIC005027, ASIC005038
OG0001155	ASTEI20_037761	ASIC005012, ASIC005013, ASIC004949
OG0001158	ASTEI20_030873	ASIC000841
OG0001159	ASTEI20_041806, ASTEI20_033490	ASIC018817
OG0001160	ASTEI20_038639	ASIC006190
OG0001162	ASTEI20_039448	ASIC006527, ASIC006505, ASIC006516
OG0001163	ASTEI20_034387	ASIC000640
OG0001164	ASTEI20_045255	ASIC012202
OG0001166	ASTEI20_038551	ASIC014178
OG0001167	ASTEI20_032275	ASIC015763, ASIC015764
OG0001168	ASTEI20_045785	ASIC008122
OG0001170	ASTEI20_043395, ASTEI20_040323	ASIC012964
OG0001171	ASTEI20_039876	ASIC011370, ASIC011371
OG0001172	ASTEI20_040091, ASTEI20_044472	ASIC016593
OG0001173	ASTEI20_034896	ASIC017173
OG0001174	ASTEI20_038468	ASIC011863
OG0001175	ASTEI20_040159	ASIC001569
OG0001176	ASTEI20_037117	ASIC021821
OG0001177	ASTEI20_044013, ASTEI20_037360	ASIC010259
OG0001178	ASTEI20_032693	ASIC020470
OG0001179	ASTEI20_033884	ASIC006576
OG0001180	ASTEI20_035035	ASIC007401, ASIC007402
OG0001181	ASTEI20_031047	ASIC010080
OG0001182	ASTEI20_043923	ASIC019704
OG0001183	ASTEI20_042369	ASIC004278
OG0001184	ASTEI20_043317	ASIC018232
OG0001184	ASTEI20_041197	ASIC018233
OG0001185	ASTEI20_039486	ASIC013220, ASIC013223
OG0001186	ASTEI20_041013	ASIC014720
OG0001187	ASTEI20_037510	ASIC004827
OG0001188	ASTEI20_040907	ASIC011163
OG0001189	ASTEI20_032182, ASTEI20_036336	ASIC006170
OG0001190	ASTEI20_039244, ASTEI20_036889	ASIC018031, ASIC018030
OG0001191	ASTEI20_041595	ASIC022165
OG0001192	ASTEI20_033823	ASIC014609
OG0001193	ASTEI20_039615	ASIC016869
OG0001194	ASTEI20_034839, ASTEI20_039727	ASIC019966
OG0001195	ASTEI20_040722	ASIC018275
OG0001196	ASTEI20_039060	ASIC015925
OG0001197	ASTEI20_043018	ASIC004924
OG0001198	ASTEI20_030970	ASIC008224
OG0001199	ASTEI20_041683	ASIC017042
OG0001200	ASTEI20_032316	ASIC017358
OG0001201	ASTEI20_041949, ASTEI20_045078, ASTEI20_036270	ASIC013619
OG0001202	ASTEI20_035931	ASIC008883
OG0001204	ASTEI20_035671	ASIC008889
OG0001206	ASTEI20_036701	ASIC014890
OG0001207	ASTEI20_033357	ASIC020169
OG0001208	ASTEI20_035106	ASIC009335
OG0001209	ASTEI20_031594	ASIC000265, ASIC000264
OG0001210	ASTEI20_035556	ASIC004887
OG0001211	ASTEI20_040238, ASTEI20_039987	ASIC015537
OG0001212	ASTEI20_041598	ASIC020298
OG0001213	ASTEI20_043541, ASTEI20_036617	ASIC012895
OG0001214	ASTEI20_042489	ASIC013939
OG0001215	ASTEI20_041685	ASIC013069
OG0001216	ASTEI20_041429, ASTEI20_037591	ASIC006415
OG0001218	ASTEI20_034852	ASIC010456
OG0001219	ASTEI20_035173	ASIC019128, ASIC019113
OG0001220	ASTEI20_036333	ASIC016616, ASIC016619
OG0001221	ASTEI20_035973	ASIC014964
OG0001222	ASTEI20_035938	ASIC009251, ASIC009250
OG0001223	ASTEI20_040140	ASIC012672, ASIC012671, ASIC010255
OG0001224	ASTEI20_032086	ASIC017307
OG0001225	ASTEI20_039472	ASIC020477
OG0001226	ASTEI20_041077	ASIC017157, ASIC017155
OG0001227	ASTEI20_040805	ASIC004186, ASIC015067
OG0001228	ASTEI20_044020	ASIC020261
OG0001229	ASTEI20_033440	ASIC015135
OG0001230	ASTEI20_037753	ASIC007190
OG0001232	ASTEI20_034063	ASIC002829
OG0001234	ASTEI20_045679, ASTEI20_045030	ASIC000832, ASIC000833
OG0001235	ASTEI20_043063	ASIC011098
OG0001236	ASTEI20_038843	ASIC003579
OG0001238	ASTEI20_031674	ASIC011403
OG0001239	ASTEI20_041060	ASIC004355
OG0001240	ASTEI20_044077	ASIC002681
OG0001241	ASTEI20_045999	ASIC013833
OG0001242	ASTEI20_044309	ASIC006115
OG0001244	ASTEI20_041786	ASIC017864
OG0001245	ASTEI20_033276	ASIC017083
OG0001246	ASTEI20_034564	ASIC017005, ASIC020914
OG0001247	ASTEI20_040370	ASIC011229
OG0001248	ASTEI20_038974	ASIC021381
OG0001249	ASTEI20_044243	ASIC008276
OG0001250	ASTEI20_036475	ASIC008337
OG0001251	ASTEI20_036781	ASIC018162
OG0001252	ASTEI20_037283	ASIC016810
OG0001253	ASTEI20_045648	ASIC015044, ASIC015046, ASIC015045, ASIC015043
OG0001254	ASTEI20_031419	ASIC021383
OG0001255	ASTEI20_038178, ASTEI20_038352	ASIC017232
OG0001256	ASTEI20_041385	ASIC020097
OG0001257	ASTEI20_044701	ASIC013092
OG0001258	ASTEI20_042582	ASIC002663
OG0001259	ASTEI20_034415	ASIC010774
OG0001260	ASTEI20_040339	ASIC009032
OG0001261	ASTEI20_031118, ASTEI20_033138	ASIC003327
OG0001263	ASTEI20_033024	ASIC011117
OG0001264	ASTEI20_039480, ASTEI20_039924	ASIC005997
OG0001265	ASTEI20_031100	ASIC010243, ASIC010242
OG0001266	ASTEI20_044830	ASIC011291, ASIC011295
OG0001267	ASTEI20_036119	ASIC004132
OG0001268	ASTEI20_037694	ASIC010415, ASIC010416
OG0001268	ASTEI20_034761	ASIC010418
OG0001269	ASTEI20_043574	ASIC007939, ASIC013090, ASIC007937, ASIC007940
OG0001270	ASTEI20_041208	ASIC001348, ASIC001350
OG0001271	ASTEI20_044512	ASIC005400
OG0001272	ASTEI20_032452	ASIC004875
OG0001273	ASTEI20_042664, ASTEI20_033683	ASIC009976
OG0001274	ASTEI20_045270	ASIC004313
OG0001276	ASTEI20_044988	ASIC008667
OG0001277	ASTEI20_040166	ASIC006913
OG0001278	ASTEI20_031435	ASIC019451, ASIC019450, ASIC019449
OG0001279	ASTEI20_045175	ASIC013008, ASIC013006
OG0001283	ASTEI20_038777	ASIC012355
OG0001283	ASTEI20_032878	ASIC012354, ASIC012353
OG0001284	ASTEI20_037848	ASIC014335
OG0001285	ASTEI20_045902	ASIC015634, ASIC015632
OG0001286	ASTEI20_046079, ASTEI20_046017	ASIC016947
OG0001287	ASTEI20_045173	ASIC022173
OG0001288	ASTEI20_037853, ASTEI20_033120	ASIC002152
OG0001289	ASTEI20_044446	ASIC019507
OG0001290	ASTEI20_031637	ASIC019514
OG0001292	ASTEI20_038206, ASTEI20_045992	ASIC018795
OG0001293	ASTEI20_037544	ASIC018104
OG0001294	ASTEI20_039396	ASIC011749
OG0001295	ASTEI20_045894	ASIC010510
OG0001296	ASTEI20_041214	ASIC016817
OG0001297	ASTEI20_039168	ASIC014859, ASIC014848
OG0001298	ASTEI20_032981	ASIC015500, ASIC009058, ASIC009716, ASIC011133
OG0001299	ASTEI20_044797	ASIC008030, ASIC008029, ASIC008031
OG0001300	ASTEI20_035501	ASIC003215
OG0001301	ASTEI20_030945	ASIC017175
OG0001301	ASTEI20_039379	ASIC017176
OG0001302	ASTEI20_031273	ASIC008613
OG0001303	ASTEI20_041016	ASIC003991, ASIC005106, ASIC003104, ASIC005109
OG0001304	ASTEI20_038999	ASIC014906
OG0001305	ASTEI20_044825	ASIC005672
OG0001306	ASTEI20_043155	ASIC006326, ASIC009808
OG0001307	ASTEI20_037477	ASIC013435
OG0001308	ASTEI20_031823	ASIC015154
OG0001309	ASTEI20_041047	ASIC016566, ASIC016677
OG0001310	ASTEI20_032624	ASIC014318
OG0001311	ASTEI20_032457	ASIC000579, ASIC000576, ASIC000580, ASIC000577
OG0001312	ASTEI20_037527	ASIC011164
OG0001313	ASTEI20_043313	ASIC007704, ASIC007702
OG0001314	ASTEI20_035855	ASIC015902
OG0001315	ASTEI20_041233	ASIC019802
OG0001316	ASTEI20_041760	ASIC007698, ASIC007696
OG0001317	ASTEI20_032953	ASIC011948
OG0001317	ASTEI20_039009	ASIC011949
OG0001318	ASTEI20_033878	ASIC021509, ASIC021508
OG0001319	ASTEI20_036764	ASIC004320, ASIC004321
OG0001321	ASTEI20_031728, ASTEI20_044505	ASIC012970
OG0001322	ASTEI20_038075	ASIC019100
OG0001323	ASTEI20_045377	ASIC013251
OG0001324	ASTEI20_043409	ASIC017342
OG0001326	ASTEI20_031232	ASIC012792
OG0001327	ASTEI20_034219	ASIC005247
OG0001328	ASTEI20_041917	ASIC009680
OG0001329	ASTEI20_038893, ASTEI20_032602	ASIC020082
OG0001330	ASTEI20_031051	ASIC016697, ASIC016695, ASIC016696, ASIC016694, ASIC016698
OG0001331	ASTEI20_032502, ASTEI20_036204	ASIC005592
OG0001332	ASTEI20_038793	ASIC010529
OG0001333	ASTEI20_031383	ASIC001185
OG0001334	ASTEI20_041251	ASIC013994
OG0001335	ASTEI20_035142	ASIC015090, ASIC015089
OG0001336	ASTEI20_037664	ASIC012930
OG0001337	ASTEI20_031448	ASIC002763
OG0001338	ASTEI20_034924	ASIC008258, ASIC008254
OG0001339	ASTEI20_037969	ASIC021414, ASIC021380
OG0001340	ASTEI20_031806	ASIC017191
OG0001341	ASTEI20_033932	ASIC007905
OG0001342	ASTEI20_033836	ASIC012604
OG0001343	ASTEI20_035967	ASIC020854
OG0001344	ASTEI20_042158	ASIC002135, ASIC004261
OG0001345	ASTEI20_039482	ASIC015917
OG0001346	ASTEI20_042704	ASIC019977
OG0001347	ASTEI20_041149	ASIC002721, ASIC015751
OG0001349	ASTEI20_039577	ASIC019762
OG0001350	ASTEI20_039856	ASIC022264
OG0001351	ASTEI20_045765	ASIC011350
OG0001352	ASTEI20_033173, ASTEI20_041673	ASIC000735
OG0001354	ASTEI20_045741, ASTEI20_033595	ASIC016675, ASIC016676, ASIC016670
OG0001355	ASTEI20_032490	ASIC009400
OG0001356	ASTEI20_042013	ASIC003828
OG0001357	ASTEI20_036470	ASIC010471, ASIC010472
OG0001358	ASTEI20_034439	ASIC004957, ASIC004954
OG0001359	ASTEI20_032014	ASIC022321, ASIC022326
OG0001360	ASTEI20_045198	ASIC013049, ASIC013000
OG0001362	ASTEI20_032543	ASIC020774
OG0001363	ASTEI20_032553	ASIC016553
OG0001364	ASTEI20_036955	ASIC000605
OG0001366	ASTEI20_045232	ASIC020494
OG0001369	ASTEI20_041363	ASIC015295
OG0001370	ASTEI20_046089	ASIC014495
OG0001371	ASTEI20_046176	ASIC020751
OG0001372	ASTEI20_039706	ASIC014464, ASIC014467
OG0001373	ASTEI20_043710	ASIC006281
OG0001374	ASTEI20_041703	ASIC017238
OG0001375	ASTEI20_032879	ASIC019832
OG0001376	ASTEI20_045181	ASIC012357
OG0001377	ASTEI20_035538	ASIC015473
OG0001378	ASTEI20_040876	ASIC004816
OG0001379	ASTEI20_036252	ASIC003551
OG0001380	ASTEI20_035766, ASTEI20_043359	ASIC003786, ASIC003787, ASIC003785
OG0001381	ASTEI20_042971	ASIC012653, ASIC012654
OG0001382	ASTEI20_037044	ASIC015179
OG0001383	ASTEI20_031395	ASIC002313
OG0001384	ASTEI20_045158	ASIC009461, ASIC009465
OG0001385	ASTEI20_042174	ASIC009721
OG0001386	ASTEI20_037585	ASIC010938, ASIC010940
OG0001387	ASTEI20_041117	ASIC003020, ASIC003220
OG0001388	ASTEI20_033476	ASIC005673
OG0001389	ASTEI20_043859	ASIC017672, ASIC010789
OG0001390	ASTEI20_033241	ASIC020881
OG0001391	ASTEI20_035284	ASIC006221
OG0001392	ASTEI20_032895	ASIC019157
OG0001393	ASTEI20_039933, ASTEI20_044313	ASIC010610
OG0001394	ASTEI20_044667	ASIC021634
OG0001395	ASTEI20_038627, ASTEI20_039598	ASIC004390
OG0001396	ASTEI20_045373	ASIC012219
OG0001397	ASTEI20_031646	ASIC007721
OG0001398	ASTEI20_032973	ASIC007146
OG0001399	ASTEI20_045622	ASIC005497
OG0001400	ASTEI20_032621	ASIC019862
OG0001401	ASTEI20_035719	ASIC003882
OG0001402	ASTEI20_038506, ASTEI20_035528, ASTEI20_035017	ASIC006833
OG0001403	ASTEI20_037368	ASIC004784, ASIC004783
OG0001404	ASTEI20_036395	ASIC007666
OG0001406	ASTEI20_034506, ASTEI20_046158	ASIC016569
OG0001409	ASTEI20_041400	ASIC003113
OG0001410	ASTEI20_033841	ASIC005076
OG0001411	ASTEI20_040823	ASIC018843
OG0001412	ASTEI20_037936	ASIC015436
OG0001413	ASTEI20_032148	ASIC020194, ASIC020195
OG0001414	ASTEI20_039471	ASIC015294
OG0001426	ASTEI20_032183	ASIC005212
OG0001427	ASTEI20_031417, ASTEI20_031661	ASIC011789
OG0001428	ASTEI20_041503	ASIC005011, ASIC001276, ASIC001062
OG0001429	ASTEI20_036086, ASTEI20_034538, ASTEI20_032298	ASIC016274, ASIC016275
OG0001431	ASTEI20_042589	ASIC014969
OG0001431	ASTEI20_042541	ASIC009306
OG0001432	ASTEI20_042338, ASTEI20_037915	ASIC009397, ASIC009396, ASIC009395, ASIC009394
OG0001433	ASTEI20_034233, ASTEI20_036715	ASIC014415
OG0001433	ASTEI20_038535, ASTEI20_031768	ASIC014418
OG0001443	ASTEI20_043189	ASIC011828
OG0001444	ASTEI20_042232	ASIC018704
OG0001445	ASTEI20_033406	ASIC009226, ASIC009229, ASIC009227, ASIC009228
OG0001446	ASTEI20_032195	ASIC011996
OG0001447	ASTEI20_031721	ASIC021029
OG0001448	ASTEI20_038801	ASIC000809
OG0001449	ASTEI20_034512	ASIC003927
OG0001450	ASTEI20_043043, ASTEI20_036182	ASIC012982
OG0001451	ASTEI20_039282	ASIC017244
OG0001452	ASTEI20_043753, ASTEI20_044958, ASTEI20_045059	ASIC014049
OG0001453	ASTEI20_038486	ASIC001098, ASIC010055
OG0001454	ASTEI20_038175	ASIC018212
OG0001455	ASTEI20_038399	ASIC009403
OG0001458	ASTEI20_031141	ASIC017177, ASIC017179
OG0001459	ASTEI20_044087	ASIC006004
OG0001460	ASTEI20_043716, ASTEI20_044681	ASIC005987
OG0001461	ASTEI20_032695	ASIC013345
OG0001462	ASTEI20_045706	ASIC013287, ASIC013288
OG0001463	ASTEI20_045970	ASIC000849
OG0001464	ASTEI20_032028	ASIC012288
OG0001465	ASTEI20_033775	ASIC022040
OG0001466	ASTEI20_044705	ASIC006061
OG0001467	ASTEI20_041177	ASIC010679
OG0001468	ASTEI20_044862	ASIC006743
OG0001469	ASTEI20_037210	ASIC010531
OG0001470	ASTEI20_036526	ASIC015826
OG0001471	ASTEI20_038534	ASIC012381, ASIC012390
OG0001472	ASTEI20_043415	ASIC019263
OG0001473	ASTEI20_031636	ASIC009599, ASIC009601
OG0001474	ASTEI20_040481	ASIC007542
OG0001475	ASTEI20_041556	ASIC010753
OG0001476	ASTEI20_040476	ASIC010860
OG0001477	ASTEI20_045156	ASIC011912
OG0001478	ASTEI20_042072	ASIC010198
OG0001479	ASTEI20_046156	ASIC010190, ASIC010191
OG0001480	ASTEI20_035707, ASTEI20_040929	ASIC006947
OG0001481	ASTEI20_034821	ASIC009900
OG0001482	ASTEI20_033822	ASIC009878
OG0001483	ASTEI20_043132	ASIC012220
OG0001484	ASTEI20_039063	ASIC012211
OG0001486	ASTEI20_045803	ASIC011628, ASIC010168
OG0001487	ASTEI20_038385	ASIC018490
OG0001489	ASTEI20_046000	ASIC005911, ASIC005910
OG0001490	ASTEI20_035267	ASIC015847
OG0001491	ASTEI20_031902	ASIC010321, ASIC005105, ASIC010322
OG0001492	ASTEI20_037929	ASIC006987
OG0001493	ASTEI20_033590	ASIC006976
OG0001494	ASTEI20_037717, ASTEI20_037155	ASIC006948
OG0001495	ASTEI20_033067	ASIC003970
OG0001496	ASTEI20_044203, ASTEI20_042888	ASIC012959, ASIC012960
OG0001497	ASTEI20_032188, ASTEI20_031884, ASTEI20_039158	ASIC012956
OG0001498	ASTEI20_040018	ASIC006256, ASIC008615
OG0001501	ASTEI20_033966	ASIC013221
OG0001502	ASTEI20_039855	ASIC017187
OG0001503	ASTEI20_041666	ASIC004904
OG0001504	ASTEI20_044102	ASIC011217
OG0001505	ASTEI20_036662	ASIC002965
OG0001506	ASTEI20_041216	ASIC017138
OG0001507	ASTEI20_043640	ASIC018402
OG0001508	ASTEI20_043195	ASIC018392
OG0001509	ASTEI20_040645	ASIC006547
OG0001510	ASTEI20_046071, ASTEI20_044760	ASIC003804
OG0001511	ASTEI20_034944	ASIC015642
OG0001512	ASTEI20_042505	ASIC015646
OG0001513	ASTEI20_042373	ASIC005276
OG0001514	ASTEI20_032961	ASIC013029, ASIC013047
OG0001515	ASTEI20_032453	ASIC005359
OG0001516	ASTEI20_040956	ASIC017040
OG0001517	ASTEI20_044673	ASIC018433, ASIC007581, ASIC018432
OG0001518	ASTEI20_032224	ASIC004839
OG0001519	ASTEI20_032370	ASIC015690
OG0001520	ASTEI20_042142	ASIC007153
OG0001521	ASTEI20_043996	ASIC005500
OG0001522	ASTEI20_041166	ASIC012566
OG0001523	ASTEI20_039319	ASIC014409
OG0001524	ASTEI20_038637	ASIC008213
OG0001525	ASTEI20_040237	ASIC018027
OG0001526	ASTEI20_042600, ASTEI20_038239	ASIC011057
OG0001527	ASTEI20_032111	ASIC010686
OG0001528	ASTEI20_032608	ASIC010683
OG0001529	ASTEI20_044610	ASIC010916, ASIC010915
OG0001530	ASTEI20_037525, ASTEI20_040690	ASIC004974, ASIC020348
OG0001531	ASTEI20_038377	ASIC022187
OG0001532	ASTEI20_044665	ASIC012171
OG0001533	ASTEI20_038771	ASIC012641
OG0001534	ASTEI20_041581	ASIC011313
OG0001535	ASTEI20_037361	ASIC002817
OG0001536	ASTEI20_036452	ASIC002813
OG0001537	ASTEI20_036174	ASIC018266
OG0001538	ASTEI20_046094	ASIC021516, ASIC021517
OG0001539	ASTEI20_038598	ASIC004779
OG0001540	ASTEI20_031999	ASIC015207, ASIC002552
OG0001541	ASTEI20_034930	ASIC008227
OG0001542	ASTEI20_044457	ASIC017007
OG0001543	ASTEI20_040231	ASIC007573, ASIC012963, ASIC015093
OG0001544	ASTEI20_045418, ASTEI20_038397	ASIC013628
OG0001545	ASTEI20_045019, ASTEI20_044263	ASIC013620
OG0001546	ASTEI20_045940, ASTEI20_035292	ASIC005018
OG0001547	ASTEI20_033081, ASTEI20_043265, ASTEI20_039105	ASIC005981
OG0001548	ASTEI20_041000, ASTEI20_035398, ASTEI20_035930	ASIC005980
OG0001549	ASTEI20_038170	ASIC000811
OG0001550	ASTEI20_031586	ASIC011847, ASIC011848
OG0001551	ASTEI20_031517	ASIC007368, ASIC007381
OG0001552	ASTEI20_037960	ASIC008120
OG0001553	ASTEI20_031337	ASIC016743
OG0001554	ASTEI20_041831	ASIC004464, ASIC004463
OG0001556	ASTEI20_038092	ASIC013566, ASIC013565
OG0001557	ASTEI20_043337, ASTEI20_034214	ASIC000672
OG0001558	ASTEI20_034968, ASTEI20_044765	ASIC010105
OG0001559	ASTEI20_036676	ASIC015611
OG0001560	ASTEI20_034699	ASIC017933
OG0001561	ASTEI20_039849	ASIC009297
OG0001563	ASTEI20_035345	ASIC014242
OG0001564	ASTEI20_032669	ASIC010185
OG0001565	ASTEI20_035143	ASIC003564
OG0001566	ASTEI20_038150	ASIC016609
OG0001568	ASTEI20_041179, ASTEI20_031271	ASIC002886
OG0001569	ASTEI20_032660	ASIC020910
OG0001570	ASTEI20_033344	ASIC020918
OG0001571	ASTEI20_030967	ASIC006499
OG0001572	ASTEI20_037744	ASIC007621
OG0001573	ASTEI20_037253	ASIC010979
OG0001574	ASTEI20_040548	ASIC011576
OG0001575	ASTEI20_037790	ASIC006300
OG0001576	ASTEI20_043512	ASIC007957
OG0001578	ASTEI20_043994	ASIC014301
OG0001579	ASTEI20_035048	ASIC021552, ASIC021548
OG0001580	ASTEI20_043521	ASIC020949
OG0001581	ASTEI20_042471, ASTEI20_041650	ASIC011818
OG0001582	ASTEI20_031452	ASIC011806
OG0001583	ASTEI20_041262, ASTEI20_039932	ASIC011819
OG0001584	ASTEI20_035912	ASIC022365
OG0001585	ASTEI20_044441	ASIC015896
OG0001586	ASTEI20_037119	ASIC021640, ASIC009709
OG0001587	ASTEI20_042774	ASIC008701
OG0001588	ASTEI20_036765	ASIC008687
OG0001589	ASTEI20_037340	ASIC008399
OG0001590	ASTEI20_041576	ASIC017673
OG0001591	ASTEI20_036076	ASIC002466
OG0001592	ASTEI20_035700	ASIC016000
OG0001593	ASTEI20_040618, ASTEI20_043827	ASIC002836
OG0001594	ASTEI20_042979, ASTEI20_031010	ASIC002835
OG0001595	ASTEI20_033584	ASIC020626, ASIC020625
OG0001596	ASTEI20_034342, ASTEI20_039302	ASIC012927
OG0001597	ASTEI20_044865	ASIC014770
OG0001598	ASTEI20_038933	ASIC014797
OG0001599	ASTEI20_031179	ASIC014800
OG0001600	ASTEI20_031432	ASIC006352, ASIC006346, ASIC006351
OG0001601	ASTEI20_042412	ASIC014485
OG0001602	ASTEI20_043804	ASIC020085
OG0001603	ASTEI20_032821	ASIC010002
OG0001605	ASTEI20_041888	ASIC002892
OG0001606	ASTEI20_032912	ASIC011579
OG0001607	ASTEI20_035159, ASTEI20_034709	ASIC018114
OG0001608	ASTEI20_034840, ASTEI20_044016, ASTEI20_033544	ASIC018110
OG0001609	ASTEI20_045180, ASTEI20_036423, ASTEI20_030959	ASIC018111
OG0001610	ASTEI20_044216	ASIC018681
OG0001611	ASTEI20_036341	ASIC016406
OG0001612	ASTEI20_035322	ASIC004984, ASIC004985
OG0001613	ASTEI20_045820	ASIC005001
OG0001614	ASTEI20_036771, ASTEI20_031787	ASIC005019, ASIC005020
OG0001615	ASTEI20_034149	ASIC010554
OG0001616	ASTEI20_044333	ASIC017941
OG0001617	ASTEI20_031280	ASIC011165
OG0001618	ASTEI20_040544	ASIC000526, ASIC000527
OG0001619	ASTEI20_039287	ASIC005318
OG0001620	ASTEI20_038003	ASIC005289
OG0001621	ASTEI20_038407	ASIC007463
OG0001622	ASTEI20_043214	ASIC015517
OG0001624	ASTEI20_032688	ASIC006686, ASIC006685
OG0001625	ASTEI20_030847	ASIC013298, ASIC013304
OG0001626	ASTEI20_044126	ASIC010817
OG0001627	ASTEI20_042318	ASIC021043
OG0001628	ASTEI20_031835	ASIC016378, ASIC016379
OG0001629	ASTEI20_043931	ASIC019785, ASIC019784
OG0001630	ASTEI20_034772	ASIC003980
OG0001631	ASTEI20_032115, ASTEI20_045953	ASIC011969
OG0001632	ASTEI20_039039	ASIC016507
OG0001633	ASTEI20_035631	ASIC006607
OG0001634	ASTEI20_044402	ASIC007235
OG0001635	ASTEI20_043048	ASIC011328, ASIC011800, ASIC011330
OG0001636	ASTEI20_034133	ASIC011232
OG0001637	ASTEI20_040201, ASTEI20_041719	ASIC010725
OG0001638	ASTEI20_031809	ASIC007152
OG0001639	ASTEI20_042777	ASIC006691
OG0001640	ASTEI20_038098	ASIC010014
OG0001641	ASTEI20_043874, ASTEI20_039789	ASIC002912
OG0001642	ASTEI20_045363, ASTEI20_033668	ASIC002859
OG0001643	ASTEI20_036233	ASIC009768
OG0001644	ASTEI20_033213	ASIC008247
OG0001645	ASTEI20_040194	ASIC004674
OG0001647	ASTEI20_040122	ASIC008327, ASIC008329, ASIC008328
OG0001648	ASTEI20_033676	ASIC008157
OG0001649	ASTEI20_043102	ASIC007829
OG0001650	ASTEI20_041065	ASIC007672, ASIC007683
OG0001651	ASTEI20_038643	ASIC005168
OG0001653	ASTEI20_040657	ASIC010349, ASIC010350
OG0001654	ASTEI20_038658, ASTEI20_041708, ASTEI20_035258	ASIC009576
OG0001655	ASTEI20_032458, ASTEI20_033526	ASIC009571
OG0001656	ASTEI20_040616	ASIC006951
OG0001657	ASTEI20_034754	ASIC013597
OG0001658	ASTEI20_040368	ASIC022156, ASIC009207, ASIC022155
OG0001659	ASTEI20_043475	ASIC004978
OG0001660	ASTEI20_040536, ASTEI20_045282	ASIC001541
OG0001661	ASTEI20_044485	ASIC005292, ASIC005293
OG0001662	ASTEI20_042004	ASIC017618
OG0001664	ASTEI20_039495	ASIC007642, ASIC007641
OG0001665	ASTEI20_045308	ASIC006212, ASIC002699
OG0001666	ASTEI20_037901	ASIC007646
OG0001667	ASTEI20_032747	ASIC007673
OG0001668	ASTEI20_038978	ASIC021418
OG0001669	ASTEI20_044434	ASIC015059
OG0001670	ASTEI20_042847	ASIC017861
OG0001671	ASTEI20_040484	ASIC014205, ASIC014203, ASIC014204
OG0001672	ASTEI20_032892, ASTEI20_031649	ASIC003809
OG0001673	ASTEI20_040460	ASIC014850
OG0001674	ASTEI20_034604, ASTEI20_043556	ASIC002414
OG0001675	ASTEI20_044370, ASTEI20_040187	ASIC002413
OG0001676	ASTEI20_040785	ASIC014982, ASIC014981
OG0001677	ASTEI20_039678	ASIC012184
OG0001678	ASTEI20_034278	ASIC006436
OG0001679	ASTEI20_034213	ASIC006275
OG0001680	ASTEI20_043783	ASIC003524
OG0001681	ASTEI20_034194	ASIC004817
OG0001682	ASTEI20_040807	ASIC012809
OG0001683	ASTEI20_044784	ASIC021903
OG0001684	ASTEI20_033861	ASIC021902
OG0001686	ASTEI20_031720	ASIC010063
OG0001687	ASTEI20_039948	ASIC015894
OG0001688	ASTEI20_033197	ASIC015886
OG0001689	ASTEI20_033480	ASIC005265
OG0001690	ASTEI20_040662	ASIC021540
OG0001692	ASTEI20_042850	ASIC017077
OG0001693	ASTEI20_033868	ASIC013668
OG0001694	ASTEI20_030880	ASIC010895
OG0001695	ASTEI20_039885	ASIC002575
OG0001696	ASTEI20_035894, ASTEI20_041382	ASIC010376
OG0001697	ASTEI20_039674	ASIC016424
OG0001698	ASTEI20_034312	ASIC021522
OG0001699	ASTEI20_035910	ASIC008677
OG0001700	ASTEI20_034640	ASIC014349, ASIC014348
OG0001701	ASTEI20_043240	ASIC014448
OG0001702	ASTEI20_044318	ASIC012817
OG0001704	ASTEI20_035409	ASIC019439
OG0001705	ASTEI20_034803	ASIC013013
OG0001706	ASTEI20_031185	ASIC013017
