Orthogroup	AstephensiUCISS2018	AfunestusAfunGA1
OG0000482	ASTEI20_040294	AFUN2_014001
OG0000482	ASTEI20_035220	AFUN2_007154
OG0000483	ASTEI20_046009	AFUN2_008514
OG0000484	ASTEI20_039134	AFUN2_011350
OG0000484	ASTEI20_032451	AFUN2_006435
OG0000485	ASTEI20_037768	AFUN2_007072
OG0000485	ASTEI20_041653	AFUN2_007860
OG0000486	ASTEI20_032382	AFUN2_005660
OG0000486	ASTEI20_042498	AFUN2_008037
OG0000487	ASTEI20_042028	AFUN2_003553
OG0000487	ASTEI20_039840	AFUN2_001956
OG0000488	ASTEI20_038299	AFUN2_006935
OG0000488	ASTEI20_042656	AFUN2_008414
OG0000489	ASTEI20_041468	AFUN2_013313
OG0000489	ASTEI20_042784	AFUN2_014776
OG0000490	ASTEI20_040243	AFUN2_012456
OG0000491	ASTEI20_036635	AFUN2_009342
OG0000491	ASTEI20_039466	AFUN2_012165
OG0000492	ASTEI20_035871	AFUN2_000913
OG0000492	ASTEI20_045934	AFUN2_012708
OG0000493	ASTEI20_040939	AFUN2_009774
OG0000493	ASTEI20_042234	AFUN2_014180
OG0000494	ASTEI20_033870	AFUN2_011840
OG0000494	ASTEI20_032431	AFUN2_000438
OG0000495	ASTEI20_035282	AFUN2_006380
OG0000495	ASTEI20_037893	AFUN2_009440
OG0000496	ASTEI20_040779	AFUN2_001022
OG0000497	ASTEI20_045382	AFUN2_003360
OG0000497	ASTEI20_037285	AFUN2_008537
OG0000498	ASTEI20_035903	AFUN2_000900
OG0000498	ASTEI20_041832	AFUN2_006893
OG0000499	ASTEI20_045587	AFUN2_002816
OG0000499	ASTEI20_044209	AFUN2_014000
OG0000500	ASTEI20_041628	AFUN2_003408
OG0000500	ASTEI20_038055	AFUN2_005559
OG0000501	ASTEI20_043725	AFUN2_014285
OG0000502	ASTEI20_041728	AFUN2_002108
OG0000502	ASTEI20_038149	AFUN2_002588
OG0000502	ASTEI20_040241	AFUN2_009386
OG0000503	ASTEI20_031803	AFUN2_008000
OG0000504	ASTEI20_037781	AFUN2_010765
OG0000504	ASTEI20_036455	AFUN2_005136
OG0000505	ASTEI20_045172	AFUN2_008493
OG0000506	ASTEI20_040117	AFUN2_002862
OG0000506	ASTEI20_033754	AFUN2_001311
OG0000507	ASTEI20_041414	AFUN2_009605
OG0000507	ASTEI20_041289	AFUN2_010453
OG0000508	ASTEI20_043392	AFUN2_012458
OG0000508	ASTEI20_035349	AFUN2_009192
OG0000508	ASTEI20_032410	AFUN2_001408
OG0000509	ASTEI20_038831, ASTEI20_035801	AFUN2_011895
OG0000510	ASTEI20_033762	AFUN2_003304
OG0000510	ASTEI20_039972	AFUN2_006916
OG0000511	ASTEI20_033393, ASTEI20_045020	AFUN2_001890, AFUN2_008232
OG0000512	ASTEI20_041881	AFUN2_003365
OG0000512	ASTEI20_033648	AFUN2_004602
OG0000514	ASTEI20_036623	AFUN2_011623
OG0000514	ASTEI20_033991	AFUN2_009748
OG0000515	ASTEI20_034553	AFUN2_007192
OG0000515	ASTEI20_034276	AFUN2_000620
OG0000516	ASTEI20_032940	AFUN2_004606
OG0000516	ASTEI20_038444	AFUN2_002583
OG0000517	ASTEI20_040378	AFUN2_007438
OG0000518	ASTEI20_033369	AFUN2_001532
OG0000518	ASTEI20_032107	AFUN2_009562
OG0000520	ASTEI20_041641	AFUN2_008246
OG0000520	ASTEI20_032992	AFUN2_013959
OG0000521	ASTEI20_042416	AFUN2_006966
OG0000521	ASTEI20_044133	AFUN2_008767
OG0000522	ASTEI20_038428	AFUN2_012554
OG0000522	ASTEI20_046044	AFUN2_011055
OG0000523	ASTEI20_038482	AFUN2_007839
OG0000524	ASTEI20_042547	AFUN2_002285
OG0000524	ASTEI20_038645	AFUN2_009357
OG0000525	ASTEI20_045684	AFUN2_013124
OG0000526	ASTEI20_035259	AFUN2_009936
OG0000526	ASTEI20_040898	AFUN2_006765
OG0000527	ASTEI20_039423	AFUN2_010332
OG0000527	ASTEI20_042499	AFUN2_003399
OG0000528	ASTEI20_045012	AFUN2_011949
OG0000528	ASTEI20_030881	AFUN2_008139
OG0000532	ASTEI20_044081	AFUN2_009257
OG0000532	ASTEI20_037186	AFUN2_007095
OG0000534	ASTEI20_045701	AFUN2_013294
OG0000534	ASTEI20_033692	AFUN2_003205
OG0000535	ASTEI20_040711	AFUN2_004029
OG0000535	ASTEI20_040459	AFUN2_013409
OG0000536	ASTEI20_035360	AFUN2_007207
OG0000536	ASTEI20_041850	AFUN2_003559
OG0000538	ASTEI20_039788	AFUN2_009330
OG0000538	ASTEI20_037185	AFUN2_011747
OG0000539	ASTEI20_039944	AFUN2_005197
OG0000539	ASTEI20_040382	AFUN2_002731
OG0000540	ASTEI20_040729	AFUN2_001191
OG0000541	ASTEI20_038990	AFUN2_006877
OG0000541	ASTEI20_039267	AFUN2_006040
OG0000542	ASTEI20_039372	AFUN2_007282
OG0000542	ASTEI20_038527	AFUN2_010209
OG0000543	ASTEI20_035081	AFUN2_004643
OG0000543	ASTEI20_034836	AFUN2_012610
OG0000544	ASTEI20_038237	AFUN2_005178
OG0000544	ASTEI20_034674	AFUN2_009523
OG0000546	ASTEI20_045436	AFUN2_009394
OG0000547	ASTEI20_033385	AFUN2_014341
OG0000547	ASTEI20_043826	AFUN2_005774
OG0000548	ASTEI20_034641	AFUN2_007717
OG0000549	ASTEI20_042215	AFUN2_000846
OG0000549	ASTEI20_034707	AFUN2_005801
OG0000550	ASTEI20_033645	AFUN2_008494
OG0000551	ASTEI20_038495	AFUN2_007132
OG0000552	ASTEI20_035763	AFUN2_002213
OG0000553	ASTEI20_039011, ASTEI20_038476, ASTEI20_035372, ASTEI20_043810, ASTEI20_034770, ASTEI20_038525, ASTEI20_030821, ASTEI20_033051	AFUN2_004161
OG0000554	ASTEI20_042565	AFUN2_012642
OG0000555	ASTEI20_041597	AFUN2_001168
OG0000556	ASTEI20_039864	AFUN2_013704
OG0000557	ASTEI20_037722	AFUN2_009536
OG0000557	ASTEI20_043279	AFUN2_011864
OG0000558	ASTEI20_045893	AFUN2_012242
OG0000558	ASTEI20_040611	AFUN2_011648
OG0000559	ASTEI20_044897	AFUN2_006220
OG0000559	ASTEI20_044255	AFUN2_000578
OG0000560	ASTEI20_039212	AFUN2_012617
OG0000560	ASTEI20_034474	AFUN2_001819
OG0000561	ASTEI20_034083	AFUN2_001832
OG0000561	ASTEI20_032907	AFUN2_002206
OG0000562	ASTEI20_037671	AFUN2_000387
OG0000563	ASTEI20_033376	AFUN2_006690
OG0000563	ASTEI20_039362	AFUN2_005617
OG0000564	ASTEI20_036810	AFUN2_007831
OG0000564	ASTEI20_038563	AFUN2_009868
OG0000565	ASTEI20_034561	AFUN2_011356
OG0000565	ASTEI20_043978	AFUN2_006900
OG0000566	ASTEI20_036931	AFUN2_006872
OG0000566	ASTEI20_037016	AFUN2_002929
OG0000567	ASTEI20_044543	AFUN2_011463
OG0000567	ASTEI20_043215	AFUN2_004934
OG0000568	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101	AFUN2_006902, AFUN2_012635, AFUN2_004578
OG0000569	ASTEI20_042222	AFUN2_012270
OG0000569	ASTEI20_032603	AFUN2_003393
OG0000570	ASTEI20_038382	AFUN2_004218
OG0000570	ASTEI20_037872	AFUN2_011891
OG0000571	ASTEI20_046145	AFUN2_008242
OG0000572	ASTEI20_045605	AFUN2_014770
OG0000573	ASTEI20_035427	AFUN2_006426
OG0000574	ASTEI20_037259	AFUN2_005570
OG0000574	ASTEI20_036879	AFUN2_005415
OG0000576	ASTEI20_046026	AFUN2_011501
OG0000576	ASTEI20_035412	AFUN2_001361
OG0000577	ASTEI20_041713	AFUN2_014543
OG0000579	ASTEI20_041978	AFUN2_006720
OG0000581	ASTEI20_032779	AFUN2_003215
OG0000581	ASTEI20_034834	AFUN2_007952
OG0000582	ASTEI20_040931	AFUN2_012422
OG0000583	ASTEI20_043115, ASTEI20_041640	AFUN2_006546, AFUN2_014530
OG0000584	ASTEI20_038624, ASTEI20_042452	AFUN2_004829
OG0000585	ASTEI20_041849	AFUN2_007973
OG0000585	ASTEI20_036469	AFUN2_007518
OG0000586	ASTEI20_031342	AFUN2_002299
OG0000586	ASTEI20_044118	AFUN2_006382
OG0000588	ASTEI20_033837	AFUN2_001266
OG0000588	ASTEI20_032937	AFUN2_012166
OG0000596	ASTEI20_045102, ASTEI20_040089	AFUN2_009700, AFUN2_014020
OG0000601	ASTEI20_034152	AFUN2_003875
OG0000601	ASTEI20_035083	AFUN2_009427
OG0000602	ASTEI20_037841, ASTEI20_030961, ASTEI20_033573, ASTEI20_039430, ASTEI20_042749, ASTEI20_036500, ASTEI20_038029, ASTEI20_033083, ASTEI20_036498, ASTEI20_044499, ASTEI20_034589, ASTEI20_038623, ASTEI20_041006, ASTEI20_044221, ASTEI20_042346, ASTEI20_043206, ASTEI20_038295	AFUN2_009886
OG0000606	ASTEI20_033665	AFUN2_007021
OG0000607	ASTEI20_042885, ASTEI20_045739	AFUN2_007411
OG0000607	ASTEI20_034728, ASTEI20_036316	AFUN2_007189
OG0000608	ASTEI20_031412	AFUN2_011174
OG0000608	ASTEI20_034955	AFUN2_009906
OG0000609	ASTEI20_035298	AFUN2_006231
OG0000610	ASTEI20_043727, ASTEI20_041175	AFUN2_012277
OG0000611	ASTEI20_039290	AFUN2_005888
OG0000611	ASTEI20_037875	AFUN2_005487
OG0000612	ASTEI20_031753	AFUN2_009735
OG0000613	ASTEI20_045855	AFUN2_005629
OG0000613	ASTEI20_041847	AFUN2_007432
OG0000614	ASTEI20_039250	AFUN2_008619
OG0000615	ASTEI20_039181	AFUN2_003796
OG0000615	ASTEI20_040540	AFUN2_007335
OG0000616	ASTEI20_040935	AFUN2_004226
OG0000616	ASTEI20_041180	AFUN2_008046
OG0000617	ASTEI20_038857	AFUN2_012385
OG0000618	ASTEI20_035924, ASTEI20_031267	AFUN2_001004, AFUN2_008112
OG0000619	ASTEI20_036799	AFUN2_009164
OG0000619	ASTEI20_031879	AFUN2_009057
OG0000620	ASTEI20_041959	AFUN2_003492
OG0000621	ASTEI20_035003	AFUN2_005056
OG0000621	ASTEI20_044240	AFUN2_002414
OG0000622	ASTEI20_044291	AFUN2_006041
OG0000623	ASTEI20_044444, ASTEI20_039798	AFUN2_002881
OG0000623	ASTEI20_032866	AFUN2_012624
OG0000624	ASTEI20_045250	AFUN2_011346
OG0000624	ASTEI20_030850	AFUN2_000940
OG0000625	ASTEI20_041384	AFUN2_011772
OG0000626	ASTEI20_040404	AFUN2_002899
OG0000626	ASTEI20_033336	AFUN2_009124
OG0000627	ASTEI20_043380	AFUN2_007347
OG0000627	ASTEI20_044482	AFUN2_003427
OG0000628	ASTEI20_046080, ASTEI20_034080	AFUN2_012029
OG0000628	ASTEI20_040507	AFUN2_009803
OG0000629	ASTEI20_044768	AFUN2_003677
OG0000629	ASTEI20_036712	AFUN2_014591
OG0000630	ASTEI20_042898	AFUN2_012508
OG0000630	ASTEI20_043119	AFUN2_005315
OG0000631	ASTEI20_042189	AFUN2_005956
OG0000632	ASTEI20_046127, ASTEI20_036447	AFUN2_006430, AFUN2_007784
OG0000633	ASTEI20_032149	AFUN2_012807
OG0000633	ASTEI20_034452	AFUN2_001328
OG0000634	ASTEI20_034663	AFUN2_004511
OG0000634	ASTEI20_044651	AFUN2_006957
OG0000635	ASTEI20_033652, ASTEI20_040942	AFUN2_013431
OG0000636	ASTEI20_036562	AFUN2_009731
OG0000636	ASTEI20_041621	AFUN2_002167
OG0000637	ASTEI20_033096	AFUN2_002680
OG0000637	ASTEI20_034420	AFUN2_004860
OG0000638	ASTEI20_043693	AFUN2_010122
OG0000638	ASTEI20_032313	AFUN2_002191
OG0000639	ASTEI20_041346	AFUN2_003992
OG0000639	ASTEI20_035907	AFUN2_005878
OG0000640	ASTEI20_033633	AFUN2_008708
OG0000641	ASTEI20_036755	AFUN2_013494
OG0000642	ASTEI20_037257	AFUN2_000456
OG0000642	ASTEI20_045150	AFUN2_005937
OG0000643	ASTEI20_034280	AFUN2_010524
OG0000644	ASTEI20_040015	AFUN2_003497
OG0000645	ASTEI20_044424	AFUN2_009881
OG0000645	ASTEI20_038350	AFUN2_014394
OG0000646	ASTEI20_035725	AFUN2_012327, AFUN2_009789
OG0000647	ASTEI20_041470	AFUN2_012541
OG0000647	ASTEI20_045698	AFUN2_013180
OG0000648	ASTEI20_041830	AFUN2_002817
OG0000648	ASTEI20_034191	AFUN2_010811
OG0000649	ASTEI20_043999	AFUN2_012976, AFUN2_013197
OG0000650	ASTEI20_034631	AFUN2_012427, AFUN2_010925, AFUN2_004783
OG0000651	ASTEI20_044038	AFUN2_011371, AFUN2_003999
OG0000651	ASTEI20_041186	AFUN2_008517
OG0000652	ASTEI20_032794	AFUN2_002986
OG0000652	ASTEI20_041989	AFUN2_013908
OG0000653	ASTEI20_035696	AFUN2_004050
OG0000653	ASTEI20_034748	AFUN2_006619
OG0000654	ASTEI20_042985	AFUN2_008410
OG0000654	ASTEI20_043626	AFUN2_009381
OG0000655	ASTEI20_039647	AFUN2_010761
OG0000655	ASTEI20_031588	AFUN2_005622
OG0000656	ASTEI20_043798	AFUN2_006317
OG0000657	ASTEI20_037447	AFUN2_012004
OG0000658	ASTEI20_042425	AFUN2_003896
OG0000659	ASTEI20_040379	AFUN2_000693
OG0000659	ASTEI20_035025	AFUN2_001542
OG0000660	ASTEI20_033087, ASTEI20_034449, ASTEI20_045387, ASTEI20_037943, ASTEI20_043563, ASTEI20_034883, ASTEI20_039637, ASTEI20_042512	AFUN2_014391
OG0000661	ASTEI20_045619, ASTEI20_043795	AFUN2_006804
OG0000661	ASTEI20_041395	AFUN2_002242
OG0000662	ASTEI20_036989	AFUN2_009263
OG0000662	ASTEI20_038394	AFUN2_012492
OG0000663	ASTEI20_043505	AFUN2_006686
OG0000663	ASTEI20_036063	AFUN2_011294
OG0000664	ASTEI20_030816	AFUN2_010105, AFUN2_002024
OG0000665	ASTEI20_043790	AFUN2_012287
OG0000665	ASTEI20_040364	AFUN2_003898
OG0000666	ASTEI20_031715	AFUN2_007491
OG0000667	ASTEI20_035731	AFUN2_005195
OG0000668	ASTEI20_041617	AFUN2_011855
OG0000668	ASTEI20_040675	AFUN2_000855
OG0000671	ASTEI20_033489, ASTEI20_035422	AFUN2_001478
OG0000672	ASTEI20_042831	AFUN2_011953
OG0000673	ASTEI20_034787	AFUN2_001123
OG0000674	ASTEI20_040597	AFUN2_004741
OG0000675	ASTEI20_036005	AFUN2_006494
OG0000676	ASTEI20_045253	AFUN2_002761
OG0000677	ASTEI20_041352	AFUN2_004107
OG0000677	ASTEI20_046051	AFUN2_013178
OG0000678	ASTEI20_040632	AFUN2_014128
OG0000678	ASTEI20_034866	AFUN2_008017
OG0000679	ASTEI20_035762	AFUN2_013571
OG0000679	ASTEI20_041118	AFUN2_004203
OG0000680	ASTEI20_031200	AFUN2_011330
OG0000681	ASTEI20_039667	AFUN2_000728, AFUN2_005145
OG0000682	ASTEI20_046074	AFUN2_005007
OG0000682	ASTEI20_037885	AFUN2_011354
OG0000683	ASTEI20_044101	AFUN2_012286
OG0000683	ASTEI20_033021	AFUN2_008233
OG0000684	ASTEI20_042093	AFUN2_007804, AFUN2_007739
OG0000685	ASTEI20_040770	AFUN2_001255
OG0000685	ASTEI20_044585, ASTEI20_036058	AFUN2_008492, AFUN2_009704, AFUN2_012688
OG0000686	ASTEI20_045424	AFUN2_010514
OG0000687	ASTEI20_036644	AFUN2_002980, AFUN2_003232, AFUN2_011620, AFUN2_009231
OG0000689	ASTEI20_035935	AFUN2_005359
OG0000689	ASTEI20_040705	AFUN2_007675
OG0000689	ASTEI20_037369	AFUN2_005609
OG0000690	ASTEI20_034654	AFUN2_008012
OG0000691	ASTEI20_044310	AFUN2_007673
OG0000691	ASTEI20_045762	AFUN2_012308
OG0000692	ASTEI20_037015, ASTEI20_039680	AFUN2_010283, AFUN2_014771, AFUN2_011955, AFUN2_012255, AFUN2_011318, AFUN2_011237, AFUN2_002072
OG0000692	ASTEI20_035648	AFUN2_007430, AFUN2_001323, AFUN2_008800, AFUN2_000614, AFUN2_003500, AFUN2_006825
OG0000693	ASTEI20_043618, ASTEI20_036093, ASTEI20_035811	AFUN2_011852, AFUN2_005398, AFUN2_001079
OG0000694	ASTEI20_041192	AFUN2_001540
OG0000698	ASTEI20_031490	AFUN2_010779
OG0000698	ASTEI20_035667	AFUN2_013836
OG0000699	ASTEI20_045210	AFUN2_008898
OG0000700	ASTEI20_039183	AFUN2_012154
OG0000701	ASTEI20_038815	AFUN2_004046
OG0000701	ASTEI20_037838	AFUN2_000642
OG0000703	ASTEI20_035177	AFUN2_010604
OG0000704	ASTEI20_042619	AFUN2_008909
OG0000704	ASTEI20_038664	AFUN2_001063
OG0000705	ASTEI20_042623	AFUN2_013794, AFUN2_012228
OG0000706	ASTEI20_040065	AFUN2_007896
OG0000707	ASTEI20_042481	AFUN2_010536
OG0000708	ASTEI20_034646	AFUN2_001623
OG0000708	ASTEI20_037384	AFUN2_010436
OG0000709	ASTEI20_042639	AFUN2_004774
OG0000709	ASTEI20_035313	AFUN2_005050
OG0000710	ASTEI20_033026	AFUN2_010063
OG0000710	ASTEI20_045896	AFUN2_009558
OG0000711	ASTEI20_034286	AFUN2_008566
OG0000711	ASTEI20_043282	AFUN2_001746
OG0000712	ASTEI20_045867	AFUN2_009575
OG0000712	ASTEI20_037742	AFUN2_011655
OG0000713	ASTEI20_043731	AFUN2_003969
OG0000714	ASTEI20_041086	AFUN2_004844
OG0000714	ASTEI20_031182	AFUN2_014769
OG0000715	ASTEI20_037706	AFUN2_011262
OG0000715	ASTEI20_043023	AFUN2_004671
OG0000716	ASTEI20_033629	AFUN2_013553
OG0000716	ASTEI20_041196	AFUN2_007508
OG0000717	ASTEI20_041443	AFUN2_000761, AFUN2_008911
OG0000718	ASTEI20_034424	AFUN2_012558
OG0000719	ASTEI20_031976	AFUN2_011382
OG0000719	ASTEI20_046128	AFUN2_000513
OG0000720	ASTEI20_040950	AFUN2_014425
OG0000721	ASTEI20_034084	AFUN2_013897
OG0000721	ASTEI20_035049	AFUN2_004594
OG0000722	ASTEI20_033287	AFUN2_011242, AFUN2_002168, AFUN2_001979
OG0000723	ASTEI20_039107	AFUN2_004000
OG0000723	ASTEI20_043899	AFUN2_003451
OG0000724	ASTEI20_043064	AFUN2_001779
OG0000724	ASTEI20_040049	AFUN2_007573
OG0000725	ASTEI20_043335, ASTEI20_035800	AFUN2_001120
OG0000726	ASTEI20_039608	AFUN2_008672
OG0000726	ASTEI20_037590	AFUN2_012935
OG0000727	ASTEI20_043472	AFUN2_005874
OG0000728	ASTEI20_032388, ASTEI20_040426	AFUN2_001524
OG0000728	ASTEI20_036046	AFUN2_001514
OG0000729	ASTEI20_042200	AFUN2_009832
OG0000729	ASTEI20_040151	AFUN2_013421
OG0000730	ASTEI20_044904	AFUN2_014594
OG0000731	ASTEI20_044451	AFUN2_003153
OG0000731	ASTEI20_031889, ASTEI20_031875	AFUN2_000662
OG0000732	ASTEI20_039673	AFUN2_013446
OG0000732	ASTEI20_031041	AFUN2_001363
OG0000733	ASTEI20_038325	AFUN2_012448
OG0000734	ASTEI20_040309	AFUN2_001242
OG0000734	ASTEI20_043083	AFUN2_014289
OG0000735	ASTEI20_038947	AFUN2_003113
OG0000735	ASTEI20_040845	AFUN2_003988
OG0000736	ASTEI20_042261, ASTEI20_042182	AFUN2_000866
OG0000737	ASTEI20_041073	AFUN2_001959
OG0000738	ASTEI20_034436	AFUN2_012423
OG0000738	ASTEI20_040787	AFUN2_011719
OG0000739	ASTEI20_041642, ASTEI20_037468, ASTEI20_037469	AFUN2_007453
OG0000740	ASTEI20_043165	AFUN2_000758, AFUN2_009893
OG0000741	ASTEI20_044735	AFUN2_005630
OG0000742	ASTEI20_035073	AFUN2_013360, AFUN2_014452, AFUN2_003659, AFUN2_009429
OG0000743	ASTEI20_042644	AFUN2_003686
OG0000743	ASTEI20_030874	AFUN2_005968
OG0000745	ASTEI20_034158, ASTEI20_032748	AFUN2_013873, AFUN2_013188
OG0000746	ASTEI20_034581	AFUN2_007201
OG0000747	ASTEI20_043260, ASTEI20_036353	AFUN2_010306, AFUN2_012263
OG0000748	ASTEI20_039121	AFUN2_012621
OG0000749	ASTEI20_039921	AFUN2_004381
OG0000749	ASTEI20_043173	AFUN2_008807
OG0000750	ASTEI20_039926	AFUN2_012305
OG0000751	ASTEI20_043371	AFUN2_013921
OG0000752	ASTEI20_043822	AFUN2_008836
OG0000752	ASTEI20_036265	AFUN2_002198
OG0000753	ASTEI20_036308	AFUN2_005037
OG0000753	ASTEI20_034045, ASTEI20_045602	AFUN2_004543
OG0000754	ASTEI20_034077	AFUN2_007701
OG0000755	ASTEI20_033644	AFUN2_014013
OG0000756	ASTEI20_040316	AFUN2_010186
OG0000756	ASTEI20_037829	AFUN2_000681
OG0000757	ASTEI20_034616	AFUN2_004755
OG0000760	ASTEI20_032155	AFUN2_007980
OG0000761	ASTEI20_046085	AFUN2_000350
OG0000762	ASTEI20_037826	AFUN2_012938
OG0000764	ASTEI20_032434	AFUN2_003510
OG0000765	ASTEI20_032571	AFUN2_012773
OG0000766	ASTEI20_030954	AFUN2_008210
OG0000767	ASTEI20_034959	AFUN2_006716
OG0000769	ASTEI20_039990, ASTEI20_044293	AFUN2_007214
OG0000770	ASTEI20_039892	AFUN2_014232
OG0000771	ASTEI20_032854	AFUN2_009130
OG0000772	ASTEI20_036885, ASTEI20_035668	AFUN2_003436
OG0000773	ASTEI20_043468	AFUN2_004588
OG0000773	ASTEI20_034825	AFUN2_003772
OG0000774	ASTEI20_043729	AFUN2_011517
OG0000775	ASTEI20_041717	AFUN2_010970
OG0000776	ASTEI20_038588	AFUN2_003281
OG0000777	ASTEI20_031695	AFUN2_007369
OG0000778	ASTEI20_033706	AFUN2_003536
OG0000778	ASTEI20_031392	AFUN2_010689
OG0000779	ASTEI20_031977	AFUN2_011201
OG0000786	ASTEI20_043435	AFUN2_005036
OG0000786	ASTEI20_035440	AFUN2_007612
OG0000790	ASTEI20_045626, ASTEI20_044194, ASTEI20_038190	AFUN2_012082
OG0000792	ASTEI20_036170	AFUN2_008561
OG0000792	ASTEI20_043418	AFUN2_012491, AFUN2_008757
OG0000793	ASTEI20_035059	AFUN2_006225
OG0000793	ASTEI20_037126	AFUN2_012521
OG0000794	ASTEI20_041833	AFUN2_003063
OG0000795	ASTEI20_033311, ASTEI20_040158, ASTEI20_031772	AFUN2_004550, AFUN2_006385, AFUN2_010296, AFUN2_010376
OG0000799	ASTEI20_030862	AFUN2_010114
OG0000800	ASTEI20_035513	AFUN2_014700
OG0000801	ASTEI20_038774	AFUN2_005116
OG0000801	ASTEI20_032752	AFUN2_012559
OG0000802	ASTEI20_039903	AFUN2_005693
OG0000802	ASTEI20_033998	AFUN2_014759
OG0000803	ASTEI20_032929	AFUN2_003912
OG0000803	ASTEI20_045546	AFUN2_006907
OG0000804	ASTEI20_040283	AFUN2_009699
OG0000805	ASTEI20_045323	AFUN2_001087
OG0000805	ASTEI20_036191	AFUN2_005125
OG0000806	ASTEI20_046137	AFUN2_012917
OG0000807	ASTEI20_038033	AFUN2_012539
OG0000808	ASTEI20_039245	AFUN2_007382
OG0000809	ASTEI20_035120	AFUN2_009527
OG0000809	ASTEI20_035445	AFUN2_014500
OG0000810	ASTEI20_039483	AFUN2_012390
OG0000810	ASTEI20_046097	AFUN2_000876
OG0000811	ASTEI20_044563	AFUN2_005258
OG0000811	ASTEI20_045076	AFUN2_003649
OG0000812	ASTEI20_034815	AFUN2_006366
OG0000813	ASTEI20_037179	AFUN2_001918
OG0000814	ASTEI20_038002	AFUN2_011057
OG0000815	ASTEI20_032132	AFUN2_010874
OG0000816	ASTEI20_035781	AFUN2_003398
OG0000817	ASTEI20_035275	AFUN2_014224
OG0000817	ASTEI20_041498	AFUN2_014585
OG0000818	ASTEI20_031764	AFUN2_006352
OG0000820	ASTEI20_033514	AFUN2_001274
OG0000821	ASTEI20_035913	AFUN2_012910
OG0000822	ASTEI20_045287	AFUN2_012638
OG0000822	ASTEI20_034381	AFUN2_000958
OG0000823	ASTEI20_037538	AFUN2_001143
OG0000824	ASTEI20_032739	AFUN2_005424
OG0000824	ASTEI20_045853	AFUN2_001854
OG0000825	ASTEI20_040682	AFUN2_009916
OG0000826	ASTEI20_040369	AFUN2_012758
OG0000826	ASTEI20_037448	AFUN2_004484
OG0000827	ASTEI20_034623	AFUN2_007855
OG0000828	ASTEI20_041164	AFUN2_009221
OG0000829	ASTEI20_030906	AFUN2_001261
OG0000830	ASTEI20_041246	AFUN2_011002
OG0000831	ASTEI20_041343	AFUN2_009701
OG0000832	ASTEI20_031357	AFUN2_001406
OG0000832	ASTEI20_034075	AFUN2_002648
OG0000833	ASTEI20_037575	AFUN2_002256
OG0000834	ASTEI20_034731	AFUN2_012856
OG0000835	ASTEI20_043704	AFUN2_001378, AFUN2_002959
OG0000836	ASTEI20_038803	AFUN2_010726
OG0000837	ASTEI20_042660	AFUN2_013580
OG0000838	ASTEI20_031314	AFUN2_005648
OG0000839	ASTEI20_042058	AFUN2_001336
OG0000840	ASTEI20_045806	AFUN2_013213
OG0000841	ASTEI20_043463	AFUN2_003581
OG0000842	ASTEI20_044864	AFUN2_012863
OG0000843	ASTEI20_039772	AFUN2_004148
OG0000845	ASTEI20_041161	AFUN2_001043
OG0000846	ASTEI20_043008	AFUN2_002550
OG0000847	ASTEI20_031099, ASTEI20_044161	AFUN2_008557
OG0000849	ASTEI20_042112	AFUN2_008721
OG0000850	ASTEI20_031769, ASTEI20_041948	AFUN2_002308
OG0000852	ASTEI20_035599	AFUN2_010299
OG0000853	ASTEI20_040852	AFUN2_006287, AFUN2_000540
OG0000854	ASTEI20_034595	AFUN2_005140
OG0000855	ASTEI20_032493, ASTEI20_042132	AFUN2_008417
OG0000856	ASTEI20_036510, ASTEI20_041735	AFUN2_013705
OG0000857	ASTEI20_042730	AFUN2_005147
OG0000857	ASTEI20_040336	AFUN2_006639
OG0000858	ASTEI20_034712	AFUN2_010090
OG0000859	ASTEI20_037362	AFUN2_012357
OG0000860	ASTEI20_043892	AFUN2_005387
OG0000861	ASTEI20_041727	AFUN2_000411
OG0000861	ASTEI20_038521	AFUN2_007567
OG0000862	ASTEI20_044800	AFUN2_010561
OG0000862	ASTEI20_033388	AFUN2_011641
OG0000863	ASTEI20_039681	AFUN2_006341
OG0000864	ASTEI20_040084	AFUN2_005572
OG0000865	ASTEI20_044183	AFUN2_011029
OG0000866	ASTEI20_036038	AFUN2_011442
OG0000867	ASTEI20_041802	AFUN2_008894
OG0000867	ASTEI20_036774	AFUN2_008538
OG0000868	ASTEI20_031032	AFUN2_006993
OG0000869	ASTEI20_045680	AFUN2_007472
OG0000869	ASTEI20_043696	AFUN2_006141
OG0000869	ASTEI20_044341	AFUN2_004455
OG0000870	ASTEI20_041721	AFUN2_014537
OG0000870	ASTEI20_039027	AFUN2_013801
OG0000871	ASTEI20_043245	AFUN2_007215
OG0000872	ASTEI20_035045	AFUN2_000789, AFUN2_013708
OG0000873	ASTEI20_037241	AFUN2_013255
OG0000874	ASTEI20_032447, ASTEI20_036343	AFUN2_010943
OG0000875	ASTEI20_031975	AFUN2_007998
OG0000876	ASTEI20_038171	AFUN2_006597
OG0000876	ASTEI20_036250	AFUN2_004422
OG0000877	ASTEI20_040971	AFUN2_014506
OG0000877	ASTEI20_037309	AFUN2_007405
OG0000878	ASTEI20_041893, ASTEI20_036003	AFUN2_005343, AFUN2_001520
OG0000879	ASTEI20_043715	AFUN2_012363
OG0000881	ASTEI20_044067	AFUN2_004818
