Orthogroup	AstephensiUCISS2018	AgambiaePEST
OG0001057	ASTEI20_036077	AGAP029769
OG0001058	ASTEI20_035953	AGAP004192
OG0001059	ASTEI20_037629	AGAP012955
OG0001060	ASTEI20_035632	AGAP003073
OG0001060	ASTEI20_030825	AGAP003074
OG0001061	ASTEI20_044823	AGAP008868
OG0001062	ASTEI20_032371	AGAP008310
OG0001063	ASTEI20_042203	AGAP003568
OG0001064	ASTEI20_042469	AGAP005989
OG0001064	ASTEI20_039353	AGAP005988
OG0001065	ASTEI20_039474	AGAP029508
OG0001066	ASTEI20_036725	AGAP002824
OG0001067	ASTEI20_045488	AGAP001439, AGAP001444
OG0001068	ASTEI20_036207	AGAP002942
OG0001069	ASTEI20_046052	AGAP013057
OG0001070	ASTEI20_041079	AGAP029648
OG0001071	ASTEI20_035650	AGAP011192
OG0001072	ASTEI20_046181	AGAP029453
OG0001073	ASTEI20_040311	AGAP000504
OG0001074	ASTEI20_045114, ASTEI20_045774, ASTEI20_037135	AGAP000082
OG0001075	ASTEI20_038097	AGAP012958
OG0001076	ASTEI20_035622	AGAP002083
OG0001077	ASTEI20_034898	AGAP029514
OG0001078	ASTEI20_033516	AGAP009566
OG0001079	ASTEI20_041084	AGAP005008
OG0001080	ASTEI20_031701	AGAP011138
OG0001081	ASTEI20_043227, ASTEI20_044836	AGAP005661
OG0001082	ASTEI20_038405	AGAP000323, AGAP029259
OG0001083	ASTEI20_031837	AGAP029492
OG0001084	ASTEI20_034735	AGAP012303
OG0001085	ASTEI20_035255	AGAP010347
OG0001086	ASTEI20_032661	AGAP007181, AGAP029504
OG0001087	ASTEI20_037071, ASTEI20_040078	AGAP008077
OG0001088	ASTEI20_045457	AGAP013016, AGAP012979
OG0001088	ASTEI20_033963	AGAP013492
OG0001090	ASTEI20_040246	AGAP010423
OG0001090	ASTEI20_034602	AGAP000099
OG0001091	ASTEI20_031436	AGAP029482
OG0001092	ASTEI20_034519	AGAP001084
OG0001094	ASTEI20_035834	AGAP000798
OG0001094	ASTEI20_034269	AGAP002797
OG0001095	ASTEI20_032860	AGAP008818
OG0001096	ASTEI20_044127	AGAP000862
OG0001097	ASTEI20_033846	AGAP009293
OG0001098	ASTEI20_032972	AGAP008357
OG0001101	ASTEI20_034829	AGAP007537
OG0001102	ASTEI20_040761, ASTEI20_034711	AGAP006405
OG0001103	ASTEI20_034331	AGAP000189
OG0001103	ASTEI20_045627	AGAP028457
OG0001104	ASTEI20_041682	AGAP029676, AGAP029639
OG0001105	ASTEI20_039566	AGAP013545, AGAP012949
OG0001106	ASTEI20_031793	AGAP007248
OG0001107	ASTEI20_035830	AGAP002591
OG0001109	ASTEI20_040528	AGAP029774
OG0001110	ASTEI20_036552	AGAP004835
OG0001111	ASTEI20_044348	AGAP005057
OG0001112	ASTEI20_036444	AGAP010930
OG0001112	ASTEI20_041485	AGAP029301
OG0001113	ASTEI20_031840	AGAP007008
OG0001115	ASTEI20_045551	AGAP004169
OG0001123	ASTEI20_042363	AGAP029353
OG0001123	ASTEI20_043793	AGAP003812
OG0001127	ASTEI20_039966	AGAP000640, AGAP000638, AGAP011647
OG0001127	ASTEI20_034021	AGAP009065
OG0001128	ASTEI20_034729	AGAP029437
OG0001128	ASTEI20_039979	AGAP005574
OG0001128	ASTEI20_039641	AGAP005571
OG0001128	ASTEI20_036672	AGAP005573
OG0001129	ASTEI20_032033	AGAP028167, AGAP028007, AGAP012843, AGAP012034
OG0001130	ASTEI20_045268	AGAP003640
OG0001130	ASTEI20_031647	AGAP003639, AGAP003641
OG0001133	ASTEI20_043397, ASTEI20_041990	AGAP029304, AGAP011007, AGAP011009, AGAP011013, AGAP029206, AGAP029092, AGAP011012, AGAP011014, AGAP011015, AGAP011011, AGAP011010
OG0001138	ASTEI20_043819	AGAP001952
OG0001139	ASTEI20_036863	AGAP029819
OG0001140	ASTEI20_036602	AGAP003481
OG0001141	ASTEI20_040448	AGAP004081
OG0001142	ASTEI20_034324	AGAP012801, AGAP003516, AGAP012661
OG0001143	ASTEI20_043905	AGAP029080, AGAP010798
OG0001144	ASTEI20_038739	AGAP004849
OG0001145	ASTEI20_043426	AGAP000254
OG0001146	ASTEI20_038617	AGAP000365
OG0001147	ASTEI20_044326, ASTEI20_036312	AGAP012831, AGAP005672
OG0001148	ASTEI20_042033	AGAP013270
OG0001149	ASTEI20_034126	AGAP003235
OG0001150	ASTEI20_034115	AGAP011320
OG0001151	ASTEI20_045831	AGAP009431
OG0001152	ASTEI20_032962	AGAP013764
OG0001154	ASTEI20_044879	AGAP011638
OG0001155	ASTEI20_037761	AGAP029506
OG0001157	ASTEI20_036944	AGAP028696
OG0001158	ASTEI20_030873	AGAP002487
OG0001159	ASTEI20_041806, ASTEI20_033490	AGAP005564
OG0001160	ASTEI20_038639	AGAP000974
OG0001162	ASTEI20_039448	AGAP009384, AGAP028142
OG0001163	ASTEI20_034387	AGAP007819
OG0001164	ASTEI20_045255	AGAP005319
OG0001166	ASTEI20_038551	AGAP007779
OG0001167	ASTEI20_032275	AGAP008984
OG0001168	ASTEI20_045785	AGAP012893, AGAP012845, AGAP011531
OG0001170	ASTEI20_043395, ASTEI20_040323	AGAP005655
OG0001171	ASTEI20_039876	AGAP002807
OG0001172	ASTEI20_040091, ASTEI20_044472	AGAP006383
OG0001173	ASTEI20_034896	AGAP009936
OG0001174	ASTEI20_038468	AGAP004230
OG0001175	ASTEI20_040159	AGAP004233
OG0001176	ASTEI20_037117	AGAP002613
OG0001177	ASTEI20_044013, ASTEI20_037360	AGAP001070
OG0001178	ASTEI20_032693	AGAP000803, AGAP012447
OG0001179	ASTEI20_033884	AGAP029914
OG0001180	ASTEI20_035035	AGAP007935
OG0001181	ASTEI20_031047	AGAP001799
OG0001182	ASTEI20_043923	AGAP002544
OG0001183	ASTEI20_042369	AGAP002914
OG0001184	ASTEI20_041197	AGAP029537
OG0001185	ASTEI20_039486	AGAP001415
OG0001186	ASTEI20_041013	AGAP003931
OG0001187	ASTEI20_037510	AGAP011356
OG0001188	ASTEI20_040907	AGAP003408, AGAP012641
OG0001189	ASTEI20_032182, ASTEI20_036336	AGAP001724
OG0001190	ASTEI20_039244, ASTEI20_036889	AGAP011956
OG0001191	ASTEI20_041595	AGAP010845
OG0001192	ASTEI20_038126	AGAP009903
OG0001193	ASTEI20_039615	AGAP005862
OG0001194	ASTEI20_034839, ASTEI20_039727	AGAP010700
OG0001195	ASTEI20_040722	AGAP012057
OG0001196	ASTEI20_039060	AGAP011188
OG0001197	ASTEI20_043018	AGAP012352
OG0001198	ASTEI20_030970	AGAP001951
OG0001199	ASTEI20_041683	AGAP000477
OG0001200	ASTEI20_032316	AGAP010150
OG0001201	ASTEI20_041949, ASTEI20_045078, ASTEI20_036270	AGAP007978
OG0001202	ASTEI20_035931	AGAP004038
OG0001203	ASTEI20_035162	AGAP001014
OG0001204	ASTEI20_035671	AGAP004034, AGAP012698
OG0001205	ASTEI20_040926	AGAP009537
OG0001206	ASTEI20_036701	AGAP003318
OG0001207	ASTEI20_033357	AGAP004497
OG0001208	ASTEI20_035106	AGAP010885
OG0001209	ASTEI20_031594	AGAP003164
OG0001210	ASTEI20_035556	AGAP008533
OG0001211	ASTEI20_040238, ASTEI20_039987	AGAP010537
OG0001212	ASTEI20_041598	AGAP007458
OG0001213	ASTEI20_043541	AGAP005696
OG0001213	ASTEI20_036617	AGAP005695
OG0001214	ASTEI20_042489	AGAP002353
OG0001215	ASTEI20_041685	AGAP008260, AGAP008259, AGAP013767, AGAP008258
OG0001216	ASTEI20_041429	AGAP008431
OG0001216	ASTEI20_037591	AGAP008430
OG0001218	ASTEI20_034852	AGAP005299
OG0001219	ASTEI20_035173	AGAP028461
OG0001220	ASTEI20_036333	AGAP029811
OG0001221	ASTEI20_035973	AGAP004793, AGAP012615
OG0001222	ASTEI20_035938	AGAP007833
OG0001223	ASTEI20_040140	AGAP007635
OG0001224	ASTEI20_032086	AGAP009267
OG0001225	ASTEI20_039472	AGAP000797
OG0001226	ASTEI20_041077	AGAP000317
OG0001227	ASTEI20_040805	AGAP002790
OG0001228	ASTEI20_044020	AGAP001781
OG0001229	ASTEI20_033440	AGAP005713
OG0001230	ASTEI20_037753	AGAP009528
OG0001231	ASTEI20_035857	AGAP012627, AGAP010733
OG0001232	ASTEI20_034063	AGAP001704
OG0001234	ASTEI20_045679, ASTEI20_045030	AGAP013525, AGAP002485
OG0001235	ASTEI20_043063	AGAP013301
OG0001236	ASTEI20_038843	AGAP003669
OG0001237	ASTEI20_039747	AGAP028189
OG0001237	ASTEI20_042138	AGAP007916
OG0001238	ASTEI20_038086	AGAP013440
OG0001238	ASTEI20_031674	AGAP013048
OG0001239	ASTEI20_041060	AGAP000879
OG0001240	ASTEI20_044077	AGAP009110
OG0001241	ASTEI20_045999	AGAP009290
OG0001242	ASTEI20_044309	AGAP009605
OG0001243	ASTEI20_041872	AGAP029440, AGAP000186, AGAP013399, AGAP004515
OG0001244	ASTEI20_041786	AGAP029658
OG0001245	ASTEI20_033276	AGAP029488
OG0001246	ASTEI20_034564	AGAP000110
OG0001247	ASTEI20_040370	AGAP003742
OG0001248	ASTEI20_038974	AGAP002150
OG0001249	ASTEI20_044243	AGAP001854, AGAP012898
OG0001250	ASTEI20_036475	AGAP001892
OG0001251	ASTEI20_036781	AGAP000751
OG0001252	ASTEI20_037283	AGAP007581
OG0001253	ASTEI20_045648	AGAP007023
OG0001254	ASTEI20_031419	AGAP002151
OG0001255	ASTEI20_038178, ASTEI20_038352	AGAP009781
OG0001256	ASTEI20_041385	AGAP004013
OG0001257	ASTEI20_044701	AGAP008222
OG0001258	ASTEI20_042582	AGAP028131
OG0001259	ASTEI20_034415	AGAP028002
OG0001260	ASTEI20_040339	AGAP009598
OG0001261	ASTEI20_031118	AGAP002798
OG0001261	ASTEI20_033138	AGAP002799
OG0001262	ASTEI20_043346	AGAP005245
OG0001263	ASTEI20_033024	AGAP003414
OG0001264	ASTEI20_039480, ASTEI20_039924	AGAP010563
OG0001265	ASTEI20_031100	AGAP029808
OG0001266	ASTEI20_044830	AGAP029113
OG0001267	ASTEI20_036119	AGAP009112
OG0001268	ASTEI20_037694	AGAP004883
OG0001269	ASTEI20_043574	AGAP008273
OG0001270	ASTEI20_041208	AGAP010313
OG0001271	ASTEI20_044512	AGAP010318, AGAP012525
OG0001272	ASTEI20_032452	AGAP007790
OG0001273	ASTEI20_042664, ASTEI20_033683	AGAP009946
OG0001274	ASTEI20_045270	AGAP013038, AGAP003771
OG0001275	ASTEI20_031688	AGAP001236
OG0001276	ASTEI20_044988	AGAP009974
OG0001277	ASTEI20_040166	AGAP008513
OG0001278	ASTEI20_031435	AGAP028510
OG0001279	ASTEI20_045175	AGAP029590
OG0001280	ASTEI20_030833, ASTEI20_039688	AGAP001768, AGAP013328
OG0001281	ASTEI20_031355	AGAP009164
OG0001282	ASTEI20_037170	AGAP012556
OG0001283	ASTEI20_038777	AGAP005145
OG0001283	ASTEI20_032878	AGAP005146
OG0001284	ASTEI20_037848	AGAP004645
OG0001285	ASTEI20_045902	AGAP029625
OG0001286	ASTEI20_046079	AGAP029672
OG0001286	ASTEI20_046017	AGAP029671
OG0001287	ASTEI20_045173	AGAP010848
OG0001288	ASTEI20_037853, ASTEI20_033120	AGAP003899
OG0001289	ASTEI20_033797	AGAP006527
OG0001290	ASTEI20_031637	AGAP006530
OG0001292	ASTEI20_038206, ASTEI20_045992	AGAP000514
OG0001293	ASTEI20_037544	AGAP029265
OG0001294	ASTEI20_039396	AGAP006931
OG0001295	ASTEI20_045894	AGAP001558
OG0001296	ASTEI20_041214	AGAP006962
OG0001297	ASTEI20_039168	AGAP002264
OG0001298	ASTEI20_032981	AGAP011458
OG0001299	ASTEI20_044797	AGAP028611
OG0001300	ASTEI20_035501	AGAP012561, AGAP003502
OG0001301	ASTEI20_030945	AGAP009825
OG0001301	ASTEI20_039379	AGAP009824
OG0001302	ASTEI20_031273	AGAP009997
OG0001303	ASTEI20_041016	AGAP006098
OG0001304	ASTEI20_038999	AGAP005124
OG0001305	ASTEI20_044825	AGAP002872
OG0001306	ASTEI20_043155	AGAP003629
OG0001307	ASTEI20_037477	AGAP010258
OG0001308	ASTEI20_031823	AGAP006676
OG0001309	ASTEI20_041047	AGAP003175
OG0001310	ASTEI20_032624	AGAP004592
OG0001311	ASTEI20_032457	AGAP000573
OG0001312	ASTEI20_037527	AGAP003409
OG0001313	ASTEI20_043313	AGAP000484
OG0001314	ASTEI20_035855	AGAP010355
OG0001315	ASTEI20_041233	AGAP007498
OG0001316	ASTEI20_041760	AGAP000488
OG0001317	ASTEI20_032953	AGAP013161
OG0001317	ASTEI20_039009	AGAP002377
OG0001318	ASTEI20_033878	AGAP003213
OG0001319	ASTEI20_036764	AGAP003765
OG0001321	ASTEI20_031728, ASTEI20_044505	AGAP005662
OG0001322	ASTEI20_038075	AGAP005203
OG0001323	ASTEI20_045377	AGAP001523
OG0001324	ASTEI20_043409	AGAP006611
OG0001325	ASTEI20_045463	AGAP000140
OG0001326	ASTEI20_031232	AGAP009000
OG0001327	ASTEI20_034219	AGAP000047
OG0001328	ASTEI20_041917	AGAP013409
OG0001329	ASTEI20_038893, ASTEI20_032602	AGAP002556
OG0001330	ASTEI20_031051	AGAP006143
OG0001331	ASTEI20_036204	AGAP000952
OG0001332	ASTEI20_038793	AGAP001296
OG0001333	ASTEI20_031383	AGAP029620
OG0001334	ASTEI20_041251	AGAP002649
OG0001335	ASTEI20_035142	AGAP005962
OG0001336	ASTEI20_037664	AGAP006027
OG0001336	ASTEI20_040121	AGAP006026
OG0001337	ASTEI20_031448	AGAP001446
OG0001338	ASTEI20_034924	AGAP001344
OG0001339	ASTEI20_037969	AGAP029545
OG0001340	ASTEI20_031806	AGAP009809
OG0001341	ASTEI20_033932	AGAP029189
OG0001342	ASTEI20_033836	AGAP029542
OG0001343	ASTEI20_035967	AGAP003939
OG0001344	ASTEI20_042158	AGAP003914
OG0001345	ASTEI20_039482	AGAP000639
OG0001346	ASTEI20_042704	AGAP029103
OG0001347	ASTEI20_041149	AGAP008317
OG0001348	ASTEI20_037819	AGAP008980
OG0001349	ASTEI20_039577	AGAP007452
OG0001350	ASTEI20_039856	AGAP002628
OG0001351	ASTEI20_045765	AGAP029976
OG0001352	ASTEI20_033173, ASTEI20_041673	AGAP002079
OG0001354	ASTEI20_045741, ASTEI20_033595	AGAP029236
OG0001355	ASTEI20_032490	AGAP008574
OG0001356	ASTEI20_042013	AGAP029474
OG0001357	ASTEI20_036470	AGAP029899
OG0001358	ASTEI20_034439	AGAP029503
OG0001359	ASTEI20_032014	AGAP029651
OG0001360	ASTEI20_045198	AGAP029538
OG0001362	ASTEI20_032543	AGAP009210
OG0001363	ASTEI20_032553	AGAP004982
OG0001364	ASTEI20_036955	AGAP000005
OG0001366	ASTEI20_045232	AGAP000095
OG0001369	ASTEI20_041363	AGAP010922
OG0001370	ASTEI20_046089	AGAP010655
OG0001371	ASTEI20_046176	AGAP009057
OG0001372	ASTEI20_039706	AGAP011097
OG0001373	ASTEI20_043710	AGAP000420
OG0001374	ASTEI20_041703	AGAP009638
OG0001375	ASTEI20_032879	AGAP006638
OG0001376	ASTEI20_045181	AGAP005143
OG0001377	ASTEI20_035538	AGAP011479
OG0001378	ASTEI20_040876	AGAP011349
OG0001379	ASTEI20_036252	AGAP003679
OG0001380	ASTEI20_035766, ASTEI20_043359	AGAP007719
OG0001381	ASTEI20_042971	AGAP004402
OG0001382	ASTEI20_037044	AGAP005931
OG0001383	ASTEI20_031395	AGAP002989
OG0001384	ASTEI20_045158	AGAP000915
OG0001385	ASTEI20_042174	AGAP000383
OG0001386	ASTEI20_037585	AGAP029546
OG0001387	ASTEI20_041117	AGAP004335
OG0001388	ASTEI20_033476	AGAP002879
OG0001389	ASTEI20_043859	AGAP008899
OG0001390	ASTEI20_033241	AGAP003943
OG0001391	ASTEI20_035284	AGAP000258
OG0001392	ASTEI20_032895	AGAP006721
OG0001393	ASTEI20_039933, ASTEI20_044313	AGAP008286
OG0001394	ASTEI20_044667	AGAP003965
OG0001395	ASTEI20_038627	AGAP028469
OG0001396	ASTEI20_045373	AGAP005096
OG0001397	ASTEI20_031646	AGAP029112
OG0001398	ASTEI20_032973	AGAP029897
OG0001399	ASTEI20_045622	AGAP003459
OG0001400	ASTEI20_032621	AGAP007543
OG0001401	ASTEI20_035719	AGAP028616
OG0001402	ASTEI20_038506, ASTEI20_035528, ASTEI20_035017	AGAP008202
OG0001403	ASTEI20_037368	AGAP011177
OG0001404	ASTEI20_036395	AGAP011534
OG0001405	ASTEI20_043820	AGAP029586
OG0001406	ASTEI20_046158	AGAP007076
OG0001408	ASTEI20_041103	AGAP002226
OG0001409	ASTEI20_041400	AGAP006235
OG0001410	ASTEI20_033841	AGAP029516
OG0001411	ASTEI20_040823	AGAP006923
OG0001412	ASTEI20_037936	AGAP012340
OG0001413	ASTEI20_032148	AGAP006436
OG0001414	ASTEI20_039471	AGAP029652
OG0001418	ASTEI20_035107	AGAP029849
OG0001426	ASTEI20_032183	AGAP000789
OG0001427	ASTEI20_031417, ASTEI20_031661	AGAP005337, AGAP005339
OG0001428	ASTEI20_041503	AGAP008714, AGAP011982
OG0001429	ASTEI20_036086	AGAP005791
OG0001429	ASTEI20_034538	AGAP005792
OG0001430	ASTEI20_034258	AGAP007319, AGAP007318, AGAP007320, AGAP007321
OG0001431	ASTEI20_042541	AGAP028009
OG0001432	ASTEI20_042338, ASTEI20_037915	AGAP008562, AGAP008561, AGAP028046, AGAP029079
OG0001433	ASTEI20_034233, ASTEI20_036715	AGAP013752
OG0001433	ASTEI20_038535, ASTEI20_031768	AGAP008138
OG0001434	ASTEI20_038414	AGAP008235, AGAP027988
OG0001444	ASTEI20_042232	AGAP006205
OG0001445	ASTEI20_033406	AGAP003257
OG0001446	ASTEI20_032195	AGAP013231, AGAP012662
OG0001447	ASTEI20_031721	AGAP002476
OG0001448	ASTEI20_038801	AGAP003202, AGAP003201
OG0001449	ASTEI20_034512	AGAP000569
OG0001450	ASTEI20_043043, ASTEI20_036182	AGAP005673
OG0001451	ASTEI20_039282	AGAP009639
OG0001452	ASTEI20_043753, ASTEI20_044958, ASTEI20_045059	AGAP003867
OG0001453	ASTEI20_038486	AGAP001789, AGAP012732
OG0001454	ASTEI20_038175	AGAP012391
OG0001455	ASTEI20_038399	AGAP008570
OG0001456	ASTEI20_038959	AGAP010422
OG0001458	ASTEI20_031141	AGAP009823
OG0001459	ASTEI20_044087	AGAP012012
OG0001460	ASTEI20_043716, ASTEI20_044681	AGAP010573
OG0001461	ASTEI20_032695	AGAP013536, AGAP003991, AGAP003990
OG0001462	ASTEI20_045706	AGAP001501
OG0001463	ASTEI20_045970	AGAP002494
OG0001464	ASTEI20_032028	AGAP005178
OG0001465	ASTEI20_033775	AGAP007839
OG0001466	ASTEI20_044705	AGAP008931
OG0001467	ASTEI20_041177	AGAP009075
OG0001468	ASTEI20_044862	AGAP009399, AGAP009400
OG0001469	ASTEI20_037210	AGAP001298
OG0001470	ASTEI20_036526	AGAP009137
OG0001471	ASTEI20_038534	AGAP005886
OG0001472	ASTEI20_043415	AGAP006169
OG0001473	ASTEI20_031636	AGAP010616, AGAP012469
OG0001474	ASTEI20_040481	AGAP010165
OG0001475	ASTEI20_041556	AGAP008879
OG0001476	ASTEI20_040476	AGAP009036
OG0001477	ASTEI20_045156	AGAP011553
OG0001478	ASTEI20_042072	AGAP007617
OG0001479	ASTEI20_046156	AGAP007609, AGAP007610
OG0001480	ASTEI20_035707, ASTEI20_040929	AGAP008063
OG0001481	ASTEI20_034821	AGAP006118
OG0001482	ASTEI20_033822	AGAP006117
OG0001483	ASTEI20_043132	AGAP005099
OG0001484	ASTEI20_039063	AGAP005311
OG0001486	ASTEI20_045803	AGAP006025
OG0001487	ASTEI20_038385	AGAP007061, AGAP007060
OG0001488	ASTEI20_040453	AGAP005059, AGAP012612, AGAP005060
OG0001489	ASTEI20_046000	AGAP009021
OG0001490	ASTEI20_035267	AGAP009140
OG0001491	ASTEI20_031902	AGAP011520
OG0001492	ASTEI20_037929	AGAP008035
OG0001493	ASTEI20_033590	AGAP013736
OG0001494	ASTEI20_037717, ASTEI20_037155	AGAP008062
OG0001495	ASTEI20_033067	AGAP000739
OG0001496	ASTEI20_044203, ASTEI20_042888	AGAP005654
OG0001497	ASTEI20_032188, ASTEI20_031884, ASTEI20_039158	AGAP005650
OG0001498	ASTEI20_040018	AGAP000120
OG0001499	ASTEI20_045306	AGAP029969
OG0001499	ASTEI20_042484	AGAP001031
OG0001500	ASTEI20_038292	AGAP001032
OG0001501	ASTEI20_033966	AGAP001416
OG0001502	ASTEI20_039855	AGAP009816
OG0001503	ASTEI20_041666	AGAP012744, AGAP003429
OG0001504	ASTEI20_044102	AGAP000780
OG0001505	ASTEI20_036662	AGAP001065
OG0001506	ASTEI20_041216	AGAP000022
OG0001507	ASTEI20_043640	AGAP011782
OG0001508	ASTEI20_043195	AGAP012316
OG0001509	ASTEI20_040645	AGAP008736
OG0001510	ASTEI20_046071, ASTEI20_044760	AGAP007705
OG0001511	ASTEI20_034944	AGAP011391, AGAP011389, AGAP011390
OG0001512	ASTEI20_042505	AGAP028519
OG0001513	ASTEI20_042373	AGAP029568
OG0001514	ASTEI20_032961	AGAP011985
OG0001515	ASTEI20_032453	AGAP000018
OG0001516	ASTEI20_040956	AGAP013158
OG0001517	ASTEI20_044673	AGAP005747
OG0001518	ASTEI20_032224	AGAP011357
OG0001519	ASTEI20_032370	AGAP001671
OG0001520	ASTEI20_042142	AGAP028569
OG0001521	ASTEI20_043996	AGAP003462
OG0001522	ASTEI20_041166	AGAP012802, AGAP004109
OG0001523	ASTEI20_039319	AGAP008143
OG0001524	ASTEI20_038637	AGAP001940
OG0001525	ASTEI20_040237	AGAP012364
OG0001526	ASTEI20_042600, ASTEI20_038239	AGAP029903
OG0001527	ASTEI20_032111	AGAP008846
OG0001528	ASTEI20_032608	AGAP008843
OG0001529	ASTEI20_044610	AGAP003572
OG0001530	ASTEI20_037525, ASTEI20_040690	AGAP000178
OG0001531	ASTEI20_038377	AGAP010855
OG0001532	ASTEI20_044665	AGAP001381
OG0001533	ASTEI20_038771	AGAP004395
OG0001534	ASTEI20_041581	AGAP010751
OG0001535	ASTEI20_037361	AGAP011293
OG0001536	ASTEI20_036452	AGAP011284
OG0001537	ASTEI20_036174	AGAP029469
OG0001538	ASTEI20_046094	AGAP003219
OG0001539	ASTEI20_038598	AGAP011172
OG0001540	ASTEI20_031999	AGAP012910, AGAP011045
OG0001541	ASTEI20_034930	AGAP001954
OG0001542	ASTEI20_044457	AGAP000108
OG0001543	ASTEI20_040231	AGAP000159
OG0001544	ASTEI20_045418, ASTEI20_038397	AGAP007981
OG0001545	ASTEI20_045019, ASTEI20_044263	AGAP013732
OG0001546	ASTEI20_045940, ASTEI20_035292	AGAP011655
OG0001547	ASTEI20_043265, ASTEI20_039105	AGAP010554
OG0001548	ASTEI20_041000, ASTEI20_035398, ASTEI20_035930	AGAP010553
OG0001549	ASTEI20_038170	AGAP012856, AGAP029379, AGAP013035
OG0001550	ASTEI20_031586	AGAP004720
OG0001551	ASTEI20_031517	AGAP009428
OG0001552	ASTEI20_037960	AGAP011535
OG0001553	ASTEI20_031337	AGAP005381
OG0001554	ASTEI20_041831	AGAP013495
OG0001555	ASTEI20_038997	AGAP010094, AGAP013723
OG0001556	ASTEI20_038092	AGAP008348
OG0001557	ASTEI20_043337, ASTEI20_034214	AGAP012694, AGAP002081
OG0001558	ASTEI20_034968, ASTEI20_044765	AGAP002082
OG0001559	ASTEI20_036676	AGAP010517
OG0001560	ASTEI20_034699	AGAP029443
OG0001561	ASTEI20_039849	AGAP010463
OG0001563	ASTEI20_035345	AGAP004649
OG0001564	ASTEI20_032669	AGAP007627
OG0001565	ASTEI20_035143	AGAP003672
OG0001566	ASTEI20_038150	AGAP006376
OG0001567	ASTEI20_043052	AGAP000204
OG0001568	ASTEI20_041179, ASTEI20_031271	AGAP007356
OG0001569	ASTEI20_032660	AGAP004329, AGAP004330
OG0001570	ASTEI20_033344	AGAP003717, AGAP003716
OG0001571	ASTEI20_030967	AGAP008706
OG0001572	ASTEI20_037744	AGAP000552
OG0001573	ASTEI20_037253	AGAP010676
OG0001574	ASTEI20_040548	AGAP001113
OG0001575	ASTEI20_037790	AGAP000894
OG0001576	ASTEI20_043512	AGAP000403
OG0001577	ASTEI20_039632	AGAP008647
OG0001578	ASTEI20_043994	AGAP004624
OG0001579	ASTEI20_035048	AGAP002558
OG0001580	ASTEI20_043521	AGAP003692
OG0001581	ASTEI20_042471, ASTEI20_041650	AGAP028434
OG0001582	ASTEI20_031452	AGAP004672
OG0001583	ASTEI20_041262, ASTEI20_039932	AGAP004695
OG0001584	ASTEI20_035912	AGAP012191
OG0001585	ASTEI20_044441	AGAP010380
OG0001586	ASTEI20_037119	AGAP003132
OG0001587	ASTEI20_042774	AGAP002891
OG0001588	ASTEI20_036765	AGAP002888
OG0001589	ASTEI20_037340	AGAP011508
OG0001590	ASTEI20_041576	AGAP008098
OG0001591	ASTEI20_036076	AGAP012357
OG0001592	ASTEI20_035700	AGAP010920, AGAP012418
OG0001593	ASTEI20_040618, ASTEI20_043827	AGAP001697
OG0001594	ASTEI20_042979, ASTEI20_031010	AGAP001699
OG0001595	ASTEI20_033584	AGAP003755
OG0001596	ASTEI20_034342, ASTEI20_039302	AGAP029185
OG0001597	ASTEI20_044865	AGAP011025
OG0001598	ASTEI20_038933	AGAP010985
OG0001599	ASTEI20_031179	AGAP011964
OG0001600	ASTEI20_031432	AGAP000242
OG0001601	ASTEI20_042412	AGAP012900, AGAP012577, AGAP010645
OG0001602	ASTEI20_043804	AGAP001471
OG0001603	ASTEI20_032821	AGAP009280
OG0001604	ASTEI20_038041	AGAP006039
OG0001605	ASTEI20_041888	AGAP005431
OG0001606	ASTEI20_032912	AGAP001217
OG0001607	ASTEI20_035159, ASTEI20_034709	AGAP011904
OG0001608	ASTEI20_034840, ASTEI20_044016, ASTEI20_033544	AGAP011907
OG0001609	ASTEI20_045180, ASTEI20_036423, ASTEI20_030959	AGAP011906
OG0001610	ASTEI20_044216	AGAP006344
OG0001611	ASTEI20_036341	AGAP005412
OG0001612	ASTEI20_035322	AGAP029645
OG0001613	ASTEI20_045820	AGAP011736
OG0001614	ASTEI20_036771, ASTEI20_031787	AGAP011659
OG0001615	ASTEI20_034149	AGAP002533
OG0001616	ASTEI20_044333	AGAP028108, AGAP028157
OG0001617	ASTEI20_031280	AGAP003410
OG0001618	ASTEI20_040544	AGAP002543
OG0001619	ASTEI20_039287	AGAP008666
OG0001620	ASTEI20_038003	AGAP008674
OG0001621	ASTEI20_038407	AGAP007871
OG0001622	ASTEI20_043214	AGAP011444, AGAP012608
OG0001623	ASTEI20_035190	AGAP002340
OG0001624	ASTEI20_032688	AGAP009183
OG0001625	ASTEI20_030847	AGAP001495
OG0001626	ASTEI20_044126	AGAP009053
OG0001627	ASTEI20_042318	AGAP002465
OG0001628	ASTEI20_031835	AGAP005810, AGAP005811
OG0001629	ASTEI20_043931	AGAP007480
OG0001630	ASTEI20_034772	AGAP000355
OG0001631	ASTEI20_032115, ASTEI20_045953	AGAP002392
OG0001632	ASTEI20_039039	AGAP005010
OG0001633	ASTEI20_035631	AGAP008771, AGAP012796
OG0001634	ASTEI20_044402	AGAP009506
OG0001635	ASTEI20_043048	AGAP013455
OG0001636	ASTEI20_034133	AGAP003739
OG0001637	ASTEI20_040201, ASTEI20_041719	AGAP008862
OG0001638	ASTEI20_031809	AGAP009549
OG0001639	ASTEI20_042777	AGAP009188
OG0001640	ASTEI20_038098	AGAP009284
