Orthogroup	AstephensiUCISS2018	AdirusWRAIR2
OG0000773	ASTEI20_043468	ADIR004802
OG0000773	ASTEI20_034825	ADIR004801
OG0000774	ASTEI20_043729	ADIR002089, ADIR002087
OG0000775	ASTEI20_041717	ADIR004194
OG0000776	ASTEI20_038588	ADIR002137
OG0000777	ASTEI20_031695	ADIR008628, ADIR008631, ADIR008629
OG0000778	ASTEI20_033706	ADIR006485
OG0000779	ASTEI20_031977	ADIR004267
OG0000779	ASTEI20_039029	ADIR004268, ADIR004269
OG0000786	ASTEI20_035440	ADIR005558
OG0000790	ASTEI20_045626, ASTEI20_044194, ASTEI20_038190	ADIR009707, ADIR011742, ADIR014780, ADIR009729, ADIR010826
OG0000791	ASTEI20_036932, ASTEI20_032898	ADIR002016
OG0000792	ASTEI20_036170	ADIR007199
OG0000792	ASTEI20_043418	ADIR007201
OG0000793	ASTEI20_035059	ADIR009740
OG0000793	ASTEI20_034468	ADIR009741
OG0000794	ASTEI20_041833	ADIR010270, ADIR010269
OG0000795	ASTEI20_033311, ASTEI20_040158, ASTEI20_031772	ADIR011735
OG0000799	ASTEI20_030862	ADIR009139
OG0000800	ASTEI20_035513	ADIR006580
OG0000801	ASTEI20_038774	ADIR010498
OG0000801	ASTEI20_032752	ADIR010497
OG0000802	ASTEI20_039903, ASTEI20_033998	ADIR000764
OG0000803	ASTEI20_032929	ADIR015524
OG0000803	ASTEI20_045546	ADIR015531
OG0000804	ASTEI20_040283	ADIR000727
OG0000805	ASTEI20_045323, ASTEI20_036191	ADIR007101
OG0000806	ASTEI20_046137	ADIR002166
OG0000808	ASTEI20_039245	ADIR010933, ADIR010932
OG0000809	ASTEI20_035445	ADIR016096
OG0000810	ASTEI20_039483	ADIR001431
OG0000811	ASTEI20_044563, ASTEI20_045076	ADIR004618
OG0000812	ASTEI20_034815	ADIR003249
OG0000813	ASTEI20_037179	ADIR000634, ADIR000633
OG0000814	ASTEI20_038002	ADIR009761
OG0000815	ASTEI20_032132	ADIR005227
OG0000816	ASTEI20_035781	ADIR005442
OG0000817	ASTEI20_035275, ASTEI20_041498	ADIR000841
OG0000818	ASTEI20_031764	ADIR005676
OG0000820	ASTEI20_033514	ADIR004370
OG0000821	ASTEI20_035913	ADIR001683, ADIR001351
OG0000822	ASTEI20_036898, ASTEI20_045287, ASTEI20_034381	ADIR010685
OG0000823	ASTEI20_037538	ADIR001927
OG0000825	ASTEI20_040682	ADIR010413
OG0000827	ASTEI20_034623	ADIR002292
OG0000828	ASTEI20_041164	ADIR000838
OG0000829	ASTEI20_030906	ADIR011677
OG0000830	ASTEI20_041246	ADIR010358
OG0000831	ASTEI20_041343	ADIR009274, ADIR009275
OG0000832	ASTEI20_031357	ADIR006400
OG0000832	ASTEI20_034075	ADIR006401
OG0000833	ASTEI20_037575	ADIR007368, ADIR008898
OG0000834	ASTEI20_034731	ADIR009694
OG0000835	ASTEI20_043704	ADIR015832, ADIR015833
OG0000837	ASTEI20_042660	ADIR008614
OG0000838	ASTEI20_031314	ADIR001536
OG0000839	ASTEI20_042058	ADIR004532
OG0000841	ASTEI20_043463, ASTEI20_036869	ADIR005969
OG0000842	ASTEI20_044864	ADIR015884
OG0000843	ASTEI20_039772	ADIR008436
OG0000844	ASTEI20_044178	ADIR016091, ADIR015731
OG0000845	ASTEI20_041161	ADIR014752
OG0000846	ASTEI20_043008	ADIR006677
OG0000847	ASTEI20_031099, ASTEI20_044161	ADIR000816
OG0000849	ASTEI20_042112	ADIR010544
OG0000850	ASTEI20_041948	ADIR011650, ADIR009781, ADIR009782, ADIR009779
OG0000852	ASTEI20_035599	ADIR010778
OG0000853	ASTEI20_040852	ADIR007834
OG0000854	ASTEI20_034595	ADIR003593, ADIR003592
OG0000855	ASTEI20_032493, ASTEI20_042132	ADIR001421
OG0000856	ASTEI20_036510, ASTEI20_041735	ADIR007310
OG0000857	ASTEI20_042730	ADIR006940
OG0000857	ASTEI20_040336	ADIR005462
OG0000858	ASTEI20_034712	ADIR003271
OG0000859	ASTEI20_037362	ADIR005731
OG0000860	ASTEI20_043892	ADIR001450
OG0000861	ASTEI20_041727, ASTEI20_038521	ADIR001941
OG0000862	ASTEI20_044800	ADIR003661
OG0000862	ASTEI20_033388	ADIR003681
OG0000863	ASTEI20_039681	ADIR007225
OG0000864	ASTEI20_040084	ADIR011041
OG0000865	ASTEI20_044183	ADIR001249
OG0000866	ASTEI20_036038	ADIR007832
OG0000867	ASTEI20_041802	ADIR010148
OG0000867	ASTEI20_036774	ADIR010147
OG0000868	ASTEI20_031032	ADIR008589
OG0000869	ASTEI20_043696	ADIR007455
OG0000870	ASTEI20_041721	ADIR003994
OG0000871	ASTEI20_032046	ADIR005011
OG0000871	ASTEI20_043245	ADIR005012
OG0000872	ASTEI20_035045	ADIR001374, ADIR007136
OG0000873	ASTEI20_037241	ADIR003777
OG0000874	ASTEI20_032447, ASTEI20_036343	ADIR000666
OG0000875	ASTEI20_031975	ADIR001440
OG0000876	ASTEI20_038171, ASTEI20_036250	ADIR008398
OG0000877	ASTEI20_040971, ASTEI20_037309	ADIR002909
OG0000878	ASTEI20_041893, ASTEI20_036003	ADIR001592
OG0000879	ASTEI20_043715	ADIR011249
OG0000881	ASTEI20_044067	ADIR004539
OG0000882	ASTEI20_039800	ADIR001720
OG0000883	ASTEI20_031209	ADIR007904
OG0000884	ASTEI20_040416	ADIR005703, ADIR005700
OG0000885	ASTEI20_046138	ADIR004569
OG0000886	ASTEI20_044506	ADIR007346
OG0000886	ASTEI20_037892	ADIR007342
OG0000887	ASTEI20_038548	ADIR008198
OG0000887	ASTEI20_045008	ADIR009856
OG0000888	ASTEI20_033933	ADIR009726
OG0000889	ASTEI20_045458	ADIR007599, ADIR007602, ADIR007600
OG0000890	ASTEI20_045313	ADIR006657, ADIR006660
OG0000891	ASTEI20_044959	ADIR006556
OG0000893	ASTEI20_039923	ADIR002643
OG0000894	ASTEI20_036594	ADIR008534
OG0000895	ASTEI20_042878	ADIR014136, ADIR001441
OG0000896	ASTEI20_034832	ADIR000581
OG0000897	ASTEI20_043474, ASTEI20_036984, ASTEI20_032916, ASTEI20_042579	ADIR011709
OG0000900	ASTEI20_039875	ADIR001006
OG0000901	ASTEI20_038514, ASTEI20_032584	ADIR000126
OG0000902	ASTEI20_033803	ADIR000784
OG0000902	ASTEI20_039735	ADIR008391
OG0000903	ASTEI20_032454, ASTEI20_032648	ADIR007935
OG0000904	ASTEI20_036389	ADIR015787
OG0000904	ASTEI20_039996	ADIR002454
OG0000906	ASTEI20_039052	ADIR003641
OG0000907	ASTEI20_030972, ASTEI20_043706	ADIR010374
OG0000908	ASTEI20_032103	ADIR005885
OG0000908	ASTEI20_036217	ADIR002967
OG0000909	ASTEI20_040014	ADIR008465, ADIR008464, ADIR008466
OG0000910	ASTEI20_038822	ADIR003521
OG0000911	ASTEI20_034906	ADIR001012
OG0000913	ASTEI20_038214	ADIR004443
OG0000917	ASTEI20_045941	ADIR005659
OG0000922	ASTEI20_037937, ASTEI20_032922	ADIR006764
OG0000925	ASTEI20_043507	ADIR001658
OG0000926	ASTEI20_044148	ADIR014973
OG0000926	ASTEI20_032857	ADIR016200
OG0000927	ASTEI20_045693	ADIR004380
OG0000929	ASTEI20_037284, ASTEI20_031478	ADIR010990, ADIR014948
OG0000930	ASTEI20_031652, ASTEI20_045886, ASTEI20_036903, ASTEI20_036663, ASTEI20_038391, ASTEI20_031207, ASTEI20_036631, ASTEI20_031178, ASTEI20_035600, ASTEI20_041325, ASTEI20_035909, ASTEI20_045912	ADIR011734
OG0000940	ASTEI20_034935	ADIR011030
OG0000941	ASTEI20_033136	ADIR002842
OG0000942	ASTEI20_044731	ADIR002814
OG0000943	ASTEI20_041590	ADIR015770
OG0000944	ASTEI20_031002, ASTEI20_035316	ADIR002711
OG0000944	ASTEI20_042818	ADIR002707
OG0000945	ASTEI20_030978	ADIR000867
OG0000946	ASTEI20_032242	ADIR011067, ADIR011068
OG0000947	ASTEI20_041716	ADIR005680
OG0000948	ASTEI20_034366, ASTEI20_036279	ADIR000744
OG0000949	ASTEI20_041438	ADIR011178
OG0000950	ASTEI20_035813	ADIR000636
OG0000951	ASTEI20_037697, ASTEI20_033085	ADIR007510
OG0000952	ASTEI20_036430	ADIR002704
OG0000953	ASTEI20_036115	ADIR001522
OG0000954	ASTEI20_044671	ADIR001308, ADIR001307
OG0000955	ASTEI20_040949	ADIR010464
OG0000956	ASTEI20_032161	ADIR007056
OG0000957	ASTEI20_034570	ADIR015908, ADIR015909
OG0000958	ASTEI20_041178	ADIR004809, ADIR003923, ADIR004810
OG0000959	ASTEI20_034877	ADIR005324, ADIR005326
OG0000960	ASTEI20_032481	ADIR008258, ADIR008256, ADIR010734
OG0000961	ASTEI20_039897, ASTEI20_043406	ADIR007697
OG0000962	ASTEI20_042867	ADIR008280
OG0000963	ASTEI20_042343	ADIR002688
OG0000964	ASTEI20_030858, ASTEI20_041502	ADIR000239
OG0000965	ASTEI20_038733	ADIR008783
OG0000967	ASTEI20_045321	ADIR015702
OG0000968	ASTEI20_031786, ASTEI20_038030	ADIR001057
OG0000969	ASTEI20_044721	ADIR009225
OG0000970	ASTEI20_043170	ADIR016117, ADIR002256, ADIR000903
OG0000972	ASTEI20_040349	ADIR006278
OG0000973	ASTEI20_044892	ADIR006725, ADIR006726
OG0000974	ASTEI20_037996, ASTEI20_037917	ADIR006144
OG0000975	ASTEI20_040912	ADIR007520
OG0000976	ASTEI20_038305	ADIR007778, ADIR007776
OG0000977	ASTEI20_040796	ADIR010731
OG0000978	ASTEI20_042079	ADIR008533
OG0000978	ASTEI20_041204	ADIR008532
OG0000979	ASTEI20_041890	ADIR011494
OG0000980	ASTEI20_033638	ADIR001163
OG0000982	ASTEI20_041497	ADIR000844
OG0000983	ASTEI20_043351	ADIR005364
OG0000984	ASTEI20_044204	ADIR007396, ADIR007394
OG0000986	ASTEI20_036620	ADIR005647
OG0000987	ASTEI20_040186	ADIR006032
OG0000988	ASTEI20_045087	ADIR005981
OG0000989	ASTEI20_040964, ASTEI20_037454	ADIR005738
OG0000990	ASTEI20_044951	ADIR006013
OG0000991	ASTEI20_032561	ADIR000231
OG0000992	ASTEI20_036956, ASTEI20_036478	ADIR007862
OG0000993	ASTEI20_039519	ADIR009921
OG0000993	ASTEI20_038765	ADIR009922
OG0000995	ASTEI20_035459	ADIR000369
OG0000996	ASTEI20_044157	ADIR005123
OG0000997	ASTEI20_039712	ADIR003631, ADIR003633
OG0000998	ASTEI20_038439	ADIR005445
OG0000999	ASTEI20_032079	ADIR001743, ADIR001742
OG0001000	ASTEI20_045504	ADIR002180
OG0001001	ASTEI20_036585	ADIR006808, ADIR006820
OG0001002	ASTEI20_034265	ADIR005976
OG0001003	ASTEI20_036096	ADIR014477
OG0001004	ASTEI20_042577, ASTEI20_035708	ADIR008236
OG0001005	ASTEI20_037489	ADIR000854
OG0001006	ASTEI20_043740	ADIR000927
OG0001007	ASTEI20_036987	ADIR014008
OG0001008	ASTEI20_032053	ADIR001703
OG0001009	ASTEI20_043443	ADIR000803
OG0001010	ASTEI20_044389	ADIR004598
OG0001011	ASTEI20_045764	ADIR006612
OG0001012	ASTEI20_037949, ASTEI20_041799, ASTEI20_034831, ASTEI20_045279	ADIR016071
OG0001013	ASTEI20_034929	ADIR004335
OG0001014	ASTEI20_034354	ADIR004702
OG0001015	ASTEI20_041127	ADIR008745
OG0001015	ASTEI20_039394	ADIR008743
OG0001016	ASTEI20_040727	ADIR008409
OG0001017	ASTEI20_040130	ADIR000881
OG0001018	ASTEI20_035014	ADIR001457
OG0001019	ASTEI20_031537	ADIR000054
OG0001020	ASTEI20_042447	ADIR007840
OG0001021	ASTEI20_044575	ADIR003123
OG0001022	ASTEI20_040004	ADIR003465
OG0001024	ASTEI20_037928	ADIR006784
OG0001025	ASTEI20_041827	ADIR002535
OG0001026	ASTEI20_032483	ADIR010760
OG0001027	ASTEI20_044527	ADIR001858
OG0001028	ASTEI20_034918	ADIR006619
OG0001029	ASTEI20_031132	ADIR000848
OG0001030	ASTEI20_043871	ADIR003731, ADIR003732, ADIR003730
OG0001031	ASTEI20_043066, ASTEI20_030931	ADIR000134
OG0001032	ASTEI20_041822	ADIR014167
OG0001033	ASTEI20_033764	ADIR000254
OG0001034	ASTEI20_043071	ADIR002817
OG0001036	ASTEI20_033259	ADIR006092
OG0001037	ASTEI20_037174, ASTEI20_045118	ADIR011043
OG0001038	ASTEI20_036062, ASTEI20_036166	ADIR002831, ADIR002830
OG0001039	ASTEI20_043152	ADIR015683
OG0001041	ASTEI20_037997	ADIR003293
OG0001042	ASTEI20_045209	ADIR009987
OG0001043	ASTEI20_034315	ADIR015783
OG0001043	ASTEI20_046090	ADIR015785
OG0001044	ASTEI20_031687	ADIR008101
OG0001045	ASTEI20_041546	ADIR001033
OG0001046	ASTEI20_041254	ADIR004445
OG0001047	ASTEI20_036049, ASTEI20_031951	ADIR010119
OG0001048	ASTEI20_032710	ADIR002284
OG0001049	ASTEI20_044919	ADIR011559, ADIR011555
OG0001050	ASTEI20_037230	ADIR003667
OG0001051	ASTEI20_034000	ADIR004862
OG0001052	ASTEI20_038574	ADIR000902
OG0001053	ASTEI20_033613	ADIR010223
OG0001054	ASTEI20_040565	ADIR000584
OG0001054	ASTEI20_034260	ADIR000583
OG0001055	ASTEI20_036501	ADIR001133
OG0001056	ASTEI20_031303	ADIR010392
OG0001057	ASTEI20_036077	ADIR003270
OG0001058	ASTEI20_035953	ADIR008480
OG0001059	ASTEI20_037629	ADIR003144
OG0001060	ASTEI20_035632, ASTEI20_030825	ADIR003285
OG0001061	ASTEI20_044823	ADIR006769, ADIR006771
OG0001062	ASTEI20_032371	ADIR011069
OG0001063	ASTEI20_042203	ADIR008490
OG0001064	ASTEI20_039353	ADIR007468
OG0001065	ASTEI20_039474	ADIR001053, ADIR001052
OG0001066	ASTEI20_036725	ADIR003489
OG0001067	ASTEI20_045488	ADIR015687
OG0001068	ASTEI20_036207	ADIR006585
OG0001069	ASTEI20_046052	ADIR005552, ADIR005553
OG0001070	ASTEI20_041079	ADIR005160
OG0001071	ASTEI20_035650	ADIR000099
OG0001072	ASTEI20_046181	ADIR010879, ADIR010878
OG0001073	ASTEI20_040311	ADIR000793, ADIR000792
OG0001074	ASTEI20_045114, ASTEI20_045774, ASTEI20_037135	ADIR003601
OG0001075	ASTEI20_038097	ADIR010243, ADIR010244
OG0001076	ASTEI20_035622	ADIR003009, ADIR003011
OG0001077	ASTEI20_034898	ADIR000549, ADIR000548
OG0001078	ASTEI20_033516	ADIR011504
OG0001079	ASTEI20_041084	ADIR001598
OG0001080	ASTEI20_031701	ADIR001755, ADIR001756
OG0001081	ASTEI20_043227, ASTEI20_044836	ADIR016110
OG0001082	ASTEI20_038405	ADIR001136
OG0001083	ASTEI20_031837	ADIR000313, ADIR000314
OG0001084	ASTEI20_034735	ADIR000465, ADIR000462
OG0001085	ASTEI20_035255	ADIR009755
OG0001086	ASTEI20_032661	ADIR007956, ADIR007958
OG0001087	ASTEI20_037071, ASTEI20_040078	ADIR011239
OG0001088	ASTEI20_045457	ADIR015811
OG0001088	ASTEI20_033963	ADIR015812
OG0001090	ASTEI20_034602	ADIR016112
OG0001091	ASTEI20_031436	ADIR011601, ADIR011603, ADIR011600
OG0001092	ASTEI20_034519	ADIR000886
OG0001094	ASTEI20_035834, ASTEI20_034269	ADIR003517
OG0001095	ASTEI20_032860	ADIR011363
OG0001096	ASTEI20_044127	ADIR001194
OG0001097	ASTEI20_033846	ADIR000619
OG0001098	ASTEI20_032972	ADIR011117
OG0001101	ASTEI20_034829	ADIR006978
OG0001102	ASTEI20_040761, ASTEI20_034711	ADIR007415
OG0001103	ASTEI20_034331	ADIR001516
OG0001104	ASTEI20_041682	ADIR003543, ADIR003544
OG0001105	ASTEI20_039566	ADIR003122, ADIR003125
OG0001106	ASTEI20_031793	ADIR008243
OG0001107	ASTEI20_035830	ADIR010275, ADIR010276
OG0001109	ASTEI20_040528	ADIR011046
OG0001110	ASTEI20_036552	ADIR011523
OG0001111	ASTEI20_044348	ADIR008652
OG0001112	ASTEI20_036444, ASTEI20_041485	ADIR000342
OG0001113	ASTEI20_031840	ADIR003816
OG0001115	ASTEI20_045551	ADIR008452
OG0001123	ASTEI20_042363	ADIR004214
OG0001127	ASTEI20_039966	ADIR001280
OG0001127	ASTEI20_034021	ADIR011325
OG0001128	ASTEI20_034729	ADIR007916
OG0001128	ASTEI20_039979, ASTEI20_039641, ASTEI20_036672	ADIR011731
OG0001129	ASTEI20_032033	ADIR009656, ADIR009658
OG0001130	ASTEI20_031647	ADIR015835
OG0001138	ASTEI20_043819	ADIR015796
OG0001140	ASTEI20_036602	ADIR008333
OG0001141	ASTEI20_040448	ADIR006642
OG0001142	ASTEI20_034324	ADIR000264
OG0001143	ASTEI20_043905	ADIR011585
OG0001144	ASTEI20_038739	ADIR011534
OG0001145	ASTEI20_043426	ADIR001204
OG0001146	ASTEI20_038617	ADIR001207
OG0001147	ASTEI20_044326, ASTEI20_036312	ADIR006905
OG0001148	ASTEI20_042033	ADIR002497
OG0001149	ASTEI20_034126	ADIR002811
OG0001150	ASTEI20_034115	ADIR002152
OG0001151	ASTEI20_045831	ADIR015610
OG0001152	ASTEI20_032962	ADIR005906
OG0001154	ASTEI20_044879	ADIR000110
OG0001155	ASTEI20_037761	ADIR001810
OG0001158	ASTEI20_030873	ADIR002748, ADIR002747
OG0001159	ASTEI20_041806, ASTEI20_033490	ADIR008574
OG0001160	ASTEI20_038639	ADIR004648
OG0001162	ASTEI20_039448	ADIR006106
OG0001163	ASTEI20_034387	ADIR000745
OG0001164	ASTEI20_045255	ADIR003852
OG0001166	ASTEI20_038551	ADIR000707
OG0001167	ASTEI20_032275	ADIR005033
OG0001168	ASTEI20_045785	ADIR000318
OG0001170	ASTEI20_043395, ASTEI20_040323	ADIR006896
OG0001171	ASTEI20_039876	ADIR003508, ADIR003509
OG0001172	ASTEI20_040091, ASTEI20_044472	ADIR007432
OG0001173	ASTEI20_034896	ADIR004781, ADIR011680
OG0001174	ASTEI20_038468	ADIR005525
OG0001174	ASTEI20_044048	ADIR005524
OG0001175	ASTEI20_040159	ADIR005520
OG0001176	ASTEI20_037117	ADIR010247
OG0001178	ASTEI20_032693	ADIR001310
OG0001179	ASTEI20_033884	ADIR004919
OG0001180	ASTEI20_035035	ADIR005893, ADIR005894
OG0001181	ASTEI20_031047	ADIR006427
OG0001182	ASTEI20_043923	ADIR010320, ADIR010319
OG0001183	ASTEI20_042369	ADIR002659, ADIR002660, ADIR002661
OG0001184	ASTEI20_043317	ADIR002272
OG0001185	ASTEI20_039486	ADIR002871, ADIR002875
OG0001186	ASTEI20_041013	ADIR003357
OG0001187	ASTEI20_037510	ADIR002116
OG0001188	ASTEI20_040907	ADIR008274
OG0001189	ASTEI20_032182, ASTEI20_036336	ADIR010372
OG0001190	ASTEI20_039244, ASTEI20_036889	ADIR001917, ADIR001916
OG0001191	ASTEI20_041595	ADIR002062
OG0001192	ASTEI20_038126, ASTEI20_033823	ADIR004747
OG0001193	ASTEI20_039615	ADIR007758
OG0001194	ASTEI20_034839, ASTEI20_039727	ADIR009502
OG0001195	ASTEI20_040722	ADIR002238, ADIR002237
OG0001196	ASTEI20_039060	ADIR000103
OG0001197	ASTEI20_043018	ADIR000509
OG0001198	ASTEI20_030970	ADIR015795
OG0001199	ASTEI20_041683	ADIR004125
OG0001200	ASTEI20_032316	ADIR009696
OG0001201	ASTEI20_041949, ASTEI20_045078, ASTEI20_036270	ADIR010998
OG0001202	ASTEI20_035931	ADIR006605
OG0001203	ASTEI20_035162	ADIR000901
OG0001204	ASTEI20_035671	ADIR006600
OG0001205	ASTEI20_040926	ADIR005943, ADIR002650
OG0001206	ASTEI20_036701	ADIR008419, ADIR008421
OG0001207	ASTEI20_033357	ADIR006729
OG0001208	ASTEI20_035106	ADIR005244
OG0001209	ASTEI20_031594	ADIR006489, ADIR006490, ADIR006491
OG0001210	ASTEI20_035556	ADIR010857
OG0001211	ASTEI20_040238, ASTEI20_039987	ADIR000362
OG0001212	ASTEI20_041598	ADIR007240
OG0001213	ASTEI20_043541, ASTEI20_036617	ADIR006921
OG0001214	ASTEI20_042489	ADIR002594
OG0001215	ASTEI20_041685	ADIR011161
OG0001218	ASTEI20_034852	ADIR009094
OG0001219	ASTEI20_035173	ADIR003648, ADIR003646, ADIR003650
OG0001220	ASTEI20_036333	ADIR007441, ADIR007442
OG0001221	ASTEI20_035973	ADIR009191
OG0001222	ASTEI20_035938	ADIR000761
OG0001223	ASTEI20_040140	ADIR009783
OG0001224	ASTEI20_032086	ADIR011191, ADIR011190
OG0001225	ASTEI20_039472	ADIR001304, ADIR001305
OG0001226	ASTEI20_041077	ADIR005203, ADIR005204
OG0001227	ASTEI20_040805	ADIR003525, ADIR003526
OG0001228	ASTEI20_044020	ADIR015807
OG0001229	ASTEI20_033440	ADIR007542
OG0001230	ASTEI20_037753	ADIR005993
OG0001231	ASTEI20_035857	ADIR005270
OG0001232	ASTEI20_034063	ADIR010389
OG0001234	ASTEI20_045679, ASTEI20_045030	ADIR002742
OG0001235	ASTEI20_043063	ADIR005830
OG0001236	ASTEI20_038843	ADIR005344
OG0001237	ASTEI20_039747	ADIR006202
OG0001237	ASTEI20_042138	ADIR005912
OG0001239	ASTEI20_041060	ADIR000930
OG0001240	ASTEI20_044077	ADIR006197
OG0001241	ASTEI20_045999	ADIR000616
OG0001242	ASTEI20_044309	ADIR011466
OG0001243	ASTEI20_041872	ADIR006747
OG0001244	ASTEI20_041786	ADIR000432
OG0001245	ASTEI20_033276	ADIR009021, ADIR001530
OG0001246	ASTEI20_034564	ADIR001004
OG0001247	ASTEI20_040370	ADIR002558
OG0001248	ASTEI20_038974	ADIR005794
OG0001249	ASTEI20_044243	ADIR002698
OG0001251	ASTEI20_036781	ADIR004493
OG0001252	ASTEI20_037283	ADIR015902
OG0001253	ASTEI20_045648	ADIR001985
OG0001254	ASTEI20_031419	ADIR005793
OG0001255	ASTEI20_038178, ASTEI20_038352	ADIR005120
OG0001256	ASTEI20_041385	ADIR015837
OG0001257	ASTEI20_044701	ADIR006368
OG0001258	ASTEI20_042582	ADIR004676
OG0001259	ASTEI20_034415	ADIR006801
OG0001260	ASTEI20_040339	ADIR011473
OG0001261	ASTEI20_031118	ADIR016175
OG0001261	ASTEI20_033138	ADIR016176
OG0001262	ASTEI20_043346	ADIR004654, ADIR004656
OG0001263	ASTEI20_033024	ADIR008279
OG0001264	ASTEI20_039480, ASTEI20_039924	ADIR000387
OG0001265	ASTEI20_031100	ADIR000962, ADIR000961
OG0001266	ASTEI20_044830	ADIR009136, ADIR009134
OG0001267	ASTEI20_036119	ADIR006201
OG0001268	ASTEI20_037694, ASTEI20_034761	ADIR009228
OG0001269	ASTEI20_043574	ADIR000599
OG0001270	ASTEI20_041208	ADIR009344
OG0001271	ASTEI20_044512	ADIR009457
OG0001272	ASTEI20_032452	ADIR000718
OG0001273	ASTEI20_042664, ASTEI20_033683	ADIR004790
OG0001274	ASTEI20_045270	ADIR015820, ADIR005661, ADIR015821
OG0001275	ASTEI20_031688	ADIR009992
OG0001276	ASTEI20_044988	ADIR009422
OG0001277	ASTEI20_040166	ADIR004861
OG0001278	ASTEI20_031435	ADIR010763
OG0001279	ASTEI20_045175	ADIR004377, ADIR004376
OG0001280	ASTEI20_030833, ASTEI20_039688	ADIR003425
OG0001281	ASTEI20_031355	ADIR006258
OG0001282	ASTEI20_037170	ADIR002958
OG0001283	ASTEI20_038777, ASTEI20_032878	ADIR003842
OG0001284	ASTEI20_037848	ADIR005884
OG0001285	ASTEI20_045902	ADIR000345, ADIR000346
OG0001286	ASTEI20_046079, ASTEI20_046017	ADIR001192
OG0001287	ASTEI20_045173	ADIR002063
OG0001288	ASTEI20_037853, ASTEI20_033120	ADIR003383
OG0001289	ASTEI20_033797	ADIR007589
OG0001289	ASTEI20_044446	ADIR014647
OG0001290	ASTEI20_031637	ADIR007586
OG0001292	ASTEI20_038206	ADIR011551
OG0001292	ASTEI20_045992	ADIR009838
OG0001293	ASTEI20_037544	ADIR000490
OG0001294	ASTEI20_039396	ADIR004242
OG0001295	ASTEI20_045894	ADIR003026, ADIR003028
OG0001296	ASTEI20_041214	ADIR004212
OG0001297	ASTEI20_039168	ADIR005574, ADIR005573
OG0001298	ASTEI20_032981	ADIR015709
OG0001299	ASTEI20_044797	ADIR003095
OG0001300	ASTEI20_035501	ADIR008350
OG0001301	ASTEI20_039379	ADIR005164
OG0001302	ASTEI20_031273	ADIR009403
OG0001303	ASTEI20_041016	ADIR008748
OG0001304	ASTEI20_038999	ADIR003782
OG0001305	ASTEI20_044825	ADIR003454
OG0001306	ASTEI20_043155	ADIR003199
OG0001307	ASTEI20_037477	ADIR004071
OG0001308	ASTEI20_031823	ADIR016032
OG0001309	ASTEI20_041047	ADIR006498
OG0001310	ASTEI20_032624	ADIR009044
OG0001311	ASTEI20_032457	ADIR011676
OG0001312	ASTEI20_037527	ADIR008275
OG0001313	ASTEI20_043313	ADIR001372, ADIR001371
OG0001314	ASTEI20_035855	ADIR009747
OG0001315	ASTEI20_041233	ADIR007216
OG0001316	ASTEI20_041760	ADIR001369, ADIR001368
OG0001317	ASTEI20_032953, ASTEI20_039009	ADIR004548
OG0001318	ASTEI20_033878	ADIR002833
OG0001319	ASTEI20_036764	ADIR015823, ADIR015822
OG0001321	ASTEI20_031728, ASTEI20_044505	ADIR006904
OG0001322	ASTEI20_038075	ADIR001575
OG0001323	ASTEI20_045377	ADIR009875
OG0001324	ASTEI20_043409	ADIR007367
OG0001326	ASTEI20_031232	ADIR005047
OG0001327	ASTEI20_034219	ADIR001059
OG0001328	ASTEI20_041917	ADIR000872
OG0001329	ASTEI20_038893, ASTEI20_032602	ADIR010308
OG0001330	ASTEI20_031051	ADIR007926
OG0001331	ASTEI20_036204	ADIR011287, ADIR001183
OG0001332	ASTEI20_038793	ADIR009946
OG0001333	ASTEI20_031383	ADIR011582
OG0001334	ASTEI20_041251	ADIR010200
OG0001335	ASTEI20_035142	ADIR007490, ADIR007491
OG0001336	ASTEI20_037664, ASTEI20_040121	ADIR016049
OG0001337	ASTEI20_031448	ADIR010548
OG0001338	ASTEI20_034924	ADIR010558
OG0001339	ASTEI20_037969	ADIR005797, ADIR005796
OG0001340	ASTEI20_031806	ADIR005153, ADIR005154
OG0001341	ASTEI20_033932	ADIR002165
OG0001342	ASTEI20_033836	ADIR006323
OG0001343	ASTEI20_035967	ADIR003351
OG0001344	ASTEI20_042158	ADIR003373, ADIR003371
OG0001345	ASTEI20_039482	ADIR001284, ADIR001285
OG0001346	ASTEI20_042704	ADIR006565
OG0001347	ASTEI20_041149	ADIR011075, ADIR011074
OG0001348	ASTEI20_037819	ADIR005030
OG0001349	ASTEI20_039577	ADIR016144
OG0001350	ASTEI20_039856	ADIR010229
OG0001351	ASTEI20_045765	ADIR003495
OG0001352	ASTEI20_033173, ASTEI20_041673	ADIR003016
OG0001354	ASTEI20_045741, ASTEI20_033595	ADIR016147
OG0001355	ASTEI20_032490	ADIR010899, ADIR010898
OG0001356	ASTEI20_042013	ADIR006346
OG0001357	ASTEI20_036470	ADIR009624, ADIR009623
OG0001358	ASTEI20_034439	ADIR009659, ADIR009661
OG0001359	ASTEI20_032014	ADIR011566, ADIR011567
OG0001360	ASTEI20_045198	ADIR004367, ADIR004371
OG0001362	ASTEI20_032543	ADIR006294
OG0001363	ASTEI20_032553	ADIR001627
OG0001364	ASTEI20_036955	ADIR011701
OG0001366	ASTEI20_045232	ADIR001036
OG0001369	ASTEI20_041363	ADIR005632
OG0001370	ASTEI20_046089	ADIR000329
