Orthogroup	Aalbopictus_AalbF5	AaegyptiLVP_AGWG
OG0000865	LOC109412170	AAEL012239
OG0000866	LOC109430912	AAEL012916
OG0000867	LOC109406888	AAEL012998
OG0000868	LOC109430789	AAEL013445
OG0000869	LOC109399160	AAEL013517
OG0000870	LOC109422027	AAEL013887
OG0000871	LOC109409278	AAEL013936
OG0000872	LOC109415590	AAEL014039
OG0000873	LOC115259327, LOC109407944	AAEL014292
OG0000874	LOC115258615, LOC109414353	AAEL014343
OG0000875	LOC109397203	AAEL014729
OG0000876	LOC115259484	AAEL014762
OG0000877	LOC109623040	AAEL014945
OG0000878	LOC109416487	AAEL014958
OG0000879	LOC134287710, LOC109419955	AAEL017101
OG0000880	LOC115257986	AAEL017270
OG0000880	LOC109412548	AAEL017547
OG0000880	LOC109412559	AAEL023894
OG0000881	LOC109432399, LOC115269272	AAEL018139
OG0000882	LOC109428958, LOC134284482	AAEL018248
OG0000883	LOC109410282	AAEL021437, AAEL019432
OG0000884	LOC134292001, LOC109402124	AAEL019475
OG0000885	LOC109403870	AAEL019525
OG0000886	LOC115253623	AAEL019538
OG0000887	LOC109429899	AAEL019578
OG0000888	LOC109411294	AAEL019596
OG0000889	LOC109424340	AAEL019726
OG0000890	LOC109417328, LOC109623185	AAEL019844
OG0000891	LOC109429101	AAEL019878
OG0000892	LOC109431829, LOC109423289	AAEL024768
OG0000892	LOC115256636, LOC115262123, LOC115261199	AAEL021399, AAEL022780, AAEL023832
OG0000892	LOC109416446	AAEL028184
OG0000892	LOC115257760, LOC115257758	AAEL019886
OG0000893	LOC109419193	AAEL019973
OG0000893	LOC115253707	AAEL019974
OG0000894	LOC109420563	AAEL019989
OG0000895	LOC134284748	AAEL025763
OG0000895	LOC109397194	AAEL019997
OG0000896	LOC115254967	AAEL020008
OG0000897	LOC109407883	AAEL021294, AAEL020288, AAEL022360, AAEL020388
OG0000898	LOC134285828, LOC115262133, LOC115268714, LOC115255929, LOC115268173	AAEL020392
OG0000898	LOC134290317, LOC115265163	AAEL027229
OG0000899	LOC115255032, LOC134289930	AAEL025902
OG0000899	LOC134286436, LOC115260524, LOC115256720, LOC109400169	AAEL020814, AAEL025706, AAEL024443
OG0000900	LOC109433641	AAEL020941
OG0000901	LOC109408340	AAEL021209
OG0000902	LOC109405106	AAEL021736
OG0000903	LOC109399718	AAEL027405
OG0000903	LOC115265699	AAEL022409
OG0000904	LOC109398927	AAEL022566
OG0000905	LOC134286631	AAEL022630
OG0000906	LOC109426344	AAEL023434
OG0000907	LOC109412455, LOC134285459	AAEL023595, AAEL027839, AAEL027013
OG0000908	LOC115264234	AAEL025140
OG0000909	LOC115271075, LOC134283980	AAEL025937
OG0000909	LOC115271061	AAEL026627
OG0000910	LOC109398826	AAEL026147
OG0000911	LOC109415236	AAEL026758
OG0000940	LOC109420679	AAEL000324
OG0000941	LOC109427263	AAEL026240, AAEL000427
OG0000942	LOC109433416	AAEL017467
OG0000942	LOC115257322	AAEL000507, AAEL000496
OG0000943	LOC109420299	AAEL000781
OG0000943	LOC109416793	AAEL005040
OG0000944	LOC109399785	AAEL001227
OG0000945	LOC109403566	AAEL001448
OG0000946	LOC109401384, LOC134287951	AAEL001483
OG0000947	LOC109431530	AAEL001514
OG0000947	LOC115257508	AAEL002623
OG0000948	LOC109419064	AAEL001646
OG0000949	LOC109402335	AAEL027778, AAEL001710
OG0000950	LOC109421235	AAEL002185
OG0000950	LOC115265524	AAEL023215
OG0000951	LOC115261050	AAEL002269
OG0000952	LOC109432985	AAEL002435
OG0000953	LOC109398420	AAEL002531
OG0000953	LOC109409416	AAEL002514
OG0000954	LOC109398396, LOC115260031	AAEL002518
OG0000955	LOC109419793, LOC109425332	AAEL002574
OG0000955	LOC109419787, LOC115259537	AAEL002555
OG0000956	LOC109401226, LOC109621887	AAEL002721
OG0000957	LOC115267122, LOC109410200	AAEL002731
OG0000958	LOC109416544	AAEL002924
OG0000959	LOC109419225	AAEL002998, AAEL022096
OG0000960	LOC109419243	AAEL003014
OG0000961	LOC109414235	AAEL003056
OG0000962	LOC109430338, LOC134286626	AAEL003206
OG0000963	LOC109399713	AAEL024398, AAEL003373
OG0000964	LOC109399631	AAEL003424
OG0000965	LOC115270143	AAEL011715
OG0000965	LOC134285661	AAEL003756
OG0000966	LOC109422321	AAEL003961
OG0000966	LOC109422323	AAEL003959
OG0000967	LOC109406478	AAEL004021
OG0000968	LOC109431125	AAEL004167
OG0000969	LOC134285741, LOC115260841, LOC115261960, LOC134288856	AAEL025999
OG0000969	LOC109416926	AAEL004175
OG0000970	LOC134284886, LOC134284891	AAEL004397
OG0000971	LOC109397522	AAEL004512
OG0000971	LOC115258564	AAEL004519
OG0000971	LOC109429836	AAEL006603
OG0000971	LOC109415743	AAEL023280
OG0000971	LOC109416970	AAEL019644
OG0000971	LOC109416972	AAEL019645
OG0000972	LOC109428891	AAEL010716
OG0000972	LOC109397524, LOC115258581	AAEL004523
OG0000973	LOC134283973	AAEL004572
OG0000974	LOC109429695	AAEL005017
OG0000975	LOC109420491, LOC109402579, LOC109402586	AAEL005079, AAEL005073, AAEL023627, AAEL012510
OG0000976	LOC109409684	AAEL005174
OG0000977	LOC109419129	AAEL005356
OG0000978	LOC115255109	AAEL005368
OG0000979	LOC109408318	AAEL024751, AAEL005386
OG0000980	LOC109431120	AAEL005522
OG0000981	LOC109399339, LOC115268984, LOC109433343, LOC109399341, LOC109399329, LOC109399333, LOC109433394, LOC109433346, LOC109399335, LOC109399330, LOC115266474, LOC109433382	AAEL005710, AAEL020038
OG0000982	LOC134285200	AAEL005773
OG0000983	LOC115257625	AAEL005792
OG0000983	LOC109430290	AAEL019781
OG0000984	LOC109621675	AAEL005972
OG0000985	LOC109402823, LOC115271096	AAEL005997, AAEL025330
OG0000986	LOC109405691	AAEL006467
OG0000986	LOC109399915	AAEL006471
OG0000986	LOC109405647	AAEL006458
OG0000987	LOC109411688	AAEL006526
OG0000987	LOC109404615	AAEL006535
OG0000988	LOC109398322	AAEL006617
OG0000988	LOC109398331, LOC109398282	AAEL006630
OG0000989	LOC109418806	AAEL006776
OG0000990	LOC109420732	AAEL006930
OG0000990	LOC109411712	AAEL007696
OG0000991	LOC109623333	AAEL007057
OG0000991	LOC109424680	AAEL007926
OG0000992	LOC109431737	AAEL007109
OG0000992	LOC109424145	AAEL015527
OG0000993	LOC115261560	AAEL007281
OG0000994	LOC109413053	AAEL007407
OG0000995	LOC109397902	AAEL007469
OG0000996	LOC109407247	AAEL007544
OG0000997	LOC115254240	AAEL007631
OG0000998	LOC109403247, LOC109425394	AAEL007692, AAEL020254, AAEL024197, AAEL019534
OG0000999	LOC115267533	AAEL007794
OG0001000	LOC109410626	AAEL024196, AAEL007880
OG0001001	LOC109410638, LOC109433503	AAEL007882
OG0001002	LOC109420451	AAEL007903
OG0001002	LOC109411748	AAEL007911
OG0001003	LOC115255731	AAEL008097
OG0001003	LOC109401885	AAEL013628, AAEL013623
OG0001004	LOC109431947	AAEL008220
OG0001005	LOC109402076	AAEL008341
OG0001006	LOC109427352	AAEL008350
OG0001006	LOC109427351	AAEL008346, AAEL023131
OG0001007	LOC109398853	AAEL008658
OG0001008	LOC109424249	AAEL008779
OG0001008	LOC109431053	AAEL021957, AAEL014231
OG0001009	LOC109427406, LOC109410125	AAEL022297, AAEL008963
OG0001010	LOC109428446	AAEL009017
OG0001011	LOC109425486, LOC109399007	AAEL009114
OG0001012	LOC109421550	AAEL009120
OG0001013	LOC109405326, LOC134284674	AAEL009150
OG0001014	LOC109403563	AAEL009160
OG0001015	LOC109426817	AAEL009182
OG0001016	LOC109423112	AAEL009449
OG0001016	LOC109419080	AAEL013018
OG0001017	LOC109406871, LOC134284967	AAEL009473
OG0001018	LOC109432961	AAEL009475
OG0001019	LOC109431255	AAEL009537
OG0001020	LOC109422119	AAEL009772
OG0001021	LOC109419157	AAEL017022
OG0001021	LOC109427981	AAEL009852
OG0001022	LOC134287968	AAEL015139
OG0001022	LOC134287970	AAEL009956
OG0001023	LOC115270215	AAEL010094
OG0001024	LOC115255616	AAEL010139
OG0001024	LOC115256844	AAEL020990, AAEL024387
OG0001025	LOC109422710	AAEL027157, AAEL010166
OG0001026	LOC109407505	AAEL010318, AAEL027737
OG0001027	LOC115262720	AAEL019901
OG0001028	LOC109398974	AAEL021538
OG0001028	LOC115258403	AAEL010924
OG0001029	LOC115256872, LOC109422006	AAEL011019
OG0001030	LOC109422466	AAEL011211
OG0001031	LOC109410546	AAEL011333
OG0001032	LOC109426306	AAEL011406
OG0001032	LOC109411963	AAEL014944
OG0001033	LOC109424634	AAEL011543
OG0001034	LOC109405749	AAEL011815
OG0001035	LOC109430115	AAEL016975
OG0001035	LOC115266823	AAEL011889
OG0001035	LOC109430134	AAEL011891
OG0001036	LOC115254170	AAEL011898
OG0001037	LOC109409116	AAEL012057
OG0001038	LOC109402168	AAEL012095
OG0001039	LOC109419299	AAEL012206
OG0001040	LOC134288764	AAEL012262
OG0001041	LOC134287945	AAEL012342
OG0001041	LOC109398433	AAEL015326
OG0001042	LOC109406257	AAEL012351
OG0001043	LOC109430472	AAEL025613, AAEL012417
OG0001044	LOC109426969	AAEL012538
OG0001044	LOC109430475	AAEL012763
OG0001045	LOC109416816, LOC109398231	AAEL012740
OG0001046	LOC109412738	AAEL012859, AAEL012864
OG0001047	LOC109419295	AAEL012886
OG0001048	LOC109424711, LOC134291622	AAEL013052
OG0001049	LOC109401184	AAEL013102
OG0001050	LOC109431503	AAEL013109
OG0001050	LOC109431497	AAEL013111
OG0001051	LOC134285936, LOC109417138, LOC115258522, LOC109417139, LOC115258481	AAEL013365
OG0001052	LOC109402125, LOC109426304	AAEL017129, AAEL016981
OG0001052	LOC109414782	AAEL013507
OG0001053	LOC134289431	AAEL013961
OG0001054	LOC109431822	AAEL014102
OG0001055	LOC134284918, LOC109397852	AAEL014702
OG0001056	LOC109424859	AAEL015064
OG0001057	LOC115267651	AAEL019768
OG0001057	LOC109430321	AAEL015637, AAEL019767
OG0001058	LOC109413676	AAEL024802, AAEL018061
OG0001058	LOC109413675	AAEL017349, AAEL026215
OG0001059	LOC109397930, LOC109397925	AAEL024164
OG0001059	LOC109622058	AAEL017458
OG0001060	LOC109423623	AAEL017508
OG0001061	LOC134286357, LOC109411791	AAEL018154
OG0001062	LOC109432868	AAEL018240
OG0001063	LOC109427199	AAEL018294
OG0001064	LOC109406424	AAEL018326
OG0001065	LOC109415434	AAEL019424
OG0001066	LOC134285574	AAEL019433
OG0001067	LOC109398937	AAEL019479
OG0001068	LOC109415536	AAEL019499
OG0001069	LOC115269359	AAEL019505
OG0001070	LOC109419096	AAEL019541
OG0001071	LOC109621286, LOC109415957	AAEL019556
OG0001072	LOC134288767	AAEL019652
OG0001073	LOC109428467	AAEL019733, AAEL027627
OG0001074	LOC109397885	AAEL019735
OG0001075	LOC134291882, LOC109622353, LOC109405982	AAEL019758
OG0001076	LOC109431918	AAEL019765
OG0001077	LOC109424682, LOC134284300	AAEL019801
OG0001078	LOC109420654	AAEL019833
OG0001079	LOC109415153	AAEL019846
OG0001080	LOC109405099	AAEL019851
OG0001081	LOC109404941	AAEL019863
OG0001081	LOC134286822	AAEL026810
OG0001082	LOC109406965	AAEL026588, AAEL019900
OG0001083	LOC109409390	AAEL019907
OG0001084	LOC115266894	AAEL019913, AAEL019912
OG0001085	LOC109422303	AAEL019937
OG0001085	LOC109424401	AAEL019938
OG0001086	LOC109414826	AAEL019939
OG0001087	LOC109420026	AAEL022726
OG0001089	LOC109422600, LOC115257342, LOC115260987, LOC109401078, LOC134290065, LOC115268026, LOC115261900, LOC109425487, LOC134285830, LOC134291583, LOC115260576	AAEL020142, AAEL026358, AAEL025615
OG0001090	LOC109422192	AAEL020559
OG0001091	LOC109401617	AAEL020586
OG0001092	LOC134285075, LOC109409419	AAEL021335, AAEL027155, AAEL024693
OG0001093	LOC134285054, LOC134287357, LOC134291674, LOC134288150, LOC134291185, LOC134285990, LOC134284048, LOC134290084, LOC134286176, LOC134285839, LOC134287544, LOC134284129, LOC134284963	AAEL021657
OG0001095	LOC115254947	AAEL022262
OG0001096	LOC115260715	AAEL022548
OG0001096	LOC115267137	AAEL022931
OG0001097	LOC109409190	AAEL022895, AAEL025283, AAEL027544
OG0001098	LOC109419910, LOC134287707	AAEL023100
OG0001099	LOC109400772, LOC109421473, LOC115258782, LOC134287043, LOC115256029, LOC134287752, LOC134291331, LOC109400027, LOC134285318, LOC134285317, LOC109422840, LOC134285960, LOC109408716	AAEL023698
OG0001100	LOC109423590, LOC109402455	AAEL023718
OG0001101	LOC109410008	AAEL024796, AAEL027832, AAEL027728, AAEL023898
OG0001102	LOC109403065	AAEL024145
OG0001103	LOC109427539	AAEL024441
OG0001104	LOC109405980, LOC115260266	AAEL024560
OG0001105	LOC109405833	AAEL024627
OG0001106	LOC109400621	AAEL024632
OG0001107	LOC109433280	AAEL024641
OG0001108	LOC115254900, LOC109409652, LOC134291276, LOC134284911, LOC134290489, LOC134290427, LOC134285422, LOC134290277, LOC134290662, LOC134285208, LOC109416656, LOC134291445, LOC134288888	AAEL025162
OG0001109	LOC109432525	AAEL025245
OG0001110	LOC134286761, LOC109403813	AAEL025903
OG0001111	LOC109431650	AAEL025977
OG0001112	LOC109422256	AAEL026409
OG0001113	LOC109415821	AAEL026479
OG0001114	LOC134284397, LOC134286609, LOC134290736	AAEL026891
OG0001115	LOC109404189	AAEL027099
OG0001138	LOC109420901	AAEL023987
OG0001138	LOC109425977	AAEL000108
OG0001139	LOC109413847	AAEL000117
OG0001139	LOC109408072	AAEL000151
OG0001140	LOC109400141	AAEL000127
OG0001140	LOC109400144	AAEL017443
OG0001141	LOC109400108	AAEL000140
OG0001141	LOC115254309, LOC109400127	AAEL023842, AAEL003176
OG0001142	LOC109430404	AAEL000143
OG0001143	LOC109405767	AAEL000203
OG0001144	LOC115254213, LOC109417979	AAEL013852
OG0001144	LOC109398203	AAEL000226
OG0001145	LOC109424932	AAEL000242
OG0001146	LOC109424953, LOC115256337	AAEL000244
OG0001147	LOC134288547, LOC109416473	AAEL000293
OG0001148	LOC109401796	AAEL000484
OG0001148	LOC115257064	AAEL013718
OG0001149	LOC109433434	AAEL000498
OG0001150	LOC115267983	AAEL000528
OG0001151	LOC109415097, LOC109408543	AAEL004503, AAEL020737, AAEL000529, AAEL023769
OG0001152	LOC109429914	AAEL000682
OG0001153	LOC109408999	AAEL000800
OG0001153	LOC109426467	AAEL000842
OG0001154	LOC115253958	AAEL000824
OG0001155	LOC109408988	AAEL000845
OG0001156	LOC109396997, LOC115268263, LOC109432232, LOC109397010	AAEL029005, AAEL000878
OG0001157	LOC109396993	AAEL000898
OG0001157	LOC109397000	AAEL000905
OG0001157	LOC109397051	AAEL021128
OG0001157	LOC109397020	AAEL000889
OG0001158	LOC109411232	AAEL001148
OG0001159	LOC109406167	AAEL001168
OG0001160	LOC109422898	AAEL001231
OG0001161	LOC109412981	AAEL001319
OG0001161	LOC115256616	AAEL027311, AAEL022665, AAEL024797, AAEL022681
OG0001161	LOC115262993	AAEL021074, AAEL022556, AAEL001290, AAEL013789
OG0001162	LOC109429639	AAEL001295
OG0001163	LOC109408144	AAEL027653, AAEL001651, AAEL021881
OG0001164	LOC109426660	AAEL001687
OG0001164	LOC115260748	AAEL009513
OG0001165	LOC109420506	AAEL001811
OG0001165	LOC115255281	AAEL008435
OG0001165	LOC109421058	AAEL015003
OG0001166	LOC134287911, LOC109433152	AAEL001857
OG0001167	LOC109427842	AAEL001910
OG0001168	LOC115254133, LOC115259941	AAEL001937
OG0001169	LOC109422497	AAEL001946
OG0001170	LOC109400599, LOC109404937	AAEL002049
OG0001171	LOC109398784	AAEL002125
OG0001172	LOC109402238, LOC115267212	AAEL002174
OG0001173	LOC115254019, LOC109409323	AAEL021031, AAEL002395
OG0001174	LOC109423252	AAEL002410
OG0001175	LOC109430199	AAEL002427, AAEL026436
OG0001176	LOC109407838	AAEL002725
OG0001176	LOC109406699	AAEL002449
OG0001177	LOC109398410, LOC134285080	AAEL002502
OG0001178	LOC109398429	AAEL002538
OG0001178	LOC109400389	AAEL002506
OG0001179	LOC109424163	AAEL002642
OG0001180	LOC109398296	AAEL002684
OG0001181	LOC109431898	AAEL002759
OG0001182	LOC109404407	AAEL002765
OG0001183	LOC115254245	AAEL002781
OG0001184	LOC115260379	AAEL002846
OG0001185	LOC109408324	AAEL002876
OG0001186	LOC109399828, LOC109425278	AAEL002999
OG0001187	LOC115268790	AAEL003128
OG0001187	LOC115257806	AAEL021885, AAEL024262, AAEL024666
OG0001188	LOC109400071, LOC134285480	AAEL003154
OG0001189	LOC134285458, LOC109430336	AAEL021106, AAEL003188
OG0001190	LOC109399858	AAEL003407
OG0001191	LOC109426877	AAEL003616
OG0001191	LOC109623336	AAEL028038
OG0001192	LOC109404765	AAEL003683
OG0001193	LOC109622575, LOC134287488	AAEL003797, AAEL022585, AAEL021797, AAEL024960
OG0001194	LOC109422324	AAEL003968
OG0001195	LOC115265507, LOC115253931	AAEL003976
OG0001196	LOC109402290	AAEL003996
OG0001197	LOC109425930	AAEL004120
OG0001198	LOC115257036	AAEL004127
OG0001198	LOC115271087	AAEL021809, AAEL004137
OG0001199	LOC109401821	AAEL004217
OG0001200	LOC109429397	AAEL005737
OG0001200	LOC109429398	AAEL004278
OG0001201	LOC109429413	AAEL004290, AAEL019535
OG0001202	LOC109429357	AAEL004388
OG0001202	LOC109399008	AAEL004390, AAEL004386
OG0001203	LOC109402653, LOC134284821	AAEL004392
OG0001203	LOC134284842, LOC134284829	AAEL014196
OG0001204	LOC109398994	AAEL004398
OG0001205	LOC109423381	AAEL019906
OG0001205	LOC109411733	AAEL004457
OG0001206	LOC115266521, LOC109405943	AAEL004544
OG0001207	LOC109400415, LOC134285561	AAEL027515, AAEL028140, AAEL004564
OG0001208	LOC109401631	AAEL004677
OG0001209	LOC109412137	AAEL004694
OG0001210	LOC109419765	AAEL004717
OG0001211	LOC109418670	AAEL004804
OG0001212	LOC109413525	AAEL004861
OG0001212	LOC109404511	AAEL007167
OG0001213	LOC115265128	AAEL004915
OG0001214	LOC115267647, LOC109407286	AAEL004933
OG0001214	LOC134285833	AAEL012340
OG0001215	LOC109402519	AAEL005019
OG0001216	LOC109406522	AAEL022457
OG0001217	LOC115256483	AAEL023386
OG0001217	LOC109424788	AAEL005053
OG0001217	LOC109414607	AAEL019663, AAEL023483
OG0001218	LOC115264208	AAEL005058
OG0001218	LOC109424846	AAEL018331
OG0001219	LOC109397997	AAEL005111
OG0001220	LOC109409965	AAEL005256
OG0001221	LOC109424732, LOC115262659	AAEL005289
OG0001222	LOC109429370	AAEL022228, AAEL005450
OG0001223	LOC109397896, LOC134284903	AAEL005638
OG0001224	LOC109419778	AAEL005649
OG0001225	LOC109422806, LOC109422805	AAEL005774
OG0001226	LOC109423007	AAEL005829
OG0001227	LOC109398837	AAEL005895
OG0001228	LOC109424084	AAEL005922
OG0001229	LOC109432373	AAEL005978
OG0001230	LOC109421195	AAEL006006
OG0001231	LOC134289400, LOC109421940	AAEL006023
OG0001232	LOC109425023	AAEL006144
OG0001233	LOC109411363	AAEL018028, AAEL023949, AAEL006257
OG0001234	LOC109411239	AAEL006319
OG0001235	LOC109429483	AAEL006567
OG0001236	LOC109425430	AAEL006593
OG0001237	LOC109429816	AAEL006623
OG0001238	LOC134290013, LOC109431876	AAEL006645
OG0001239	LOC134285050, LOC109402083	AAEL006985, AAEL006830
OG0001240	LOC109430111	AAEL006968
OG0001240	LOC109430116, LOC109430112	AAEL006971
OG0001241	LOC134287589, LOC109409124	AAEL007234
OG0001242	LOC109409140	AAEL007246
OG0001242	LOC109421534	AAEL007238
OG0001243	LOC109411872, LOC109412715	AAEL007248, AAEL020271
OG0001244	LOC109407655	AAEL007404
OG0001245	LOC109397845, LOC134284920	AAEL007465
OG0001246	LOC115256389, LOC109422032	AAEL027458, AAEL007762
OG0001247	LOC109401126	AAEL022067, AAEL007799
OG0001248	LOC109411800, LOC134284657	AAEL008056
OG0001249	LOC109426998, LOC134289906	AAEL013179, AAEL008148
OG0001250	LOC109426285	AAEL008173, AAEL023000
OG0001250	LOC109426330	AAEL008157
OG0001251	LOC109433013	AAEL008316
OG0001252	LOC109622518	AAEL008474
OG0001252	LOC115265421	AAEL008472
OG0001253	LOC109424155	AAEL008564
OG0001254	LOC109428509, LOC115256602	AAEL023635
OG0001254	LOC115256201	AAEL008575
OG0001255	LOC109406841	AAEL008687
OG0001256	LOC115267144	AAEL008699
OG0001257	LOC134287600	AAEL008961
OG0001258	LOC115268579, LOC109424235	AAEL009019
OG0001259	LOC109411315	AAEL009054
OG0001259	LOC115256778	AAEL027056
OG0001260	LOC134287926	AAEL009062
OG0001261	LOC109429164	AAEL009176
OG0001262	LOC134288991	AAEL022573
OG0001262	LOC109425229	AAEL009212
OG0001263	LOC109427473	AAEL009328
OG0001263	LOC115253538	AAEL009324
OG0001264	LOC109623253, LOC134283943	AAEL009362
OG0001265	LOC109397730	AAEL009489
OG0001266	LOC109397755	AAEL009684
OG0001267	LOC115261027	AAEL009761
OG0001268	LOC109427980	AAEL009836
OG0001269	LOC134286042, LOC115265573	AAEL010041
OG0001270	LOC109397767, LOC109428788	AAEL010069, AAEL024373
OG0001271	LOC115254229	AAEL026935, AAEL027269, AAEL010070
OG0001272	LOC115256865	AAEL010140
OG0001272	LOC115256862	AAEL010148
OG0001273	LOC115259235, LOC109419784	AAEL023181, AAEL010157
OG0001274	LOC109422727	AAEL010182
OG0001275	LOC134292068	AAEL010219
OG0001276	LOC109416267	AAEL010235
OG0001276	LOC134287628, LOC109423903	AAEL010228
OG0001277	LOC115255477	AAEL021534
OG0001277	LOC109416191	AAEL026085
OG0001277	LOC109415073	AAEL010265
OG0001278	LOC109425769	AAEL027836, AAEL024539, AAEL010314
OG0001279	LOC109622238	AAEL010364
OG0001280	LOC115268747, LOC109425210	AAEL010397
OG0001281	LOC109419875	AAEL010545
OG0001282	LOC115267375, LOC109414779	AAEL010628
OG0001282	LOC109403608, LOC134283976	AAEL010631
OG0001283	LOC109417628	AAEL010647
OG0001284	LOC109423481	AAEL021724
OG0001284	LOC109432158	AAEL010789
OG0001285	LOC109431042	AAEL010926
OG0001286	LOC109431437	AAEL010941
OG0001287	LOC109623370	AAEL011032
OG0001287	LOC109623392	AAEL011029
OG0001288	LOC109404970	AAEL011150
OG0001289	LOC109404340	AAEL011238
OG0001290	LOC115253728	AAEL011239
OG0001291	LOC134287434, LOC115265489, LOC134287431, LOC115265793, LOC134288628, LOC134287432, LOC109412769	AAEL011305
OG0001291	LOC109412656	AAEL012635
OG0001292	LOC109405109	AAEL011357
OG0001293	LOC109428987	AAEL011419, AAEL027486
OG0001293	LOC109428986	AAEL011428
OG0001294	LOC109420767	AAEL011458
OG0001294	LOC109420768	AAEL013031
OG0001295	LOC115253773	AAEL025944, AAEL011475
OG0001296	LOC115253446	AAEL014842
OG0001296	LOC109417626	AAEL011510
OG0001297	LOC115267280	AAEL011575
OG0001298	LOC109418502	AAEL011632
OG0001299	LOC109416152	AAEL011786
OG0001300	LOC115269315, LOC115258242	AAEL011941
OG0001301	LOC109419050	AAEL011992
OG0001302	LOC134286327, LOC109409335, LOC115258647	AAEL011995
OG0001303	LOC115254181	AAEL012107
OG0001304	LOC109423814	AAEL012161
OG0001304	LOC109423816	AAEL012162
OG0001305	LOC134287947	AAEL014916
OG0001305	LOC134285832	AAEL012344
OG0001306	LOC109410908	AAEL012382
OG0001307	LOC109411157	AAEL012472, AAEL027557
OG0001308	LOC109409757	AAEL012564
OG0001308	LOC109432166	AAEL012565
OG0001308	LOC109409762	AAEL012563
OG0001309	LOC109412146	AAEL012613
OG0001310	LOC109401653	AAEL027050
OG0001310	LOC109423622	AAEL012621
OG0001311	LOC115271017	AAEL012712
OG0001312	LOC134284789, LOC115253587, LOC109400069	AAEL013335
OG0001313	LOC109415593	AAEL013405
OG0001314	LOC109418486, LOC134290799	AAEL013882
OG0001315	LOC109410593	AAEL027503, AAEL023538, AAEL025158, AAEL024757, AAEL014089
OG0001316	LOC109415596	AAEL014125
OG0001317	LOC109405223	AAEL014361
OG0001318	LOC109429474	AAEL023570, AAEL020504, AAEL014377
OG0001319	LOC115253800	AAEL014441
OG0001320	LOC115264969, LOC134283947, LOC109400829	AAEL025755, AAEL020273
OG0001320	LOC115269935, LOC134285543, LOC109424774, LOC134285829, LOC134290785, LOC115264092, LOC134285545	AAEL014443
OG0001321	LOC109404943	AAEL014452
OG0001322	LOC109430816	AAEL014640
OG0001323	LOC109401483	AAEL017572, AAEL014699
OG0001324	LOC109405167	AAEL027937, AAEL014744
OG0001325	LOC109408945	AAEL015079
OG0001325	LOC109408968	AAEL015267
OG0001325	LOC109433597	AAEL020714
OG0001325	LOC109431157	AAEL015265
OG0001326	LOC109417777	AAEL015109
OG0001327	LOC109428554, LOC115256775	AAEL021791, AAEL015119
OG0001328	LOC109417236, LOC109424745	AAEL028238
OG0001328	LOC134288154	AAEL015150
OG0001329	LOC109399298	AAEL018025
OG0001329	LOC109433350	AAEL015313
OG0001331	LOC109431357	AAEL017198
OG0001332	LOC109429511	AAEL017357
OG0001333	LOC109405215	AAEL019858
OG0001333	LOC109400336	AAEL018036
OG0001334	LOC109418351	AAEL018126
OG0001335	LOC109425652	AAEL018131
OG0001336	LOC109622846	AAEL018149
OG0001337	LOC109398792	AAEL018161
OG0001338	LOC109408443	AAEL018165
OG0001339	LOC109411545	AAEL018211
OG0001340	LOC115253815	AAEL018230
OG0001341	LOC109409870	AAEL018298
OG0001342	LOC109429299	AAEL019430
OG0001343	LOC109425390	AAEL019439
OG0001344	LOC109409584	AAEL019444
OG0001345	LOC109397824	AAEL019446
OG0001346	LOC109429111	AAEL019476
OG0001347	LOC109423693	AAEL019480
OG0001348	LOC109398732	AAEL019489
OG0001349	LOC115261534	AAEL020521, AAEL024405, AAEL024673, AAEL019542
OG0001350	LOC109398757	AAEL019573
OG0001351	LOC109409011	AAEL019577
OG0001352	LOC109431771	AAEL019587
OG0001353	LOC109420124, LOC109431216, LOC109420125, LOC115264615, LOC115264616, LOC115254130, LOC109420122, LOC115264611, LOC115264623, LOC109431192, LOC134291162, LOC109404517	AAEL019637
OG0001354	LOC109414240	AAEL019667
OG0001355	LOC109410234	AAEL019714
OG0001356	LOC134287590, LOC109421539	AAEL019762
OG0001357	LOC134289560, LOC109416894	AAEL019795
OG0001358	LOC109401679	AAEL019835
OG0001359	LOC109397126	AAEL019837
OG0001360	LOC109621323	AAEL019843
OG0001361	LOC109402379	AAEL019848
OG0001362	LOC109417226	AAEL019852
OG0001363	LOC109423859	AAEL019879
OG0001364	LOC109415242	AAEL019990
OG0001365	LOC134286413	AAEL026194, AAEL020009
OG0001366	LOC109401936	AAEL025503
OG0001366	LOC134284978	AAEL020095
OG0001367	LOC134285138, LOC115266895, LOC109428591	AAEL021696, AAEL025052, AAEL024856, AAEL020103, AAEL024036, AAEL020940
OG0001368	LOC109408479, LOC134284449	AAEL020333
OG0001368	LOC134289344, LOC115267022	AAEL023142, AAEL026219, AAEL023740, AAEL023205, AAEL023801, AAEL024103, AAEL020970
OG0001369	LOC109433666	AAEL020499
OG0001370	LOC134291765	AAEL020551
OG0001370	LOC115264667	AAEL025762
OG0001371	LOC115263025, LOC109410219	AAEL020651
OG0001372	LOC109431036	AAEL020702
OG0001373	LOC109422117	AAEL020789
OG0001374	LOC109427893	AAEL020800
OG0001375	LOC115254608	AAEL021099
OG0001376	LOC109426839	AAEL021805, AAEL022509
OG0001377	LOC109401309	AAEL021865
OG0001378	LOC109399634	AAEL027926
