Orthogroup	Aalbopictus_AalbF5	AfunestusAfunGA1
OG0001801	LOC109429036, LOC109429037	AFUN2_013956
OG0001802	LOC109402431	AFUN2_001109
OG0001803	LOC109427363	AFUN2_012482
OG0001804	LOC109427576, LOC109432855, LOC115268908	AFUN2_014713
OG0001805	LOC109411553	AFUN2_010521
OG0001806	LOC109418918	AFUN2_004509
OG0001807	LOC109398712	AFUN2_010019
OG0001808	LOC134288996	AFUN2_005670
OG0001809	LOC109428244, LOC115266369, LOC109427949	AFUN2_014205
OG0001810	LOC109427940	AFUN2_002598
OG0001811	LOC109422709	AFUN2_010409
OG0001812	LOC134288872, LOC109401913	AFUN2_011783
OG0001813	LOC109418066	AFUN2_004019
OG0001814	LOC109414833	AFUN2_009026
OG0001815	LOC109427442	AFUN2_003355
OG0001816	LOC115263163	AFUN2_000959
OG0001817	LOC115255345	AFUN2_012666
OG0001818	LOC109407931	AFUN2_002923
OG0001819	LOC109428456, LOC109422096	AFUN2_002912
OG0001820	LOC109409788	AFUN2_013679
OG0001821	LOC109403224	AFUN2_006009
OG0001822	LOC109416244	AFUN2_005825
OG0001823	LOC109622551, LOC109622547	AFUN2_000366
OG0001824	LOC109622879, LOC134287988	AFUN2_001723
OG0001825	LOC109428464	AFUN2_011701, AFUN2_014738, AFUN2_013241
OG0001826	LOC109428247	AFUN2_013520
OG0001827	LOC109413232	AFUN2_007052
OG0001828	LOC109420226	AFUN2_005642
OG0001829	LOC109424480	AFUN2_002828
OG0001830	LOC109426675	AFUN2_010620
OG0001831	LOC109428415, LOC134284681	AFUN2_007601
OG0001832	LOC109401664, LOC109418846	AFUN2_000704
OG0001833	LOC109621803	AFUN2_011843
OG0001834	LOC109416692	AFUN2_007515
OG0001835	LOC109413271	AFUN2_011679
OG0001836	LOC109418152	AFUN2_011297
OG0001837	LOC109411881	AFUN2_010819
OG0001838	LOC115264580	AFUN2_004196
OG0001839	LOC109423925	AFUN2_012337
OG0001840	LOC109405671	AFUN2_003405
OG0001841	LOC109407816, LOC134288728	AFUN2_013695
OG0001842	LOC134292126, LOC109425933	AFUN2_014690
OG0001843	LOC115261297	AFUN2_004120
OG0001844	LOC109433484	AFUN2_003521
OG0001845	LOC109422692, LOC115260992	AFUN2_006514
OG0001846	LOC109405247	AFUN2_000991
OG0001848	LOC134284916, LOC109397853	AFUN2_007656
OG0001849	LOC109419429	AFUN2_000820
OG0001850	LOC109401980	AFUN2_002724
OG0001851	LOC134292233, LOC109428047	AFUN2_006711
OG0001852	LOC109428744	AFUN2_005160
OG0001853	LOC109402885	AFUN2_004240
OG0001854	LOC109432643, LOC109401984	AFUN2_007007
OG0001855	LOC109404342	AFUN2_009184
OG0001856	LOC109409625	AFUN2_002547
OG0001857	LOC109622061	AFUN2_003446
OG0001859	LOC115260811	AFUN2_003250
OG0001860	LOC134291182, LOC109404964	AFUN2_008776
OG0001861	LOC109408373	AFUN2_008282
OG0001862	LOC109423135	AFUN2_010029
OG0001863	LOC109403764	AFUN2_007773
OG0001864	LOC134284696	AFUN2_002233
OG0001865	LOC109402625, LOC134284665	AFUN2_008646
OG0001866	LOC109421746	AFUN2_007799
OG0001867	LOC109419826	AFUN2_008520
OG0001868	LOC109412872	AFUN2_002408
OG0001869	LOC109418781	AFUN2_008080
OG0001870	LOC109426187	AFUN2_005694
OG0001871	LOC109422596	AFUN2_007627
OG0001872	LOC109410077	AFUN2_002314
OG0001873	LOC109399319	AFUN2_009743
OG0001874	LOC109419187	AFUN2_010683
OG0001875	LOC109419645	AFUN2_009650
OG0001876	LOC109397249	AFUN2_012466
OG0001877	LOC109401326, LOC134289759	AFUN2_001212
OG0001878	LOC109621340	AFUN2_005068
OG0001879	LOC109621461	AFUN2_003883
OG0001881	LOC109406017	AFUN2_003732
OG0001882	LOC109398299	AFUN2_014593, AFUN2_010551
OG0001883	LOC109419707, LOC109398542	AFUN2_014797
OG0001884	LOC134285003	AFUN2_004138, AFUN2_013552
OG0001885	LOC109415066, LOC109403279	AFUN2_008958
OG0001886	LOC109424966	AFUN2_010491
OG0001887	LOC115257308	AFUN2_014786
OG0001889	LOC109433612	AFUN2_013337
OG0001890	LOC134290813, LOC109425718	AFUN2_006840
OG0001891	LOC109419396, LOC115255253	AFUN2_014140
OG0001892	LOC109406961	AFUN2_011259
OG0001893	LOC115268038	AFUN2_005307
OG0001894	LOC109405079	AFUN2_004167
OG0001895	LOC109404946	AFUN2_014227
OG0001896	LOC109398729	AFUN2_014049, AFUN2_001216
OG0001897	LOC109427728	AFUN2_011751
OG0001898	LOC109397684	AFUN2_002656
OG0001899	LOC109421627, LOC109407309	AFUN2_013404
OG0001901	LOC109401394	AFUN2_014282
OG0001902	LOC109425480	AFUN2_011565
OG0001903	LOC109417933	AFUN2_012217
OG0001905	LOC115260613, LOC109422822	AFUN2_000770
OG0001906	LOC115263719	AFUN2_002632
OG0001907	LOC109433256	AFUN2_004454
OG0001908	LOC109399310	AFUN2_006874
OG0001909	LOC109401882	AFUN2_010061
OG0001910	LOC109406561	AFUN2_009985
OG0001912	LOC109418706	AFUN2_007805
OG0001913	LOC109415218	AFUN2_009671
OG0001914	LOC109622269, LOC134284321	AFUN2_011749
OG0001915	LOC109411724	AFUN2_006183
OG0001916	LOC109418329, LOC109427298, LOC134290652	AFUN2_003926
OG0001917	LOC134289826, LOC134290016	AFUN2_013655
OG0001918	LOC109416319, LOC109426538	AFUN2_002532
OG0001919	LOC109404918	AFUN2_010448
OG0001920	LOC134291561, LOC134292029	AFUN2_014605
OG0001921	LOC109400821, LOC115261618	AFUN2_005840
OG0001922	LOC109432087	AFUN2_005043, AFUN2_010432
OG0001923	LOC109418028	AFUN2_008144
OG0001924	LOC109407223	AFUN2_013481
OG0001925	LOC134289014, LOC109433003	AFUN2_010650
OG0001926	LOC109422966	AFUN2_012177
OG0001927	LOC109430812	AFUN2_008992, AFUN2_013102
OG0001928	LOC109411119	AFUN2_005041
OG0001929	LOC109415216	AFUN2_004935
OG0001930	LOC109407984	AFUN2_010260
OG0001931	LOC109431473	AFUN2_005164
OG0001932	LOC115268016, LOC115253593, LOC109401641, LOC115258698	AFUN2_000805
OG0001933	LOC109422611, LOC134290099	AFUN2_001265
OG0001934	LOC109409980, LOC109420213	AFUN2_011352
OG0001935	LOC115255029	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447
OG0001937	LOC109428694	AFUN2_003400
OG0001938	LOC134289924, LOC134291084	AFUN2_008764
OG0001939	LOC109431794	AFUN2_010516
OG0001940	LOC134284706	AFUN2_004276
OG0001941	LOC109428574	AFUN2_001355
OG0001942	LOC109430547	AFUN2_010549
OG0001943	LOC109423620, LOC109400223	AFUN2_000692
OG0001944	LOC115267705, LOC109401974	AFUN2_003749
OG0001945	LOC109416118	AFUN2_001756
OG0001946	LOC109428492	AFUN2_001159
OG0001948	LOC134285004	AFUN2_003040
OG0001949	LOC109411764, LOC134283906, LOC115262162	AFUN2_004415
OG0001950	LOC109420871	AFUN2_008735
OG0001951	LOC109429628	AFUN2_008013
OG0001952	LOC109414279	AFUN2_010807
OG0001953	LOC109400594	AFUN2_013783
OG0001954	LOC115269977	AFUN2_003660
OG0001955	LOC109429386	AFUN2_012249
OG0001956	LOC109424975, LOC109431086	AFUN2_010316
OG0001957	LOC115254148	AFUN2_011056
OG0001958	LOC109422033, LOC115258249	AFUN2_005100
OG0001959	LOC109400375, LOC134292012	AFUN2_004839
OG0001960	LOC109400170	AFUN2_013544
OG0001961	LOC115262164, LOC109411692	AFUN2_000723
OG0001962	LOC109411919	AFUN2_005904
OG0001963	LOC109400999	AFUN2_004425
OG0001964	LOC115259196	AFUN2_003134
OG0001965	LOC109408777	AFUN2_000500
OG0001966	LOC109403469, LOC134287393, LOC134289734, LOC115257890, LOC134286961	AFUN2_008720, AFUN2_008622
OG0001966	LOC115265251	AFUN2_009097
OG0001968	LOC109432288, LOC109397081	AFUN2_001721
OG0001969	LOC109406016, LOC134287314, LOC109426628	AFUN2_002796
OG0001970	LOC109430327	AFUN2_009708
OG0001971	LOC109622601, LOC115262671	AFUN2_011856
OG0001972	LOC109424736, LOC109412777, LOC109424735	AFUN2_004339
OG0001973	LOC134284006, LOC109401373	AFUN2_010667
OG0001974	LOC109424678	AFUN2_006777
OG0001975	LOC109404750	AFUN2_009352
OG0001976	LOC134290393, LOC109424037	AFUN2_004800
OG0001977	LOC115256432, LOC115256898	AFUN2_011829
OG0001978	LOC109415848	AFUN2_010076
OG0001979	LOC109405716	AFUN2_001630
OG0001980	LOC109421982	AFUN2_012317
OG0001981	LOC109401056	AFUN2_011198
OG0001982	LOC109408928	AFUN2_009559
OG0001983	LOC109428527	AFUN2_008742
OG0001984	LOC134289613, LOC134289614	AFUN2_002883
OG0001985	LOC115257017, LOC109401735, LOC134284508, LOC115259448	AFUN2_003843
OG0001986	LOC109406627, LOC109401861	AFUN2_008404, AFUN2_000955
OG0001991	LOC109408951	AFUN2_006914
OG0001997	LOC109621246, LOC109427461	AFUN2_003902
OG0001998	LOC109427676	AFUN2_013016
OG0002000	LOC109622174	AFUN2_013089, AFUN2_005691
OG0002005	LOC134286053	AFUN2_000996
OG0002027	LOC134284098	AFUN2_009172
OG0002028	LOC109400867	AFUN2_001046
OG0002029	LOC109400853	AFUN2_004317
OG0002030	LOC109415517	AFUN2_012852
OG0002031	LOC109622166, LOC115258974	AFUN2_014361
OG0002032	LOC109416752	AFUN2_009284
OG0002033	LOC109400817	AFUN2_011606
OG0002034	LOC109408864	AFUN2_009590
OG0002035	LOC109400059	AFUN2_003764
OG0002036	LOC109430465	AFUN2_005934
OG0002037	LOC109400635	AFUN2_010259
OG0002038	LOC109409544	AFUN2_002681
OG0002039	LOC109405475	AFUN2_012449
OG0002040	LOC109423284	AFUN2_008505
OG0002041	LOC134291427	AFUN2_002134
OG0002042	LOC109409112, LOC109420361	AFUN2_010121
OG0002043	LOC109407042, LOC134284007	AFUN2_012585
OG0002044	LOC109424917, LOC134289878	AFUN2_012791
OG0002045	LOC109431073	AFUN2_004535
OG0002046	LOC109424407	AFUN2_006398
OG0002047	LOC134287379, LOC109402571	AFUN2_006752
OG0002048	LOC109422373	AFUN2_006967
OG0002049	LOC109422315	AFUN2_005410
OG0002050	LOC109399436	AFUN2_009262
OG0002051	LOC109430500	AFUN2_005354
OG0002052	LOC109400724, LOC134288393	AFUN2_013828
OG0002053	LOC134284704, LOC109399363	AFUN2_003693
OG0002054	LOC109426021	AFUN2_012860
OG0002055	LOC109427215	AFUN2_003231
OG0002056	LOC109411621	AFUN2_014228
OG0002057	LOC115254070	AFUN2_002996
OG0002058	LOC109427264	AFUN2_010573
OG0002059	LOC109411614	AFUN2_002833, AFUN2_008903
OG0002060	LOC115261425	AFUN2_010847
OG0002061	LOC109411631	AFUN2_003438
OG0002062	LOC109428135	AFUN2_005789
OG0002063	LOC109403732	AFUN2_008172
OG0002064	LOC115267986	AFUN2_004758
OG0002065	LOC115267989	AFUN2_008049
OG0002066	LOC109407648	AFUN2_001388
OG0002067	LOC109421749	AFUN2_001308
OG0002068	LOC109421742	AFUN2_012360
OG0002069	LOC115265604	AFUN2_013536
OG0002070	LOC109426013, LOC134292105	AFUN2_013693
OG0002071	LOC109426042	AFUN2_012681, AFUN2_000832
OG0002072	LOC109429538	AFUN2_012665
OG0002073	LOC109418903, LOC134287421	AFUN2_003920
OG0002074	LOC109407764, LOC134287422	AFUN2_004349
OG0002075	LOC134288620, LOC109407766	AFUN2_000462
OG0002076	LOC109407765, LOC134288618	AFUN2_013726
OG0002077	LOC115268668	AFUN2_012898
OG0002078	LOC115269073	AFUN2_001878
OG0002079	LOC109413927	AFUN2_003274
OG0002080	LOC109622070	AFUN2_008661
OG0002081	LOC115267811	AFUN2_008613
OG0002082	LOC115260975, LOC109432267	AFUN2_009457
OG0002083	LOC109397123, LOC134289571	AFUN2_011982
OG0002084	LOC134291763, LOC109432323	AFUN2_009919
OG0002085	LOC109410268	AFUN2_014707
OG0002086	LOC109410742	AFUN2_004782
OG0002087	LOC109403343	AFUN2_008086
OG0002088	LOC109403370	AFUN2_013562
OG0002089	LOC109410756	AFUN2_011182
OG0002090	LOC109622181	AFUN2_002895
OG0002091	LOC109410269	AFUN2_012309
OG0002092	LOC109410744	AFUN2_012593
OG0002093	LOC109419095	AFUN2_010593
OG0002094	LOC109403365	AFUN2_009439
OG0002095	LOC109426154, LOC115262909	AFUN2_003664
OG0002096	LOC109413045	AFUN2_006371
OG0002097	LOC109621711	AFUN2_004551
OG0002098	LOC109418416, LOC115262876	AFUN2_001646
OG0002099	LOC109418413, LOC115263952	AFUN2_005052
OG0002100	LOC109410392	AFUN2_001835
OG0002101	LOC109430278	AFUN2_013257
OG0002102	LOC115255990, LOC109430275	AFUN2_003594
OG0002103	LOC109428428	AFUN2_000747
OG0002104	LOC109425830	AFUN2_004925
OG0002105	LOC109419582, LOC134287816	AFUN2_001694
OG0002106	LOC109409242	AFUN2_006735
OG0002107	LOC109419602	AFUN2_005676
OG0002108	LOC109397554	AFUN2_006645
OG0002109	LOC115253868	AFUN2_003026
OG0002110	LOC109419603	AFUN2_002017
OG0002111	LOC109418101	AFUN2_008490
OG0002112	LOC109405331, LOC109422994	AFUN2_011695
OG0002113	LOC109407734	AFUN2_013602
OG0002114	LOC109419706	AFUN2_004586
OG0002115	LOC109419413	AFUN2_010808
OG0002116	LOC109416058, LOC134288309	AFUN2_007460
OG0002117	LOC115263247	AFUN2_010364
OG0002118	LOC115253829	AFUN2_012876
OG0002119	LOC109419421	AFUN2_013502
OG0002120	LOC109428485	AFUN2_006039
OG0002121	LOC109622653	AFUN2_011526
OG0002122	LOC109428898	AFUN2_001151
OG0002123	LOC134287413, LOC109418954	AFUN2_014471
OG0002124	LOC109423789	AFUN2_006552
OG0002125	LOC109430785	AFUN2_001078
OG0002126	LOC109430626	AFUN2_008421
OG0002127	LOC115270285	AFUN2_004444
OG0002128	LOC109406442	AFUN2_012370
OG0002129	LOC109413170	AFUN2_011024
OG0002130	LOC109418076, LOC134289683	AFUN2_012589
OG0002131	LOC109418045	AFUN2_014816
OG0002132	LOC109418078	AFUN2_003743
OG0002133	LOC109418113	AFUN2_007327
OG0002134	LOC109403570	AFUN2_011988
OG0002135	LOC134287957, LOC109412372	AFUN2_006753
OG0002136	LOC109432886, LOC109401423	AFUN2_004462
OG0002137	LOC109432885	AFUN2_011716
OG0002138	LOC109432877	AFUN2_009006
OG0002139	LOC109432878, LOC115257144	AFUN2_006243
OG0002140	LOC109412364, LOC134287960	AFUN2_008983
OG0002141	LOC109401402, LOC134287975	AFUN2_013816
OG0002142	LOC109412374	AFUN2_010701
OG0002143	LOC109422420	AFUN2_006388
OG0002144	LOC115253715, LOC115257520	AFUN2_006782
OG0002145	LOC109417180, LOC115258192	AFUN2_010331
OG0002146	LOC109622503	AFUN2_006521, AFUN2_004631
OG0002149	LOC109423358	AFUN2_012515
OG0002150	LOC109622494, LOC109408572	AFUN2_000571
OG0002151	LOC109423373	AFUN2_013355
OG0002152	LOC134284473, LOC109622496	AFUN2_008660
OG0002153	LOC134287835, LOC109408104	AFUN2_004907
OG0002154	LOC109419069, LOC134283963	AFUN2_006929
OG0002155	LOC109426636, LOC109410531	AFUN2_003718
OG0002156	LOC109402345	AFUN2_009613
OG0002157	LOC109413994	AFUN2_013176
OG0002158	LOC109430952	AFUN2_000837
OG0002159	LOC109431639	AFUN2_013046
OG0002160	LOC109417170	AFUN2_010876
OG0002161	LOC109407612	AFUN2_002471
OG0002162	LOC109417181	AFUN2_006584
OG0002163	LOC109420521	AFUN2_011162
OG0002164	LOC115255020, LOC134286135	AFUN2_005960
OG0002165	LOC134286353, LOC109420179	AFUN2_000714
OG0002166	LOC109420136	AFUN2_001494
OG0002167	LOC109420437	AFUN2_005215
OG0002168	LOC109420252	AFUN2_002666
OG0002169	LOC109420234	AFUN2_001705
OG0002170	LOC109401710, LOC134283939	AFUN2_012924
OG0002171	LOC109420154, LOC134287016	AFUN2_003187
OG0002172	LOC109420446	AFUN2_011230
OG0002173	LOC109428002	AFUN2_013886
OG0002174	LOC109427854	AFUN2_007413
OG0002175	LOC109427951	AFUN2_010735
OG0002176	LOC134287653	AFUN2_003254
OG0002177	LOC109412636, LOC109415898	AFUN2_002492
OG0002178	LOC115254132	AFUN2_011069
OG0002179	LOC109432552	AFUN2_013729
OG0002180	LOC109421499	AFUN2_006817
OG0002181	LOC109421441	AFUN2_005316
OG0002182	LOC109417751	AFUN2_010879
OG0002183	LOC115253940	AFUN2_002696
OG0002184	LOC109409012	AFUN2_003880
OG0002185	LOC109429114, LOC115261407	AFUN2_006920
OG0002186	LOC109412597, LOC109433466	AFUN2_003349
OG0002187	LOC109433542, LOC109412591	AFUN2_008491
OG0002188	LOC115259639, LOC109433552	AFUN2_004365
OG0002189	LOC109414087	AFUN2_007320
OG0002190	LOC109421345, LOC134289999	AFUN2_003578
OG0002191	LOC109421303	AFUN2_000966
OG0002192	LOC109421347	AFUN2_013609
OG0002193	LOC109621874	AFUN2_005861
OG0002194	LOC109623123	AFUN2_011152
OG0002195	LOC109623112	AFUN2_011826
OG0002196	LOC109623122	AFUN2_010120
OG0002197	LOC109622232	AFUN2_007596
OG0002198	LOC109622220	AFUN2_010752
OG0002199	LOC109403168	AFUN2_005884
OG0002200	LOC109399521	AFUN2_009296
OG0002201	LOC109398015	AFUN2_007928
OG0002202	LOC109399522	AFUN2_001681
OG0002203	LOC109399509	AFUN2_014402
OG0002204	LOC109415425	AFUN2_005868
OG0002205	LOC109398005	AFUN2_003887
OG0002206	LOC109399457	AFUN2_006443
OG0002207	LOC109409325, LOC115262905	AFUN2_008386
OG0002208	LOC109409311	AFUN2_013507
OG0002209	LOC109419113	AFUN2_000413
OG0002210	LOC109419105	AFUN2_011179
OG0002211	LOC109410267	AFUN2_000829
OG0002212	LOC109430200	AFUN2_012514
OG0002213	LOC109423501	AFUN2_003335
OG0002214	LOC109623422, LOC109413030	AFUN2_005284
OG0002215	LOC134283969, LOC109413007	AFUN2_008671
OG0002216	LOC109417065	AFUN2_002787
OG0002217	LOC109415735	AFUN2_011488
OG0002218	LOC109409421, LOC134285077	AFUN2_010882
OG0002219	LOC109398413, LOC115256555	AFUN2_013061
OG0002220	LOC109425306	AFUN2_012225
OG0002221	LOC134285537, LOC109419802	AFUN2_008740
OG0002222	LOC109425329, LOC109419800	AFUN2_005905
OG0002223	LOC134292059, LOC109433204	AFUN2_003030
OG0002224	LOC109405037	AFUN2_010496
OG0002225	LOC109403386, LOC109416726	AFUN2_010110
OG0002226	LOC115257472	AFUN2_013045
OG0002227	LOC109429491	AFUN2_004378
OG0002228	LOC109403464	AFUN2_001719, AFUN2_003051
OG0002229	LOC109403400	AFUN2_008871
OG0002230	LOC109427858, LOC134287077	AFUN2_005716
OG0002231	LOC109427863	AFUN2_001882
OG0002232	LOC109405991	AFUN2_011407
OG0002233	LOC109410372	AFUN2_001263
OG0002234	LOC109417851, LOC134288489	AFUN2_007424
OG0002235	LOC109403858	AFUN2_011873
OG0002236	LOC109408466	AFUN2_002742
OG0002237	LOC109412791, LOC109404039	AFUN2_011203
OG0002238	LOC109419338	AFUN2_001877
OG0002239	LOC115254246, LOC109420326	AFUN2_006182
OG0002240	LOC134285685, LOC109623083	AFUN2_004592
OG0002242	LOC109414930	AFUN2_007352
OG0002244	LOC134285148	AFUN2_013033
OG0002245	LOC109422877	AFUN2_002019
OG0002246	LOC109403518	AFUN2_005459
OG0002247	LOC109422938	AFUN2_005932
OG0002248	LOC109405092	AFUN2_004180
OG0002249	LOC109405086	AFUN2_009277
OG0002250	LOC115267344	AFUN2_009150
OG0002251	LOC109409091	AFUN2_002963
OG0002252	LOC109411175	AFUN2_012187
OG0002253	LOC109426519	AFUN2_013382
OG0002254	LOC109419228	AFUN2_006863
OG0002255	LOC109399865	AFUN2_013605
OG0002256	LOC109419233	AFUN2_011591
OG0002257	LOC109419166	AFUN2_014783
OG0002258	LOC109425282	AFUN2_011390
OG0002259	LOC115260961, LOC109425456	AFUN2_013200
OG0002260	LOC109418592	AFUN2_000860
OG0002261	LOC109423709	AFUN2_005219
OG0002262	LOC109423726	AFUN2_004155
OG0002263	LOC109414229	AFUN2_008774
OG0002264	LOC134288165, LOC109410293	AFUN2_010554
OG0002265	LOC109414239	AFUN2_008854
OG0002266	LOC109432360	AFUN2_014753, AFUN2_011028
OG0002267	LOC109420869	AFUN2_005146
OG0002268	LOC109412925	AFUN2_001639
OG0002269	LOC109412924	AFUN2_004946
OG0002270	LOC109418710	AFUN2_008101
OG0002271	LOC109418696	AFUN2_006491
OG0002272	LOC115257397	AFUN2_006110
OG0002273	LOC109415951	AFUN2_011537
OG0002274	LOC109420080	AFUN2_002904
OG0002275	LOC109621577	AFUN2_012320
OG0002276	LOC134287982, LOC109420074	AFUN2_002288
OG0002277	LOC134283903, LOC109430342	AFUN2_007291
OG0002278	LOC109621581	AFUN2_002292
OG0002279	LOC109430341, LOC134285460	AFUN2_012280
OG0002280	LOC109412448	AFUN2_008259
OG0002281	LOC109430330	AFUN2_013087
OG0002282	LOC109416056	AFUN2_013994
OG0002283	LOC109419882	AFUN2_013050, AFUN2_008928
OG0002284	LOC109406400	AFUN2_000894
OG0002285	LOC109415699	AFUN2_003434
OG0002286	LOC109420708, LOC109419878	AFUN2_014185
OG0002287	LOC134289036, LOC109420598	AFUN2_012983
OG0002288	LOC109420709, LOC109419880	AFUN2_008123
OG0002289	LOC109416070	AFUN2_002623
OG0002290	LOC109416062	AFUN2_006870
OG0002291	LOC109414266, LOC115255130	AFUN2_001834
OG0002292	LOC109409873	AFUN2_013802
OG0002293	LOC109397053	AFUN2_001575
OG0002294	LOC109432777, LOC109427581	AFUN2_004962
OG0002295	LOC115265866, LOC109432762	AFUN2_013961
OG0002296	LOC134288835, LOC109429946	AFUN2_000557
OG0002297	LOC109424749, LOC134288162, LOC134288161	AFUN2_006651
OG0002298	LOC134289420, LOC134284108	AFUN2_004561
OG0002299	LOC134284223, LOC134290051	AFUN2_012079
OG0002300	LOC134289491, LOC134289492	AFUN2_007228
OG0002301	LOC109399749	AFUN2_010702
OG0002302	LOC134283948, LOC109402043	AFUN2_012785
OG0002304	LOC109399568, LOC134291869	AFUN2_006715
OG0002305	LOC109399616	AFUN2_009685
OG0002306	LOC115253929	AFUN2_011364
OG0002307	LOC109399551	AFUN2_011618
OG0002308	LOC109407825	AFUN2_003614
OG0002309	LOC109410006	AFUN2_011658
OG0002310	LOC109412046	AFUN2_009606
OG0002311	LOC115254010	AFUN2_012906
OG0002312	LOC109408179	AFUN2_011557
OG0002313	LOC109424492	AFUN2_014403
OG0002314	LOC109408021	AFUN2_004280
OG0002315	LOC134290090, LOC109424483	AFUN2_011435
OG0002316	LOC134291937, LOC109424485	AFUN2_010147
OG0002317	LOC109412013	AFUN2_007524
OG0002318	LOC109407908	AFUN2_007398
OG0002319	LOC109412016	AFUN2_008395
OG0002320	LOC109412014	AFUN2_007830
OG0002321	LOC109426630, LOC109426656	AFUN2_001679
OG0002322	LOC109421107	AFUN2_003579
OG0002323	LOC109400725	AFUN2_003202
OG0002325	LOC109412429, LOC109430346	AFUN2_004674
OG0002326	LOC134291683, LOC134291681	AFUN2_013348
OG0002327	LOC109398663, LOC109398634, LOC109404493, LOC134287796	AFUN2_009824, AFUN2_001564
OG0002328	LOC109404731	AFUN2_003287
OG0002329	LOC134289440, LOC134291680	AFUN2_000420
OG0002330	LOC109424274	AFUN2_003817
OG0002331	LOC134285667	AFUN2_006319
OG0002332	LOC134285668	AFUN2_008937
OG0002333	LOC134285665	AFUN2_013199
OG0002334	LOC109398471, LOC134287530	AFUN2_008270
OG0002335	LOC134285664	AFUN2_005187
OG0002336	LOC109621515	AFUN2_004857
OG0002337	LOC109397859, LOC109402678	AFUN2_013229
OG0002338	LOC109397898	AFUN2_007181
OG0002339	LOC109399084	AFUN2_014538
OG0002340	LOC134291550, LOC134291549	AFUN2_008044
OG0002341	LOC134290551, LOC134291547	AFUN2_011752
OG0002342	LOC109417121	AFUN2_009989
OG0002343	LOC109428102	AFUN2_003195
OG0002344	LOC109428107, LOC109418327	AFUN2_004380
OG0002345	LOC109422336, LOC109424434	AFUN2_000430
OG0002346	LOC109622028, LOC109418563	AFUN2_004853
OG0002347	LOC109402265	AFUN2_001287
OG0002348	LOC109403260	AFUN2_003907
OG0002349	LOC109406509	AFUN2_001735
OG0002350	LOC109406567	AFUN2_014511
OG0002351	LOC109403272	AFUN2_010430
OG0002352	LOC109431388	AFUN2_013235
OG0002353	LOC115254054	AFUN2_008812
OG0002354	LOC115260703	AFUN2_011450
OG0002355	LOC109425885, LOC134292121	AFUN2_007423
OG0002356	LOC134291785, LOC115271088	AFUN2_009604
OG0002357	LOC109402775	AFUN2_002807
OG0002358	LOC109422549, LOC134292205	AFUN2_012258
OG0002359	LOC109422641, LOC109402798	AFUN2_014655
OG0002360	LOC109403780	AFUN2_005982
OG0002361	LOC109622619, LOC109430237	AFUN2_011065
OG0002362	LOC109425087	AFUN2_009979
OG0002363	LOC109425132	AFUN2_012209
OG0002364	LOC134284637, LOC109411181	AFUN2_002860
OG0002365	LOC109425134	AFUN2_010237
OG0002366	LOC134287012, LOC109401720	AFUN2_008717
OG0002367	LOC109410425	AFUN2_001531
OG0002368	LOC115266987	AFUN2_011247
OG0002369	LOC115268651, LOC109426460	AFUN2_003279
OG0002370	LOC109426459	AFUN2_011771
OG0002371	LOC109426436, LOC134291984	AFUN2_006911
OG0002372	LOC109421311	AFUN2_007781
OG0002373	LOC109418691	AFUN2_001167
OG0002374	LOC109424531	AFUN2_002487
OG0002375	LOC115269425, LOC109424529	AFUN2_010238
OG0002376	LOC109424530, LOC109428764	AFUN2_013290
OG0002377	LOC109411984	AFUN2_013852
OG0002378	LOC109428766, LOC109424527	AFUN2_004068
OG0002380	LOC109424556	AFUN2_012687
OG0002381	LOC109411982	AFUN2_001211
OG0002382	LOC134291462	AFUN2_012088
OG0002383	LOC109409560	AFUN2_008366
OG0002384	LOC109409568	AFUN2_011491
OG0002385	LOC109409562	AFUN2_014252
OG0002386	LOC115254140	AFUN2_001044
OG0002387	LOC109429595	AFUN2_002475
OG0002388	LOC109622823	AFUN2_003970
OG0002389	LOC109397530	AFUN2_005503
OG0002390	LOC134287219, LOC109400398	AFUN2_008329
OG0002391	LOC109430970	AFUN2_007801
OG0002392	LOC134283995, LOC109400418	AFUN2_006003
OG0002393	LOC109399284	AFUN2_010070
OG0002395	LOC115260692	AFUN2_005575
OG0002396	LOC109419673	AFUN2_008489
OG0002397	LOC109423063	AFUN2_003672
OG0002398	LOC109419656	AFUN2_002259
OG0002399	LOC109622736	AFUN2_011216
OG0002400	LOC109412133	AFUN2_014226
OG0002401	LOC109419770, LOC109398247	AFUN2_014245
OG0002402	LOC109419754	AFUN2_006071
OG0002403	LOC109419749	AFUN2_000520
OG0002404	LOC109425166	AFUN2_014424
OG0002405	LOC109400297	AFUN2_009109
OG0002406	LOC134287874	AFUN2_011148
OG0002407	LOC134286747, LOC134286746	AFUN2_003487
OG0002408	LOC134287870	AFUN2_011583
OG0002409	LOC109418673	AFUN2_005962
OG0002410	LOC109418659	AFUN2_012490
OG0002411	LOC109414804	AFUN2_005672
OG0002412	LOC109414787	AFUN2_013479
OG0002414	LOC109413491	AFUN2_010638
OG0002415	LOC109621885	AFUN2_002147
OG0002416	LOC109397364	AFUN2_005165
OG0002417	LOC134287332, LOC109417971	AFUN2_007672
OG0002418	LOC109420244	AFUN2_009722
OG0002419	LOC115257373, LOC109412351	AFUN2_007412
OG0002420	LOC134287965	AFUN2_004117
OG0002421	LOC109408720	AFUN2_001497
OG0002422	LOC109404201	AFUN2_013645
