Orthogroup	AminimusMINIMUS1	AstephensiUCISS2018
OG0002232	AMIN000767	ASTEI20_034129
OG0002233	AMIN010342	ASTEI20_036255, ASTEI20_032533
OG0002234	AMIN010890	ASTEI20_040334
OG0002235	AMIN004800	ASTEI20_044223
OG0002236	AMIN003969	ASTEI20_033975
OG0002237	AMIN002665	ASTEI20_032334
OG0002238	AMIN000733	ASTEI20_033686
OG0002239	AMIN000730	ASTEI20_035417
OG0002240	AMIN000595	ASTEI20_045129
OG0002241	AMIN003649	ASTEI20_033295
OG0002242	AMIN004779	ASTEI20_039000
OG0002244	AMIN005615	ASTEI20_033717
OG0002245	AMIN015556	ASTEI20_044614
OG0002246	AMIN005616	ASTEI20_044379
OG0002247	AMIN000771	ASTEI20_035720
OG0002248	AMIN005444	ASTEI20_038610
OG0002249	AMIN011286	ASTEI20_043522, ASTEI20_036117
OG0002250	AMIN000926	ASTEI20_040864
OG0002251	AMIN000925	ASTEI20_031231
OG0002252	AMIN000927	ASTEI20_043997
OG0002253	AMIN008807	ASTEI20_035231
OG0002254	AMIN003253	ASTEI20_035718
OG0002256	AMIN003250, AMIN001938	ASTEI20_035525
OG0002257	AMIN000803	ASTEI20_044773
OG0002258	AMIN000287	ASTEI20_036901
OG0002259	AMIN005547	ASTEI20_034292
OG0002260	AMIN005145	ASTEI20_035331
OG0002261	AMIN011048	ASTEI20_040889
OG0002262	AMIN015961	ASTEI20_041779, ASTEI20_032004
OG0002263	AMIN007954	ASTEI20_043796, ASTEI20_033307
OG0002264	AMIN016037	ASTEI20_035137
OG0002265	AMIN007386	ASTEI20_030902, ASTEI20_039602
OG0002266	AMIN005451	ASTEI20_035343
OG0002267	AMIN010061	ASTEI20_031246
OG0002268	AMIN001300	ASTEI20_044596, ASTEI20_042453
OG0002269	AMIN001299	ASTEI20_032552, ASTEI20_037994
OG0002270	AMIN008214	ASTEI20_037324
OG0002271	AMIN001312	ASTEI20_038708, ASTEI20_035936
OG0002272	AMIN001313	ASTEI20_036329, ASTEI20_037546
OG0002273	AMIN004505	ASTEI20_044467
OG0002274	AMIN007254	ASTEI20_031610
OG0002275	AMIN003871	ASTEI20_034951
OG0002276	AMIN007259	ASTEI20_035951
OG0002277	AMIN003828	ASTEI20_036205
OG0002278	AMIN003833	ASTEI20_038910
OG0002279	AMIN003829	ASTEI20_040726
OG0002280	AMIN016285	ASTEI20_039664, ASTEI20_032734
OG0002281	AMIN003524	ASTEI20_039057
OG0002282	AMIN010767	ASTEI20_040222
OG0002283	AMIN009591	ASTEI20_039083
OG0002284	AMIN010760	ASTEI20_033382
OG0002285	AMIN001710	ASTEI20_037197
OG0002286	AMIN009705	ASTEI20_033455
OG0002287	AMIN009707	ASTEI20_040694
OG0002288	AMIN009706	ASTEI20_034325
OG0002289	AMIN010780	ASTEI20_045997
OG0002290	AMIN010769	ASTEI20_033129
OG0002291	AMIN001027	ASTEI20_041218
OG0002292	AMIN009184	ASTEI20_036545
OG0002293	AMIN007462	ASTEI20_041434
OG0002294	AMIN006126	ASTEI20_041852
OG0002295	AMIN006125	ASTEI20_043473
OG0002296	AMIN006109	ASTEI20_036165
OG0002297	AMIN005185	ASTEI20_032959
OG0002298	AMIN000502	ASTEI20_045742
OG0002299	AMIN000444	ASTEI20_034255
OG0002300	AMIN000499	ASTEI20_044583
OG0002301	AMIN000437	ASTEI20_042907
OG0002302	AMIN003674	ASTEI20_039469
OG0002304	AMIN004350	ASTEI20_045284
OG0002305	AMIN006523	ASTEI20_044481
OG0002306	AMIN015970	ASTEI20_035750, ASTEI20_040659
OG0002307	AMIN008616	ASTEI20_036319
OG0002308	AMIN010484	ASTEI20_037047
OG0002309	AMIN010206	ASTEI20_036694
OG0002310	AMIN008098	ASTEI20_045787
OG0002311	AMIN003423	ASTEI20_040734
OG0002312	AMIN007981	ASTEI20_033632, ASTEI20_044979
OG0002313	AMIN008258	ASTEI20_042950
OG0002314	AMIN001595	ASTEI20_031522, ASTEI20_045365
OG0002315	AMIN008285	ASTEI20_036867
OG0002316	AMIN008286	ASTEI20_045144
OG0002317	AMIN001602	ASTEI20_039040
OG0002318	AMIN006323	ASTEI20_044442
OG0002319	AMIN001601	ASTEI20_038811
OG0002320	AMIN001604	ASTEI20_032886
OG0002321	AMIN000173	ASTEI20_041840
OG0002322	AMIN000178	ASTEI20_033038
OG0002323	AMIN007896	ASTEI20_032391
OG0002325	AMIN003758	ASTEI20_041421
OG0002326	AMIN002152	ASTEI20_032967
OG0002328	AMIN006831	ASTEI20_045267
OG0002329	AMIN002150	ASTEI20_032623
OG0002330	AMIN007751	ASTEI20_041635
OG0002331	AMIN004708	ASTEI20_035370
OG0002332	AMIN003854	ASTEI20_045976
OG0002333	AMIN004707	ASTEI20_034203
OG0002334	AMIN004701	ASTEI20_045428
OG0002335	AMIN004706	ASTEI20_037151
OG0002336	AMIN004704	ASTEI20_041456
OG0002337	AMIN005683	ASTEI20_042944
OG0002338	AMIN007449	ASTEI20_038934
OG0002339	AMIN009214	ASTEI20_032110
OG0002340	AMIN000763	ASTEI20_035539
OG0002341	AMIN000759	ASTEI20_031169
OG0002342	AMIN003495	ASTEI20_036859
OG0002344	AMIN000787	ASTEI20_038489
OG0002345	AMIN008242	ASTEI20_040992
OG0002346	AMIN001538	ASTEI20_046174
OG0002347	AMIN004340	ASTEI20_031974
OG0002348	AMIN002918	ASTEI20_045421
OG0002349	AMIN000669	ASTEI20_038347
OG0002350	AMIN003148	ASTEI20_033664
OG0002351	AMIN002910	ASTEI20_034549
OG0002352	AMIN005560	ASTEI20_031245
OG0002353	AMIN005674	ASTEI20_039724
OG0002354	AMIN005717	ASTEI20_033603
OG0002355	AMIN009352	ASTEI20_035915
OG0002356	AMIN000660	ASTEI20_033242
OG0002357	AMIN000144	ASTEI20_040713
OG0002358	AMIN002453	ASTEI20_041221, ASTEI20_042011
OG0002359	AMIN000659	ASTEI20_036238
OG0002360	AMIN010883	ASTEI20_045683
OG0002361	AMIN011562	ASTEI20_041119
OG0002362	AMIN006285	ASTEI20_040899, ASTEI20_043641
OG0002363	AMIN007232	ASTEI20_033694
OG0002364	AMIN000970	ASTEI20_043350
OG0002365	AMIN006281	ASTEI20_034009, ASTEI20_037411
OG0002366	AMIN001361	ASTEI20_034543
OG0002367	AMIN002328	ASTEI20_035008
OG0002368	AMIN007196	ASTEI20_038284
OG0002369	AMIN004958	ASTEI20_044591
OG0002370	AMIN004973	ASTEI20_030905
OG0002371	AMIN006894	ASTEI20_039315
OG0002372	AMIN000871	ASTEI20_035374
OG0002373	AMIN001296	ASTEI20_039042, ASTEI20_045837
OG0002374	AMIN006649	ASTEI20_039823, ASTEI20_033669
OG0002375	AMIN008418	ASTEI20_043026
OG0002376	AMIN008190	ASTEI20_038498
OG0002377	AMIN008431	ASTEI20_037981
OG0002378	AMIN008419	ASTEI20_042537
OG0002379	AMIN008427	ASTEI20_032450
OG0002380	AMIN008429	ASTEI20_041910
OG0002381	AMIN008432	ASTEI20_044386
OG0002382	AMIN007463	ASTEI20_036797
OG0002383	AMIN000676	ASTEI20_034483
OG0002384	AMIN003521	ASTEI20_035301
OG0002385	AMIN016083	ASTEI20_040781
OG0002386	AMIN001820	ASTEI20_033281
OG0002387	AMIN001821	ASTEI20_036378
OG0002388	AMIN015992	ASTEI20_036578
OG0002389	AMIN001465	ASTEI20_043025
OG0002390	AMIN004872	ASTEI20_042883
OG0002391	AMIN000573	ASTEI20_042204
OG0002392	AMIN004871	ASTEI20_033460
OG0002393	AMIN007861	ASTEI20_034377
OG0002395	AMIN002050	ASTEI20_044723
OG0002396	AMIN002756	ASTEI20_035380
OG0002397	AMIN007980	ASTEI20_039434, ASTEI20_031846
OG0002398	AMIN003648	ASTEI20_031653
OG0002399	AMIN002754	ASTEI20_031408
OG0002400	AMIN002770	ASTEI20_031131
OG0002401	AMIN001018	ASTEI20_039422
OG0002402	AMIN001338	ASTEI20_041692
OG0002403	AMIN001017	ASTEI20_042046
OG0002404	AMIN015767	ASTEI20_038087
OG0002405	AMIN009561	ASTEI20_042510
OG0002406	AMIN006618, AMIN006619	ASTEI20_043484
OG0002407	AMIN006624	ASTEI20_044338
OG0002408	AMIN006616	ASTEI20_039046
OG0002409	AMIN001274	ASTEI20_038459, ASTEI20_044816
OG0002410	AMIN001271	ASTEI20_032437, ASTEI20_041220
OG0002411	AMIN001276	ASTEI20_037058
OG0002412	AMIN001273	ASTEI20_031058, ASTEI20_036812
OG0002414	AMIN007795	ASTEI20_046100
OG0002415	AMIN004924	ASTEI20_033070
OG0002416	AMIN007661	ASTEI20_043086
OG0002417	AMIN007936	ASTEI20_032358
OG0002418	AMIN007669	ASTEI20_038009
OG0002419	AMIN006678	ASTEI20_046123
OG0002420	AMIN006673	ASTEI20_032165
OG0002421	AMIN009244	ASTEI20_042845
OG0002422	AMIN007188	ASTEI20_035601
OG0002423	AMIN006756	ASTEI20_036156
OG0002424	AMIN007184	ASTEI20_044179
OG0002425	AMIN006095	ASTEI20_031962
OG0002426	AMIN006759	ASTEI20_031151
OG0002427	AMIN006521	ASTEI20_031585
OG0002428	AMIN009243	ASTEI20_039436
OG0002429	AMIN015580	ASTEI20_032177
OG0002430	AMIN010096	ASTEI20_032863
OG0002431	AMIN006530	ASTEI20_036777
OG0002432	AMIN009670	ASTEI20_042810
OG0002433	AMIN004240	ASTEI20_038868
OG0002434	AMIN004242	ASTEI20_037317
OG0002435	AMIN006533	ASTEI20_033752
OG0002436	AMIN004243	ASTEI20_039529
OG0002437	AMIN010051	ASTEI20_036848
OG0002438	AMIN001094	ASTEI20_044940
OG0002439	AMIN009943	ASTEI20_042128
OG0002440	AMIN009942	ASTEI20_042036
OG0002441	AMIN007995	ASTEI20_044712
OG0002442	AMIN006631	ASTEI20_032873
OG0002443	AMIN008133	ASTEI20_033612
OG0002444	AMIN008128	ASTEI20_045307
OG0002445	AMIN008132	ASTEI20_042770
OG0002446	AMIN010378	ASTEI20_034357
OG0002447	AMIN002717	ASTEI20_038353, ASTEI20_032098
OG0002448	AMIN002714	ASTEI20_035037, ASTEI20_045222
OG0002449	AMIN009866	ASTEI20_032373
OG0002450	AMIN004729	ASTEI20_033525
OG0002451	AMIN000254	ASTEI20_037338
OG0002452	AMIN016129	ASTEI20_040047
OG0002453	AMIN005303	ASTEI20_038386
OG0002454	AMIN005501	ASTEI20_038078
OG0002455	AMIN006719	ASTEI20_034385
OG0002456	AMIN006977	ASTEI20_042876
OG0002457	AMIN009173	ASTEI20_034757
OG0002458	AMIN009174	ASTEI20_033511
OG0002459	AMIN009175	ASTEI20_040196
OG0002460	AMIN003931	ASTEI20_035297, ASTEI20_033407
OG0002461	AMIN003927	ASTEI20_036503
OG0002462	AMIN004542, AMIN005871	ASTEI20_039017
OG0002463	AMIN002131	ASTEI20_030857
OG0002464	AMIN001512	ASTEI20_033304
OG0002465	AMIN004749	ASTEI20_039167
OG0002466	AMIN004515	ASTEI20_045869
OG0002467	AMIN008708	ASTEI20_043954
OG0002468	AMIN015830	ASTEI20_043160
OG0002469	AMIN015657	ASTEI20_038716
OG0002470	AMIN002628	ASTEI20_034600
OG0002471	AMIN009381	ASTEI20_038724
OG0002472	AMIN001384	ASTEI20_032025
OG0002473	AMIN007682	ASTEI20_035165
OG0002474	AMIN006143	ASTEI20_038028
OG0002475	AMIN006149	ASTEI20_034359
OG0002476	AMIN006147	ASTEI20_035988
OG0002477	AMIN008422	ASTEI20_041960
OG0002478	AMIN004014	ASTEI20_038953
OG0002479	AMIN010971	ASTEI20_037605
OG0002480	AMIN007225	ASTEI20_037414
OG0002481	AMIN001418	ASTEI20_042523, ASTEI20_035139
OG0002482	AMIN015906	ASTEI20_040236
OG0002483	AMIN003206	ASTEI20_041851
OG0002484	AMIN003169	ASTEI20_032788
OG0002485	AMIN002738	ASTEI20_041553
OG0002486	AMIN003172	ASTEI20_040466
OG0002487	AMIN004696	ASTEI20_044172
OG0002488	AMIN005042	ASTEI20_032846
OG0002489	AMIN004459	ASTEI20_036227
OG0002490	AMIN004462	ASTEI20_040601
OG0002491	AMIN001262	ASTEI20_034788
OG0002492	AMIN001263	ASTEI20_045835
OG0002493	AMIN006567	ASTEI20_035378
OG0002494	AMIN001264	ASTEI20_031219
OG0002495	AMIN000867	ASTEI20_031447
OG0002496	AMIN004166	ASTEI20_037545
OG0002497	AMIN000205	ASTEI20_033781
OG0002498	AMIN003203	ASTEI20_040999
OG0002499	AMIN008770	ASTEI20_038692
OG0002500	AMIN003344	ASTEI20_033677
OG0002501	AMIN003340	ASTEI20_031739
OG0002502	AMIN008136	ASTEI20_038388
OG0002503	AMIN003339	ASTEI20_035146
OG0002504	AMIN003337	ASTEI20_036949
OG0002505	AMIN003303	ASTEI20_035738
OG0002506	AMIN000252	ASTEI20_038268
OG0002507	AMIN000253	ASTEI20_045982
OG0002508	AMIN016289	ASTEI20_038512
OG0002509	AMIN000662	ASTEI20_031872
OG0002510	AMIN002556	ASTEI20_037918
OG0002511	AMIN004159	ASTEI20_037407
OG0002512	AMIN002557	ASTEI20_041413
OG0002513	AMIN000364	ASTEI20_045974
OG0002514	AMIN003511	ASTEI20_044140, ASTEI20_032914
OG0002515	AMIN002629	ASTEI20_041972
OG0002516	AMIN009892	ASTEI20_035920
OG0002517	AMIN009894	ASTEI20_045744
OG0002518	AMIN009890	ASTEI20_031506, ASTEI20_042710
OG0002519	AMIN004083	ASTEI20_041783
OG0002520	AMIN002455	ASTEI20_043834, ASTEI20_039522
OG0002521	AMIN016195	ASTEI20_032549
OG0002522	AMIN011573	ASTEI20_041608
OG0002523	AMIN011577	ASTEI20_037909
OG0002524	AMIN005762	ASTEI20_037072
OG0002525	AMIN002489	ASTEI20_041045, ASTEI20_040408
OG0002526	AMIN007335	ASTEI20_040572
OG0002527	AMIN002491	ASTEI20_040300, ASTEI20_035617
OG0002528	AMIN002487	ASTEI20_040589
OG0002529	AMIN002492	ASTEI20_044031, ASTEI20_032887
OG0002531	AMIN004362	ASTEI20_038948
OG0002532	AMIN004396	ASTEI20_039030
OG0002533	AMIN004381	ASTEI20_040051
OG0002534	AMIN004387	ASTEI20_034687
OG0002535	AMIN008704	ASTEI20_036572
OG0002536	AMIN006013	ASTEI20_040319, ASTEI20_033409
OG0002537	AMIN010044	ASTEI20_042421
OG0002539	AMIN006053	ASTEI20_031901, ASTEI20_039058
OG0002540	AMIN009392	ASTEI20_040218, ASTEI20_041956
OG0002541	AMIN006054	ASTEI20_033353, ASTEI20_042437
OG0002542	AMIN001241	ASTEI20_034298
OG0002543	AMIN005006	ASTEI20_044718
OG0002545	AMIN001870	ASTEI20_034964
OG0002546	AMIN001864	ASTEI20_030882
OG0002547	AMIN015940	ASTEI20_033704
OG0002548	AMIN007530	ASTEI20_043228
OG0002549	AMIN011310	ASTEI20_037191
OG0002550	AMIN003151	ASTEI20_041622
OG0002551	AMIN011312	ASTEI20_032310
OG0002552	AMIN011313	ASTEI20_034956
OG0002553	AMIN007118	ASTEI20_045149
OG0002554	AMIN004226	ASTEI20_037299
OG0002555	AMIN002253	ASTEI20_039256
OG0002556	AMIN006653	ASTEI20_039373, ASTEI20_043451
OG0002557	AMIN008590	ASTEI20_045595, ASTEI20_042654
OG0002558	AMIN008583	ASTEI20_034442, ASTEI20_031186
OG0002559	AMIN008589	ASTEI20_041478, ASTEI20_033088, ASTEI20_042117
OG0002560	AMIN008588	ASTEI20_043120, ASTEI20_042180, ASTEI20_035277
OG0002561	AMIN000589	ASTEI20_041644
OG0002562	AMIN011371	ASTEI20_033414
OG0002563	AMIN011370	ASTEI20_032520
OG0002564	AMIN011353	ASTEI20_042008
OG0002565	AMIN011363	ASTEI20_032626
OG0002566	AMIN006891	ASTEI20_033943
OG0002567	AMIN003796	ASTEI20_035400
OG0002568	AMIN006893	ASTEI20_039946
OG0002569	AMIN000355	ASTEI20_042190
OG0002570	AMIN000278	ASTEI20_034551
OG0002571	AMIN005833	ASTEI20_043652
OG0002572	AMIN006489	ASTEI20_033910
OG0002573	AMIN002529	ASTEI20_032901
OG0002574	AMIN008249	ASTEI20_045427
OG0002575	AMIN009035	ASTEI20_045506
OG0002576	AMIN008271	ASTEI20_037804
OG0002577	AMIN010282	ASTEI20_035354, ASTEI20_042875
OG0002578	AMIN002167	ASTEI20_042756
OG0002580	AMIN003404	ASTEI20_032280
OG0002581	AMIN005347	ASTEI20_040965
OG0002582	AMIN010049	ASTEI20_033940
OG0002583	AMIN003403	ASTEI20_040229
OG0002584	AMIN004076	ASTEI20_037323
OG0002585	AMIN004073	ASTEI20_042287
OG0002586	AMIN011490	ASTEI20_037089
OG0002587	AMIN008949	ASTEI20_033913
OG0002588	AMIN008782	ASTEI20_036831
OG0002589	AMIN008783	ASTEI20_040411
OG0002590	AMIN008950	ASTEI20_038727
OG0002592	AMIN004695	ASTEI20_031830
OG0002593	AMIN006339	ASTEI20_045007
OG0002594	AMIN003323	ASTEI20_031776
OG0002595	AMIN006078	ASTEI20_033108
OG0002596	AMIN003619	ASTEI20_031214
OG0002597	AMIN003620	ASTEI20_033146
OG0002598	AMIN004018	ASTEI20_043412
OG0002599	AMIN015923	ASTEI20_041729
OG0002600	AMIN015924	ASTEI20_033142
OG0002601	AMIN006837	ASTEI20_036714
OG0002602	AMIN010944	ASTEI20_036206
OG0002603	AMIN004127	ASTEI20_044362
OG0002604	AMIN006087	ASTEI20_034460
OG0002605	AMIN009833	ASTEI20_043828
OG0002606	AMIN009832	ASTEI20_034119
OG0002607	AMIN009545	ASTEI20_042179
OG0002608	AMIN003729	ASTEI20_032273
OG0002609	AMIN002372	ASTEI20_032834
OG0002610	AMIN003714	ASTEI20_031782
OG0002611	AMIN011652	ASTEI20_032923, ASTEI20_039961
OG0002612	AMIN011508	ASTEI20_038694
OG0002613	AMIN004934	ASTEI20_039114
OG0002614	AMIN002669	ASTEI20_041294
OG0002615	AMIN002668	ASTEI20_031831
OG0002616	AMIN002672	ASTEI20_032715
OG0002617	AMIN002670	ASTEI20_031741
OG0002618	AMIN001113	ASTEI20_043199
OG0002619	AMIN001114	ASTEI20_031503
OG0002620	AMIN001116	ASTEI20_037331
OG0002621	AMIN002733	ASTEI20_045095
OG0002623	AMIN004787	ASTEI20_035735
OG0002624	AMIN000756	ASTEI20_039095
OG0002625	AMIN002657	ASTEI20_035804
OG0002626	AMIN000888	ASTEI20_045075
OG0002627	AMIN011232	ASTEI20_041284
OG0002628	AMIN011231	ASTEI20_040400
OG0002629	AMIN001681	ASTEI20_032528, ASTEI20_045109
OG0002630	AMIN001679	ASTEI20_044282, ASTEI20_042569
OG0002631	AMIN001412	ASTEI20_044930
OG0002632	AMIN001042	ASTEI20_033974
OG0002633	AMIN001045	ASTEI20_042864
OG0002634	AMIN001044	ASTEI20_043779
OG0002635	AMIN000221	ASTEI20_039991
OG0002636	AMIN010091	ASTEI20_043411
OG0002637	AMIN003770	ASTEI20_041019
OG0002638	AMIN005121	ASTEI20_045451
OG0002639	AMIN001069	ASTEI20_035522
OG0002640	AMIN006692	ASTEI20_044222
OG0002641	AMIN006684, AMIN006685	ASTEI20_039110
OG0002642	AMIN006688	ASTEI20_041975
OG0002643	AMIN006689	ASTEI20_046004
OG0002644	AMIN001876	ASTEI20_039429
OG0002645	AMIN001880	ASTEI20_035589
OG0002646	AMIN001885	ASTEI20_041583
OG0002647	AMIN001875	ASTEI20_040828
OG0002648	AMIN001879	ASTEI20_036088
OG0002649	AMIN008458	ASTEI20_031321
OG0002650	AMIN005790	ASTEI20_036303, ASTEI20_036853
OG0002651	AMIN005073	ASTEI20_039359
OG0002652	AMIN011599	ASTEI20_039628
OG0002653	AMIN004580	ASTEI20_046087
OG0002654	AMIN002948	ASTEI20_035105
OG0002655	AMIN002689	ASTEI20_035128
OG0002656	AMIN002686	ASTEI20_031306
OG0002657	AMIN009781	ASTEI20_035087
OG0002658	AMIN001622	ASTEI20_044409
OG0002659	AMIN006456	ASTEI20_033191
OG0002660	AMIN002041	ASTEI20_040944
OG0002661	AMIN007097	ASTEI20_044156
OG0002662	AMIN009032	ASTEI20_042739
OG0002663	AMIN004450	ASTEI20_042110
OG0002664	AMIN006868	ASTEI20_040064
OG0002665	AMIN001922	ASTEI20_039311
OG0002666	AMIN007139	ASTEI20_033825
OG0002667	AMIN010511	ASTEI20_037086, ASTEI20_031475
OG0002668	AMIN016033	ASTEI20_034049, ASTEI20_042383
OG0002669	AMIN016034	ASTEI20_040960, ASTEI20_041174
OG0002670	AMIN003233	ASTEI20_031648
OG0002671	AMIN010495	ASTEI20_045447, ASTEI20_040986
OG0002672	AMIN010494	ASTEI20_031685, ASTEI20_041559
OG0002673	AMIN005638, AMIN007214	ASTEI20_040882
OG0002674	AMIN005408	ASTEI20_031197
OG0002675	AMIN002103	ASTEI20_041811
OG0002676	AMIN004810	ASTEI20_044763
OG0002677	AMIN000564	ASTEI20_043797
OG0002678	AMIN005440	ASTEI20_031560, ASTEI20_038202
OG0002679	AMIN002313	ASTEI20_034056
OG0002680	AMIN004559	ASTEI20_041046
OG0002681	AMIN004485	ASTEI20_041137
OG0002682	AMIN000460	ASTEI20_042677
OG0002683	AMIN000462	ASTEI20_042553
OG0002684	AMIN000459	ASTEI20_042353
OG0002685	AMIN000473	ASTEI20_043001
OG0002686	AMIN010189	ASTEI20_030890, ASTEI20_034441
OG0002687	AMIN010592	ASTEI20_042123
OG0002688	AMIN000488	ASTEI20_042015
OG0002689	AMIN008405	ASTEI20_045707
OG0002690	AMIN005250	ASTEI20_037296
OG0002691	AMIN005152	ASTEI20_033358
OG0002692	AMIN006720	ASTEI20_038130
OG0002693	AMIN015806	ASTEI20_041982
OG0002694	AMIN006014	ASTEI20_045448, ASTEI20_031984
OG0002695	AMIN005181	ASTEI20_038062
OG0002696	AMIN008021	ASTEI20_031886
OG0002697	AMIN004640	ASTEI20_031906
OG0002698	AMIN004649	ASTEI20_042849
OG0002699	AMIN008313	ASTEI20_037320
OG0002700	AMIN001982	ASTEI20_043724
OG0002701	AMIN010180	ASTEI20_037005, ASTEI20_042417
OG0002702	AMIN001989	ASTEI20_035896
OG0002703	AMIN003839	ASTEI20_031236
OG0002704	AMIN003838	ASTEI20_044831
OG0002705	AMIN000007	ASTEI20_034135
OG0002706	AMIN003101	ASTEI20_039071
OG0002707	AMIN004601	ASTEI20_034373
OG0002708	AMIN008346	ASTEI20_037874
OG0002709	AMIN005436	ASTEI20_034576, ASTEI20_041616
OG0002710	AMIN004046	ASTEI20_035573
OG0002711	AMIN014455, AMIN005791	ASTEI20_045241
OG0002712	AMIN009673	ASTEI20_032114
OG0002713	AMIN007586	ASTEI20_039720
OG0002714	AMIN009982	ASTEI20_035363
OG0002716	AMIN009981	ASTEI20_032751
OG0002717	AMIN011618	ASTEI20_036819
OG0002718	AMIN007720	ASTEI20_031399
OG0002719	AMIN008569	ASTEI20_040366
OG0002720	AMIN008568	ASTEI20_045442
OG0002721	AMIN016272	ASTEI20_040039
OG0002722	AMIN006179	ASTEI20_041800, ASTEI20_031111
OG0002723	AMIN009577	ASTEI20_045994
OG0002724	AMIN011172	ASTEI20_038342
OG0002725	AMIN002805	ASTEI20_031157
OG0002726	AMIN001138	ASTEI20_041301
OG0002727	AMIN004611	ASTEI20_034014
OG0002728	AMIN006512	ASTEI20_035790
OG0002729	AMIN006516	ASTEI20_031086
OG0002730	AMIN006511	ASTEI20_039692
OG0002731	AMIN006517	ASTEI20_042024
OG0002732	AMIN011475	ASTEI20_040871
OG0002733	AMIN016090	ASTEI20_030963, ASTEI20_041636
OG0002734	AMIN000353	ASTEI20_032202
OG0002735	AMIN000351	ASTEI20_036560
OG0002736	AMIN009072	ASTEI20_041110
OG0002737	AMIN006310	ASTEI20_040806
OG0002738	AMIN006303	ASTEI20_035069
OG0002739	AMIN007436	ASTEI20_041265
OG0002740	AMIN006972	ASTEI20_041755
OG0002741	AMIN008691	ASTEI20_036539
OG0002742	AMIN008115	ASTEI20_030844, ASTEI20_035759
OG0002743	AMIN008341	ASTEI20_043022
OG0002744	AMIN002086	ASTEI20_031751
OG0002745	AMIN004043	ASTEI20_034953, ASTEI20_045561
OG0002746	AMIN000786	ASTEI20_043154
OG0002747	AMIN005279	ASTEI20_031557
OG0002748	AMIN004009	ASTEI20_046073
OG0002749	AMIN010564	ASTEI20_039169
OG0002750	AMIN003185	ASTEI20_042042
OG0002751	AMIN002613	ASTEI20_043268
OG0002752	AMIN002611	ASTEI20_041355
OG0002753	AMIN006807	ASTEI20_035001, ASTEI20_031439
OG0002754	AMIN000694	ASTEI20_042986
OG0002755	AMIN005281	ASTEI20_043255
OG0002756	AMIN007561	ASTEI20_034007
OG0002757	AMIN007558	ASTEI20_031669
OG0002758	AMIN010190	ASTEI20_042455, ASTEI20_039445
OG0002759	AMIN010187	ASTEI20_044708, ASTEI20_034792
OG0002760	AMIN010188	ASTEI20_035437, ASTEI20_033075
OG0002761	AMIN007948	ASTEI20_032904, ASTEI20_038140
OG0002762	AMIN006351	ASTEI20_037355, ASTEI20_035606
OG0002763	AMIN006357	ASTEI20_037374
OG0002764	AMIN011255	ASTEI20_036008
OG0002765	AMIN011404	ASTEI20_038395
OG0002766	AMIN008445	ASTEI20_039215
OG0002767	AMIN010340	ASTEI20_039500, ASTEI20_044965
OG0002768	AMIN010336	ASTEI20_043605, ASTEI20_036915
OG0002769	AMIN010338	ASTEI20_039174, ASTEI20_043648
OG0002770	AMIN011256	ASTEI20_043669
OG0002771	AMIN004922	ASTEI20_031289
OG0002772	AMIN004567	ASTEI20_034689
OG0002773	AMIN005782	ASTEI20_044984
OG0002774	AMIN002380	ASTEI20_032069
OG0002775	AMIN007520	ASTEI20_036393
OG0002776	AMIN000503	ASTEI20_038982
OG0002777	AMIN000446	ASTEI20_041082
OG0002778	AMIN015518	ASTEI20_033581
OG0002779	AMIN006876	ASTEI20_031356
OG0002780	AMIN016126	ASTEI20_031730
OG0002781	AMIN006098	ASTEI20_033506
OG0002782	AMIN007279	ASTEI20_043579
OG0002783	AMIN001068	ASTEI20_033510
OG0002784	AMIN005460	ASTEI20_033454
OG0002785	AMIN004251	ASTEI20_043506
OG0002786	AMIN006124	ASTEI20_040563
OG0002787	AMIN009223	ASTEI20_042081
OG0002788	AMIN001969	ASTEI20_031620
OG0002789	AMIN007472	ASTEI20_046078
OG0002790	AMIN004735	ASTEI20_036376
OG0002791	AMIN010687	ASTEI20_035283
OG0002792	AMIN000749	ASTEI20_041674
OG0002793	AMIN002647	ASTEI20_035433
OG0002794	AMIN005274	ASTEI20_032504
OG0002795	AMIN008216	ASTEI20_039535
OG0002797	AMIN015800	ASTEI20_041995
OG0002798	AMIN014006	ASTEI20_039129
OG0002799	AMIN001234, AMIN001235	ASTEI20_044677
OG0002800	AMIN011385	ASTEI20_036815
OG0002801	AMIN011387	ASTEI20_041263
OG0002802	AMIN006562	ASTEI20_040303
OG0002803	AMIN005241	ASTEI20_045262
OG0002805	AMIN000061	ASTEI20_036180
OG0002806	AMIN000058, AMIN000059, AMIN000060	ASTEI20_038470
OG0002807	AMIN001135	ASTEI20_038653
OG0002808	AMIN002278	ASTEI20_039157
OG0002809	AMIN016219	ASTEI20_043051
OG0002810	AMIN002279	ASTEI20_033386
OG0002811	AMIN011088	ASTEI20_043324, ASTEI20_044582
OG0002812	AMIN011089	ASTEI20_034651, ASTEI20_039374
OG0002813	AMIN005483	ASTEI20_042349
OG0002814	AMIN000690	ASTEI20_045568
OG0002815	AMIN003686	ASTEI20_042723
OG0002816	AMIN000691	ASTEI20_038464
OG0002817	AMIN002980	ASTEI20_040099
OG0002818	AMIN003878	ASTEI20_038216
OG0002819	AMIN000942	ASTEI20_042001
OG0002820	AMIN004859	ASTEI20_039837
