Orthogroup	AminimusMINIMUS1	AgambiaePEST
OG0001101	AMIN010394	AGAP007537
OG0001102	AMIN015757	AGAP006405
OG0001103	AMIN005413	AGAP000189
OG0001104	AMIN000780	AGAP029676
OG0001104	AMIN000782	AGAP029639
OG0001105	AMIN003708	AGAP013545
OG0001105	AMIN003705	AGAP012949
OG0001106	AMIN010606, AMIN010603	AGAP007248
OG0001107	AMIN003986, AMIN003987	AGAP002591
OG0001109	AMIN006240	AGAP029774
OG0001109	AMIN006239	AGAP029773
OG0001110	AMIN011622, AMIN011621	AGAP004835
OG0001111	AMIN011548	AGAP005057
OG0001112	AMIN009312	AGAP010930, AGAP029301
OG0001113	AMIN009995	AGAP007008
OG0001115	AMIN004187	AGAP004169
OG0001123	AMIN007727	AGAP029353
OG0001123	AMIN002886	AGAP003812
OG0001127	AMIN005722	AGAP000640, AGAP000638, AGAP011647
OG0001127	AMIN009609	AGAP009065
OG0001129	AMIN008220	AGAP028167, AGAP028007, AGAP012843, AGAP012034
OG0001130	AMIN015850	AGAP003640
OG0001130	AMIN015849	AGAP003639, AGAP003641
OG0001138	AMIN000512	AGAP001952
OG0001139	AMIN015609	AGAP029819
OG0001140	AMIN000911	AGAP003481
OG0001141	AMIN002645	AGAP004081
OG0001142	AMIN000881	AGAP012801, AGAP003516, AGAP012661
OG0001143	AMIN007019	AGAP029080, AGAP010798
OG0001144	AMIN011633	AGAP004849
OG0001145	AMIN005804	AGAP000254
OG0001146	AMIN005828	AGAP000365
OG0001147	AMIN010168	AGAP012831, AGAP005672
OG0001148	AMIN000695	AGAP013270
OG0001150	AMIN009169, AMIN009166	AGAP011320
OG0001151	AMIN001819	AGAP009431
OG0001152	AMIN007075	AGAP013764
OG0001153	AMIN008797	AGAP011654, AGAP011653
OG0001154	AMIN008806	AGAP011638
OG0001155	AMIN008799	AGAP029506
OG0001157	AMIN016005	AGAP028696
OG0001158	AMIN002500, AMIN002499	AGAP002487
OG0001159	AMIN010879, AMIN010881	AGAP005564
OG0001160	AMIN005105	AGAP000974
OG0001162	AMIN015818	AGAP009384, AGAP028142
OG0001163	AMIN006407	AGAP007819
OG0001164	AMIN007583	AGAP005319
OG0001166	AMIN006363	AGAP007779
OG0001167	AMIN009427	AGAP008984
OG0001168	AMIN004522	AGAP012893, AGAP012845, AGAP011531
OG0001169	AMIN007431	AGAP005400
OG0001169	AMIN007429	AGAP005398
OG0001170	AMIN010178	AGAP005655
OG0001171	AMIN003910, AMIN003909	AGAP002807
OG0001172	AMIN007984	AGAP006383
OG0001173	AMIN006798	AGAP009936
OG0001174	AMIN004122	AGAP004230
OG0001175	AMIN004115, AMIN004117	AGAP004233
OG0001176	AMIN003957	AGAP002613
OG0001177	AMIN006333, AMIN005797	AGAP001070
OG0001178	AMIN001994	AGAP000803, AGAP012447
OG0001179	AMIN001390	AGAP029914
OG0001180	AMIN007063	AGAP007935
OG0001181	AMIN000679	AGAP001799
OG0001182	AMIN002553, AMIN002554	AGAP002544
OG0001183	AMIN000735, AMIN000734	AGAP002914
OG0001184	AMIN008267	AGAP029537
OG0001185	AMIN000592, AMIN000594	AGAP001415
OG0001186	AMIN000290, AMIN000288	AGAP003931
OG0001187	AMIN004254	AGAP011356
OG0001188	AMIN003869	AGAP003408, AGAP012641
OG0001189	AMIN003531	AGAP001724
OG0001190	AMIN008626	AGAP011956
OG0001191	AMIN004463	AGAP010845
OG0001192	AMIN006834	AGAP009903
OG0001193	AMIN011202	AGAP005862
OG0001194	AMIN008662, AMIN008664	AGAP010700
OG0001195	AMIN008234	AGAP012057
OG0001196	AMIN008391, AMIN008390	AGAP011188
OG0001197	AMIN009348	AGAP012352
OG0001199	AMIN005356, AMIN005355	AGAP000477
OG0001200	AMIN007229	AGAP010150
OG0001201	AMIN006287	AGAP007978
OG0001202	AMIN002606	AGAP004038
OG0001203	AMIN005391	AGAP001014
OG0001204	AMIN002600	AGAP004034, AGAP012698
OG0001205	AMIN001913	AGAP009537
OG0001206	AMIN002843, AMIN002845	AGAP003318
OG0001207	AMIN004870	AGAP004497
OG0001208	AMIN009276	AGAP010885
OG0001209	AMIN002768	AGAP003164
OG0001210	AMIN001022	AGAP008533
OG0001211	AMIN014129	AGAP010537
OG0001212	AMIN016214	AGAP007458
OG0001213	AMIN010151	AGAP005696, AGAP005695
OG0001214	AMIN000223	AGAP002353
OG0001215	AMIN015920	AGAP008260, AGAP008259, AGAP013767, AGAP008258
OG0001216	AMIN009787	AGAP008431, AGAP008430
OG0001218	AMIN010751	AGAP005299
OG0001219	AMIN010100	AGAP028461
OG0001220	AMIN007993, AMIN007994	AGAP029811
OG0001221	AMIN008134	AGAP004793, AGAP012615
OG0001222	AMIN007210	AGAP007833
OG0001223	AMIN010277	AGAP007635
OG0001224	AMIN001711	AGAP009267
OG0001225	AMIN002002	AGAP000797
OG0001226	AMIN001953, AMIN001952	AGAP000317
OG0001227	AMIN000799, AMIN000798	AGAP002790
OG0001228	AMIN000703	AGAP013246
OG0001228	AMIN000702	AGAP001781
OG0001229	AMIN011018, AMIN011017, AMIN011016	AGAP005713
OG0001230	AMIN001906	AGAP009528
OG0001231	AMIN009230	AGAP012627, AGAP010733
OG0001232	AMIN003514	AGAP001704
OG0001234	AMIN002494	AGAP013525, AGAP002485
OG0001235	AMIN003152	AGAP013301
OG0001236	AMIN004029, AMIN004028	AGAP003669
OG0001237	AMIN009654	AGAP028189
OG0001237	AMIN007084	AGAP007916
OG0001238	AMIN005146	AGAP013440
OG0001239	AMIN005832	AGAP000879
OG0001240	AMIN009649	AGAP009110
OG0001241	AMIN001732	AGAP009290
OG0001242	AMIN015506	AGAP009605
OG0001243	AMIN004889	AGAP029440, AGAP000186, AGAP013399, AGAP004515
OG0001244	AMIN006909, AMIN006908	AGAP029658
OG0001245	AMIN001089	AGAP029488
OG0001246	AMIN005074	AGAP000110
OG0001247	AMIN002950	AGAP003742
OG0001248	AMIN003117, AMIN003116	AGAP002150
OG0001249	AMIN000429	AGAP001854, AGAP012898
OG0001251	AMIN005148	AGAP000751
OG0001252	AMIN016023	AGAP007581
OG0001253	AMIN011119	AGAP007023
OG0001254	AMIN003115	AGAP002151
OG0001255	AMIN009515, AMIN009516	AGAP009781
OG0001256	AMIN002813	AGAP004013
OG0001257	AMIN006060	AGAP008222
OG0001258	AMIN001331	AGAP028131
OG0001259	AMIN001660	AGAP028002
OG0001260	AMIN009843	AGAP009598
OG0001261	AMIN003902	AGAP002798
OG0001261	AMIN003903	AGAP002799
OG0001262	AMIN011585, AMIN011587	AGAP005245
OG0001263	AMIN003863	AGAP003414
OG0001264	AMIN001305	AGAP010563
OG0001265	AMIN005285, AMIN005286	AGAP029808
OG0001266	AMIN007453	AGAP029113
OG0001267	AMIN009655, AMIN009653	AGAP009112
OG0001268	AMIN008180	AGAP004883
OG0001269	AMIN006015	AGAP008273
OG0001270	AMIN006447	AGAP010313
OG0001271	AMIN006448	AGAP010318, AGAP012525
OG0001272	AMIN006375	AGAP007790
OG0001273	AMIN006786	AGAP009946
OG0001274	AMIN002923	AGAP013038, AGAP003771
OG0001275	AMIN002236	AGAP001236
OG0001276	AMIN006751	AGAP009974
OG0001277	AMIN001451	AGAP008513
OG0001278	AMIN008506	AGAP028510
OG0001279	AMIN004416	AGAP029590
OG0001280	AMIN003191, AMIN003193	AGAP001768, AGAP013328
OG0001281	AMIN009710	AGAP009164
OG0001282	AMIN000962	AGAP012556
OG0001283	AMIN007309	AGAP005145, AGAP005146
OG0001284	AMIN000096	AGAP004645
OG0001285	AMIN001256, AMIN001258	AGAP029625
OG0001286	AMIN002057	AGAP029671
OG0001287	AMIN004465, AMIN004466	AGAP010848
OG0001288	AMIN000261	AGAP003899
OG0001289	AMIN007842	AGAP006527
OG0001290	AMIN007840	AGAP006530
OG0001292	AMIN005261	AGAP000514
OG0001293	AMIN009368	AGAP029265
OG0001294	AMIN007703	AGAP006931
OG0001295	AMIN002450	AGAP001558
OG0001296	AMIN001577, AMIN007728, AMIN007729	AGAP006962
OG0001297	AMIN000139, AMIN000140	AGAP002264
OG0001298	AMIN009005	AGAP011458
OG0001299	AMIN003736	AGAP028611
OG0001300	AMIN000893	AGAP012561, AGAP003502
OG0001301	AMIN009551	AGAP009824
OG0001302	AMIN015933	AGAP009997
OG0001303	AMIN009941	AGAP006098
OG0001304	AMIN007286	AGAP005124
OG0001305	AMIN003218	AGAP002872
OG0001306	AMIN002798	AGAP003629
OG0001307	AMIN001134	AGAP010258
OG0001308	AMIN016081	AGAP006676
OG0001309	AMIN002761	AGAP003174, AGAP003175
OG0001310	AMIN000010	AGAP004592
OG0001312	AMIN003868	AGAP003409
OG0001313	AMIN005226, AMIN005227	AGAP000484
OG0001314	AMIN006549	AGAP010355
OG0001315	AMIN010426	AGAP007498
OG0001316	AMIN005229, AMIN005230	AGAP000488
OG0001317	AMIN004677	AGAP013161, AGAP002377
OG0001318	AMIN000664	AGAP003213
OG0001319	AMIN015857	AGAP003765
OG0001321	AMIN010169	AGAP005662
OG0001322	AMIN007360	AGAP005203
OG0001323	AMIN016282	AGAP001523
OG0001324	AMIN007783	AGAP006611
OG0001326	AMIN009441, AMIN009442	AGAP009000
OG0001327	AMIN002110	AGAP000047
OG0001329	AMIN002565	AGAP002556
OG0001330	AMIN010673	AGAP006143
OG0001331	AMIN002026	AGAP000952
OG0001332	AMIN002187	AGAP001296
OG0001333	AMIN007021	AGAP029620
OG0001334	AMIN003654	AGAP002649
OG0001335	AMIN010967, AMIN010968	AGAP005962
OG0001336	AMIN010915	AGAP006027
OG0001337	AMIN003261, AMIN003263	AGAP001446
OG0001338	AMIN000536, AMIN000534	AGAP001344
OG0001339	AMIN003119, AMIN003118	AGAP029545
OG0001340	AMIN009541, AMIN009542	AGAP009809
OG0001341	AMIN009181, AMIN009182	AGAP029189
OG0001342	AMIN006102	AGAP029542
OG0001343	AMIN000295	AGAP003939
OG0001344	AMIN000271, AMIN000272	AGAP003914
OG0001345	AMIN005721, AMIN005727, AMIN005728	AGAP000639
OG0001346	AMIN004057, AMIN004056	AGAP029103
OG0001347	AMIN005986	AGAP008317
OG0001348	AMIN009422, AMIN009423, AMIN009424	AGAP008980
OG0001349	AMIN016225	AGAP007452
OG0001350	AMIN003939, AMIN003937	AGAP002628
OG0001351	AMIN003880	AGAP029976
OG0001352	AMIN002461	AGAP002079
OG0001354	AMIN016152	AGAP029236
OG0001355	AMIN000985, AMIN000986	AGAP008574
OG0001356	AMIN006083	AGAP029474
OG0001357	AMIN008735	AGAP029899
OG0001358	AMIN008219, AMIN008217	AGAP029503
OG0001359	AMIN007037	AGAP029651
OG0001360	AMIN004412	AGAP029538
OG0001361	AMIN000019, AMIN000021	AGAP004604
OG0001362	AMIN009748, AMIN009746	AGAP009210
OG0001363	AMIN011466	AGAP004982
OG0001364	AMIN005344	AGAP000005
OG0001366	AMIN005058	AGAP000095
OG0001369	AMIN009302, AMIN009303	AGAP010922
OG0001370	AMIN008697, AMIN008696	AGAP010655
OG0001371	AMIN015804	AGAP009057
OG0001372	AMIN008496	AGAP011097
OG0001373	AMIN005713	AGAP000420
OG0001374	AMIN001492	AGAP009638
OG0001375	AMIN007757	AGAP006638
OG0001376	AMIN007306, AMIN007308	AGAP005143
OG0001377	AMIN009022, AMIN009023	AGAP011479
OG0001378	AMIN004246, AMIN004247	AGAP011349
OG0001380	AMIN010353	AGAP007719
OG0001381	AMIN004788	AGAP004402
OG0001382	AMIN010997	AGAP005931
OG0001383	AMIN003691	AGAP002989
OG0001384	AMIN001216, AMIN001210	AGAP000915
OG0001385	AMIN005663, AMIN005665	AGAP000383
OG0001386	AMIN008862	AGAP029546
OG0001387	AMIN004732	AGAP004335
OG0001388	AMIN003213	AGAP002879
OG0001389	AMIN001670	AGAP008899
OG0001390	AMIN000299	AGAP003943
OG0001392	AMIN010115	AGAP006721
OG0001393	AMIN006007	AGAP008286
OG0001395	AMIN003459	AGAP028469
OG0001396	AMIN010193, AMIN010194	AGAP005096
OG0001397	AMIN000349	AGAP029112
OG0001398	AMIN001926	AGAP029897
OG0001399	AMIN000936	AGAP003459
OG0001400	AMIN016027, AMIN015773	AGAP007543
OG0001401	AMIN009280	AGAP028616
OG0001402	AMIN006070	AGAP008202
OG0001403	AMIN008406, AMIN008408	AGAP011177
OG0001404	AMIN006185	AGAP011534
OG0001405	AMIN003010	AGAP012668
OG0001405	AMIN003011	AGAP029586
OG0001406	AMIN011216	AGAP007077, AGAP007076
OG0001408	AMIN000824	AGAP002226
OG0001409	AMIN011346	AGAP006235
OG0001410	AMIN008767	AGAP029516
OG0001411	AMIN007694	AGAP006923
OG0001412	AMIN009358	AGAP012340
OG0001413	AMIN016156	AGAP006436
OG0001414	AMIN009305	AGAP029652
OG0001426	AMIN002015	AGAP013147
OG0001426	AMIN003806, AMIN002014	AGAP000789
OG0001427	AMIN007382	AGAP005337, AGAP005339
OG0001428	AMIN004401	AGAP008714, AGAP011982
OG0001429	AMIN011130	AGAP005790, AGAP005791, AGAP005792
OG0001430	AMIN010546	AGAP007319, AGAP007318, AGAP007320, AGAP007321
OG0001432	AMIN000997	AGAP008562, AGAP008561, AGAP028046, AGAP029079
OG0001433	AMIN006138	AGAP013752, AGAP008138
OG0001434	AMIN014483	AGAP008235, AGAP027988
OG0001434	AMIN003103	AGAP029912
OG0001444	AMIN011327	AGAP006205
OG0001445	AMIN015547	AGAP003257
OG0001447	AMIN002748	AGAP002476
OG0001448	AMIN002473	AGAP003202, AGAP003201
OG0001449	AMIN005327	AGAP000569
OG0001450	AMIN010167	AGAP005673
OG0001451	AMIN001495	AGAP009639
OG0001452	AMIN004042	AGAP003867
OG0001453	AMIN016098	AGAP001789, AGAP012732
OG0001454	AMIN008932	AGAP012391
OG0001455	AMIN007267	AGAP008570
OG0001456	AMIN004976	AGAP010422
OG0001458	AMIN009550	AGAP009823
OG0001459	AMIN004437	AGAP012012
OG0001460	AMIN001311	AGAP010573
OG0001461	AMIN002831	AGAP003990
OG0001462	AMIN002399	AGAP001501
OG0001463	AMIN002507	AGAP002494
OG0001464	AMIN007342	AGAP005178
OG0001465	AMIN007169	AGAP007839
OG0001466	AMIN005886	AGAP008931
OG0001467	AMIN009736, AMIN009620	AGAP009075
OG0001468	AMIN001798	AGAP009399, AGAP009400
OG0001469	AMIN002185	AGAP001298
OG0001470	AMIN009683	AGAP009137
OG0001471	AMIN010014	AGAP005886
OG0001472	AMIN011302	AGAP006169
OG0001473	AMIN005773	AGAP010616, AGAP012469
OG0001474	AMIN007243	AGAP010165
OG0001475	AMIN001644	AGAP008879
OG0001476	AMIN001032	AGAP009036
OG0001477	AMIN008885	AGAP011553
OG0001478	AMIN010257	AGAP007617
OG0001479	AMIN010250	AGAP007609, AGAP007610
OG0001480	AMIN006208	AGAP008063
OG0001481	AMIN010693	AGAP006118
OG0001482	AMIN010695	AGAP006117
OG0001483	AMIN010197, AMIN010198	AGAP005099
OG0001484	AMIN007577, AMIN007578	AGAP005311
OG0001486	AMIN010918	AGAP006025
OG0001487	AMIN011084	AGAP007060
OG0001488	AMIN011553	AGAP005060
OG0001489	AMIN001570	AGAP009021
OG0001490	AMIN009685	AGAP009140
OG0001491	AMIN009063	AGAP011520
OG0001492	AMIN006235, AMIN006233	AGAP008035
OG0001493	AMIN006226	AGAP013736
OG0001494	AMIN006209	AGAP008062
OG0001495	AMIN005162	AGAP000739
OG0001496	AMIN010179	AGAP005654
OG0001497	AMIN010182	AGAP005650
OG0001498	AMIN005084	AGAP000120
OG0001499	AMIN005373	AGAP001031
OG0001500	AMIN006943	AGAP012224
OG0001500	AMIN005372	AGAP001032
OG0001501	AMIN000593	AGAP001416
OG0001502	AMIN009547	AGAP009816
OG0001503	AMIN000955	AGAP012744, AGAP003429
OG0001504	AMIN002024	AGAP000780
OG0001505	AMIN005745	AGAP001065
OG0001506	AMIN002088	AGAP000022
OG0001507	AMIN004292	AGAP011782
OG0001508	AMIN006859	AGAP012316
OG0001508	AMIN006863	AGAP028545
OG0001509	AMIN001375	AGAP008736
OG0001510	AMIN010341	AGAP007705
OG0001511	AMIN009313	AGAP011391, AGAP011389, AGAP011390
OG0001512	AMIN009316	AGAP028519
OG0001513	AMIN003485, AMIN003483	AGAP029568
OG0001514	AMIN004405	AGAP011985
OG0001515	AMIN002085	AGAP000018
OG0001516	AMIN005442	AGAP013158
OG0001517	AMIN016039	AGAP005747
OG0001518	AMIN004255	AGAP011357
OG0001519	AMIN003478	AGAP001671
OG0001520	AMIN001923	AGAP028569
OG0001521	AMIN000933	AGAP003462
OG0001522	AMIN003837	AGAP012802, AGAP004109
OG0001523	AMIN006137	AGAP008143
OG0001524	AMIN000500	AGAP001940
OG0001525	AMIN009335	AGAP012364
OG0001526	AMIN007977	AGAP029903
OG0001527	AMIN001603	AGAP008846
OG0001528	AMIN001600	AGAP008843
OG0001529	AMIN000175, AMIN000176	AGAP003572
OG0001531	AMIN004473	AGAP010855
OG0001532	AMIN000561	AGAP001381
OG0001533	AMIN004780	AGAP004395
OG0001534	AMIN009213	AGAP010751
OG0001535	AMIN009197	AGAP011293
OG0001536	AMIN009206	AGAP011284
OG0001537	AMIN008240	AGAP029469
OG0001538	AMIN000668	AGAP003219
OG0001539	AMIN008412	AGAP011172
OG0001540	AMIN008541	AGAP012910, AGAP011045
OG0001541	AMIN000514	AGAP001954
OG0001542	AMIN005072	AGAP000108
OG0001543	AMIN005437	AGAP000159
OG0001544	AMIN006283	AGAP007981
OG0001545	AMIN006286	AGAP013732
OG0001546	AMIN008796	AGAP011655
OG0001547	AMIN001298	AGAP010554
OG0001548	AMIN001297	AGAP010553
OG0001549	AMIN002475	AGAP029379, AGAP013035
OG0001550	AMIN007466	AGAP004720
OG0001551	AMIN001816	AGAP009428
OG0001552	AMIN004519, AMIN009554	AGAP011535
OG0001553	AMIN007416	AGAP005381
OG0001554	AMIN001228	AGAP013495
OG0001555	AMIN006630	AGAP010094, AGAP013723
OG0001556	AMIN016154	AGAP008348
OG0001557	AMIN002464	AGAP012694, AGAP002081
OG0001558	AMIN002465, AMIN002466	AGAP002082
OG0001559	AMIN001265	AGAP010517
OG0001560	AMIN004440	AGAP029443
OG0001561	AMIN005018	AGAP010463
OG0001563	AMIN000106, AMIN000107	AGAP004649
OG0001564	AMIN010269, AMIN010268	AGAP007627
OG0001565	AMIN004033, AMIN004032	AGAP003672
OG0001566	AMIN007992	AGAP006376
OG0001567	AMIN002031	AGAP000204
OG0001569	AMIN004727	AGAP004329, AGAP004330
OG0001570	AMIN004721	AGAP003717, AGAP003716
OG0001571	AMIN001348	AGAP008706
OG0001572	AMIN005305	AGAP000552
OG0001573	AMIN008686	AGAP010676
OG0001574	AMIN002350	AGAP001113
OG0001575	AMIN001074	AGAP000894
OG0001576	AMIN005694	AGAP000403
OG0001577	AMIN009097	AGAP008647
OG0001578	AMIN000048	AGAP004624
OG0001579	AMIN002569	AGAP002558
OG0001580	AMIN004698	AGAP003692
OG0001581	AMIN007494	AGAP028434
OG0001582	AMIN007518	AGAP004672
OG0001583	AMIN007493	AGAP004695
OG0001584	AMIN004460	AGAP012191
OG0001585	AMIN006574	AGAP010380
OG0001586	AMIN004651	AGAP003132
OG0001587	AMIN003198	AGAP002891
OG0001588	AMIN003202	AGAP002888
OG0001589	AMIN009052	AGAP011508
OG0001590	AMIN006174	AGAP008098
OG0001591	AMIN009340	AGAP012357
OG0001592	AMIN015974	AGAP010920, AGAP012418
OG0001593	AMIN003508	AGAP001697
OG0001594	AMIN003510	AGAP001699
OG0001595	AMIN002936	AGAP003755
OG0001596	AMIN009891	AGAP029185
OG0001597	AMIN004363, AMIN004365	AGAP011025
OG0001598	AMIN004380, AMIN004377	AGAP010985
OG0001599	AMIN004383	AGAP011964
OG0001600	AMIN005508	AGAP000242
OG0001601	AMIN008703	AGAP012900, AGAP012577, AGAP010645
OG0001602	AMIN016270	AGAP001471
OG0001603	AMIN001724	AGAP009280
OG0001604	AMIN007532	AGAP006039
OG0001605	AMIN011379	AGAP005431
OG0001606	AMIN016251	AGAP001217
OG0001607	AMIN008584	AGAP011904
OG0001608	AMIN008587	AGAP011907
OG0001609	AMIN008586	AGAP011906
OG0001610	AMIN008022	AGAP006344
OG0001611	AMIN011361	AGAP005412
OG0001612	AMIN008714	AGAP029645
OG0001613	AMIN008721	AGAP011736
OG0001614	AMIN008794	AGAP011659
OG0001615	AMIN002543	AGAP002533
OG0001616	AMIN008207	AGAP028108, AGAP028157
OG0001617	AMIN003867	AGAP003410
OG0001618	AMIN002552	AGAP002543
OG0001619	AMIN009082	AGAP008666
OG0001620	AMIN009076	AGAP008674
OG0001621	AMIN007133	AGAP007871
OG0001622	AMIN008991	AGAP011444, AGAP012608
OG0001623	AMIN000212	AGAP002340
OG0001624	AMIN009727	AGAP009183
OG0001625	AMIN016222	AGAP001495
OG0001626	AMIN016236	AGAP009053
OG0001627	AMIN002736	AGAP002465
OG0001628	AMIN011153	AGAP005810
OG0001630	AMIN005818	AGAP000355
OG0001631	AMIN002655	AGAP002392
OG0001632	AMIN011494, AMIN011492, AMIN011495	AGAP005010
OG0001633	AMIN001413	AGAP008771, AGAP012796
OG0001634	AMIN001878	AGAP009506
OG0001635	AMIN002954	AGAP013455
OG0001636	AMIN002952	AGAP003739
OG0001637	AMIN001620, AMIN001621	AGAP008862
OG0001638	AMIN001924	AGAP009549
OG0001639	AMIN009729	AGAP009188
OG0001640	AMIN001727	AGAP009284
OG0001641	AMIN010513	AGAP007361
OG0001642	AMIN016032	AGAP007379
OG0001643	AMIN000338	AGAP003305
OG0001644	AMIN000528	AGAP001340
OG0001645	AMIN003320	AGAP002011
OG0001647	AMIN000456	AGAP001886
OG0001648	AMIN000474	AGAP012906, AGAP001911
OG0001649	AMIN010588	AGAP007264
OG0001650	AMIN001986, AMIN001985	AGAP000809
OG0001651	AMIN001983	AGAP008539, AGAP000291
OG0001652	AMIN004587	AGAP002307
OG0001653	AMIN004604	AGAP002323
OG0001654	AMIN010756	AGAP000660
OG0001655	AMIN005792	AGAP010670
OG0001656	AMIN006186	AGAP008087
OG0001657	AMIN016153	AGAP008360
OG0001658	AMIN002815	AGAP004011
OG0001659	AMIN008225	AGAP012045
OG0001660	AMIN003346	AGAP002039, AGAP012803
OG0001661	AMIN009074	AGAP029610
OG0001662	AMIN006302	AGAP007967
OG0001663	AMIN014628	AGAP012804, AGAP004759
OG0001664	AMIN005474	AGAP000324
OG0001665	AMIN004491	AGAP011383
OG0001666	AMIN005479	AGAP000328
OG0001667	AMIN010062, AMIN005572	AGAP000634
OG0001668	AMIN000236	AGAP003875
OG0001669	AMIN007557	AGAP005624
OG0001670	AMIN006905, AMIN004952, AMIN004953	AGAP029622
OG0001671	AMIN006353	AGAP007771
OG0001672	AMIN010337	AGAP007700
OG0001673	AMIN004565	AGAP002287
OG0001674	AMIN010633	AGAP007201
OG0001675	AMIN010632	AGAP007202
OG0001676	AMIN014634, AMIN008119	AGAP004780
OG0001677	AMIN002429	AGAP001537
OG0001678	AMIN005374	AGAP001030
OG0001679	AMIN005705, AMIN005708	AGAP029239
OG0001680	AMIN003163	AGAP002954
OG0001681	AMIN004248	AGAP011350
OG0001682	AMIN009446	AGAP009002
OG0001683	AMIN004904	AGAP004532
OG0001684	AMIN004905	AGAP004533
OG0001685	AMIN002994	AGAP004306
OG0001686	AMIN000150	AGAP029562
OG0001687	AMIN006572	AGAP010377
OG0001688	AMIN006563	AGAP010370
OG0001689	AMIN005738	AGAP013021
OG0001690	AMIN005716	AGAP000425
OG0001691	AMIN002277	AGAP001197
OG0001692	AMIN001087	AGAP000901
OG0001693	AMIN008688	AGAP010675
OG0001694	AMIN000112, AMIN000111	AGAP004646
OG0001695	AMIN003825	AGAP004097
OG0001696	AMIN003087	AGAP002181
OG0001697	AMIN011457	AGAP012779, AGAP012902, AGAP004964
OG0001698	AMIN000403	AGAP003224, AGAP012820
OG0001699	AMIN007190	AGAP008814
OG0001700	AMIN006163	AGAP008113
OG0001701	AMIN006157	AGAP008117
OG0001702	AMIN007162	AGAP029772
OG0001704	AMIN008503	AGAP029632
OG0001705	AMIN004423, AMIN004424	AGAP012001
OG0001706	AMIN004427	AGAP012004
OG0001708	AMIN011340	AGAP006227
OG0001709	AMIN004221	AGAP013023, AGAP012972
OG0001710	AMIN007022	AGAP010794
OG0001711	AMIN009564	AGAP012471, AGAP000575
OG0001712	AMIN005114	AGAP000967
OG0001713	AMIN007563	AGAP005629
OG0001714	AMIN009480	AGAP009737
OG0001715	AMIN007498	AGAP028433
OG0001716	AMIN009853, AMIN009378	AGAP029791, AGAP009586
OG0001717	AMIN009855, AMIN009856	AGAP009583
OG0001718	AMIN000197, AMIN000198	AGAP003595
OG0001719	AMIN007341	AGAP005176
OG0001720	AMIN004085	AGAP012809, AGAP004266
OG0001721	AMIN000752	AGAP002929
OG0001722	AMIN000262	AGAP012705, AGAP003900
OG0001723	AMIN000260	AGAP003898
OG0001724	AMIN015519	AGAP005531
OG0001725	AMIN011280	AGAP007138
OG0001726	AMIN010691	AGAP006120
OG0001727	AMIN005082	AGAP000118
OG0001728	AMIN008781	AGAP011677
OG0001729	AMIN007144	AGAP007859, AGAP007856
OG0001730	AMIN010737, AMIN010736	AGAP029989
OG0001731	AMIN008041	AGAP006279
OG0001732	AMIN008097	AGAP004757
OG0001733	AMIN008094	AGAP004754
OG0001734	AMIN000136	AGAP002268
OG0001736	AMIN000931	AGAP003464
OG0001737	AMIN006545	AGAP010351
OG0001738	AMIN005607	AGAP000463
OG0001740	AMIN008073	AGAP028399
OG0001741	AMIN002561	AGAP002552
OG0001742	AMIN005632	AGAP000284
OG0001743	AMIN001594	AGAP008838
OG0001744	AMIN015660	AGAP008835
OG0001745	AMIN001592	AGAP008836
OG0001746	AMIN015661	AGAP008834
OG0001747	AMIN008179	AGAP004882, AGAP012660
OG0001748	AMIN004574	AGAP002295
OG0001749	AMIN007287	AGAP005125
OG0001750	AMIN005729, AMIN005730	AGAP000646
OG0001751	AMIN004323	AGAP011819
OG0001752	AMIN003462	AGAP001652
OG0001753	AMIN008741, AMIN008743	AGAP011717
OG0001754	AMIN008552	AGAP011847
OG0001755	AMIN001509	AGAP009650
OG0001756	AMIN008028, AMIN008031	AGAP006328
OG0001757	AMIN003463	AGAP001653
OG0001758	AMIN001687	AGAP008916
OG0001759	AMIN001685	AGAP008914
OG0001760	AMIN002035	AGAP000670
OG0001762	AMIN005251	AGAP029815
OG0001763	AMIN010356	AGAP007722
OG0001764	AMIN011001	AGAP006665
OG0001765	AMIN011004, AMIN011005	AGAP006669
OG0001766	AMIN006458	AGAP002508
OG0001767	AMIN000602	AGAP001422
OG0001768	AMIN007697	AGAP006925
OG0001769	AMIN000601	AGAP001421
OG0001771	AMIN001562, AMIN001533	AGAP009680
OG0001772	AMIN001558	AGAP009009
OG0001773	AMIN000414	AGAP001819
OG0001774	AMIN000407	AGAP001810
OG0001775	AMIN009768	AGAP008412
OG0001776	AMIN007983	AGAP006384
OG0001777	AMIN001453	AGAP008511
OG0001778	AMIN002634, AMIN002636	AGAP013121
OG0001779	AMIN004320	AGAP011817
OG0001780	AMIN004319	AGAP011816
OG0001781	AMIN003397	AGAP001584
OG0001782	AMIN003735	AGAP003030
OG0001783	AMIN004878	AGAP004504
OG0001784	AMIN011220	AGAP007082
OG0001786	AMIN006329	AGAP029704
OG0001787	AMIN005488	AGAP000338
OG0001788	AMIN010624	AGAP007210
OG0001789	AMIN010625	AGAP007209
OG0001790	AMIN002012	AGAP000791
OG0001791	AMIN003556	AGAP002760
OG0001792	AMIN009998	AGAP005789, AGAP005864
OG0001793	AMIN009986	AGAP007001
OG0001794	AMIN009987	AGAP007002
OG0001795	AMIN005564	AGAP000840
