Orthogroup	AminimusMINIMUS1	AfunestusAfunGA1
OG0001279	AMIN004417, AMIN004416	AFUN2_012200
OG0001280	AMIN003191	AFUN2_009689
OG0001280	AMIN003193	AFUN2_000685
OG0001281	AMIN009710	AFUN2_001466
OG0001282	AMIN000962	AFUN2_006135
OG0001283	AMIN007309	AFUN2_006846
OG0001284	AMIN000096	AFUN2_010280
OG0001285	AMIN001256, AMIN001258	AFUN2_009996
OG0001287	AMIN004466	AFUN2_010078, AFUN2_012522
OG0001288	AMIN000261	AFUN2_013388
OG0001289	AMIN007842	AFUN2_011475
OG0001290	AMIN007840	AFUN2_000644
OG0001292	AMIN005261	AFUN2_001839
OG0001293	AMIN009368	AFUN2_007788
OG0001294	AMIN007703	AFUN2_004970
OG0001295	AMIN002450	AFUN2_014663
OG0001296	AMIN001577, AMIN007728, AMIN007729	AFUN2_000646
OG0001297	AMIN000139, AMIN000140	AFUN2_005211
OG0001298	AMIN009005	AFUN2_009829
OG0001299	AMIN003736	AFUN2_012464
OG0001300	AMIN000893	AFUN2_006368
OG0001301	AMIN009551	AFUN2_001754
OG0001302	AMIN015933	AFUN2_007370
OG0001303	AMIN009941	AFUN2_003469
OG0001304	AMIN007286	AFUN2_004540
OG0001305	AMIN003218	AFUN2_005779
OG0001306	AMIN002798	AFUN2_004028
OG0001307	AMIN001134	AFUN2_007329
OG0001308	AMIN016081	AFUN2_012457
OG0001309	AMIN002761	AFUN2_004228
OG0001310	AMIN000010	AFUN2_002253
OG0001312	AMIN003868	AFUN2_004321
OG0001313	AMIN005227	AFUN2_005496
OG0001314	AMIN006549	AFUN2_004662
OG0001315	AMIN010426	AFUN2_006191
OG0001316	AMIN005230	AFUN2_013742
OG0001317	AMIN004677	AFUN2_010486, AFUN2_004358
OG0001318	AMIN000664	AFUN2_014427
OG0001319	AMIN015856, AMIN015857	AFUN2_004973
OG0001321	AMIN010169	AFUN2_003093
OG0001322	AMIN007360	AFUN2_005280
OG0001323	AMIN016282	AFUN2_003675
OG0001324	AMIN007783	AFUN2_008440
OG0001326	AMIN009442	AFUN2_007366
OG0001327	AMIN002110	AFUN2_009927
OG0001329	AMIN002565	AFUN2_001677
OG0001330	AMIN010673	AFUN2_006471
OG0001331	AMIN002026	AFUN2_011276
OG0001332	AMIN002187	AFUN2_008852
OG0001333	AMIN007021	AFUN2_007446
OG0001334	AMIN003654	AFUN2_013486
OG0001335	AMIN010968	AFUN2_013541
OG0001336	AMIN010915	AFUN2_005063
OG0001337	AMIN003263	AFUN2_009786
OG0001338	AMIN000536, AMIN000534	AFUN2_007814
OG0001339	AMIN003118	AFUN2_013660
OG0001340	AMIN009541, AMIN009542	AFUN2_007504
OG0001341	AMIN009182	AFUN2_000643
OG0001342	AMIN006102	AFUN2_007553
OG0001343	AMIN000295	AFUN2_012098
OG0001344	AMIN000271, AMIN000272	AFUN2_012828
OG0001345	AMIN005721, AMIN005727, AMIN005728	AFUN2_013079
OG0001346	AMIN004056	AFUN2_007160
OG0001347	AMIN005986	AFUN2_002651
OG0001348	AMIN009423, AMIN009424	AFUN2_006653
OG0001349	AMIN016225	AFUN2_002613
OG0001350	AMIN003937	AFUN2_002208
OG0001351	AMIN003884, AMIN003880	AFUN2_009166
OG0001352	AMIN002461	AFUN2_010199
OG0001354	AMIN016152	AFUN2_003911
OG0001355	AMIN000985, AMIN000986	AFUN2_008199
OG0001356	AMIN006083	AFUN2_011863
OG0001357	AMIN008735	AFUN2_003037
OG0001358	AMIN008217	AFUN2_011978
OG0001359	AMIN007037	AFUN2_008777
OG0001360	AMIN004407, AMIN004412	AFUN2_006047
OG0001361	AMIN000021	AFUN2_014615
OG0001362	AMIN009746	AFUN2_010955
OG0001363	AMIN011466	AFUN2_007403
OG0001364	AMIN005344	AFUN2_012706
OG0001366	AMIN005058	AFUN2_003389
OG0001369	AMIN009303	AFUN2_011217
OG0001370	AMIN008696	AFUN2_001897
OG0001371	AMIN015804	AFUN2_011839
OG0001372	AMIN008496	AFUN2_010948
OG0001373	AMIN005713	AFUN2_002768
OG0001374	AMIN001493, AMIN001492	AFUN2_011941
OG0001375	AMIN007757	AFUN2_008554
OG0001376	AMIN007308	AFUN2_007050
OG0001377	AMIN009023	AFUN2_012395
OG0001378	AMIN004247	AFUN2_009901
OG0001380	AMIN010353	AFUN2_010695
OG0001381	AMIN004788	AFUN2_005463
OG0001382	AMIN010997	AFUN2_009081
OG0001383	AMIN003691	AFUN2_001304
OG0001384	AMIN001216, AMIN001210	AFUN2_010839
OG0001385	AMIN005665	AFUN2_002071
OG0001386	AMIN008862	AFUN2_006335
OG0001387	AMIN004734, AMIN004732	AFUN2_010535
OG0001388	AMIN003213	AFUN2_010312
OG0001389	AMIN001670	AFUN2_008503
OG0001390	AMIN000299	AFUN2_001181
OG0001392	AMIN010115	AFUN2_013509
OG0001393	AMIN006007	AFUN2_004651
OG0001395	AMIN003459	AFUN2_004018
OG0001396	AMIN010194	AFUN2_007789
OG0001397	AMIN000349	AFUN2_006710
OG0001398	AMIN001926	AFUN2_008247
OG0001399	AMIN000936	AFUN2_000719
OG0001400	AMIN016027	AFUN2_014138
OG0001401	AMIN009280	AFUN2_002204
OG0001402	AMIN006070	AFUN2_007697
OG0001403	AMIN008408	AFUN2_013132
OG0001404	AMIN006185	AFUN2_013109
OG0001405	AMIN003011	AFUN2_004613
OG0001406	AMIN011216	AFUN2_006695, AFUN2_004458
OG0001408	AMIN000824	AFUN2_010957
OG0001409	AMIN011346	AFUN2_004503
OG0001410	AMIN008767	AFUN2_012431
OG0001411	AMIN007694	AFUN2_012253
OG0001412	AMIN009358	AFUN2_002251
OG0001413	AMIN016156	AFUN2_006847
OG0001414	AMIN009305	AFUN2_013933
OG0001426	AMIN002015	AFUN2_009016
OG0001426	AMIN003806, AMIN002014	AFUN2_002974
OG0001427	AMIN007382	AFUN2_009196, AFUN2_002202, AFUN2_013403, AFUN2_002225
OG0001428	AMIN004401	AFUN2_014286
OG0001429	AMIN011130	AFUN2_006349, AFUN2_014018
OG0001430	AMIN010546	AFUN2_005323
OG0001431	AMIN008130	AFUN2_000859
OG0001432	AMIN000997	AFUN2_013631
OG0001433	AMIN006138	AFUN2_004990, AFUN2_001599
OG0001434	AMIN009390	AFUN2_013286
OG0001434	AMIN014483	AFUN2_008219
OG0001443	AMIN007487	AFUN2_010289
OG0001444	AMIN011327	AFUN2_001365
OG0001445	AMIN015547	AFUN2_012138
OG0001447	AMIN002748	AFUN2_002810
OG0001448	AMIN002473	AFUN2_010023
OG0001449	AMIN005327	AFUN2_007942
OG0001450	AMIN010167	AFUN2_005206
OG0001451	AMIN001495	AFUN2_003223
OG0001452	AMIN004042	AFUN2_004290
OG0001453	AMIN016098	AFUN2_000504
OG0001454	AMIN008932	AFUN2_003416
OG0001455	AMIN007267	AFUN2_014737
OG0001456	AMIN004976	AFUN2_003939
OG0001458	AMIN009550	AFUN2_002970
OG0001459	AMIN004437	AFUN2_008697
OG0001460	AMIN001311	AFUN2_002626
OG0001461	AMIN002831	AFUN2_003577
OG0001462	AMIN002399	AFUN2_013888
OG0001463	AMIN002507	AFUN2_009537
OG0001464	AMIN007342	AFUN2_013842
OG0001465	AMIN007169	AFUN2_011700
OG0001466	AMIN005886	AFUN2_013376
OG0001467	AMIN009736	AFUN2_006172
OG0001467	AMIN009620	AFUN2_010636
OG0001468	AMIN001798	AFUN2_012233
OG0001469	AMIN002185	AFUN2_006360
OG0001470	AMIN009683	AFUN2_001585
OG0001471	AMIN010014	AFUN2_014634
OG0001472	AMIN011302	AFUN2_009854
OG0001473	AMIN005773	AFUN2_001987
OG0001474	AMIN007243	AFUN2_011295
OG0001475	AMIN001644	AFUN2_014412
OG0001476	AMIN001035	AFUN2_006229
OG0001476	AMIN001032	AFUN2_004837
OG0001477	AMIN008885	AFUN2_005139
OG0001478	AMIN010257	AFUN2_009896
OG0001479	AMIN010250	AFUN2_007778
OG0001480	AMIN006208	AFUN2_002221
OG0001481	AMIN010693	AFUN2_010828
OG0001482	AMIN010695	AFUN2_006148
OG0001483	AMIN010198	AFUN2_002425
OG0001484	AMIN007577, AMIN007578	AFUN2_002754
OG0001486	AMIN010918	AFUN2_014768
OG0001487	AMIN011083, AMIN011084	AFUN2_013007, AFUN2_002662
OG0001488	AMIN011553	AFUN2_013484
OG0001489	AMIN001570	AFUN2_008993
OG0001490	AMIN009685	AFUN2_011520
OG0001491	AMIN009063	AFUN2_011316
OG0001492	AMIN006235	AFUN2_004728
OG0001493	AMIN006226	AFUN2_008689
OG0001494	AMIN006209	AFUN2_008313
OG0001495	AMIN005162	AFUN2_009113
OG0001496	AMIN010179	AFUN2_005684
OG0001497	AMIN010182	AFUN2_014203
OG0001498	AMIN005084	AFUN2_014107
OG0001499	AMIN005373	AFUN2_009169
OG0001500	AMIN005372	AFUN2_010323
OG0001501	AMIN000593	AFUN2_012817
OG0001502	AMIN009547	AFUN2_005531
OG0001503	AMIN000955	AFUN2_009974
OG0001504	AMIN002024	AFUN2_009083
OG0001505	AMIN005745	AFUN2_012889
OG0001506	AMIN002088	AFUN2_005291
OG0001507	AMIN004292	AFUN2_011825
OG0001508	AMIN006859	AFUN2_009912
OG0001509	AMIN001375	AFUN2_012231
OG0001510	AMIN010341	AFUN2_005285
OG0001511	AMIN009313	AFUN2_011728
OG0001512	AMIN009316	AFUN2_002429
OG0001513	AMIN003483	AFUN2_002250
OG0001514	AMIN004405	AFUN2_009422
OG0001515	AMIN002085	AFUN2_006729
OG0001516	AMIN005442	AFUN2_005872
OG0001517	AMIN016039	AFUN2_012857
OG0001518	AMIN004255	AFUN2_014447
OG0001519	AMIN003478	AFUN2_000645
OG0001520	AMIN001923	AFUN2_004949, AFUN2_005401
OG0001521	AMIN000933	AFUN2_012381
OG0001522	AMIN003837	AFUN2_003117
OG0001523	AMIN006137	AFUN2_013991
OG0001524	AMIN000500	AFUN2_013433
OG0001525	AMIN009335	AFUN2_008504
OG0001526	AMIN007977	AFUN2_002772
OG0001527	AMIN001603	AFUN2_010612
OG0001528	AMIN001600	AFUN2_000867
OG0001529	AMIN000176	AFUN2_012592
OG0001531	AMIN004473	AFUN2_004191
OG0001532	AMIN000561	AFUN2_004100
OG0001533	AMIN004780	AFUN2_008180
OG0001534	AMIN009213	AFUN2_009155
OG0001535	AMIN009197	AFUN2_010804
OG0001536	AMIN009206	AFUN2_008326
OG0001537	AMIN008240	AFUN2_008238
OG0001538	AMIN000668	AFUN2_002194
OG0001539	AMIN008412	AFUN2_002082
OG0001540	AMIN008541	AFUN2_005901
OG0001541	AMIN000514	AFUN2_008828
OG0001542	AMIN005072	AFUN2_010032, AFUN2_005028, AFUN2_011194, AFUN2_010787
OG0001543	AMIN005437	AFUN2_007707
OG0001544	AMIN006283	AFUN2_009676
OG0001545	AMIN006286	AFUN2_008409
OG0001546	AMIN008796	AFUN2_005603
OG0001547	AMIN001298	AFUN2_009947
OG0001548	AMIN001297	AFUN2_005481
OG0001549	AMIN002475	AFUN2_013289
OG0001550	AMIN007466	AFUN2_007869
OG0001551	AMIN001816	AFUN2_010073
OG0001552	AMIN004519, AMIN009554	AFUN2_009487, AFUN2_010468
OG0001553	AMIN007416	AFUN2_005805
OG0001554	AMIN001228	AFUN2_004593
OG0001555	AMIN006630	AFUN2_010245
OG0001556	AMIN016154	AFUN2_011036
OG0001557	AMIN002464	AFUN2_006190
OG0001558	AMIN002465, AMIN002466	AFUN2_004173
OG0001559	AMIN001265	AFUN2_013269
OG0001560	AMIN004440	AFUN2_001463
OG0001561	AMIN005018	AFUN2_007177
OG0001563	AMIN000107	AFUN2_013551
OG0001564	AMIN010268	AFUN2_011258
OG0001565	AMIN004032	AFUN2_003372
OG0001566	AMIN007992	AFUN2_002193
OG0001567	AMIN002031	AFUN2_013101
OG0001569	AMIN004727	AFUN2_007663
OG0001570	AMIN004721	AFUN2_007750
OG0001571	AMIN001348	AFUN2_003368
OG0001572	AMIN005305	AFUN2_008632
OG0001573	AMIN008686	AFUN2_006751
OG0001574	AMIN002350	AFUN2_003989
OG0001575	AMIN001074	AFUN2_005409
OG0001576	AMIN005694	AFUN2_006134
OG0001577	AMIN009097	AFUN2_004803
OG0001578	AMIN000048	AFUN2_000690
OG0001579	AMIN002569	AFUN2_002158
OG0001581	AMIN007494	AFUN2_009691
OG0001582	AMIN007518	AFUN2_006654
OG0001583	AMIN007493	AFUN2_004974
OG0001584	AMIN004460	AFUN2_001682
OG0001585	AMIN006574	AFUN2_014408
OG0001586	AMIN004651	AFUN2_010022
OG0001587	AMIN003198	AFUN2_011600
OG0001588	AMIN003202	AFUN2_013753
OG0001589	AMIN009052	AFUN2_005829
OG0001590	AMIN006174	AFUN2_005748
OG0001591	AMIN009340	AFUN2_004729
OG0001592	AMIN015974	AFUN2_008158
OG0001593	AMIN003508	AFUN2_010677
OG0001594	AMIN003510	AFUN2_007255
OG0001595	AMIN002936	AFUN2_008381
OG0001596	AMIN009891	AFUN2_006283
OG0001597	AMIN004363, AMIN004365	AFUN2_000601
OG0001598	AMIN004377	AFUN2_004271
OG0001599	AMIN004383	AFUN2_001580
OG0001600	AMIN005508	AFUN2_010971
OG0001601	AMIN008703	AFUN2_014262
OG0001602	AMIN016270	AFUN2_001517
OG0001603	AMIN001724	AFUN2_011074
OG0001604	AMIN007532	AFUN2_013383
OG0001605	AMIN011379	AFUN2_002800
OG0001606	AMIN016251	AFUN2_014414
OG0001607	AMIN008584	AFUN2_007598
OG0001608	AMIN008587	AFUN2_009555
OG0001609	AMIN008586	AFUN2_014251
OG0001610	AMIN008022	AFUN2_005349, AFUN2_012581
OG0001611	AMIN011361	AFUN2_009095
OG0001612	AMIN008714	AFUN2_012580
OG0001613	AMIN008721	AFUN2_001026
OG0001614	AMIN008794	AFUN2_003458
OG0001615	AMIN002543	AFUN2_005371
OG0001616	AMIN008207	AFUN2_006005
OG0001617	AMIN003867	AFUN2_010405
OG0001618	AMIN002552	AFUN2_002358
OG0001619	AMIN009082	AFUN2_012371
OG0001620	AMIN009076	AFUN2_007434
OG0001621	AMIN007133	AFUN2_005123
OG0001622	AMIN008991	AFUN2_007620
OG0001623	AMIN000212	AFUN2_007808
OG0001624	AMIN009727	AFUN2_011628
OG0001625	AMIN016222	AFUN2_004141
OG0001626	AMIN016236	AFUN2_011451
OG0001627	AMIN002736	AFUN2_006132
OG0001628	AMIN011153	AFUN2_008094
OG0001630	AMIN005818	AFUN2_004334
OG0001631	AMIN002655	AFUN2_013907
OG0001632	AMIN011495	AFUN2_005382
OG0001633	AMIN001413	AFUN2_013812
OG0001634	AMIN001878	AFUN2_000547
OG0001635	AMIN002954	AFUN2_010220
OG0001636	AMIN002952	AFUN2_004870
OG0001637	AMIN001620, AMIN001621	AFUN2_010991
OG0001638	AMIN001924	AFUN2_012185
OG0001639	AMIN009729	AFUN2_013342
OG0001640	AMIN001727	AFUN2_008023
OG0001641	AMIN010513	AFUN2_006037
OG0001642	AMIN016032	AFUN2_003656
OG0001643	AMIN000338	AFUN2_001404
OG0001644	AMIN000528	AFUN2_001371
OG0001645	AMIN003320	AFUN2_009626
OG0001647	AMIN000456	AFUN2_002867
OG0001648	AMIN000474	AFUN2_003046
OG0001649	AMIN010588	AFUN2_009771
OG0001650	AMIN001985	AFUN2_006582
OG0001651	AMIN001983	AFUN2_000911
OG0001652	AMIN004587	AFUN2_001236
OG0001653	AMIN004604	AFUN2_013590
OG0001654	AMIN010756	AFUN2_004766
OG0001655	AMIN005792	AFUN2_011081
OG0001656	AMIN006186	AFUN2_008148
OG0001657	AMIN016153	AFUN2_006519
OG0001658	AMIN002815	AFUN2_007031
OG0001659	AMIN008225	AFUN2_014028
OG0001660	AMIN003346	AFUN2_000737
OG0001661	AMIN009074	AFUN2_011434
OG0001662	AMIN006302	AFUN2_003165
OG0001663	AMIN014628	AFUN2_006539
OG0001664	AMIN005474	AFUN2_002127
OG0001665	AMIN004491	AFUN2_002268
OG0001666	AMIN005479	AFUN2_012727
OG0001667	AMIN010062, AMIN005572	AFUN2_008666
OG0001668	AMIN000236	AFUN2_006810
OG0001669	AMIN007557	AFUN2_009579
OG0001670	AMIN006905, AMIN004952, AMIN004953	AFUN2_012797
OG0001671	AMIN006353	AFUN2_000541
OG0001672	AMIN010337	AFUN2_006518
OG0001673	AMIN004565	AFUN2_010148
OG0001674	AMIN010633	AFUN2_000710
OG0001675	AMIN010632	AFUN2_003507
OG0001676	AMIN014634, AMIN008119	AFUN2_000525
OG0001677	AMIN002429	AFUN2_005849
OG0001678	AMIN005374	AFUN2_013306
OG0001679	AMIN005708	AFUN2_001850
OG0001680	AMIN003163	AFUN2_013461
OG0001681	AMIN004248	AFUN2_014618
OG0001682	AMIN009446	AFUN2_000664
OG0001683	AMIN004904	AFUN2_014560
OG0001684	AMIN004905	AFUN2_009267
OG0001685	AMIN002994	AFUN2_004923
OG0001686	AMIN000150	AFUN2_005997
OG0001687	AMIN006572	AFUN2_004740
OG0001688	AMIN006563	AFUN2_010326
OG0001689	AMIN005738	AFUN2_005504
OG0001690	AMIN005716	AFUN2_011134
OG0001691	AMIN002277	AFUN2_000660
OG0001692	AMIN001087	AFUN2_008960
OG0001693	AMIN008688	AFUN2_000830
OG0001694	AMIN000111	AFUN2_008593
OG0001695	AMIN003825	AFUN2_002389
OG0001696	AMIN003087	AFUN2_011336
OG0001697	AMIN011457	AFUN2_004538
OG0001698	AMIN000403	AFUN2_001219
OG0001699	AMIN007190	AFUN2_003860
OG0001700	AMIN006163	AFUN2_001530
OG0001701	AMIN006157	AFUN2_009770
OG0001702	AMIN007162	AFUN2_001611
OG0001704	AMIN008503	AFUN2_013048
OG0001705	AMIN004423	AFUN2_003192
OG0001705	AMIN004424	AFUN2_000729
OG0001706	AMIN004427	AFUN2_009721
OG0001708	AMIN011340	AFUN2_009583
OG0001709	AMIN004221	AFUN2_011506
OG0001710	AMIN007022	AFUN2_007229
OG0001711	AMIN009564	AFUN2_003265
OG0001712	AMIN005114	AFUN2_011250
OG0001713	AMIN007563	AFUN2_002549
OG0001714	AMIN009480	AFUN2_003636
OG0001715	AMIN007500	AFUN2_010208
OG0001715	AMIN007498	AFUN2_005337
OG0001716	AMIN009853, AMIN009378	AFUN2_007940
OG0001717	AMIN009855	AFUN2_012053
OG0001718	AMIN000197	AFUN2_006086
OG0001718	AMIN000198	AFUN2_011704
OG0001719	AMIN007341	AFUN2_002889
OG0001720	AMIN004085	AFUN2_000663
OG0001721	AMIN000752	AFUN2_001186
OG0001722	AMIN000262	AFUN2_001009
OG0001723	AMIN000260	AFUN2_008954
OG0001724	AMIN015519	AFUN2_001237
OG0001725	AMIN011280	AFUN2_010068
OG0001726	AMIN010691	AFUN2_002931
OG0001727	AMIN005082	AFUN2_009762
OG0001728	AMIN008781	AFUN2_012218
OG0001729	AMIN007144	AFUN2_010438
OG0001730	AMIN010736	AFUN2_008487
OG0001731	AMIN008041	AFUN2_006726
OG0001732	AMIN008097	AFUN2_007642
OG0001733	AMIN008094	AFUN2_010267
OG0001734	AMIN000136	AFUN2_001978
OG0001735	AMIN004224, AMIN000973	AFUN2_006734
OG0001736	AMIN000931	AFUN2_001198
OG0001737	AMIN006545	AFUN2_004718
OG0001738	AMIN005607	AFUN2_002380
OG0001740	AMIN008073	AFUN2_001105
OG0001741	AMIN002561	AFUN2_007096
OG0001742	AMIN005632	AFUN2_012173
OG0001743	AMIN001594	AFUN2_012257
OG0001744	AMIN015660	AFUN2_014229
OG0001745	AMIN001592	AFUN2_009992
OG0001746	AMIN015661	AFUN2_009688
OG0001747	AMIN008181, AMIN008179	AFUN2_003189
OG0001748	AMIN004574	AFUN2_008016
OG0001749	AMIN007287	AFUN2_003323
OG0001750	AMIN005729, AMIN005730	AFUN2_012487
OG0001751	AMIN004323	AFUN2_002625
OG0001752	AMIN003462	AFUN2_013026
OG0001753	AMIN008741, AMIN008743	AFUN2_006138
OG0001754	AMIN008552	AFUN2_007020
OG0001755	AMIN001509	AFUN2_003557
OG0001756	AMIN008031	AFUN2_004599
OG0001757	AMIN003463	AFUN2_010325
OG0001758	AMIN001687	AFUN2_005153
OG0001759	AMIN001685	AFUN2_007343
OG0001760	AMIN002035	AFUN2_014433
OG0001762	AMIN005251	AFUN2_005406
OG0001763	AMIN010356	AFUN2_004134
OG0001764	AMIN010999, AMIN011001	AFUN2_012453
OG0001765	AMIN011005	AFUN2_008230
OG0001766	AMIN006458	AFUN2_007564
OG0001767	AMIN000602	AFUN2_010467
OG0001768	AMIN007697	AFUN2_005225
OG0001769	AMIN000601	AFUN2_008223
OG0001771	AMIN001562, AMIN001533	AFUN2_008704
OG0001772	AMIN001558	AFUN2_008091
OG0001773	AMIN000414	AFUN2_004512
OG0001774	AMIN000407	AFUN2_005883
OG0001775	AMIN009768	AFUN2_009785
OG0001776	AMIN007983	AFUN2_003725
OG0001777	AMIN001453	AFUN2_010518
OG0001778	AMIN002634, AMIN002636	AFUN2_009042
OG0001779	AMIN004320	AFUN2_010344
OG0001780	AMIN004319	AFUN2_011431
OG0001781	AMIN003397	AFUN2_001495
OG0001782	AMIN003735	AFUN2_005627
OG0001783	AMIN004878	AFUN2_006604
OG0001784	AMIN011220	AFUN2_004799
OG0001786	AMIN006329	AFUN2_012893
OG0001787	AMIN005488	AFUN2_008779
OG0001788	AMIN010624	AFUN2_009861
OG0001789	AMIN010625	AFUN2_005600
OG0001790	AMIN002012	AFUN2_007846
OG0001791	AMIN003556	AFUN2_014458
OG0001792	AMIN009998	AFUN2_004697
OG0001793	AMIN009986	AFUN2_000589
OG0001794	AMIN009987	AFUN2_004067
OG0001795	AMIN005564	AFUN2_011000
OG0001796	AMIN015771	AFUN2_001703
OG0001797	AMIN007957	AFUN2_013201
OG0001798	AMIN003399	AFUN2_011218
OG0001799	AMIN000646	AFUN2_004876
OG0001800	AMIN001449	AFUN2_004617
OG0001801	AMIN010499	AFUN2_013956
OG0001802	AMIN000080	AFUN2_001109
OG0001803	AMIN005838	AFUN2_012482
OG0001804	AMIN006121	AFUN2_014713
OG0001805	AMIN015794	AFUN2_010521
OG0001806	AMIN009903	AFUN2_004509
OG0001807	AMIN009387, AMIN009388	AFUN2_010019
OG0001808	AMIN011581	AFUN2_005670
OG0001809	AMIN009558	AFUN2_014205
OG0001810	AMIN009569	AFUN2_002598
OG0001811	AMIN002928	AFUN2_010409
OG0001812	AMIN005218	AFUN2_011783
OG0001813	AMIN010630	AFUN2_004019
OG0001814	AMIN010631	AFUN2_009026
OG0001815	AMIN001574	AFUN2_003355
OG0001816	AMIN011109	AFUN2_000959
OG0001817	AMIN009740	AFUN2_012666
OG0001818	AMIN010148	AFUN2_002923
OG0001819	AMIN005653	AFUN2_002912
OG0001820	AMIN010361	AFUN2_013679
OG0001821	AMIN007908	AFUN2_006009
OG0001822	AMIN009715	AFUN2_005825
OG0001823	AMIN010415	AFUN2_000366
OG0001824	AMIN006690	AFUN2_001723
OG0001825	AMIN005256	AFUN2_013241
OG0001826	AMIN015552	AFUN2_013520
OG0001827	AMIN005095	AFUN2_007052
OG0001828	AMIN006358	AFUN2_005642
OG0001829	AMIN008903	AFUN2_002828
OG0001830	AMIN007611	AFUN2_010620
OG0001831	AMIN002093	AFUN2_007601
OG0001832	AMIN008561	AFUN2_000704
OG0001833	AMIN007185	AFUN2_011843
OG0001834	AMIN015497	AFUN2_007515
OG0001835	AMIN004933	AFUN2_011679
OG0001836	AMIN009456	AFUN2_011297
OG0001837	AMIN004881	AFUN2_010819
OG0001838	AMIN008289, AMIN008290	AFUN2_004196
OG0001839	AMIN001761	AFUN2_012337
OG0001840	AMIN005561	AFUN2_003405
OG0001841	AMIN010560	AFUN2_013695
OG0001842	AMIN009351	AFUN2_014690
OG0001843	AMIN003500	AFUN2_004120
OG0001844	AMIN006986	AFUN2_003521
OG0001845	AMIN015778	AFUN2_006514
OG0001846	AMIN008369	AFUN2_000991
OG0001847	AMIN014466	AFUN2_008973
OG0001847	AMIN009051	AFUN2_003513
OG0001848	AMIN005470	AFUN2_007656
OG0001849	AMIN008446	AFUN2_000820
OG0001850	AMIN000621	AFUN2_002724
OG0001851	AMIN002423	AFUN2_006711
OG0001852	AMIN008435, AMIN008434	AFUN2_005160
OG0001853	AMIN015973	AFUN2_004240
OG0001854	AMIN004311	AFUN2_007007
OG0001855	AMIN007619	AFUN2_009184
OG0001856	AMIN015737	AFUN2_002547
OG0001857	AMIN003689	AFUN2_003446
OG0001858	AMIN016030	AFUN2_008665
OG0001859	AMIN003454	AFUN2_003250
OG0001860	AMIN000263	AFUN2_008776
OG0001861	AMIN010248	AFUN2_008282
OG0001862	AMIN003396	AFUN2_010029
OG0001863	AMIN008168	AFUN2_007773
OG0001864	AMIN009862	AFUN2_002233
OG0001865	AMIN005321	AFUN2_008646
OG0001866	AMIN003418	AFUN2_007799
OG0001867	AMIN005984	AFUN2_008520
OG0001868	AMIN004674	AFUN2_002408
OG0001869	AMIN004999	AFUN2_008080
OG0001870	AMIN000808	AFUN2_005694
OG0001871	AMIN007313	AFUN2_007627
OG0001872	AMIN002741	AFUN2_002314
OG0001873	AMIN002562	AFUN2_009743
OG0001874	AMIN003047	AFUN2_010683
OG0001875	AMIN010798, AMIN010797	AFUN2_009650
OG0001876	AMIN004600	AFUN2_012466
OG0001877	AMIN004827	AFUN2_001212
OG0001878	AMIN006215, AMIN006213	AFUN2_005068
OG0001879	AMIN008890	AFUN2_003883
OG0001880	AMIN002697, AMIN002696, AMIN011086, AMIN002698	AFUN2_013384
OG0001881	AMIN009979	AFUN2_003732
OG0001883	AMIN009931	AFUN2_014797
OG0001884	AMIN001054	AFUN2_013552
OG0001885	AMIN002968	AFUN2_008958
OG0001886	AMIN005742	AFUN2_010491
OG0001887	AMIN005613	AFUN2_014786
OG0001889	AMIN005661	AFUN2_013337
OG0001890	AMIN008213	AFUN2_006840
OG0001891	AMIN009438	AFUN2_014140
OG0001892	AMIN000114	AFUN2_011259
OG0001893	AMIN004384, AMIN004338	AFUN2_005307
OG0001894	AMIN002076	AFUN2_004167
OG0001895	AMIN010600	AFUN2_014227
OG0001896	AMIN001064	AFUN2_014049, AFUN2_001216
OG0001897	AMIN005515	AFUN2_011751
OG0001898	AMIN005288	AFUN2_002656
OG0001899	AMIN006008	AFUN2_013404
OG0001901	AMIN006378	AFUN2_014282
OG0001902	AMIN002991	AFUN2_011565
OG0001903	AMIN000469	AFUN2_012217
OG0001905	AMIN000638	AFUN2_000770
OG0001906	AMIN004037	AFUN2_002632
OG0001907	AMIN008739, AMIN008738	AFUN2_004454
OG0001908	AMIN002563	AFUN2_006874
OG0001909	AMIN006182	AFUN2_010061
OG0001910	AMIN006554	AFUN2_009985
OG0001912	AMIN004504	AFUN2_007805
OG0001913	AMIN005223	AFUN2_009671
OG0001914	AMIN011518	AFUN2_011749
OG0001915	AMIN003811	AFUN2_006183
OG0001916	AMIN000785	AFUN2_003926
OG0001917	AMIN003280	AFUN2_013655
OG0001918	AMIN002067	AFUN2_002532
OG0001919	AMIN016209, AMIN010174	AFUN2_010448
OG0001920	AMIN000410	AFUN2_014605
OG0001921	AMIN000378	AFUN2_005840
OG0001922	AMIN007989	AFUN2_010432
OG0001923	AMIN011279	AFUN2_008144
OG0001924	AMIN006781	AFUN2_013481
OG0001925	AMIN002090	AFUN2_010650
OG0001926	AMIN005567	AFUN2_012177
OG0001927	AMIN009966, AMIN009965	AFUN2_008992, AFUN2_013102
OG0001928	AMIN011226	AFUN2_005041
OG0001929	AMIN005224	AFUN2_004935
OG0001930	AMIN016212	AFUN2_010260
OG0001931	AMIN001193	AFUN2_005164
OG0001933	AMIN000149	AFUN2_001265
OG0001934	AMIN011386	AFUN2_011352
