Orthogroup	AminimusMINIMUS1	AdirusWRAIR2
OG0001801	AMIN010499	ADIR007300
OG0001802	AMIN000080	ADIR005869
OG0001803	AMIN005838	ADIR000935
OG0001804	AMIN006121	ADIR011312
OG0001805	AMIN015794	ADIR006461
OG0001806	AMIN009903	ADIR016158
OG0001807	AMIN009387	ADIR011423
OG0001807	AMIN009388	ADIR011422
OG0001808	AMIN011580	ADIR009820
OG0001808	AMIN011581	ADIR009821
OG0001809	AMIN009558	ADIR005171
OG0001810	AMIN009569	ADIR005180
OG0001811	AMIN002928	ADIR002536
OG0001812	AMIN005218	ADIR006559, ADIR000843
OG0001813	AMIN010630	ADIR004152
OG0001814	AMIN010631	ADIR004153
OG0001815	AMIN001576, AMIN001574	ADIR004964
OG0001816	AMIN011109	ADIR007852, ADIR004479
OG0001817	AMIN009741, AMIN009740	ADIR015888
OG0001818	AMIN010148	ADIR003700
OG0001819	AMIN005653	ADIR003946
OG0001820	AMIN010361	ADIR007026
OG0001821	AMIN007908	ADIR007655, ADIR007656
OG0001822	AMIN009715	ADIR006265
OG0001823	AMIN010415	ADIR007204
OG0001824	AMIN006690	ADIR009340
OG0001825	AMIN005256	ADIR000790
OG0001826	AMIN015552	ADIR015559, ADIR015558
OG0001828	AMIN006358	ADIR010934
OG0001829	AMIN008903	ADIR004343
OG0001830	AMIN007611	ADIR008660
OG0001831	AMIN002093	ADIR000988, ADIR000989
OG0001832	AMIN008561	ADIR002356
OG0001833	AMIN007185	ADIR010845
OG0001834	AMIN015497	ADIR009810, ADIR009809
OG0001835	AMIN004932	ADIR004410
OG0001835	AMIN004933	ADIR004409
OG0001836	AMIN009456	ADIR005062
OG0001837	AMIN004883	ADIR006742
OG0001837	AMIN004881	ADIR006739
OG0001838	AMIN008289	ADIR002044
OG0001838	AMIN008290	ADIR002046
OG0001839	AMIN001761	ADIR006130
OG0001840	AMIN005561	ADIR011540, ADIR003133
OG0001841	AMIN010560	ADIR008203
OG0001842	AMIN009351	ADIR000507
OG0001843	AMIN003499	ADIR010406
OG0001843	AMIN003500	ADIR010405
OG0001844	AMIN006986	ADIR009848, ADIR009468
OG0001845	AMIN015778	ADIR015691
OG0001846	AMIN008369	ADIR000080
OG0001847	AMIN014466	ADIR001991
OG0001847	AMIN005573, AMIN009051	ADIR009777
OG0001848	AMIN005470	ADIR001138, ADIR006420
OG0001849	AMIN008447	ADIR001750
OG0001849	AMIN008446	ADIR001751
OG0001850	AMIN000620	ADIR003166
OG0001850	AMIN000621	ADIR003167
OG0001851	AMIN002423	ADIR009883
OG0001852	AMIN008435	ADIR001763
OG0001852	AMIN008434	ADIR001764
OG0001853	AMIN015973	ADIR015714
OG0001854	AMIN004311	ADIR010789
OG0001855	AMIN007619	ADIR003559
OG0001856	AMIN015737	ADIR003968, ADIR003969
OG0001857	AMIN003689	ADIR003141
OG0001857	AMIN003690	ADIR003140
OG0001858	AMIN016030	ADIR007219
OG0001859	AMIN003454	ADIR010455
OG0001860	AMIN000263	ADIR003381
OG0001861	AMIN010248	ADIR007161
OG0001862	AMIN003396	ADIR005300
OG0001863	AMIN008168	ADIR009220
OG0001864	AMIN009862	ADIR011493
OG0001865	AMIN005321	ADIR001317
OG0001866	AMIN003416	ADIR010491
OG0001867	AMIN005984	ADIR011076
OG0001868	AMIN004673	ADIR004552
OG0001868	AMIN004674	ADIR004551
OG0001869	AMIN004954, AMIN006497, AMIN004999	ADIR005735
OG0001870	AMIN000808	ADIR010723
OG0001871	AMIN007313	ADIR003838
OG0001872	AMIN014894, AMIN014892, AMIN002741	ADIR008442
OG0001873	AMIN002562	ADIR010311
OG0001874	AMIN003048	ADIR010714
OG0001874	AMIN003047	ADIR010713
OG0001875	AMIN010798	ADIR008777
OG0001875	AMIN010797	ADIR008778
OG0001876	AMIN004600	ADIR006683
OG0001876	AMIN004595	ADIR006678
OG0001877	AMIN004826, AMIN004827	ADIR015705
OG0001878	AMIN006215, AMIN006213	ADIR011224
OG0001879	AMIN008890	ADIR000190
OG0001880	AMIN002697	ADIR006386
OG0001880	AMIN002696, AMIN011086	ADIR006385
OG0001880	AMIN002698	ADIR006387
OG0001881	AMIN009979	ADIR004395
OG0001883	AMIN009931	ADIR000879, ADIR008834
OG0001884	AMIN001054	ADIR004729
OG0001885	AMIN002968	ADIR002574
OG0001886	AMIN005742	ADIR000884
OG0001887	AMIN005613	ADIR001381
OG0001889	AMIN005658	ADIR003948
OG0001889	AMIN005661	ADIR003950
OG0001890	AMIN008213	ADIR009666
OG0001891	AMIN009438	ADIR005043
OG0001892	AMIN000116	ADIR009075
OG0001892	AMIN000114	ADIR009077
OG0001893	AMIN004384, AMIN004338	ADIR002005
OG0001894	AMIN002076	ADIR001349
OG0001895	AMIN010600	ADIR008239, ADIR008240
OG0001896	AMIN001064	ADIR004736
OG0001897	AMIN005514, AMIN005515	ADIR001264
OG0001898	AMIN005288	ADIR000959
OG0001899	AMIN006008	ADIR000605
OG0001901	AMIN006378	ADIR000721
OG0001902	AMIN002991	ADIR002907
OG0001903	AMIN000469	ADIR003055
OG0001905	AMIN000638	ADIR009690
OG0001906	AMIN004037	ADIR005354
OG0001907	AMIN008739	ADIR009619
OG0001907	AMIN008738	ADIR009620
OG0001908	AMIN002563	ADIR010310
OG0001909	AMIN006182	ADIR011251
OG0001910	AMIN006553	ADIR009743
OG0001910	AMIN006554	ADIR009742
OG0001912	AMIN004504	ADIR002226
OG0001913	AMIN005221, AMIN005223	ADIR011669
OG0001914	AMIN011518	ADIR008620
OG0001915	AMIN003811	ADIR003323
OG0001916	AMIN000785	ADIR003539
OG0001917	AMIN003280	ADIR010533
OG0001918	AMIN002067	ADIR001340
OG0001919	AMIN016209, AMIN010174	ADIR006898
OG0001920	AMIN000410	ADIR002718
OG0001921	AMIN000378	ADIR002796
OG0001922	AMIN007989	ADIR007437
OG0001923	AMIN011279	ADIR008022
OG0001924	AMIN006781	ADIR004794
OG0001925	AMIN002090	ADIR001330
OG0001926	AMIN005567	ADIR004600
OG0001927	AMIN009966, AMIN009965	ADIR008597
OG0001928	AMIN011226	ADIR008075
OG0001929	AMIN005224	ADIR011752
OG0001930	AMIN016212	ADIR006887
OG0001931	AMIN001231, AMIN001193	ADIR005212
OG0001933	AMIN000149	ADIR008917
OG0001934	AMIN011386	ADIR008799
OG0001935	AMIN001324	ADIR004670
OG0001937	AMIN010519	ADIR007320
OG0001938	AMIN006913	ADIR009556
OG0001939	AMIN015735	ADIR009997, ADIR009999
OG0001940	AMIN005390	ADIR005753
OG0001941	AMIN005486	ADIR001354
OG0001942	AMIN007330, AMIN007331	ADIR015677
OG0001943	AMIN003533	ADIR010369
OG0001944	AMIN004312	ADIR010788
OG0001945	AMIN005359	ADIR002380
OG0001946	AMIN006606	ADIR009989, ADIR011656
OG0001947	AMIN007109, AMIN007108	ADIR005933
OG0001948	AMIN005424	ADIR001111
OG0001949	AMIN001886	ADIR006014
OG0001950	AMIN007679	ADIR006963
OG0001951	AMIN001795	ADIR006105
OG0001952	AMIN011287	ADIR008015
OG0001953	AMIN010183	ADIR006890
OG0001954	AMIN009989	ADIR003809, ADIR003810
OG0001955	AMIN007233	ADIR009700
OG0001956	AMIN005577	ADIR000846
OG0001957	AMIN010161	ADIR006911
OG0001958	AMIN005075, AMIN004398	ADIR001005
OG0001959	AMIN000834	ADIR008941
OG0001960	AMIN003315	ADIR005313
OG0001961	AMIN001871	ADIR006030
OG0001962	AMIN001127	ADIR004077
OG0001962	AMIN001126	ADIR004078
OG0001963	AMIN009864	ADIR011496
OG0001964	AMIN007950	ADIR007696
OG0001965	AMIN004289	ADIR002199
OG0001968	AMIN008112	ADIR009169
OG0001969	AMIN010662	ADIR007937
OG0001970	AMIN003167	ADIR006593
OG0001971	AMIN004269	ADIR002099
OG0001972	AMIN008126	ADIR009182
OG0001974	AMIN005498	ADIR001226
OG0001975	AMIN011026	ADIR007393
OG0001976	AMIN003507	ADIR010396
OG0001977	AMIN005416	ADIR001519
OG0001978	AMIN015741	ADIR011175
OG0001979	AMIN000233	ADIR003410
OG0001980	AMIN005639	ADIR003936
OG0001981	AMIN004852	ADIR010600
OG0001982	AMIN005659	ADIR003949
OG0001983	AMIN005588	ADIR004189, ADIR001406
OG0001984	AMIN009185	ADIR002169
OG0001986	AMIN011050	ADIR007910
OG0001997	AMIN015625	ADIR001142
OG0001998	AMIN005634	ADIR003929
OG0002000	AMIN004536	ADIR000420
OG0002008	AMIN003076	ADIR008983
OG0002009	AMIN016147, AMIN016149, AMIN016000, AMIN015998, AMIN016148, AMIN015999	ADIR004520
OG0002010	AMIN005093	ADIR004637
OG0002011	AMIN004694	ADIR005361
OG0002012	AMIN001213, AMIN007289	ADIR005846
OG0002013	AMIN009650	ADIR006198
OG0002013	AMIN015589	ADIR015563
OG0002016	AMIN008680	ADIR009487
OG0002027	AMIN003035	ADIR010703
OG0002028	AMIN000742	ADIR002646
OG0002029	AMIN016063	ADIR016013
OG0002030	AMIN000729	ADIR002665
OG0002032	AMIN004840	ADIR010613
OG0002033	AMIN003566	ADIR009911
OG0002034	AMIN000883	ADIR010637
OG0002035	AMIN002860	ADIR008433
OG0002036	AMIN002474	ADIR002724
OG0002037	AMIN007459	ADIR009116
OG0002038	AMIN016265	ADIR010123
OG0002039	AMIN005004	ADIR005740
OG0002040	AMIN016267	ADIR010121
OG0002041	AMIN006460	ADIR003903
OG0002042	AMIN005013	ADIR005750
OG0002043	AMIN010723	ADIR009807
OG0002044	AMIN002134	ADIR000975
OG0002045	AMIN005824	ADIR001210
OG0002046	AMIN008681	ADIR009486
OG0002047	AMIN016072	ADIR007533
OG0002048	AMIN008309	ADIR000048
OG0002049	AMIN008671	ADIR009494
OG0002050	AMIN007814, AMIN007813	ADIR007560
OG0002051	AMIN003126	ADIR005803
OG0002052	AMIN008508	ADIR010765
OG0002053	AMIN007810	ADIR007557
OG0002054	AMIN008924	ADIR000537
OG0002055	AMIN014085, AMIN000846	ADIR010679
OG0002056	AMIN004044	ADIR006577
OG0002057	AMIN000848	ADIR010674
OG0002058	AMIN000655	ADIR006455
OG0002059	AMIN004816	ADIR008365
OG0002060	AMIN000849	ADIR010673
OG0002061	AMIN000654	ADIR006456
OG0002062	AMIN003592	ADIR015513
OG0002063	AMIN000395	ADIR002815
OG0002064	AMIN008791	ADIR001818
OG0002065	AMIN009170	ADIR002153
OG0002066	AMIN009163	ADIR002146
OG0002067	AMIN003419	ADIR010490
OG0002068	AMIN003413	ADIR010495
OG0002069	AMIN009474	ADIR005080
OG0002070	AMIN004404	ADIR004363
OG0002072	AMIN004763	ADIR005433
OG0002073	AMIN007740	ADIR016208
OG0002074	AMIN007739	ADIR008164
OG0002075	AMIN007737	ADIR008162
OG0002076	AMIN007738	ADIR016207
OG0002077	AMIN008560	ADIR002355
OG0002078	AMIN003972	ADIR010262
OG0002079	AMIN003975	ADIR010264
OG0002080	AMIN003973	ADIR010263
OG0002081	AMIN004275	ADIR016129
OG0002082	AMIN009309	ADIR005638
OG0002083	AMIN008954	ADIR000528
OG0002084	AMIN003006	ADIR005560
OG0002085	AMIN011061	ADIR007900
OG0002086	AMIN008582	ADIR001971
OG0002087	AMIN008197	ADIR000409
OG0002088	AMIN001301	ADIR000384
OG0002089	AMIN001310	ADIR000392
OG0002090	AMIN004529	ADIR000426
OG0002091	AMIN011062	ADIR007899
OG0002092	AMIN008580	ADIR001969
OG0002094	AMIN008340	ADIR009678
OG0002095	AMIN000347	ADIR008396
OG0002096	AMIN011144	ADIR007815
OG0002096	AMIN011145	ADIR007814
OG0002097	AMIN011141	ADIR007818
OG0002098	AMIN003332	ADIR005329
OG0002099	AMIN003072	ADIR008981
OG0002100	AMIN003711	ADIR003121
OG0002101	AMIN003633	ADIR010177
OG0002102	AMIN003178	ADIR006581
OG0002103	AMIN005570	ADIR004603
OG0002104	AMIN006918	ADIR009552
OG0002105	AMIN009567	ADIR005178
OG0002106	AMIN001475	ADIR004838
OG0002107	AMIN001474	ADIR004840
OG0002108	AMIN015991	ADIR006832
OG0002109	AMIN011619	ADIR011522
OG0002110	AMIN001186	ADIR004018
OG0002111	AMIN009452	ADIR005057
OG0002112	AMIN005799	ADIR003966
OG0002113	AMIN001551	ADIR004987
OG0002114	AMIN009929	ADIR008833
OG0002115	AMIN011435	ADIR001657
OG0002116	AMIN007541	ADIR004326
OG0002117	AMIN010906	ADIR007168
OG0002118	AMIN011643	ADIR009250
OG0002119	AMIN009961	ADIR008593
OG0002120	AMIN002109	ADIR001060
OG0002122	AMIN006443	ADIR009453
OG0002123	AMIN010541	ADIR016146
OG0002124	AMIN007304	ADIR003763
OG0002125	AMIN009682	ADIR006229
OG0002126	AMIN007369	ADIR003762
OG0002127	AMIN007276	ADIR003793
OG0002128	AMIN010480	ADIR007277
OG0002129	AMIN010466	ADIR007259
OG0002130	AMIN010475	ADIR007271
OG0002131	AMIN010474	ADIR007270
OG0002132	AMIN010476	ADIR007272
OG0002133	AMIN010454	ADIR007247
OG0002134	AMIN005571	ADIR001141
OG0002135	AMIN001648	ADIR006789
OG0002136	AMIN005998	ADIR011211
OG0002137	AMIN006808	ADIR004772
OG0002138	AMIN007157	ADIR008547
OG0002139	AMIN005947	ADIR011114
OG0002140	AMIN001181	ADIR004023
OG0002141	AMIN005989	ADIR011071
OG0002142	AMIN001649	ADIR006790
OG0002143	AMIN008877	ADIR000177
OG0002144	AMIN008865	ADIR000165
OG0002145	AMIN008872	ADIR000173
OG0002146	AMIN010223	ADIR007098
OG0002149	AMIN010343	ADIR007043
OG0002150	AMIN010211	ADIR007108
OG0002151	AMIN010258	ADIR007150
OG0002152	AMIN010216	ADIR015914
OG0002153	AMIN001367	ADIR004944
OG0002154	AMIN006403	ADIR000739
OG0002155	AMIN007610	ADIR008661
OG0002156	AMIN006042	ADIR011176
OG0002157	AMIN010929	ADIR007452
OG0002158	AMIN011547	ADIR008651
OG0002159	AMIN011542	ADIR008646
OG0002160	AMIN001568	ADIR004971
OG0002161	AMIN001351	ADIR004695
OG0002162	AMIN001569	ADIR004970
OG0002163	AMIN005940	ADIR011122
OG0002164	AMIN001347	ADIR004691
OG0002165	AMIN006362	ADIR000706
OG0002166	AMIN001180	ADIR004024
OG0002167	AMIN007218	ADIR009269
OG0002168	AMIN006366	ADIR000709
OG0002169	AMIN006364	ADIR000708
OG0002170	AMIN007220	ADIR000777
OG0002171	AMIN009559	ADIR005172
OG0002172	AMIN007219	ADIR000778
OG0002173	AMIN009690	ADIR006237
OG0002174	AMIN009428	ADIR005034
OG0002175	AMIN009691	ADIR006239
OG0002176	AMIN009699	ADIR006247
OG0002177	AMIN009066	ADIR000311
OG0002178	AMIN009064	ADIR000309
OG0002179	AMIN006223	ADIR011216
OG0002180	AMIN006207	ADIR011229
OG0002181	AMIN006227	ADIR011060
OG0002182	AMIN015600	ADIR011247
OG0002183	AMIN006189, AMIN001209	ADIR011245
OG0002184	AMIN003881	ADIR003494
OG0002185	AMIN004055	ADIR006566
OG0002186	AMIN003245	ADIR002889
OG0002187	AMIN015560	ADIR015585
OG0002188	AMIN015561	ADIR015586
OG0002189	AMIN005353	ADIR004127
OG0002190	AMIN001744	ADIR000629
OG0002191	AMIN006085	ADIR006344
OG0002192	AMIN001743	ADIR000627, ADIR000628
OG0002193	AMIN009819	ADIR011446
OG0002194	AMIN007920	ADIR007670
OG0002195	AMIN010990	ADIR007515
OG0002196	AMIN007921	ADIR007671
OG0002197	AMIN008906	ADIR000546
OG0002198	AMIN009252	ADIR005225
OG0002199	AMIN009233	ADIR005274
OG0002200	AMIN011284	ADIR008017
OG0002201	AMIN007387	ADIR003744
OG0002202	AMIN007390	ADIR003740
OG0002203	AMIN007717	ADIR004226
OG0002204	AMIN002121	ADIR001051
OG0002205	AMIN011282	ADIR008018
OG0002206	AMIN007389	ADIR003741
OG0002208	AMIN001518	ADIR005019
OG0002209	AMIN001540	ADIR004997
OG0002210	AMIN001593	ADIR011383
OG0002211	AMIN011063	ADIR007898
OG0002212	AMIN004772	ADIR005441
OG0002213	AMIN003786	ADIR003292
OG0002214	AMIN005748	ADIR000890
OG0002215	AMIN005125	ADIR000810
OG0002216	AMIN007316	ADIR003835
OG0002217	AMIN010651	ADIR007947
OG0002218	AMIN007166	ADIR008557
OG0002219	AMIN002016	ADIR001290
OG0002220	AMIN002637	ADIR006633
OG0002221	AMIN003449	ADIR010460
OG0002222	AMIN003447	ADIR010462
OG0002223	AMIN005031	ADIR005672
OG0002224	AMIN003688	ADIR003142
OG0002226	AMIN004298	ADIR002188
OG0002227	AMIN004092	ADIR005494
OG0002229	AMIN006858	ADIR000479
OG0002230	AMIN001386	ADIR004922
OG0002231	AMIN001378	ADIR004933
OG0002232	AMIN000767	ADIR008520, ADIR003557
OG0002233	AMIN010342	ADIR007046
OG0002234	AMIN010890	ADIR007184
OG0002235	AMIN004800	ADIR005468
OG0002236	AMIN003969	ADIR010260
OG0002237	AMIN002665	ADIR004571
OG0002238	AMIN000733	ADIR002662
OG0002239	AMIN000730	ADIR002664
OG0002240	AMIN000595	ADIR002876
OG0002242	AMIN004779	ADIR005447
OG0002244	AMIN005615	ADIR001379
OG0002245	AMIN015556	ADIR015492, ADIR000798
OG0002246	AMIN005616	ADIR001378
OG0002247	AMIN000771	ADIR003551
OG0002248	AMIN005444	ADIR000044
OG0002249	AMIN011286	ADIR000824
OG0002250	AMIN000926	ADIR008320
OG0002251	AMIN000925	ADIR008321
OG0002252	AMIN000927	ADIR008319
OG0002253	AMIN008807	ADIR000111
OG0002254	AMIN003253	ADIR002444
OG0002256	AMIN003250, AMIN001938	ADIR015707
OG0002257	AMIN000803	ADIR010728
OG0002258	AMIN000287	ADIR003358
OG0002259	AMIN005547	ADIR001527
OG0002260	AMIN005145	ADIR004591
OG0002261	AMIN011048	ADIR007912
OG0002262	AMIN015961	ADIR007698
OG0002263	AMIN007954	ADIR007700
OG0002264	AMIN016037	ADIR005763
OG0002265	AMIN007386	ADIR003745
OG0002266	AMIN005451	ADIR001443
OG0002267	AMIN010061	ADIR003607
OG0002268	AMIN001300	ADIR000383
OG0002270	AMIN008214	ADIR009665
OG0002271	AMIN001312	ADIR000393
OG0002272	AMIN001313	ADIR000395
OG0002273	AMIN004505	ADIR002227
OG0002274	AMIN007254	ADIR004000
OG0002275	AMIN003871	ADIR008272
OG0002276	AMIN007259	ADIR003995
OG0002277	AMIN003828	ADIR002931
OG0002278	AMIN003833	ADIR002936
OG0002279	AMIN003829	ADIR002932
OG0002280	AMIN016285	ADIR016217
OG0002281	AMIN003524	ADIR010379
OG0002282	AMIN010767	ADIR004337
OG0002283	AMIN009591	ADIR011342
OG0002284	AMIN010760	ADIR001698
OG0002285	AMIN001710	ADIR011189
OG0002286	AMIN009705	ADIR006253
OG0002287	AMIN009707	ADIR006255
OG0002288	AMIN009706	ADIR006254
OG0002289	AMIN010780	ADIR004323
OG0002290	AMIN010769	ADIR008876
OG0002291	AMIN001027	ADIR004956
OG0002292	AMIN009184	ADIR002167
OG0002293	AMIN007462	ADIR009168
OG0002294	AMIN006126	ADIR011306
OG0002295	AMIN006125	ADIR011308
OG0002296	AMIN006109	ADIR011322
OG0002297	AMIN005185	ADIR000873
OG0002298	AMIN000502	ADIR003087
OG0002299	AMIN000444	ADIR002681
OG0002300	AMIN000499	ADIR003084
OG0002301	AMIN000437	ADIR002689
OG0002302	AMIN003674	ADIR010824
OG0002304	AMIN004350	ADIR002341
OG0002305	AMIN006523	ADIR005770
OG0002306	AMIN015970	ADIR001922
OG0002307	AMIN008616	ADIR001928
OG0002308	AMIN010484	ADIR007280
OG0002309	AMIN010206	ADIR007022
OG0002310	AMIN008098	ADIR009158
OG0002311	AMIN003423	ADIR010486
OG0002312	AMIN007981	ADIR007430
OG0002313	AMIN008258	ADIR002263
OG0002314	AMIN001595	ADIR011385
OG0002315	AMIN008285	ADIR002040
OG0002316	AMIN008286	ADIR002041
OG0002317	AMIN001602	ADIR007523
OG0002318	AMIN006323	ADIR010966
OG0002319	AMIN001601	ADIR011389
OG0002320	AMIN001604	ADIR011391
OG0002321	AMIN000173	ADIR008493
OG0002322	AMIN000178	ADIR008498
OG0002323	AMIN007896	ADIR007644
OG0002325	AMIN003758	ADIR003264
OG0002326	AMIN002152	ADIR004482
OG0002328	AMIN006831	ADIR004751
OG0002329	AMIN002150	ADIR004480
OG0002330	AMIN007751	ADIR007335
OG0002331	AMIN004708	ADIR005376
OG0002332	AMIN003854	ADIR008288
OG0002333	AMIN004707	ADIR005375
OG0002334	AMIN004701	ADIR005368
OG0002335	AMIN004706	ADIR005374
OG0002336	AMIN004704	ADIR005372
OG0002337	AMIN005683	ADIR010737
OG0002338	AMIN007449	ADIR009138
OG0002339	AMIN009214	ADIR005606
OG0002340	AMIN000763	ADIR008517
OG0002341	AMIN000759	ADIR008513
OG0002342	AMIN003495	ADIR010411
OG0002344	AMIN000787	ADIR003538
OG0002345	AMIN008242	ADIR002248
OG0002346	AMIN001538	ADIR005001
OG0002347	AMIN004340	ADIR002330
OG0002348	AMIN002918	ADIR002524
OG0002349	AMIN000669	ADIR002826
OG0002350	AMIN003148	ADIR005825
OG0002351	AMIN002910	ADIR015686
OG0002352	AMIN005560	ADIR011541
OG0002353	AMIN005674	ADIR001143
OG0002354	AMIN005717	ADIR001178
OG0002355	AMIN009352	ADIR000506
OG0002356	AMIN000660	ADIR002837
OG0002357	AMIN000144	ADIR005568
OG0002358	AMIN002453	ADIR003024
OG0002359	AMIN000659	ADIR002838
OG0002360	AMIN010883	ADIR008746
OG0002361	AMIN011562	ADIR008855
OG0002362	AMIN006285	ADIR011000
OG0002363	AMIN007232	ADIR009699
OG0002364	AMIN000970	ADIR002965
OG0002365	AMIN006281	ADIR011004
OG0002366	AMIN001361	ADIR004707
OG0002367	AMIN002328	ADIR010085
OG0002368	AMIN007196	ADIR011364
OG0002369	AMIN004958	ADIR005696
OG0002370	AMIN004973	ADIR005709
OG0002371	AMIN006894	ADIR000446
OG0002372	AMIN000871	ADIR010650
OG0002373	AMIN001296	ADIR000378
OG0002374	AMIN006649	ADIR009304
OG0002375	AMIN008418	ADIR001781
OG0002376	AMIN008190	ADIR000403
OG0002377	AMIN008431	ADIR001768
OG0002378	AMIN008419	ADIR001780
OG0002379	AMIN008427	ADIR001771
OG0002380	AMIN008429	ADIR001766
OG0002381	AMIN008432	ADIR001769
OG0002382	AMIN007463	ADIR009119
OG0002383	AMIN000676	ADIR006424
OG0002384	AMIN003521	ADIR010382
OG0002385	AMIN016083	ADIR003169
OG0002386	AMIN001820	ADIR015611
OG0002387	AMIN001821	ADIR006081
OG0002388	AMIN015992	ADIR006819, ADIR006818
OG0002389	AMIN001465	ADIR004846
OG0002390	AMIN004872	ADIR006730
OG0002391	AMIN000573	ADIR002851
OG0002392	AMIN004871	ADIR006728
OG0002393	AMIN007861	ADIR007608
OG0002395	AMIN002050	ADIR001493
OG0002396	AMIN002756	ADIR006504
OG0002397	AMIN007980	ADIR007429
OG0002398	AMIN003648	ADIR010193
OG0002399	AMIN002754	ADIR006505
OG0002400	AMIN002770	ADIR006487
OG0002401	AMIN001018	ADIR010860
OG0002402	AMIN001338	ADIR004682
OG0002403	AMIN001017	ADIR010862
OG0002404	AMIN015767	ADIR016111
OG0002405	AMIN009562, AMIN009561	ADIR005174
OG0002406	AMIN006619	ADIR009277
OG0002408	AMIN006616	ADIR009273
OG0002409	AMIN001274	ADIR000364
OG0002410	AMIN001271	ADIR000359
OG0002411	AMIN001275, AMIN001276	ADIR000365
OG0002412	AMIN001273	ADIR000361
OG0002414	AMIN007795	ADIR007380
OG0002415	AMIN004924	ADIR004420
OG0002416	AMIN007661	ADIR004284
OG0002417	AMIN007936	ADIR007684
OG0002418	AMIN007669	ADIR004277
OG0002419	AMIN006678	ADIR009328
OG0002420	AMIN006673	ADIR009321
OG0002421	AMIN009244	ADIR004516
OG0002422	AMIN007188	ADIR010842
OG0002423	AMIN006756	ADIR009359
OG0002424	AMIN007184	ADIR010846
OG0002425	AMIN006095	ADIR006334
OG0002426	AMIN006759	ADIR009357
OG0002427	AMIN006521	ADIR005773
OG0002428	AMIN009243	ADIR004517
OG0002429	AMIN015580	ADIR005775
OG0002430	AMIN010096	ADIR003643
OG0002431	AMIN006530	ADIR009766
OG0002432	AMIN009670	ADIR006218
OG0002433	AMIN004240	ADIR002129
OG0002434	AMIN004242	ADIR002128
OG0002435	AMIN006533	ADIR009763
OG0002436	AMIN004243	ADIR002127
OG0002437	AMIN010051	ADIR003596
OG0002438	AMIN001094	ADIR006000
OG0002439	AMIN009943	ADIR008750
OG0002440	AMIN009942	ADIR008749
OG0002441	AMIN007995	ADIR007443
OG0002442	AMIN006631	ADIR009284
OG0002443	AMIN008133	ADIR009190
OG0002444	AMIN008128	ADIR009184
OG0002445	AMIN008132	ADIR009189
OG0002446	AMIN010378	ADIR006993
OG0002447	AMIN002717	ADIR006406
OG0002448	AMIN002714	ADIR006403
OG0002449	AMIN009866	ADIR011498
OG0002450	AMIN004729	ADIR005392
OG0002451	AMIN000254	ADIR003389
OG0002452	AMIN016129	ADIR016060
OG0002453	AMIN005303	ADIR001323
OG0002454	AMIN005501	ADIR001223
OG0002455	AMIN006719	ADIR009389
OG0002456	AMIN006977	ADIR009474
OG0002457	AMIN009173	ADIR002156
OG0002458	AMIN009174	ADIR002157
OG0002459	AMIN009175	ADIR002158
OG0002460	AMIN003931	ADIR010221
OG0002461	AMIN003927	ADIR010218
OG0002462	AMIN004542, AMIN005871	ADIR010205
OG0002463	AMIN002131	ADIR000972
OG0002464	AMIN001512	ADIR004800
OG0002465	AMIN004749	ADIR005415
OG0002466	AMIN004515	ADIR009562
OG0002467	AMIN008708	ADIR000338
OG0002468	AMIN015830	ADIR015965
OG0002469	AMIN015657	ADIR015978
OG0002470	AMIN002628	ADIR009784
OG0002471	AMIN009381	ADIR011429
OG0002472	AMIN001384	ADIR004924
OG0002473	AMIN007682	ADIR004266
OG0002474	AMIN006143	ADIR011293
OG0002475	AMIN006149	ADIR011285
OG0002476	AMIN006147	ADIR011288
OG0002477	AMIN008422	ADIR001776
OG0002478	AMIN004014	ADIR005567
OG0002479	AMIN010971	ADIR007494
OG0002480	AMIN007225	ADIR009692
OG0002481	AMIN001418	ADIR004893
OG0002482	AMIN015906	ADIR015841
OG0002483	AMIN003206	ADIR003441
OG0002484	AMIN003169	ADIR006591
OG0002485	AMIN002738	ADIR008445
OG0002486	AMIN003172	ADIR006588
OG0002487	AMIN004696	ADIR005363
OG0002488	AMIN005042	ADIR005662
OG0002489	AMIN004459	ADIR002057
OG0002490	AMIN004462	ADIR002060
OG0002491	AMIN001262	ADIR015715
OG0002492	AMIN001263	ADIR015716
OG0002493	AMIN006567	ADIR009731
OG0002494	AMIN001264	ADIR000354
OG0002495	AMIN000867	ADIR010654
OG0002496	AMIN004166	ADIR008474
OG0002497	AMIN000205	ADIR002578
OG0002498	AMIN003203	ADIR003438
OG0002499	AMIN008770	ADIR001842
OG0002500	AMIN003344	ADIR002428
OG0002501	AMIN003340	ADIR015704
OG0002502	AMIN008136	ADIR009193
OG0002503	AMIN003339	ADIR002433
OG0002504	AMIN003337	ADIR002435
OG0002505	AMIN003303	ADIR010512
OG0002506	AMIN000252	ADIR003392
OG0002507	AMIN000253	ADIR003390
OG0002508	AMIN016289	ADIR002105
OG0002509	AMIN000662	ADIR002835
OG0002510	AMIN002556	ADIR010317
OG0002511	AMIN004159	ADIR008481
OG0002512	AMIN002557	ADIR010316
OG0002513	AMIN000364	ADIR002781
OG0002514	AMIN003511	ADIR010393
OG0002515	AMIN002629	ADIR006623
OG0002516	AMIN009892	ADIR008142
OG0002517	AMIN009894	ADIR008144
OG0002518	AMIN009890	ADIR008140
