Orthogroup	AminimusMINIMUS1	AsinensisChina
OG0002354	AMIN005717	ASIC003973
OG0002355	AMIN009352	ASIC004931
OG0002356	AMIN000660	ASIC021496
OG0002357	AMIN000144	ASIC010108
OG0002359	AMIN000659	ASIC021495
OG0002360	AMIN010883	ASIC018824
OG0002361	AMIN011562	ASIC012405
OG0002362	AMIN006285	ASIC013622
OG0002363	AMIN007232	ASIC017364
OG0002364	AMIN000970	ASIC006141
OG0002365	AMIN006281	ASIC013631
OG0002366	AMIN001361	ASIC006517
OG0002367	AMIN002328	ASIC011485
OG0002368	AMIN007196	ASIC008520, ASIC008531
OG0002369	AMIN004958	ASIC009313
OG0002370	AMIN004973	ASIC002175
OG0002371	AMIN006894	ASIC017836
OG0002372	AMIN000871	ASIC008412
OG0002373	AMIN001296	ASIC005978
OG0002374	AMIN006649	ASIC012855
OG0002375	AMIN008418	ASIC004772
OG0002376	AMIN008190	ASIC017921
OG0002377	AMIN008431	ASIC004763
OG0002378	AMIN008419	ASIC004771
OG0002379	AMIN008427	ASIC004754
OG0002381	AMIN008432	ASIC004774
OG0002382	AMIN007463	ASIC011305
OG0002383	AMIN000676	ASIC000807
OG0002384	AMIN003521	ASIC004856
OG0002385	AMIN016083	ASIC015007
OG0002386	AMIN001820	ASIC007365
OG0002387	AMIN001821	ASIC007364
OG0002388	AMIN015992	ASIC014123
OG0002389	AMIN001465	ASIC006890
OG0002390	AMIN004872	ASIC020170
OG0002391	AMIN000573	ASIC020823
OG0002392	AMIN004871	ASIC020168
OG0002393	AMIN007861	ASIC019906
OG0002395	AMIN002050	ASIC009156, ASIC004465
OG0002396	AMIN002756	ASIC016864
OG0002397	AMIN007980	ASIC010992
OG0002398	AMIN003648	ASIC013987
OG0002399	AMIN002754	ASIC016875
OG0002401	AMIN001018	ASIC009075
OG0002402	AMIN001338	ASIC006470
OG0002403	AMIN001017	ASIC009086
OG0002404	AMIN015767	ASIC006598
OG0002405	AMIN009562, AMIN009561	ASIC014541
OG0002406	AMIN006619	ASIC010155
OG0002407	AMIN006624	ASIC010140, ASIC010142
OG0002408	AMIN006616	ASIC010157
OG0002409	AMIN001274	ASIC015515
OG0002410	AMIN001271	ASIC015582
OG0002411	AMIN001275, AMIN001276	ASIC015504
OG0002412	AMIN001273	ASIC015548
OG0002414	AMIN007795	ASIC017442
OG0002415	AMIN004924	ASIC021870
OG0002416	AMIN007661	ASIC000414, ASIC013785
OG0002417	AMIN007936	ASIC002709
OG0002418	AMIN007669	ASIC003259
OG0002419	AMIN006678	ASIC020540
OG0002420	AMIN006673	ASIC012868
OG0002421	AMIN009244	ASIC020906
OG0002422	AMIN007188	ASIC005299
OG0002423	AMIN006756	ASIC002626
OG0002424	AMIN007184	ASIC005304
OG0002425	AMIN006095	ASIC012615, ASIC012614
OG0002426	AMIN006759	ASIC002624
OG0002427	AMIN006521	ASIC005574
OG0002428	AMIN009243	ASIC020903
OG0002429	AMIN015580	ASIC013876
OG0002430	AMIN010096	ASIC019093
OG0002431	AMIN006530	ASIC005571
OG0002432	AMIN009670	ASIC015755
OG0002433	AMIN004240	ASIC004804
OG0002434	AMIN004242	ASIC004806
OG0002435	AMIN006533	ASIC005577
OG0002436	AMIN004243	ASIC004808
OG0002437	AMIN010051	ASIC019645
OG0002438	AMIN001094	ASIC002437
OG0002439	AMIN009943	ASIC003107
OG0002440	AMIN009942	ASIC003106
OG0002441	AMIN007995	ASIC001377, ASIC016620
OG0002442	AMIN006631	ASIC010122
OG0002443	AMIN008133	ASIC014965
OG0002444	AMIN008128	ASIC014972
OG0002445	AMIN008132	ASIC014967
OG0002446	AMIN010378	ASIC002499
OG0002447	AMIN002717	ASIC021092
OG0002448	AMIN002714	ASIC020557
OG0002449	AMIN009866	ASIC012776
OG0002450	AMIN004729	ASIC020968
OG0002451	AMIN000254	ASIC020876
OG0002452	AMIN016129	ASIC020915
OG0002453	AMIN005303	ASIC007625
OG0002454	AMIN005501	ASIC006819
OG0002455	AMIN006719	ASIC008558
OG0002456	AMIN006977	ASIC013663
OG0002457	AMIN009173	ASIC007893
OG0002458	AMIN009174	ASIC007894
OG0002459	AMIN009175	ASIC007896
OG0002460	AMIN003931	ASIC022233
OG0002461	AMIN003927	ASIC022222
OG0002462	AMIN004542, AMIN005871	ASIC014024
OG0002463	AMIN002131	ASIC020320
OG0002464	AMIN001512	ASIC009948
OG0002465	AMIN004749	ASIC020587
OG0002466	AMIN004515	ASIC019349
OG0002467	AMIN008708	ASIC019430, ASIC019429
OG0002468	AMIN015830	ASIC011552
OG0002469	AMIN015657	ASIC011553
OG0002470	AMIN002628	ASIC010257, ASIC018856
OG0002471	AMIN009381	ASIC012058
OG0002472	AMIN001384	ASIC006568
OG0002473	AMIN007682	ASIC018869
OG0002474	AMIN006143	ASIC014426
OG0002475	AMIN006149	ASIC014434
OG0002476	AMIN006147	ASIC014429
OG0002477	AMIN008422	ASIC004761
OG0002478	AMIN004014	ASIC005798
OG0002479	AMIN010971	ASIC015087
OG0002480	AMIN007225	ASIC017345
OG0002481	AMIN001418	ASIC006614
OG0002482	AMIN015906	ASIC007108
OG0002483	AMIN003206	ASIC010486
OG0002484	AMIN003169	ASIC020959
OG0002485	AMIN002738	ASIC021040
OG0002486	AMIN003172	ASIC020964
OG0002487	AMIN004696	ASIC020954
OG0002488	AMIN005042	ASIC009336
OG0002489	AMIN004459	ASIC022364
OG0002490	AMIN004462	ASIC022160
OG0002491	AMIN001262	ASIC015614
OG0002492	AMIN001263	ASIC015613
OG0002493	AMIN006567	ASIC015890
OG0002494	AMIN001264	ASIC015612
OG0002495	AMIN000867	ASIC000337
OG0002496	AMIN004166	ASIC007061
OG0002497	AMIN000205	ASIC021722
OG0002498	AMIN003203	ASIC008689
OG0002499	AMIN008770	ASIC005073
OG0002500	AMIN003344	ASIC008998
OG0002501	AMIN003340	ASIC008992, ASIC008994
OG0002502	AMIN008136	ASIC014962
OG0002503	AMIN003339	ASIC008990
OG0002504	AMIN003337	ASIC008988
OG0002505	AMIN003303	ASIC004554
OG0002506	AMIN000252	ASIC020872
OG0002507	AMIN000253	ASIC020875
OG0002508	AMIN016289	ASIC015242
OG0002509	AMIN000662	ASIC021499, ASIC021498
OG0002510	AMIN002556	ASIC002752, ASIC002751
OG0002511	AMIN004159	ASIC007053
OG0002512	AMIN002557	ASIC002750
OG0002513	AMIN000364	ASIC012633
OG0002514	AMIN003511	ASIC002834
OG0002515	AMIN002629	ASIC003509
OG0002516	AMIN009892	ASIC012928
OG0002517	AMIN009894	ASIC012933, ASIC012931
OG0002518	AMIN009890	ASIC012926
OG0002519	AMIN004083	ASIC020118
OG0002520	AMIN002455	ASIC000725
OG0002521	AMIN014469, AMIN016195	ASIC017581
OG0002522	AMIN011573	ASIC021263, ASIC021262
OG0002523	AMIN011577	ASIC021256
OG0002524	AMIN005762	ASIC007579
OG0002525	AMIN002489	ASIC000827
OG0002526	AMIN007335	ASIC012302, ASIC012303
OG0002527	AMIN002491	ASIC000828
OG0002528	AMIN002487	ASIC000823
OG0002529	AMIN002492	ASIC000829
OG0002531	AMIN004362	ASIC014767, ASIC014769
OG0002532	AMIN004396	ASIC014818
OG0002533	AMIN004381	ASIC014798
OG0002534	AMIN004387	ASIC014806, ASIC014796
OG0002535	AMIN008704	ASIC014484
OG0002536	AMIN006013	ASIC010632
OG0002537	AMIN010044	ASIC019630
OG0002539	AMIN006053	ASIC013106
OG0002540	AMIN009392	ASIC020731
OG0002541	AMIN006054	ASIC013105
OG0002542	AMIN001241	ASIC015285
OG0002543	AMIN005006	ASIC002949
OG0002545	AMIN001870	ASIC007254
OG0002546	AMIN001864	ASIC007266
OG0002547	AMIN015940	ASIC012905
OG0002548	AMIN007530	ASIC012910
OG0002549	AMIN011310	ASIC018963
OG0002550	AMIN003151	ASIC011099
OG0002552	AMIN014858, AMIN011313	ASIC018970
OG0002553	AMIN007118	ASIC007443
OG0002554	AMIN004226	ASIC016006
OG0002555	AMIN002253	ASIC011392
OG0002556	AMIN006653	ASIC012854
OG0002557	AMIN008590	ASIC018107
OG0002558	AMIN008583	ASIC018116
OG0002559	AMIN008589	ASIC018108
OG0002560	AMIN008588	ASIC018109
OG0002561	AMIN000589	ASIC013215
OG0002562	AMIN011371	ASIC016335
OG0002563	AMIN011370	ASIC016334
OG0002564	AMIN011353	ASIC003120
OG0002565	AMIN011363	ASIC016276
OG0002566	AMIN006891	ASIC017832
OG0002567	AMIN003796	ASIC002420, ASIC002421
OG0002568	AMIN006893	ASIC017835, ASIC017834
OG0002569	AMIN000355	ASIC003356, ASIC003357
OG0002570	AMIN000278	ASIC001786
OG0002571	AMIN005833	ASIC004359
OG0002572	AMIN006489	ASIC005173
OG0002573	AMIN002529	ASIC019271, ASIC000881
OG0002574	AMIN008249	ASIC018243
OG0002575	AMIN009035	ASIC015443
OG0002576	AMIN008271	ASIC018239
OG0002577	AMIN010282	ASIC003714
OG0002578	AMIN002167	ASIC008353, ASIC001767
OG0002580	AMIN003404	ASIC004910
OG0002581	AMIN005347	ASIC007713
OG0002582	AMIN010049	ASIC019641
OG0002583	AMIN003403	ASIC004911
OG0002584	AMIN004076	ASIC020124
OG0002585	AMIN004073	ASIC020126
OG0002587	AMIN008949	ASIC018012
OG0002588	AMIN008782	ASIC005051
OG0002589	AMIN008783	ASIC005050
OG0002590	AMIN008950	ASIC018014
OG0002592	AMIN004695	ASIC003528
OG0002593	AMIN006339	ASIC014230
OG0002594	AMIN003323	ASIC004666
OG0002595	AMIN006078	ASIC003840
OG0002596	AMIN003619	ASIC020997
OG0002597	AMIN003620	ASIC020998
OG0002598	AMIN004018	ASIC005788
OG0002599	AMIN015923	ASIC017737
OG0002600	AMIN015924	ASIC017726
OG0002601	AMIN006837	ASIC014591
OG0002602	AMIN010944	ASIC011704, ASIC011703
OG0002603	AMIN004127	ASIC006181
OG0002604	AMIN006087	ASIC006117
OG0002605	AMIN009833	ASIC006110
OG0002606	AMIN009832	ASIC006109, ASIC006108
OG0002607	AMIN009545	ASIC017188
OG0002608	AMIN003729	ASIC008013, ASIC008014
OG0002609	AMIN002372	ASIC020087
OG0002610	AMIN003714	ASIC008004
OG0002611	AMIN011652	ASIC018495
OG0002612	AMIN011508	ASIC016479
OG0002613	AMIN004934	ASIC021728, ASIC021739
OG0002614	AMIN002669	ASIC008403
OG0002615	AMIN002668	ASIC008433
OG0002616	AMIN002672	ASIC008407
OG0002617	AMIN002670	ASIC008404
OG0002618	AMIN001113	ASIC013458
OG0002619	AMIN001114	ASIC013457
OG0002620	AMIN001116	ASIC013456, ASIC013454
OG0002621	AMIN002733	ASIC021047
OG0002623	AMIN004787	ASIC012655
OG0002624	AMIN000756	ASIC013315
OG0002625	AMIN002657	ASIC011971
OG0002626	AMIN000888	ASIC003204
OG0002627	AMIN011232	ASIC011007
OG0002628	AMIN011231	ASIC011005, ASIC011004
OG0002629	AMIN001681	ASIC006101
OG0002630	AMIN001679	ASIC006121
OG0002631	AMIN001412	ASIC006602
OG0002633	AMIN001045	ASIC010828
OG0002634	AMIN001044	ASIC010829
OG0002635	AMIN000221	ASIC013940
OG0002636	AMIN010091	ASIC019086, ASIC019085
OG0002637	AMIN003770	ASIC021355
OG0002638	AMIN005121	ASIC015907
OG0002639	AMIN001069	ASIC005692, ASIC007594
OG0002640	AMIN006692	ASIC002799
OG0002641	AMIN006684, AMIN006685	ASIC000702
OG0002642	AMIN006688	ASIC002803
OG0002643	AMIN006689	ASIC002802
OG0002644	AMIN001876	ASIC007237
OG0002645	AMIN001880	ASIC007233
OG0002646	AMIN001885	ASIC007226
OG0002647	AMIN001875	ASIC007239
OG0002648	AMIN001879	ASIC007234
OG0002649	AMIN008458	ASIC019374
OG0002650	AMIN005790	ASIC009533
OG0002651	AMIN005073	ASIC017006
OG0002652	AMIN011599, AMIN011598	ASIC008503
OG0002653	AMIN004580	ASIC008452
OG0002654	AMIN002948	ASIC011225
OG0002655	AMIN002689	ASIC009782
OG0002656	AMIN002686	ASIC008428
OG0002657	AMIN009781	ASIC006434
OG0002658	AMIN001622	ASIC010728
OG0002659	AMIN006456	ASIC010904
OG0002660	AMIN002041	ASIC000609
OG0002661	AMIN007097, AMIN007098	ASIC007451
OG0002662	AMIN009032	ASIC015452
OG0002663	AMIN004450	ASIC022355
OG0002664	AMIN006868	ASIC017789
OG0002665	AMIN001922	ASIC007155
OG0002666	AMIN007139	ASIC007471
OG0002667	AMIN010511	ASIC002855
OG0002668	AMIN016033	ASIC002858
OG0002669	AMIN016034	ASIC002857
OG0002670	AMIN003233	ASIC005664
OG0002671	AMIN010495	ASIC002862
OG0002672	AMIN010494	ASIC002861
OG0002673	AMIN005638, AMIN007214	ASIC007106
OG0002674	AMIN005408	ASIC020385
OG0002675	AMIN002103	ASIC003912
OG0002676	AMIN004810	ASIC020231
OG0002677	AMIN000564	ASIC020104, ASIC020103
OG0002678	AMIN005440	ASIC007572
OG0002679	AMIN002313	ASIC011465
OG0002680	AMIN004559	ASIC014841, ASIC014840
OG0002681	AMIN004485	ASIC022212
OG0002682	AMIN000460	ASIC008341
OG0002683	AMIN000462	ASIC008343
OG0002684	AMIN000459	ASIC008339, ASIC008340
OG0002685	AMIN000473	ASIC008155
OG0002686	AMIN010189	ASIC015162
OG0002687	AMIN010592	ASIC007836, ASIC007838, ASIC007837
OG0002688	AMIN000488	ASIC008192
OG0002689	AMIN008405	ASIC004790
OG0002691	AMIN005152	ASIC009526
OG0002692	AMIN006720	ASIC008580
OG0002693	AMIN015806	ASIC016186
OG0002694	AMIN006014	ASIC010636
OG0002695	AMIN005181	ASIC009649
OG0002696	AMIN008021	ASIC018680
OG0002697	AMIN004640	ASIC021647
OG0002698	AMIN004649	ASIC021642
OG0002699	AMIN008313	ASIC019318
OG0002700	AMIN001982	ASIC005167
OG0002701	AMIN010180	ASIC012958
OG0002702	AMIN001989	ASIC020463
OG0002703	AMIN003839	ASIC012581
OG0002704	AMIN003838	ASIC012577
OG0002705	AMIN000007	ASIC014274
OG0002706	AMIN003101	ASIC002702
OG0002707	AMIN004601	ASIC008788
OG0002708	AMIN008346	ASIC003654
OG0002709	AMIN005436	ASIC009711
OG0002710	AMIN004046	ASIC014050
OG0002711	AMIN014455	ASIC009572, ASIC009574
OG0002712	AMIN009673	ASIC015787
OG0002713	AMIN007586	ASIC012200
OG0002714	AMIN009982	ASIC021175
OG0002715	AMIN009980	ASIC021173
OG0002716	AMIN009981	ASIC021174
OG0002718	AMIN007720	ASIC016797
OG0002719	AMIN008569	ASIC018140
OG0002720	AMIN008568	ASIC018143, ASIC018142
OG0002722	AMIN006179	ASIC017293
OG0002723	AMIN009577	ASIC014577
OG0002724	AMIN011172	ASIC016826
OG0002725	AMIN002805	ASIC009831, ASIC009832
OG0002726	AMIN001138	ASIC013430
OG0002727	AMIN004611	ASIC015128
OG0002728	AMIN006512	ASIC013884
OG0002729	AMIN006516	ASIC013919
OG0002730	AMIN006511	ASIC013888
OG0002731	AMIN006517	ASIC013918
OG0002732	AMIN011475	ASIC016541
OG0002733	AMIN016090	ASIC002371
OG0002734	AMIN000353	ASIC007018
OG0002735	AMIN000351	ASIC007011
OG0002736	AMIN009072	ASIC002628
OG0002737	AMIN006310	ASIC017629
OG0002738	AMIN006303	ASIC017619
OG0002739	AMIN007436	ASIC011276
OG0002740	AMIN006972	ASIC015561
OG0002741	AMIN008691	ASIC015555
OG0002743	AMIN008341	ASIC010972
OG0002744	AMIN002086	ASIC006215
OG0002745	AMIN004043	ASIC014048
OG0002746	AMIN000786	ASIC012530
OG0002747	AMIN005279	ASIC011725
OG0002748	AMIN004009	ASIC008810
OG0002749	AMIN010564	ASIC007786
OG0002750	AMIN003185	ASIC012557
OG0002751	AMIN002613	ASIC008850
OG0002752	AMIN002611	ASIC008854
OG0002753	AMIN006807	ASIC014650
OG0002754	AMIN000694	ASIC010054
OG0002755	AMIN005281	ASIC009615
OG0002756	AMIN007561	ASIC015056
OG0002757	AMIN007558	ASIC015058
OG0002758	AMIN010190	ASIC018925
OG0002759	AMIN010187	ASIC018928
OG0002760	AMIN010188	ASIC018927
OG0002761	AMIN007948	ASIC002076
OG0002762	AMIN006351	ASIC014207
OG0002763	AMIN006357, AMIN006356	ASIC014199
OG0002764	AMIN011255	ASIC011047
OG0002765	AMIN011404	ASIC019211
OG0002766	AMIN008445	ASIC019281
OG0002767	AMIN010340	ASIC003805
OG0002768	AMIN010336	ASIC003810
OG0002769	AMIN010338	ASIC003808
OG0002770	AMIN011256	ASIC011048
OG0002771	AMIN004922	ASIC021873
OG0002772	AMIN004567	ASIC014852
OG0002773	AMIN005782	ASIC004353
OG0002774	AMIN002380	ASIC020679
OG0002775	AMIN007520	ASIC013500
OG0002776	AMIN000503	ASIC008216
OG0002777	AMIN000446	ASIC008311
OG0002778	AMIN015518	ASIC018145
OG0002779	AMIN006876	ASIC017803
OG0002780	AMIN016126	ASIC017775
OG0002781	AMIN006098	ASIC012593
OG0002782	AMIN007279	ASIC014915
OG0002783	AMIN001068	ASIC007595
OG0002784	AMIN005460	ASIC020418
OG0002785	AMIN004251	ASIC004821
OG0002786	AMIN006124	ASIC014390
OG0002787	AMIN009223	ASIC015328
OG0002788	AMIN001969	ASIC007129
OG0002789	AMIN007472, AMIN007469	ASIC011845
OG0002790	AMIN004735	ASIC004010, ASIC004011
OG0002791	AMIN010687	ASIC009887
OG0002792	AMIN000749	ASIC004612
OG0002793	AMIN002647	ASIC003490
OG0002794	AMIN005274	ASIC005226
OG0002795	AMIN008216	ASIC004951
OG0002797	AMIN015800	ASIC021588, ASIC021589
OG0002798	AMIN014006, AMIN000087	ASIC014326
OG0002799	AMIN001234	ASIC005193
OG0002799	AMIN001235	ASIC005192
OG0002800	AMIN011385	ASIC003098
OG0002801	AMIN011387	ASIC003096
OG0002802	AMIN006562	ASIC015885
OG0002803	AMIN005241	ASIC016970
OG0002805	AMIN000061	ASIC013492
OG0002806	AMIN000060	ASIC013493
OG0002807	AMIN001135	ASIC013434
OG0002808	AMIN002278	ASIC011397
OG0002809	AMIN016219	ASIC011400
OG0002810	AMIN002279	ASIC011398
OG0002811	AMIN011088	ASIC018521
OG0002812	AMIN011089	ASIC018522
OG0002813	AMIN005483	ASIC004458
OG0002814	AMIN000690	ASIC010067
OG0002815	AMIN003686	ASIC017088, ASIC000995, ASIC005334
OG0002816	AMIN000691	ASIC010066, ASIC010065
OG0002817	AMIN002980	ASIC005530
OG0002818	AMIN003878	ASIC014105
OG0002819	AMIN000942	ASIC003034
OG0002820	AMIN004859	ASIC015095
OG0002821	AMIN006788	ASIC009979
OG0002822	AMIN000425	ASIC008261
OG0002823	AMIN007658	ASIC013702
OG0002824	AMIN004586	ASIC002485
OG0002825	AMIN000231	ASIC005535
OG0002826	AMIN003824	ASIC002574
OG0002827	AMIN003121	ASIC021410
OG0002828	AMIN011200	ASIC016867
OG0002829	AMIN003369	ASIC004075
OG0002830	AMIN003368	ASIC004076
OG0002831	AMIN003379	ASIC004061
OG0002832	AMIN003086	ASIC010374
OG0002833	AMIN000480	ASIC008169
OG0002834	AMIN000482	ASIC008172, ASIC008173
OG0002835	AMIN006450	ASIC005399
OG0002836	AMIN008456	ASIC019311
OG0002837	AMIN008455	ASIC019310
OG0002838	AMIN010492	ASIC019690
OG0002839	AMIN006376	ASIC004874
OG0002840	AMIN006373	ASIC004879, ASIC004878
OG0002841	AMIN016250	ASIC011568
OG0002842	AMIN002257	ASIC011557
OG0002843	AMIN002258	ASIC011546
OG0002844	AMIN002260	ASIC011524
OG0002845	AMIN011653	ASIC018518
OG0002846	AMIN005387	ASIC020409
OG0002847	AMIN000838	ASIC003296
OG0002849	AMIN008521	ASIC019466
OG0002850	AMIN008523	ASIC019469
OG0002851	AMIN010192	ASIC018923
OG0002852	AMIN011114	ASIC018916
OG0002853	AMIN010191	ASIC018924
OG0002854	AMIN004750	ASIC020586
OG0002855	AMIN004220	ASIC006157
OG0002856	AMIN000013	ASIC014243
OG0002857	AMIN000101	ASIC014338
OG0002858	AMIN004147	ASIC007067, ASIC001983
OG0002859	AMIN003018	ASIC007066
OG0002860	AMIN004563	ASIC014845
OG0002862	AMIN001779	ASIC006726
OG0002863	AMIN007597	ASIC018624
OG0002864	AMIN004071	ASIC003485
OG0002866	AMIN009412	ASIC020741
OG0002867	AMIN009602	ASIC015779
OG0002868	AMIN002143	ASIC005136
OG0002869	AMIN002078	ASIC005222
OG0002870	AMIN007567	ASIC015052
OG0002871	AMIN005489	ASIC015483
OG0002872	AMIN000957	ASIC006123
OG0002873	AMIN009520	ASIC017226
OG0002874	AMIN001194	ASIC013516
OG0002875	AMIN011556	ASIC019599
OG0002876	AMIN007714	ASIC011764
OG0002877	AMIN004268	ASIC020070
OG0002878	AMIN000241	ASIC014747
OG0002879	AMIN009635	ASIC006465
OG0002880	AMIN014762	ASIC002239
OG0002881	AMIN009847	ASIC002244
OG0002882	AMIN004222	ASIC006154
OG0002884	AMIN015785	ASIC004634
OG0002885	AMIN006864	ASIC018336
OG0002886	AMIN000591	ASIC013217
OG0002887	AMIN007433	ASIC015032
OG0002889	AMIN008820	ASIC003668
OG0002890	AMIN002961	ASIC011322
OG0002891	AMIN002967	ASIC013219
OG0002892	AMIN002962	ASIC011321
OG0002893	AMIN002966	ASIC013208
OG0002894	AMIN011657	ASIC018583
OG0002895	AMIN007775	ASIC017352
OG0002896	AMIN003615	ASIC020992, ASIC020991
OG0002897	AMIN011403	ASIC003795
OG0002898	AMIN010244	ASIC003762
OG0002899	AMIN001613	ASIC010697
OG0002900	AMIN007040	ASIC022314
OG0002901	AMIN001198	ASIC013542
OG0002902	AMIN001202	ASIC013548
OG0002903	AMIN001197	ASIC013538
OG0002904	AMIN007221	ASIC017407
OG0002905	AMIN006645	ASIC012860
OG0002906	AMIN006648	ASIC012856
OG0002907	AMIN011636	ASIC009178
OG0002908	AMIN000188	ASIC004628
OG0002909	AMIN002416	ASIC013248
OG0002910	AMIN003329	ASIC004658
OG0002911	AMIN011210	ASIC016888
OG0002912	AMIN003739	ASIC008034
OG0002913	AMIN002410	ASIC013259
OG0002915	AMIN004997	ASIC011218
OG0002916	AMIN004888	ASIC001366
OG0002918	AMIN001097	ASIC013480
OG0002919	AMIN001943	ASIC007087
OG0002920	AMIN004896	ASIC021923
OG0002921	AMIN001015	ASIC009054
OG0002922	AMIN005282	ASIC010247
OG0002923	AMIN001671	ASIC014118
OG0002924	AMIN001865	ASIC007264
OG0002925	AMIN007441	ASIC008189, ASIC017143
OG0002926	AMIN008793	ASIC005021
OG0002927	AMIN009367	ASIC018070
OG0002928	AMIN009366	ASIC018059
OG0002929	AMIN007349	ASIC019260
OG0002930	AMIN015789	ASIC008239
OG0002931	AMIN002452	ASIC002050
OG0002932	AMIN006152	ASIC014440
OG0002933	AMIN010573	ASIC007800
OG0002934	AMIN002593	ASIC008903
OG0002935	AMIN000182	ASIC010925
OG0002936	AMIN008222	ASIC004970
OG0002937	AMIN010620	ASIC016717
OG0002938	AMIN010623	ASIC016713
OG0002939	AMIN010120	ASIC019165
OG0002941	AMIN002819	ASIC013381, ASIC013382
OG0002942	AMIN010317	ASIC003760, ASIC003761
OG0002943	AMIN010868	ASIC018798
OG0002944	AMIN006547	ASIC015898
OG0002945	AMIN001314	ASIC017930
OG0002946	AMIN007437	ASIC011277
OG0002947	AMIN006879	ASIC017812
OG0002948	AMIN000937	ASIC005496
OG0002949	AMIN007483	ASIC011832
OG0002950	AMIN005008	ASIC009342
OG0002951	AMIN000935	ASIC005498
OG0002952	AMIN000072	ASIC017139
OG0002953	AMIN001945	ASIC018599
OG0002954	AMIN005606	ASIC006244
OG0002955	AMIN011423	ASIC016039
OG0002956	AMIN002479	ASIC000816
OG0002958	AMIN009038	ASIC015440
OG0002959	AMIN008470	ASIC019400
OG0002960	AMIN004347	ASIC018184
OG0002961	AMIN008902	ASIC008117
OG0002962	AMIN007707	ASIC011756, ASIC011754
OG0002963	AMIN007710	ASIC011759
OG0002964	AMIN004317	ASIC018354
OG0002965	AMIN001801	ASIC006699
OG0002966	AMIN008602	ASIC018078
OG0002967	AMIN015583	ASIC018089
OG0002968	AMIN004089	ASIC020111
OG0002969	AMIN008178	ASIC010413
OG0002970	AMIN000086	ASIC014324
OG0002971	AMIN004572	ASIC014862, ASIC014863
OG0002972	AMIN005154	ASIC009530
OG0002973	AMIN001760	ASIC006755
OG0002974	AMIN001308	ASIC005994
OG0002975	AMIN014137	ASIC005996
OG0002976	AMIN007348	ASIC019249
OG0002977	AMIN015495	ASIC003336
OG0002978	AMIN005468	ASIC011034, ASIC005376
OG0002979	AMIN005688	ASIC019397
OG0002980	AMIN003084	ASIC010372
OG0002981	AMIN003083	ASIC010368
OG0002983	AMIN009248	ASIC020890
OG0002984	AMIN003788	ASIC014696
OG0002985	AMIN011260	ASIC003006
OG0002986	AMIN007363	ASIC019133
OG0002987	AMIN016297, AMIN016298	ASIC019111
OG0002988	AMIN000024	ASIC014265
OG0002989	AMIN002039	ASIC000617
OG0002990	AMIN000772	ASIC012489
OG0002991	AMIN006802	ASIC014661
OG0002992	AMIN005625	ASIC004481
OG0002993	AMIN011531	ASIC019228, ASIC019226
OG0002994	AMIN008551	ASIC018177
OG0002995	AMIN007408	ASIC016757
OG0002996	AMIN001444	ASIC001516
OG0002997	AMIN001445	ASIC001517
OG0002998	AMIN005652	ASIC009547
OG0002999	AMIN007145	ASIC012786
OG0003000	AMIN003528	ASIC006164
OG0003001	AMIN004216	ASIC006161
OG0003002	AMIN003527	ASIC006165
OG0003003	AMIN004215	ASIC006162
OG0003004	AMIN002762	ASIC008721
OG0003005	AMIN009900	ASIC012945
OG0003006	AMIN009901	ASIC012946
OG0003007	AMIN006559	ASIC015882, ASIC015883
OG0003008	AMIN010307	ASIC003713, ASIC003820
OG0003009	AMIN002362	ASIC011587
OG0003010	AMIN002361	ASIC011586
OG0003011	AMIN002946	ASIC011234
OG0003012	AMIN006465	ASIC017335, ASIC016920
OG0003013	AMIN005175	ASIC009638
OG0003014	AMIN000417	ASIC008222
OG0003015	AMIN003237	ASIC009856
OG0003016	AMIN003238	ASIC009854
OG0003017	AMIN008108	ASIC011309
OG0003018	AMIN010262	ASIC010205
OG0003019	AMIN016266	ASIC011592
OG0003020	AMIN007151	ASIC012837
OG0003021	AMIN006652	ASIC001120, ASIC020843
OG0003022	AMIN004790	ASIC012648
OG0003023	AMIN009548	ASIC017186
OG0003024	AMIN011252	ASIC022272, ASIC011043
OG0003025	AMIN006680	ASIC001487
OG0003026	AMIN008252	ASIC017973
OG0003027	AMIN008278	ASIC017967
OG0003028	AMIN008251	ASIC017972
OG0003029	AMIN007247	ASIC007506, ASIC007505
OG0003030	AMIN004434	ASIC013039
OG0003031	AMIN007787	ASIC017338
OG0003032	AMIN001557	ASIC005873, ASIC005872
OG0003033	AMIN000822	ASIC011755
OG0003034	AMIN000405	ASIC008144
OG0003035	AMIN008642	ASIC019960
OG0003036	AMIN008643	ASIC019959
OG0003037	AMIN011224	ASIC016588
OG0003038	AMIN011225	ASIC016590
OG0003039	AMIN003215	ASIC005680
OG0003040	AMIN000810	ASIC021701
OG0003041	AMIN004943	ASIC009123
OG0003042	AMIN009584	ASIC012047
OG0003042	AMIN009583	ASIC012048
OG0003043	AMIN009588	ASIC012043
OG0003044	AMIN009586	ASIC012046
OG0003045	AMIN011402	ASIC019210
OG0003046	AMIN004051	ASIC019989
OG0003047	AMIN007393	ASIC011771
OG0003048	AMIN006116	ASIC014378, ASIC001680
OG0003049	AMIN010302	ASIC003682
OG0003050	AMIN008947	ASIC018006
OG0003051	AMIN007329	ASIC012315, ASIC012318
OG0003052	AMIN004994	ASIC011187
OG0003053	AMIN002841	ASIC014882
