Orthogroup	AaegyptiLVP_AGWG	AgambiaePEST
OG0001036	AAEL011898	AGAP009418, AGAP009419, AGAP009416, AGAP009417, AGAP009415
OG0001037	AAEL012057	AGAP008026
OG0001038	AAEL012095	AGAP003215, AGAP003216
OG0001039	AAEL012206	AGAP001572, AGAP001570
OG0001040	AAEL012262	AGAP008408
OG0001041	AAEL012342, AAEL015326	AGAP013368
OG0001042	AAEL012351	AGAP001240
OG0001043	AAEL025613, AAEL012417	AGAP013284, AGAP001441
OG0001044	AAEL012538	AGAP006327
OG0001045	AAEL012740	AGAP000523
OG0001046	AAEL012859, AAEL012864	AGAP004529
OG0001047	AAEL012886	AGAP001101
OG0001048	AAEL013052	AGAP012113
OG0001049	AAEL013102	AGAP010767
OG0001050	AAEL013109, AAEL013111	AGAP006718
OG0001051	AAEL013365	AGAP008514
OG0001052	AAEL017129, AAEL016981, AAEL013507	AGAP001012
OG0001053	AAEL013961	AGAP002631, AGAP002632
OG0001054	AAEL014102	AGAP009242, AGAP009245
OG0001055	AAEL014702	AGAP007858, AGAP000325
OG0001056	AAEL015064	AGAP001701
OG0001057	AAEL019768	AGAP029770
OG0001057	AAEL015637, AAEL019767	AGAP029769
OG0001058	AAEL024802, AAEL018061, AAEL017349, AAEL026215	AGAP004192
OG0001059	AAEL024164, AAEL017458	AGAP012955
OG0001060	AAEL017508	AGAP003073, AGAP003074
OG0001061	AAEL018154	AGAP008868
OG0001062	AAEL018240	AGAP008310
OG0001063	AAEL018294	AGAP003568
OG0001064	AAEL018326	AGAP005989, AGAP005988
OG0001065	AAEL019424	AGAP029508
OG0001066	AAEL019433	AGAP002824
OG0001067	AAEL019479	AGAP001439, AGAP001444
OG0001068	AAEL019499	AGAP002942
OG0001069	AAEL019505	AGAP013057
OG0001070	AAEL019541	AGAP029648, AGAP009820
OG0001073	AAEL019733, AAEL027627	AGAP000504
OG0001074	AAEL019735	AGAP000082
OG0001075	AAEL019758	AGAP012958
OG0001076	AAEL019765	AGAP002083
OG0001077	AAEL019801	AGAP029514
OG0001079	AAEL019846	AGAP005008
OG0001080	AAEL019851	AGAP011138
OG0001081	AAEL019863, AAEL026810	AGAP005661
OG0001082	AAEL026588, AAEL019900	AGAP000323, AGAP029259
OG0001083	AAEL019907	AGAP029492
OG0001084	AAEL019913, AAEL019912	AGAP012303
OG0001085	AAEL019938	AGAP010347
OG0001086	AAEL019939	AGAP007181, AGAP029504
OG0001087	AAEL019985, AAEL022726	AGAP008077
OG0001088	AAEL020127	AGAP013016, AGAP012979, AGAP013492
OG0001090	AAEL020559	AGAP010423, AGAP000099
OG0001091	AAEL020586	AGAP029482
OG0001092	AAEL021335, AAEL027155, AAEL024693	AGAP001084
OG0001094	AAEL022196	AGAP000798, AGAP002797
OG0001095	AAEL022262	AGAP008818
OG0001096	AAEL022548, AAEL022931	AGAP000862
OG0001097	AAEL022895, AAEL025283, AAEL027544	AGAP009293
OG0001098	AAEL023100	AGAP008357
OG0001101	AAEL024796, AAEL027832, AAEL027728, AAEL023898	AGAP007537
OG0001102	AAEL024145	AGAP006405
OG0001103	AAEL024441	AGAP000189, AGAP028457
OG0001104	AAEL024560	AGAP029676, AGAP029639
OG0001105	AAEL024627	AGAP013545, AGAP012949
OG0001106	AAEL024632	AGAP007248
OG0001107	AAEL024641	AGAP002591
OG0001109	AAEL025245	AGAP029774, AGAP029773
OG0001110	AAEL025903	AGAP004835
OG0001111	AAEL025977	AGAP005057, AGAP028440
OG0001112	AAEL026409	AGAP010930, AGAP029301
OG0001113	AAEL026479	AGAP007008
OG0001115	AAEL027099	AGAP004169
OG0001138	AAEL023987, AAEL000108	AGAP001952
OG0001139	AAEL000117	AGAP005491
OG0001139	AAEL000151	AGAP029819
OG0001140	AAEL000127, AAEL017443	AGAP003481
OG0001141	AAEL000140, AAEL023842, AAEL003176	AGAP004081
OG0001142	AAEL000143	AGAP012801, AGAP003516, AGAP012661
OG0001143	AAEL000203, AAEL024571	AGAP029080, AGAP010798
OG0001144	AAEL013852, AAEL000226	AGAP004849
OG0001145	AAEL000242	AGAP000254
OG0001146	AAEL000244	AGAP000365
OG0001147	AAEL000293	AGAP012831, AGAP005672
OG0001148	AAEL000484, AAEL027334, AAEL013718	AGAP013270
OG0001149	AAEL000498	AGAP003235
OG0001150	AAEL000528	AGAP011320
OG0001151	AAEL004503, AAEL020737, AAEL000529, AAEL023769	AGAP009431
OG0001152	AAEL000682	AGAP013764
OG0001153	AAEL000800	AGAP011654
OG0001153	AAEL000842	AGAP011653
OG0001154	AAEL000824	AGAP011638
OG0001155	AAEL000845	AGAP029506
OG0001156	AAEL029005, AAEL000878	AGAP010902
OG0001157	AAEL000898, AAEL000905, AAEL021128, AAEL000889	AGAP028696
OG0001158	AAEL001148	AGAP002487
OG0001159	AAEL001168	AGAP005564
OG0001160	AAEL001231	AGAP000974
OG0001162	AAEL001295	AGAP009384, AGAP028142
OG0001163	AAEL023150, AAEL027653, AAEL001651, AAEL021881	AGAP007819
OG0001164	AAEL001687, AAEL009513	AGAP005319
OG0001166	AAEL001857	AGAP007779
OG0001167	AAEL001910	AGAP008984
OG0001168	AAEL001937	AGAP012893, AGAP012845, AGAP011531
OG0001169	AAEL001946	AGAP005400, AGAP005398
OG0001170	AAEL002049	AGAP012873, AGAP005655
OG0001171	AAEL002125	AGAP002807
OG0001172	AAEL002174	AGAP006383
OG0001173	AAEL021031, AAEL002395	AGAP009936
OG0001174	AAEL002410	AGAP004230
OG0001175	AAEL002427, AAEL026436	AGAP004233
OG0001176	AAEL002725, AAEL002449	AGAP002613
OG0001177	AAEL002502	AGAP001070
OG0001178	AAEL002538, AAEL002506	AGAP000803, AGAP012447
OG0001179	AAEL002642	AGAP029914
OG0001180	AAEL002684	AGAP007935
OG0001181	AAEL002759	AGAP001799
OG0001182	AAEL002765	AGAP002544
OG0001183	AAEL002781	AGAP002914
OG0001184	AAEL002846	AGAP029537
OG0001185	AAEL002876	AGAP001415
OG0001186	AAEL002999	AGAP003931
OG0001187	AAEL003128, AAEL021885, AAEL024262, AAEL024666	AGAP011356
OG0001188	AAEL003154	AGAP003408, AGAP012641
OG0001189	AAEL021106, AAEL003188	AGAP001724
OG0001190	AAEL003407	AGAP011956
OG0001191	AAEL003616, AAEL028038	AGAP010845
OG0001192	AAEL003683	AGAP009903
OG0001193	AAEL003797, AAEL022585, AAEL021797, AAEL024960	AGAP005862
OG0001194	AAEL003968	AGAP010700
OG0001195	AAEL003976	AGAP012057
OG0001196	AAEL003996	AGAP011188
OG0001197	AAEL004120	AGAP012352
OG0001198	AAEL004127, AAEL021809, AAEL004137	AGAP001951
OG0001199	AAEL004217	AGAP000477
OG0001200	AAEL005737, AAEL004278	AGAP010150
OG0001201	AAEL004290, AAEL019535	AGAP007978
OG0001202	AAEL004388, AAEL004390, AAEL004386	AGAP004038
OG0001203	AAEL004392, AAEL014196	AGAP001014
OG0001204	AAEL004398	AGAP004034, AGAP012698
OG0001205	AAEL019906, AAEL004457	AGAP009537
OG0001206	AAEL004544	AGAP003318
OG0001207	AAEL027515, AAEL028140, AAEL004564	AGAP004497
OG0001208	AAEL004677, AAEL004676	AGAP010885
OG0001209	AAEL004694	AGAP003164
OG0001210	AAEL004717	AGAP008533
OG0001211	AAEL004804	AGAP010537
OG0001212	AAEL004861, AAEL007167	AGAP007458
OG0001213	AAEL004915	AGAP005696, AGAP005695
OG0001214	AAEL004933, AAEL012340	AGAP002353
OG0001215	AAEL005019	AGAP008260, AGAP008259, AGAP013767, AGAP008258
OG0001216	AAEL022457, AAEL005036	AGAP008431, AGAP008430
OG0001218	AAEL005058, AAEL018331	AGAP005299
OG0001219	AAEL005111	AGAP028461
OG0001220	AAEL005256	AGAP029811
OG0001221	AAEL005289	AGAP004793, AGAP012615
OG0001222	AAEL026757, AAEL022228, AAEL005450	AGAP007833
OG0001223	AAEL005638	AGAP007635
OG0001224	AAEL005649	AGAP009267
OG0001225	AAEL005774	AGAP000797
OG0001226	AAEL005829	AGAP000317
OG0001227	AAEL005895	AGAP002790
OG0001228	AAEL005922	AGAP013246, AGAP001781
OG0001229	AAEL005978	AGAP005713
OG0001230	AAEL006006	AGAP009528
OG0001231	AAEL006023	AGAP012627, AGAP010733
OG0001232	AAEL006144	AGAP001704
OG0001234	AAEL006319	AGAP013525, AGAP002485
OG0001235	AAEL006567	AGAP013301
OG0001236	AAEL006593	AGAP003669
OG0001237	AAEL006623	AGAP028189, AGAP007916
OG0001238	AAEL006645	AGAP013440, AGAP013048
OG0001239	AAEL006985, AAEL006830	AGAP000879
OG0001240	AAEL006968, AAEL006971	AGAP009110
OG0001241	AAEL007234	AGAP009290
OG0001242	AAEL007246, AAEL007238	AGAP009605
OG0001243	AAEL007248, AAEL020271	AGAP029440, AGAP000186, AGAP013399, AGAP004515
OG0001244	AAEL007404	AGAP029658
OG0001245	AAEL007465	AGAP029488
OG0001246	AAEL027458, AAEL007762	AGAP000110
OG0001247	AAEL022067, AAEL007799	AGAP003742
OG0001248	AAEL008056	AGAP002150
OG0001249	AAEL013179, AAEL008148	AGAP001854, AGAP012898
OG0001250	AAEL008173, AAEL023000, AAEL008157	AGAP001892
OG0001251	AAEL008316	AGAP000751
OG0001252	AAEL008474, AAEL008472	AGAP007581
OG0001253	AAEL008564	AGAP007023
OG0001254	AAEL023635, AAEL008575	AGAP002151
OG0001255	AAEL008687	AGAP009781
OG0001256	AAEL008699	AGAP004013
OG0001257	AAEL008961	AGAP008222
OG0001258	AAEL009019	AGAP028131
OG0001259	AAEL009054, AAEL027056	AGAP028002
OG0001260	AAEL009062	AGAP009598
OG0001261	AAEL009176	AGAP002798, AGAP002799
OG0001262	AAEL022573, AAEL009212	AGAP005245
OG0001263	AAEL009328, AAEL009324	AGAP003414
OG0001264	AAEL009362	AGAP010563
OG0001265	AAEL009489	AGAP029808
OG0001266	AAEL009684	AGAP029113
OG0001267	AAEL009761	AGAP009112
OG0001268	AAEL009836	AGAP004883
OG0001269	AAEL010041	AGAP008273
OG0001270	AAEL010069, AAEL024373	AGAP010313
OG0001271	AAEL026935, AAEL027269, AAEL010070	AGAP010318, AGAP012525
OG0001272	AAEL010140, AAEL010148	AGAP007790
OG0001273	AAEL023181, AAEL010157	AGAP009946
OG0001274	AAEL010182	AGAP013038, AGAP003771
OG0001275	AAEL010219	AGAP001236
OG0001276	AAEL010235, AAEL010228	AGAP009974
OG0001277	AAEL021534, AAEL026085, AAEL010265	AGAP008513
OG0001278	AAEL027836, AAEL024539, AAEL010314	AGAP028510
OG0001279	AAEL010364	AGAP029590
OG0001280	AAEL010397	AGAP001768, AGAP013328
OG0001281	AAEL010545	AGAP009164
OG0001282	AAEL010628, AAEL010631	AGAP012556
OG0001283	AAEL010647	AGAP005145, AGAP005146
OG0001284	AAEL021724, AAEL010789	AGAP004645
OG0001285	AAEL010926	AGAP029625
OG0001286	AAEL010941	AGAP029672, AGAP029671
OG0001287	AAEL011032, AAEL011029	AGAP010848
OG0001288	AAEL011150	AGAP003899
OG0001290	AAEL011239	AGAP006530
OG0001292	AAEL011357	AGAP000514
OG0001293	AAEL011419, AAEL027486, AAEL011428	AGAP029265
OG0001294	AAEL011458, AAEL013031	AGAP006931
OG0001296	AAEL014842, AAEL011510	AGAP006962
OG0001297	AAEL011575	AGAP002264
OG0001298	AAEL011632	AGAP011458
OG0001299	AAEL011786	AGAP028611
OG0001300	AAEL011941	AGAP003502
OG0001301	AAEL011992	AGAP009825, AGAP009824
OG0001302	AAEL011995	AGAP009997
OG0001303	AAEL012107	AGAP006098
OG0001304	AAEL012161, AAEL012162	AGAP005124
OG0001305	AAEL014916, AAEL012344	AGAP002872
OG0001306	AAEL012382	AGAP003629
OG0001307	AAEL012472, AAEL027557	AGAP010258
OG0001308	AAEL012564, AAEL012565, AAEL012563	AGAP006676
OG0001309	AAEL019473, AAEL012613	AGAP003174, AGAP003175
OG0001310	AAEL012621	AGAP004592
OG0001311	AAEL012712	AGAP000573
OG0001312	AAEL013335	AGAP003409
OG0001313	AAEL013405	AGAP000484
OG0001314	AAEL013882	AGAP010355
OG0001315	AAEL027503, AAEL023538, AAEL025158, AAEL024757, AAEL014089	AGAP007498
OG0001316	AAEL014125	AGAP000488
OG0001317	AAEL014361	AGAP013161, AGAP002377
OG0001318	AAEL023570, AAEL020504, AAEL014377	AGAP003213
OG0001319	AAEL014441	AGAP003765
OG0001321	AAEL014452	AGAP005662
OG0001322	AAEL014640	AGAP005203
OG0001324	AAEL027937, AAEL014744	AGAP006367, AGAP006611
OG0001325	AAEL015079, AAEL015267, AAEL020714, AAEL015265	AGAP000140
OG0001326	AAEL015109	AGAP009000
OG0001327	AAEL021791, AAEL015119	AGAP000047
OG0001328	AAEL028238, AAEL015150	AGAP013409
OG0001329	AAEL018025, AAEL015313	AGAP002556
OG0001330	AAEL017158	AGAP006143
OG0001331	AAEL017198	AGAP000952
OG0001332	AAEL017357, AAEL026428	AGAP001296
OG0001333	AAEL019858, AAEL018036	AGAP029620
OG0001334	AAEL018126	AGAP002649
OG0001335	AAEL018131	AGAP005962
OG0001336	AAEL018149	AGAP006027, AGAP006026
OG0001337	AAEL018161	AGAP001446
OG0001338	AAEL018165	AGAP001344
OG0001339	AAEL018211	AGAP029545
OG0001340	AAEL018230	AGAP009809
OG0001341	AAEL018298	AGAP029189
OG0001342	AAEL019430	AGAP029542
OG0001343	AAEL019439	AGAP003939
OG0001344	AAEL019444	AGAP003914
OG0001345	AAEL019446	AGAP000639
OG0001346	AAEL019476	AGAP029103
OG0001347	AAEL019480	AGAP008317
OG0001348	AAEL019489	AGAP008980
OG0001349	AAEL020521, AAEL024405, AAEL024673, AAEL019542	AGAP007452
OG0001350	AAEL019573	AGAP002628
OG0001351	AAEL019577	AGAP029976
OG0001352	AAEL019587	AGAP002079
OG0001354	AAEL019667	AGAP029236
OG0001355	AAEL019714	AGAP008574
OG0001356	AAEL019762	AGAP029474
OG0001357	AAEL019795	AGAP029899
OG0001358	AAEL019835	AGAP029503
OG0001359	AAEL019837	AGAP029651
OG0001360	AAEL019843	AGAP029538
OG0001361	AAEL019848	AGAP004604
OG0001362	AAEL019852	AGAP009210
OG0001363	AAEL019879	AGAP004982
OG0001364	AAEL019990	AGAP000005
OG0001366	AAEL020095	AGAP000095
OG0001369	AAEL020499	AGAP010922
OG0001370	AAEL020551, AAEL025762	AGAP010655
OG0001371	AAEL020651	AGAP009057
OG0001372	AAEL020702	AGAP011097
OG0001373	AAEL020789	AGAP000420
OG0001374	AAEL020800	AGAP009638
OG0001375	AAEL021099	AGAP006638
OG0001376	AAEL021805, AAEL022509	AGAP005143
OG0001377	AAEL021865	AGAP011479
OG0001378	AAEL021880, AAEL027926	AGAP011349
OG0001379	AAEL026542, AAEL025489, AAEL021883, AAEL027561, AAEL023613	AGAP003679
OG0001380	AAEL021945	AGAP007719
OG0001381	AAEL022092, AAEL024337	AGAP004402
OG0001382	AAEL022155, AAEL028005	AGAP005931
OG0001383	AAEL023190, AAEL024558, AAEL022214	AGAP002989
OG0001384	AAEL022539	AGAP000915
OG0001385	AAEL022589	AGAP000383
OG0001386	AAEL022718	AGAP029546
OG0001388	AAEL028188, AAEL023294	AGAP002879
OG0001389	AAEL025458, AAEL024104, AAEL026110	AGAP008899
OG0001391	AAEL024239, AAEL026747	AGAP000258
OG0001392	AAEL024268	AGAP006721
OG0001393	AAEL024506, AAEL024812	AGAP008286
OG0001395	AAEL024922	AGAP028469
OG0001396	AAEL025165	AGAP005096
OG0001397	AAEL025298, AAEL028110, AAEL026623	AGAP029112
OG0001398	AAEL025391	AGAP029897
OG0001399	AAEL025547	AGAP029198, AGAP003459
OG0001400	AAEL025567	AGAP007543
OG0001401	AAEL025911	AGAP028616
OG0001402	AAEL025973	AGAP008202
OG0001403	AAEL026169	AGAP011177
OG0001404	AAEL026227	AGAP011534
OG0001405	AAEL026287	AGAP012668, AGAP029586
OG0001406	AAEL026387	AGAP007077, AGAP007076
OG0001408	AAEL026581	AGAP002226
OG0001409	AAEL026671	AGAP006235
OG0001410	AAEL026939	AGAP029516
OG0001411	AAEL027023	AGAP006923
OG0001412	AAEL027589	AGAP012340
OG0001413	AAEL027616	AGAP006436
OG0001414	AAEL028205	AGAP029652
OG0001444	AAEL000081, AAEL020741	AGAP006205
OG0001445	AAEL000092	AGAP003257
OG0001446	AAEL000146, AAEL000111	AGAP013231, AGAP012662
OG0001447	AAEL027754, AAEL025874, AAEL000154	AGAP002476
OG0001448	AAEL000217	AGAP003202, AGAP003201
OG0001449	AAEL000250	AGAP000569
OG0001450	AAEL000284	AGAP005673
OG0001451	AAEL013951, AAEL000432	AGAP009639
OG0001452	AAEL000468	AGAP003867
OG0001453	AAEL024335, AAEL000502	AGAP001789, AGAP012732
OG0001454	AAEL000669, AAEL027395, AAEL023031	AGAP012391
OG0001455	AAEL000705, AAEL011193	AGAP008570
OG0001456	AAEL000803, AAEL011405	AGAP010422
OG0001458	AAEL000944	AGAP009823
OG0001459	AAEL000956	AGAP012012
OG0001460	AAEL000963, AAEL021108	AGAP010573
OG0001461	AAEL027902, AAEL001016	AGAP013536, AGAP003991, AGAP003990
OG0001462	AAEL001020, AAEL001022	AGAP001501
OG0001463	AAEL001127, AAEL020358	AGAP002494
OG0001464	AAEL013004, AAEL001143	AGAP005178
OG0001465	AAEL001207	AGAP007839
OG0001466	AAEL001209	AGAP008931
OG0001467	AAEL001216	AGAP009075
OG0001469	AAEL001352, AAEL022991	AGAP001298
OG0001470	AAEL001364	AGAP009137
OG0001471	AAEL022805, AAEL001387	AGAP005886
OG0001472	AAEL001458	AGAP006169
OG0001473	AAEL001464	AGAP010616, AGAP012469
OG0001474	AAEL001491	AGAP010165
OG0001475	AAEL001495	AGAP008879
OG0001476	AAEL001503	AGAP009036
OG0001477	AAEL022416, AAEL001522	AGAP011553
OG0001478	AAEL001554	AGAP007617
OG0001479	AAEL001561	AGAP007609, AGAP007610
OG0001480	AAEL001619	AGAP008063
OG0001481	AAEL001680	AGAP006118
OG0001482	AAEL001682, AAEL027289	AGAP006117
OG0001483	AAEL001695	AGAP005099
OG0001484	AAEL001696	AGAP005311
OG0001486	AAEL001738	AGAP006025
OG0001487	AAEL001766	AGAP007061, AGAP007060
OG0001488	AAEL001782	AGAP005059, AGAP012612, AGAP005060
OG0001489	AAEL001819	AGAP009021
OG0001490	AAEL010261, AAEL001879	AGAP009140
OG0001491	AAEL001939	AGAP011520
OG0001492	AAEL001986	AGAP008035
OG0001493	AAEL024597, AAEL002006	AGAP013736
OG0001494	AAEL002011	AGAP008062
OG0001495	AAEL002047	AGAP000739
OG0001496	AAEL002050	AGAP005654
OG0001497	AAEL002069	AGAP005650
OG0001498	AAEL002135	AGAP000120
OG0001499	AAEL002139	AGAP029969, AGAP001031
OG0001500	AAEL002175	AGAP012224, AGAP001032
OG0001501	AAEL015481, AAEL002275	AGAP001416
OG0001502	AAEL002389, AAEL020851	AGAP009816
OG0001503	AAEL024419, AAEL002415	AGAP012744, AGAP003429
OG0001504	AAEL002503	AGAP000780
OG0001505	AAEL025146, AAEL002510	AGAP001065
OG0001506	AAEL002527	AGAP000022
OG0001507	AAEL002577, AAEL002632	AGAP011782
OG0001508	AAEL002599	AGAP012316, AGAP028545
OG0001509	AAEL002651	AGAP008736
OG0001510	AAEL002719	AGAP007705
OG0001511	AAEL002835	AGAP011391, AGAP011389, AGAP011390
OG0001512	AAEL002838, AAEL002840	AGAP028519
OG0001513	AAEL002859	AGAP029568
OG0001514	AAEL002902	AGAP011985
OG0001515	AAEL002903	AGAP000018
OG0001516	AAEL023241, AAEL002932	AGAP013158
OG0001517	AAEL003075	AGAP005747
OG0001518	AAEL003139	AGAP011357
OG0001519	AAEL003173, AAEL003163	AGAP001671
OG0001520	AAEL003177	AGAP028569
OG0001521	AAEL027087, AAEL003179	AGAP003462
OG0001522	AAEL003194	AGAP012802, AGAP004109
OG0001523	AAEL003211	AGAP008143
OG0001524	AAEL003384	AGAP001940
OG0001525	AAEL003406, AAEL003430	AGAP012364
OG0001526	AAEL003493	AGAP029903
OG0001527	AAEL003522	AGAP008846
OG0001528	AAEL027762, AAEL003550	AGAP008843
OG0001529	AAEL003566	AGAP003572
OG0001530	AAEL003605	AGAP000178
OG0001531	AAEL011519, AAEL003633	AGAP010855
OG0001532	AAEL003658	AGAP001381
OG0001533	AAEL003750	AGAP004395
OG0001534	AAEL003815	AGAP010751
OG0001535	AAEL003824	AGAP011293
OG0001536	AAEL023486, AAEL003835	AGAP011284
OG0001537	AAEL003953	AGAP029469
OG0001538	AAEL004010	AGAP003219
OG0001539	AAEL004059	AGAP011172
OG0001540	AAEL004119	AGAP012910, AGAP011045
OG0001541	AAEL004142	AGAP001954
OG0001542	AAEL004155	AGAP000108
OG0001543	AAEL004235	AGAP000159
OG0001544	AAEL004281, AAEL004273	AGAP007981
OG0001545	AAEL004295	AGAP013732
OG0001546	AAEL004344	AGAP011655
OG0001547	AAEL004405	AGAP010554
OG0001548	AAEL004415	AGAP010553
OG0001549	AAEL004456	AGAP012856, AGAP029379, AGAP013035
OG0001550	AAEL004478	AGAP004720
OG0001551	AAEL004495	AGAP009428
OG0001552	AAEL004653	AGAP011535
OG0001553	AAEL004661	AGAP005381
OG0001554	AAEL004702	AGAP013495
OG0001555	AAEL022153, AAEL024364, AAEL004750	AGAP010094, AGAP013723
OG0001556	AAEL004768	AGAP008348
OG0001557	AAEL004791	AGAP012694, AGAP002081
OG0001558	AAEL004799	AGAP002082
OG0001559	AAEL025388, AAEL004823	AGAP010517
OG0001560	AAEL004964	AGAP029443
OG0001561	AAEL004967	AGAP010463
OG0001563	AAEL005195	AGAP004649
OG0001564	AAEL005206	AGAP007627
OG0001565	AAEL005247	AGAP003672
OG0001566	AAEL005255	AGAP006376
OG0001567	AAEL021152, AAEL023206, AAEL005287, AAEL013691, AAEL008094	AGAP000204
OG0001568	AAEL005350, AAEL007999, AAEL007998	AGAP007356
OG0001569	AAEL005414	AGAP004329, AGAP004330
OG0001570	AAEL005419	AGAP003717, AGAP003716
OG0001571	AAEL028201, AAEL021183, AAEL005433	AGAP008706
OG0001572	AAEL026733, AAEL005438, AAEL022095	AGAP000552
OG0001573	AAEL005476	AGAP010676
OG0001574	AAEL005485	AGAP001113
OG0001575	AAEL024254, AAEL005525, AAEL005526	AGAP000894
OG0001576	AAEL026634, AAEL005528	AGAP000403
OG0001577	AAEL012528, AAEL005536	AGAP008647
OG0001578	AAEL005631	AGAP004624
OG0001579	AAEL005767	AGAP002558
OG0001580	AAEL005808	AGAP003695, AGAP003692
OG0001581	AAEL005842, AAEL022335	AGAP028434
OG0001582	AAEL021854, AAEL026114, AAEL005843	AGAP004672
OG0001583	AAEL005846	AGAP004695
OG0001584	AAEL021191, AAEL005866	AGAP012191
OG0001585	AAEL020020, AAEL005893	AGAP010380
OG0001586	AAEL005905	AGAP003132
OG0001587	AAEL020376, AAEL005950	AGAP002891
OG0001588	AAEL005952	AGAP002888
OG0001589	AAEL005962	AGAP011508
OG0001590	AAEL005970	AGAP008098
OG0001591	AAEL006034, AAEL025718	AGAP012357
OG0001592	AAEL006164, AAEL009201	AGAP010920, AGAP012418
OG0001593	AAEL006174	AGAP001697
OG0001594	AAEL006181	AGAP001699
OG0001595	AAEL006205	AGAP003755
OG0001596	AAEL020128, AAEL006216	AGAP029185
OG0001597	AAEL006348, AAEL006326	AGAP011025
OG0001598	AAEL006340	AGAP010985
OG0001599	AAEL006343, AAEL025287	AGAP011964
OG0001600	AAEL006367	AGAP000242
OG0001601	AAEL006389	AGAP012900, AGAP012577, AGAP010645
OG0001602	AAEL007284, AAEL006440	AGAP001471
OG0001603	AAEL022222, AAEL023228, AAEL006445	AGAP009280
OG0001604	AAEL006548, AAEL006556	AGAP006039
OG0001605	AAEL021322, AAEL024679, AAEL006553	AGAP005431
OG0001606	AAEL027492, AAEL006659	AGAP001217
OG0001607	AAEL020946, AAEL006687	AGAP011904
OG0001608	AAEL006688	AGAP011907
OG0001609	AAEL006697	AGAP011906
OG0001610	AAEL006718	AGAP006344
OG0001611	AAEL026097, AAEL006732	AGAP005412
OG0001612	AAEL006772, AAEL024260	AGAP029645
OG0001613	AAEL006774	AGAP011736
OG0001614	AAEL006790	AGAP011659
OG0001615	AAEL006839	AGAP002533
OG0001616	AAEL020314, AAEL006854	AGAP028108, AGAP028157
OG0001617	AAEL006859, AAEL014276	AGAP003410
OG0001618	AAEL006919	AGAP002543
OG0001619	AAEL006987, AAEL006990	AGAP008666
OG0001620	AAEL021420, AAEL006998, AAEL028089	AGAP008674
OG0001621	AAEL025660, AAEL007001	AGAP007871
OG0001622	AAEL007049	AGAP011444, AGAP012608
OG0001623	AAEL020187, AAEL007078	AGAP002340
OG0001624	AAEL007278, AAEL022274	AGAP009183
OG0001625	AAEL007285	AGAP001495
OG0001626	AAEL007349	AGAP009053
OG0001627	AAEL010393, AAEL007385	AGAP002465
OG0001628	AAEL007409	AGAP005810, AGAP005811
OG0001629	AAEL007473	AGAP007480
OG0001630	AAEL007476	AGAP011656, AGAP011657, AGAP000355
OG0001631	AAEL025261, AAEL007492	AGAP002392
OG0001632	AAEL007505	AGAP005010
OG0001633	AAEL007568	AGAP008771, AGAP012796
OG0001634	AAEL026096, AAEL007708	AGAP009506
OG0001635	AAEL007805	AGAP013455
OG0001636	AAEL007814, AAEL021591	AGAP003739
OG0001637	AAEL007823	AGAP008862
OG0001638	AAEL007902	AGAP009549
OG0001639	AAEL007959	AGAP009188
OG0001640	AAEL007979	AGAP009284
OG0001641	AAEL007987, AAEL025151	AGAP007361
OG0001642	AAEL007996	AGAP007379
OG0001643	AAEL008010, AAEL025987	AGAP003305
OG0001644	AAEL008041	AGAP001340, AGAP001341
OG0001645	AAEL023409, AAEL008046	AGAP002011
OG0001647	AAEL008154	AGAP001886
OG0001648	AAEL008188	AGAP012906, AGAP001911
OG0001649	AAEL008219	AGAP007264
OG0001650	AAEL008403	AGAP000809
OG0001651	AAEL012845, AAEL008412	AGAP008539, AGAP000291
OG0001652	AAEL021627, AAEL008416, AAEL022499, AAEL023848	AGAP002307
OG0001653	AAEL008450	AGAP002323
OG0001654	AAEL008459	AGAP000660
OG0001655	AAEL008463	AGAP010670
OG0001656	AAEL008592	AGAP008087
OG0001657	AAEL008596	AGAP008360
OG0001658	AAEL008700	AGAP004011
OG0001659	AAEL008738	AGAP012045
OG0001660	AAEL008826	AGAP002039, AGAP012803
OG0001661	AAEL023781, AAEL008842	AGAP029610
OG0001662	AAEL008849	AGAP007967
OG0001663	AAEL008865	AGAP012804, AGAP004759
OG0001664	AAEL008941	AGAP000324
OG0001665	AAEL008942	AGAP011383
OG0001666	AAEL026683, AAEL008956	AGAP000328
OG0001667	AAEL008960	AGAP000634
OG0001668	AAEL009097	AGAP003875
OG0001669	AAEL009183, AAEL027505	AGAP005624
OG0001670	AAEL009196	AGAP029622
OG0001671	AAEL009265	AGAP007771
OG0001672	AAEL009298	AGAP007700
OG0001673	AAEL009307	AGAP002287
OG0001674	AAEL009351, AAEL021624	AGAP007201
OG0001675	AAEL009356, AAEL024601	AGAP007202
OG0001676	AAEL009364	AGAP004780
OG0001677	AAEL009438	AGAP001537
OG0001678	AAEL009471, AAEL009458	AGAP001030
OG0001679	AAEL009466	AGAP029239
OG0001680	AAEL023741, AAEL009469	AGAP002954
OG0001681	AAEL009503, AAEL020495	AGAP011350
OG0001682	AAEL009588	AGAP009002
OG0001683	AAEL009634	AGAP004532
OG0001684	AAEL009637	AGAP004533
OG0001685	AAEL009639	AGAP013294
OG0001685	AAEL026149	AGAP004306
OG0001686	AAEL025383, AAEL009701	AGAP029562
OG0001687	AAEL009757, AAEL009751	AGAP010377
