Orthogroup	AaegyptiLVP_AGWG	LlongipalpisASM
OG0001199	AAEL004217	LOC129787441
OG0001200	AAEL005737, AAEL004278	LOC129794951
OG0001201	AAEL004290, AAEL019535	LOC129793638
OG0001202	AAEL004388, AAEL004390, AAEL004386	LOC129790675
OG0001204	AAEL004398	LOC129788920
OG0001205	AAEL019906, AAEL004457	LOC129788476
OG0001206	AAEL004544	LOC129793483
OG0001207	AAEL027515, AAEL028140, AAEL004564	LOC129789730
OG0001208	AAEL004677, AAEL004676	LOC129792511, LOC129790343
OG0001209	AAEL004694	LOC129787116
OG0001210	AAEL020237, AAEL004717	LOC129789059
OG0001211	AAEL004804	LOC129794278, LOC129789216, LOC129796320
OG0001212	AAEL004861, AAEL007167	LOC129786776
OG0001215	AAEL005019	LOC129794117
OG0001218	AAEL005058, AAEL018331	LOC129787982
OG0001219	AAEL005111	LOC129792661
OG0001220	AAEL005256	LOC129792760
OG0001221	AAEL005289	LOC129795596
OG0001222	AAEL026757, AAEL022228, AAEL005450	LOC129792565
OG0001223	AAEL005638	LOC129789118
OG0001224	AAEL005649	LOC129789722, LOC129788434
OG0001225	AAEL005774	LOC129791107
OG0001226	AAEL005829	LOC129789466
OG0001227	AAEL005895	LOC129786360
OG0001229	AAEL005978	LOC129793019
OG0001230	AAEL006006	LOC129790742
OG0001231	AAEL006023	LOC129786580
OG0001232	AAEL006144	LOC129787800, LOC129797716, LOC129788785, LOC129788854
OG0001234	AAEL006319	LOC129797505
OG0001235	AAEL006567	LOC129797456
OG0001236	AAEL006593	LOC129790098
OG0001237	AAEL006623	LOC129788970
OG0001238	AAEL006645	LOC129790419
OG0001239	AAEL006985, AAEL006830	LOC129790877
OG0001241	AAEL023108	LOC129791237
OG0001241	AAEL007234	LOC129789826
OG0001244	AAEL007404	LOC129794671
OG0001245	AAEL007465	LOC129790968
OG0001246	AAEL027458, AAEL007762	LOC129792984
OG0001247	AAEL022067, AAEL007799	LOC129794715, LOC129794718, LOC129791053
OG0001248	AAEL008056	LOC129791559
OG0001249	AAEL013179, AAEL008148	LOC129796838
OG0001250	AAEL008173, AAEL023000, AAEL008157	LOC129787582
OG0001251	AAEL008316	LOC129793082
OG0001252	AAEL008474, AAEL008472	LOC129789405, LOC129786917
OG0001253	AAEL008564	LOC129792804
OG0001254	AAEL023635, AAEL008575	LOC129789034
OG0001255	AAEL008687	LOC129790304
OG0001257	AAEL008961	LOC129791044
OG0001258	AAEL009019	LOC129794691, LOC129795222
OG0001259	AAEL009054, AAEL027056	LOC129791214
OG0001260	AAEL009062	LOC129789595
OG0001262	AAEL022573, AAEL009212	LOC129791832
OG0001263	AAEL009328, AAEL009324	LOC129790926
OG0001264	AAEL009362	LOC129795841, LOC129795859
OG0001265	AAEL009489	LOC129788738
OG0001266	AAEL009684	LOC129794670
OG0001267	AAEL009761	LOC129790155
OG0001270	AAEL010069, AAEL024373	LOC129787668
OG0001271	AAEL026935, AAEL027269, AAEL010070	LOC129786592
OG0001272	AAEL010140, AAEL010148	LOC129788766, LOC129789543
OG0001274	AAEL010182	LOC129785967
OG0001275	AAEL010219	LOC129792084, LOC129792227, LOC129794467, LOC129792193, LOC129792203
OG0001279	AAEL010364	LOC129796608
OG0001281	AAEL010545	LOC129794285
OG0001282	AAEL010628, AAEL010631	LOC129786284
OG0001284	AAEL021724, AAEL010789	LOC129790360
OG0001285	AAEL010926	LOC129796168
OG0001286	AAEL010941	LOC129789014
OG0001288	AAEL011150	LOC129797044
OG0001290	AAEL011239	LOC129787999
OG0001291	AAEL011305, AAEL012635	LOC129791602
OG0001292	AAEL011357	LOC129789424
OG0001293	AAEL011419, AAEL027486, AAEL011428	LOC129786935
OG0001294	AAEL011458, AAEL013031	LOC129791685
OG0001295	AAEL025944, AAEL011475	LOC129793962
OG0001296	AAEL014842, AAEL011510	LOC129794252
OG0001297	AAEL011575	LOC129797220
OG0001298	AAEL011632	LOC129797123
OG0001299	AAEL011786	LOC129787722
OG0001300	AAEL011941	LOC129797464
OG0001301	AAEL011992	LOC129796273
OG0001302	AAEL011995	LOC129792444
OG0001303	AAEL012107	LOC129797679
OG0001304	AAEL012161, AAEL012162	LOC129791772
OG0001305	AAEL014916, AAEL012344	LOC129786484
OG0001306	AAEL012382	LOC129796126, LOC129796098, LOC129796104
OG0001307	AAEL012472, AAEL027557	LOC129792399, LOC129791720
OG0001309	AAEL019473, AAEL012613	LOC129787408
OG0001310	AAEL027050, AAEL012621	LOC129787452
OG0001312	AAEL013335	LOC129786821
OG0001313	AAEL013405	LOC129787578
OG0001314	AAEL013882	LOC129796344
OG0001316	AAEL014125	LOC129787612
OG0001317	AAEL014361	LOC129787196
OG0001318	AAEL023570, AAEL020504, AAEL014377	LOC129789533
OG0001321	AAEL014452	LOC129793272, LOC129795294, LOC129791884
OG0001322	AAEL014640	LOC129792131, LOC129793391
OG0001323	AAEL017572, AAEL014699	LOC129785945
OG0001324	AAEL027937, AAEL014744	LOC129792952
OG0001325	AAEL015079, AAEL015267, AAEL020714, AAEL015265	LOC129794890
OG0001326	AAEL015109	LOC129788057
OG0001327	AAEL021791, AAEL015119	LOC129787207, LOC129788203
OG0001329	AAEL018025, AAEL015313	LOC129787650
OG0001331	AAEL017198	LOC129790418
OG0001332	AAEL017357, AAEL026428	LOC129794793
OG0001333	AAEL019858, AAEL018036	LOC129786501
OG0001334	AAEL018126	LOC129787387
OG0001335	AAEL018131	LOC129792520
OG0001336	AAEL018149	LOC129791812
OG0001337	AAEL018161	LOC129788453
OG0001338	AAEL018165	LOC129795569
OG0001339	AAEL018211	LOC129797428
OG0001340	AAEL018230	LOC129789911
OG0001341	AAEL018298	LOC129794983
OG0001342	AAEL019430	LOC129791318
OG0001343	AAEL019439, AAEL019438	LOC129788194
OG0001344	AAEL019444	LOC129797436
OG0001345	AAEL019446	LOC129790255
OG0001346	AAEL019476	LOC129789567
OG0001347	AAEL019480	LOC129788984
OG0001348	AAEL019489	LOC129786210
OG0001349	AAEL020521, AAEL024405, AAEL024673, AAEL019542	LOC129791767
OG0001350	AAEL019573	LOC129787246, LOC129787425, LOC129786048
OG0001351	AAEL019577	LOC129797309
OG0001352	AAEL019587	LOC129786038, LOC129794831
OG0001354	AAEL019667	LOC129791656
OG0001355	AAEL019714	LOC129790355
OG0001356	AAEL019762	LOC129788536
OG0001357	AAEL019795	LOC129795488
OG0001358	AAEL019835	LOC129794642
OG0001359	AAEL019837	LOC129794603
OG0001360	AAEL019843	LOC129794827
OG0001361	AAEL019848	LOC129787346
OG0001362	AAEL019852	LOC129788712
OG0001363	AAEL019879	LOC129794094
OG0001364	AAEL019990	LOC129790890
OG0001366	AAEL025503, AAEL020095	LOC129788668
OG0001369	AAEL020499	LOC129795634
OG0001370	AAEL020551, AAEL025762	LOC129795437
OG0001371	AAEL020651	LOC129792074
OG0001372	AAEL020702	LOC129795849
OG0001373	AAEL020789	LOC129789048, LOC129789043, LOC129793651, LOC129789013
OG0001374	AAEL020800	LOC129792865
OG0001375	AAEL021099	LOC129793978, LOC129792762, LOC129795854, LOC129791830
OG0001376	AAEL021805, AAEL022509	LOC129792898
OG0001377	AAEL021865	LOC129792532
OG0001378	AAEL021880, AAEL027926	LOC129794706
OG0001379	AAEL026542, AAEL025489, AAEL021883, AAEL027561, AAEL023613	LOC129788726
OG0001380	AAEL021945	LOC129792424
OG0001381	AAEL022092, AAEL024337	LOC129793780
OG0001382	AAEL022155, AAEL028005	LOC129793511, LOC129795968
OG0001383	AAEL023190, AAEL024558, AAEL022214	LOC129797248
OG0001384	AAEL022539	LOC129792709
OG0001385	AAEL022589	LOC129789000
OG0001386	AAEL022718	LOC129795895, LOC129795900, LOC129796669
OG0001387	AAEL023148	LOC129795414
OG0001388	AAEL028188, AAEL023294	LOC129787304
OG0001389	AAEL025458, AAEL024104, AAEL026110	LOC129791452
OG0001390	AAEL024236	LOC129787307
OG0001391	AAEL024239, AAEL026747	LOC129789040
OG0001392	AAEL024268	LOC129792320
OG0001393	AAEL024506, AAEL024812	LOC129788658
OG0001394	AAEL024846, AAEL026507	LOC129786332
OG0001395	AAEL024922	LOC129786709
OG0001396	AAEL025165	LOC129792394
OG0001397	AAEL025298, AAEL028110, AAEL026623	LOC129790720
OG0001398	AAEL025410, AAEL025391	LOC129790783
OG0001399	AAEL025547	LOC129789852
OG0001400	AAEL025567	LOC129794148
OG0001401	AAEL025911	LOC129785966
OG0001402	AAEL025973	LOC129788358, LOC129788323
OG0001403	AAEL026169	LOC129790814
OG0001404	AAEL026227	LOC129789519
OG0001405	AAEL026287	LOC129787029
OG0001408	AAEL027904, AAEL026581	LOC129794090
OG0001409	AAEL026671	LOC129787691, LOC129787692, LOC129787693, LOC129787694
OG0001410	AAEL026939	LOC129795836
OG0001411	AAEL027023	LOC129792767
OG0001412	AAEL027589	LOC129787254
OG0001413	AAEL027616	LOC129792243
OG0001414	AAEL028205	LOC129795699
OG0001444	AAEL000081, AAEL020741	LOC129791749
OG0001447	AAEL027754, AAEL025874, AAEL000154	LOC129789309
OG0001448	AAEL000217	LOC129797300
OG0001449	AAEL000250	LOC129793937
OG0001450	AAEL000284	LOC129792179
OG0001452	AAEL000468	LOC129796323
OG0001454	AAEL000669, AAEL027395, AAEL023031	LOC129795189
OG0001455	AAEL000705, AAEL011193	LOC129789413
OG0001456	AAEL000803, AAEL011405	LOC129796306
OG0001458	AAEL000944	LOC129792908
OG0001459	AAEL000956	LOC129785982
OG0001460	AAEL000963, AAEL021108	LOC129792966
OG0001463	AAEL001127, AAEL020358	LOC129797338, LOC129797339
OG0001464	AAEL013004, AAEL001143	LOC129797131
OG0001465	AAEL001207	LOC129791129
OG0001466	AAEL001209	LOC129793510, LOC129786827, LOC129785848
OG0001467	AAEL001216	LOC129791077
OG0001468	AAEL001304	LOC129788389
OG0001469	AAEL001352, AAEL022991	LOC129791746
OG0001471	AAEL022805, AAEL001387	LOC129793106
OG0001472	AAEL001458	LOC129794429, LOC129794428, LOC129793075
OG0001473	AAEL001464	LOC129787638
OG0001474	AAEL001491	LOC129788540
OG0001475	AAEL001495	LOC129790456
OG0001476	AAEL001503	LOC129790454
OG0001477	AAEL022416, AAEL001522	LOC129794782
OG0001478	AAEL001554	LOC129791803
OG0001479	AAEL001561	LOC129792690
OG0001480	AAEL001619	LOC129789467
OG0001481	AAEL001680	LOC129792723
OG0001482	AAEL001682, AAEL027289	LOC129792722
OG0001483	AAEL001695	LOC129791534
OG0001484	AAEL001696	LOC129792446
OG0001486	AAEL001738	LOC129791975
OG0001488	AAEL001782	LOC129786309
OG0001489	AAEL001819	LOC129786140
OG0001491	AAEL001939	LOC129795445
OG0001492	AAEL001986	LOC129788839
OG0001493	AAEL024597, AAEL002006	LOC129789657
OG0001494	AAEL002011	LOC129795685
OG0001495	AAEL002047	LOC129794601, LOC129795731
OG0001496	AAEL002050	LOC129791948
OG0001497	AAEL002069	LOC129793206
OG0001498	AAEL002135	LOC129790584
OG0001499	AAEL002139	LOC129789756
OG0001500	AAEL002175	LOC129791347
OG0001502	AAEL002389, AAEL020851	LOC129790803
OG0001503	AAEL024419, AAEL002415	LOC129797594
OG0001504	AAEL002503	LOC129789482
OG0001505	AAEL025146, AAEL002510	LOC129788406
OG0001506	AAEL002527	LOC129797141
OG0001509	AAEL002651	LOC129789890
OG0001510	AAEL002719	LOC129791619
OG0001511	AAEL002835	LOC129794898
OG0001513	AAEL002859	LOC129790094
OG0001514	AAEL002902	LOC129794509, LOC129788006
OG0001515	AAEL002903	LOC129794063
OG0001516	AAEL023241, AAEL002932	LOC129789723
OG0001517	AAEL003075	LOC129793025
OG0001518	AAEL003139	LOC129786143
OG0001519	AAEL003173, AAEL003163	LOC129787590
OG0001520	AAEL003177, AAEL029099	LOC129792879
OG0001521	AAEL027087, AAEL003179	LOC129787794
OG0001522	AAEL003194	LOC129786952
OG0001523	AAEL003211	LOC129789653, LOC129796678, LOC129790491
OG0001524	AAEL003384	LOC129787654
OG0001525	AAEL003406, AAEL003430	LOC129794659
OG0001526	AAEL003493	LOC129786471
OG0001527	AAEL003522	LOC129786192
OG0001528	AAEL027762, AAEL003550	LOC129786390, LOC129786377
OG0001530	AAEL003605	LOC129785953
OG0001532	AAEL003658	LOC129797401
OG0001533	AAEL003750	LOC129788033, LOC129788157, LOC129788158
OG0001534	AAEL003815	LOC129796090
OG0001535	AAEL003824	LOC129790763
OG0001536	AAEL023486, AAEL003835	LOC129795103, LOC129790583
OG0001537	AAEL003953	LOC129795333
OG0001538	AAEL004010	LOC129786614
OG0001539	AAEL004059	LOC129790300, LOC129793277
OG0001540	AAEL004119	LOC129796484
OG0001541	AAEL004142	LOC129797282
OG0001543	AAEL004235	LOC129790535
OG0001545	AAEL004295	LOC129791550
OG0001546	AAEL004344	LOC129796309
OG0001547	AAEL004405	LOC129795817
OG0001548	AAEL004415	LOC129795510
OG0001549	AAEL004456	LOC129790245
OG0001550	AAEL004478	LOC129786366
OG0001551	AAEL004495	LOC129789089
OG0001552	AAEL004653	LOC129796512
OG0001553	AAEL004661	LOC129792539, LOC129793331
OG0001554	AAEL004702	LOC129789305
OG0001555	AAEL022153, AAEL024364, AAEL004750	LOC129791177
OG0001556	AAEL004768	LOC129788452
OG0001557	AAEL004791	LOC129785961
OG0001558	AAEL004799	LOC129786044
OG0001559	AAEL025388, AAEL004823	LOC129796361
OG0001560	AAEL004964	LOC129795006
OG0001561	AAEL004967	LOC129795077, LOC129795076
OG0001563	AAEL005195	LOC129787878
OG0001564	AAEL005206	LOC129793487
OG0001565	AAEL005247	LOC129789959
OG0001566	AAEL005255	LOC129793035
OG0001569	AAEL005414	LOC129787760
OG0001570	AAEL005419	LOC129793656
OG0001571	AAEL028201, AAEL021183, AAEL005433	LOC129789218
OG0001572	AAEL026733, AAEL005438, AAEL022095	LOC129788874
OG0001573	AAEL005476	LOC129786492
OG0001574	AAEL020297, AAEL005485	LOC129793674
OG0001575	AAEL024254, AAEL005525, AAEL005526	LOC129790110
OG0001576	AAEL026634, AAEL005528	LOC129788159
OG0001577	AAEL012528, AAEL005536	LOC129791301
OG0001578	AAEL005631	LOC129790970
OG0001579	AAEL005767	LOC129792659
OG0001580	AAEL005808	LOC129787883
OG0001582	AAEL021854, AAEL026114, AAEL005843	LOC129797368
OG0001583	AAEL005846	LOC129797370
OG0001584	AAEL021191, AAEL005866	LOC129797763
OG0001585	AAEL020020, AAEL005893	LOC129789268
OG0001586	AAEL005905	LOC129788752
OG0001587	AAEL020376, AAEL005950	LOC129787948
OG0001588	AAEL005952	LOC129786414, LOC129786472
OG0001589	AAEL005962	LOC129789338, LOC129789341
OG0001590	AAEL005970	LOC129792557
OG0001592	AAEL006164, AAEL009201	LOC129795990
OG0001593	AAEL006174	LOC129795094
OG0001594	AAEL006181	LOC129787197, LOC129789390
OG0001595	AAEL006205	LOC129792937
OG0001596	AAEL020128, AAEL006216	LOC129793446
OG0001597	AAEL006348, AAEL006326	LOC129794506
OG0001598	AAEL006340	LOC129796977
OG0001599	AAEL006343, AAEL025287	LOC129795862, LOC129795861
OG0001600	AAEL006367	LOC129787918
OG0001601	AAEL006389	LOC129794834
OG0001602	AAEL007284, AAEL006440	LOC129793648
OG0001603	AAEL022222, AAEL023228, AAEL006445	LOC129787433
OG0001604	AAEL006548, AAEL006556	LOC129791740, LOC129797719
OG0001605	AAEL021322, AAEL024679, AAEL006553	LOC129792643
OG0001606	AAEL027492, AAEL006659	LOC129786475
OG0001607	AAEL020946, AAEL006687	LOC129794461
OG0001608	AAEL006688	LOC129793958
OG0001609	AAEL006697	LOC129793831
OG0001610	AAEL006718	LOC129790774
OG0001611	AAEL026097, AAEL006732	LOC129794313
OG0001612	AAEL006772, AAEL024260	LOC129795496
OG0001613	AAEL006774	LOC129793815, LOC129786668, LOC129786729
OG0001614	AAEL006790	LOC129795844
OG0001615	AAEL006839	LOC129793898
OG0001616	AAEL020314, AAEL006854	LOC129792007
OG0001617	AAEL006859, AAEL014276	LOC129790376
OG0001618	AAEL006919	LOC129792832, LOC129787634
OG0001619	AAEL006987, AAEL006990	LOC129786506, LOC129786488
OG0001620	AAEL021420, AAEL006998, AAEL028089	LOC129786438
OG0001621	AAEL025660, AAEL007001	LOC129787620
OG0001622	AAEL007049	LOC129792130
OG0001623	AAEL020187, AAEL007078	LOC129787944
OG0001624	AAEL007278, AAEL022274	LOC129787347
OG0001625	AAEL007285	LOC129796179
OG0001626	AAEL007349	LOC129792140, LOC129797795
OG0001627	AAEL010393, AAEL007385	LOC129797847
OG0001628	AAEL007409	LOC129791569
OG0001629	AAEL007473	LOC129790874, LOC129789217, LOC129792829
OG0001630	AAEL007476	LOC129795633
OG0001631	AAEL025261, AAEL007492	LOC129786221
OG0001632	AAEL007505	LOC129793617
OG0001633	AAEL007568	LOC129789417
OG0001634	AAEL026096, AAEL007708	LOC129796839
OG0001635	AAEL007805	LOC129795027
OG0001636	AAEL007814, AAEL021591	LOC129790733
OG0001637	AAEL007823	LOC129790595
OG0001638	AAEL007902	LOC129790797
OG0001639	AAEL007959	LOC129796206
OG0001640	AAEL007979	LOC129789851, LOC129789850, LOC129789085
OG0001641	AAEL007987, AAEL025151	LOC129790175
OG0001642	AAEL007996	LOC129793308
OG0001643	AAEL008010, AAEL025987	LOC129797437
OG0001644	AAEL008041	LOC129796435
OG0001645	AAEL023409, AAEL008046	LOC129795123
OG0001647	AAEL008154	LOC129796554
OG0001648	AAEL008188	LOC129787158
OG0001649	AAEL008219	LOC129786326, LOC129795316, LOC129786322
OG0001650	AAEL008403	LOC129790931
OG0001651	AAEL012845, AAEL008412	LOC129790887
OG0001652	AAEL021627, AAEL008416, AAEL022499, AAEL023848	LOC129786116
OG0001654	AAEL008459	LOC129789585
OG0001655	AAEL008463	LOC129789602
OG0001656	AAEL008592	LOC129788086
OG0001657	AAEL008596	LOC129789357
OG0001658	AAEL008700	LOC129786809
OG0001659	AAEL008738	LOC129793899
OG0001660	AAEL008826	LOC129786022
OG0001661	AAEL023781, AAEL008842	LOC129786658
OG0001662	AAEL008849	LOC129792648
OG0001663	AAEL008865	LOC129796251
OG0001664	AAEL008941	LOC129790572
OG0001665	AAEL008942	LOC129790134
OG0001666	AAEL026683, AAEL008956	LOC129789751
OG0001667	AAEL008960	LOC129790063
OG0001668	AAEL009097	LOC129793929
OG0001669	AAEL009183, AAEL027505	LOC129792436
OG0001670	AAEL009196	LOC129795951
OG0001671	AAEL009265	LOC129788616
OG0001672	AAEL009298	LOC129789273, LOC129789272
OG0001673	AAEL009307	LOC129787185
OG0001674	AAEL009351, AAEL021624	LOC129792010
OG0001675	AAEL009356, AAEL024601	LOC129791982
OG0001676	AAEL009364	LOC129795464
OG0001677	AAEL009438	LOC129797117
OG0001678	AAEL009471, AAEL009458	LOC129789742
OG0001679	AAEL009466	LOC129788938
OG0001680	AAEL023741, AAEL009469	LOC129797090
OG0001681	AAEL009503, AAEL020495	LOC129794747, LOC129794746
OG0001682	AAEL009588	LOC129788060
OG0001683	AAEL009634	LOC129790728
OG0001684	AAEL009637	LOC129790725
OG0001685	AAEL009639	LOC129790413
OG0001685	AAEL026149	LOC129793889
OG0001686	AAEL025383, AAEL009701	LOC129796857
OG0001688	AAEL009753	LOC129797292, LOC129797293, LOC129786585
OG0001689	AAEL009763	LOC129787992
OG0001690	AAEL009779	LOC129789156
OG0001691	AAEL009850	LOC129793247, LOC129793246
OG0001692	AAEL028144, AAEL009872	LOC129790239
OG0001694	AAEL009950	LOC129787868
OG0001695	AAEL010008, AAEL026984	LOC129786751
OG0001696	AAEL010062	LOC129788426
OG0001697	AAEL010090	LOC129792997
OG0001699	AAEL021547, AAEL024827, AAEL010226	LOC129795526
OG0001700	AAEL010260	LOC129793749, LOC129791126, LOC129789479
OG0001702	AAEL010283, AAEL027623	LOC129789529
OG0001704	AAEL010311	LOC129785963
OG0001705	AAEL010354	LOC129797629
OG0001706	AAEL010355	LOC129789605, LOC129795515
OG0001708	AAEL010389	LOC129797541, LOC129792617, LOC129792400
OG0001709	AAEL010422	LOC129787238, LOC129790388
OG0001710	AAEL021184, AAEL010511	LOC129796140
OG0001711	AAEL010568	LOC129788442
OG0001712	AAEL010571, AAEL026067	LOC129789964
OG0001714	AAEL010742, AAEL024119	LOC129791296
OG0001715	AAEL010757	LOC129796923
OG0001716	AAEL010771	LOC129790480
OG0001717	AAEL010778	LOC129789932
OG0001718	AAEL010827	LOC129797155
OG0001719	AAEL010855	LOC129791721
OG0001720	AAEL021416, AAEL011123	LOC129786098
OG0001721	AAEL024207, AAEL011124	LOC129785973
OG0001722	AAEL011157	LOC129797064
OG0001723	AAEL011159	LOC129795874
OG0001724	AAEL026600, AAEL011271	LOC129786652
OG0001725	AAEL011345	LOC129794113
OG0001726	AAEL011349	LOC129792607, LOC129792727
OG0001727	AAEL011379	LOC129788794
OG0001728	AAEL011382	LOC129787839
OG0001730	AAEL011436	LOC129796021
OG0001731	AAEL011500	LOC129788792, LOC129791986
OG0001732	AAEL011560	LOC129796695
OG0001733	AAEL011562	LOC129786263
OG0001734	AAEL011566	LOC129791737, LOC129792398
OG0001735	AAEL011690, AAEL011691	LOC129790824
OG0001736	AAEL011697	LOC129796096
OG0001737	AAEL025949, AAEL021786, AAEL011731	LOC129795468
OG0001738	AAEL011751, AAEL023265	LOC129788301
OG0001739	AAEL011754, AAEL023977	LOC129788022
OG0001741	AAEL011808, AAEL027830	LOC129787555
OG0001742	AAEL011850	LOC129792632
OG0001743	AAEL011989	LOC129792747
OG0001744	AAEL011991	LOC129787602
OG0001745	AAEL011993	LOC129787587
OG0001746	AAEL011996	LOC129797065
OG0001747	AAEL012016	LOC129794259
OG0001748	AAEL027882, AAEL012059	LOC129786441
OG0001749	AAEL021939, AAEL012178	LOC129792376
OG0001750	AAEL012233	LOC129790222
OG0001751	AAEL012324	LOC129794909
OG0001752	AAEL022520, AAEL012341	LOC129786866
OG0001753	AAEL012410	LOC129796574, LOC129796573
OG0001754	AAEL012501	LOC129788770, LOC129788776, LOC129795979
OG0001755	AAEL012525	LOC129794760
OG0001756	AAEL012539	LOC129791759
OG0001757	AAEL012552	LOC129789606
OG0001758	AAEL021254, AAEL012585	LOC129789116
OG0001759	AAEL012671	LOC129789065
OG0001760	AAEL012710, AAEL012715	LOC129787052
OG0001762	AAEL012717	LOC129792088
OG0001763	AAEL012731	LOC129791736
OG0001764	AAEL012751	LOC129794248
OG0001765	AAEL012756	LOC129793816
OG0001767	AAEL012822	LOC129785893
OG0001768	AAEL012823	LOC129792769
OG0001769	AAEL012826	LOC129793630
OG0001771	AAEL013151	LOC129788791
OG0001772	AAEL013157, AAEL013152	LOC129789245, LOC129789345
OG0001773	AAEL013197	LOC129792735
OG0001774	AAEL026895, AAEL013199	LOC129789403
OG0001775	AAEL013253	LOC129790827
OG0001776	AAEL013278	LOC129793498
OG0001777	AAEL013366	LOC129788364
OG0001778	AAEL013424	LOC129797665
OG0001779	AAEL013478	LOC129794840
OG0001780	AAEL013479	LOC129794939
OG0001781	AAEL013527	LOC129793429
OG0001782	AAEL013613	LOC129787820
OG0001783	AAEL013724	LOC129786246
OG0001784	AAEL013744	LOC129793241
OG0001785	AAEL013758	LOC129797674
OG0001786	AAEL013776	LOC129791199
OG0001787	AAEL013814	LOC129791381
OG0001788	AAEL013872	LOC129792127
OG0001789	AAEL013875	LOC129792135
OG0001790	AAEL013883	LOC129790876
OG0001791	AAEL013962	LOC129786553
OG0001792	AAEL020316, AAEL013974	LOC129796385
OG0001793	AAEL028215, AAEL013994	LOC129792442
OG0001794	AAEL013998, AAEL027973	LOC129797226
OG0001795	AAEL014009	LOC129789520, LOC129789252
OG0001796	AAEL014022	LOC129792783
OG0001798	AAEL014054, AAEL025786	LOC129787211
OG0001799	AAEL014059	LOC129788959
OG0001800	AAEL025776, AAEL014216	LOC129788729
OG0001802	AAEL014271	LOC129797610
OG0001803	AAEL014272	LOC129791007, LOC129791008
OG0001804	AAEL014284	LOC129795693
OG0001805	AAEL014303	LOC129790995
OG0001806	AAEL024066, AAEL014318	LOC129792413
OG0001807	AAEL014326	LOC129791367
OG0001808	AAEL014340	LOC129792755
OG0001811	AAEL014435	LOC129792465
OG0001812	AAEL014505	LOC129787649
OG0001813	AAEL014577	LOC129793732, LOC129793734
OG0001814	AAEL014578, AAEL023117	LOC129792252
OG0001815	AAEL014653	LOC129787405
OG0001816	AAEL014774	LOC129793276
OG0001817	AAEL014824	LOC129790365
OG0001818	AAEL014851	LOC129787508
OG0001819	AAEL024910, AAEL014853	LOC129789556
OG0001820	AAEL014863	LOC129793706
OG0001821	AAEL015118	LOC129791557
OG0001822	AAEL015255	LOC129793139
OG0001823	AAEL020424, AAEL015402	LOC129791671
OG0001824	AAEL015557	LOC129790984
OG0001825	AAEL015640	LOC129795054
OG0001827	AAEL017167	LOC129787714, LOC129787776
OG0001829	AAEL017251	LOC129795457
OG0001830	AAEL017356	LOC129795064
OG0001831	AAEL017391	LOC129790640
OG0001832	AAEL017512	LOC129795501
OG0001833	AAEL018103, AAEL026175	LOC129791389
OG0001834	AAEL018114	LOC129792115
OG0001835	AAEL018141	LOC129787975
OG0001837	AAEL018215	LOC129787074
OG0001838	AAEL018227	LOC129795573
OG0001839	AAEL018232	LOC129791005
OG0001840	AAEL018263	LOC129788825
OG0001841	AAEL018302	LOC129791580
OG0001842	AAEL018310	LOC129794817
OG0001843	AAEL018324	LOC129788150
OG0001844	AAEL019406	LOC129797361
OG0001845	AAEL023349, AAEL019418	LOC129792975
OG0001846	AAEL019420, AAEL019419	LOC129796912
OG0001848	AAEL019425	LOC129790690
OG0001849	AAEL019457	LOC129796195
OG0001850	AAEL019467	LOC129792298
OG0001851	AAEL019491	LOC129797616, LOC129797574
OG0001852	AAEL019502	LOC129797324
OG0001853	AAEL019515, AAEL021312	LOC129794826
OG0001854	AAEL019543	LOC129794842
OG0001855	AAEL019551	LOC129794073
OG0001856	AAEL019553	LOC129789363
OG0001857	AAEL019566	LOC129797241
OG0001858	AAEL027018, AAEL019593	LOC129796202, LOC129796420
OG0001859	AAEL019600, AAEL022282, AAEL023044	LOC129791467
OG0001860	AAEL019610	LOC129796988
OG0001861	AAEL019617	LOC129792410
OG0001862	AAEL025304, AAEL019619	LOC129787215
OG0001863	AAEL019632	LOC129792072
OG0001864	AAEL019640	LOC129790855
OG0001865	AAEL019656	LOC129790845
OG0001866	AAEL021311, AAEL019671	LOC129795328
OG0001867	AAEL019680	LOC129788957
OG0001868	AAEL019686	LOC129787270
OG0001869	AAEL019704	LOC129795513
OG0001870	AAEL019721, AAEL021660	LOC129786560
OG0001871	AAEL019723	LOC129787708
OG0001873	AAEL019738, AAEL022521	LOC129787651
OG0001874	AAEL019743	LOC129795307
OG0001875	AAEL019757	LOC129794108
OG0001876	AAEL019779	LOC129786760
OG0001879	AAEL019817, AAEL019816	LOC129794824
OG0001880	AAEL019872	LOC129786509
OG0001881	AAEL019888	LOC129787945, LOC129794298, LOC129794305
OG0001882	AAEL019914	LOC129789049
OG0001883	AAEL019934	LOC129793191
OG0001884	AAEL019942, AAEL019943	LOC129790026
OG0001885	AAEL020938, AAEL019995	LOC129791203
OG0001886	AAEL020006	LOC129785854
OG0001887	AAEL020075	LOC129789344, LOC129789624
OG0001889	AAEL020236	LOC129789558
OG0001890	AAEL020259	LOC129796812
OG0001891	AAEL020367, AAEL027037	LOC129788054
OG0001892	AAEL020427	LOC129787869
OG0001893	AAEL020670, AAEL026210	LOC129795913
OG0001894	AAEL020781, AAEL024786, AAEL024800	LOC129790362
OG0001895	AAEL024451, AAEL020804	LOC129793818
OG0001896	AAEL020847	LOC129788046
OG0001897	AAEL021006	LOC129790146
OG0001898	AAEL021019	LOC129793044, LOC129790873, LOC129793877
