Orthogroup	AaegyptiLVP_AGWG	Aalbopictus_AalbF5
OG0001354	AAEL019667	LOC109414240
OG0001355	AAEL019714	LOC109410234
OG0001356	AAEL019762	LOC134287590, LOC109421539
OG0001357	AAEL019795	LOC134289560, LOC109416894
OG0001358	AAEL019835	LOC109401679
OG0001359	AAEL019837	LOC109397126
OG0001360	AAEL019843	LOC109621323
OG0001361	AAEL019848	LOC109402379
OG0001362	AAEL019852	LOC109417226
OG0001363	AAEL019879	LOC109423859
OG0001364	AAEL019990	LOC109415242
OG0001365	AAEL026194, AAEL020009	LOC134286413
OG0001366	AAEL025503	LOC109401936
OG0001366	AAEL020095	LOC134284978
OG0001367	AAEL021696, AAEL025052, AAEL024856, AAEL020103, AAEL024036, AAEL020940	LOC134285138, LOC115266895, LOC109428591
OG0001368	AAEL020333	LOC109408479, LOC134284449
OG0001368	AAEL023142, AAEL026219, AAEL023740, AAEL023205, AAEL023801, AAEL024103, AAEL020970	LOC134289344, LOC115267022
OG0001369	AAEL020499	LOC109433666
OG0001370	AAEL020551	LOC134291765
OG0001370	AAEL025762	LOC115264667
OG0001371	AAEL020651	LOC115263025, LOC109410219
OG0001372	AAEL020702	LOC109431036
OG0001373	AAEL020789	LOC109422117
OG0001374	AAEL020800	LOC109427893
OG0001375	AAEL021099	LOC115254608
OG0001376	AAEL021805, AAEL022509	LOC109426839
OG0001377	AAEL021865	LOC109401309
OG0001378	AAEL027926	LOC109399634
OG0001379	AAEL026542, AAEL025489, AAEL021883, AAEL027561, AAEL023613	LOC109425436
OG0001380	AAEL021945	LOC115255807
OG0001381	AAEL022092, AAEL024337	LOC134285580, LOC109417800
OG0001382	AAEL022155, AAEL028005	LOC134284445, LOC109416467
OG0001383	AAEL023190, AAEL024558, AAEL022214	LOC109405057
OG0001384	AAEL022539	LOC115263576
OG0001385	AAEL022589	LOC109433599
OG0001386	AAEL022718	LOC115257876
OG0001387	AAEL023148	LOC109400433
OG0001388	AAEL028188, AAEL023294	LOC109405203
OG0001389	AAEL025458, AAEL024104	LOC109420544
OG0001390	AAEL024236	LOC109412784, LOC134284140
OG0001391	AAEL024239, AAEL026747	LOC134285373
OG0001392	AAEL024268	LOC109398078
OG0001393	AAEL024506, AAEL024812	LOC109421628, LOC115265587
OG0001394	AAEL026507	LOC109423405
OG0001395	AAEL024922	LOC109406231
OG0001396	AAEL025165	LOC109410520
OG0001397	AAEL025298	LOC109426160
OG0001397	AAEL028110	LOC109418423
OG0001398	AAEL025410	LOC109411751
OG0001398	AAEL025391	LOC134287342
OG0001399	AAEL025547	LOC109404024
OG0001400	AAEL025567	LOC109410014
OG0001402	AAEL025973	LOC109421548
OG0001403	AAEL026169	LOC109431372
OG0001404	AAEL026227	LOC109401891
OG0001405	AAEL026287	LOC109402372
OG0001406	AAEL026387	LOC109417578
OG0001407	AAEL026431, AAEL026853	LOC115268852, LOC115267823, LOC109410045, LOC134291172, LOC115269753, LOC115255382, LOC134291176, LOC134286390, LOC134286857
OG0001408	AAEL026581	LOC109416447
OG0001409	AAEL026671	LOC109409967
OG0001410	AAEL026939	LOC109424724
OG0001411	AAEL027023	LOC134287310, LOC109407909
OG0001412	AAEL027589	LOC109432366, LOC109423073
OG0001413	AAEL027616	LOC134283931, LOC109623134
OG0001414	AAEL028205	LOC134289566, LOC109432331
OG0001443	AAEL000044	LOC109409048
OG0001443	AAEL014995	LOC109398988
OG0001444	AAEL000081, AAEL020741	LOC115254260
OG0001445	AAEL000092	LOC109415316
OG0001446	AAEL000146	LOC109430394
OG0001446	AAEL000111	LOC109430401
OG0001447	AAEL027754, AAEL025874, AAEL000154	LOC109400053
OG0001448	AAEL000217	LOC109430466
OG0001449	AAEL000250	LOC134284401, LOC109413202
OG0001450	AAEL000284	LOC134283904, LOC109402569
OG0001451	AAEL013951	LOC109412699
OG0001451	AAEL000432	LOC109427211, LOC115254074
OG0001452	AAEL000468	LOC115261415
OG0001453	AAEL024335, AAEL000502	LOC109401790
OG0001454	AAEL000669, AAEL027395, AAEL023031	LOC109426047
OG0001455	AAEL011193	LOC109417637
OG0001456	AAEL000803	LOC109411415
OG0001456	AAEL011405	LOC109411417, LOC115267899
OG0001457	AAEL000921, AAEL000870, AAEL000916, AAEL023960	LOC115268261, LOC109432233
OG0001457	AAEL000881	LOC115267669, LOC134291791
OG0001457	AAEL023036	LOC115267670
OG0001458	AAEL000944	LOC115258944
OG0001459	AAEL000956	LOC109410753
OG0001460	AAEL000963, AAEL021108	LOC109410759
OG0001461	AAEL027902	LOC134291262
OG0001461	AAEL001016	LOC109410390
OG0001462	AAEL001020	LOC109417375
OG0001462	AAEL001022	LOC109410397
OG0001463	AAEL001127, AAEL020358	LOC109411214
OG0001464	AAEL013004	LOC115255401
OG0001464	AAEL001143	LOC109411220
OG0001465	AAEL001207	LOC109418060
OG0001466	AAEL001209	LOC109421653
OG0001467	AAEL001216	LOC109421659
OG0001468	AAEL001304	LOC109429626
OG0001469	AAEL001352, AAEL022991	LOC134289575, LOC109403034
OG0001470	AAEL001364	LOC109430774
OG0001471	AAEL022805, AAEL001387	LOC109423771
OG0001472	AAEL001458	LOC109423748
OG0001473	AAEL001464	LOC109403573
OG0001474	AAEL001491	LOC115257191, LOC109432861
OG0001475	AAEL001495	LOC109412369
OG0001476	AAEL001503	LOC109412368
OG0001477	AAEL022416, AAEL001522	LOC134291944, LOC109424500
OG0001478	AAEL001554	LOC109423370, LOC115257528
OG0001479	AAEL001561	LOC109408358
OG0001480	AAEL001619	LOC109431403, LOC134285926
OG0001481	AAEL001680	LOC109426648, LOC134284780, LOC134288523
OG0001482	AAEL001682, AAEL027289	LOC134287358, LOC109426647
OG0001483	AAEL001695	LOC109426672
OG0001484	AAEL001696	LOC115267285
OG0001486	AAEL001738	LOC109413954
OG0001487	AAEL001766	LOC109431718
OG0001488	AAEL001782	LOC109430940
OG0001489	AAEL001819	LOC134284001
OG0001490	AAEL010261	LOC115254898
OG0001490	AAEL001879	LOC109428049
OG0001491	AAEL001939	LOC109415901
OG0001492	AAEL001986	LOC109421432
OG0001493	AAEL024597	LOC115266443
OG0001493	AAEL002006	LOC109432536
OG0001494	AAEL002011	LOC115265509
OG0001495	AAEL002047	LOC134285717, LOC109401923
OG0001496	AAEL002050	LOC109404954
OG0001497	AAEL002069	LOC109404952
OG0001498	AAEL002135	LOC109415195
OG0001499	AAEL002139	LOC109428390
OG0001500	AAEL002175	LOC109415202
OG0001501	AAEL015481	LOC109424018
OG0001501	AAEL002275	LOC109399279
OG0001502	AAEL002389, AAEL020851	LOC109409324, LOC115258583
OG0001503	AAEL024419, AAEL002415	LOC109432154
OG0001504	AAEL002503	LOC115256587
OG0001505	AAEL025146, AAEL002510	LOC109409418, LOC134285076
OG0001506	AAEL002527	LOC109409431
OG0001507	AAEL002577	LOC115257757
OG0001507	AAEL002632	LOC115257606
OG0001508	AAEL002599	LOC109416719
OG0001509	AAEL002651	LOC109427823, LOC115259047
OG0001510	AAEL002719	LOC109621708
OG0001511	AAEL002835	LOC115264697
OG0001512	AAEL002840	LOC109422268
OG0001513	AAEL002859	LOC109623099
OG0001514	AAEL002902	LOC109431589
OG0001515	AAEL002903	LOC109397596, LOC134284656
OG0001516	AAEL023241, AAEL002932	LOC109398423, LOC134284660
OG0001517	AAEL003075	LOC109410291
OG0001518	AAEL003139	LOC109415941, LOC134290778
OG0001519	AAEL003173	LOC109411048
OG0001519	AAEL003163	LOC109411047
OG0001521	AAEL027087	LOC109418948
OG0001521	AAEL003179	LOC109400097
OG0001522	AAEL003194	LOC109622284, LOC109409963
OG0001523	AAEL003211	LOC109416057
OG0001524	AAEL003384	LOC134289496, LOC134289494, LOC134289495
OG0001525	AAEL003406, AAEL003430	LOC134289673, LOC109399658
OG0001526	AAEL003493	LOC115266550
OG0001527	AAEL003522	LOC109412015
OG0001528	AAEL027762, AAEL003550	LOC109412018
OG0001529	AAEL003566	LOC115261461
OG0001530	AAEL003605	LOC109422144
OG0001531	AAEL011519	LOC109426929
OG0001531	AAEL003633	LOC134291542, LOC109623394
OG0001532	AAEL003658	LOC134289439
OG0001533	AAEL003750	LOC109621513
OG0001534	AAEL003815	LOC109399108
OG0001535	AAEL003824	LOC109399100
OG0001536	AAEL023486, AAEL003835	LOC109399093
OG0001537	AAEL003953	LOC109424442
OG0001538	AAEL004010	LOC109406517, LOC109403312
OG0001539	AAEL004059	LOC109431389
OG0001540	AAEL004119	LOC109407674
OG0001541	AAEL004142	LOC109422649, LOC134291372, LOC109402824
OG0001542	AAEL004155	LOC109412267
OG0001543	AAEL004235	LOC109412996
OG0001544	AAEL004281	LOC109425086
OG0001544	AAEL004273	LOC109429448
OG0001545	AAEL004295	LOC134286314, LOC109425088
OG0001546	AAEL004344	LOC134289754, LOC109426437
OG0001547	AAEL004405	LOC115257489
OG0001548	AAEL004415	LOC109412921
OG0001549	AAEL004456	LOC109409558
OG0001550	AAEL004478	LOC134291447
OG0001551	AAEL004495	LOC109429598, LOC115262100
OG0001552	AAEL004653	LOC109420357
OG0001553	AAEL004661	LOC109406422
OG0001554	AAEL004702	LOC115260696, LOC109432362
OG0001555	AAEL022153, AAEL024364, AAEL004750	LOC134286757
OG0001556	AAEL004768	LOC109400308
OG0001557	AAEL004791	LOC109431868
OG0001559	AAEL025388, AAEL004823	LOC115260213, LOC109414794
OG0001560	AAEL004964	LOC109428936
OG0001561	AAEL004967	LOC109428933
OG0001562	AAEL005164, AAEL014480, AAEL014481	LOC115267538, LOC109407876, LOC109399203, LOC134289769, LOC134289770, LOC109399741, LOC115264730, LOC109402879
OG0001563	AAEL005195	LOC109409653
OG0001564	AAEL005206	LOC109409662
OG0001565	AAEL005247	LOC109432222
OG0001566	AAEL005255	LOC109409964
OG0001567	AAEL021152, AAEL023206, AAEL005287, AAEL013691, AAEL008094	LOC115255706
OG0001568	AAEL005350	LOC109429467
OG0001568	AAEL007999	LOC109399163
OG0001568	AAEL007998	LOC109414010
OG0001569	AAEL005414	LOC109429359, LOC109398210
OG0001570	AAEL005419	LOC109429314, LOC109400906
OG0001571	AAEL028201, AAEL021183, AAEL005433	LOC109427435
OG0001572	AAEL005438, AAEL022095	LOC109427434
OG0001573	AAEL005476	LOC109410664
OG0001574	AAEL005485	LOC109427067
OG0001575	AAEL024254, AAEL005525, AAEL005526	LOC109424979
OG0001576	AAEL026634, AAEL005528	LOC109431106, LOC109424968
OG0001577	AAEL012528	LOC115254138
OG0001577	AAEL005536	LOC109421033
OG0001578	AAEL005631	LOC109416121, LOC109419098, LOC109405787
OG0001579	AAEL005767	LOC109433328
OG0001580	AAEL005808	LOC109430281
OG0001581	AAEL005842, AAEL022335	LOC109401806
OG0001582	AAEL021854, AAEL026114, AAEL005843	LOC109398907
OG0001583	AAEL005846	LOC115264563
OG0001584	AAEL021191, AAEL005866	LOC109398917
OG0001585	AAEL020020, AAEL005893	LOC109431046, LOC134284127
OG0001586	AAEL005905	LOC115261381
OG0001587	AAEL020376	LOC115255928
OG0001587	AAEL005950	LOC109421116
OG0001588	AAEL005952	LOC109431331
OG0001589	AAEL005962	LOC109412611, LOC109401544
OG0001590	AAEL005970	LOC109419966, LOC134287715
OG0001591	AAEL006034	LOC109421937, LOC109421936
OG0001591	AAEL025718	LOC109421938
OG0001592	AAEL006164, AAEL009201	LOC115268366
OG0001593	AAEL006174	LOC134284199, LOC109424033
OG0001594	AAEL006181	LOC109424032
OG0001595	AAEL006205	LOC115264858, LOC134284715
OG0001596	AAEL020128, AAEL006216	LOC109412832
OG0001597	AAEL006348, AAEL006326	LOC109425981
OG0001598	AAEL006340	LOC115268041
OG0001599	AAEL006343, AAEL025287	LOC109425997
OG0001600	AAEL006367	LOC115256111
OG0001601	AAEL006389	LOC109411829
OG0001602	AAEL007284	LOC115261561
OG0001602	AAEL006440	LOC109402475
OG0001603	AAEL022222, AAEL023228, AAEL006445	LOC109402525
OG0001604	AAEL006548	LOC115269208
OG0001604	AAEL006556	LOC109418988
OG0001605	AAEL021322, AAEL024679, AAEL006553	LOC109398184
OG0001606	AAEL027492, AAEL006659	LOC134289650, LOC109422742
OG0001607	AAEL020946, AAEL006687	LOC109410579
OG0001608	AAEL006688	LOC109421160
OG0001609	AAEL006697	LOC109421159
OG0001610	AAEL006718	LOC134283998, LOC109427105
OG0001611	AAEL026097, AAEL006732	LOC109410535, LOC134287361
OG0001612	AAEL006772, AAEL024260	LOC109418813
OG0001613	AAEL006774	LOC109405806
OG0001614	AAEL006790	LOC109403984
OG0001615	AAEL006839	LOC115254470
OG0001616	AAEL020314, AAEL006854	LOC109403403
OG0001617	AAEL006859	LOC109621635
OG0001617	AAEL014276	LOC109429086
OG0001618	AAEL006919	LOC109431932
OG0001619	AAEL006987, AAEL006990	LOC109427882
OG0001620	AAEL021420, AAEL006998, AAEL028089	LOC109427885
OG0001621	AAEL007001	LOC109398864
OG0001622	AAEL007049	LOC134283989, LOC109426925
OG0001623	AAEL020187, AAEL007078	LOC134285599, LOC109416957
OG0001624	AAEL007278, AAEL022274	LOC109397551
OG0001625	AAEL007285	LOC109432771
OG0001626	AAEL007349	LOC109417532, LOC109410216
OG0001627	AAEL010393, AAEL007385	LOC109421124
OG0001628	AAEL007409	LOC109621710
OG0001629	AAEL007473	LOC115269210
OG0001630	AAEL007476	LOC109397865
OG0001631	AAEL025261, AAEL007492	LOC109400499
OG0001632	AAEL007505	LOC109415156
OG0001633	AAEL007568	LOC109622893, LOC115258542
OG0001634	AAEL026096, AAEL007708	LOC109411700, LOC134288815
OG0001635	AAEL007805	LOC115254267
OG0001636	AAEL007814, AAEL021591	LOC109401140, LOC109422552
OG0001637	AAEL007823	LOC109433074
OG0001638	AAEL007902	LOC109420450
OG0001639	AAEL007959	LOC115253945, LOC109416842, LOC109405681
OG0001640	AAEL007979	LOC109621844
OG0001641	AAEL007987, AAEL025151	LOC109399186
OG0001642	AAEL007996	LOC109420954, LOC109399228
OG0001643	AAEL008010, AAEL025987	LOC115257156
OG0001644	AAEL008041	LOC109408449
OG0001645	AAEL023409	LOC109415684
OG0001645	AAEL008046	LOC109425047
OG0001646	AAEL008104	LOC109425501, LOC109421764, LOC134291927, LOC134283930, LOC109427771, LOC134291774, LOC134284625, LOC134284232, LOC134284230, LOC134284231, LOC134284233
OG0001647	AAEL008154	LOC109426339
OG0001648	AAEL008188	LOC109405852
OG0001649	AAEL008219	LOC109409730
OG0001650	AAEL008403	LOC115271010
OG0001651	AAEL012845, AAEL008412	LOC109409494
OG0001652	AAEL021627, AAEL008416, AAEL022499, AAEL023848	LOC109397239
OG0001653	AAEL008450	LOC109397269
OG0001654	AAEL008459	LOC109398935
OG0001655	AAEL008463	LOC109427527, LOC115256522
OG0001656	AAEL008592	LOC109417569
OG0001657	AAEL008596	LOC134284520
OG0001658	AAEL008700	LOC109411254
OG0001659	AAEL008738	LOC109413090
OG0001660	AAEL008826	LOC109426168
OG0001661	AAEL023781, AAEL008842	LOC109428200
OG0001662	AAEL008849	LOC109427897, LOC115263986
OG0001663	AAEL008865	LOC109398740, LOC109418764
OG0001664	AAEL008941	LOC109427405, LOC109410123
OG0001665	AAEL008942	LOC109427431, LOC134285038
OG0001666	AAEL026683, AAEL008956	LOC109410126, LOC109427407
OG0001667	AAEL008960	LOC115254514, LOC109427416
OG0001668	AAEL009097	LOC115261817, LOC109405709
OG0001669	AAEL009183, AAEL027505	LOC109417873, LOC134288487
OG0001670	AAEL009196	LOC109621464
OG0001671	AAEL009265	LOC109433059
OG0001672	AAEL009298	LOC109409320
OG0001673	AAEL009307	LOC115253996
OG0001674	AAEL009351, AAEL021624	LOC109418062
OG0001675	AAEL009356, AAEL024601	LOC109414834
OG0001676	AAEL009364	LOC109623260
OG0001677	AAEL009438	LOC109428052, LOC109428054, LOC115261585
OG0001678	AAEL009458	LOC115264498, LOC109406869
OG0001679	AAEL009466	LOC109401866, LOC134284971
OG0001680	AAEL023741, AAEL009469	LOC134285041, LOC109406867
OG0001681	AAEL009503, AAEL020495	LOC109399621
OG0001682	AAEL009588	LOC109417772
OG0001683	AAEL009634	LOC109411854, LOC115259476
OG0001684	AAEL009637	LOC109412731, LOC109411856
OG0001686	AAEL025383, AAEL009701	LOC134291965, LOC109422607
OG0001687	AAEL009757	LOC109431059
OG0001687	AAEL009751	LOC109431039
OG0001688	AAEL009753	LOC109411570
OG0001689	AAEL009763	LOC134288000, LOC109413201
OG0001690	AAEL009779	LOC109421972
OG0001691	AAEL009850	LOC109427990
OG0001692	AAEL028144	LOC109409457
OG0001692	AAEL009872	LOC115256851
OG0001693	AAEL009894	LOC109621313
OG0001693	AAEL012911	LOC109413128
OG0001694	AAEL009950	LOC109405232
OG0001695	AAEL010008, AAEL026984	LOC115254377, LOC109400080
OG0001696	AAEL010062	LOC109421739
OG0001697	AAEL010090	LOC115270187
OG0001698	AAEL011805	LOC109405751
OG0001698	AAEL010110	LOC109429050
OG0001699	AAEL010226	LOC109416248
OG0001700	AAEL010260	LOC115253486
OG0001701	AAEL010266	LOC109414896, LOC134286191, LOC134286192, LOC115255478
OG0001702	AAEL010283	LOC109416535
OG0001702	AAEL027623	LOC115258710
OG0001703	AAEL010302	LOC109407530, LOC109407531, LOC109407529
OG0001703	AAEL010323	LOC109425789
OG0001703	AAEL010303	LOC109407527
OG0001704	AAEL010311	LOC109407506
OG0001705	AAEL010354	LOC109622241
OG0001706	AAEL010355	LOC109622242
OG0001707	AAEL010390	LOC109403088
OG0001707	AAEL010381	LOC109408671
OG0001708	AAEL010389	LOC109403032
OG0001709	AAEL010422	LOC109416365
OG0001710	AAEL021184, AAEL010511	LOC134284301, LOC109424714
OG0001711	AAEL010568	LOC109398767, LOC134284945
OG0001712	AAEL010571, AAEL026067	LOC134284927, LOC109427493
OG0001713	AAEL010593	LOC109408019, LOC109405158
OG0001714	AAEL010742, AAEL024119	LOC109404794, LOC109423879
OG0001715	AAEL010757	LOC109623312
OG0001716	AAEL010771	LOC109419530
OG0001717	AAEL010778	LOC109409288
OG0001718	AAEL010827	LOC109410458
OG0001719	AAEL010855	LOC109427538
OG0001720	AAEL021416, AAEL011123	LOC109415992
OG0001721	AAEL024207, AAEL011124	LOC115267417
OG0001722	AAEL011157	LOC109404966
OG0001723	AAEL011159	LOC109416168
OG0001724	AAEL011271	LOC115266621
OG0001725	AAEL011345	LOC109417806
OG0001726	AAEL011349	LOC134283970, LOC109426755
OG0001727	AAEL011379	LOC109431071
OG0001728	AAEL011382	LOC109405380
OG0001729	AAEL011411	LOC109420617
OG0001729	AAEL012903	LOC109420616
OG0001730	AAEL011436	LOC109414978
OG0001731	AAEL011500	LOC109426838
OG0001732	AAEL011560	LOC134284641, LOC109412044
OG0001733	AAEL011562	LOC109412040, LOC134284643
OG0001734	AAEL011566	LOC109423450
OG0001735	AAEL011690	LOC109432041
OG0001735	AAEL011691	LOC109432033
OG0001736	AAEL011697	LOC109404016
OG0001737	AAEL025949, AAEL021786, AAEL011731	LOC109413566
OG0001738	AAEL011751, AAEL023265	LOC134285256
OG0001739	AAEL011754, AAEL023977	LOC109431508
OG0001740	AAEL011768	LOC109431730
OG0001740	AAEL011771	LOC109431727
OG0001741	AAEL011808	LOC109405745
OG0001741	AAEL027830	LOC109433391
OG0001742	AAEL011850	LOC134285350, LOC109406906
OG0001743	AAEL011989	LOC109409336, LOC109419088
OG0001744	AAEL011991	LOC115266916, LOC109409339
OG0001745	AAEL011993	LOC115253436, LOC109409337
OG0001746	AAEL011996	LOC109419087, LOC115254144
OG0001747	AAEL012016	LOC109412507
OG0001748	AAEL012059	LOC109622592
OG0001749	AAEL021939, AAEL012178	LOC109423813
OG0001750	AAEL012233	LOC109397805
OG0001751	AAEL012324	LOC115262555, LOC109421913
OG0001752	AAEL012341	LOC109412833
OG0001753	AAEL012410	LOC109425656
OG0001754	AAEL012501	LOC109405799
OG0001755	AAEL012525	LOC109407063, LOC134287784
OG0001756	AAEL012539	LOC109404905
OG0001757	AAEL012552	LOC109428450
OG0001758	AAEL021254, AAEL012585	LOC109424214
OG0001759	AAEL012671	LOC115253756
OG0001760	AAEL012710	LOC109409473
OG0001760	AAEL012715	LOC109409536
OG0001761	AAEL012711	LOC115253466, LOC115256661, LOC109409534
OG0001761	AAEL012713, AAEL026876	LOC109409468
OG0001762	AAEL012717	LOC109403484
OG0001763	AAEL012731	LOC109409745, LOC134290471
OG0001764	AAEL012751	LOC109416470
OG0001765	AAEL012756	LOC109416471
OG0001766	AAEL018249	LOC115259763, LOC109402938, LOC115259762
OG0001766	AAEL012783	LOC109402932
OG0001767	AAEL012822	LOC109412573, LOC134285652, LOC134291846, LOC109397046
OG0001768	AAEL012823	LOC109417011
OG0001769	AAEL012826	LOC134285649, LOC109397026, LOC109397016
OG0001770	AAEL013626	LOC109428544
OG0001770	AAEL022666	LOC109420977, LOC115269478
OG0001770	AAEL013014	LOC109420984, LOC109420983
OG0001771	AAEL013151	LOC109417248
OG0001772	AAEL013157	LOC109420576
OG0001772	AAEL013152	LOC109417482
OG0001773	AAEL013197	LOC134292031, LOC134291557
OG0001774	AAEL013199	LOC134291921
OG0001775	AAEL013253	LOC109430170, LOC115264870
OG0001776	AAEL013278	LOC134284690, LOC109417821
OG0001777	AAEL013366	LOC109407268
OG0001778	AAEL013424	LOC109412274
OG0001779	AAEL013478	LOC109432700, LOC134291660
OG0001780	AAEL013479	LOC109421912, LOC134291661
OG0001781	AAEL013527	LOC109417113
OG0001782	AAEL013613	LOC109404988
OG0001783	AAEL013724	LOC115269840, LOC134285564
OG0001784	AAEL013744	LOC109417839, LOC109400156, LOC134291253
OG0001785	AAEL013758	LOC109398559
OG0001786	AAEL013776	LOC109622009
OG0001787	AAEL013814	LOC109430088, LOC115256457
OG0001788	AAEL013872	LOC109399416
OG0001789	AAEL013875	LOC109400672
OG0001790	AAEL013883	LOC109398409
OG0001791	AAEL013962	LOC115258107, LOC109421724
OG0001792	AAEL013974	LOC109425704
OG0001793	AAEL028215	LOC134288462
OG0001793	AAEL013994	LOC109418002
OG0001794	AAEL013998, AAEL027973	LOC109406030, LOC134287316
OG0001795	AAEL014009	LOC109401855
OG0001796	AAEL014022	LOC109397908
OG0001797	AAEL014027	LOC109430946
OG0001798	AAEL014054, AAEL025786	LOC109417110
OG0001799	AAEL014059	LOC134292118, LOC109431857
OG0001800	AAEL014216	LOC115267643, LOC109398720
OG0001801	AAEL014246	LOC109429036
OG0001801	AAEL014244	LOC109429037
OG0001802	AAEL014271	LOC109402431
OG0001803	AAEL014272	LOC109427363
OG0001804	AAEL014284	LOC109427576, LOC109432855, LOC115268908
OG0001805	AAEL014303	LOC109411553
OG0001806	AAEL024066, AAEL014318	LOC109418918
OG0001807	AAEL014326	LOC109398712
OG0001808	AAEL014340	LOC134288996
OG0001809	AAEL014348	LOC109428244, LOC115266369, LOC109427949
OG0001810	AAEL014349	LOC109427940
OG0001811	AAEL014435	LOC109422709
OG0001812	AAEL014505	LOC134288872, LOC109401913
OG0001813	AAEL014577	LOC109418066
OG0001814	AAEL014578, AAEL023117	LOC109414833
OG0001815	AAEL014653	LOC109427442
OG0001816	AAEL014774	LOC115263163
OG0001817	AAEL014824	LOC115255345
OG0001818	AAEL014851	LOC109407931
OG0001819	AAEL024910	LOC109428456
OG0001819	AAEL014853	LOC109422096
OG0001820	AAEL014863	LOC109409788
OG0001821	AAEL015118	LOC109403224
OG0001822	AAEL015255	LOC109416244
OG0001823	AAEL015402	LOC109622551, LOC109622547
OG0001824	AAEL015557	LOC109622879, LOC134287988
OG0001825	AAEL015640	LOC109428464
OG0001826	AAEL017327, AAEL017097, AAEL017230	LOC109428247
OG0001827	AAEL017167	LOC109413232
OG0001828	AAEL023345, AAEL017186	LOC109420226
OG0001829	AAEL017251	LOC109424480
OG0001830	AAEL017356	LOC109426675
OG0001831	AAEL017391	LOC109428415, LOC134284681
OG0001832	AAEL017512	LOC109401664, LOC109418846
OG0001833	AAEL018103, AAEL026175	LOC109621803
OG0001834	AAEL018114	LOC109416692
OG0001835	AAEL018141	LOC109413271
OG0001836	AAEL024668, AAEL018183	LOC109418152
OG0001837	AAEL018215	LOC109411881
OG0001838	AAEL018227	LOC115264580
OG0001839	AAEL018232	LOC109423925
OG0001840	AAEL018263	LOC109405671
OG0001841	AAEL018302	LOC109407816, LOC134288728
OG0001842	AAEL018310	LOC134292126, LOC109425933
OG0001843	AAEL018324	LOC115261297
OG0001844	AAEL019406	LOC109433484
OG0001845	AAEL023349, AAEL019418	LOC109422692, LOC115260992
OG0001846	AAEL019420, AAEL019419	LOC109405247
OG0001848	AAEL019425	LOC134284916, LOC109397853
OG0001849	AAEL019457	LOC109419429
OG0001850	AAEL019467	LOC109401980
OG0001851	AAEL019491	LOC109428047
OG0001852	AAEL019502	LOC109428744
OG0001853	AAEL019515, AAEL021312	LOC109402885
OG0001854	AAEL019543	LOC109432643, LOC109401984
OG0001855	AAEL019551	LOC109404342
OG0001856	AAEL019553	LOC109409625
OG0001857	AAEL019566	LOC109622061
OG0001859	AAEL019600, AAEL022282, AAEL023044	LOC115260811
OG0001860	AAEL019610	LOC134291182, LOC109404964
OG0001861	AAEL019617	LOC109408373
OG0001862	AAEL025304, AAEL019619	LOC109423135
OG0001863	AAEL019632	LOC109403764
OG0001864	AAEL019640	LOC134284696
OG0001865	AAEL019656	LOC109402625, LOC134284665
OG0001866	AAEL019671	LOC109421746
OG0001867	AAEL019680	LOC109419826
OG0001868	AAEL019686	LOC109412872
OG0001869	AAEL019704	LOC109418781
OG0001870	AAEL019721, AAEL021660	LOC109426187
OG0001871	AAEL019723	LOC109422596
OG0001872	AAEL027062, AAEL019734	LOC109410077
OG0001873	AAEL019738, AAEL022521	LOC109399319
OG0001874	AAEL019743	LOC109419187
OG0001875	AAEL019757	LOC109419645
OG0001876	AAEL019779	LOC109397249
OG0001877	AAEL019784	LOC109401326, LOC134289759
OG0001878	AAEL019813	LOC109621340
OG0001879	AAEL019817, AAEL019816	LOC109621461
OG0001881	AAEL019888	LOC109406017
OG0001882	AAEL019914	LOC109398299
OG0001883	AAEL019934	LOC109419707, LOC109398542
OG0001884	AAEL019942, AAEL019943	LOC134285003
OG0001885	AAEL019995	LOC109415066, LOC109403279
OG0001886	AAEL020006	LOC109424966
OG0001887	AAEL020075	LOC115257308
OG0001889	AAEL020236	LOC109433612
OG0001890	AAEL020259	LOC134290813, LOC109425718
OG0001891	AAEL020367	LOC109419396
OG0001891	AAEL027037	LOC115255253
OG0001892	AAEL020427	LOC109406961
OG0001893	AAEL020670, AAEL026210	LOC115268038
OG0001894	AAEL020781, AAEL024786, AAEL024800	LOC109405079
OG0001895	AAEL024451, AAEL020804	LOC109404946
OG0001896	AAEL020847	LOC109398729
OG0001897	AAEL021006	LOC109427728
OG0001898	AAEL021019	LOC109397684
OG0001899	AAEL021029	LOC109421627, LOC109407309
OG0001900	AAEL027584, AAEL024457	LOC134287643, LOC134291705
OG0001900	AAEL021121	LOC115269876
OG0001901	AAEL022782	LOC109401394
OG0001902	AAEL021288	LOC109425480
OG0001903	AAEL026413, AAEL021321, AAEL022776	LOC109417933
OG0001904	AAEL023663, AAEL021381	LOC109417639, LOC134288392, LOC109429967, LOC134287081
OG0001904	AAEL026648	LOC109399441
OG0001905	AAEL021386	LOC115260613, LOC109422822
OG0001906	AAEL021402, AAEL024170, AAEL025488	LOC115263719
OG0001907	AAEL021419	LOC109433256
OG0001908	AAEL026022, AAEL021519	LOC109399310
OG0001909	AAEL021548	LOC109401882
OG0001910	AAEL021574	LOC109406561
OG0001911	AAEL023577, AAEL027960, AAEL021586, AAEL024532, AAEL027202	LOC134288626, LOC109412697, LOC109412674, LOC109418867
OG0001912	AAEL023077	LOC109418706
OG0001913	AAEL021676	LOC109415218
