Orthogroup	AaegyptiLVP_AGWG	AminimusMINIMUS1
OG0001005	AAEL008341	AMIN005179, AMIN004616
OG0001006	AAEL008350, AAEL008346, AAEL023131	AMIN005829
OG0001007	AAEL008658	AMIN002047, AMIN006341
OG0001008	AAEL021957, AAEL014231	AMIN008491
OG0001009	AAEL022297, AAEL008963	AMIN005477
OG0001010	AAEL009017	AMIN005139
OG0001011	AAEL009114	AMIN002616, AMIN002614
OG0001012	AAEL009120	AMIN006069
OG0001013	AAEL009150	AMIN005771
OG0001014	AAEL009160	AMIN005525, AMIN001357
OG0001015	AAEL009182	AMIN010884
OG0001016	AAEL009449, AAEL013018	AMIN016151, AMIN000332
OG0001017	AAEL009473	AMIN001220, AMIN001218, AMIN001219
OG0001018	AAEL009475	AMIN001971, AMIN001973
OG0001019	AAEL009537	AMIN008304, AMIN008299
OG0001020	AAEL009772	AMIN005243
OG0001021	AAEL017022, AAEL009852	AMIN003709, AMIN003707
OG0001022	AAEL015139, AAEL009956	AMIN016113
OG0001024	AAEL010139, AAEL020990, AAEL024387	AMIN001092, AMIN001643
OG0001025	AAEL027157, AAEL010166	AMIN002927
OG0001027	AAEL019901	AMIN008758
OG0001027	AAEL010859	AMIN008759
OG0001028	AAEL021538, AAEL010924	AMIN002624
OG0001029	AAEL011019	AMIN009759, AMIN005176
OG0001030	AAEL011211	AMIN007398
OG0001031	AAEL011333	AMIN008831, AMIN008830
OG0001032	AAEL011406, AAEL014944	AMIN015967
OG0001033	AAEL011543	AMIN009019
OG0001034	AAEL011815	AMIN000397
OG0001036	AAEL011898	AMIN001809
OG0001037	AAEL012057	AMIN006243
OG0001039	AAEL012206	AMIN003390, AMIN003387, AMIN003388
OG0001040	AAEL012262	AMIN001692
OG0001041	AAEL012342, AAEL015326	AMIN003787
OG0001042	AAEL012351	AMIN002230
OG0001044	AAEL012538	AMIN008030
OG0001045	AAEL012740	AMIN008350, AMIN005271
OG0001046	AAEL012859, AAEL012864	AMIN004900
OG0001047	AAEL012886	AMIN016264
OG0001048	AAEL013052	AMIN008279
OG0001049	AAEL013102	AMIN007044, AMIN007042, AMIN007045
OG0001050	AAEL013109, AAEL013111	AMIN010117
OG0001051	AAEL013365	AMIN001450
OG0001052	AAEL017129, AAEL016981, AAEL013507	AMIN005392
OG0001053	AAEL013961	AMIN003934, AMIN003933
OG0001054	AAEL014102	AMIN001695, AMIN001696
OG0001055	AAEL014702	AMIN005476, AMIN004336
OG0001057	AAEL019768, AAEL015637, AAEL019767	AMIN003764
OG0001058	AAEL024802, AAEL018061, AAEL017349, AAEL026215	AMIN004160
OG0001059	AAEL024164, AAEL017458	AMIN003687
OG0001060	AAEL017508	AMIN003780
OG0001061	AAEL018154	AMIN001627, AMIN001626, AMIN001630
OG0001062	AAEL018240	AMIN005991
OG0001063	AAEL018294	AMIN000170, AMIN000169
OG0001064	AAEL018326	AMIN010943
OG0001065	AAEL019424	AMIN002120
OG0001066	AAEL019433	AMIN000617
OG0001067	AAEL019479	AMIN003259, AMIN003257, AMIN003258
OG0001068	AAEL024780	AMIN003177
OG0001068	AAEL019499	AMIN003175
OG0001069	AAEL019505	AMIN003015, AMIN003014
OG0001070	AAEL019541	AMIN009549
OG0001072	AAEL019652	AMIN001005
OG0001073	AAEL019733, AAEL027627	AMIN005253, AMIN005254
OG0001074	AAEL019735	AMIN005048
OG0001075	AAEL019758	AMIN003953, AMIN003954
OG0001076	AAEL019765	AMIN002469, AMIN002470, AMIN002468
OG0001077	AAEL019801	AMIN008908
OG0001078	AAEL019833	AMIN001937, AMIN009873
OG0001079	AAEL019846	AMIN011491
OG0001080	AAEL019851	AMIN008441, AMIN008442, AMIN008440
OG0001081	AAEL026810	AMIN010171
OG0001082	AAEL026588, AAEL019900	AMIN005472
OG0001083	AAEL019907	AMIN009068, AMIN009070
OG0001084	AAEL019913	AMIN006872
OG0001084	AAEL019912	AMIN006875
OG0001085	AAEL019938	AMIN006542
OG0001086	AAEL019939	AMIN010642, AMIN010640
OG0001087	AAEL022726	AMIN006196
OG0001090	AAEL020559	AMIN004977, AMIN005063
OG0001091	AAEL020586	AMIN016060
OG0001092	AAEL021335, AAEL027155, AAEL024693	AMIN005744
OG0001094	AAEL022196	AMIN001999, AMIN003901
OG0001095	AAEL022262	AMIN007194, AMIN007195
OG0001096	AAEL022548, AAEL022931	AMIN002055
OG0001097	AAEL022895, AAEL025283, AAEL027544	AMIN001735
OG0001098	AAEL023100	AMIN005944, AMIN016144
OG0001101	AAEL024796, AAEL027832, AAEL027728, AAEL023898	AMIN010394
OG0001102	AAEL024145	AMIN015757
OG0001103	AAEL024441	AMIN005413
OG0001104	AAEL024560	AMIN000780, AMIN000782
OG0001105	AAEL024627	AMIN003708, AMIN003705
OG0001106	AAEL024632	AMIN010606
OG0001107	AAEL024641	AMIN003986, AMIN003987
OG0001109	AAEL025245	AMIN006240, AMIN006239
OG0001110	AAEL025903	AMIN011622, AMIN011621
OG0001111	AAEL025977	AMIN011548
OG0001112	AAEL026409	AMIN009312
OG0001113	AAEL026479	AMIN009994, AMIN009995
OG0001115	AAEL027099	AMIN016157, AMIN004187
OG0001138	AAEL023987, AAEL000108	AMIN000512
OG0001139	AAEL000151	AMIN015609
OG0001140	AAEL000127, AAEL017443	AMIN000911
OG0001141	AAEL000140, AAEL023842, AAEL003176	AMIN002645
OG0001142	AAEL000143	AMIN000881
OG0001143	AAEL000203, AAEL024571	AMIN007019
OG0001144	AAEL013852, AAEL000226	AMIN011633
OG0001145	AAEL000242	AMIN005804
OG0001146	AAEL000244	AMIN005828
OG0001147	AAEL000293	AMIN010168
OG0001148	AAEL000484, AAEL027334, AAEL013718	AMIN000695
OG0001150	AAEL000528	AMIN009169, AMIN009166
OG0001151	AAEL004503, AAEL020737, AAEL000529, AAEL023769	AMIN001819
OG0001152	AAEL000682	AMIN007075
OG0001153	AAEL000800, AAEL000842	AMIN008797
OG0001154	AAEL000824	AMIN008806
OG0001155	AAEL000845	AMIN008799
OG0001157	AAEL000898, AAEL000905, AAEL021128, AAEL000889	AMIN016005
OG0001158	AAEL001148	AMIN002500, AMIN002499
OG0001159	AAEL001168	AMIN010879, AMIN010881
OG0001160	AAEL001231	AMIN005106, AMIN005105
OG0001162	AAEL001295	AMIN015818
OG0001163	AAEL023150, AAEL027653, AAEL001651, AAEL021881	AMIN006407
OG0001164	AAEL001687, AAEL009513	AMIN007583
OG0001166	AAEL001857	AMIN006363
OG0001167	AAEL001910	AMIN009427
OG0001168	AAEL001937	AMIN004522
OG0001169	AAEL001946	AMIN007432, AMIN007431, AMIN007429
OG0001170	AAEL002049	AMIN010178
OG0001171	AAEL002125	AMIN003910, AMIN003909
OG0001172	AAEL002174	AMIN007984
OG0001173	AAEL021031, AAEL002395	AMIN006798
OG0001174	AAEL002410	AMIN004122
OG0001175	AAEL002427, AAEL026436	AMIN004115, AMIN004117
OG0001176	AAEL002725, AAEL002449	AMIN003957
OG0001177	AAEL002502	AMIN006333, AMIN005797
OG0001178	AAEL002538, AAEL002506	AMIN001994
OG0001179	AAEL002642	AMIN001390
OG0001179	AAEL024719	AMIN001388
OG0001180	AAEL002684	AMIN007064, AMIN007063
OG0001181	AAEL002759	AMIN000679
OG0001182	AAEL002765	AMIN002553, AMIN002554
OG0001183	AAEL002781	AMIN000735, AMIN000734
OG0001184	AAEL002846	AMIN008267
OG0001185	AAEL002876	AMIN000592, AMIN000594
OG0001186	AAEL002999	AMIN000290, AMIN000288
OG0001187	AAEL003128, AAEL021885, AAEL024262, AAEL024666	AMIN004254
OG0001188	AAEL003154	AMIN003869
OG0001189	AAEL021106, AAEL003188	AMIN003531
OG0001191	AAEL003616, AAEL028038	AMIN004463
OG0001192	AAEL003683	AMIN006834
OG0001193	AAEL003797, AAEL022585, AAEL021797, AAEL024960	AMIN011202
OG0001194	AAEL003968	AMIN008662, AMIN008664
OG0001195	AAEL003976	AMIN008234
OG0001196	AAEL003996	AMIN008391, AMIN008390
OG0001197	AAEL004120	AMIN009348
OG0001199	AAEL004217	AMIN005356, AMIN005355
OG0001200	AAEL005737, AAEL004278	AMIN007229
OG0001201	AAEL004290, AAEL019535	AMIN006287
OG0001202	AAEL004388, AAEL004390, AAEL004386	AMIN002606
OG0001203	AAEL004392, AAEL014196	AMIN005391
OG0001204	AAEL004398	AMIN002600, AMIN002601
OG0001205	AAEL019906, AAEL004457	AMIN001913
OG0001206	AAEL004544	AMIN002843, AMIN002845
OG0001207	AAEL027515, AAEL028140, AAEL004564	AMIN004870
OG0001208	AAEL004677, AAEL004676	AMIN009276
OG0001209	AAEL004694	AMIN002768
OG0001210	AAEL020237	AMIN001023
OG0001210	AAEL004717	AMIN001022
OG0001211	AAEL004804	AMIN014129
OG0001212	AAEL004861, AAEL007167	AMIN016214
OG0001213	AAEL004915	AMIN010151
OG0001214	AAEL004933, AAEL012340	AMIN000223
OG0001215	AAEL005019	AMIN015920
OG0001216	AAEL022457, AAEL005036	AMIN009787
OG0001218	AAEL005058, AAEL018331	AMIN010751
OG0001219	AAEL005111	AMIN010100
OG0001220	AAEL005256	AMIN007993, AMIN007994
OG0001221	AAEL005289	AMIN008134
OG0001222	AAEL026757, AAEL022228, AAEL005450	AMIN007210
OG0001223	AAEL005638	AMIN010277
OG0001224	AAEL005649	AMIN001712, AMIN001711
OG0001225	AAEL005774	AMIN002003, AMIN002002
OG0001226	AAEL005829	AMIN001953, AMIN001952
OG0001227	AAEL005895	AMIN000799, AMIN000798
OG0001228	AAEL005922	AMIN000703, AMIN000702
OG0001229	AAEL005978	AMIN011018, AMIN011017, AMIN011016
OG0001230	AAEL006006	AMIN001906
OG0001231	AAEL006023	AMIN009230
OG0001232	AAEL006144	AMIN003514
OG0001234	AAEL006319	AMIN002494
OG0001235	AAEL006567	AMIN003152
OG0001236	AAEL006593	AMIN004029, AMIN004028
OG0001237	AAEL006623	AMIN009654, AMIN007084
OG0001238	AAEL006645	AMIN005146
OG0001239	AAEL006985, AAEL006830	AMIN005832
OG0001240	AAEL006968, AAEL006971	AMIN009649
OG0001241	AAEL007234	AMIN001732
OG0001242	AAEL007246, AAEL007238	AMIN015506
OG0001243	AAEL007248, AAEL020271	AMIN004889
OG0001244	AAEL007404	AMIN006909, AMIN006908
OG0001245	AAEL007465	AMIN001089, AMIN001090
OG0001246	AAEL027458, AAEL007762	AMIN005074
OG0001247	AAEL022067, AAEL007799	AMIN002950
OG0001248	AAEL008056	AMIN003116
OG0001249	AAEL013179, AAEL008148	AMIN000429
OG0001251	AAEL008316	AMIN005148
OG0001252	AAEL008474, AAEL008472	AMIN016023
OG0001253	AAEL008564	AMIN011119
OG0001254	AAEL023635, AAEL008575	AMIN003115
OG0001255	AAEL008687	AMIN009515, AMIN009516
OG0001256	AAEL008699	AMIN002813
OG0001257	AAEL008961	AMIN006060
OG0001258	AAEL009019	AMIN001331
OG0001259	AAEL009054, AAEL027056	AMIN001660
OG0001260	AAEL009062	AMIN009843
OG0001261	AAEL009176	AMIN003902, AMIN003903
OG0001262	AAEL022573	AMIN011587
OG0001263	AAEL009328, AAEL009324	AMIN003863
OG0001264	AAEL009362	AMIN001305
OG0001265	AAEL009489	AMIN005285, AMIN005286
OG0001266	AAEL009684	AMIN007451, AMIN007453
OG0001267	AAEL009761	AMIN009655, AMIN009653
OG0001268	AAEL009836	AMIN008180
OG0001269	AAEL010041	AMIN006015
OG0001270	AAEL010069, AAEL024373	AMIN006447
OG0001271	AAEL026935, AAEL027269, AAEL010070	AMIN006448
OG0001272	AAEL010140, AAEL010148	AMIN006375
OG0001273	AAEL023181, AAEL010157	AMIN006786
OG0001274	AAEL010182	AMIN002923
OG0001275	AAEL010219	AMIN002236
OG0001276	AAEL010235, AAEL010228	AMIN006751
OG0001277	AAEL021534, AAEL026085, AAEL010265	AMIN001451
OG0001278	AAEL027836, AAEL024539, AAEL010314	AMIN008506
OG0001279	AAEL010364	AMIN004417, AMIN004416
OG0001280	AAEL010397	AMIN003191, AMIN003193
OG0001281	AAEL010545	AMIN009709, AMIN009710
OG0001282	AAEL010628, AAEL010631	AMIN000962
OG0001283	AAEL010647	AMIN007309
OG0001284	AAEL021724, AAEL010789	AMIN000096
OG0001285	AAEL010926	AMIN001256, AMIN001258
OG0001286	AAEL010941	AMIN002057
OG0001287	AAEL011032, AAEL011029	AMIN004465, AMIN004466
OG0001288	AAEL011150	AMIN000261
OG0001289	AAEL011238	AMIN014610
OG0001290	AAEL011239	AMIN007840
OG0001292	AAEL011357	AMIN005261
OG0001293	AAEL011419, AAEL027486, AAEL011428	AMIN009368
OG0001294	AAEL011458, AAEL013031	AMIN007703
OG0001295	AAEL025944, AAEL011475	AMIN002451
OG0001296	AAEL014842, AAEL011510	AMIN001577, AMIN007728, AMIN007729
OG0001297	AAEL011575	AMIN000139, AMIN000140
OG0001298	AAEL011632	AMIN009005
OG0001299	AAEL011786	AMIN003736
OG0001300	AAEL011941	AMIN000893
OG0001301	AAEL011992	AMIN009551
OG0001302	AAEL011995	AMIN015933
OG0001303	AAEL012107	AMIN009941
OG0001304	AAEL012161, AAEL012162	AMIN007286
OG0001305	AAEL014916, AAEL012344	AMIN003218
OG0001306	AAEL012382	AMIN002798
OG0001307	AAEL012472, AAEL027557	AMIN001134
OG0001308	AAEL012564, AAEL012565, AAEL012563	AMIN016081
OG0001309	AAEL019473, AAEL012613	AMIN002761
OG0001310	AAEL012621	AMIN000010
OG0001312	AAEL013335	AMIN003868
OG0001313	AAEL013405	AMIN005226, AMIN005227
OG0001314	AAEL013882	AMIN006550, AMIN006549
OG0001315	AAEL027503, AAEL023538, AAEL025158, AAEL024757, AAEL014089	AMIN010426
OG0001316	AAEL014125	AMIN005229, AMIN005230
OG0001317	AAEL014361	AMIN004677
OG0001318	AAEL023570, AAEL020504, AAEL014377	AMIN000664
OG0001319	AAEL014441	AMIN015856, AMIN015857
OG0001321	AAEL014452	AMIN010169
OG0001322	AAEL014640	AMIN007360
OG0001324	AAEL027937, AAEL014744	AMIN007783
OG0001326	AAEL015109	AMIN009441, AMIN009442
OG0001327	AAEL021791, AAEL015119	AMIN002110
OG0001329	AAEL018025, AAEL015313	AMIN002565
OG0001330	AAEL017158	AMIN010673
OG0001331	AAEL017198	AMIN009042, AMIN002026
OG0001332	AAEL017357, AAEL026428	AMIN002187
OG0001333	AAEL019858, AAEL018036	AMIN007021
OG0001334	AAEL018126	AMIN003654
OG0001335	AAEL018131	AMIN010967, AMIN010968
OG0001336	AAEL018149	AMIN010915
OG0001337	AAEL018161	AMIN003261, AMIN003263
OG0001338	AAEL018165	AMIN000536, AMIN000534
OG0001339	AAEL018211	AMIN003119, AMIN003118
OG0001341	AAEL018298	AMIN009181, AMIN009182
OG0001342	AAEL019430	AMIN006102
OG0001343	AAEL019439	AMIN000295
OG0001344	AAEL019444	AMIN000271, AMIN000272
OG0001345	AAEL019446	AMIN005721, AMIN005727, AMIN005728
OG0001346	AAEL019476	AMIN004057, AMIN004056
OG0001347	AAEL019480	AMIN005985, AMIN005986
OG0001348	AAEL019489	AMIN009422, AMIN009423, AMIN009424
OG0001349	AAEL020521, AAEL024405, AAEL024673, AAEL019542	AMIN016225
OG0001350	AAEL019573	AMIN003939, AMIN003937
OG0001351	AAEL019577	AMIN003884, AMIN003880
OG0001352	AAEL019587	AMIN002461
OG0001354	AAEL019667	AMIN016152
OG0001355	AAEL019714	AMIN000986
OG0001356	AAEL019762	AMIN006081, AMIN006083
OG0001357	AAEL019795	AMIN008735
OG0001358	AAEL019835	AMIN008219, AMIN008217
OG0001360	AAEL019843	AMIN004407, AMIN004412
OG0001361	AAEL019848	AMIN000019, AMIN000021
OG0001362	AAEL019852	AMIN009748, AMIN009746
OG0001363	AAEL019879	AMIN011466
OG0001364	AAEL019990	AMIN005344
OG0001366	AAEL020095	AMIN005058
OG0001369	AAEL020499	AMIN009302, AMIN009303
OG0001370	AAEL020551, AAEL025762	AMIN008697, AMIN008696
OG0001371	AAEL020651	AMIN015804
OG0001372	AAEL020702	AMIN008496, AMIN008495
OG0001373	AAEL020789	AMIN005713
OG0001374	AAEL020800	AMIN001494, AMIN001493, AMIN001492
OG0001375	AAEL021099	AMIN007757
OG0001376	AAEL021805, AAEL022509	AMIN007306, AMIN007308
OG0001377	AAEL021865	AMIN009022, AMIN009023
OG0001378	AAEL027926	AMIN004247
OG0001380	AAEL021945	AMIN010353
OG0001381	AAEL022092, AAEL024337	AMIN004788
OG0001382	AAEL022155, AAEL028005	AMIN010997
OG0001383	AAEL023190, AAEL024558, AAEL022214	AMIN003691
OG0001384	AAEL022539	AMIN001216, AMIN001210
OG0001385	AAEL022589	AMIN005663, AMIN005665
OG0001386	AAEL022718	AMIN008862
OG0001387	AAEL023148	AMIN004734
OG0001388	AAEL028188, AAEL023294	AMIN003213
OG0001389	AAEL025458, AAEL024104, AAEL026110	AMIN001670
OG0001392	AAEL024268	AMIN010115
OG0001393	AAEL024506, AAEL024812	AMIN006007
OG0001394	AAEL026507	AMIN000308
OG0001395	AAEL024922	AMIN003459, AMIN003460
OG0001396	AAEL025165	AMIN010195, AMIN010193, AMIN010194
OG0001397	AAEL025298, AAEL028110, AAEL026623	AMIN000349
OG0001398	AAEL025391	AMIN001926
OG0001399	AAEL025547	AMIN000936
OG0001400	AAEL025567	AMIN016027, AMIN015773
OG0001401	AAEL025911	AMIN009280
OG0001402	AAEL025973	AMIN006070
OG0001403	AAEL026169	AMIN008406, AMIN008408
OG0001404	AAEL026227	AMIN006185
OG0001405	AAEL026287	AMIN003010, AMIN003011
OG0001406	AAEL026387	AMIN011216
OG0001408	AAEL027904	AMIN000823
OG0001408	AAEL026581	AMIN000824
OG0001409	AAEL026671	AMIN011346
OG0001410	AAEL026939	AMIN008767
OG0001411	AAEL027023	AMIN007694
OG0001412	AAEL027589	AMIN009358
OG0001413	AAEL027616	AMIN016156
OG0001414	AAEL028205	AMIN009304, AMIN009305
OG0001443	AAEL000044, AAEL014995	AMIN007487
OG0001444	AAEL000081, AAEL020741	AMIN011327
OG0001445	AAEL000092	AMIN015547
OG0001447	AAEL027754, AAEL025874, AAEL000154	AMIN002748
OG0001448	AAEL000217	AMIN002473
OG0001449	AAEL000250	AMIN005327
OG0001450	AAEL000284	AMIN010167
OG0001451	AAEL013951, AAEL000432	AMIN001495
OG0001452	AAEL000468	AMIN004042
OG0001453	AAEL024335, AAEL000502	AMIN016098
OG0001454	AAEL000669, AAEL027395, AAEL023031	AMIN008932
OG0001455	AAEL000705, AAEL011193	AMIN007267
OG0001456	AAEL000803, AAEL011405	AMIN004976
OG0001458	AAEL000944	AMIN009550
OG0001459	AAEL000956	AMIN004437
OG0001460	AAEL000963, AAEL021108	AMIN001311
OG0001461	AAEL027902, AAEL001016	AMIN002831
OG0001462	AAEL001020, AAEL001022	AMIN002399
OG0001463	AAEL001127, AAEL020358	AMIN002507
OG0001464	AAEL013004, AAEL001143	AMIN007342
OG0001465	AAEL001207	AMIN007168, AMIN007169
OG0001466	AAEL001209	AMIN005886
OG0001467	AAEL001216	AMIN009736, AMIN009620
OG0001468	AAEL001304	AMIN001798
OG0001469	AAEL001352, AAEL022991	AMIN002185
OG0001470	AAEL001364	AMIN009683
OG0001471	AAEL022805, AAEL001387	AMIN010014
OG0001472	AAEL001458	AMIN011302
OG0001473	AAEL001464	AMIN005773
OG0001474	AAEL001491	AMIN007243
OG0001475	AAEL001495	AMIN001644
OG0001476	AAEL001503	AMIN001035, AMIN001032
OG0001477	AAEL022416, AAEL001522	AMIN008885
OG0001478	AAEL001554	AMIN010257
OG0001479	AAEL001561	AMIN010250
OG0001480	AAEL001619	AMIN006208
OG0001481	AAEL001680	AMIN010693
OG0001482	AAEL001682, AAEL027289	AMIN010695
OG0001483	AAEL001695	AMIN010198
OG0001484	AAEL001696	AMIN007577, AMIN007578
OG0001486	AAEL001738	AMIN010918
OG0001487	AAEL001766	AMIN011083, AMIN011084
OG0001488	AAEL001782	AMIN011553
OG0001489	AAEL001819	AMIN001570
OG0001490	AAEL010261, AAEL001879	AMIN009685
OG0001491	AAEL001939	AMIN009063
OG0001492	AAEL001986	AMIN006235, AMIN006233
OG0001493	AAEL024597, AAEL002006	AMIN006226
OG0001494	AAEL002011	AMIN006210, AMIN006209
OG0001495	AAEL002047	AMIN005162
OG0001496	AAEL002050	AMIN010179
OG0001497	AAEL002069	AMIN010182
OG0001498	AAEL002135	AMIN005084
OG0001499	AAEL002139	AMIN005373
OG0001500	AAEL002175	AMIN006943, AMIN005372
OG0001501	AAEL015481, AAEL002275	AMIN000593
OG0001502	AAEL002389, AAEL020851	AMIN009547
OG0001503	AAEL024419, AAEL002415	AMIN000955
OG0001504	AAEL002503	AMIN002024
OG0001505	AAEL025146, AAEL002510	AMIN005745
OG0001506	AAEL002527	AMIN002088
OG0001507	AAEL002577, AAEL002632	AMIN004292
OG0001508	AAEL002599	AMIN006859, AMIN006863
OG0001509	AAEL002651	AMIN001375
OG0001510	AAEL002719	AMIN010341
OG0001511	AAEL002835	AMIN009313
OG0001512	AAEL002838, AAEL002840	AMIN009316
OG0001513	AAEL002859	AMIN003485, AMIN003483
OG0001514	AAEL002902	AMIN004405
OG0001515	AAEL002903	AMIN002085
OG0001516	AAEL023241, AAEL002932	AMIN005442
OG0001517	AAEL003075	AMIN016039
OG0001518	AAEL003139	AMIN004255
OG0001519	AAEL003173, AAEL003163	AMIN003478
OG0001520	AAEL003177	AMIN001923
OG0001521	AAEL027087, AAEL003179	AMIN000933
OG0001522	AAEL003194	AMIN003837
OG0001523	AAEL003211	AMIN006137
OG0001524	AAEL003384	AMIN000500
OG0001525	AAEL003406, AAEL003430	AMIN009335
OG0001526	AAEL003493	AMIN007977
OG0001527	AAEL003522	AMIN001603
OG0001528	AAEL027762, AAEL003550	AMIN001600
OG0001529	AAEL003566	AMIN000175, AMIN000176
OG0001531	AAEL011519, AAEL003633	AMIN004473
OG0001532	AAEL003658	AMIN000561
OG0001533	AAEL003750	AMIN004780
OG0001534	AAEL003815	AMIN009213
OG0001535	AAEL003824	AMIN009198, AMIN009197
OG0001536	AAEL023486, AAEL003835	AMIN009206
OG0001537	AAEL003953	AMIN008239, AMIN008240
OG0001538	AAEL004010	AMIN000668
OG0001539	AAEL004059	AMIN008412
OG0001540	AAEL004119	AMIN008541
OG0001541	AAEL004142	AMIN000514
OG0001542	AAEL004155	AMIN005072
OG0001543	AAEL004235	AMIN005437
OG0001544	AAEL004281, AAEL004273	AMIN006283
OG0001545	AAEL004295	AMIN006286
OG0001546	AAEL004344	AMIN008796
OG0001547	AAEL004405	AMIN001298
OG0001548	AAEL004415	AMIN001297
OG0001549	AAEL004456	AMIN002475
OG0001550	AAEL004478	AMIN007466
OG0001551	AAEL004495	AMIN001816
OG0001552	AAEL004653	AMIN004519, AMIN009554
OG0001553	AAEL004661	AMIN007416
OG0001554	AAEL004702	AMIN001228
OG0001555	AAEL022153, AAEL024364, AAEL004750	AMIN006630
OG0001556	AAEL004768	AMIN016154
OG0001557	AAEL004791	AMIN002464
OG0001558	AAEL004799	AMIN002465, AMIN002466
OG0001559	AAEL025388, AAEL004823	AMIN001265
OG0001560	AAEL004964	AMIN004441, AMIN004440
OG0001561	AAEL004967	AMIN005018
OG0001563	AAEL005195	AMIN000106, AMIN000107
OG0001564	AAEL005206	AMIN010269, AMIN010268
OG0001565	AAEL005247	AMIN004033, AMIN004032
OG0001566	AAEL005255	AMIN007990, AMIN007992
OG0001567	AAEL021152, AAEL023206, AAEL005287, AAEL013691, AAEL008094	AMIN002031
OG0001569	AAEL005414	AMIN004727
OG0001570	AAEL005419	AMIN004721
OG0001571	AAEL028201, AAEL021183, AAEL005433	AMIN001348
OG0001572	AAEL026733, AAEL005438, AAEL022095	AMIN005305
OG0001573	AAEL005476	AMIN008687, AMIN008686
OG0001574	AAEL020297	AMIN007268
OG0001574	AAEL005485	AMIN002350
OG0001575	AAEL024254, AAEL005525, AAEL005526	AMIN001074
OG0001576	AAEL026634, AAEL005528	AMIN005694
OG0001577	AAEL012528, AAEL005536	AMIN009097
OG0001578	AAEL005631	AMIN000048
OG0001579	AAEL005767	AMIN002569
OG0001580	AAEL005808	AMIN004698
OG0001581	AAEL005842, AAEL022335	AMIN007494
OG0001582	AAEL021854, AAEL026114, AAEL005843	AMIN007518
OG0001583	AAEL005846	AMIN007493
OG0001584	AAEL021191, AAEL005866	AMIN004460
OG0001585	AAEL020020, AAEL005893	AMIN006574
OG0001586	AAEL005905	AMIN004651
OG0001587	AAEL020376, AAEL005950	AMIN003198
OG0001588	AAEL005952	AMIN003202
OG0001589	AAEL005962	AMIN009052
OG0001590	AAEL005970	AMIN006174
OG0001591	AAEL006034, AAEL025718	AMIN009340
OG0001592	AAEL006164, AAEL009201	AMIN015974
OG0001593	AAEL006174	AMIN003508
OG0001594	AAEL006181	AMIN003510
OG0001595	AAEL006205	AMIN002936
OG0001596	AAEL020128, AAEL006216	AMIN009891
OG0001597	AAEL006348, AAEL006326	AMIN004363, AMIN004365
OG0001598	AAEL006340	AMIN004380, AMIN004377
OG0001599	AAEL006343, AAEL025287	AMIN004383
OG0001600	AAEL006367	AMIN005508
OG0001601	AAEL006389	AMIN008703
OG0001602	AAEL007284, AAEL006440	AMIN016270
OG0001603	AAEL022222, AAEL023228, AAEL006445	AMIN001724
OG0001604	AAEL006548, AAEL006556	AMIN007532
OG0001605	AAEL021322, AAEL024679, AAEL006553	AMIN011379
OG0001606	AAEL027492, AAEL006659	AMIN016251
OG0001607	AAEL020946, AAEL006687	AMIN008584
OG0001608	AAEL006688	AMIN008587
OG0001609	AAEL006697	AMIN008586
OG0001610	AAEL006718	AMIN008022
OG0001611	AAEL026097, AAEL006732	AMIN011361
OG0001612	AAEL006772, AAEL024260	AMIN008714
OG0001613	AAEL006774	AMIN008721
OG0001614	AAEL006790	AMIN008794
OG0001615	AAEL006839	AMIN002543
OG0001616	AAEL020314, AAEL006854	AMIN008207
OG0001617	AAEL006859, AAEL014276	AMIN003867
OG0001618	AAEL006919	AMIN002552
OG0001619	AAEL006987, AAEL006990	AMIN009082
OG0001620	AAEL021420, AAEL006998, AAEL028089	AMIN009076
OG0001621	AAEL025660, AAEL007001	AMIN007133
OG0001622	AAEL007049	AMIN008991
OG0001623	AAEL020187, AAEL007078	AMIN000212
OG0001624	AAEL007278, AAEL022274	AMIN009727
OG0001625	AAEL007285	AMIN016222
OG0001626	AAEL007349	AMIN016236
OG0001627	AAEL010393, AAEL007385	AMIN002736
OG0001628	AAEL007409	AMIN011153
OG0001630	AAEL007476	AMIN005818
OG0001631	AAEL025261, AAEL007492	AMIN002655
OG0001632	AAEL007505	AMIN011494, AMIN011492, AMIN011495
OG0001633	AAEL007568	AMIN001413
OG0001634	AAEL026096, AAEL007708	AMIN001878
OG0001635	AAEL007805	AMIN002954
OG0001636	AAEL007814, AAEL021591	AMIN002952
OG0001637	AAEL007823	AMIN001620, AMIN001621
OG0001638	AAEL007902	AMIN014197, AMIN001924
OG0001639	AAEL007959	AMIN009729
OG0001640	AAEL007979	AMIN001727
OG0001641	AAEL007987, AAEL025151	AMIN010513
OG0001642	AAEL007996	AMIN016032
OG0001643	AAEL008010, AAEL025987	AMIN000337, AMIN000338
OG0001644	AAEL008041	AMIN000528
OG0001645	AAEL023409, AAEL008046	AMIN003320
OG0001647	AAEL008154	AMIN000456
OG0001648	AAEL008188	AMIN000474
OG0001649	AAEL008219	AMIN010588
OG0001650	AAEL008403	AMIN001986, AMIN001985
OG0001651	AAEL012845, AAEL008412	AMIN001983
OG0001652	AAEL021627, AAEL008416, AAEL022499, AAEL023848	AMIN004587
OG0001653	AAEL008450	AMIN004604
OG0001654	AAEL008459	AMIN010756
OG0001655	AAEL008463	AMIN005792
