Orthogroup	AsinensisChina	AfunestusAfunGA1
OG0001969	ASIC019240	AFUN2_002796
OG0001970	ASIC020957	AFUN2_009708
OG0001971	ASIC020075	AFUN2_011856
OG0001972	ASIC014975	AFUN2_004339
OG0001973	ASIC014644, ASIC014647, ASIC014646	AFUN2_010667
OG0001974	ASIC006809, ASIC006810, ASIC006808	AFUN2_006777
OG0001975	ASIC016307	AFUN2_009352
OG0001976	ASIC002837	AFUN2_004800
OG0001977	ASIC007593, ASIC007592	AFUN2_011829
OG0001978	ASIC013183	AFUN2_010076
OG0001979	ASIC021431	AFUN2_001630
OG0001980	ASIC007105	AFUN2_012317
OG0001981	ASIC004738, ASIC005416, ASIC005417	AFUN2_011198
OG0001982	ASIC009559	AFUN2_009559
OG0001983	ASIC000726	AFUN2_008742
OG0001984	ASIC007908	AFUN2_002883
OG0001985	ASIC014350	AFUN2_003843
OG0001986	ASIC018430	AFUN2_008404
OG0001986	ASIC018431	AFUN2_000955
OG0001988	ASIC009310	AFUN2_010544
OG0001991	ASIC015307	AFUN2_006914
OG0001997	ASIC005202	AFUN2_003902
OG0001998	ASIC007113	AFUN2_013016
OG0002000	ASIC017876	AFUN2_005691
OG0002010	ASIC009445	AFUN2_013191, AFUN2_008595, AFUN2_013297, AFUN2_002264, AFUN2_014644
OG0002011	ASIC003541	AFUN2_003437
OG0002011	ASIC003529	AFUN2_000923
OG0002013	ASIC006460	AFUN2_012712, AFUN2_014100
OG0002014	ASIC011677, ASIC011676	AFUN2_008768, AFUN2_005891
OG0002016	ASIC022292	AFUN2_001871
OG0002016	ASIC022293	AFUN2_011361
OG0002017	ASIC018188	AFUN2_004986, AFUN2_007492
OG0002018	ASIC005818, ASIC005816, ASIC005815, ASIC005819	AFUN2_007208
OG0002027	ASIC003238	AFUN2_009172
OG0002028	ASIC004635	AFUN2_001046
OG0002029	ASIC004624	AFUN2_004317
OG0002030	ASIC003349, ASIC003350	AFUN2_012852
OG0002031	ASIC018682	AFUN2_014361
OG0002032	ASIC002958	AFUN2_009284
OG0002033	ASIC011378, ASIC011377	AFUN2_011606
OG0002034	ASIC012000	AFUN2_009590
OG0002035	ASIC021027	AFUN2_003764
OG0002036	ASIC000810	AFUN2_005934
OG0002037	ASIC011301	AFUN2_010259
OG0002038	ASIC021827	AFUN2_002681
OG0002039	ASIC002947	AFUN2_012449
OG0002041	ASIC005413	AFUN2_002134
OG0002043	ASIC016092	AFUN2_012585
OG0002044	ASIC020314	AFUN2_012791
OG0002045	ASIC003997	AFUN2_004535
OG0002046	ASIC022294	AFUN2_006398
OG0002047	ASIC015164	AFUN2_006752
OG0002048	ASIC019373	AFUN2_006967
OG0002049	ASIC022323	AFUN2_005410
OG0002050	ASIC019555	AFUN2_009262
OG0002051	ASIC021402	AFUN2_005354
OG0002052	ASIC019453	AFUN2_013828
OG0002053	ASIC019558	AFUN2_003693
OG0002054	ASIC017988	AFUN2_012860
OG0002056	ASIC014046	AFUN2_014228
OG0002057	ASIC001072	AFUN2_002996
OG0002058	ASIC021480	AFUN2_010573
OG0002059	ASIC020254	AFUN2_002833, AFUN2_008903
OG0002060	ASIC001073, ASIC001075	AFUN2_010847
OG0002061	ASIC021479	AFUN2_003438
OG0002062	ASIC008087	AFUN2_005789
OG0002063	ASIC021534, ASIC021535	AFUN2_008172
OG0002064	ASIC005023	AFUN2_004758
OG0002065	ASIC007917	AFUN2_008049
OG0002066	ASIC022139, ASIC007889	AFUN2_001388
OG0002067	ASIC008733	AFUN2_001308
OG0002068	ASIC008782, ASIC008781	AFUN2_012360
OG0002069	ASIC022124	AFUN2_013536
OG0002070	ASIC013018	AFUN2_013693
OG0002071	ASIC018214	AFUN2_012681, AFUN2_000832
OG0002072	ASIC021729	AFUN2_012665
OG0002073	ASIC021275	AFUN2_003920
OG0002074	ASIC021271	AFUN2_004349
OG0002075	ASIC021274	AFUN2_000462
OG0002076	ASIC021272	AFUN2_013726
OG0002077	ASIC018161	AFUN2_012898
OG0002078	ASIC021866	AFUN2_001878
OG0002079	ASIC021930	AFUN2_003274
OG0002080	ASIC021867	AFUN2_008661
OG0002081	ASIC018312	AFUN2_008613
OG0002082	ASIC015286	AFUN2_009457
OG0002083	ASIC018021	AFUN2_011982
OG0002084	ASIC005781	AFUN2_009919
OG0002085	ASIC018454	AFUN2_014707
OG0002086	ASIC018129	AFUN2_004782
OG0002087	ASIC017914	AFUN2_008086
OG0002088	ASIC006000	AFUN2_013562
OG0002090	ASIC017867	AFUN2_002895
OG0002091	ASIC018456, ASIC018455	AFUN2_012309
OG0002092	ASIC018125	AFUN2_012593
OG0002093	ASIC017181	AFUN2_010593
OG0002094	ASIC017936	AFUN2_009439
OG0002095	ASIC007719	AFUN2_003664
OG0002096	ASIC016402	AFUN2_006371
OG0002097	ASIC016405	AFUN2_004551
OG0002098	ASIC004650	AFUN2_001646
OG0002099	ASIC001246	AFUN2_005052
OG0002100	ASIC005556	AFUN2_001835
OG0002101	ASIC013962	AFUN2_013257
OG0002102	ASIC014056	AFUN2_003594
OG0002103	ASIC007670	AFUN2_000747
OG0002104	ASIC022330	AFUN2_004925
OG0002105	ASIC014546	AFUN2_001694
OG0002106	ASIC006877	AFUN2_006735
OG0002107	ASIC006879	AFUN2_005676
OG0002108	ASIC008629	AFUN2_006645
OG0002109	ASIC001854, ASIC001856	AFUN2_003026
OG0002110	ASIC016203	AFUN2_002017
OG0002111	ASIC022024	AFUN2_008490
OG0002112	ASIC009627	AFUN2_011695
OG0002113	ASIC005908	AFUN2_013602
OG0002114	ASIC002871	AFUN2_004586
OG0002116	ASIC002426	AFUN2_007460
OG0002117	ASIC002449	AFUN2_010364
OG0002118	ASIC014936	AFUN2_012876
OG0002119	ASIC021143	AFUN2_013502
OG0002120	ASIC005250	AFUN2_006039
OG0002121	ASIC006671	AFUN2_011526
OG0002122	ASIC010254, ASIC013901	AFUN2_001151
OG0002123	ASIC007755	AFUN2_014471
OG0002124	ASIC000961	AFUN2_006552
OG0002125	ASIC015819	AFUN2_001078
OG0002126	ASIC000959	AFUN2_008421
OG0002127	ASIC014918	AFUN2_004444
OG0002128	ASIC019705, ASIC019707	AFUN2_012370
OG0002129	ASIC019737	AFUN2_011024
OG0002130	ASIC019714	AFUN2_012589
OG0002131	ASIC019715	AFUN2_014816
OG0002132	ASIC019713	AFUN2_003743
OG0002133	ASIC019759	AFUN2_007327
OG0002134	ASIC007671	AFUN2_011988
OG0002135	ASIC010759	AFUN2_006753
OG0002136	ASIC010608	AFUN2_004462
OG0002137	ASIC014649	AFUN2_011716
OG0002138	ASIC012823	AFUN2_009006
OG0002139	ASIC013576	AFUN2_006243
OG0002140	ASIC016191	AFUN2_008983
OG0002141	ASIC015744	AFUN2_013816
OG0002142	ASIC010760, ASIC010761	AFUN2_010701
OG0002143	ASIC019340, ASIC002840	AFUN2_006388
OG0002144	ASIC010953	AFUN2_006782
OG0002145	ASIC020567	AFUN2_010331
OG0002146	ASIC010207	AFUN2_006521, AFUN2_004631
OG0002150	ASIC010178	AFUN2_000571
OG0002151	ASIC010199	AFUN2_013355
OG0002152	ASIC010176	AFUN2_008660
OG0002153	ASIC006529	AFUN2_004907
OG0002154	ASIC003166	AFUN2_006929
OG0002156	ASIC013182	AFUN2_009613
OG0002157	ASIC013249, ASIC011665	AFUN2_013176
OG0002158	ASIC016147	AFUN2_000837
OG0002159	ASIC016158	AFUN2_013046
OG0002160	ASIC005907	AFUN2_010876
OG0002161	ASIC006502	AFUN2_002471
OG0002162	ASIC005909	AFUN2_006584
OG0002163	ASIC013595	AFUN2_011162
OG0002164	ASIC006489	AFUN2_005960
OG0002165	ASIC014180	AFUN2_000714
OG0002166	ASIC016190	AFUN2_001494
OG0002167	ASIC017363	AFUN2_005215
OG0002168	ASIC014172, ASIC014173	AFUN2_002666
OG0002169	ASIC014175, ASIC014177	AFUN2_001705
OG0002170	ASIC017385	AFUN2_012924
OG0002171	ASIC014537	AFUN2_003187
OG0002172	ASIC017374	AFUN2_011230
OG0002173	ASIC015855, ASIC015859	AFUN2_013886
OG0002174	ASIC015765	AFUN2_007413
OG0002175	ASIC015862	AFUN2_010735
OG0002176	ASIC015758	AFUN2_003254
OG0002177	ASIC010305	AFUN2_002492
OG0002178	ASIC010323	AFUN2_011069
OG0002179	ASIC006967	AFUN2_013729
OG0002180	ASIC006946	AFUN2_006817
OG0002181	ASIC006978	AFUN2_005316
OG0002182	ASIC006962	AFUN2_010879
OG0002183	ASIC006984	AFUN2_002696
OG0002184	ASIC011347	AFUN2_003880
OG0002185	ASIC019987	AFUN2_006920
OG0002186	ASIC009871	AFUN2_003349
OG0002187	ASIC005548	AFUN2_008491
OG0002188	ASIC005547	AFUN2_004365
OG0002189	ASIC017009	AFUN2_007320
OG0002190	ASIC012115	AFUN2_003578
OG0002191	ASIC006119, ASIC004492	AFUN2_000966
OG0002192	ASIC006854	AFUN2_013609
OG0002193	ASIC006085	AFUN2_005861
OG0002194	ASIC010661	AFUN2_011152
OG0002195	ASIC006826, ASIC015187	AFUN2_011826
OG0002196	ASIC010660, ASIC009424	AFUN2_010120
OG0002197	ASIC017994	AFUN2_007596
OG0002198	ASIC020896	AFUN2_010752
OG0002199	ASIC000166	AFUN2_005884
OG0002200	ASIC016662	AFUN2_009296
OG0002201	ASIC011783	AFUN2_007928
OG0002202	ASIC011776	AFUN2_001681
OG0002203	ASIC011768	AFUN2_014402
OG0002204	ASIC020338	AFUN2_005868
OG0002205	ASIC016661	AFUN2_003887
OG0002206	ASIC011778	AFUN2_006443
OG0002207	ASIC017189	AFUN2_008386
OG0002208	ASIC005717, ASIC005716	AFUN2_013507
OG0002209	ASIC010450	AFUN2_000413
OG0002210	ASIC010672	AFUN2_011179
OG0002211	ASIC018457	AFUN2_000829
OG0002212	ASIC012834	AFUN2_012514
OG0002213	ASIC014686	AFUN2_003335
OG0002214	ASIC002967	AFUN2_005284
OG0002215	ASIC005356	AFUN2_008671
OG0002216	ASIC012340	AFUN2_002787
OG0002217	ASIC007862	AFUN2_011488
OG0002218	ASIC007958	AFUN2_010882
OG0002219	ASIC005214	AFUN2_013061
OG0002220	ASIC003502	AFUN2_012225
OG0002221	ASIC004404	AFUN2_008740
OG0002222	ASIC013406	AFUN2_005905
OG0002223	ASIC009321	AFUN2_003030
OG0002224	ASIC005338	AFUN2_010496
OG0002225	ASIC018378	AFUN2_010110
OG0002226	ASIC017768	AFUN2_013045
OG0002227	ASIC020108	AFUN2_004378
OG0002228	ASIC009316	AFUN2_001719, AFUN2_003051
OG0002229	ASIC018388	AFUN2_008871
OG0002230	ASIC006570	AFUN2_005716
OG0002232	ASIC012482	AFUN2_011407
OG0002233	ASIC003803	AFUN2_001263
OG0002234	ASIC018832	AFUN2_007424
OG0002235	ASIC020246	AFUN2_011873
OG0002236	ASIC021864	AFUN2_002742
OG0002237	ASIC011984	AFUN2_011203
OG0002238	ASIC004264	AFUN2_001877
OG0002239	ASIC008778	AFUN2_006182
OG0002240	ASIC009868	AFUN2_004592
OG0002241	ASIC013989	AFUN2_008568
OG0002242	ASIC012644	AFUN2_007352
OG0002243	ASIC002170	AFUN2_003338
OG0002244	ASIC006254	AFUN2_013033
OG0002245	ASIC012060	AFUN2_002019
OG0002246	ASIC006255	AFUN2_005459
OG0002247	ASIC012488	AFUN2_005932
OG0002248	ASIC015312	AFUN2_004180
OG0002249	ASIC017046	AFUN2_009277
OG0002250	ASIC020015, ASIC020014	AFUN2_009150
OG0002251	ASIC020017	AFUN2_002963
OG0002252	ASIC020013	AFUN2_012187
OG0002253	ASIC020516	AFUN2_013382
OG0002254	ASIC008970, ASIC008969	AFUN2_006863
OG0002255	ASIC002560	AFUN2_013605
OG0002256	ASIC008976	AFUN2_011591
OG0002257	ASIC021687	AFUN2_014783
OG0002258	ASIC014718	AFUN2_011390
OG0002259	ASIC020458	AFUN2_013200
OG0002260	ASIC007614	AFUN2_000860
OG0002261	ASIC018422	AFUN2_005219
OG0002262	ASIC010469	AFUN2_004155
OG0002263	ASIC010460	AFUN2_008774
OG0002264	ASIC018427	AFUN2_010554
OG0002265	ASIC011784	AFUN2_008854
OG0002266	ASIC017061	AFUN2_011028
OG0002267	ASIC019662	AFUN2_005146
OG0002268	ASIC005984	AFUN2_001639
OG0002269	ASIC005983	AFUN2_004946
OG0002270	ASIC005100	AFUN2_008101
OG0002271	ASIC005986	AFUN2_006491
OG0002272	ASIC005985	AFUN2_006110
OG0002273	ASIC018296	AFUN2_011537
OG0002275	ASIC011148	AFUN2_012320
OG0002276	ASIC007520	AFUN2_002288
OG0002277	ASIC002572	AFUN2_007291
OG0002278	ASIC002724	AFUN2_002292
OG0002279	ASIC002571	AFUN2_012280
OG0002280	ASIC006169	AFUN2_008259
OG0002281	ASIC013797	AFUN2_013087
OG0002282	ASIC010435	AFUN2_013994
OG0002283	ASIC012038	AFUN2_013050, AFUN2_008928
OG0002284	ASIC010442, ASIC010444	AFUN2_000894
OG0002285	ASIC017303	AFUN2_003434
OG0002286	ASIC006645	AFUN2_014185
OG0002287	ASIC006647	AFUN2_012983
OG0002288	ASIC006646	AFUN2_008123
OG0002289	ASIC018649, ASIC018645	AFUN2_002623
OG0002290	ASIC009573, ASIC010433	AFUN2_006870
OG0002291	ASIC008587	AFUN2_001834
OG0002292	ASIC007907	AFUN2_013802
OG0002293	ASIC011292	AFUN2_001575
OG0002294	ASIC014393	AFUN2_004962
OG0002295	ASIC014391	AFUN2_013961
OG0002296	ASIC014370	AFUN2_000557
OG0002297	ASIC009676	AFUN2_006651
OG0002298	ASIC008215	AFUN2_004561
OG0002299	ASIC008306	AFUN2_012079
OG0002300	ASIC008212	AFUN2_007228
OG0002301	ASIC008296	AFUN2_010702
OG0002302	ASIC003284	AFUN2_012785
OG0002304	ASIC018180	AFUN2_006715
OG0002305	ASIC005594	AFUN2_009685
OG0002306	ASIC018042	AFUN2_011364
OG0002307	ASIC018053	AFUN2_011618
OG0002308	ASIC019701	AFUN2_003614
OG0002309	ASIC003770	AFUN2_011658
OG0002310	ASIC011269	AFUN2_009606
OG0002311	ASIC012555	AFUN2_012906
OG0002312	ASIC010993	AFUN2_011557
OG0002313	ASIC017979	AFUN2_014403
OG0002314	ASIC010674	AFUN2_004280
OG0002315	ASIC019351	AFUN2_011435
OG0002316	ASIC019352	AFUN2_010147
OG0002317	ASIC010685	AFUN2_007524
OG0002318	ASIC017653	AFUN2_007398
OG0002319	ASIC010684	AFUN2_008395
OG0002320	ASIC010687	AFUN2_007830
OG0002322	ASIC010914	AFUN2_003579
OG0002323	ASIC000287	AFUN2_003202
OG0002325	ASIC013807	AFUN2_004674
OG0002326	ASIC012179	AFUN2_013348
OG0002327	ASIC020775	AFUN2_009824, AFUN2_001564
OG0002328	ASIC014614	AFUN2_003287
OG0002329	ASIC012174	AFUN2_000420
OG0002330	ASIC019643, ASIC019654	AFUN2_003817
OG0002331	ASIC020931	AFUN2_006319
OG0002332	ASIC010499	AFUN2_008937
OG0002333	ASIC020932	AFUN2_013199
OG0002334	ASIC020940	AFUN2_008270
OG0002335	ASIC020933	AFUN2_005187
OG0002336	ASIC020937, ASIC020936	AFUN2_004857
OG0002337	ASIC010283	AFUN2_013229
OG0002338	ASIC009556	AFUN2_007181
OG0002339	ASIC015352	AFUN2_014538
OG0002340	ASIC013306	AFUN2_008044
OG0002341	ASIC013312	AFUN2_011752
OG0002342	ASIC009779	AFUN2_009989
OG0002343	ASIC021223	AFUN2_003195
OG0002344	ASIC012532	AFUN2_004380
OG0002345	ASIC018261, ASIC018262	AFUN2_000430
OG0002347	ASIC018191	AFUN2_001287
OG0002348	ASIC004325	AFUN2_003907
OG0002349	ASIC021518	AFUN2_001735
OG0002350	ASIC011104	AFUN2_014511
OG0002351	ASIC009921	AFUN2_010430
OG0002352	ASIC007654	AFUN2_013235
OG0002353	ASIC009591, ASIC015326	AFUN2_008812
OG0002354	ASIC003973	AFUN2_011450
OG0002355	ASIC004931	AFUN2_007423
OG0002356	ASIC021496	AFUN2_009604
OG0002357	ASIC010108	AFUN2_002807
OG0002359	ASIC021495	AFUN2_014655
OG0002360	ASIC018824	AFUN2_005982
OG0002361	ASIC012405	AFUN2_011065
OG0002362	ASIC013622	AFUN2_009979
OG0002363	ASIC017364	AFUN2_012209
OG0002364	ASIC006141	AFUN2_002860
OG0002365	ASIC013631	AFUN2_010237
OG0002366	ASIC006517	AFUN2_008717
OG0002367	ASIC011485	AFUN2_001531
OG0002368	ASIC008520, ASIC008531	AFUN2_011247
OG0002369	ASIC009313	AFUN2_003279
OG0002370	ASIC002175	AFUN2_011771
OG0002371	ASIC017836	AFUN2_006911
OG0002372	ASIC008412	AFUN2_007781
OG0002373	ASIC005978	AFUN2_001167
OG0002374	ASIC012855	AFUN2_002487
OG0002375	ASIC004772	AFUN2_010238
OG0002376	ASIC017921	AFUN2_013290
OG0002377	ASIC004763	AFUN2_013852
OG0002378	ASIC004771	AFUN2_004068
OG0002381	ASIC004774	AFUN2_001211
OG0002382	ASIC011305	AFUN2_012088
OG0002383	ASIC000807	AFUN2_008366
OG0002384	ASIC004856	AFUN2_011491
OG0002385	ASIC015007	AFUN2_014252
OG0002386	ASIC007365	AFUN2_001044
OG0002387	ASIC007364	AFUN2_002475
OG0002388	ASIC014123	AFUN2_003970
OG0002389	ASIC006890	AFUN2_005503
OG0002390	ASIC020170	AFUN2_008329
OG0002391	ASIC020823	AFUN2_007801
OG0002392	ASIC020168	AFUN2_006003
OG0002393	ASIC019906	AFUN2_010070
OG0002395	ASIC009156, ASIC004465	AFUN2_005575
OG0002396	ASIC016864	AFUN2_008489
OG0002397	ASIC010992	AFUN2_003672
OG0002398	ASIC013987	AFUN2_002259
OG0002399	ASIC016875	AFUN2_011216
OG0002401	ASIC009075	AFUN2_014245
OG0002402	ASIC006470	AFUN2_006071
OG0002403	ASIC009086	AFUN2_000520
OG0002404	ASIC006598	AFUN2_014424
OG0002405	ASIC014541	AFUN2_009109
OG0002406	ASIC010155	AFUN2_011148
OG0002407	ASIC010140	AFUN2_003487
OG0002408	ASIC010157	AFUN2_011583
OG0002409	ASIC015515	AFUN2_005962
OG0002410	ASIC015582	AFUN2_012490
OG0002411	ASIC015504	AFUN2_005672
OG0002412	ASIC015548	AFUN2_013479
OG0002414	ASIC017442	AFUN2_010638
OG0002415	ASIC021870	AFUN2_002147
OG0002416	ASIC000414, ASIC013785	AFUN2_005165
OG0002417	ASIC002709	AFUN2_007672
OG0002418	ASIC003259	AFUN2_009722
OG0002419	ASIC020540	AFUN2_007412
OG0002420	ASIC012868	AFUN2_004117
OG0002421	ASIC020906	AFUN2_001497
OG0002422	ASIC005299	AFUN2_013645
OG0002423	ASIC002626	AFUN2_001176
OG0002424	ASIC005304	AFUN2_007699
OG0002425	ASIC012615, ASIC012614	AFUN2_001751
OG0002426	ASIC002624	AFUN2_013467
OG0002427	ASIC005574	AFUN2_000936
OG0002428	ASIC020903	AFUN2_004900
OG0002429	ASIC013876	AFUN2_006346
OG0002430	ASIC019093	AFUN2_009522
OG0002431	ASIC005571	AFUN2_014347
OG0002432	ASIC015755	AFUN2_013741
OG0002433	ASIC004804	AFUN2_005536
OG0002434	ASIC004806	AFUN2_013642
OG0002435	ASIC005577	AFUN2_009270, AFUN2_004582
OG0002436	ASIC004808	AFUN2_013859
OG0002437	ASIC019645	AFUN2_003805
OG0002438	ASIC002437	AFUN2_012663
OG0002439	ASIC003107	AFUN2_006281
OG0002440	ASIC003106	AFUN2_004106
OG0002441	ASIC001377, ASIC016620	AFUN2_005378
OG0002442	ASIC010122	AFUN2_008399
OG0002443	ASIC014965	AFUN2_013617
OG0002444	ASIC014972	AFUN2_008043
OG0002445	ASIC014967	AFUN2_004801
OG0002446	ASIC002499	AFUN2_012064
OG0002447	ASIC021092	AFUN2_013415
OG0002448	ASIC020557	AFUN2_011767
OG0002449	ASIC012776	AFUN2_011366
OG0002450	ASIC020968	AFUN2_005927
OG0002451	ASIC020876	AFUN2_007550
OG0002452	ASIC020915	AFUN2_012332
OG0002453	ASIC007625	AFUN2_009096
OG0002454	ASIC006819	AFUN2_011225
OG0002455	ASIC008558	AFUN2_012409
OG0002456	ASIC013663	AFUN2_011808
OG0002457	ASIC007893	AFUN2_011051
OG0002458	ASIC007894	AFUN2_008688
OG0002459	ASIC007896	AFUN2_010946
OG0002460	ASIC022233	AFUN2_004345
OG0002461	ASIC022222	AFUN2_009718
OG0002462	ASIC014024	AFUN2_013300
OG0002463	ASIC020320	AFUN2_001608
OG0002464	ASIC009948	AFUN2_005583
OG0002465	ASIC020587	AFUN2_005416
OG0002466	ASIC019349	AFUN2_002395
OG0002467	ASIC019430, ASIC019429	AFUN2_000425
OG0002468	ASIC011552	AFUN2_009570
OG0002469	ASIC011553	AFUN2_002710
OG0002470	ASIC010257, ASIC018856	AFUN2_011649
OG0002471	ASIC012058	AFUN2_006458
OG0002472	ASIC006568	AFUN2_002605
OG0002473	ASIC018869	AFUN2_009971
OG0002474	ASIC014426	AFUN2_002514
OG0002475	ASIC014434	AFUN2_002455
OG0002476	ASIC014429	AFUN2_009869
OG0002477	ASIC004761	AFUN2_006180
OG0002478	ASIC005798	AFUN2_014697
OG0002479	ASIC015087	AFUN2_013249
OG0002480	ASIC017345	AFUN2_003166
OG0002481	ASIC006614	AFUN2_008157
OG0002482	ASIC007108	AFUN2_003678
OG0002483	ASIC010486	AFUN2_011211
OG0002484	ASIC020959	AFUN2_001838
OG0002485	ASIC021040	AFUN2_010826
OG0002486	ASIC020964	AFUN2_009115
OG0002487	ASIC020954	AFUN2_014299
OG0002488	ASIC009336	AFUN2_007271
OG0002489	ASIC022364	AFUN2_000942
OG0002490	ASIC022160	AFUN2_005092
OG0002491	ASIC015614	AFUN2_002699
OG0002492	ASIC015613	AFUN2_008924
OG0002493	ASIC015890	AFUN2_009866
OG0002494	ASIC015612	AFUN2_009749
OG0002495	ASIC000337	AFUN2_005282
OG0002496	ASIC007061	AFUN2_004533
OG0002497	ASIC021722	AFUN2_006434
OG0002498	ASIC008689	AFUN2_009661
OG0002499	ASIC005073	AFUN2_006813
OG0002500	ASIC008998	AFUN2_005818
OG0002501	ASIC008992, ASIC008994	AFUN2_004133
OG0002502	ASIC014961, ASIC014962	AFUN2_010664
OG0002503	ASIC008990	AFUN2_003203
OG0002504	ASIC008988	AFUN2_003097
OG0002505	ASIC004554	AFUN2_013623
OG0002506	ASIC020872	AFUN2_011016
OG0002507	ASIC020875	AFUN2_004690
OG0002508	ASIC015242	AFUN2_012745
OG0002509	ASIC021499, ASIC021498	AFUN2_008029
OG0002510	ASIC002752, ASIC002751	AFUN2_005110
OG0002511	ASIC007053	AFUN2_008222
OG0002512	ASIC002750	AFUN2_008277
OG0002513	ASIC012633	AFUN2_005628
OG0002514	ASIC002834	AFUN2_011726
OG0002515	ASIC003509	AFUN2_012241
OG0002516	ASIC012928	AFUN2_005664
OG0002517	ASIC012933, ASIC012931	AFUN2_007221
OG0002518	ASIC012926	AFUN2_009630
OG0002519	ASIC020118	AFUN2_003731
OG0002520	ASIC000725	AFUN2_010902
OG0002521	ASIC017581	AFUN2_004278
OG0002522	ASIC021263, ASIC021262	AFUN2_012949
OG0002523	ASIC021256	AFUN2_010125
OG0002524	ASIC007579	AFUN2_003821
OG0002525	ASIC000827	AFUN2_009480
OG0002526	ASIC012302, ASIC012303	AFUN2_014120
OG0002527	ASIC000828	AFUN2_007929
OG0002528	ASIC000823	AFUN2_007868
OG0002529	ASIC000829	AFUN2_004395
OG0002530	ASIC014810	AFUN2_014003
OG0002531	ASIC014767, ASIC014769	AFUN2_011188
OG0002532	ASIC014818	AFUN2_014436
OG0002533	ASIC014798	AFUN2_007995
OG0002534	ASIC014806, ASIC014796	AFUN2_008815
OG0002535	ASIC014484	AFUN2_011558
OG0002536	ASIC010632	AFUN2_009091
OG0002537	ASIC019630	AFUN2_002529
OG0002538	ASIC020720	AFUN2_004015
OG0002539	ASIC013106	AFUN2_013756
OG0002540	ASIC020731	AFUN2_004624
OG0002541	ASIC013105	AFUN2_008245
OG0002542	ASIC015285	AFUN2_014755
OG0002543	ASIC002949	AFUN2_008789
OG0002544	ASIC007414	AFUN2_009477
OG0002545	ASIC007254	AFUN2_007131
OG0002546	ASIC007266	AFUN2_005255
OG0002547	ASIC012905	AFUN2_010435
OG0002548	ASIC012910	AFUN2_004432
OG0002549	ASIC018963	AFUN2_008015
OG0002550	ASIC011099	AFUN2_003522
OG0002552	ASIC018970	AFUN2_009290
OG0002553	ASIC007443	AFUN2_012815
OG0002554	ASIC016006	AFUN2_011321
OG0002555	ASIC011392	AFUN2_003777
OG0002556	ASIC012854	AFUN2_013106
OG0002558	ASIC018116	AFUN2_006070
OG0002559	ASIC018108	AFUN2_012625
OG0002560	ASIC018109	AFUN2_001421
OG0002561	ASIC013215	AFUN2_009171
OG0002562	ASIC016335	AFUN2_002131
OG0002563	ASIC016334	AFUN2_009563
OG0002564	ASIC003120	AFUN2_010504
OG0002565	ASIC016276	AFUN2_013980
OG0002566	ASIC017832	AFUN2_011017
OG0002567	ASIC002420, ASIC002421	AFUN2_002563
OG0002568	ASIC017835, ASIC017834	AFUN2_007404
OG0002569	ASIC003356, ASIC003357	AFUN2_010901
OG0002570	ASIC001786	AFUN2_001937
OG0002571	ASIC004359	AFUN2_000326
OG0002572	ASIC005173	AFUN2_012826
OG0002573	ASIC019271, ASIC000881	AFUN2_007854
OG0002574	ASIC018243	AFUN2_008181
OG0002575	ASIC015443	AFUN2_003851
OG0002576	ASIC018239	AFUN2_000718
OG0002577	ASIC003714	AFUN2_004268
OG0002578	ASIC008353, ASIC001767	AFUN2_012742
OG0002579	ASIC021086	AFUN2_012085
OG0002580	ASIC004910	AFUN2_002571
OG0002581	ASIC007713	AFUN2_008378
OG0002582	ASIC019641	AFUN2_008203
OG0002583	ASIC004911	AFUN2_006789
OG0002584	ASIC020124	AFUN2_014653
OG0002585	ASIC020126	AFUN2_003858
OG0002587	ASIC018012	AFUN2_006823
OG0002588	ASIC005051	AFUN2_013035
OG0002589	ASIC005050	AFUN2_008149
OG0002590	ASIC018014	AFUN2_002729
OG0002592	ASIC003528	AFUN2_004156
OG0002593	ASIC014230	AFUN2_003739
OG0002594	ASIC004666	AFUN2_004515
OG0002595	ASIC003840	AFUN2_010775
OG0002596	ASIC020997	AFUN2_004926
OG0002597	ASIC020998	AFUN2_002938
OG0002598	ASIC005788	AFUN2_002924
OG0002599	ASIC017737	AFUN2_011124
OG0002600	ASIC017726	AFUN2_005005
OG0002601	ASIC014591	AFUN2_014406
OG0002602	ASIC011704, ASIC011703	AFUN2_003161
OG0002603	ASIC006181	AFUN2_002226
OG0002604	ASIC006117	AFUN2_009788
OG0002605	ASIC006110	AFUN2_001076
OG0002606	ASIC006109, ASIC006108	AFUN2_001056
OG0002607	ASIC017188	AFUN2_013594
OG0002608	ASIC008013, ASIC008014	AFUN2_013244
OG0002609	ASIC020087	AFUN2_006216
OG0002610	ASIC008004	AFUN2_010180
OG0002611	ASIC018495	AFUN2_001436
OG0002612	ASIC016479	AFUN2_011479
OG0002613	ASIC021728, ASIC021739	AFUN2_001574
OG0002614	ASIC008403	AFUN2_006689
OG0002615	ASIC008433	AFUN2_005587
OG0002616	ASIC008407	AFUN2_000333
OG0002617	ASIC008404	AFUN2_001519
OG0002618	ASIC013458	AFUN2_000998
OG0002619	ASIC013457	AFUN2_001465
OG0002620	ASIC013456, ASIC013454	AFUN2_013834
OG0002621	ASIC021047	AFUN2_001359
OG0002623	ASIC012655	AFUN2_012587
OG0002624	ASIC013315	AFUN2_012325
OG0002625	ASIC011971	AFUN2_009005
OG0002626	ASIC003204	AFUN2_002252
OG0002627	ASIC011007	AFUN2_005597
