Orthogroup	AsinensisChina	AminimusMINIMUS1
OG0001518	ASIC004838, ASIC004839	AMIN004255
OG0001519	ASIC015690	AMIN003478
OG0001520	ASIC007153	AMIN001923
OG0001521	ASIC005500	AMIN000933
OG0001522	ASIC012566	AMIN003837
OG0001523	ASIC014409	AMIN006137
OG0001524	ASIC008213	AMIN000500
OG0001525	ASIC018027	AMIN009335
OG0001526	ASIC011057	AMIN007977
OG0001527	ASIC010686	AMIN001603
OG0001528	ASIC010683	AMIN001600
OG0001529	ASIC010916	AMIN000175
OG0001529	ASIC010915	AMIN000176
OG0001531	ASIC022187	AMIN004473
OG0001532	ASIC012171	AMIN000561
OG0001533	ASIC012641	AMIN004780
OG0001534	ASIC011313	AMIN009213
OG0001535	ASIC002817	AMIN009198, AMIN009197
OG0001536	ASIC002813	AMIN009206
OG0001537	ASIC018266	AMIN008239, AMIN008240
OG0001538	ASIC021516, ASIC021517	AMIN000668
OG0001539	ASIC004779	AMIN008412
OG0001540	ASIC015207, ASIC002552	AMIN008541
OG0001541	ASIC008227	AMIN000514
OG0001542	ASIC017007	AMIN005072
OG0001543	ASIC007573, ASIC012963, ASIC015093	AMIN005437
OG0001544	ASIC013628	AMIN006283
OG0001545	ASIC013620	AMIN006286
OG0001546	ASIC005018	AMIN008796
OG0001547	ASIC005981	AMIN001298
OG0001548	ASIC005980	AMIN001297
OG0001549	ASIC000811	AMIN002475
OG0001550	ASIC011847	AMIN007466
OG0001550	ASIC011848	AMIN007465
OG0001551	ASIC007381	AMIN001816
OG0001552	ASIC008120	AMIN004519, AMIN009554
OG0001553	ASIC016743	AMIN007416
OG0001554	ASIC004464, ASIC004463	AMIN001228
OG0001556	ASIC013566, ASIC013565	AMIN016154
OG0001557	ASIC000672	AMIN002464
OG0001558	ASIC010105	AMIN002466
OG0001559	ASIC015611	AMIN001265
OG0001560	ASIC017933	AMIN004441, AMIN004440
OG0001561	ASIC009297	AMIN005018
OG0001563	ASIC014242	AMIN000107
OG0001564	ASIC010185	AMIN010269, AMIN010268
OG0001565	ASIC003564	AMIN004033, AMIN004032
OG0001566	ASIC016609	AMIN007990, AMIN007992
OG0001569	ASIC020910	AMIN004727
OG0001570	ASIC020918	AMIN004721
OG0001571	ASIC006499	AMIN001348
OG0001572	ASIC007621	AMIN005305
OG0001573	ASIC010979	AMIN008687, AMIN008686
OG0001574	ASIC011576	AMIN002350
OG0001575	ASIC006300	AMIN001074
OG0001576	ASIC007957	AMIN005694
OG0001578	ASIC014301	AMIN000048
OG0001579	ASIC021552, ASIC021548	AMIN002569
OG0001580	ASIC020949	AMIN004698
OG0001581	ASIC011818	AMIN007494
OG0001582	ASIC011806	AMIN007518
OG0001583	ASIC011819	AMIN007493
OG0001584	ASIC022365	AMIN004460
OG0001585	ASIC015896	AMIN006574
OG0001586	ASIC021640, ASIC009709	AMIN004651
OG0001587	ASIC008701	AMIN003198
OG0001588	ASIC008687	AMIN003202
OG0001589	ASIC008399	AMIN009052
OG0001590	ASIC017667, ASIC017673	AMIN006174
OG0001591	ASIC002466	AMIN009340
OG0001592	ASIC016000	AMIN015974
OG0001593	ASIC002836	AMIN003508
OG0001594	ASIC002835	AMIN003510
OG0001595	ASIC020626, ASIC020625	AMIN002936
OG0001596	ASIC012927	AMIN009891
OG0001597	ASIC014770	AMIN004363, AMIN004365
OG0001598	ASIC014797	AMIN004380, AMIN004377
OG0001599	ASIC014800	AMIN004383
OG0001600	ASIC006352, ASIC006346, ASIC006351	AMIN005508
OG0001601	ASIC014485	AMIN008703
OG0001602	ASIC020085	AMIN016270
OG0001603	ASIC010002	AMIN001724
OG0001605	ASIC002892	AMIN011379
OG0001606	ASIC011579	AMIN016251
OG0001607	ASIC018114	AMIN008584
OG0001608	ASIC018110	AMIN008587
OG0001609	ASIC018111	AMIN008586
OG0001610	ASIC018681	AMIN008022
OG0001611	ASIC016406	AMIN011361
OG0001612	ASIC004984, ASIC004985	AMIN008714
OG0001613	ASIC005001	AMIN008721
OG0001614	ASIC005019, ASIC005020	AMIN008794
OG0001615	ASIC010554	AMIN002543
OG0001616	ASIC017941	AMIN008207
OG0001617	ASIC011165	AMIN003867
OG0001618	ASIC000526, ASIC000527	AMIN002552
OG0001619	ASIC005318	AMIN009082
OG0001620	ASIC005289	AMIN009076
OG0001621	ASIC007463	AMIN007133
OG0001622	ASIC015517	AMIN008991
OG0001624	ASIC006686, ASIC006685	AMIN009727
OG0001625	ASIC013298, ASIC013304	AMIN016222
OG0001626	ASIC010817	AMIN016236
OG0001627	ASIC021043	AMIN002736
OG0001628	ASIC016379	AMIN011153
OG0001630	ASIC003980	AMIN005818
OG0001631	ASIC011969	AMIN002655
OG0001632	ASIC016508	AMIN011494
OG0001632	ASIC016507	AMIN011495
OG0001633	ASIC006607	AMIN001413
OG0001634	ASIC007235	AMIN001878
OG0001635	ASIC011328, ASIC011800, ASIC011330	AMIN002954
OG0001636	ASIC011232	AMIN002952
OG0001637	ASIC010725	AMIN001620, AMIN001621
OG0001638	ASIC007154	AMIN014197
OG0001638	ASIC007152	AMIN001924
OG0001639	ASIC006691	AMIN009729
OG0001640	ASIC010014	AMIN001727
OG0001641	ASIC002912	AMIN010513
OG0001642	ASIC002859	AMIN016032
OG0001643	ASIC009768	AMIN000337, AMIN000338
OG0001644	ASIC008247	AMIN000528
OG0001645	ASIC004674	AMIN003320
OG0001647	ASIC008328	AMIN000456
OG0001648	ASIC008157	AMIN000474
OG0001649	ASIC007829	AMIN010588
OG0001650	ASIC007672, ASIC007683	AMIN001986, AMIN001985
OG0001651	ASIC005168	AMIN001983
OG0001653	ASIC010349, ASIC010350	AMIN004604
OG0001654	ASIC009576	AMIN010756
OG0001655	ASIC009571	AMIN005792
OG0001656	ASIC006951	AMIN006186
OG0001657	ASIC013597	AMIN016153
OG0001658	ASIC022156, ASIC009207, ASIC022155	AMIN002815
OG0001659	ASIC004978	AMIN008225
OG0001660	ASIC001541	AMIN003346
OG0001661	ASIC005292, ASIC005293	AMIN009074
OG0001662	ASIC017618	AMIN006302
OG0001664	ASIC007642, ASIC007641	AMIN005474
OG0001665	ASIC006212, ASIC002699	AMIN004491
OG0001666	ASIC007646	AMIN005479
OG0001667	ASIC007673	AMIN010062, AMIN005572
OG0001668	ASIC021418	AMIN000236
OG0001669	ASIC015059	AMIN007557
OG0001670	ASIC017861	AMIN006905, AMIN004952, AMIN004953
OG0001671	ASIC014205, ASIC014203, ASIC014204	AMIN006353
OG0001672	ASIC003809	AMIN010337
OG0001673	ASIC014850	AMIN004565
OG0001674	ASIC002414	AMIN010633
OG0001675	ASIC002413	AMIN010632
OG0001676	ASIC014982, ASIC014981	AMIN014634, AMIN008119
OG0001677	ASIC012184	AMIN002429
OG0001678	ASIC006436	AMIN005374
OG0001679	ASIC006275	AMIN005708
OG0001680	ASIC003524	AMIN003163
OG0001681	ASIC004817	AMIN004248
OG0001682	ASIC012811, ASIC012809	AMIN009446
OG0001683	ASIC021903	AMIN004904
OG0001684	ASIC021902	AMIN004905
OG0001686	ASIC010063	AMIN000150
OG0001687	ASIC015894	AMIN006572
OG0001688	ASIC015886	AMIN006563
OG0001689	ASIC005263, ASIC005265	AMIN005738
OG0001690	ASIC021540	AMIN005716
OG0001691	ASIC011396	AMIN002277
OG0001692	ASIC017077	AMIN001087
OG0001693	ASIC013668	AMIN008688
OG0001694	ASIC010895	AMIN000112, AMIN000111
OG0001695	ASIC002575	AMIN003825
OG0001696	ASIC010375, ASIC010376	AMIN003087
OG0001697	ASIC016424	AMIN011457
OG0001698	ASIC021522	AMIN000403
OG0001699	ASIC008677	AMIN007190
OG0001700	ASIC014349, ASIC014348	AMIN006163
OG0001701	ASIC014448	AMIN006157
OG0001702	ASIC012817	AMIN007162
OG0001704	ASIC019439	AMIN008503
OG0001705	ASIC013013	AMIN004423, AMIN004424
OG0001706	ASIC013017	AMIN004427
OG0001708	ASIC018906	AMIN011340
OG0001709	ASIC006155	AMIN004221
OG0001711	ASIC000584	AMIN009564
OG0001712	ASIC006773	AMIN005114
OG0001713	ASIC015055	AMIN007563
OG0001714	ASIC022112	AMIN009480
OG0001715	ASIC011809	AMIN007500, AMIN007498
OG0001716	ASIC002238	AMIN009853, AMIN009378
OG0001717	ASIC002242	AMIN009856
OG0001718	ASIC004638	AMIN000197, AMIN000198
OG0001719	ASIC012291, ASIC012290, ASIC001795	AMIN007341
OG0001720	ASIC020115	AMIN004085
OG0001721	ASIC004623	AMIN000752
OG0001722	ASIC002153	AMIN000262
OG0001723	ASIC002151	AMIN000260
OG0001724	ASIC011054	AMIN015519
OG0001725	ASIC016657	AMIN011280
OG0001726	ASIC009879	AMIN010691
OG0001727	ASIC007690	AMIN005082
OG0001728	ASIC005024	AMIN008781
OG0001729	ASIC012783	AMIN007144
OG0001730	ASIC016113	AMIN010737, AMIN010736
OG0001731	ASIC018716	AMIN008041
OG0001732	ASIC020433, ASIC009368	AMIN008097
OG0001733	ASIC015266, ASIC006784	AMIN008094
OG0001734	ASIC014874	AMIN000136
OG0001735	ASIC006149	AMIN004224, AMIN000973
OG0001736	ASIC005502	AMIN000931
OG0001737	ASIC015876	AMIN006545
OG0001738	ASIC006245	AMIN005607
OG0001740	ASIC003010	AMIN008073
OG0001742	ASIC007116	AMIN005632
OG0001743	ASIC010673	AMIN001594
OG0001744	ASIC010670	AMIN015660
OG0001745	ASIC010671	AMIN001592
OG0001746	ASIC010669	AMIN015661
OG0001747	ASIC010414	AMIN008179
OG0001748	ASIC014865, ASIC014866	AMIN004574
OG0001749	ASIC014904	AMIN011276, AMIN007287
OG0001750	ASIC007686	AMIN005730
OG0001751	ASIC018362	AMIN004323
OG0001752	ASIC004407	AMIN003462
OG0001753	ASIC004236	AMIN008741, AMIN008743
OG0001754	ASIC018176	AMIN008552
OG0001755	ASIC009942, ASIC009944	AMIN001509
OG0001756	ASIC018692	AMIN008031
OG0001757	ASIC019996, ASIC020307	AMIN003463
OG0001758	ASIC014201	AMIN001687
OG0001759	ASIC014157, ASIC014168	AMIN001685
OG0001760	ASIC011226	AMIN002035
OG0001762	ASIC009563	AMIN005251
OG0001763	ASIC003781	AMIN010356
OG0001764	ASIC015177	AMIN010999, AMIN011001
OG0001765	ASIC015167	AMIN011004
OG0001765	ASIC015166	AMIN011005
OG0001767	ASIC009857	AMIN000602
OG0001768	ASIC018840	AMIN007696, AMIN007697
OG0001769	ASIC009858	AMIN000601
OG0001771	ASIC005885	AMIN001562, AMIN001533
OG0001772	ASIC005879	AMIN001558
OG0001773	ASIC008145	AMIN000414
OG0001774	ASIC008255	AMIN000407
OG0001775	ASIC006442, ASIC006441	AMIN009768
OG0001776	ASIC016592	AMIN007983
OG0001777	ASIC006908	AMIN001453
OG0001778	ASIC003503	AMIN002634, AMIN002636
OG0001779	ASIC018358	AMIN004320
OG0001780	ASIC018357	AMIN004319
OG0001781	ASIC021593	AMIN003397
OG0001782	ASIC008028	AMIN003735
OG0001784	ASIC016573	AMIN011220
OG0001785	ASIC015721	AMIN003468
OG0001786	ASIC017660	AMIN006329
OG0001787	ASIC016080	AMIN005488
OG0001788	ASIC016710, ASIC016712	AMIN010624
OG0001789	ASIC016709	AMIN010625
OG0001790	ASIC003950	AMIN002012
OG0001791	ASIC008766	AMIN003556
OG0001792	ASIC021208	AMIN009998
OG0001793	ASIC021180	AMIN009986
OG0001794	ASIC021181	AMIN009987
OG0001795	ASIC007663	AMIN005564
OG0001796	ASIC012918	AMIN015771
OG0001797	ASIC007477	AMIN007957
OG0001798	ASIC004899	AMIN003399
OG0001799	ASIC021462, ASIC021463	AMIN000646
OG0001800	ASIC001509	AMIN001449
OG0001801	ASIC019678	AMIN010499
OG0001802	ASIC014309	AMIN000080
OG0001803	ASIC009519	AMIN005838
OG0001804	ASIC014383	AMIN006121
OG0001805	ASIC021473	AMIN015793
OG0001805	ASIC021472	AMIN015794
OG0001806	ASIC012948	AMIN009902, AMIN009903
OG0001807	ASIC004252	AMIN009388
OG0001808	ASIC021331	AMIN011581
OG0001809	ASIC014535	AMIN009558
OG0001810	ASIC014549, ASIC014550, ASIC011629, ASIC015060	AMIN009569
OG0001811	ASIC004319	AMIN002928
OG0001812	ASIC006309	AMIN005218
OG0001813	ASIC002411	AMIN010630
OG0001814	ASIC002412	AMIN010631
OG0001815	ASIC005845	AMIN001574
OG0001816	ASIC008708, ASIC008709	AMIN011109
OG0001817	ASIC020782	AMIN009741
OG0001817	ASIC020783	AMIN009740
OG0001818	ASIC021626	AMIN010148
OG0001819	ASIC009549	AMIN005653
OG0001820	ASIC003777	AMIN010361
OG0001821	ASIC001032	AMIN007908
OG0001822	ASIC006665	AMIN009715
OG0001823	ASIC019817	AMIN010415
OG0001824	ASIC002801	AMIN006690
OG0001826	ASIC014583	AMIN015552
OG0001827	ASIC020438	AMIN005095
OG0001828	ASIC014192	AMIN006358
OG0001829	ASIC008118	AMIN008903
OG0001831	ASIC000567	AMIN002093
OG0001832	ASIC018160	AMIN008561
OG0001833	ASIC005302	AMIN007185
OG0001834	ASIC016151, ASIC016173	AMIN015497
OG0001835	ASIC021750	AMIN004932, AMIN004933
OG0001836	ASIC022021, ASIC022016	AMIN009456
OG0001837	ASIC020182	AMIN004881
OG0001838	ASIC019355	AMIN008289, AMIN008290
OG0001839	ASIC006748	AMIN001761
OG0001840	ASIC003471	AMIN005561
OG0001841	ASIC007780	AMIN010560
OG0001842	ASIC004930	AMIN009351
OG0001843	ASIC007727	AMIN003499, AMIN003500
OG0001844	ASIC013647	AMIN006986
OG0001845	ASIC020613	AMIN015778
OG0001846	ASIC012705	AMIN008369
OG0001847	ASIC006989, ASIC014124	AMIN009051
OG0001848	ASIC005374	AMIN005470
OG0001849	ASIC019284	AMIN008447, AMIN008446
OG0001850	ASIC015008	AMIN000621
OG0001851	ASIC013242	AMIN002423
OG0001852	ASIC015215	AMIN008434
OG0001853	ASIC014486	AMIN015973
OG0001854	ASIC018344	AMIN004311
OG0001855	ASIC019590	AMIN007620, AMIN007619
OG0001856	ASIC013509, ASIC013513	AMIN015737
OG0001857	ASIC002314	AMIN003690
OG0001858	ASIC019799	AMIN016030
OG0001859	ASIC004396	AMIN003454
OG0001860	ASIC002154	AMIN000263
OG0001861	ASIC010187, ASIC010189, ASIC010188	AMIN010248
OG0001862	ASIC021592	AMIN003396
OG0001863	ASIC010402	AMIN008168
OG0001864	ASIC003186	AMIN009862
OG0001865	ASIC000587, ASIC000588	AMIN005321
OG0001866	ASIC008731	AMIN003416, AMIN003418
OG0001867	ASIC002719, ASIC002720	AMIN005984
OG0001868	ASIC011957	AMIN004673
OG0001868	ASIC011955	AMIN004674
OG0001869	ASIC012024	AMIN004954, AMIN006497, AMIN004999
OG0001870	ASIC021696	AMIN000808
OG0001871	ASIC012346	AMIN007313
OG0001872	ASIC021037	AMIN014894, AMIN014892, AMIN002741
OG0001873	ASIC021542	AMIN002562
OG0001874	ASIC009436	AMIN003048, AMIN003047
OG0001875	ASIC012424	AMIN010798, AMIN010797
OG0001876	ASIC007967	AMIN004595
OG0001877	ASIC002040	AMIN004826, AMIN004827
OG0001878	ASIC006955	AMIN006215
OG0001878	ASIC006954	AMIN006213
OG0001879	ASIC011921	AMIN008890
OG0001881	ASIC021170	AMIN009979
OG0001883	ASIC002883	AMIN009931
OG0001884	ASIC020748	AMIN001054
OG0001885	ASIC013229	AMIN002968
OG0001886	ASIC003976, ASIC003975	AMIN005742
OG0001887	ASIC006252	AMIN005613
OG0001889	ASIC009561	AMIN005661
OG0001890	ASIC005099	AMIN008213
OG0001891	ASIC017267	AMIN009438
OG0001892	ASIC010892	AMIN000116, AMIN000114
OG0001893	ASIC014801	AMIN004384, AMIN004338
OG0001894	ASIC005224	AMIN002076
OG0001895	ASIC007847	AMIN010600
OG0001896	ASIC014534	AMIN001064
OG0001897	ASIC006363	AMIN005515
OG0001898	ASIC010238	AMIN005288
OG0001899	ASIC010611	AMIN006008
OG0001901	ASIC004873	AMIN006378
OG0001902	ASIC014059	AMIN002991
OG0001905	ASIC007571	AMIN000638
OG0001906	ASIC003552	AMIN004037
OG0001907	ASIC004244	AMIN008739
OG0001907	ASIC004243	AMIN008738
OG0001908	ASIC021541	AMIN002563
OG0001909	ASIC006929	AMIN006182
OG0001910	ASIC015878	AMIN006553
OG0001910	ASIC015879	AMIN006554
OG0001912	ASIC018298, ASIC018297	AMIN004504
OG0001913	ASIC005208	AMIN005221
OG0001913	ASIC005230	AMIN005223
OG0001914	ASIC016511, ASIC016522	AMIN011518
OG0001915	ASIC013236	AMIN003811
OG0001916	ASIC012531	AMIN000785
OG0001917	ASIC004591	AMIN003280
OG0001918	ASIC016928	AMIN002067
OG0001919	ASIC012967	AMIN016209, AMIN010174
OG0001920	ASIC008312	AMIN000410
OG0001921	ASIC009225	AMIN000378
OG0001922	ASIC016606	AMIN007989
OG0001923	ASIC005465, ASIC018679	AMIN011279
OG0001924	ASIC009960	AMIN006781
OG0001925	ASIC017116	AMIN002090
OG0001926	ASIC007667	AMIN005567
OG0001927	ASIC021149	AMIN009966, AMIN009965
OG0001928	ASIC010994, ASIC010995	AMIN011226
OG0001929	ASIC017135	AMIN005224
OG0001930	ASIC018934	AMIN016212
OG0001931	ASIC017142	AMIN001231, AMIN001193
OG0001933	ASIC010074	AMIN000149
OG0001934	ASIC003097	AMIN011386
OG0001935	ASIC002642	AMIN001324
OG0001937	ASIC019720	AMIN010521, AMIN010519
OG0001938	ASIC019487	AMIN006913
OG0001939	ASIC011519	AMIN015735
OG0001940	ASIC020414	AMIN005390, AMIN005388
OG0001941	ASIC004459	AMIN005486
OG0001942	ASIC012314	AMIN007330, AMIN007331
OG0001943	ASIC006172	AMIN003533
OG0001944	ASIC018346	AMIN004312
OG0001945	ASIC017118, ASIC017115, ASIC017119	AMIN005359
OG0001946	ASIC004412	AMIN006606
OG0001947	ASIC007435	AMIN007109
OG0001948	ASIC020352	AMIN005424
OG0001949	ASIC007223	AMIN001886
OG0001950	ASIC018763	AMIN015502, AMIN007679
OG0001951	ASIC006483	AMIN001795
OG0001952	ASIC016664, ASIC016674	AMIN011287
OG0001953	ASIC018764	AMIN010183
OG0001954	ASIC021195, ASIC021185	AMIN009989
OG0001955	ASIC017365, ASIC017366	AMIN007233
OG0001956	ASIC006304	AMIN005577
OG0001957	ASIC012991	AMIN010161
OG0001958	ASIC015940	AMIN005075, AMIN004398
OG0001959	ASIC002843	AMIN000834
OG0001960	ASIC004698	AMIN003315
OG0001961	ASIC007253	AMIN001871
OG0001962	ASIC013443	AMIN001127, AMIN001126
OG0001963	ASIC012780	AMIN009864
OG0001964	ASIC002077	AMIN007949, AMIN007950
OG0001965	ASIC018334	AMIN004289
OG0001968	ASIC011281	AMIN008112
OG0001969	ASIC019240	AMIN010662
OG0001970	ASIC020957	AMIN003167
OG0001971	ASIC020075	AMIN004269
OG0001972	ASIC014975	AMIN008126
OG0001973	ASIC014644, ASIC014647, ASIC014646	AMIN006810
OG0001974	ASIC006809, ASIC006810, ASIC006808	AMIN005498
OG0001975	ASIC016307	AMIN011026
OG0001976	ASIC002837	AMIN003507
OG0001977	ASIC007593, ASIC007592	AMIN005416
OG0001978	ASIC013183	AMIN015741
OG0001979	ASIC021431	AMIN000233
OG0001980	ASIC007105	AMIN005639
OG0001981	ASIC004738, ASIC005416, ASIC005417	AMIN004852
OG0001982	ASIC009559	AMIN005659
OG0001983	ASIC000726	AMIN005588
OG0001984	ASIC007908	AMIN009185
OG0001986	ASIC018430, ASIC018431	AMIN011050
OG0001991	ASIC015307	AMIN005459
OG0001997	ASIC005202	AMIN015625
OG0001998	ASIC007113	AMIN005634
OG0002000	ASIC017876	AMIN004536
OG0002008	ASIC009736	AMIN003075
OG0002010	ASIC009445	AMIN005093
OG0002011	ASIC003529	AMIN004694
OG0002013	ASIC006460	AMIN009650, AMIN015589
OG0002016	ASIC022292	AMIN008680
OG0002027	ASIC003238	AMIN003035
OG0002028	ASIC004635	AMIN000742
OG0002029	ASIC004624	AMIN016063
OG0002030	ASIC003349, ASIC003350	AMIN000729
OG0002032	ASIC002958	AMIN004840
OG0002033	ASIC011378, ASIC011377	AMIN003566
OG0002034	ASIC012000	AMIN000883
OG0002035	ASIC021027	AMIN002860
OG0002036	ASIC000810	AMIN002474
OG0002037	ASIC011301	AMIN007459
OG0002038	ASIC021827	AMIN016265
OG0002039	ASIC002947	AMIN005004
OG0002041	ASIC005413	AMIN006460
OG0002043	ASIC016092	AMIN010723
OG0002044	ASIC020314	AMIN002134
OG0002045	ASIC003997	AMIN005824
OG0002046	ASIC022294	AMIN008681
OG0002047	ASIC015164	AMIN016072
OG0002048	ASIC019373	AMIN008309
OG0002049	ASIC022323	AMIN008671
OG0002050	ASIC019555	AMIN007814, AMIN007813
OG0002051	ASIC021402	AMIN003126
OG0002052	ASIC019453	AMIN008508
OG0002053	ASIC019558	AMIN007810
OG0002054	ASIC017988	AMIN008924
OG0002056	ASIC014046	AMIN004044
OG0002057	ASIC001072	AMIN000848
OG0002058	ASIC021480	AMIN000655
OG0002059	ASIC020254	AMIN004816
OG0002060	ASIC001073, ASIC001075	AMIN000849
OG0002061	ASIC021479	AMIN000654
OG0002062	ASIC008087	AMIN003590, AMIN003592
OG0002063	ASIC021534, ASIC021535	AMIN000395
OG0002064	ASIC005023	AMIN008791
OG0002065	ASIC007917	AMIN009170
OG0002066	ASIC022139, ASIC007889	AMIN009163
OG0002067	ASIC008733	AMIN003419
OG0002068	ASIC008782, ASIC008781	AMIN003413
OG0002069	ASIC022124	AMIN009474
OG0002070	ASIC013018	AMIN004404
OG0002072	ASIC021729	AMIN004763
OG0002073	ASIC021275	AMIN007740
OG0002074	ASIC021271	AMIN007739
OG0002075	ASIC021274	AMIN007737
OG0002076	ASIC021272	AMIN007738
OG0002077	ASIC018161	AMIN008560
OG0002078	ASIC021866	AMIN003972
OG0002079	ASIC021930	AMIN003975
OG0002080	ASIC021867	AMIN003973
OG0002081	ASIC018312	AMIN004275
OG0002082	ASIC015286	AMIN009309
OG0002083	ASIC018021	AMIN008954
OG0002084	ASIC005781	AMIN003006
OG0002085	ASIC018454	AMIN011061
OG0002086	ASIC018129	AMIN008582
OG0002087	ASIC017914	AMIN008197
OG0002088	ASIC006000	AMIN001301
OG0002090	ASIC017867	AMIN004529
OG0002091	ASIC018456, ASIC018455	AMIN011062
OG0002092	ASIC018125	AMIN008580
OG0002094	ASIC017936	AMIN008340
OG0002095	ASIC007719	AMIN000347
OG0002096	ASIC016402	AMIN011144, AMIN011145
OG0002097	ASIC016405	AMIN011141
OG0002098	ASIC004650	AMIN003332
OG0002099	ASIC001246	AMIN003072
OG0002100	ASIC005556	AMIN003711
OG0002101	ASIC013962	AMIN003633
OG0002102	ASIC014056	AMIN003178
OG0002103	ASIC007670	AMIN005570
OG0002104	ASIC022330	AMIN006918
OG0002105	ASIC014546	AMIN009567
OG0002106	ASIC006877	AMIN001475
OG0002107	ASIC006879	AMIN001474
OG0002108	ASIC008629	AMIN015991
OG0002109	ASIC001854, ASIC001856	AMIN011619
OG0002110	ASIC016203	AMIN001186
OG0002111	ASIC022024	AMIN009452
OG0002112	ASIC009627	AMIN005799
OG0002113	ASIC005908	AMIN001551
OG0002114	ASIC002871	AMIN009929
OG0002115	ASIC016066	AMIN011436
OG0002116	ASIC002426	AMIN007541
OG0002117	ASIC002449	AMIN010906
OG0002118	ASIC014936	AMIN011643
OG0002119	ASIC021143	AMIN009961
OG0002120	ASIC005250	AMIN002109
OG0002122	ASIC010254, ASIC013901	AMIN006443
OG0002123	ASIC007755	AMIN010541
OG0002124	ASIC000961	AMIN007304
OG0002125	ASIC015819	AMIN009682
OG0002126	ASIC000959	AMIN007369
OG0002127	ASIC014918	AMIN007276
OG0002128	ASIC019705, ASIC019707	AMIN010480
OG0002129	ASIC019737	AMIN010466
OG0002130	ASIC019714	AMIN010475
OG0002131	ASIC019715	AMIN010474
OG0002132	ASIC019713	AMIN010476
OG0002133	ASIC019759	AMIN010454
OG0002134	ASIC007671	AMIN005571
OG0002135	ASIC010759	AMIN001648
OG0002136	ASIC010608	AMIN005998
OG0002137	ASIC014649	AMIN006808
OG0002138	ASIC012823	AMIN007157
OG0002139	ASIC013576	AMIN005947
OG0002140	ASIC016191	AMIN001181
OG0002141	ASIC015744	AMIN005989
OG0002142	ASIC010760, ASIC010761	AMIN001649
OG0002143	ASIC019340, ASIC002840	AMIN008877
OG0002144	ASIC010953	AMIN008865
OG0002145	ASIC020567	AMIN008872
OG0002146	ASIC010207	AMIN010223
OG0002150	ASIC010178	AMIN010211
OG0002151	ASIC010199	AMIN010258
OG0002152	ASIC010176	AMIN010216
OG0002153	ASIC006529	AMIN001367
OG0002154	ASIC003166	AMIN006403
OG0002156	ASIC013182	AMIN006042
OG0002157	ASIC013249, ASIC011665	AMIN010929
OG0002158	ASIC016147	AMIN011547
OG0002159	ASIC016158	AMIN011542
OG0002160	ASIC005907	AMIN001568
OG0002161	ASIC006502	AMIN001351
OG0002162	ASIC005909	AMIN001569
OG0002163	ASIC013595	AMIN005940
OG0002164	ASIC006489	AMIN001347
OG0002165	ASIC014180	AMIN006362
OG0002166	ASIC016190	AMIN001180
OG0002167	ASIC017363	AMIN007218
OG0002168	ASIC014172, ASIC014173	AMIN006366
OG0002169	ASIC014175, ASIC014177	AMIN006364
OG0002170	ASIC017385	AMIN007220
OG0002171	ASIC014537	AMIN009559
OG0002172	ASIC017374	AMIN007219
OG0002173	ASIC015855, ASIC015859	AMIN009690
OG0002174	ASIC015765	AMIN009428
OG0002175	ASIC015862	AMIN009691
OG0002176	ASIC015758	AMIN009699
OG0002177	ASIC010305	AMIN009066
OG0002178	ASIC010323	AMIN009064
OG0002179	ASIC006967	AMIN006223
OG0002180	ASIC006946	AMIN006207
OG0002181	ASIC006978	AMIN006227
OG0002182	ASIC006962	AMIN015600
OG0002183	ASIC006984	AMIN006189, AMIN001209
OG0002184	ASIC011347	AMIN003881
OG0002185	ASIC019987	AMIN004055
OG0002186	ASIC009871	AMIN003245
OG0002187	ASIC005548	AMIN015560
OG0002188	ASIC005547	AMIN015561
OG0002189	ASIC017009	AMIN005353
OG0002190	ASIC012115	AMIN001744
OG0002191	ASIC006119, ASIC004492	AMIN006085
OG0002192	ASIC006854	AMIN001743
OG0002193	ASIC006085	AMIN009819
OG0002194	ASIC010661	AMIN007920
OG0002195	ASIC006826, ASIC015187	AMIN010990
OG0002196	ASIC010660, ASIC009424	AMIN007921
OG0002197	ASIC017994	AMIN008906
OG0002198	ASIC020896	AMIN009252
OG0002199	ASIC000166	AMIN009233
OG0002200	ASIC016662	AMIN011284
OG0002201	ASIC011783	AMIN007387
OG0002202	ASIC011776	AMIN007390
OG0002203	ASIC011768	AMIN007717
OG0002204	ASIC020338	AMIN002121
OG0002205	ASIC016661	AMIN011282
OG0002206	ASIC011778	AMIN007389
OG0002208	ASIC005717, ASIC005716	AMIN001518
OG0002209	ASIC010450	AMIN001540
OG0002210	ASIC010672	AMIN001593
OG0002211	ASIC018457	AMIN011063
OG0002212	ASIC012834	AMIN004772
OG0002213	ASIC014686	AMIN003786
OG0002214	ASIC002967	AMIN005748
OG0002215	ASIC005356	AMIN005125
OG0002216	ASIC012340	AMIN007316
OG0002217	ASIC007862	AMIN010651
OG0002218	ASIC007958	AMIN007166
OG0002219	ASIC005214	AMIN002016
OG0002220	ASIC003502	AMIN002637
OG0002221	ASIC004404	AMIN003449
OG0002222	ASIC013406	AMIN003447
OG0002223	ASIC009321	AMIN005031
OG0002224	ASIC005338	AMIN003688
OG0002226	ASIC017768	AMIN004298
OG0002227	ASIC020108	AMIN004092
OG0002228	ASIC009316	AMIN005029
OG0002229	ASIC018388	AMIN006858
OG0002230	ASIC006570	AMIN001386
