Orthogroup	AsinensisChina	AaegyptiLVP_AGWG
OG0000942	ASIC010363	AAEL017467, AAEL000507, AAEL000496
OG0000943	ASIC018152, ASIC018151	AAEL000781, AAEL005040
OG0000944	ASIC008233	AAEL001227
OG0000945	ASIC002969, ASIC002968	AAEL001448
OG0000946	ASIC021493, ASIC021504	AAEL001483
OG0000947	ASIC009305	AAEL001514, AAEL002623
OG0000948	ASIC000641	AAEL001646
OG0000949	ASIC013181, ASIC013167	AAEL027778, AAEL001710
OG0000950	ASIC012104	AAEL023215
OG0000951	ASIC015194, ASIC015193	AAEL002269
OG0000952	ASIC002966	AAEL002435
OG0000953	ASIC020386	AAEL002531, AAEL002514
OG0000954	ASIC020471	AAEL002518
OG0000955	ASIC013403	AAEL002574, AAEL002555
OG0000956	ASIC007294	AAEL002721
OG0000957	ASIC003738	AAEL002731
OG0000958	ASIC004476	AAEL002924
OG0000959	ASIC004659, ASIC004656	AAEL002998, AAEL022096
OG0000960	ASIC021667, ASIC021680	AAEL003014
OG0000962	ASIC011118	AAEL003206
OG0000963	ASIC008300, ASIC008299	AAEL024398, AAEL003373
OG0000964	ASIC005083, ASIC005081	AAEL003424
OG0000965	ASIC012479	AAEL011715, AAEL003756
OG0000966	ASIC019954	AAEL003961, AAEL003959
OG0000967	ASIC009917	AAEL004021
OG0000968	ASIC020347, ASIC020346	AAEL004167
OG0000970	ASIC009351	AAEL004397
OG0000972	ASIC006679	AAEL010716, AAEL004523
OG0000973	ASIC020184, ASIC020186	AAEL004572
OG0000974	ASIC006392	AAEL005017
OG0000975	ASIC015181	AAEL005079, AAEL005073, AAEL023627, AAEL012510
OG0000976	ASIC016838, ASIC016839	AAEL005174
OG0000977	ASIC021684	AAEL005356
OG0000978	ASIC012758	AAEL005368
OG0000979	ASIC003185	AAEL024751, AAEL005386
OG0000980	ASIC020979, ASIC010262, ASIC010263	AAEL005522
OG0000982	ASIC006307	AAEL005773
OG0000983	ASIC020950	AAEL005792, AAEL019781
OG0000984	ASIC016301, ASIC016306	AAEL005972
OG0000985	ASIC016678	AAEL005997, AAEL025330
OG0000986	ASIC015268	AAEL006467, AAEL006471, AAEL006458
OG0000987	ASIC007258	AAEL006526
OG0000989	ASIC012020, ASIC012021	AAEL006776
OG0000990	ASIC007221	AAEL007696
OG0000991	ASIC015520	AAEL007926
OG0000992	ASIC018564, ASIC018563	AAEL007109, AAEL015527
OG0000993	ASIC002068	AAEL007281
OG0000994	ASIC016389, ASIC016387, ASIC016386, ASIC016385, ASIC016381	AAEL007407
OG0000995	ASIC015404, ASIC009598	AAEL007469
OG0000996	ASIC017229	AAEL007544
OG0000997	ASIC019080, ASIC019076, ASIC019081	AAEL007631
OG0000998	ASIC012645	AAEL007692, AAEL020254, AAEL024197, AAEL019534
OG0000999	ASIC019299	AAEL007794
OG0001000	ASIC017776	AAEL024196, AAEL007880
OG0001001	ASIC000014, ASIC010786	AAEL007882
OG0001002	ASIC007151	AAEL007911
OG0001003	ASIC006287	AAEL008097, AAEL013628, AAEL013623
OG0001004	ASIC007842	AAEL008220
OG0001005	ASIC009647, ASIC008582	AAEL008341
OG0001006	ASIC009653	AAEL008350, AAEL008346, AAEL023131
OG0001007	ASIC014225	AAEL008658
OG0001008	ASIC014457	AAEL021957, AAEL014231
OG0001009	ASIC007645	AAEL022297, AAEL008963
OG0001010	ASIC007604	AAEL009017
OG0001011	ASIC008845	AAEL009114
OG0001012	ASIC006842	AAEL009120
OG0001013	ASIC009610	AAEL009150
OG0001014	ASIC006512	AAEL009160
OG0001015	ASIC018825, ASIC018828	AAEL009182
OG0001016	ASIC002109	AAEL009449, AAEL013018
OG0001017	ASIC009459, ASIC009457	AAEL009473
OG0001018	ASIC020388	AAEL009475
OG0001019	ASIC019363	AAEL009537
OG0001020	ASIC016968	AAEL009772
OG0001021	ASIC002330, ASIC002339	AAEL017022, AAEL009852
OG0001022	ASIC005644	AAEL015139, AAEL009956
OG0001023	ASIC016431, ASIC016432	AAEL010094
OG0001024	ASIC010752	AAEL010139, AAEL020990, AAEL024387
OG0001025	ASIC004318	AAEL027157, AAEL010166
OG0001026	ASIC019437	AAEL010318, AAEL027737
OG0001027	ASIC015551	AAEL019901
OG0001027	ASIC015549	AAEL010859
OG0001028	ASIC008874, ASIC003514	AAEL021538, AAEL010924
OG0001029	ASIC009642	AAEL011019
OG0001030	ASIC016782, ASIC016781, ASIC016780	AAEL011211
OG0001031	ASIC017539	AAEL011333
OG0001032	ASIC004759	AAEL011406, AAEL014944
OG0001033	ASIC015477, ASIC015476	AAEL011543
OG0001034	ASIC021524, ASIC021528, ASIC021527, ASIC021525	AAEL011815
OG0001035	ASIC004152	AAEL016975, AAEL011889, AAEL011891
OG0001036	ASIC007397	AAEL011898
OG0001037	ASIC013855	AAEL012057
OG0001038	ASIC021511, ASIC021512	AAEL012095
OG0001039	ASIC004085, ASIC004096	AAEL012206
OG0001040	ASIC017745	AAEL012262
OG0001041	ASIC014693	AAEL012342, AAEL015326
OG0001042	ASIC011532	AAEL012351
OG0001043	ASIC009006	AAEL025613, AAEL012417
OG0001044	ASIC018691	AAEL012538
OG0001045	ASIC005228	AAEL012740
OG0001046	ASIC021917, ASIC021918, ASIC021915	AAEL012859, AAEL012864
OG0001047	ASIC011591	AAEL012886
OG0001048	ASIC017966	AAEL013052
OG0001049	ASIC022309	AAEL013102
OG0001050	ASIC019160	AAEL013109, AAEL013111
OG0001051	ASIC001512	AAEL013365
OG0001052	ASIC009378, ASIC009377	AAEL017129, AAEL016981, AAEL013507
OG0001053	ASIC022256, ASIC022255	AAEL013961
OG0001054	ASIC017738	AAEL014102
OG0001055	ASIC021890	AAEL014702
OG0001057	ASIC002942	AAEL019768, AAEL015637, AAEL019767
OG0001058	ASIC007054	AAEL024802, AAEL018061, AAEL017349, AAEL026215
OG0001059	ASIC005336	AAEL024164, AAEL017458
OG0001060	ASIC014678, ASIC014689	AAEL017508
OG0001061	ASIC010737	AAEL018154
OG0001062	ASIC021526	AAEL018240
OG0001063	ASIC002518, ASIC001736	AAEL018294
OG0001064	ASIC011699, ASIC011701	AAEL018326
OG0001065	ASIC020339	AAEL019424
OG0001066	ASIC014097	AAEL019433
OG0001067	ASIC009000, ASIC001664	AAEL019479
OG0001068	ASIC014034	AAEL024780
OG0001068	ASIC020966	AAEL019499
OG0001069	ASIC005764, ASIC005767	AAEL019505
OG0001070	ASIC017182, ASIC017184	AAEL019541
OG0001071	ASIC015918	AAEL019556
OG0001072	ASIC009078	AAEL019652
OG0001073	ASIC009568, ASIC009569	AAEL019733, AAEL027627
OG0001074	ASIC017968, ASIC005155	AAEL019735
OG0001075	ASIC021814	AAEL019758
OG0001076	ASIC010084	AAEL019765
OG0001077	ASIC018001, ASIC018000, ASIC017998	AAEL019801
OG0001078	ASIC012769	AAEL019833
OG0001079	ASIC016515	AAEL019846
OG0001080	ASIC019274, ASIC019273	AAEL019851
OG0001081	ASIC012969	AAEL019863, AAEL026810
OG0001082	ASIC005371, ASIC013577, ASIC005369	AAEL026588, AAEL019900
OG0001083	ASIC008134, ASIC001417	AAEL019907
OG0001084	ASIC017799	AAEL019913
OG0001084	ASIC017802	AAEL019912
OG0001085	ASIC000548	AAEL019937
OG0001085	ASIC000547	AAEL019938
OG0001086	ASIC002992, ASIC002984	AAEL019939
OG0001088	ASIC004315, ASIC004324	AAEL020127
OG0001090	ASIC005258	AAEL020559
OG0001091	ASIC003387, ASIC003380, ASIC003390	AAEL020586
OG0001092	ASIC007959	AAEL021335, AAEL027155, AAEL024693
OG0001094	ASIC020472	AAEL022196
OG0001095	ASIC008516, ASIC008517	AAEL022262
OG0001096	ASIC016949	AAEL022548, AAEL022931
OG0001097	ASIC013838, ASIC013837	AAEL022895, AAEL025283, AAEL027544
OG0001098	ASIC013589, ASIC013584	AAEL023100
OG0001101	ASIC019857, ASIC019856	AAEL024796, AAEL027832, AAEL027728, AAEL023898
OG0001102	ASIC007492, ASIC007493, ASIC005486, ASIC003626	AAEL024145
OG0001103	ASIC020366, ASIC002035, ASIC020193	AAEL024441
OG0001104	ASIC012516, ASIC012522	AAEL024560
OG0001105	ASIC002338, ASIC002333	AAEL024627
OG0001106	ASIC007740	AAEL024632
OG0001107	ASIC021952, ASIC021954, ASIC021960	AAEL024641
OG0001109	ASIC006997, ASIC006992	AAEL025245
OG0001110	ASIC018582, ASIC018517	AAEL025903
OG0001111	ASIC016146, ASIC016145, ASIC016144	AAEL025977
OG0001112	ASIC015640, ASIC015639	AAEL026409
OG0001113	ASIC021203	AAEL026479
OG0001115	ASIC021765	AAEL027099
OG0001138	ASIC008225	AAEL023987, AAEL000108
OG0001139	ASIC012451	AAEL000151
OG0001140	ASIC004228, ASIC004227	AAEL000127, AAEL017443
OG0001141	ASIC003491	AAEL000140, AAEL023842, AAEL003176
OG0001142	ASIC011995	AAEL000143
OG0001143	ASIC001196	AAEL000203, AAEL024571
OG0001144	ASIC009181	AAEL013852, AAEL000226
OG0001145	ASIC009582	AAEL000242
OG0001146	ASIC021261, ASIC021260	AAEL000244
OG0001147	ASIC012981	AAEL000293
OG0001149	ASIC021370	AAEL000498
OG0001150	ASIC007916, ASIC007911	AAEL000528
OG0001152	ASIC007426, ASIC007427	AAEL000682
OG0001153	ASIC004993	AAEL000800
OG0001153	ASIC004982	AAEL000842
OG0001154	ASIC005060, ASIC020518, ASIC005027, ASIC005038	AAEL000824
OG0001155	ASIC005082, ASIC005012, ASIC005013, ASIC004949	AAEL000845
OG0001156	ASIC015320	AAEL029005, AAEL000878
OG0001158	ASIC000841	AAEL001148
OG0001159	ASIC018817	AAEL001168
OG0001160	ASIC006190	AAEL001231
OG0001162	ASIC006527, ASIC006505, ASIC006516	AAEL001295
OG0001163	ASIC000640	AAEL023150, AAEL027653, AAEL001651, AAEL021881
OG0001164	ASIC012202	AAEL001687, AAEL009513
OG0001166	ASIC014178	AAEL001857
OG0001167	ASIC015763, ASIC015764	AAEL001910
OG0001168	ASIC008122	AAEL001937
OG0001169	ASIC015029, ASIC015025	AAEL001946
OG0001170	ASIC012964	AAEL002049
OG0001171	ASIC011370, ASIC011371	AAEL002125
OG0001172	ASIC016593	AAEL002174
OG0001173	ASIC017173	AAEL021031, AAEL002395
OG0001174	ASIC011863	AAEL002410
OG0001175	ASIC001582, ASIC001569	AAEL002427, AAEL026436
OG0001176	ASIC021821	AAEL002725, AAEL002449
OG0001177	ASIC010259	AAEL002502
OG0001178	ASIC020470	AAEL002538, AAEL002506
OG0001179	ASIC006576	AAEL002642
OG0001179	ASIC006572	AAEL024719
OG0001180	ASIC007401, ASIC007402	AAEL002684
OG0001181	ASIC010080	AAEL002759
OG0001182	ASIC019704	AAEL002765
OG0001183	ASIC004278	AAEL002781
OG0001184	ASIC018232, ASIC018233	AAEL002846
OG0001185	ASIC013220, ASIC013223	AAEL002876
OG0001186	ASIC014720	AAEL002999
OG0001187	ASIC004827	AAEL003128, AAEL021885, AAEL024262, AAEL024666
OG0001188	ASIC011163	AAEL003154
OG0001189	ASIC006170	AAEL021106, AAEL003188
OG0001190	ASIC018031	AAEL003407
OG0001191	ASIC022165	AAEL003616, AAEL028038
OG0001193	ASIC016869	AAEL003797, AAEL022585, AAEL021797, AAEL024960
OG0001194	ASIC019966	AAEL003968
OG0001195	ASIC018275	AAEL003976
OG0001196	ASIC015926, ASIC015925	AAEL003996
OG0001197	ASIC004924, ASIC004925	AAEL004120
OG0001198	ASIC008224	AAEL004127, AAEL021809, AAEL004137
OG0001199	ASIC017053, ASIC017042	AAEL004217
OG0001200	ASIC017358	AAEL005737, AAEL004278
OG0001201	ASIC013619	AAEL004290, AAEL019535
OG0001202	ASIC008883	AAEL004388, AAEL004390, AAEL004386
OG0001204	ASIC008889	AAEL004398
OG0001206	ASIC014890	AAEL004544
OG0001207	ASIC020169	AAEL027515, AAEL028140, AAEL004564
OG0001208	ASIC009335	AAEL004677, AAEL004676
OG0001209	ASIC000265, ASIC000264	AAEL004694
OG0001210	ASIC004887	AAEL004717
OG0001211	ASIC015537	AAEL004804
OG0001212	ASIC020298	AAEL004861, AAEL007167
OG0001213	ASIC012895	AAEL004915
OG0001214	ASIC013939	AAEL004933, AAEL012340
OG0001215	ASIC013069	AAEL005019
OG0001216	ASIC006415	AAEL022457, AAEL005036
OG0001218	ASIC010456	AAEL005058, AAEL018331
OG0001219	ASIC019128, ASIC019113	AAEL005111
OG0001220	ASIC016616, ASIC016619	AAEL005256
OG0001221	ASIC014964	AAEL005289
OG0001222	ASIC009251, ASIC009250	AAEL026757, AAEL022228, AAEL005450
OG0001223	ASIC012672, ASIC012671, ASIC010255	AAEL005638
OG0001224	ASIC017307	AAEL005649
OG0001225	ASIC020477	AAEL005774
OG0001226	ASIC017157, ASIC017155	AAEL005829
OG0001227	ASIC004186, ASIC015067	AAEL005895
OG0001228	ASIC020261	AAEL005922
OG0001229	ASIC015135	AAEL005978
OG0001230	ASIC009478, ASIC005349, ASIC017454, ASIC007190	AAEL006006
OG0001232	ASIC002829	AAEL006144
OG0001234	ASIC000832, ASIC000833	AAEL006319
OG0001235	ASIC011098	AAEL006567
OG0001236	ASIC003575, ASIC003579	AAEL006593
OG0001238	ASIC011403	AAEL006645
OG0001239	ASIC004355	AAEL006985, AAEL006830
OG0001240	ASIC002681	AAEL006968, AAEL006971
OG0001241	ASIC013833	AAEL007234
OG0001242	ASIC006115	AAEL007246, AAEL007238
OG0001244	ASIC017864, ASIC017865	AAEL007404
OG0001245	ASIC017083	AAEL007465
OG0001246	ASIC017005, ASIC020914	AAEL027458, AAEL007762
OG0001247	ASIC011229	AAEL022067, AAEL007799
OG0001248	ASIC021381	AAEL008056
OG0001249	ASIC008276	AAEL013179, AAEL008148
OG0001250	ASIC008337	AAEL008173, AAEL023000, AAEL008157
OG0001251	ASIC018162	AAEL008316
OG0001252	ASIC016810	AAEL008474, AAEL008472
OG0001253	ASIC015044, ASIC015046, ASIC015045, ASIC015043	AAEL008564
OG0001254	ASIC021383	AAEL023635, AAEL008575
OG0001255	ASIC017232	AAEL008687
OG0001256	ASIC020097	AAEL008699
OG0001257	ASIC013092	AAEL008961
OG0001258	ASIC002662, ASIC002663	AAEL009019
OG0001259	ASIC010774	AAEL009054, AAEL027056
OG0001260	ASIC009032	AAEL009062
OG0001261	ASIC003327	AAEL009176
OG0001263	ASIC011117	AAEL009328, AAEL009324
OG0001264	ASIC005997	AAEL009362
OG0001265	ASIC010243, ASIC010242	AAEL009489
OG0001266	ASIC011291, ASIC011295	AAEL009684
OG0001267	ASIC004132	AAEL009761
OG0001268	ASIC010415, ASIC010416, ASIC010418	AAEL009836
OG0001269	ASIC007939, ASIC013090, ASIC007937, ASIC007940	AAEL010041
OG0001270	ASIC001348, ASIC001350	AAEL010069, AAEL024373
OG0001271	ASIC005400	AAEL026935, AAEL027269, AAEL010070
OG0001272	ASIC004875	AAEL010140, AAEL010148
OG0001273	ASIC009976	AAEL023181, AAEL010157
OG0001274	ASIC004313	AAEL010182
OG0001276	ASIC008667	AAEL010235, AAEL010228
OG0001277	ASIC006913	AAEL021534, AAEL026085, AAEL010265
OG0001278	ASIC019451, ASIC019450, ASIC019449	AAEL027836, AAEL024539, AAEL010314
OG0001279	ASIC013008, ASIC013006	AAEL010364
OG0001281	ASIC006653, ASIC006652	AAEL010545
OG0001283	ASIC012355, ASIC012354, ASIC012353	AAEL010647
OG0001284	ASIC014335	AAEL021724, AAEL010789
OG0001285	ASIC015634, ASIC015632	AAEL010926
OG0001286	ASIC016947	AAEL010941
OG0001287	ASIC022173	AAEL011032, AAEL011029
OG0001288	ASIC002152	AAEL011150
OG0001289	ASIC019507	AAEL011238
OG0001290	ASIC019514	AAEL011239
OG0001292	ASIC018795	AAEL011357
OG0001293	ASIC018104	AAEL011419, AAEL027486, AAEL011428
OG0001294	ASIC011749	AAEL011458, AAEL013031
OG0001296	ASIC016817	AAEL014842, AAEL011510
OG0001297	ASIC014859, ASIC014848	AAEL011575
OG0001298	ASIC015500, ASIC009058, ASIC009716, ASIC011133	AAEL011632
OG0001299	ASIC008030, ASIC008029, ASIC008031	AAEL011786
OG0001300	ASIC003215	AAEL011941
OG0001301	ASIC017175, ASIC017176	AAEL011992
OG0001302	ASIC008613	AAEL011995
OG0001303	ASIC003991, ASIC005106, ASIC003104, ASIC005109	AAEL012107
OG0001304	ASIC014906	AAEL012161, AAEL012162
OG0001305	ASIC005672	AAEL014916, AAEL012344
OG0001306	ASIC006326, ASIC009808	AAEL012382
OG0001307	ASIC013435	AAEL012472, AAEL027557
OG0001308	ASIC015154	AAEL012564, AAEL012565, AAEL012563
OG0001309	ASIC016566, ASIC016677	AAEL019473, AAEL012613
OG0001310	ASIC014318	AAEL012621
OG0001311	ASIC000579, ASIC000576, ASIC000580, ASIC000577	AAEL012712
OG0001312	ASIC011164	AAEL013335
OG0001313	ASIC007704, ASIC007702	AAEL013405
OG0001314	ASIC015902	AAEL013882
OG0001315	ASIC019802	AAEL027503, AAEL023538, AAEL025158, AAEL024757, AAEL014089
OG0001316	ASIC007698, ASIC007696	AAEL014125
OG0001317	ASIC011948, ASIC011949	AAEL014361
OG0001318	ASIC021509, ASIC021508	AAEL023570, AAEL020504, AAEL014377
OG0001319	ASIC004320, ASIC004321	AAEL014441
OG0001321	ASIC012970	AAEL014452
OG0001322	ASIC019100	AAEL014640
OG0001323	ASIC010560	AAEL017572, AAEL014699
OG0001324	ASIC017342	AAEL027937, AAEL014744
OG0001326	ASIC012791, ASIC012792	AAEL015109
OG0001327	ASIC005247	AAEL021791, AAEL015119
OG0001328	ASIC009680	AAEL028238, AAEL015150
OG0001329	ASIC020082	AAEL018025, AAEL015313
OG0001330	ASIC016697, ASIC016695, ASIC016696, ASIC016694, ASIC016698	AAEL017158
OG0001331	ASIC005592	AAEL017198
OG0001332	ASIC010529	AAEL017357, AAEL026428
OG0001333	ASIC001185	AAEL019858, AAEL018036
OG0001334	ASIC013994	AAEL018126
OG0001335	ASIC015090, ASIC015089	AAEL018131
OG0001336	ASIC012930	AAEL018149
OG0001337	ASIC002367, ASIC002763	AAEL018161
OG0001338	ASIC008258, ASIC008254	AAEL018165
OG0001339	ASIC021414, ASIC021380	AAEL018211
OG0001340	ASIC017191	AAEL018230
OG0001341	ASIC007904, ASIC007905	AAEL018298
OG0001342	ASIC012603, ASIC012601, ASIC012604	AAEL019430
OG0001343	ASIC020854	AAEL019439
OG0001343	ASIC020856, ASIC020855	AAEL019438
OG0001344	ASIC002135, ASIC004261	AAEL019444
OG0001345	ASIC015917	AAEL019446
OG0001346	ASIC019974, ASIC019977	AAEL019476
OG0001347	ASIC002721, ASIC015751	AAEL019480
OG0001348	ASIC001968	AAEL019489
OG0001349	ASIC019762	AAEL020521, AAEL024405, AAEL024673, AAEL019542
OG0001350	ASIC022264	AAEL019573
OG0001351	ASIC011337, ASIC011350	AAEL019577
OG0001352	ASIC000731, ASIC000735	AAEL019587
OG0001354	ASIC016675, ASIC016676, ASIC016670	AAEL019667
OG0001356	ASIC003828	AAEL019762
OG0001357	ASIC010471, ASIC010472	AAEL019795
OG0001358	ASIC004957, ASIC004954	AAEL019835
OG0001360	ASIC013049, ASIC013000	AAEL019843
OG0001361	ASIC014254, ASIC014251, ASIC014261	AAEL019848
OG0001362	ASIC020771, ASIC020774	AAEL019852
OG0001363	ASIC016554, ASIC016556, ASIC016553	AAEL019879
OG0001364	ASIC000605	AAEL019990
OG0001366	ASIC007745	AAEL025503
OG0001366	ASIC020494	AAEL020095
OG0001369	ASIC015297, ASIC015295	AAEL020499
OG0001370	ASIC014495	AAEL020551, AAEL025762
OG0001371	ASIC020751	AAEL020651
OG0001372	ASIC014464, ASIC014467	AAEL020702
OG0001373	ASIC006281	AAEL020789
OG0001374	ASIC017238	AAEL020800
OG0001375	ASIC019832	AAEL021099
OG0001376	ASIC012357	AAEL021805, AAEL022509
OG0001377	ASIC015473	AAEL021865
OG0001378	ASIC004816	AAEL027926
OG0001379	ASIC003551	AAEL026542, AAEL025489, AAEL021883, AAEL027561, AAEL023613
OG0001380	ASIC003786, ASIC003787, ASIC003785	AAEL021945
OG0001381	ASIC012653, ASIC012654	AAEL022092, AAEL024337
OG0001382	ASIC015179	AAEL022155, AAEL028005
OG0001383	ASIC002313	AAEL023190, AAEL024558, AAEL022214
OG0001384	ASIC009461, ASIC009465	AAEL022539
OG0001385	ASIC009729, ASIC009721	AAEL022589
OG0001386	ASIC010938, ASIC010940	AAEL022718
OG0001387	ASIC003020, ASIC003220	AAEL023148
OG0001388	ASIC005673	AAEL028188, AAEL023294
OG0001389	ASIC010789	AAEL026110
OG0001390	ASIC020880	AAEL024236
OG0001391	ASIC006221	AAEL024239, AAEL026747
OG0001392	ASIC019157	AAEL024268
OG0001393	ASIC010610	AAEL024506, AAEL024812
OG0001394	ASIC021634	AAEL024846, AAEL026507
OG0001395	ASIC004390	AAEL024922
OG0001396	ASIC012219	AAEL025165
OG0001397	ASIC007721	AAEL025298, AAEL028110, AAEL026623
OG0001398	ASIC007146	AAEL025410, AAEL025391
OG0001399	ASIC005497	AAEL025547
OG0001400	ASIC019862	AAEL025567
OG0001401	ASIC003882	AAEL025911
OG0001402	ASIC006833	AAEL025973
OG0001403	ASIC004784, ASIC004783	AAEL026169
OG0001404	ASIC007666	AAEL026227
OG0001405	ASIC005775	AAEL026287
OG0001406	ASIC016569	AAEL026387
OG0001408	ASIC011722	AAEL027904
OG0001409	ASIC003113	AAEL026671
OG0001410	ASIC005076	AAEL026939
OG0001411	ASIC018844, ASIC018843	AAEL027023
OG0001412	ASIC015436	AAEL027589
OG0001413	ASIC020194, ASIC020195	AAEL027616
OG0001414	ASIC015294	AAEL028205
OG0001443	ASIC011828	AAEL000044, AAEL014995
OG0001444	ASIC018704	AAEL000081, AAEL020741
OG0001445	ASIC009226, ASIC009229, ASIC009227, ASIC009228	AAEL000092
OG0001446	ASIC011996	AAEL000146, AAEL000111
OG0001447	ASIC021029	AAEL027754, AAEL025874, AAEL000154
OG0001448	ASIC000809	AAEL000217
OG0001449	ASIC003927	AAEL000250
OG0001450	ASIC012982	AAEL000284
OG0001451	ASIC017244	AAEL013951, AAEL000432
OG0001452	ASIC014049	AAEL000468
OG0001453	ASIC001098, ASIC010055	AAEL024335, AAEL000502
OG0001454	ASIC018212	AAEL000669, AAEL027395, AAEL023031
OG0001455	ASIC009403	AAEL000705, AAEL011193
OG0001458	ASIC017177, ASIC017179	AAEL000944
OG0001459	ASIC006005, ASIC001061, ASIC006004	AAEL000956
OG0001460	ASIC005987	AAEL000963, AAEL021108
OG0001461	ASIC013345	AAEL027902, AAEL001016
OG0001462	ASIC013287, ASIC013288	AAEL001020, AAEL001022
OG0001463	ASIC000849	AAEL001127, AAEL020358
OG0001464	ASIC012288	AAEL013004, AAEL001143
OG0001465	ASIC022040	AAEL001207
OG0001466	ASIC006061	AAEL001209
OG0001467	ASIC010679	AAEL001216
OG0001468	ASIC006743	AAEL001304
OG0001469	ASIC010531	AAEL001352, AAEL022991
OG0001470	ASIC015826	AAEL001364
OG0001471	ASIC012381, ASIC012390	AAEL022805, AAEL001387
OG0001472	ASIC019263	AAEL001458
OG0001473	ASIC009599, ASIC009601	AAEL001464
OG0001474	ASIC007542	AAEL001491
OG0001475	ASIC010753	AAEL001495
OG0001476	ASIC010860	AAEL001503
OG0001477	ASIC011912	AAEL022416, AAEL001522
OG0001478	ASIC010198	AAEL001554
OG0001479	ASIC010190, ASIC010191	AAEL001561
OG0001480	ASIC006947	AAEL001619
OG0001481	ASIC009900	AAEL001680
OG0001482	ASIC009878	AAEL001682, AAEL027289
OG0001483	ASIC012220	AAEL001695
OG0001484	ASIC012212, ASIC012211	AAEL001696
OG0001486	ASIC011628, ASIC010168	AAEL001738
OG0001487	ASIC018490	AAEL001766
OG0001489	ASIC005911, ASIC005910	AAEL001819
OG0001490	ASIC015847	AAEL010261, AAEL001879
OG0001491	ASIC010321, ASIC005105, ASIC010322	AAEL001939
OG0001492	ASIC006987	AAEL001986
OG0001493	ASIC006976	AAEL024597, AAEL002006
OG0001494	ASIC006948	AAEL002011
OG0001495	ASIC003970	AAEL002047
OG0001496	ASIC012959, ASIC012960	AAEL002050
OG0001497	ASIC012956	AAEL002069
OG0001498	ASIC006256, ASIC008615	AAEL002135
OG0001501	ASIC013221	AAEL015481, AAEL002275
OG0001502	ASIC017187	AAEL002389, AAEL020851
OG0001503	ASIC004904	AAEL024419, AAEL002415
OG0001504	ASIC011217	AAEL002503
OG0001505	ASIC002965	AAEL025146, AAEL002510
OG0001506	ASIC017138	AAEL002527
OG0001507	ASIC018402	AAEL002577, AAEL002632
OG0001508	ASIC018392, ASIC018391	AAEL002599
OG0001509	ASIC006547	AAEL002651
OG0001510	ASIC003804	AAEL002719
OG0001511	ASIC015642	AAEL002835
OG0001512	ASIC015646	AAEL002838, AAEL002840
OG0001513	ASIC005276	AAEL002859
OG0001514	ASIC013029, ASIC013047	AAEL002902
OG0001515	ASIC005370, ASIC005359	AAEL002903
OG0001516	ASIC017040	AAEL023241, AAEL002932
OG0001517	ASIC018433, ASIC007581, ASIC018432	AAEL003075
OG0001518	ASIC004838, ASIC004839	AAEL003139
OG0001519	ASIC015690	AAEL003173, AAEL003163
OG0001520	ASIC007153	AAEL003177
OG0001521	ASIC005500	AAEL027087, AAEL003179
OG0001522	ASIC012566	AAEL003194
OG0001523	ASIC014409	AAEL003211
OG0001524	ASIC008213	AAEL003384
OG0001525	ASIC018027	AAEL003406, AAEL003430
OG0001526	ASIC011057	AAEL003493
OG0001527	ASIC010686	AAEL003522
OG0001528	ASIC010683	AAEL027762, AAEL003550
OG0001529	ASIC010916, ASIC010915	AAEL003566
OG0001530	ASIC004974, ASIC020348	AAEL003605
OG0001531	ASIC022187	AAEL011519, AAEL003633
OG0001532	ASIC012171	AAEL003658
OG0001533	ASIC012641	AAEL003750
OG0001534	ASIC011313, ASIC011312	AAEL003815
OG0001535	ASIC002817	AAEL003824
OG0001536	ASIC002813	AAEL023486, AAEL003835
OG0001537	ASIC018266	AAEL003953
OG0001538	ASIC021516, ASIC021517	AAEL004010
OG0001539	ASIC004779	AAEL004059
OG0001540	ASIC015207, ASIC002552	AAEL004119
OG0001541	ASIC008227	AAEL004142
OG0001542	ASIC017007	AAEL004155
OG0001543	ASIC007573, ASIC012963, ASIC015093	AAEL004235
OG0001544	ASIC013628	AAEL004281, AAEL004273
OG0001545	ASIC013620	AAEL004295
OG0001546	ASIC005018	AAEL004344
OG0001547	ASIC005981	AAEL004405
OG0001548	ASIC005980	AAEL004415
OG0001549	ASIC000811	AAEL004456
OG0001550	ASIC011847	AAEL004478
OG0001551	ASIC007368, ASIC007381	AAEL004495
OG0001552	ASIC008120	AAEL004653
OG0001553	ASIC016743	AAEL004661
OG0001554	ASIC004464, ASIC004463	AAEL004702
OG0001556	ASIC013566, ASIC013565	AAEL004768
OG0001557	ASIC000672	AAEL004791
OG0001558	ASIC010105	AAEL004799
OG0001559	ASIC015611	AAEL025388, AAEL004823
OG0001560	ASIC017933	AAEL004964
OG0001561	ASIC009297	AAEL004967
OG0001563	ASIC014242	AAEL005195
OG0001564	ASIC010185	AAEL005206
OG0001565	ASIC003564	AAEL005247
OG0001566	ASIC016609	AAEL005255
OG0001568	ASIC002886	AAEL005350, AAEL007999, AAEL007998
OG0001569	ASIC020910	AAEL005414
OG0001570	ASIC020918	AAEL005419
OG0001571	ASIC006499	AAEL028201, AAEL021183, AAEL005433
OG0001572	ASIC007621	AAEL026733, AAEL005438, AAEL022095
OG0001573	ASIC010979	AAEL005476
OG0001574	ASIC011576	AAEL005485
OG0001575	ASIC006300	AAEL024254, AAEL005525, AAEL005526
OG0001576	ASIC007957	AAEL026634, AAEL005528
