Orthogroup	AsinensisChina	AstephensiUCISS2018
OG0002391	ASIC020823	ASTEI20_042204
OG0002392	ASIC020168	ASTEI20_033460
OG0002393	ASIC019906	ASTEI20_034377
OG0002395	ASIC009156, ASIC004465	ASTEI20_044723
OG0002396	ASIC016864	ASTEI20_035380
OG0002397	ASIC010992	ASTEI20_039434, ASTEI20_031846
OG0002398	ASIC013987	ASTEI20_031653
OG0002399	ASIC016875	ASTEI20_031408
OG0002401	ASIC009075	ASTEI20_039422
OG0002402	ASIC006470	ASTEI20_041692
OG0002403	ASIC009086	ASTEI20_042046
OG0002404	ASIC006598	ASTEI20_038087
OG0002405	ASIC014541	ASTEI20_042510
OG0002406	ASIC010155	ASTEI20_043484
OG0002407	ASIC010140, ASIC010142	ASTEI20_044338
OG0002408	ASIC010157	ASTEI20_039046
OG0002409	ASIC015515	ASTEI20_038459, ASTEI20_044816
OG0002410	ASIC015582	ASTEI20_032437, ASTEI20_041220
OG0002411	ASIC015504	ASTEI20_037058
OG0002412	ASIC015548	ASTEI20_031058, ASTEI20_036812
OG0002414	ASIC017442	ASTEI20_046100
OG0002415	ASIC021870	ASTEI20_033070
OG0002416	ASIC000414, ASIC013785	ASTEI20_043086
OG0002417	ASIC002709	ASTEI20_032358
OG0002418	ASIC003259	ASTEI20_038009
OG0002419	ASIC020540	ASTEI20_046123
OG0002420	ASIC012868	ASTEI20_032165
OG0002421	ASIC020906	ASTEI20_042845
OG0002422	ASIC005299	ASTEI20_035601
OG0002423	ASIC002626	ASTEI20_036156
OG0002424	ASIC005304	ASTEI20_044179
OG0002425	ASIC012615, ASIC012614	ASTEI20_031962
OG0002426	ASIC002624	ASTEI20_031151
OG0002427	ASIC005574	ASTEI20_031585
OG0002428	ASIC020903	ASTEI20_039436
OG0002429	ASIC013876	ASTEI20_032177
OG0002430	ASIC019093	ASTEI20_032863
OG0002431	ASIC005571	ASTEI20_036777
OG0002432	ASIC015755	ASTEI20_042810
OG0002433	ASIC004804	ASTEI20_038868
OG0002434	ASIC004806	ASTEI20_037317
OG0002435	ASIC005577	ASTEI20_033752
OG0002436	ASIC004808	ASTEI20_039529
OG0002437	ASIC019645	ASTEI20_036848
OG0002438	ASIC002437	ASTEI20_044940
OG0002439	ASIC003107	ASTEI20_042128
OG0002440	ASIC003106	ASTEI20_042036
OG0002441	ASIC001377, ASIC016620	ASTEI20_044712
OG0002442	ASIC010122	ASTEI20_032873
OG0002443	ASIC014965	ASTEI20_033612
OG0002444	ASIC014972	ASTEI20_045307
OG0002445	ASIC014967	ASTEI20_042770
OG0002446	ASIC002499	ASTEI20_034357
OG0002447	ASIC021092	ASTEI20_038353, ASTEI20_032098
OG0002448	ASIC020557	ASTEI20_035037, ASTEI20_045222
OG0002449	ASIC012776	ASTEI20_032373
OG0002450	ASIC020968	ASTEI20_033525
OG0002451	ASIC020876	ASTEI20_037338
OG0002452	ASIC020915	ASTEI20_040047
OG0002453	ASIC007625	ASTEI20_038386
OG0002454	ASIC006819	ASTEI20_038078
OG0002455	ASIC008558	ASTEI20_034385
OG0002456	ASIC013663	ASTEI20_042876
OG0002457	ASIC007893	ASTEI20_034757
OG0002458	ASIC007894	ASTEI20_033511
OG0002459	ASIC007896	ASTEI20_040196
OG0002460	ASIC022233	ASTEI20_035297, ASTEI20_033407
OG0002461	ASIC022222	ASTEI20_036503
OG0002462	ASIC014024	ASTEI20_039017
OG0002463	ASIC020320	ASTEI20_030857
OG0002464	ASIC009948	ASTEI20_033304
OG0002465	ASIC020587	ASTEI20_039167
OG0002466	ASIC019349	ASTEI20_045869
OG0002467	ASIC019430, ASIC019429	ASTEI20_043954
OG0002468	ASIC011552	ASTEI20_043160
OG0002469	ASIC011553	ASTEI20_038716
OG0002470	ASIC010257, ASIC018856	ASTEI20_034600
OG0002471	ASIC012058	ASTEI20_038724
OG0002472	ASIC006568	ASTEI20_032025
OG0002473	ASIC018869	ASTEI20_035165
OG0002474	ASIC014426	ASTEI20_038028
OG0002475	ASIC014434	ASTEI20_034359
OG0002476	ASIC014429	ASTEI20_035988
OG0002477	ASIC004761	ASTEI20_041960
OG0002478	ASIC005798	ASTEI20_038953
OG0002479	ASIC015087	ASTEI20_037605
OG0002480	ASIC017345	ASTEI20_037414
OG0002481	ASIC006614	ASTEI20_042523, ASTEI20_035139
OG0002482	ASIC007108	ASTEI20_040236
OG0002483	ASIC010486	ASTEI20_041851
OG0002484	ASIC020959	ASTEI20_032788
OG0002485	ASIC021040	ASTEI20_041553
OG0002486	ASIC020964	ASTEI20_040466
OG0002487	ASIC020954	ASTEI20_044172
OG0002488	ASIC009336	ASTEI20_032846
OG0002489	ASIC022364	ASTEI20_036227
OG0002490	ASIC022160	ASTEI20_040601
OG0002491	ASIC015614	ASTEI20_034788
OG0002492	ASIC015613	ASTEI20_045835
OG0002493	ASIC015890	ASTEI20_035378
OG0002494	ASIC015612	ASTEI20_031219
OG0002495	ASIC000337	ASTEI20_031447
OG0002496	ASIC007061	ASTEI20_037545
OG0002497	ASIC021722	ASTEI20_033781
OG0002498	ASIC008689	ASTEI20_040999
OG0002499	ASIC005073	ASTEI20_038692
OG0002500	ASIC008998	ASTEI20_033677
OG0002501	ASIC008994	ASTEI20_031739
OG0002502	ASIC014961, ASIC014962	ASTEI20_038388
OG0002503	ASIC008990	ASTEI20_035146
OG0002504	ASIC008988	ASTEI20_036949
OG0002505	ASIC004554	ASTEI20_035738
OG0002506	ASIC020872	ASTEI20_038268
OG0002507	ASIC020875	ASTEI20_045982
OG0002508	ASIC015242	ASTEI20_038512
OG0002509	ASIC021499, ASIC021498	ASTEI20_031872
OG0002510	ASIC002752, ASIC002751	ASTEI20_037918
OG0002511	ASIC007053	ASTEI20_037407
OG0002512	ASIC002750	ASTEI20_041413
OG0002513	ASIC012633	ASTEI20_045974
OG0002514	ASIC002834	ASTEI20_044140, ASTEI20_032914
OG0002515	ASIC003509	ASTEI20_041972
OG0002516	ASIC012928	ASTEI20_041969, ASTEI20_035920
OG0002517	ASIC012933, ASIC012931	ASTEI20_045744
OG0002518	ASIC012926	ASTEI20_031506, ASTEI20_042710
OG0002519	ASIC020118	ASTEI20_041783
OG0002520	ASIC000725	ASTEI20_043834, ASTEI20_039522
OG0002521	ASIC017581	ASTEI20_032549
OG0002522	ASIC021263, ASIC021262	ASTEI20_041608
OG0002523	ASIC021256	ASTEI20_037909
OG0002524	ASIC007579	ASTEI20_037072
OG0002525	ASIC000827	ASTEI20_041045, ASTEI20_040408
OG0002526	ASIC012302, ASIC012303	ASTEI20_040572
OG0002527	ASIC000828	ASTEI20_040300, ASTEI20_035617
OG0002528	ASIC000823	ASTEI20_040589
OG0002529	ASIC000829	ASTEI20_044031, ASTEI20_032887
OG0002530	ASIC014810	ASTEI20_039624
OG0002531	ASIC014767, ASIC014769	ASTEI20_038948
OG0002532	ASIC014818	ASTEI20_039030
OG0002533	ASIC014798	ASTEI20_040051
OG0002534	ASIC014806, ASIC014796	ASTEI20_034687
OG0002535	ASIC014484	ASTEI20_036572
OG0002536	ASIC010632	ASTEI20_040319, ASTEI20_033409
OG0002537	ASIC019630	ASTEI20_042421
OG0002538	ASIC020720	ASTEI20_043364, ASTEI20_034355
OG0002539	ASIC013106	ASTEI20_031901, ASTEI20_039058
OG0002540	ASIC020731	ASTEI20_040218, ASTEI20_041956
OG0002541	ASIC013105	ASTEI20_033353, ASTEI20_042437
OG0002542	ASIC015285	ASTEI20_034298
OG0002543	ASIC002949	ASTEI20_044718
OG0002544	ASIC007414	ASTEI20_035797
OG0002545	ASIC007254	ASTEI20_034964
OG0002546	ASIC007266	ASTEI20_030882
OG0002547	ASIC012905	ASTEI20_033704
OG0002548	ASIC012910	ASTEI20_043228
OG0002549	ASIC018963	ASTEI20_037191
OG0002550	ASIC011099	ASTEI20_041622
OG0002552	ASIC018970	ASTEI20_034956
OG0002553	ASIC007443	ASTEI20_045149
OG0002554	ASIC016006	ASTEI20_037299
OG0002555	ASIC011392	ASTEI20_039256
OG0002556	ASIC012854	ASTEI20_039373, ASTEI20_043451
OG0002557	ASIC018107	ASTEI20_045595, ASTEI20_042654
OG0002558	ASIC018116	ASTEI20_034442, ASTEI20_031186
OG0002559	ASIC018108	ASTEI20_041478, ASTEI20_033088, ASTEI20_042117
OG0002560	ASIC018109	ASTEI20_043120, ASTEI20_042180, ASTEI20_035277
OG0002561	ASIC013215	ASTEI20_041644
OG0002562	ASIC016335	ASTEI20_033414
OG0002563	ASIC016334	ASTEI20_032520
OG0002564	ASIC003120	ASTEI20_042008
OG0002565	ASIC016276	ASTEI20_032626
OG0002566	ASIC017832	ASTEI20_033943
OG0002567	ASIC002420, ASIC002421	ASTEI20_035400
OG0002568	ASIC017835, ASIC017834	ASTEI20_039946
OG0002569	ASIC003356, ASIC003357	ASTEI20_042190
OG0002570	ASIC001786	ASTEI20_034551
OG0002571	ASIC004359	ASTEI20_043652
OG0002572	ASIC005173	ASTEI20_033910
OG0002573	ASIC019271, ASIC000881	ASTEI20_032901
OG0002574	ASIC018243	ASTEI20_045427
OG0002575	ASIC015443	ASTEI20_045506
OG0002576	ASIC018239	ASTEI20_037804
OG0002577	ASIC003714	ASTEI20_035354, ASTEI20_042875
OG0002578	ASIC008353, ASIC001767	ASTEI20_042756
OG0002579	ASIC021086	ASTEI20_042990, ASTEI20_044995
OG0002580	ASIC004910	ASTEI20_032280
OG0002581	ASIC007713	ASTEI20_040965
OG0002582	ASIC019641	ASTEI20_033940
OG0002583	ASIC004911	ASTEI20_040229
OG0002584	ASIC020124	ASTEI20_037323
OG0002585	ASIC020126	ASTEI20_042287
OG0002587	ASIC018012	ASTEI20_033913
OG0002588	ASIC005051	ASTEI20_036831
OG0002589	ASIC005050	ASTEI20_040411
OG0002590	ASIC018014	ASTEI20_038727
OG0002592	ASIC003528	ASTEI20_031830
OG0002593	ASIC014230	ASTEI20_045007
OG0002594	ASIC004666	ASTEI20_031776
OG0002595	ASIC003840	ASTEI20_033108
OG0002596	ASIC020997	ASTEI20_031214
OG0002597	ASIC020998	ASTEI20_033146
OG0002598	ASIC005788	ASTEI20_043412
OG0002599	ASIC017737	ASTEI20_041729
OG0002600	ASIC017726	ASTEI20_033142
OG0002601	ASIC014591	ASTEI20_036714
OG0002602	ASIC011704, ASIC011703	ASTEI20_036206
OG0002603	ASIC006181	ASTEI20_034531, ASTEI20_044362
OG0002604	ASIC006117	ASTEI20_034460
OG0002605	ASIC006110	ASTEI20_043828
OG0002606	ASIC006109, ASIC006108	ASTEI20_034119
OG0002607	ASIC017188	ASTEI20_042179
OG0002608	ASIC008014	ASTEI20_032273
OG0002609	ASIC020087	ASTEI20_032834
OG0002610	ASIC008004	ASTEI20_031782
OG0002611	ASIC018495	ASTEI20_032923, ASTEI20_039961
OG0002612	ASIC016479	ASTEI20_038694
OG0002613	ASIC021728, ASIC021739	ASTEI20_039114
OG0002614	ASIC008403	ASTEI20_041294
OG0002615	ASIC008433	ASTEI20_031831
OG0002616	ASIC008407	ASTEI20_032715
OG0002617	ASIC008404	ASTEI20_031741
OG0002618	ASIC013458	ASTEI20_043199
OG0002619	ASIC013457	ASTEI20_031503
OG0002620	ASIC013456, ASIC013454	ASTEI20_037331
OG0002621	ASIC021047	ASTEI20_045095
OG0002623	ASIC012655	ASTEI20_035735
OG0002624	ASIC013315	ASTEI20_039095
OG0002625	ASIC011971	ASTEI20_035804
OG0002626	ASIC003204	ASTEI20_045075
OG0002627	ASIC011007	ASTEI20_041284
OG0002628	ASIC011005, ASIC011004	ASTEI20_040400
OG0002629	ASIC006101	ASTEI20_032528, ASTEI20_045109
OG0002630	ASIC006121	ASTEI20_044282, ASTEI20_042569
OG0002631	ASIC006602	ASTEI20_044930
OG0002633	ASIC010828	ASTEI20_042864
OG0002634	ASIC010829	ASTEI20_043779
OG0002635	ASIC013940	ASTEI20_039991
OG0002636	ASIC019086, ASIC019085	ASTEI20_043411
OG0002637	ASIC021355	ASTEI20_041019
OG0002638	ASIC015907	ASTEI20_045451
OG0002639	ASIC005692, ASIC007594	ASTEI20_035522
OG0002640	ASIC002799	ASTEI20_044222
OG0002641	ASIC000702	ASTEI20_039110
OG0002642	ASIC002803	ASTEI20_041975
OG0002643	ASIC002802	ASTEI20_046004
OG0002644	ASIC007237	ASTEI20_039429
OG0002645	ASIC007233	ASTEI20_035589
OG0002646	ASIC007226	ASTEI20_041583
OG0002647	ASIC007239	ASTEI20_040828
OG0002648	ASIC007234	ASTEI20_036088
OG0002649	ASIC019374	ASTEI20_031321
OG0002650	ASIC009533	ASTEI20_036303, ASTEI20_036853
OG0002651	ASIC017006	ASTEI20_039359
OG0002652	ASIC008503	ASTEI20_039628
OG0002653	ASIC008452	ASTEI20_046087
OG0002654	ASIC011225	ASTEI20_035105
OG0002655	ASIC009782	ASTEI20_035128
OG0002656	ASIC008428	ASTEI20_031306
OG0002657	ASIC006434	ASTEI20_035087
OG0002658	ASIC010728	ASTEI20_044409
OG0002659	ASIC010904	ASTEI20_033191
OG0002660	ASIC000609	ASTEI20_040944
OG0002661	ASIC007451	ASTEI20_044156
OG0002662	ASIC015452	ASTEI20_042739
OG0002663	ASIC022355	ASTEI20_042110
OG0002664	ASIC017789	ASTEI20_040064
OG0002665	ASIC007155	ASTEI20_039311
OG0002666	ASIC007470, ASIC007471	ASTEI20_033825
OG0002667	ASIC002855	ASTEI20_037086, ASTEI20_031475
OG0002668	ASIC002858	ASTEI20_034049, ASTEI20_042383
OG0002669	ASIC002857	ASTEI20_040960, ASTEI20_041174
OG0002670	ASIC005664	ASTEI20_031648
OG0002671	ASIC002862	ASTEI20_045447, ASTEI20_040986
OG0002672	ASIC002861	ASTEI20_031685, ASTEI20_041559
OG0002673	ASIC007106	ASTEI20_040882
OG0002674	ASIC020385	ASTEI20_031197
OG0002675	ASIC003912	ASTEI20_041811
OG0002676	ASIC020231	ASTEI20_044763
OG0002677	ASIC020104, ASIC020103	ASTEI20_043797
OG0002678	ASIC007572	ASTEI20_031560, ASTEI20_038202
OG0002679	ASIC011465	ASTEI20_034056
OG0002680	ASIC014841, ASIC014840	ASTEI20_041046
OG0002681	ASIC022212	ASTEI20_041137
OG0002682	ASIC008341	ASTEI20_042677
OG0002683	ASIC008343	ASTEI20_042553
OG0002684	ASIC008339, ASIC008340	ASTEI20_042353
OG0002685	ASIC008155	ASTEI20_043001
OG0002686	ASIC015162	ASTEI20_030890, ASTEI20_034441
OG0002687	ASIC007836, ASIC007838, ASIC007837	ASTEI20_042123
OG0002688	ASIC008192	ASTEI20_042015
OG0002689	ASIC004790	ASTEI20_045707
OG0002691	ASIC009526	ASTEI20_033358
OG0002692	ASIC008580	ASTEI20_038130
OG0002693	ASIC016186	ASTEI20_041982
OG0002694	ASIC010636	ASTEI20_045448, ASTEI20_031984
OG0002695	ASIC009649	ASTEI20_038062
OG0002696	ASIC018680	ASTEI20_031886
OG0002697	ASIC021647	ASTEI20_031906
OG0002698	ASIC021642	ASTEI20_042849
OG0002699	ASIC019318	ASTEI20_037320
OG0002700	ASIC005167	ASTEI20_043724
OG0002701	ASIC012958	ASTEI20_037005, ASTEI20_042417
OG0002702	ASIC020463	ASTEI20_035896
OG0002703	ASIC012581	ASTEI20_031236
OG0002704	ASIC012577	ASTEI20_044831
OG0002705	ASIC014274	ASTEI20_034135
OG0002706	ASIC002702	ASTEI20_039071
OG0002707	ASIC008788	ASTEI20_034373
OG0002708	ASIC003654	ASTEI20_037874
OG0002709	ASIC009711	ASTEI20_034576, ASTEI20_041616
OG0002710	ASIC014050	ASTEI20_035573
OG0002711	ASIC009572, ASIC009574	ASTEI20_045241
OG0002712	ASIC015787	ASTEI20_032114
OG0002713	ASIC012200	ASTEI20_039720
OG0002714	ASIC021175	ASTEI20_035363
OG0002716	ASIC021174	ASTEI20_032751
OG0002718	ASIC016797	ASTEI20_031399
OG0002719	ASIC018140	ASTEI20_040366
OG0002720	ASIC018143, ASIC018142	ASTEI20_045442
OG0002722	ASIC017293	ASTEI20_041800, ASTEI20_031111
OG0002723	ASIC014577	ASTEI20_045994
OG0002724	ASIC016826	ASTEI20_038342
OG0002725	ASIC009831, ASIC009832	ASTEI20_031157
OG0002726	ASIC013430	ASTEI20_041301
OG0002727	ASIC015128	ASTEI20_034014
OG0002728	ASIC013884	ASTEI20_035790
OG0002729	ASIC013919	ASTEI20_031086
OG0002730	ASIC013888	ASTEI20_039692
OG0002731	ASIC013918	ASTEI20_042024
OG0002732	ASIC016541	ASTEI20_040871
OG0002733	ASIC002371	ASTEI20_030963, ASTEI20_041636
OG0002734	ASIC007018	ASTEI20_032202
OG0002735	ASIC007011	ASTEI20_036560
OG0002736	ASIC002628	ASTEI20_041110
OG0002737	ASIC017629	ASTEI20_040806
OG0002738	ASIC017619	ASTEI20_035069
OG0002739	ASIC011276	ASTEI20_041265
OG0002740	ASIC015561	ASTEI20_041755
OG0002741	ASIC015555	ASTEI20_036539
OG0002743	ASIC010972	ASTEI20_043022
OG0002744	ASIC006215	ASTEI20_031751
OG0002745	ASIC014048	ASTEI20_034953, ASTEI20_045561
OG0002746	ASIC012530	ASTEI20_043154
OG0002747	ASIC011725	ASTEI20_031557
OG0002748	ASIC008810	ASTEI20_046073
OG0002749	ASIC007786	ASTEI20_039169
OG0002750	ASIC012557	ASTEI20_042042
OG0002751	ASIC008850	ASTEI20_043268
OG0002752	ASIC008854	ASTEI20_041355
OG0002753	ASIC014650	ASTEI20_035001, ASTEI20_031439
OG0002754	ASIC010054	ASTEI20_042986
OG0002755	ASIC009615	ASTEI20_043255
OG0002756	ASIC015056	ASTEI20_034007
OG0002757	ASIC015058	ASTEI20_031669
OG0002758	ASIC018925	ASTEI20_042455, ASTEI20_039445
OG0002759	ASIC018928	ASTEI20_044708, ASTEI20_034792
OG0002760	ASIC018927	ASTEI20_035437, ASTEI20_033075
OG0002761	ASIC002076	ASTEI20_032904, ASTEI20_038140
OG0002762	ASIC014207	ASTEI20_035606
OG0002763	ASIC014199	ASTEI20_037374
OG0002764	ASIC011047	ASTEI20_036008
OG0002765	ASIC019211	ASTEI20_038395
OG0002766	ASIC019281	ASTEI20_039215
OG0002767	ASIC003805	ASTEI20_039500, ASTEI20_044965
OG0002768	ASIC003810	ASTEI20_036915
OG0002769	ASIC003808	ASTEI20_039174, ASTEI20_043648
OG0002770	ASIC011048	ASTEI20_043669
OG0002771	ASIC021873	ASTEI20_031289
OG0002772	ASIC014852	ASTEI20_034689
OG0002773	ASIC004353	ASTEI20_044984
OG0002774	ASIC020679	ASTEI20_032069
OG0002775	ASIC013500	ASTEI20_036393
OG0002776	ASIC008216	ASTEI20_038982
OG0002777	ASIC008311	ASTEI20_041082
OG0002778	ASIC018145	ASTEI20_033581
OG0002779	ASIC017803	ASTEI20_031356
OG0002780	ASIC017775	ASTEI20_031730
OG0002781	ASIC012593	ASTEI20_033506
OG0002782	ASIC014915	ASTEI20_043579
OG0002783	ASIC007595	ASTEI20_033510
OG0002784	ASIC020418	ASTEI20_033454
OG0002785	ASIC004821	ASTEI20_043506
OG0002786	ASIC014390	ASTEI20_040563
OG0002787	ASIC015328	ASTEI20_042081
OG0002788	ASIC007129	ASTEI20_031620
OG0002789	ASIC011845	ASTEI20_046078
OG0002790	ASIC004010, ASIC004011	ASTEI20_036376
OG0002791	ASIC009887	ASTEI20_035283
OG0002792	ASIC004612	ASTEI20_041674
OG0002793	ASIC003490	ASTEI20_035433
OG0002794	ASIC005226	ASTEI20_032504
OG0002795	ASIC004951	ASTEI20_039535
OG0002796	ASIC018289, ASIC018290	ASTEI20_043591
OG0002797	ASIC021588, ASIC021589	ASTEI20_041995
OG0002798	ASIC014326	ASTEI20_039129
OG0002799	ASIC005193, ASIC005192	ASTEI20_044677
OG0002800	ASIC003098	ASTEI20_036815
OG0002801	ASIC003096	ASTEI20_041263
OG0002802	ASIC015885	ASTEI20_040303
OG0002803	ASIC016970	ASTEI20_045262
OG0002805	ASIC013492	ASTEI20_036180
OG0002806	ASIC013493	ASTEI20_038470
OG0002807	ASIC013434	ASTEI20_038653
OG0002808	ASIC011397	ASTEI20_039157
OG0002809	ASIC011400	ASTEI20_043051
OG0002810	ASIC011398	ASTEI20_033386
OG0002811	ASIC018521	ASTEI20_043324, ASTEI20_044582
OG0002812	ASIC018522	ASTEI20_034651, ASTEI20_039374
OG0002813	ASIC004458	ASTEI20_042349
OG0002814	ASIC010067	ASTEI20_045568
OG0002815	ASIC017088, ASIC000995, ASIC005334	ASTEI20_042723
OG0002816	ASIC010066, ASIC010065	ASTEI20_038464
OG0002817	ASIC005530	ASTEI20_040099
OG0002818	ASIC014105	ASTEI20_038216
OG0002819	ASIC003034	ASTEI20_042001
OG0002820	ASIC015095	ASTEI20_039837
OG0002821	ASIC009979	ASTEI20_040771
OG0002822	ASIC008261	ASTEI20_045734, ASTEI20_043342
OG0002823	ASIC013702	ASTEI20_043981
OG0002824	ASIC002485	ASTEI20_039742
OG0002825	ASIC005535	ASTEI20_040760
OG0002826	ASIC002574	ASTEI20_036235
OG0002827	ASIC021410	ASTEI20_035479
OG0002828	ASIC016867	ASTEI20_040245
OG0002829	ASIC004075	ASTEI20_043683
OG0002830	ASIC004076	ASTEI20_044803
OG0002831	ASIC004061	ASTEI20_033721
OG0002832	ASIC010374	ASTEI20_043453, ASTEI20_033859
OG0002833	ASIC008169	ASTEI20_043354
OG0002834	ASIC008172, ASIC008173	ASTEI20_031003
OG0002835	ASIC005399	ASTEI20_033542
OG0002836	ASIC019311	ASTEI20_032381
OG0002837	ASIC019310	ASTEI20_043332
OG0002838	ASIC019690	ASTEI20_040030, ASTEI20_035986
OG0002839	ASIC004874	ASTEI20_042023
OG0002840	ASIC004879, ASIC004878	ASTEI20_032703
OG0002841	ASIC011568	ASTEI20_032336
OG0002842	ASIC011557	ASTEI20_044120
OG0002843	ASIC011546	ASTEI20_032634
OG0002844	ASIC011524	ASTEI20_041128
OG0002845	ASIC018518	ASTEI20_036660, ASTEI20_045010
OG0002846	ASIC020409	ASTEI20_037743
OG0002847	ASIC003296	ASTEI20_034749
OG0002849	ASIC019466	ASTEI20_045293
OG0002850	ASIC019469	ASTEI20_040918
OG0002851	ASIC018923	ASTEI20_034664
OG0002852	ASIC018916	ASTEI20_037276
OG0002853	ASIC018924	ASTEI20_042010, ASTEI20_039841
OG0002854	ASIC020586	ASTEI20_032753
OG0002855	ASIC006157	ASTEI20_044037
OG0002856	ASIC014243	ASTEI20_032038
OG0002857	ASIC014338	ASTEI20_034702
OG0002858	ASIC007067, ASIC001983	ASTEI20_033271
OG0002859	ASIC007066	ASTEI20_044532
OG0002860	ASIC014845	ASTEI20_033968
OG0002861	ASIC001564	ASTEI20_034463
OG0002862	ASIC006726	ASTEI20_036011
OG0002863	ASIC018624	ASTEI20_041589
OG0002864	ASIC003485	ASTEI20_039520
OG0002865	ASIC020732	ASTEI20_033122
OG0002865	ASIC020730	ASTEI20_039643
OG0002866	ASIC020741	ASTEI20_034368
OG0002867	ASIC015779	ASTEI20_036468
OG0002868	ASIC005136	ASTEI20_040579
OG0002869	ASIC005222	ASTEI20_031827
OG0002870	ASIC015052	ASTEI20_043847
OG0002871	ASIC015483	ASTEI20_040291
OG0002872	ASIC006123	ASTEI20_031138
OG0002873	ASIC017226	ASTEI20_031237
OG0002874	ASIC013516	ASTEI20_038770
OG0002875	ASIC019599	ASTEI20_033767
OG0002876	ASIC011764	ASTEI20_034692
OG0002877	ASIC020070	ASTEI20_039397
OG0002878	ASIC014747	ASTEI20_035306
OG0002879	ASIC006465	ASTEI20_038211
OG0002880	ASIC002239	ASTEI20_043490
OG0002881	ASIC002244	ASTEI20_032845
OG0002882	ASIC006154	ASTEI20_034884
OG0002884	ASIC004634	ASTEI20_033273
OG0002885	ASIC018336	ASTEI20_031632
OG0002886	ASIC013217	ASTEI20_040415
OG0002887	ASIC015032	ASTEI20_040451
OG0002889	ASIC003668	ASTEI20_037425
OG0002890	ASIC011322	ASTEI20_034932
OG0002891	ASIC013219	ASTEI20_042628
OG0002892	ASIC011321	ASTEI20_041988
OG0002893	ASIC013208	ASTEI20_039188
OG0002894	ASIC018583	ASTEI20_036240
OG0002895	ASIC017352	ASTEI20_036420
OG0002896	ASIC020992, ASIC020991	ASTEI20_038010
OG0002897	ASIC003795	ASTEI20_031662
OG0002898	ASIC003762	ASTEI20_041618
OG0002899	ASIC010697	ASTEI20_031577
OG0002900	ASIC022314	ASTEI20_031941
OG0002901	ASIC013542	ASTEI20_045995
OG0002902	ASIC013548	ASTEI20_036833
OG0002903	ASIC013538	ASTEI20_038565
OG0002904	ASIC017407	ASTEI20_032729
OG0002905	ASIC012860	ASTEI20_040457, ASTEI20_040430
OG0002906	ASIC012856	ASTEI20_040801, ASTEI20_032345
OG0002907	ASIC009178	ASTEI20_040599
OG0002908	ASIC004628	ASTEI20_036622
OG0002909	ASIC013248	ASTEI20_039408
OG0002910	ASIC004658	ASTEI20_039111
OG0002911	ASIC016888	ASTEI20_045735
OG0002912	ASIC008034	ASTEI20_031624
OG0002913	ASIC013259	ASTEI20_030955
OG0002914	ASIC016771	ASTEI20_045077
OG0002915	ASIC011218	ASTEI20_034011
OG0002916	ASIC001366	ASTEI20_034048
OG0002917	ASIC004104	ASTEI20_043678
OG0002918	ASIC013480	ASTEI20_034329
OG0002919	ASIC007087	ASTEI20_034412
OG0002920	ASIC021923	ASTEI20_038761
OG0002921	ASIC009054	ASTEI20_038200
OG0002922	ASIC010247	ASTEI20_036446
OG0002923	ASIC014118	ASTEI20_032252
OG0002924	ASIC007264	ASTEI20_042552
OG0002925	ASIC008189, ASIC017143	ASTEI20_034326
OG0002926	ASIC005021	ASTEI20_042964, ASTEI20_043545
OG0002927	ASIC018070	ASTEI20_039059
OG0002928	ASIC018059	ASTEI20_035858
OG0002929	ASIC019260	ASTEI20_042378
OG0002930	ASIC008239	ASTEI20_040395
OG0002931	ASIC002050	ASTEI20_034176
OG0002932	ASIC014440	ASTEI20_031082
OG0002933	ASIC007800	ASTEI20_035327
OG0002934	ASIC008903	ASTEI20_037055
OG0002935	ASIC010925	ASTEI20_044006
OG0002936	ASIC004970	ASTEI20_036147
OG0002937	ASIC016717	ASTEI20_041465
OG0002938	ASIC016713	ASTEI20_042107, ASTEI20_045217
OG0002939	ASIC019165	ASTEI20_045309
OG0002941	ASIC013381, ASIC013382	ASTEI20_031176
OG0002942	ASIC003760, ASIC003761	ASTEI20_034548
OG0002943	ASIC018798	ASTEI20_040550
OG0002944	ASIC015898	ASTEI20_031509
OG0002945	ASIC017930	ASTEI20_043625
OG0002946	ASIC011277	ASTEI20_031666
OG0002947	ASIC017812	ASTEI20_035809
OG0002948	ASIC005496	ASTEI20_032295
OG0002949	ASIC011832	ASTEI20_042124
OG0002950	ASIC009342	ASTEI20_042629
OG0002951	ASIC005498	ASTEI20_041481
OG0002952	ASIC017139	ASTEI20_043894
OG0002953	ASIC018599	ASTEI20_032824
OG0002954	ASIC006244	ASTEI20_030971
OG0002955	ASIC016039	ASTEI20_042235
OG0002956	ASIC000816	ASTEI20_039190
OG0002958	ASIC015440	ASTEI20_039309
OG0002959	ASIC019400	ASTEI20_040642
OG0002960	ASIC018184	ASTEI20_042313
OG0002961	ASIC008116, ASIC008117	ASTEI20_030842
OG0002962	ASIC011756, ASIC011754	ASTEI20_042795
OG0002963	ASIC011759	ASTEI20_032088
OG0002964	ASIC018354	ASTEI20_044945, ASTEI20_034767
OG0002965	ASIC006699	ASTEI20_034856
OG0002966	ASIC018078	ASTEI20_042566
OG0002967	ASIC018089	ASTEI20_044793
OG0002968	ASIC020111	ASTEI20_033443
OG0002969	ASIC010413	ASTEI20_037228
OG0002970	ASIC014324	ASTEI20_032205
