HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N0.HOG0001421	OG0001230	n0	AAEL006006	LOC109421195	ADIR005993	AFUN2_005077	AGAP009528	AMIN001906	ASIC009478, ASIC005349, ASIC017454, ASIC007190	ASTEI20_037753	CQUJHB011435	LOC129790742
N0.HOG0001422	OG0001231	n0	AAEL006023	LOC134289400, LOC109421940	ADIR005270	AFUN2_004826	AGAP012627, AGAP010733	AMIN009230		ASTEI20_035857	CQUJHB007720, CQUJHB006247, CQUJHB015818	LOC129786580
N0.HOG0001423	OG0001232	n0	AAEL006144	LOC109425023	ADIR010389	AFUN2_001179	AGAP001704	AMIN003514	ASIC002829	ASTEI20_034063	CQUJHB016364	LOC129787800, LOC129797716, LOC129788785, LOC129788854
N0.HOG0001424	OG0001233	n0	AAEL018028, AAEL023949, AAEL006257	LOC109411363							CQUJHB017615, CQUJHB006027, CQUJHB004341, CQUJHB017518, CQUJHB000156, CQUJHB015245, CQUJHB004062, CQUJHB006660, CQUJHB014109	
N0.HOG0001425	OG0001234	n0	AAEL006319	LOC109411239	ADIR002742	AFUN2_006791	AGAP013525, AGAP002485	AMIN002494	ASIC000832, ASIC000833	ASTEI20_045679, ASTEI20_045030	CQUJHB010175	LOC129797505
N0.HOG0001426	OG0001235	n0	AAEL006567	LOC115260549, LOC109429483	ADIR014492, ADIR005830	AFUN2_001108	AGAP013301	AMIN003152	ASIC011094, ASIC011098	ASTEI20_043063	CQUJHB003925	LOC129797456
N0.HOG0001427	OG0001236	n0	AAEL006593	LOC109425430	ADIR005345, ADIR005344	AFUN2_012552	AGAP003669	AMIN004029, AMIN004028	ASIC003575, ASIC003579	ASTEI20_038843	CQUJHB001267	LOC129790098
N0.HOG0001428	OG0001237	n0	AAEL006623	LOC109429816	ADIR006202, ADIR005912	AFUN2_008407	AGAP028189, AGAP007916	AMIN009654, AMIN007084		ASTEI20_039747, ASTEI20_042138	CQUJHB004175	LOC129788970
N0.HOG0001429	OG0001238	n0	AAEL006645	LOC134290013, LOC109431876		AFUN2_008367, AFUN2_008982	AGAP013440, AGAP013048	AMIN005146	ASIC011403	ASTEI20_038086, ASTEI20_031674	CQUJHB002472	LOC129790419
N0.HOG0001430	OG0001239	n0	AAEL006985, AAEL006830	LOC134285050, LOC109402083	ADIR000930	AFUN2_008667	AGAP000879	AMIN005832	ASIC004355	ASTEI20_041060	CQUJHB005397, CQUJHB016379	LOC129790877
N0.HOG0001431	OG0001240	n0	AAEL006968, AAEL006971	LOC109430111, LOC109430116, LOC109430112	ADIR006197	AFUN2_013198	AGAP009110	AMIN009649	ASIC002681	ASTEI20_044077	CQUJHB006799, CQUJHB010004	
N0.HOG0001432	OG0001241	n1	AAEL023108									LOC129791237
N0.HOG0001433	OG0001241	n2	AAEL007234	LOC134287589, LOC109409124	ADIR000616	AFUN2_013121	AGAP009290	AMIN001732	ASIC013833	ASTEI20_045999	CQUJHB016654	LOC129789826
N0.HOG0001434	OG0001242	n0	AAEL007246, AAEL007238	LOC109409140, LOC109421534	ADIR011466	AFUN2_000738	AGAP009605	AMIN015506	ASIC006115	ASTEI20_044309	CQUJHB011751, CQUJHB002453, CQUJHB001061	
N0.HOG0001435	OG0001243	n0	AAEL007248, AAEL020271	LOC109411872, LOC109412715	ADIR006747	AFUN2_009999	AGAP029440, AGAP000186, AGAP013399, AGAP004515	AMIN004889		ASTEI20_041872	CQUJHB015647	
N0.HOG0001436	OG0001244	n0	AAEL007404	LOC109407655	ADIR000431, ADIR000432	AFUN2_010462	AGAP029658	AMIN006909, AMIN006908	ASIC017864, ASIC017865	ASTEI20_041786	CQUJHB011548	LOC129794671
N0.HOG0001437	OG0001245	n0	AAEL007465	LOC109397845, LOC134284920	ADIR009021, ADIR001530	AFUN2_001260	AGAP029488	AMIN001089, AMIN001090	ASIC017083	ASTEI20_033276	CQUJHB010710	LOC129790968
N0.HOG0001438	OG0001246	n0	AAEL027458, AAEL007762	LOC115256389, LOC109422032	ADIR001004	AFUN2_006396	AGAP000110	AMIN005074	ASIC017005, ASIC020914	ASTEI20_034564	CQUJHB018055	LOC129792984
N0.HOG0001439	OG0001247	n0	AAEL022067, AAEL007799	LOC109401126	ADIR002558	AFUN2_005339	AGAP003742	AMIN002950	ASIC011229	ASTEI20_040370	CQUJHB012283	LOC129794715, LOC129794718, LOC129791053
N0.HOG0001440	OG0001248	n0	AAEL008056	LOC109411800, LOC134284657	ADIR005795, ADIR005794	AFUN2_002379	AGAP002150	AMIN003117, AMIN003116	ASIC021381	ASTEI20_038974	CQUJHB002127	LOC129791559
N0.HOG0001441	OG0001249	n0	AAEL013179, AAEL008148	LOC109426998, LOC134289906	ADIR002698	AFUN2_011888	AGAP001854, AGAP012898	AMIN000429	ASIC008276	ASTEI20_044243	CQUJHB011797	LOC129796838
N0.HOG0001442	OG0001250	n1							ASIC008336			LOC129787615
N0.HOG0001443	OG0001250	n2	AAEL008173, AAEL023000, AAEL008157	LOC109426285, LOC109426330		AFUN2_005917	AGAP001892		ASIC008337	ASTEI20_036475	CQUJHB005451	LOC129787582
N0.HOG0001444	OG0001251	n0	AAEL008316	LOC109433013	ADIR004493, ADIR009708	AFUN2_011116, AFUN2_008725	AGAP000751	AMIN005148	ASIC018162	ASTEI20_036781	CQUJHB006519, CQUJHB013100	LOC129793082
N0.HOG0001445	OG0001252	n0	AAEL008474, AAEL008472	LOC109622518, LOC115265421	ADIR015902	AFUN2_001178	AGAP007581	AMIN016023	ASIC016810	ASTEI20_037283	CQUJHB012657	LOC129789405, LOC129786917
N0.HOG0001446	OG0001253	n0	AAEL008564	LOC109424155	ADIR001985	AFUN2_002621	AGAP007023	AMIN011119	ASIC015044, ASIC015046, ASIC015045, ASIC015043	ASTEI20_045648	CQUJHB001382	LOC129792804
N0.HOG0001447	OG0001254	n0	AAEL023635, AAEL008575	LOC109428509, LOC115256602, LOC115256201	ADIR005793	AFUN2_003776	AGAP002151	AMIN003115	ASIC021383	ASTEI20_031419	CQUJHB001940	LOC129789034
N0.HOG0001448	OG0001255	n0	AAEL008687	LOC109406841	ADIR005120	AFUN2_004736	AGAP009781	AMIN009515, AMIN009516	ASIC017232	ASTEI20_038178, ASTEI20_038352	CQUJHB006501, CQUJHB009583	LOC129790304
N0.HOG0001449	OG0001256	n0	AAEL008699	LOC115267144	ADIR015837	AFUN2_001182	AGAP004013	AMIN002813	ASIC020097	ASTEI20_041385	CQUJHB017727, CQUJHB007395, CQUJHB008043, CQUJHB004032, CQUJHB009446	
N0.HOG0001450	OG0001257	n0	AAEL008961	LOC109421565, LOC134287600	ADIR006367, ADIR006368	AFUN2_014488	AGAP008222	AMIN006061, AMIN006060	ASIC013092	ASTEI20_044701	CQUJHB016767	LOC129791044
N0.HOG0001451	OG0001258	n0	AAEL009019	LOC115268579, LOC109424235	ADIR004676	AFUN2_010759	AGAP028131	AMIN001331	ASIC002662, ASIC002663	ASTEI20_042582	CQUJHB003392	LOC129794691, LOC129795222
N0.HOG0001452	OG0001259	n0	AAEL009054, AAEL027056	LOC109411315, LOC115256778	ADIR006801	AFUN2_012321	AGAP028002	AMIN001660	ASIC010774	ASTEI20_034415	CQUJHB016438, CQUJHB010682	LOC129791214
N0.HOG0001453	OG0001260	n0	AAEL009062	LOC134287926	ADIR011472, ADIR011473	AFUN2_002943	AGAP009598	AMIN014758, AMIN009843	ASIC004336, ASIC009032	ASTEI20_040339	CQUJHB016170	LOC129789595
N0.HOG0001454	OG0001261	n0	AAEL009176	LOC109429164	ADIR016175, ADIR016176	AFUN2_006982	AGAP002798, AGAP002799	AMIN003902, AMIN003903	ASIC003327	ASTEI20_031118, ASTEI20_033138	CQUJHB013883	
N0.HOG0001455	OG0001262	n0	AAEL022573, AAEL009212	LOC134288991, LOC109425229	ADIR004654, ADIR004656	AFUN2_007810	AGAP005245	AMIN011585, AMIN011587		ASTEI20_043346	CQUJHB016878	LOC129791832
N0.HOG0001456	OG0001263	n0	AAEL009328, AAEL009324	LOC109427473, LOC115253538	ADIR008279	AFUN2_004604	AGAP003414	AMIN003863	ASIC011117	ASTEI20_033024	CQUJHB003620, CQUJHB002466	LOC129790926
N0.HOG0001457	OG0001264	n0	AAEL009362	LOC109623253, LOC134283943	ADIR000387	AFUN2_003812	AGAP010563	AMIN001305	ASIC005997	ASTEI20_039480, ASTEI20_039924	CQUJHB002884	LOC129795841, LOC129795859
N0.HOG0001458	OG0001265	n0	AAEL009489	LOC109397730	ADIR000962, ADIR000961	AFUN2_008429	AGAP029808	AMIN005285, AMIN005286	ASIC010243, ASIC010242	ASTEI20_031100	CQUJHB006364	LOC129788738
N0.HOG0001459	OG0001266	n0	AAEL009684	LOC109397755	ADIR009136, ADIR009134	AFUN2_001971	AGAP029113	AMIN007451, AMIN007453	ASIC011291, ASIC011295	ASTEI20_044830	CQUJHB004429	LOC129794670
N0.HOG0001460	OG0001267	n0	AAEL009761	LOC115261027	ADIR011604, ADIR006203, ADIR006201	AFUN2_009797	AGAP009112	AMIN009655, AMIN009653	ASIC004132	ASTEI20_036119	CQUJHB013444	LOC129790155
N0.HOG0001461	OG0001268	n0	AAEL009836	LOC109427980	ADIR009228	AFUN2_002433, AFUN2_006215	AGAP004883	AMIN008180	ASIC010415, ASIC010416, ASIC010418	ASTEI20_037694, ASTEI20_034761	CQUJHB014430	
N0.HOG0001462	OG0001269	n0	AAEL010041	LOC134286042, LOC115265573	ADIR000599	AFUN2_009873	AGAP008273	AMIN006015	ASIC007939, ASIC013090, ASIC007937, ASIC007940	ASTEI20_043574	CQUJHB001567	
N0.HOG0001463	OG0001270	n0	AAEL010069, AAEL024373	LOC109397767, LOC109428788	ADIR009344	AFUN2_013088	AGAP010313	AMIN006447	ASIC001348, ASIC001350	ASTEI20_041208	CQUJHB014681	LOC129787668
N0.HOG0001464	OG0001271	n0	AAEL026935, AAEL027269, AAEL010070	LOC115254229	ADIR009457	AFUN2_009421	AGAP010318, AGAP012525	AMIN006448	ASIC005400	ASTEI20_044512	CQUJHB010717	LOC129786592
N0.HOG0001465	OG0001272	n0	AAEL010140, AAEL010148	LOC115256865, LOC115256862	ADIR000718	AFUN2_009970	AGAP007790	AMIN006375	ASIC004875	ASTEI20_032452	CQUJHB004263	LOC129788766, LOC129789543
N0.HOG0001466	OG0001273	n0	AAEL023181, AAEL010157	LOC115259235, LOC109419784	ADIR004790	AFUN2_014012	AGAP009946	AMIN006786	ASIC009976	ASTEI20_042664, ASTEI20_033683	CQUJHB003614, CQUJHB008222	
N0.HOG0001467	OG0001274	n0	AAEL010182	LOC109422727	ADIR015820, ADIR005661, ADIR015821	AFUN2_008362	AGAP013038, AGAP003771	AMIN002923	ASIC004313	ASTEI20_045270	CQUJHB018240	LOC129785967
N0.HOG0001468	OG0001275	n0	AAEL010219	LOC134292068	ADIR009992	AFUN2_001422	AGAP001236	AMIN002236		ASTEI20_031688	CQUJHB014242	LOC129792084, LOC129792227, LOC129794467, LOC129792193, LOC129792203
N0.HOG0001469	OG0001276	n0	AAEL010235, AAEL010228	LOC109416267, LOC134287628, LOC109423903	ADIR009422	AFUN2_011158	AGAP009974	AMIN006751	ASIC008667	ASTEI20_044988	CQUJHB013322, CQUJHB013951	
N0.HOG0001470	OG0001277	n0	AAEL021534, AAEL026085, AAEL010265	LOC115255477, LOC109416191, LOC109415073	ADIR004861	AFUN2_008502	AGAP008513	AMIN001451	ASIC006913	ASTEI20_040166	CQUJHB011436	
N0.HOG0001471	OG0001278	n0	AAEL027836, AAEL024539, AAEL010314	LOC109425769	ADIR010763	AFUN2_012839	AGAP028510	AMIN008506	ASIC019451, ASIC019450, ASIC019449	ASTEI20_031435	CQUJHB002935	
N0.HOG0001472	OG0001279	n0	AAEL010364	LOC109622238	ADIR004377, ADIR004376	AFUN2_012200	AGAP029590	AMIN004417, AMIN004416	ASIC013008, ASIC013006	ASTEI20_045175	CQUJHB007827	LOC129796608
N0.HOG0001473	OG0001280	n0	AAEL010397	LOC115268747, LOC109425210	ADIR003425	AFUN2_009689, AFUN2_000685	AGAP001768, AGAP013328	AMIN003191, AMIN003193		ASTEI20_030833, ASTEI20_039688	CQUJHB010548	
N0.HOG0001474	OG0001281	n0	AAEL010545	LOC109419875	ADIR006257, ADIR006258	AFUN2_001466	AGAP009164	AMIN009709, AMIN009710	ASIC006653, ASIC006652	ASTEI20_031355	CQUJHB010234	LOC129794285
N0.HOG0001475	OG0001282	n0	AAEL010628, AAEL010631	LOC115267375, LOC109414779, LOC109403608, LOC134283976	ADIR002958	AFUN2_006135	AGAP012556	AMIN000962		ASTEI20_037170	CQUJHB008583	LOC129786284
N0.HOG0001476	OG0001283	n0	AAEL010647	LOC109417628	ADIR003842	AFUN2_006846	AGAP005145, AGAP005146	AMIN007309	ASIC012355, ASIC012354, ASIC012353	ASTEI20_038777, ASTEI20_032878	CQUJHB010410	
N0.HOG0001477	OG0001284	n0	AAEL021724, AAEL010789	LOC109423481, LOC109432158	ADIR005884	AFUN2_010280	AGAP004645	AMIN000096	ASIC014335	ASTEI20_037848	CQUJHB014665, CQUJHB017369	LOC129790360
N0.HOG0001478	OG0001285	n0	AAEL010926	LOC109431042	ADIR000345, ADIR000346	AFUN2_009996	AGAP029625	AMIN001256, AMIN001258	ASIC015634, ASIC015632	ASTEI20_045902	CQUJHB011728	LOC129796168
N0.HOG0001479	OG0001286	n0	AAEL010941	LOC109431437	ADIR001192	AFUN2_014437	AGAP029672, AGAP029671	AMIN002057	ASIC016947	ASTEI20_046079, ASTEI20_046017	CQUJHB014654	LOC129789014
N0.HOG0001480	OG0001287	n0	AAEL011032, AAEL011029	LOC109623370, LOC109623392	ADIR002063	AFUN2_010078, AFUN2_012522	AGAP010848	AMIN004465, AMIN004466	ASIC022173	ASTEI20_045173	CQUJHB017594	
N0.HOG0001481	OG0001288	n0	AAEL011150	LOC109404970	ADIR003383	AFUN2_013388	AGAP003899	AMIN000261	ASIC002152	ASTEI20_037853, ASTEI20_033120	CQUJHB000463, CQUJHB004855, CQUJHB017025	LOC129797044
N0.HOG0001482	OG0001289	n0	AAEL011238	LOC115269772, LOC109404340	ADIR007589, ADIR014647	AFUN2_011475	AGAP006527	AMIN007842, AMIN014610	ASIC019507	ASTEI20_033797, ASTEI20_044446	CQUJHB012802	
N0.HOG0001483	OG0001290	n0	AAEL011239	LOC115253728, LOC115253648	ADIR007586	AFUN2_000644	AGAP006530, AGAP006529	AMIN007840	ASIC019514, ASIC019512	ASTEI20_031637	CQUJHB011896	LOC129787999
N0.HOG0001484	OG0001291	n0	AAEL011305, AAEL012635	LOC134287434, LOC115265489, LOC134287431, LOC115265793, LOC134288628, LOC134287432, LOC109412769, LOC109412656							CQUJHB005875, CQUJHB000518	LOC129791602
N0.HOG0001485	OG0001292	n0	AAEL011357	LOC109405109	ADIR011551, ADIR009838	AFUN2_001839, AFUN2_002795	AGAP000514	AMIN005261	ASIC018795	ASTEI20_038206, ASTEI20_045992	CQUJHB004373	LOC129789424
N0.HOG0001486	OG0001293	n0	AAEL011419, AAEL027486, AAEL011428	LOC109428987, LOC109428986	ADIR000490	AFUN2_007788	AGAP029265	AMIN009368	ASIC018104	ASTEI20_037544	CQUJHB009962	LOC129786935
N0.HOG0001487	OG0001294	n0	AAEL011458, AAEL013031	LOC109420767, LOC109420768	ADIR004242	AFUN2_004970	AGAP006931	AMIN007703	ASIC011749	ASTEI20_039396	CQUJHB011730, CQUJHB000828	LOC129791685
N0.HOG0001488	OG0001295	n0	AAEL025944, AAEL011475	LOC115253773	ADIR003026, ADIR003028	AFUN2_014663	AGAP001558	AMIN002451, AMIN002450	ASIC010510	ASTEI20_045894	CQUJHB008918	LOC129793962
N0.HOG0001489	OG0001296	n0	AAEL014842, AAEL011510	LOC115253446, LOC109417626	ADIR004212	AFUN2_000646	AGAP006962	AMIN001577, AMIN007728, AMIN007729	ASIC016817	ASTEI20_041214		LOC129794252
N0.HOG0001490	OG0001297	n0	AAEL011575	LOC115267280	ADIR005574, ADIR005573	AFUN2_005211	AGAP002264	AMIN000139, AMIN000140	ASIC014859, ASIC014848	ASTEI20_039168	CQUJHB018209	LOC129797220
N0.HOG0001491	OG0001298	n0	AAEL011632	LOC109418502	ADIR015709	AFUN2_009829	AGAP011458	AMIN009005	ASIC015500, ASIC009058, ASIC009716, ASIC011133	ASTEI20_032981	CQUJHB007683	LOC129797123
N0.HOG0001492	OG0001299	n0	AAEL011786	LOC109416152	ADIR003095	AFUN2_012464	AGAP028611	AMIN003736	ASIC008030, ASIC008029, ASIC008031	ASTEI20_044797	CQUJHB006418, CQUJHB014237	LOC129787722
N0.HOG0001493	OG0001300	n0	AAEL011941	LOC134287657, LOC115269315, LOC115258242	ADIR008350	AFUN2_006368	AGAP012561, AGAP003502	AMIN000893	ASIC003215	ASTEI20_035501	CQUJHB009670	LOC129797464
N0.HOG0001494	OG0001301	n0	AAEL011992	LOC109419050	ADIR005164	AFUN2_011043, AFUN2_001754	AGAP009825, AGAP009824	AMIN009551	ASIC017175, ASIC017176	ASTEI20_030945, ASTEI20_039379		LOC129796273
N0.HOG0001495	OG0001302	n0	AAEL011995	LOC134286327, LOC109409335, LOC115258647	ADIR009403	AFUN2_007370	AGAP009997	AMIN015933	ASIC008613	ASTEI20_031273	CQUJHB018342, CQUJHB001441	LOC129792444
N0.HOG0001496	OG0001303	n0	AAEL012107	LOC115254181	ADIR008748	AFUN2_003469	AGAP006098	AMIN009941	ASIC003991, ASIC005106, ASIC003104, ASIC005109	ASTEI20_041016	CQUJHB013080	LOC129797679
N0.HOG0001497	OG0001304	n0	AAEL012161, AAEL012162	LOC109423814, LOC109423816	ADIR003782	AFUN2_004540	AGAP005124	AMIN007286	ASIC014906	ASTEI20_038999	CQUJHB013488, CQUJHB016757	LOC129791772
N0.HOG0001498	OG0001305	n0	AAEL014916, AAEL012344	LOC134287947, LOC134285832	ADIR003454	AFUN2_005779	AGAP002872	AMIN003218	ASIC005672	ASTEI20_044825	CQUJHB014866, CQUJHB013275	LOC129786484
N0.HOG0001499	OG0001306	n0	AAEL012382	LOC109410908	ADIR003199	AFUN2_004028	AGAP003629	AMIN002798	ASIC006326, ASIC009808	ASTEI20_043155	CQUJHB006883	LOC129796126, LOC129796098, LOC129796104
N0.HOG0001500	OG0001307	n0	AAEL012472, AAEL027557	LOC109411157	ADIR004071	AFUN2_007329	AGAP010258	AMIN001134	ASIC013435	ASTEI20_037477	CQUJHB000868, CQUJHB013714	LOC129792399, LOC129791720
N0.HOG0001501	OG0001308	n0	AAEL012564, AAEL012565, AAEL012563	LOC109409757, LOC109432166, LOC109409762	ADIR016032	AFUN2_012457	AGAP006676	AMIN016081	ASIC015154	ASTEI20_031823	CQUJHB007838	
N0.HOG0001502	OG0001309	n0	AAEL019473, AAEL012613	LOC109412146	ADIR006498	AFUN2_004228	AGAP003174, AGAP003175	AMIN002761	ASIC016566, ASIC016677	ASTEI20_041047	CQUJHB008601	LOC129787408
N0.HOG0001503	OG0001310	n0	AAEL027050, AAEL012621	LOC109401653, LOC109423622	ADIR009043, ADIR009044	AFUN2_002253	AGAP004592	AMIN000010	ASIC014318	ASTEI20_032624	CQUJHB014571	LOC129787452
N0.HOG0001504	OG0001311	n0	AAEL012712	LOC115271017	ADIR011676	AFUN2_002437	AGAP000573		ASIC000579, ASIC000576, ASIC000580, ASIC000577	ASTEI20_032457	CQUJHB013473, CQUJHB016401, CQUJHB004886	
N0.HOG0001505	OG0001312	n0	AAEL013335	LOC134284789, LOC115253587, LOC109400069	ADIR008275	AFUN2_004321	AGAP003409	AMIN003868	ASIC011164	ASTEI20_037527	CQUJHB015646, CQUJHB004492	LOC129786821
N0.HOG0001506	OG0001313	n0	AAEL013405	LOC109415593	ADIR001372, ADIR001371	AFUN2_005496	AGAP000484	AMIN005226, AMIN005227	ASIC007704, ASIC007702	ASTEI20_043313	CQUJHB012662	LOC129787578
N0.HOG0001507	OG0001314	n0	AAEL013882	LOC109418486, LOC134290799	ADIR009746, ADIR009747	AFUN2_004662	AGAP010355	AMIN006550, AMIN006549	ASIC015902	ASTEI20_035855	CQUJHB000328	LOC129796344
N0.HOG0001508	OG0001315	n0	AAEL027503, AAEL023538, AAEL025158, AAEL024757, AAEL014089	LOC109410593	ADIR007216	AFUN2_006191	AGAP007498	AMIN010426	ASIC019802	ASTEI20_041233	CQUJHB006394	
N0.HOG0001509	OG0001316	n0	AAEL014125	LOC109415596	ADIR001369, ADIR001368	AFUN2_013742	AGAP000488	AMIN005229, AMIN005230	ASIC007698, ASIC007696	ASTEI20_041760	CQUJHB002261	LOC129787612
N0.HOG0001510	OG0001317	n0	AAEL014361	LOC109405223	ADIR004548	AFUN2_010486, AFUN2_004358	AGAP013161, AGAP002377	AMIN004677	ASIC011948, ASIC011949	ASTEI20_032953, ASTEI20_039009		LOC129787196
N0.HOG0001511	OG0001318	n0	AAEL023570, AAEL020504, AAEL014377	LOC109429474	ADIR002833	AFUN2_014427	AGAP003213	AMIN000664	ASIC021509, ASIC021508	ASTEI20_033878	CQUJHB015916	LOC129789533
N0.HOG0001512	OG0001319	n0	AAEL014441	LOC115253800	ADIR015823, ADIR015822	AFUN2_004973	AGAP003765	AMIN015856, AMIN015857	ASIC004320, ASIC004321	ASTEI20_036764	CQUJHB000073, CQUJHB006576	
N0.HOG0001513	OG0001320	n0	AAEL025755, AAEL020273, AAEL014443	LOC115264969, LOC134283947, LOC109400829, LOC115269935, LOC134285543, LOC109424774, LOC134285829, LOC134290785, LOC115264092, LOC134285545								
N0.HOG0001514	OG0001321	n0	AAEL014452	LOC109404943	ADIR006904	AFUN2_003093	AGAP005662	AMIN010169	ASIC012970	ASTEI20_031728, ASTEI20_044505	CQUJHB011715	LOC129793272, LOC129795294, LOC129791884
N0.HOG0001515	OG0001322	n0	AAEL014640	LOC109430816	ADIR001575	AFUN2_005280	AGAP005203	AMIN007360	ASIC019100, ASIC019089	ASTEI20_038075	CQUJHB003265, CQUJHB002842	LOC129792131, LOC129793391
N0.HOG0001516	OG0001323	n0	AAEL017572, AAEL014699	LOC109401483	ADIR009875	AFUN2_003675	AGAP001523	AMIN016282	ASIC010561, ASIC010560, ASIC013251	ASTEI20_045377	CQUJHB000193	LOC129785945
N0.HOG0001517	OG0001324	n0	AAEL027937, AAEL014744	LOC109405167	ADIR007367	AFUN2_005794, AFUN2_008440	AGAP006367, AGAP006611	AMIN007783	ASIC017342	ASTEI20_043409	CQUJHB001239	LOC129792952
N0.HOG0001518	OG0001325	n0	AAEL015079, AAEL015267, AAEL020714, AAEL015265	LOC109408945, LOC109408968, LOC109433597, LOC109431157		AFUN2_000468	AGAP000140			ASTEI20_045463	CQUJHB017024	LOC129794890
N0.HOG0001519	OG0001326	n0	AAEL015109	LOC109417777	ADIR005046, ADIR005047	AFUN2_007366	AGAP009000	AMIN009441, AMIN009442	ASIC012791, ASIC012792	ASTEI20_031232	CQUJHB012480	LOC129788057
N0.HOG0001520	OG0001327	n0	AAEL021791, AAEL015119	LOC109428554, LOC115256775	ADIR001059	AFUN2_009927	AGAP000047	AMIN002110	ASIC005247	ASTEI20_034219	CQUJHB000322	LOC129787207, LOC129788203
N0.HOG0001521	OG0001328	n0	AAEL028238, AAEL015150	LOC109417236, LOC109424745, LOC134288154	ADIR000872		AGAP013409		ASIC009680	ASTEI20_041917	CQUJHB008380, CQUJHB003930, CQUJHB018062, CQUJHB014431	
N0.HOG0001522	OG0001329	n0	AAEL018025, AAEL015313	LOC109399298, LOC109433350	ADIR010308	AFUN2_001677	AGAP002556	AMIN002565	ASIC020082	ASTEI20_038893, ASTEI20_032602	CQUJHB014297	LOC129787650
N0.HOG0001523	OG0001330	n0	AAEL017158		ADIR007926	AFUN2_006471	AGAP006143	AMIN010673	ASIC016697, ASIC016695, ASIC016696, ASIC016694, ASIC016698	ASTEI20_031051	CQUJHB020314, CQUJHB020393	
N0.HOG0001524	OG0001331	n0	AAEL017198	LOC109431357	ADIR011287, ADIR001183	AFUN2_011276	AGAP000952	AMIN009042, AMIN002026	ASIC005592	ASTEI20_032502, ASTEI20_036204	CQUJHB007949	LOC129790418
N0.HOG0001525	OG0001332	n0	AAEL017357, AAEL026428	LOC109429511	ADIR009946	AFUN2_008852	AGAP001296	AMIN002187	ASIC010529	ASTEI20_038793	CQUJHB008565, CQUJHB018036, CQUJHB005506	LOC129794793
N0.HOG0001526	OG0001333	n0	AAEL019858, AAEL018036	LOC109405215, LOC109400336	ADIR011582	AFUN2_007446	AGAP029620	AMIN007021	ASIC001185	ASTEI20_031383	CQUJHB006569, CQUJHB001421	LOC129786501
N0.HOG0001527	OG0001334	n1	AAEL018126	LOC109429898, LOC109418351	ADIR010200	AFUN2_013486	AGAP002649	AMIN003654	ASIC013994	ASTEI20_041251	CQUJHB006508	LOC129787387
N0.HOG0001528	OG0001334	n11							ASIC013993			LOC129787339
N0.HOG0001529	OG0001335	n0	AAEL018131	LOC109425652	ADIR007490, ADIR007491	AFUN2_013541	AGAP005962	AMIN010967, AMIN010968	ASIC015090, ASIC015089	ASTEI20_035142	CQUJHB010728	LOC129792520
N0.HOG0001530	OG0001336	n0	AAEL018149	LOC109622846	ADIR016049	AFUN2_005063, AFUN2_004916	AGAP006027, AGAP006026	AMIN010915	ASIC012930	ASTEI20_037664, ASTEI20_040121	CQUJHB008230	LOC129791812
N0.HOG0001531	OG0001337	n0	AAEL018161	LOC109398792	ADIR010550, ADIR010548	AFUN2_009786	AGAP001446	AMIN003261, AMIN003263	ASIC002367, ASIC002763	ASTEI20_031448	CQUJHB012843	LOC129788453
N0.HOG0001532	OG0001338	n0	AAEL018165	LOC109408443	ADIR010556, ADIR010558	AFUN2_007814	AGAP001344	AMIN000536, AMIN000534	ASIC008258, ASIC008254	ASTEI20_034924	CQUJHB001630	LOC129795569
N0.HOG0001533	OG0001339	n0	AAEL018211	LOC109411545	ADIR005797, ADIR005796	AFUN2_013660	AGAP029545	AMIN003119, AMIN003118	ASIC021414, ASIC021380	ASTEI20_037969	CQUJHB004028	LOC129797428
N0.HOG0001534	OG0001340	n0	AAEL018230	LOC115253815, LOC134284004	ADIR005153, ADIR005154	AFUN2_007504	AGAP009809	AMIN009541, AMIN009542	ASIC017191	ASTEI20_031806	CQUJHB004913	LOC129789911
N0.HOG0001535	OG0001341	n0	AAEL018298	LOC109409870	ADIR002164, ADIR002165	AFUN2_000643	AGAP029189	AMIN009181, AMIN009182	ASIC007904, ASIC007905	ASTEI20_033932	CQUJHB003700	LOC129794983
N0.HOG0001536	OG0001342	n0	AAEL019430	LOC109429299	ADIR006325, ADIR006323	AFUN2_007553	AGAP029542	AMIN006102	ASIC012603, ASIC012601, ASIC012604	ASTEI20_033836	CQUJHB008742	LOC129791318
N0.HOG0001537	OG0001343	n0	AAEL019439, AAEL019438	LOC109425390	ADIR003351	AFUN2_012098	AGAP003939	AMIN000295	ASIC020854, ASIC020856, ASIC020855	ASTEI20_035967	CQUJHB001026	LOC129788194
N0.HOG0001538	OG0001344	n0	AAEL019444	LOC109409584	ADIR003373, ADIR003371	AFUN2_012828	AGAP003914	AMIN000271, AMIN000272	ASIC002135, ASIC004261	ASTEI20_042158	CQUJHB018089	LOC129797436
N0.HOG0001539	OG0001345	n0	AAEL019446	LOC109397824	ADIR001284, ADIR001285	AFUN2_013079	AGAP000639	AMIN005721, AMIN005727, AMIN005728	ASIC015917	ASTEI20_039482	CQUJHB017357	LOC129790255
