HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N8.HOG0003335	OG0002042	n0				AFUN2_010121		AMIN005013				
N8.HOG0003336	OG0002043	n0				AFUN2_012585		AMIN010723				
N8.HOG0003337	OG0002044	n0				AFUN2_012791		AMIN002134				
N8.HOG0003338	OG0002045	n0				AFUN2_004535		AMIN005824				
N8.HOG0003339	OG0002046	n0				AFUN2_006398		AMIN008681				
N8.HOG0003340	OG0002047	n0				AFUN2_006752		AMIN016072				
N8.HOG0003341	OG0002048	n0				AFUN2_006967		AMIN008309				
N8.HOG0003342	OG0002049	n0				AFUN2_005410		AMIN008671				
N8.HOG0003343	OG0002050	n0				AFUN2_009262		AMIN007814, AMIN007813				
N8.HOG0003344	OG0002051	n0				AFUN2_005354		AMIN003126				
N8.HOG0003345	OG0002052	n0				AFUN2_013828		AMIN008508				
N8.HOG0003346	OG0002053	n0				AFUN2_003693		AMIN007810				
N8.HOG0003347	OG0002054	n0				AFUN2_012860		AMIN008924				
N8.HOG0003348	OG0002055	n0				AFUN2_003231		AMIN014085, AMIN000846				
N8.HOG0003349	OG0002056	n0				AFUN2_014228		AMIN004044				
N8.HOG0003350	OG0002057	n0				AFUN2_002996		AMIN000848				
N8.HOG0003351	OG0002058	n0				AFUN2_010573		AMIN000655				
N8.HOG0003352	OG0002059	n0				AFUN2_002833, AFUN2_008903		AMIN004816				
N8.HOG0003353	OG0002060	n0				AFUN2_010847		AMIN000849				
N8.HOG0003354	OG0002061	n0				AFUN2_003438		AMIN000654				
N8.HOG0003355	OG0002062	n0				AFUN2_005789		AMIN003590, AMIN003592				
N8.HOG0003356	OG0002063	n0				AFUN2_008172		AMIN000395				
N8.HOG0003357	OG0002064	n0				AFUN2_004758		AMIN008791				
N8.HOG0003358	OG0002065	n0				AFUN2_008049		AMIN009170				
N8.HOG0003359	OG0002066	n0				AFUN2_001388		AMIN009163				
N8.HOG0003360	OG0002067	n0				AFUN2_001308		AMIN003419				
N8.HOG0003361	OG0002068	n0				AFUN2_012360		AMIN003413				
N8.HOG0003362	OG0002069	n0				AFUN2_013536		AMIN009474				
N8.HOG0003363	OG0002070	n0				AFUN2_013693		AMIN004404				
N8.HOG0003364	OG0002071	n0				AFUN2_012681, AFUN2_000832						
N8.HOG0003365	OG0002072	n0				AFUN2_012665		AMIN004763				
N8.HOG0003366	OG0002073	n0				AFUN2_003920		AMIN007740				
N8.HOG0003367	OG0002074	n0				AFUN2_004349		AMIN007739				
N8.HOG0003368	OG0002075	n0				AFUN2_000462		AMIN007737				
N8.HOG0003369	OG0002076	n0				AFUN2_013726		AMIN007738				
N8.HOG0003370	OG0002077	n0				AFUN2_012898		AMIN008560				
N8.HOG0003371	OG0002078	n0				AFUN2_001878		AMIN003972				
N8.HOG0003372	OG0002079	n0				AFUN2_003274		AMIN003975				
N8.HOG0003373	OG0002080	n0				AFUN2_008661		AMIN003973				
N8.HOG0003374	OG0002081	n0				AFUN2_008613		AMIN004275				
N8.HOG0003375	OG0002082	n0				AFUN2_009457		AMIN009309				
N8.HOG0003376	OG0002083	n0				AFUN2_011982		AMIN008954				
N8.HOG0003377	OG0002084	n0				AFUN2_009919		AMIN003006				
N8.HOG0003378	OG0002085	n0				AFUN2_014707		AMIN011061				
N8.HOG0003379	OG0002086	n0				AFUN2_004782		AMIN008582				
N8.HOG0003380	OG0002087	n0				AFUN2_008086		AMIN008197				
N8.HOG0003381	OG0002088	n0				AFUN2_013562		AMIN001301				
N8.HOG0003382	OG0002089	n0				AFUN2_011182		AMIN001310				
N8.HOG0003383	OG0002090	n0				AFUN2_002895		AMIN004529				
N8.HOG0003384	OG0002091	n0				AFUN2_012309		AMIN011062				
N8.HOG0003385	OG0002092	n0				AFUN2_012593		AMIN008580				
N8.HOG0003386	OG0002093	n0				AFUN2_010593						
N8.HOG0003387	OG0002094	n0				AFUN2_009439		AMIN008340				
N8.HOG0003388	OG0002095	n0				AFUN2_003664		AMIN000347				
N8.HOG0003389	OG0002096	n5						AMIN011144				
N8.HOG0003390	OG0002096	n6				AFUN2_006371		AMIN011145				
N8.HOG0003391	OG0002097	n0				AFUN2_004551		AMIN011141				
N8.HOG0003392	OG0002098	n0				AFUN2_001646		AMIN003332				
N8.HOG0003393	OG0002099	n0				AFUN2_005052		AMIN003072				
N8.HOG0003394	OG0002100	n0				AFUN2_001835		AMIN003711				
N8.HOG0003395	OG0002101	n0				AFUN2_013257		AMIN003633				
N8.HOG0003396	OG0002102	n0				AFUN2_003594		AMIN003178				
N8.HOG0003397	OG0002103	n3				AFUN2_000747		AMIN005570				
N8.HOG0003398	OG0002104	n0				AFUN2_004925		AMIN006918				
N8.HOG0003399	OG0002105	n0				AFUN2_001694		AMIN009567				
N8.HOG0003400	OG0002106	n0				AFUN2_006735		AMIN001475				
N8.HOG0003401	OG0002107	n0				AFUN2_005676		AMIN001474				
N8.HOG0003402	OG0002108	n0				AFUN2_006645		AMIN015991				
N8.HOG0003403	OG0002109	n0				AFUN2_003026		AMIN011619				
N8.HOG0003404	OG0002110	n0				AFUN2_002017		AMIN001186				
N8.HOG0003405	OG0002111	n0				AFUN2_008490		AMIN009452				
N8.HOG0003406	OG0002112	n0				AFUN2_011695		AMIN005799				
N8.HOG0003407	OG0002113	n0				AFUN2_013602		AMIN001551				
N8.HOG0003408	OG0002114	n0				AFUN2_004586		AMIN009929				
N8.HOG0003409	OG0002115	n5				AFUN2_010808		AMIN011435				
N8.HOG0003410	OG0002115	n8						AMIN011436				
N8.HOG0003411	OG0002116	n0				AFUN2_007460		AMIN007541				
N8.HOG0003412	OG0002117	n0				AFUN2_010364		AMIN010906				
N8.HOG0003413	OG0002118	n0				AFUN2_012876		AMIN011643				
N8.HOG0003414	OG0002119	n0				AFUN2_013502		AMIN009961				
N8.HOG0003415	OG0002120	n0				AFUN2_006039		AMIN002109				
N8.HOG0003416	OG0002121	n6				AFUN2_011526						
N8.HOG0003417	OG0002122	n0				AFUN2_001151		AMIN006443				
N8.HOG0003418	OG0002123	n0				AFUN2_014471		AMIN010541				
N8.HOG0003419	OG0002124	n0				AFUN2_006552		AMIN007304				
N8.HOG0003420	OG0002125	n0				AFUN2_001078		AMIN009682				
N8.HOG0003421	OG0002126	n0				AFUN2_008421		AMIN007369				
N8.HOG0003422	OG0002127	n0				AFUN2_004444		AMIN007276				
N8.HOG0003423	OG0002128	n0				AFUN2_012370		AMIN010480				
N8.HOG0003424	OG0002129	n0				AFUN2_011024		AMIN010466				
N8.HOG0003425	OG0002130	n0				AFUN2_012589		AMIN010475				
N8.HOG0003426	OG0002131	n0				AFUN2_014816		AMIN010474				
N8.HOG0003427	OG0002132	n0				AFUN2_003743		AMIN010476				
N8.HOG0003428	OG0002133	n0				AFUN2_007327		AMIN010454				
N8.HOG0003429	OG0002134	n0				AFUN2_011988		AMIN005571				
N8.HOG0003430	OG0002135	n0				AFUN2_006753		AMIN001648				
N8.HOG0003431	OG0002136	n0				AFUN2_004462		AMIN005998				
N8.HOG0003432	OG0002137	n0				AFUN2_011716		AMIN006808				
N8.HOG0003433	OG0002138	n0				AFUN2_009006		AMIN007157				
N8.HOG0003434	OG0002139	n0				AFUN2_006243		AMIN005947				
N8.HOG0003435	OG0002140	n0				AFUN2_008983		AMIN001181				
N8.HOG0003436	OG0002141	n0				AFUN2_013816		AMIN005989				
N8.HOG0003437	OG0002142	n0				AFUN2_010701		AMIN001649				
N8.HOG0003438	OG0002143	n0				AFUN2_006388		AMIN008877				
N8.HOG0003439	OG0002144	n0				AFUN2_006782		AMIN008865				
N8.HOG0003440	OG0002145	n0				AFUN2_010331		AMIN008872				
N8.HOG0003441	OG0002146	n0				AFUN2_006521, AFUN2_004631		AMIN010223				
N8.HOG0003442	OG0002149	n0				AFUN2_012515		AMIN010343				
N8.HOG0003443	OG0002150	n0				AFUN2_000571		AMIN010211				
N8.HOG0003444	OG0002151	n0				AFUN2_013355		AMIN010258				
N8.HOG0003445	OG0002152	n0				AFUN2_008660		AMIN010216				
N8.HOG0003446	OG0002153	n0				AFUN2_004907		AMIN001367				
N8.HOG0003447	OG0002154	n0				AFUN2_006929		AMIN006403				
N8.HOG0003448	OG0002155	n0				AFUN2_003718		AMIN007610				
N8.HOG0003449	OG0002156	n0				AFUN2_009613		AMIN006042				
N8.HOG0003450	OG0002157	n0				AFUN2_013176		AMIN010929				
N8.HOG0003451	OG0002158	n0				AFUN2_000837		AMIN011547				
N8.HOG0003452	OG0002159	n0				AFUN2_013046		AMIN011542				
N8.HOG0003453	OG0002160	n0				AFUN2_010876		AMIN001568				
N8.HOG0003454	OG0002161	n0				AFUN2_002471		AMIN001351				
N8.HOG0003455	OG0002162	n0				AFUN2_006584		AMIN001569				
N8.HOG0003456	OG0002163	n0				AFUN2_011162		AMIN005940				
N8.HOG0003457	OG0002164	n0				AFUN2_005960		AMIN001347				
N8.HOG0003458	OG0002165	n0				AFUN2_000714		AMIN006362				
N8.HOG0003459	OG0002166	n0				AFUN2_001494		AMIN001180				
N8.HOG0003460	OG0002167	n0				AFUN2_005215		AMIN007218				
N8.HOG0003461	OG0002168	n0				AFUN2_002666		AMIN006366				
N8.HOG0003462	OG0002169	n0				AFUN2_001705		AMIN006364				
N8.HOG0003463	OG0002170	n0				AFUN2_012924		AMIN007220				
N8.HOG0003464	OG0002171	n0				AFUN2_003187		AMIN009559				
N8.HOG0003465	OG0002172	n0				AFUN2_011230		AMIN007219				
N8.HOG0003466	OG0002173	n0				AFUN2_013886		AMIN009690				
N8.HOG0003467	OG0002174	n0				AFUN2_007413		AMIN009428				
N8.HOG0003468	OG0002175	n0				AFUN2_010735		AMIN009691				
N8.HOG0003469	OG0002176	n0				AFUN2_003254		AMIN009699				
N8.HOG0003470	OG0002177	n0				AFUN2_002492		AMIN009066				
N8.HOG0003471	OG0002178	n0				AFUN2_011069		AMIN009064				
N8.HOG0003472	OG0002179	n0				AFUN2_013729		AMIN006223				
N8.HOG0003473	OG0002180	n0				AFUN2_006817		AMIN006207				
N8.HOG0003474	OG0002181	n0				AFUN2_005316		AMIN006227				
N8.HOG0003475	OG0002182	n0				AFUN2_010879		AMIN015600				
N8.HOG0003476	OG0002183	n0				AFUN2_002696		AMIN006189, AMIN001209				
N8.HOG0003477	OG0002184	n0				AFUN2_003880		AMIN003881				
N8.HOG0003478	OG0002185	n0				AFUN2_006920		AMIN004055				
N8.HOG0003479	OG0002186	n0				AFUN2_003349		AMIN003245				
N8.HOG0003480	OG0002187	n0				AFUN2_008491		AMIN015560				
N8.HOG0003481	OG0002188	n0				AFUN2_004365		AMIN015561				
N8.HOG0003482	OG0002189	n0				AFUN2_007320		AMIN005353				
N8.HOG0003483	OG0002190	n0				AFUN2_003578		AMIN001744				
N8.HOG0003484	OG0002191	n0				AFUN2_000966		AMIN006085				
N8.HOG0003485	OG0002192	n0				AFUN2_013609		AMIN001743				
N8.HOG0003486	OG0002193	n0				AFUN2_005861		AMIN009819				
N8.HOG0003487	OG0002194	n0				AFUN2_011152		AMIN007920				
N8.HOG0003488	OG0002195	n0				AFUN2_011826		AMIN010990				
N8.HOG0003489	OG0002196	n0				AFUN2_010120		AMIN007921				
N8.HOG0003490	OG0002197	n0				AFUN2_007596		AMIN008906				
N8.HOG0003491	OG0002198	n0				AFUN2_010752		AMIN009252				
N8.HOG0003492	OG0002199	n0				AFUN2_005884		AMIN009233				
N8.HOG0003493	OG0002200	n0				AFUN2_009296		AMIN011284				
N8.HOG0003494	OG0002201	n0				AFUN2_007928		AMIN007387				
N8.HOG0003495	OG0002202	n0				AFUN2_001681		AMIN007390				
N8.HOG0003496	OG0002203	n0				AFUN2_014402		AMIN007717				
N8.HOG0003497	OG0002204	n0				AFUN2_005868		AMIN002121				
N8.HOG0003498	OG0002205	n0				AFUN2_003887		AMIN011282				
N8.HOG0003499	OG0002206	n0				AFUN2_006443		AMIN007389				
N8.HOG0003500	OG0002207	n0				AFUN2_008386						
N8.HOG0003501	OG0002208	n0				AFUN2_013507		AMIN001518				
N8.HOG0003502	OG0002209	n0				AFUN2_000413		AMIN001540				
N8.HOG0003503	OG0002210	n0				AFUN2_011179		AMIN001593				
N8.HOG0003504	OG0002211	n0				AFUN2_000829		AMIN011063				
N8.HOG0003505	OG0002212	n0				AFUN2_012514		AMIN004772				
N8.HOG0003506	OG0002213	n0				AFUN2_003335		AMIN003786				
N8.HOG0003507	OG0002214	n0				AFUN2_005284		AMIN005748				
N8.HOG0003508	OG0002215	n0				AFUN2_008671		AMIN005125				
N8.HOG0003509	OG0002216	n0				AFUN2_002787		AMIN007316				
N8.HOG0003510	OG0002217	n0				AFUN2_011488		AMIN010651				
N8.HOG0003511	OG0002218	n0				AFUN2_010882		AMIN007166				
N8.HOG0003512	OG0002219	n0				AFUN2_013061		AMIN002016				
N8.HOG0003513	OG0002220	n0				AFUN2_012225		AMIN002637				
N8.HOG0003514	OG0002221	n0				AFUN2_008740		AMIN003449				
N8.HOG0003515	OG0002222	n0				AFUN2_005905		AMIN003447				
N8.HOG0003516	OG0002223	n0				AFUN2_003030		AMIN005031				
N8.HOG0003517	OG0002224	n0				AFUN2_010496		AMIN003688				
N8.HOG0003518	OG0002225	n0				AFUN2_010110						
N8.HOG0003519	OG0002226	n0				AFUN2_013045		AMIN004298				
N8.HOG0003520	OG0002227	n0				AFUN2_004378		AMIN004092				
N8.HOG0003521	OG0002228	n6				AFUN2_001719						
N8.HOG0003522	OG0002228	n8				AFUN2_003051						
N8.HOG0003523	OG0002229	n0				AFUN2_008871		AMIN006858				
N8.HOG0003524	OG0002230	n0				AFUN2_005716		AMIN001386				
N8.HOG0003525	OG0002231	n0				AFUN2_001882		AMIN001378				
N8.HOG0003526	OG0002232	n0				AFUN2_011407		AMIN000767				
N8.HOG0003527	OG0002233	n0				AFUN2_001263		AMIN010342				
N8.HOG0003528	OG0002234	n0				AFUN2_007424		AMIN010890				
N8.HOG0003529	OG0002235	n0				AFUN2_011873		AMIN004800				
N8.HOG0003530	OG0002236	n0				AFUN2_002742		AMIN003969				
N8.HOG0003531	OG0002237	n0				AFUN2_011203		AMIN002665				
N8.HOG0003532	OG0002238	n0				AFUN2_001877		AMIN000733				
N8.HOG0003533	OG0002239	n0				AFUN2_006182		AMIN000730				
N8.HOG0003534	OG0002240	n0				AFUN2_004592		AMIN000595				
N8.HOG0003535	OG0002241	n0				AFUN2_008568		AMIN003649				
N8.HOG0003536	OG0002242	n0				AFUN2_007352		AMIN004779				
N8.HOG0003537	OG0002243	n0				AFUN2_003338						
N8.HOG0003538	OG0002244	n0				AFUN2_013033		AMIN005615				
N8.HOG0003539	OG0002245	n0				AFUN2_002019		AMIN015556				
N8.HOG0003540	OG0002246	n0				AFUN2_005459		AMIN005616				
N8.HOG0003541	OG0002247	n0				AFUN2_005932		AMIN000771				
N8.HOG0003542	OG0002248	n0				AFUN2_004180		AMIN005444				
N8.HOG0003543	OG0002249	n0				AFUN2_009277		AMIN011286				
N8.HOG0003544	OG0002250	n0				AFUN2_009150		AMIN000926				
N8.HOG0003545	OG0002251	n0				AFUN2_002963		AMIN000925				
N8.HOG0003546	OG0002252	n0				AFUN2_012187		AMIN000927				
N8.HOG0003547	OG0002253	n0				AFUN2_013382		AMIN008807				
N8.HOG0003548	OG0002254	n0				AFUN2_006863		AMIN003253				
N8.HOG0003549	OG0002255	n0				AFUN2_013605						
N8.HOG0003550	OG0002256	n0				AFUN2_011591		AMIN003250, AMIN001938				
N8.HOG0003551	OG0002257	n0				AFUN2_014783		AMIN000803				
N8.HOG0003552	OG0002258	n0				AFUN2_011390		AMIN000287				
N8.HOG0003553	OG0002259	n0				AFUN2_013200		AMIN005547				
N8.HOG0003554	OG0002260	n0				AFUN2_000860		AMIN005145				
N8.HOG0003555	OG0002261	n0				AFUN2_005219		AMIN011048				
N8.HOG0003556	OG0002262	n0				AFUN2_004155		AMIN015961				
N8.HOG0003557	OG0002263	n0				AFUN2_008774		AMIN007954				
N8.HOG0003558	OG0002264	n0				AFUN2_010554		AMIN016037				
N8.HOG0003559	OG0002265	n0				AFUN2_008854		AMIN007386				
N8.HOG0003560	OG0002266	n0				AFUN2_014753, AFUN2_011028		AMIN005451				
N8.HOG0003561	OG0002267	n0				AFUN2_005146		AMIN010061				
N8.HOG0003562	OG0002268	n0				AFUN2_001639		AMIN001300				
N8.HOG0003563	OG0002269	n6				AFUN2_004946		AMIN001299				
N8.HOG0003564	OG0002270	n0				AFUN2_008101		AMIN008214				
N8.HOG0003565	OG0002271	n0				AFUN2_006491		AMIN001312				
N8.HOG0003566	OG0002272	n0				AFUN2_006110		AMIN001313				
N8.HOG0003567	OG0002273	n0				AFUN2_011537		AMIN004505				
N8.HOG0003568	OG0002274	n0				AFUN2_002904		AMIN007254				
N8.HOG0003569	OG0002275	n0				AFUN2_012320		AMIN003871				
N8.HOG0003570	OG0002276	n0				AFUN2_002288		AMIN007259				
N8.HOG0003571	OG0002277	n0				AFUN2_007291		AMIN003828				
N8.HOG0003572	OG0002278	n0				AFUN2_002292		AMIN003833				
N8.HOG0003573	OG0002279	n0				AFUN2_012280		AMIN003829				
N8.HOG0003574	OG0002280	n0				AFUN2_008259		AMIN016285				
N8.HOG0003575	OG0002281	n0				AFUN2_013087		AMIN003524				
N8.HOG0003576	OG0002282	n0				AFUN2_013994		AMIN010767				
N8.HOG0003577	OG0002283	n0				AFUN2_013050, AFUN2_008928		AMIN009591				
N8.HOG0003578	OG0002284	n0				AFUN2_000894		AMIN010760				
N8.HOG0003579	OG0002285	n0				AFUN2_003434		AMIN001710				
N8.HOG0003580	OG0002286	n0				AFUN2_014185		AMIN009705				
N8.HOG0003581	OG0002287	n0				AFUN2_012983		AMIN009707				
N8.HOG0003582	OG0002288	n0				AFUN2_008123		AMIN009706				
N8.HOG0003583	OG0002289	n0				AFUN2_002623		AMIN010780				
N8.HOG0003584	OG0002290	n0				AFUN2_006870		AMIN010769				
N8.HOG0003585	OG0002291	n0				AFUN2_001834		AMIN001027				
N8.HOG0003586	OG0002292	n6				AFUN2_013802		AMIN009184				
N8.HOG0003587	OG0002293	n0				AFUN2_001575		AMIN007462				
N8.HOG0003588	OG0002294	n0				AFUN2_004962		AMIN006126				
N8.HOG0003589	OG0002295	n0				AFUN2_013961		AMIN006125				
N8.HOG0003590	OG0002296	n0				AFUN2_000557		AMIN006109				
N8.HOG0003591	OG0002297	n0				AFUN2_006651		AMIN005185				
N8.HOG0003592	OG0002298	n0				AFUN2_004561		AMIN000502				
N8.HOG0003593	OG0002299	n0				AFUN2_012079		AMIN000444				
N8.HOG0003594	OG0002300	n0				AFUN2_007228		AMIN000499				
N8.HOG0003595	OG0002301	n0				AFUN2_010702		AMIN000437				
N8.HOG0003596	OG0002302	n0				AFUN2_012785		AMIN003674				
N8.HOG0003597	OG0002304	n0				AFUN2_006715		AMIN004350				
N8.HOG0003598	OG0002305	n0				AFUN2_009685		AMIN006523				
N8.HOG0003599	OG0002306	n0				AFUN2_011364		AMIN015970				
N8.HOG0003600	OG0002307	n0				AFUN2_011618		AMIN008616				
N8.HOG0003601	OG0002308	n0				AFUN2_003614		AMIN010484				
N8.HOG0003602	OG0002309	n0				AFUN2_011658		AMIN010206				
N8.HOG0003603	OG0002310	n0				AFUN2_009606		AMIN008098				
N8.HOG0003604	OG0002311	n0				AFUN2_012906		AMIN003423				
N8.HOG0003605	OG0002312	n0				AFUN2_011557		AMIN007981				
N8.HOG0003606	OG0002313	n0				AFUN2_014403		AMIN008258				
N8.HOG0003607	OG0002314	n0				AFUN2_004280		AMIN001595				
N8.HOG0003608	OG0002315	n0				AFUN2_011435		AMIN008285				
N8.HOG0003609	OG0002316	n0				AFUN2_010147		AMIN008286				
N8.HOG0003610	OG0002317	n0				AFUN2_007524		AMIN001602				
N8.HOG0003611	OG0002318	n0				AFUN2_007398		AMIN006323				
N8.HOG0003612	OG0002319	n0				AFUN2_008395		AMIN001601				
N8.HOG0003613	OG0002320	n0				AFUN2_007830		AMIN001604				
N8.HOG0003614	OG0002321	n0				AFUN2_001679		AMIN000173				
N8.HOG0003615	OG0002322	n0				AFUN2_003579		AMIN000178				
N8.HOG0003616	OG0002323	n0				AFUN2_003202		AMIN007896				
N8.HOG0003617	OG0002325	n0				AFUN2_004674		AMIN003758				
N8.HOG0003618	OG0002326	n0				AFUN2_013348		AMIN002152				
N8.HOG0003619	OG0002327	n0				AFUN2_009824, AFUN2_001564						
N8.HOG0003620	OG0002328	n0				AFUN2_003287		AMIN006831				
N8.HOG0003621	OG0002329	n0				AFUN2_000420		AMIN002150				
N8.HOG0003622	OG0002330	n0				AFUN2_003817		AMIN007751				
N8.HOG0003623	OG0002331	n0				AFUN2_006319		AMIN004708				
N8.HOG0003624	OG0002332	n0				AFUN2_008937		AMIN003854				
N8.HOG0003625	OG0002333	n0				AFUN2_013199		AMIN004707				
N8.HOG0003626	OG0002334	n0				AFUN2_008270		AMIN004701				
N8.HOG0003627	OG0002335	n0				AFUN2_005187		AMIN004706				
N8.HOG0003628	OG0002336	n0				AFUN2_004857		AMIN004704				
N8.HOG0003629	OG0002337	n0				AFUN2_013229		AMIN005683				
N8.HOG0003630	OG0002338	n0				AFUN2_007181		AMIN007449				
N8.HOG0003631	OG0002339	n0				AFUN2_014538		AMIN009214				
N8.HOG0003632	OG0002340	n0				AFUN2_008044		AMIN000763				
N8.HOG0003633	OG0002341	n0				AFUN2_011752		AMIN000759				
N8.HOG0003634	OG0002342	n0				AFUN2_009989		AMIN003495				
N8.HOG0003635	OG0002343	n5				AFUN2_003195						
N8.HOG0003636	OG0002344	n0				AFUN2_004380		AMIN000787				
N8.HOG0003637	OG0002345	n0				AFUN2_000430		AMIN008242				
N8.HOG0003638	OG0002346	n0				AFUN2_004853		AMIN001538				
N8.HOG0003639	OG0002347	n0				AFUN2_001287		AMIN004340				
N8.HOG0003640	OG0002348	n0				AFUN2_003907		AMIN002918				
N8.HOG0003641	OG0002349	n0				AFUN2_001735		AMIN000669				
N8.HOG0003642	OG0002350	n0				AFUN2_014511		AMIN003148				
N8.HOG0003643	OG0002351	n0				AFUN2_010430		AMIN002910				
N8.HOG0003644	OG0002352	n0				AFUN2_013235		AMIN005560				
N8.HOG0003645	OG0002353	n0				AFUN2_008812		AMIN005674				
N8.HOG0003646	OG0002354	n0				AFUN2_011450		AMIN005717				
N8.HOG0003647	OG0002355	n0				AFUN2_007423		AMIN009352				
N8.HOG0003648	OG0002356	n0				AFUN2_009604		AMIN000660				
N8.HOG0003649	OG0002357	n0				AFUN2_002807		AMIN000144				
N8.HOG0003650	OG0002358	n0				AFUN2_012258		AMIN002453				
N8.HOG0003651	OG0002359	n0				AFUN2_014655		AMIN000659				
N8.HOG0003652	OG0002360	n0				AFUN2_005982		AMIN010883				
N8.HOG0003653	OG0002361	n0				AFUN2_011065		AMIN011562				
N8.HOG0003654	OG0002362	n0				AFUN2_009979		AMIN006285				
N8.HOG0003655	OG0002363	n0				AFUN2_012209		AMIN007232				
N8.HOG0003656	OG0002364	n0				AFUN2_002860		AMIN000970				
N8.HOG0003657	OG0002365	n0				AFUN2_010237		AMIN006281				
N8.HOG0003658	OG0002366	n0				AFUN2_008717		AMIN001361				
N8.HOG0003659	OG0002367	n0				AFUN2_001531		AMIN002328				
N8.HOG0003660	OG0002368	n0				AFUN2_011247		AMIN007196				
N8.HOG0003661	OG0002369	n0				AFUN2_003279		AMIN004958				
N8.HOG0003662	OG0002370	n0				AFUN2_011771		AMIN004973				
N8.HOG0003663	OG0002371	n0				AFUN2_006911		AMIN006894				
N8.HOG0003664	OG0002372	n0				AFUN2_007781		AMIN000871				
N8.HOG0003665	OG0002373	n0				AFUN2_001167		AMIN001296				
N8.HOG0003666	OG0002374	n0				AFUN2_002487		AMIN006649				
N8.HOG0003667	OG0002375	n0				AFUN2_010238		AMIN008418				
N8.HOG0003668	OG0002376	n0				AFUN2_013290		AMIN008190				
N8.HOG0003669	OG0002377	n0				AFUN2_013852		AMIN008431				
N8.HOG0003670	OG0002378	n0				AFUN2_004068		AMIN008419				
N8.HOG0003671	OG0002379	n0						AMIN008427				
N8.HOG0003672	OG0002380	n0				AFUN2_012687		AMIN008429				
N8.HOG0003673	OG0002381	n0				AFUN2_001211		AMIN008432				
N8.HOG0003674	OG0002382	n0				AFUN2_012088		AMIN007463				
N8.HOG0003675	OG0002383	n0				AFUN2_008366		AMIN000676				
N8.HOG0003676	OG0002384	n0				AFUN2_011491		AMIN003521				
N8.HOG0003677	OG0002385	n0				AFUN2_014252		AMIN016083				
N8.HOG0003678	OG0002386	n0				AFUN2_001044		AMIN001820				
N8.HOG0003679	OG0002387	n0				AFUN2_002475		AMIN001821				
N8.HOG0003680	OG0002388	n0				AFUN2_003970		AMIN015992				
N8.HOG0003681	OG0002389	n0				AFUN2_005503		AMIN001465				
N8.HOG0003682	OG0002390	n0				AFUN2_008329		AMIN004872				
N8.HOG0003683	OG0002391	n0				AFUN2_007801		AMIN000573				
N8.HOG0003684	OG0002392	n0				AFUN2_006003		AMIN004871				
N8.HOG0003685	OG0002393	n0				AFUN2_010070		AMIN007861				
N8.HOG0003686	OG0002395	n0				AFUN2_005575		AMIN002050				
N8.HOG0003687	OG0002396	n0				AFUN2_008489		AMIN002756				
N8.HOG0003688	OG0002397	n0				AFUN2_003672		AMIN007980				
N8.HOG0003689	OG0002398	n0				AFUN2_002259		AMIN003648				
N8.HOG0003690	OG0002399	n0				AFUN2_011216		AMIN002754				
N8.HOG0003691	OG0002400	n0				AFUN2_014226		AMIN002770				
N8.HOG0003692	OG0002401	n0				AFUN2_014245		AMIN001018				
N8.HOG0003693	OG0002402	n0				AFUN2_006071		AMIN001338				
N8.HOG0003694	OG0002403	n0				AFUN2_000520		AMIN001017				
N8.HOG0003695	OG0002404	n0				AFUN2_014424		AMIN015767				
N8.HOG0003696	OG0002405	n6						AMIN009562				
N8.HOG0003697	OG0002405	n7				AFUN2_009109		AMIN009561				
N8.HOG0003698	OG0002406	n0				AFUN2_011148		AMIN006618, AMIN006619				
N8.HOG0003699	OG0002407	n5						AMIN006624				
N8.HOG0003700	OG0002407	n7				AFUN2_003487						
N8.HOG0003701	OG0002408	n0				AFUN2_011583		AMIN006616				
N8.HOG0003702	OG0002409	n0				AFUN2_005962		AMIN001274				
N8.HOG0003703	OG0002410	n0				AFUN2_012490		AMIN001271				
N8.HOG0003704	OG0002411	n0				AFUN2_005672		AMIN001275, AMIN001276				
N8.HOG0003705	OG0002412	n0				AFUN2_013479		AMIN001273				
N8.HOG0003706	OG0002414	n0				AFUN2_010638		AMIN007795				
N8.HOG0003707	OG0002415	n0				AFUN2_002147		AMIN004924				
N8.HOG0003708	OG0002416	n0				AFUN2_005165		AMIN007661				
N8.HOG0003709	OG0002417	n0				AFUN2_007672		AMIN007936				
N8.HOG0003710	OG0002418	n0				AFUN2_009722		AMIN007669				
N8.HOG0003711	OG0002419	n0				AFUN2_007412		AMIN006678				
N8.HOG0003712	OG0002420	n0				AFUN2_004117		AMIN006673				
N8.HOG0003713	OG0002421	n0				AFUN2_001497		AMIN009244				
N8.HOG0003714	OG0002422	n0				AFUN2_013645		AMIN007188				
N8.HOG0003715	OG0002423	n0				AFUN2_001176		AMIN006756				
N8.HOG0003716	OG0002424	n0				AFUN2_007699		AMIN007184				
N8.HOG0003717	OG0002425	n0				AFUN2_001751		AMIN006095				
N8.HOG0003718	OG0002426	n0				AFUN2_013467		AMIN006759				
N8.HOG0003719	OG0002427	n0				AFUN2_000936		AMIN006521				
