HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N7.HOG0001136	OG0000367	n13				AFUN2_010540				ASTEI20_036592		
N7.HOG0001137	OG0000367	n17				AFUN2_012120				ASTEI20_039650		
N7.HOG0001138	OG0000367	n19				AFUN2_007287				ASTEI20_042176		
N7.HOG0001139	OG0000368	n0				AFUN2_009997		AMIN004899		ASTEI20_036695		
N7.HOG0001140	OG0000369	n5				AFUN2_005004		AMIN000991		ASTEI20_043082		
N7.HOG0001141	OG0000369	n17						AMIN000990				
N7.HOG0001142	OG0000369	n18						AMIN000995				
N7.HOG0001143	OG0000369	n19				AFUN2_000751				ASTEI20_035506		
N7.HOG0001144	OG0000370	n1						AMIN001702		ASTEI20_034666		
N7.HOG0001145	OG0000370	n10				AFUN2_014764		AMIN015641		ASTEI20_041792		
N7.HOG0001146	OG0000371	n4						AMIN007985		ASTEI20_032501		
N7.HOG0001147	OG0000371	n12						AMIN007986				
N7.HOG0001148	OG0000371	n16						AMIN007988				
N7.HOG0001149	OG0000372	n4				AFUN2_007569				ASTEI20_034288		
N7.HOG0001150	OG0000372	n13				AFUN2_011675				ASTEI20_042785		
N7.HOG0001151	OG0000376	n4								ASTEI20_040661, ASTEI20_035309		
N7.HOG0001152	OG0000376	n7								ASTEI20_045395, ASTEI20_031272, ASTEI20_038924, ASTEI20_038656, ASTEI20_032979, ASTEI20_037142		
N7.HOG0001153	OG0000376	n15						AMIN000001				
N7.HOG0001154	OG0000376	n18						AMIN001079, AMIN004547, AMIN006662				
N7.HOG0001155	OG0000377	n3				AFUN2_005166, AFUN2_001427, AFUN2_006583				ASTEI20_035557, ASTEI20_038368, ASTEI20_038361, ASTEI20_043182, ASTEI20_043604, ASTEI20_045016, ASTEI20_042356, ASTEI20_041555, ASTEI20_036535, ASTEI20_042348, ASTEI20_040793		
N7.HOG0001156	OG0000377	n17				AFUN2_013885				ASTEI20_044605, ASTEI20_039690, ASTEI20_040853		
N7.HOG0001157	OG0000378	n0				AFUN2_003972, AFUN2_011312, AFUN2_006867		AMIN011133, AMIN016045, AMIN016047		ASTEI20_042199		
N7.HOG0001158	OG0000379	n1				AFUN2_007006, AFUN2_011459, AFUN2_010700				ASTEI20_032650, ASTEI20_042035		
N7.HOG0001159	OG0000379	n18				AFUN2_002013						
N7.HOG0001160	OG0000379	n19				AFUN2_013099						
N7.HOG0001161	OG0000380	n3						AMIN015545		ASTEI20_040077		
N7.HOG0001162	OG0000380	n14						AMIN015546		ASTEI20_034008		
N7.HOG0001163	OG0000381	n4				AFUN2_014467		AMIN016125		ASTEI20_042707		
N7.HOG0001164	OG0000381	n12				AFUN2_004958		AMIN016124		ASTEI20_041656		
N7.HOG0001165	OG0000382	n1				AFUN2_001543		AMIN006598		ASTEI20_045571		
N7.HOG0001166	OG0000382	n11				AFUN2_000360		AMIN006597		ASTEI20_037496		
N7.HOG0001167	OG0000383	n1				AFUN2_014461		AMIN003564		ASTEI20_044278		
N7.HOG0001168	OG0000383	n10				AFUN2_011562		AMIN006915		ASTEI20_039308		
N7.HOG0001169	OG0000384	n5						AMIN007029				
N7.HOG0001170	OG0000384	n9				AFUN2_005469		AMIN007027		ASTEI20_036930		
N7.HOG0001171	OG0000384	n16								ASTEI20_043050		
N7.HOG0001172	OG0000384	n17				AFUN2_004787		AMIN007028		ASTEI20_033769		
N7.HOG0001173	OG0000386	n3						AMIN010945				
N7.HOG0001174	OG0000386	n6				AFUN2_009836						
N7.HOG0001175	OG0000386	n9				AFUN2_005608				ASTEI20_042802		
N7.HOG0001176	OG0000386	n12				AFUN2_013530						
N7.HOG0001177	OG0000387	n2				AFUN2_002844		AMIN011411		ASTEI20_040213		
N7.HOG0001178	OG0000387	n10				AFUN2_002100		AMIN010181		ASTEI20_032306, ASTEI20_045298, ASTEI20_044440		
N7.HOG0001179	OG0000388	n5						AMIN003526				
N7.HOG0001180	OG0000388	n7						AMIN003525		ASTEI20_042922		
N7.HOG0001181	OG0000389	n1				AFUN2_006060		AMIN010092		ASTEI20_037867		
N7.HOG0001182	OG0000389	n15				AFUN2_013929						
N7.HOG0001183	OG0000389	n17				AFUN2_012037				ASTEI20_043353		
N7.HOG0001184	OG0000390	n0								ASTEI20_036258		
N7.HOG0001185	OG0000391	n1				AFUN2_010979		AMIN004615		ASTEI20_045380		
N7.HOG0001186	OG0000391	n11				AFUN2_008664		AMIN006874		ASTEI20_040058		
N7.HOG0001187	OG0000392	n6				AFUN2_004442				ASTEI20_038467		
N7.HOG0001188	OG0000392	n8						AMIN016121				
N7.HOG0001189	OG0000392	n12						AMIN016119				
N7.HOG0001190	OG0000392	n15				AFUN2_005778		AMIN016120		ASTEI20_036830		
N7.HOG0001191	OG0000393	n4				AFUN2_012735		AMIN000709		ASTEI20_036525		
N7.HOG0001192	OG0000393	n11				AFUN2_002249		AMIN000710		ASTEI20_040256		
N7.HOG0001193	OG0000394	n2				AFUN2_009571		AMIN015659		ASTEI20_042711		
N7.HOG0001194	OG0000394	n10				AFUN2_007082		AMIN015658		ASTEI20_039755		
N7.HOG0001195	OG0000395	n1				AFUN2_009792		AMIN006779		ASTEI20_041652		
N7.HOG0001196	OG0000395	n10				AFUN2_002960		AMIN005116		ASTEI20_044570		
N7.HOG0001197	OG0000396	n2				AFUN2_004007		AMIN009642		ASTEI20_039659		
N7.HOG0001198	OG0000396	n10				AFUN2_012283		AMIN009640, AMIN009641		ASTEI20_041335		
N7.HOG0001199	OG0000397	n1				AFUN2_002237		AMIN009574		ASTEI20_045152		
N7.HOG0001200	OG0000397	n10				AFUN2_013451		AMIN000431		ASTEI20_032426		
N7.HOG0001201	OG0000398	n0				AFUN2_005442, AFUN2_013146		AMIN015525, AMIN010788		ASTEI20_040561, ASTEI20_037679		
N7.HOG0001202	OG0000399	n2				AFUN2_008626		AMIN011393		ASTEI20_035274		
N7.HOG0001203	OG0000399	n10				AFUN2_009920		AMIN007830		ASTEI20_039406		
N7.HOG0001204	OG0000400	n2				AFUN2_011008		AMIN007277		ASTEI20_038813		
N7.HOG0001205	OG0000400	n10				AFUN2_011164		AMIN010038		ASTEI20_043685		
N7.HOG0001206	OG0000401	n6				AFUN2_002956				ASTEI20_039363		
N7.HOG0001207	OG0000401	n7						AMIN003805		ASTEI20_033254		
N7.HOG0001208	OG0000401	n11				AFUN2_004353		AMIN008417		ASTEI20_033275		
N7.HOG0001209	OG0000402	n10				AFUN2_003222		AMIN005358		ASTEI20_035900		
N7.HOG0001210	OG0000402	n14				AFUN2_012219, AFUN2_012051, AFUN2_012833		AMIN007892				
N7.HOG0001211	OG0000403	n1				AFUN2_012035		AMIN005734		ASTEI20_044273		
N7.HOG0001212	OG0000403	n11				AFUN2_003128		AMIN015648		ASTEI20_032491		
N7.HOG0001213	OG0000404	n3				AFUN2_003801		AMIN001303		ASTEI20_039827, ASTEI20_031382		
N7.HOG0001214	OG0000404	n11				AFUN2_012718		AMIN001304		ASTEI20_035181, ASTEI20_045422		
N7.HOG0001215	OG0000405	n11				AFUN2_013432		AMIN016076				
N7.HOG0001216	OG0000405	n15				AFUN2_010896		AMIN016073		ASTEI20_031554		
N7.HOG0001217	OG0000406	n1								ASTEI20_034196		
N7.HOG0001218	OG0000406	n9				AFUN2_001556		AMIN003952				
N7.HOG0001219	OG0000406	n13				AFUN2_007375		AMIN003382				
N7.HOG0001220	OG0000406	n16				AFUN2_014336		AMIN008549		ASTEI20_031390		
N7.HOG0001221	OG0000407	n2				AFUN2_012902		AMIN008277		ASTEI20_032342		
N7.HOG0001222	OG0000407	n11				AFUN2_004980		AMIN009328		ASTEI20_032350		
N7.HOG0001223	OG0000408	n3				AFUN2_002945		AMIN007332		ASTEI20_040195		
N7.HOG0001224	OG0000408	n12				AFUN2_009625		AMIN007333		ASTEI20_032859		
N7.HOG0001225	OG0000409	n7				AFUN2_001720		AMIN001360		ASTEI20_041637		
N7.HOG0001226	OG0000409	n11						AMIN001358				
N7.HOG0001227	OG0000409	n13				AFUN2_011673		AMIN001359		ASTEI20_041911		
N7.HOG0001228	OG0000410	n0						AMIN002933		ASTEI20_034967		
N7.HOG0001229	OG0000411	n4						AMIN016275		ASTEI20_037209		
N7.HOG0001230	OG0000411	n7				AFUN2_014669		AMIN016274		ASTEI20_043829		
N7.HOG0001231	OG0000411	n13				AFUN2_011779		AMIN016278		ASTEI20_033479		
N7.HOG0001232	OG0000412	n11				AFUN2_007595		AMIN005383				
N7.HOG0001233	OG0000412	n14						AMIN005384				
N7.HOG0001234	OG0000413	n9				AFUN2_004473		AMIN010118		ASTEI20_032324		
N7.HOG0001235	OG0000413	n16				AFUN2_000795		AMIN010119				
N7.HOG0001236	OG0000414	n7						AMIN005852				
N7.HOG0001237	OG0000414	n9						AMIN005894				
N7.HOG0001238	OG0000414	n13				AFUN2_008931				ASTEI20_043791		
N7.HOG0001239	OG0000416	n2				AFUN2_005309		AMIN010661		ASTEI20_039581		
N7.HOG0001240	OG0000416	n13						AMIN011205				
N7.HOG0001241	OG0000417	n1				AFUN2_013957		AMIN003479		ASTEI20_041261		
N7.HOG0001242	OG0000417	n10				AFUN2_009488		AMIN004992		ASTEI20_032812		
N7.HOG0001243	OG0000419	n7								ASTEI20_043948, ASTEI20_038776, ASTEI20_040277, ASTEI20_035435, ASTEI20_044513, ASTEI20_043339, ASTEI20_039089, ASTEI20_035145, ASTEI20_037785		
N7.HOG0001244	OG0000419	n17						AMIN005868		ASTEI20_035395		
N7.HOG0001245	OG0000421	n4				AFUN2_001964, AFUN2_008577		AMIN003299		ASTEI20_032156		
N7.HOG0001246	OG0000421	n13				AFUN2_012291						
N7.HOG0001247	OG0000422	n9				AFUN2_008785						
N7.HOG0001248	OG0000422	n10				AFUN2_010162, AFUN2_001696, AFUN2_009298				ASTEI20_031021		
N7.HOG0001249	OG0000422	n18				AFUN2_013353						
N7.HOG0001250	OG0000422	n19						AMIN005879				
N7.HOG0001251	OG0000423	n0								ASTEI20_036435		
N7.HOG0001252	OG0000424	n8				AFUN2_011824, AFUN2_007173		AMIN005584		ASTEI20_038717		
N7.HOG0001253	OG0000424	n12								ASTEI20_032509, ASTEI20_034987, ASTEI20_034211		
N7.HOG0001254	OG0000424	n19								ASTEI20_033168		
N7.HOG0001255	OG0000425	n0				AFUN2_013867, AFUN2_004739		AMIN009294		ASTEI20_031281, ASTEI20_034541, ASTEI20_044826, ASTEI20_030869, ASTEI20_039457, ASTEI20_031276		
N7.HOG0001256	OG0000428	n12				AFUN2_007875				ASTEI20_034733		
N7.HOG0001257	OG0000428	n13				AFUN2_010653		AMIN015596		ASTEI20_034682		
N7.HOG0001258	OG0000428	n15				AFUN2_002316		AMIN015597		ASTEI20_039888		
N7.HOG0001259	OG0000429	n2				AFUN2_011609, AFUN2_005488				ASTEI20_041693		
N7.HOG0001260	OG0000429	n13								ASTEI20_045721		
N7.HOG0001261	OG0000429	n14				AFUN2_013377				ASTEI20_036604		
N7.HOG0001262	OG0000430	n2				AFUN2_002516		AMIN015929		ASTEI20_036782, ASTEI20_031340		
N7.HOG0001263	OG0000430	n11						AMIN006466		ASTEI20_036151		
N7.HOG0001264	OG0000431	n8						AMIN002817				
N7.HOG0001265	OG0000431	n10				AFUN2_006452				ASTEI20_041567		
N7.HOG0001266	OG0000431	n12				AFUN2_002969				ASTEI20_040731		
N7.HOG0001267	OG0000431	n14								ASTEI20_039144		
N7.HOG0001268	OG0000432	n2				AFUN2_000534		AMIN006725		ASTEI20_040747		
N7.HOG0001269	OG0000432	n11				AFUN2_010832		AMIN001567		ASTEI20_034760		
N7.HOG0001270	OG0000433	n2				AFUN2_004130		AMIN002730		ASTEI20_040644		
N7.HOG0001271	OG0000433	n10				AFUN2_001141		AMIN002729		ASTEI20_035859, ASTEI20_033052		
N7.HOG0001272	OG0000434	n1				AFUN2_003060, AFUN2_014225		AMIN008047		ASTEI20_045054		
N7.HOG0001273	OG0000435	n2				AFUN2_003456		AMIN009195		ASTEI20_038293		
N7.HOG0001274	OG0000436	n0				AFUN2_009601				ASTEI20_038031		
N7.HOG0001275	OG0000437	n3								ASTEI20_041490		
N7.HOG0001276	OG0000437	n11								ASTEI20_033449		
N7.HOG0001277	OG0000438	n12						AMIN003139		ASTEI20_044491		
N7.HOG0001278	OG0000438	n15				AFUN2_004408		AMIN003137		ASTEI20_043518		
N7.HOG0001279	OG0000439	n1				AFUN2_012835		AMIN006296		ASTEI20_043990		
N7.HOG0001280	OG0000439	n11				AFUN2_012281		AMIN006294		ASTEI20_037600		
N7.HOG0001281	OG0000440	n4						AMIN004661				
N7.HOG0001282	OG0000440	n9				AFUN2_007200		AMIN004662		ASTEI20_032323		
N7.HOG0001283	OG0000441	n5				AFUN2_003884		AMIN007959		ASTEI20_042306		
N7.HOG0001284	OG0000441	n14				AFUN2_007339		AMIN002140		ASTEI20_036184		
N7.HOG0001285	OG0000442	n2				AFUN2_005498, AFUN2_013332		AMIN009238		ASTEI20_040702		
N7.HOG0001286	OG0000442	n11						AMIN009239				
N7.HOG0001287	OG0000442	n12				AFUN2_009889		AMIN009240		ASTEI20_040317		
N7.HOG0001288	OG0000443	n2				AFUN2_001914		AMIN004723		ASTEI20_033330		
N7.HOG0001289	OG0000443	n11				AFUN2_011734		AMIN007767		ASTEI20_045939		
N7.HOG0001290	OG0000445	n1				AFUN2_002989		AMIN008996		ASTEI20_041326		
N7.HOG0001291	OG0000445	n9				AFUN2_010049		AMIN008997		ASTEI20_044012		
N7.HOG0001292	OG0000446	n3				AFUN2_011911				ASTEI20_044752		
N7.HOG0001293	OG0000446	n12				AFUN2_006522				ASTEI20_045914		
N7.HOG0001294	OG0000447	n2				AFUN2_001883		AMIN015485		ASTEI20_035921, ASTEI20_036895		
N7.HOG0001295	OG0000447	n11				AFUN2_014649		AMIN015486		ASTEI20_045843		
N7.HOG0001296	OG0000448	n1				AFUN2_003874		AMIN010314		ASTEI20_039131		
N7.HOG0001297	OG0000448	n10				AFUN2_004004		AMIN000368		ASTEI20_035453		
N7.HOG0001298	OG0000449	n1				AFUN2_002880		AMIN005171		ASTEI20_042529		
N7.HOG0001299	OG0000449	n10				AFUN2_008727		AMIN006588		ASTEI20_044910		
N7.HOG0001300	OG0000450	n1				AFUN2_007488		AMIN009737		ASTEI20_035678		
N7.HOG0001301	OG0000450	n10				AFUN2_012925		AMIN016018		ASTEI20_038473		
N7.HOG0001302	OG0000451	n4						AMIN002070				
N7.HOG0001303	OG0000451	n8						AMIN002072		ASTEI20_036851		
N7.HOG0001304	OG0000451	n14				AFUN2_010410				ASTEI20_040244		
N7.HOG0001305	OG0000452	n0				AFUN2_003619		AMIN015851		ASTEI20_032646		
N7.HOG0001306	OG0000453	n2				AFUN2_004614		AMIN008351		ASTEI20_038848		
N7.HOG0001307	OG0000453	n11				AFUN2_014643		AMIN006656		ASTEI20_040673		
N7.HOG0001308	OG0000453	n18				AFUN2_011555						
N7.HOG0001309	OG0000454	n0				AFUN2_005107		AMIN001771		ASTEI20_040653		
N7.HOG0001310	OG0000455	n1				AFUN2_011604		AMIN010071		ASTEI20_043217		
N7.HOG0001311	OG0000455	n10				AFUN2_001958		AMIN008404		ASTEI20_034510		
N7.HOG0001312	OG0000456	n2						AMIN009407				
N7.HOG0001313	OG0000456	n5				AFUN2_007145		AMIN010925		ASTEI20_042221		
N7.HOG0001314	OG0000456	n13				AFUN2_004475				ASTEI20_044668		
N7.HOG0001315	OG0000457	n1				AFUN2_011980		AMIN003469		ASTEI20_036516		
N7.HOG0001316	OG0000457	n10				AFUN2_009119		AMIN003467		ASTEI20_039941		
N7.HOG0001317	OG0000458	n2				AFUN2_004230		AMIN001697		ASTEI20_041659		
N7.HOG0001318	OG0000458	n9				AFUN2_000418		AMIN001694		ASTEI20_046062		
N7.HOG0001319	OG0000458	n13				AFUN2_007249		AMIN001693		ASTEI20_030965		
N7.HOG0001320	OG0000459	n0						AMIN002343		ASTEI20_038648		
N7.HOG0001321	OG0000460	n2				AFUN2_014011				ASTEI20_036157		
N7.HOG0001322	OG0000460	n9				AFUN2_002000		AMIN004000		ASTEI20_036197		
N7.HOG0001323	OG0000460	n14						AMIN003998				
N7.HOG0001324	OG0000461	n4				AFUN2_008978		AMIN005596		ASTEI20_045433		
N7.HOG0001325	OG0000461	n12				AFUN2_008827		AMIN005597		ASTEI20_035860		
N7.HOG0001326	OG0000462	n1				AFUN2_003865		AMIN008302		ASTEI20_036809		
N7.HOG0001327	OG0000462	n10						AMIN008300				
N7.HOG0001328	OG0000462	n14				AFUN2_008786				ASTEI20_037502		
N7.HOG0001329	OG0000462	n16				AFUN2_007071		AMIN008301		ASTEI20_042379		
N7.HOG0001330	OG0000463	n0						AMIN014125		ASTEI20_035779, ASTEI20_044901, ASTEI20_041629, ASTEI20_036724, ASTEI20_033904, ASTEI20_041237, ASTEI20_031922, ASTEI20_042539, ASTEI20_034696, ASTEI20_032344, ASTEI20_035753, ASTEI20_043136, ASTEI20_039325, ASTEI20_032742		
N7.HOG0001331	OG0000464	n5				AFUN2_013582		AMIN010382		ASTEI20_044688, ASTEI20_036234		
N7.HOG0001332	OG0000464	n13				AFUN2_005765				ASTEI20_040750		
N7.HOG0001333	OG0000465	n10				AFUN2_002500		AMIN000102		ASTEI20_041528		
N7.HOG0001334	OG0000465	n15				AFUN2_013706		AMIN005739		ASTEI20_034169		
N7.HOG0001335	OG0000466	n8				AFUN2_000811				ASTEI20_038266		
N7.HOG0001336	OG0000466	n9				AFUN2_008377				ASTEI20_039358		
N7.HOG0001337	OG0000466	n12				AFUN2_004023		AMIN006890		ASTEI20_045228		
N7.HOG0001338	OG0000470	n1				AFUN2_005172						
N7.HOG0001339	OG0000470	n2				AFUN2_012057, AFUN2_012844, AFUN2_003439, AFUN2_008276, AFUN2_008083, AFUN2_006641, AFUN2_009259, AFUN2_005294, AFUN2_012599, AFUN2_006378, AFUN2_007702, AFUN2_008693, AFUN2_008687, AFUN2_014231, AFUN2_009361, AFUN2_004499						
N7.HOG0001340	OG0000471	n3						AMIN004399		ASTEI20_032062		
N7.HOG0001341	OG0000471	n8				AFUN2_007684		AMIN004410		ASTEI20_031025		
N7.HOG0001342	OG0000471	n12						AMIN004408				
N7.HOG0001343	OG0000471	n15						AMIN004400				
N7.HOG0001344	OG0000471	n17						AMIN004409				
N7.HOG0001345	OG0000472	n3				AFUN2_007825, AFUN2_008027		AMIN009159		ASTEI20_045749, ASTEI20_032817		
N7.HOG0001346	OG0000472	n14				AFUN2_010284		AMIN009158		ASTEI20_041250		
N7.HOG0001347	OG0000473	n4				AFUN2_008466		AMIN016002		ASTEI20_032671		
N7.HOG0001348	OG0000473	n7				AFUN2_010137		AMIN016001		ASTEI20_045748		
N7.HOG0001349	OG0000473	n14						AMIN007008				
N7.HOG0001350	OG0000473	n15				AFUN2_004064		AMIN015997				
N7.HOG0001351	OG0000476	n3						AMIN015548				
N7.HOG0001352	OG0000476	n9				AFUN2_013824		AMIN015549				
N7.HOG0001353	OG0000477	n1				AFUN2_014550		AMIN015736		ASTEI20_034459		
N7.HOG0001354	OG0000477	n9				AFUN2_013649		AMIN015796		ASTEI20_031328		
N7.HOG0001355	OG0000478	n1				AFUN2_003137		AMIN006764		ASTEI20_042435		
N7.HOG0001356	OG0000478	n9				AFUN2_003770		AMIN006763		ASTEI20_043336		
N7.HOG0001357	OG0000479	n4				AFUN2_009181		AMIN003190		ASTEI20_036926		
N7.HOG0001358	OG0000479	n9				AFUN2_007197		AMIN003192		ASTEI20_033540		
N7.HOG0001359	OG0000480	n7				AFUN2_006549				ASTEI20_044004		
N7.HOG0001360	OG0000480	n9				AFUN2_000707				ASTEI20_033719, ASTEI20_043012		
N7.HOG0001361	OG0000481	n2				AFUN2_004506		AMIN015941		ASTEI20_038127		
N7.HOG0001362	OG0000481	n10				AFUN2_007832		AMIN015942		ASTEI20_034254		
N7.HOG0001363	OG0000482	n2				AFUN2_014001		AMIN015815		ASTEI20_040294		
N7.HOG0001364	OG0000482	n10				AFUN2_007154		AMIN015813		ASTEI20_035220		
N7.HOG0001365	OG0000483	n0				AFUN2_008514				ASTEI20_046009		
N7.HOG0001366	OG0000484	n2				AFUN2_011350		AMIN007230		ASTEI20_039134		
N7.HOG0001367	OG0000484	n10				AFUN2_006435		AMIN015926		ASTEI20_032451		
N7.HOG0001368	OG0000485	n2				AFUN2_007072				ASTEI20_037768		
N7.HOG0001369	OG0000485	n9				AFUN2_007860		AMIN006211		ASTEI20_041653		
N7.HOG0001370	OG0000486	n2				AFUN2_005660		AMIN008726		ASTEI20_032382		
N7.HOG0001371	OG0000486	n10				AFUN2_008037		AMIN002294		ASTEI20_042498		
N7.HOG0001372	OG0000487	n2				AFUN2_003553		AMIN009827		ASTEI20_042028		
N7.HOG0001373	OG0000487	n10				AFUN2_001956		AMIN005361		ASTEI20_039840		
N7.HOG0001374	OG0000488	n9				AFUN2_003041						
N7.HOG0001375	OG0000488	n12				AFUN2_006935				ASTEI20_038299		
N7.HOG0001376	OG0000488	n15				AFUN2_008414				ASTEI20_042656		
N7.HOG0001377	OG0000489	n2				AFUN2_013313		AMIN005535		ASTEI20_041468		
N7.HOG0001378	OG0000489	n10				AFUN2_014776		AMIN005536		ASTEI20_042784		
N7.HOG0001379	OG0000490	n11				AFUN2_001904		AMIN008273				
N7.HOG0001380	OG0000490	n13				AFUN2_012456				ASTEI20_040243		
N7.HOG0001381	OG0000490	n14						AMIN008250		ASTEI20_035796		
N7.HOG0001382	OG0000491	n2				AFUN2_009342		AMIN016162		ASTEI20_036635		
N7.HOG0001383	OG0000491	n9				AFUN2_012165		AMIN003650		ASTEI20_039466		
N7.HOG0001384	OG0000492	n2				AFUN2_000913		AMIN005529		ASTEI20_035871		
N7.HOG0001385	OG0000492	n10				AFUN2_012708		AMIN015489		ASTEI20_045934		
N7.HOG0001386	OG0000493	n10				AFUN2_009774		AMIN003675		ASTEI20_040939		
N7.HOG0001387	OG0000493	n14				AFUN2_014180		AMIN003676		ASTEI20_042234		
N7.HOG0001388	OG0000494	n1				AFUN2_011840		AMIN008619		ASTEI20_033870		
N7.HOG0001389	OG0000494	n9				AFUN2_000438				ASTEI20_032431		
N7.HOG0001390	OG0000495	n2				AFUN2_006380				ASTEI20_035282		
N7.HOG0001391	OG0000495	n10						AMIN007154				
N7.HOG0001392	OG0000495	n12								ASTEI20_032883		
N7.HOG0001393	OG0000495	n13				AFUN2_009440				ASTEI20_037893		
N7.HOG0001394	OG0000496	n7				AFUN2_001451		AMIN016233				
N7.HOG0001395	OG0000496	n13				AFUN2_001022		AMIN016234		ASTEI20_040779		
N7.HOG0001396	OG0000497	n2				AFUN2_003360		AMIN003979		ASTEI20_045382		
N7.HOG0001397	OG0000497	n9				AFUN2_008537		AMIN016070		ASTEI20_037285		
N7.HOG0001398	OG0000498	n4				AFUN2_000900				ASTEI20_035903		
N7.HOG0001399	OG0000498	n11				AFUN2_006893				ASTEI20_041832		
N7.HOG0001400	OG0000499	n2				AFUN2_002816		AMIN010059		ASTEI20_045587		
N7.HOG0001401	OG0000499	n11				AFUN2_014000				ASTEI20_044209		
N7.HOG0001402	OG0000500	n2				AFUN2_003408		AMIN005698		ASTEI20_041628		
N7.HOG0001403	OG0000500	n10				AFUN2_005559		AMIN011003		ASTEI20_038055		
N7.HOG0001404	OG0000501	n0				AFUN2_014285		AMIN006982		ASTEI20_043725		
N7.HOG0001405	OG0000502	n2				AFUN2_002108		AMIN015996		ASTEI20_041728		
N7.HOG0001406	OG0000502	n11				AFUN2_002588		AMIN007007		ASTEI20_038149		
N7.HOG0001407	OG0000502	n16				AFUN2_009386				ASTEI20_040241		
N7.HOG0001408	OG0000503	n0				AFUN2_008000		AMIN003517		ASTEI20_031803		
N7.HOG0001409	OG0000504	n2				AFUN2_010765		AMIN003505		ASTEI20_037781		
N7.HOG0001410	OG0000504	n11				AFUN2_005136		AMIN003013		ASTEI20_036455		
N7.HOG0001411	OG0000505	n0				AFUN2_008493		AMIN011215		ASTEI20_045172		
N7.HOG0001412	OG0000506	n2				AFUN2_002862		AMIN007882		ASTEI20_040117		
N7.HOG0001413	OG0000506	n10				AFUN2_001311		AMIN008841		ASTEI20_033754		
N7.HOG0001414	OG0000507	n2				AFUN2_009605		AMIN009824		ASTEI20_041414		
N7.HOG0001415	OG0000507	n10				AFUN2_010453		AMIN002620		ASTEI20_041289		
N7.HOG0001416	OG0000508	n3				AFUN2_012458		AMIN011314		ASTEI20_043392		
N7.HOG0001417	OG0000508	n8				AFUN2_009192				ASTEI20_035349		
N7.HOG0001418	OG0000508	n11				AFUN2_001408		AMIN011311		ASTEI20_032410		
N7.HOG0001419	OG0000509	n2				AFUN2_011895		AMIN007998				
N7.HOG0001420	OG0000509	n4								ASTEI20_038831		
N7.HOG0001421	OG0000509	n11								ASTEI20_035801		
N7.HOG0001422	OG0000510	n2				AFUN2_003304		AMIN005108		ASTEI20_033762		
N7.HOG0001423	OG0000510	n10				AFUN2_006916		AMIN002964		ASTEI20_039972		
N7.HOG0001424	OG0000511	n0				AFUN2_001890, AFUN2_008232		AMIN008024, AMIN008023		ASTEI20_033393, ASTEI20_045020		
N7.HOG0001425	OG0000512	n1				AFUN2_003365		AMIN005370		ASTEI20_041881		
N7.HOG0001426	OG0000512	n9				AFUN2_004602		AMIN005371		ASTEI20_033648		
N7.HOG0001427	OG0000514	n2				AFUN2_011623		AMIN000976		ASTEI20_036623		
N7.HOG0001428	OG0000514	n10				AFUN2_009748		AMIN006790		ASTEI20_033991		
N7.HOG0001429	OG0000515	n2				AFUN2_007192		AMIN000903		ASTEI20_034553		
N7.HOG0001430	OG0000515	n10				AFUN2_000620		AMIN000905		ASTEI20_034276		
N7.HOG0001431	OG0000516	n3				AFUN2_004606		AMIN015782		ASTEI20_032940		
N7.HOG0001432	OG0000516	n10				AFUN2_002583		AMIN015783		ASTEI20_038444		
N7.HOG0001433	OG0000517	n5						AMIN004090				
N7.HOG0001434	OG0000517	n7						AMIN004091				
N7.HOG0001435	OG0000517	n10				AFUN2_007438				ASTEI20_040378		
N7.HOG0001436	OG0000518	n2				AFUN2_001532		AMIN010315		ASTEI20_033369		
N7.HOG0001437	OG0000518	n11				AFUN2_009562		AMIN010316		ASTEI20_032107		
N7.HOG0001438	OG0000519	n0						AMIN007982		ASTEI20_040559, ASTEI20_041085		
N7.HOG0001439	OG0000520	n1				AFUN2_008246		AMIN009633		ASTEI20_041641		
N7.HOG0001440	OG0000520	n10				AFUN2_002244, AFUN2_013959				ASTEI20_032992		
N7.HOG0001441	OG0000521	n1				AFUN2_006966		AMIN010473		ASTEI20_042416		
N7.HOG0001442	OG0000521	n10				AFUN2_008767		AMIN000859		ASTEI20_044133		
N7.HOG0001443	OG0000522	n2				AFUN2_012554		AMIN007265		ASTEI20_038428		
N7.HOG0001444	OG0000522	n10				AFUN2_011055		AMIN007262		ASTEI20_046044		
N7.HOG0001445	OG0000523	n1				AFUN2_007839		AMIN004760		ASTEI20_038482		
N7.HOG0001446	OG0000523	n11						AMIN004761				
N7.HOG0001447	OG0000523	n12				AFUN2_014119		AMIN004944				
N7.HOG0001448	OG0000524	n3				AFUN2_002285		AMIN010979		ASTEI20_042547		
N7.HOG0001449	OG0000524	n9				AFUN2_009357		AMIN010980		ASTEI20_038645		
N7.HOG0001450	OG0000525	n0				AFUN2_013124		AMIN010455		ASTEI20_045684		
N7.HOG0001451	OG0000526	n3				AFUN2_009936		AMIN005825		ASTEI20_035259		
N7.HOG0001452	OG0000526	n11				AFUN2_006765		AMIN001122		ASTEI20_040898		
