HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N3.HOG0001676	OG0000743	n2	AAEL022886	LOC109421916							CQUJHB016588	
N3.HOG0001677	OG0000743	n8	AAEL012332	LOC109432718							CQUJHB006615	
N3.HOG0001678	OG0000744	n1	AAEL022794	LOC109406520							CQUJHB011143	
N3.HOG0001679	OG0000744	n7	AAEL012392	LOC134285744, LOC109405464							CQUJHB007312	
N3.HOG0001680	OG0000745	n0	AAEL012703, AAEL018247, AAEL025252	LOC109430722, LOC115257484							CQUJHB013653, CQUJHB008040	
N3.HOG0001681	OG0000746	n0	AAEL012766, AAEL012772	LOC115267638, LOC115268656							CQUJHB002228, CQUJHB014336	
N3.HOG0001682	OG0000747	n0	AAEL013188	LOC134291558, LOC134292032							CQUJHB011434	
N3.HOG0001683	OG0000748	n4	AAEL013324	LOC109427008								
N3.HOG0001684	OG0000748	n9	AAEL026278	LOC109400207							CQUJHB001735	
N3.HOG0001685	OG0000749	n0	AAEL013653	LOC134284672, LOC109416871							CQUJHB005550	
N3.HOG0001686	OG0000750	n1									CQUJHB005230	
N3.HOG0001687	OG0000750	n5	AAEL013780	LOC109623155							CQUJHB005806, CQUJHB007371, CQUJHB003118	
N3.HOG0001688	OG0000751	n2									CQUJHB002459	
N3.HOG0001689	OG0000751	n6	AAEL013812	LOC134289711, LOC109431492							CQUJHB015038	
N3.HOG0001690	OG0000752	n0	AAEL013816	LOC109430087, LOC115256456							CQUJHB016429	
N3.HOG0001691	OG0000753	n0	AAEL015042	LOC109403630							CQUJHB014658	
N3.HOG0001692	OG0000754	n11	AAEL015147	LOC109400239							CQUJHB016456	
N3.HOG0001693	OG0000754	n13	AAEL017548	LOC109414274							CQUJHB000029	
N3.HOG0001694	OG0000755	n2	AAEL022578	LOC109430345							CQUJHB007154	
N3.HOG0001695	OG0000755	n8	AAEL015465	LOC134291770, LOC134290107, LOC109430348							CQUJHB007424, CQUJHB008656, CQUJHB005182, CQUJHB000701	
N3.HOG0001696	OG0000756	n0	AAEL017345	LOC134289725							CQUJHB014454	
N3.HOG0001697	OG0000757	n7	AAEL017398, AAEL021835	LOC109399842							CQUJHB015557	
N3.HOG0001698	OG0000757	n10	AAEL022723, AAEL025135	LOC115256995, LOC109399850							CQUJHB020315, CQUJHB017468	
N3.HOG0001699	OG0000758	n0	AAEL025003, AAEL017985, AAEL020425, AAEL027837, AAEL024190, AAEL027906, AAEL025968, AAEL025655, AAEL021075, AAEL025462, AAEL028032, AAEL020672	LOC115268843, LOC134292223, LOC134289855, LOC109417817								
N3.HOG0001700	OG0000759	n0	AAEL018109	LOC109416038							CQUJHB017188, CQUJHB006903, CQUJHB006745, CQUJHB011037, CQUJHB013420, CQUJHB009421, CQUJHB005999, CQUJHB016158, CQUJHB003553, CQUJHB000548, CQUJHB013823, CQUJHB000889, CQUJHB014077, CQUJHB001391	
N3.HOG0001701	OG0000760	n2	AAEL027698									
N3.HOG0001702	OG0000760	n4	AAEL018118	LOC109425998							CQUJHB018132	
N3.HOG0001703	OG0000761	n0	AAEL018153	LOC134288025, LOC109621325, LOC109414440							CQUJHB007727	
N3.HOG0001704	OG0000762	n0	AAEL018219	LOC109404958							CQUJHB005031	
N3.HOG0001705	OG0000763	n0	AAEL018699	LOC134284619, LOC109398403							CQUJHB005520	
N3.HOG0001706	OG0000764	n3	AAEL027367	LOC109429977								
N3.HOG0001707	OG0000764	n9	AAEL019463	LOC109429978							CQUJHB014559	
N3.HOG0001708	OG0000765	n0	AAEL019653, AAEL023118	LOC109418248							CQUJHB009073	
N3.HOG0001709	OG0000766	n0	AAEL019710	LOC109399236							CQUJHB000126	
N3.HOG0001710	OG0000767	n3	AAEL019756	LOC109427048							CQUJHB005296	
N3.HOG0001711	OG0000767	n5	AAEL019790	LOC109427049, LOC109623359							CQUJHB006962	
N3.HOG0001712	OG0000768	n0	AAEL023189, AAEL022753, AAEL025761, AAEL022604, AAEL027488, AAEL026887, AAEL025370, AAEL019971, AAEL027247, AAEL021500, AAEL025545	LOC134291023, LOC115270393, LOC115265836, LOC115258706, LOC109419636								
N3.HOG0001713	OG0000769	n0	AAEL020028	LOC109421901, LOC115267702							CQUJHB007872	
N3.HOG0001714	OG0000770	n4		LOC109428484								
N3.HOG0001715	OG0000770	n8	AAEL021100	LOC109412976, LOC109428530							CQUJHB005345	
N3.HOG0001716	OG0000771	n0	AAEL021365	LOC109415781							CQUJHB002883	
N3.HOG0001717	OG0000772	n4	AAEL025785	LOC109623124								
N3.HOG0001718	OG0000772	n8	AAEL021693									
N3.HOG0001719	OG0000773	n0	AAEL021717, AAEL023078	LOC115254013							CQUJHB015729	
N3.HOG0001720	OG0000774	n4	AAEL023488, AAEL027184	LOC109427045							CQUJHB005729	
N3.HOG0001721	OG0000774	n10	AAEL022459	LOC109426944								
N3.HOG0001722	OG0000775	n0	AAEL022876	LOC109622194							CQUJHB009556	
N3.HOG0001723	OG0000776	n3	AAEL022878	LOC109399555							CQUJHB007573	
N3.HOG0001724	OG0000776	n8		LOC109431991							CQUJHB001862	
N3.HOG0001725	OG0000777	n2	AAEL023286	LOC109414982								
N3.HOG0001726	OG0000777	n10									CQUJHB001730	
N3.HOG0001727	OG0000777	n12									CQUJHB013606	
N3.HOG0001728	OG0000778	n3	AAEL026159, AAEL023605	LOC115261554								
N3.HOG0001729	OG0000778	n10		LOC115261571							CQUJHB016942	
N3.HOG0001730	OG0000779	n0	AAEL023651	LOC109423124							CQUJHB000386	
N3.HOG0001731	OG0000780	n0		LOC115265503, LOC109408685, LOC134287882, LOC115256435, LOC109407714, LOC109401747, LOC109622914, LOC109432869, LOC115264414, LOC115257872, LOC134287768, LOC134284807, LOC115264417, LOC109419927, LOC115254960, LOC115260722								
N3.HOG0001732	OG0000781	n0		LOC115269414, LOC134286612, LOC134286919, LOC109404454, LOC134288188, LOC134290795, LOC134285361, LOC134289465, LOC134292213, LOC134284722, LOC134291796, LOC134290311, LOC115258713, LOC134290744, LOC134283936, LOC109403505								
N3.HOG0001733	OG0000782	n2		LOC134287861, LOC134284051, LOC134285796, LOC109403881								
N3.HOG0001734	OG0000782	n7		LOC134285819, LOC109404088, LOC134285808, LOC134285791, LOC134287842, LOC134284063								
N3.HOG0001735	OG0000782	n13		LOC109413376, LOC134287832, LOC109403919								
N3.HOG0001736	OG0000783	n0		LOC115254704, LOC115267346, LOC134289083, LOC115270311, LOC109405978, LOC134290620, LOC115269391, LOC134286259, LOC115267228, LOC134289361, LOC134284222, LOC134291110, LOC134286218, LOC134289850, LOC134290804							CQUJHB001413	
N3.HOG0001737	OG0000784	n0		LOC115261339, LOC109410592								
N3.HOG0001738	OG0000785	n0		LOC134286890, LOC134290047, LOC134290279, LOC134291974, LOC115268143, LOC134284616, LOC134290876, LOC134285648, LOC109411875, LOC134284617, LOC115259735, LOC134290913, LOC134288424, LOC134290431, LOC134290275								
N3.HOG0001739	OG0000786	n1									CQUJHB014302	
N3.HOG0001740	OG0000786	n7		LOC109430291							CQUJHB006686	
N3.HOG0001741	OG0000787	n1		LOC134288305, LOC134286170, LOC134290857, LOC115268100, LOC134291219, LOC134290858, LOC134286125								
N3.HOG0001742	OG0000787	n8		LOC134289795, LOC134288827, LOC134285061								
N3.HOG0001743	OG0000788	n0		LOC134289026, LOC134288322, LOC134288321, LOC134286244, LOC134286243, LOC134286061, LOC134289706, LOC134285243, LOC134291453, LOC134287210, LOC134285246, LOC134288123, LOC134285109, LOC134285938, LOC134291108, LOC134288422								
N3.HOG0001744	OG0000789	n0		LOC134290026, LOC134290534, LOC134286892, LOC134290660, LOC134292158, LOC134290850, LOC134290532, LOC134285116, LOC134286589, LOC134289847, LOC134290535, LOC134290027, LOC134291058, LOC134286568, LOC134290280								
N3.HOG0001745	OG0000790	n0		LOC134289963								
N3.HOG0001746	OG0000793	n0									CQUJHB002968	
N3.HOG0001747	OG0000794	n0									CQUJHB016266, CQUJHB016278, CQUJHB017081, CQUJHB018078, CQUJHB002820, CQUJHB001718, CQUJHB008076, CQUJHB002476	
N3.HOG0001748	OG0000798	n1	AAEL010001, AAEL010010, AAEL010006, AAEL026692, AAEL000122	LOC109400099, LOC115260387, LOC109400105, LOC109621592							CQUJHB009999, CQUJHB003951	
N3.HOG0001749	OG0000798	n11		LOC109621541							CQUJHB000239, CQUJHB012780, CQUJHB005918	
N3.HOG0001750	OG0000799	n0	AAEL004367, AAEL000223, AAEL020371, AAEL004369	LOC115266992, LOC109413206, LOC109425581							CQUJHB001573	
N3.HOG0001751	OG0000800	n4	AAEL000414									
N3.HOG0001752	OG0000800	n7	AAEL026764, AAEL022929									
N3.HOG0001753	OG0000801	n0	AAEL000575	LOC109421741							CQUJHB009680	
N3.HOG0001754	OG0000802	n0	AAEL001198	LOC109421663							CQUJHB001349	
N3.HOG0001755	OG0000803	n0	AAEL001301	LOC109622651							CQUJHB005304	
N3.HOG0001756	OG0000804	n0	AAEL001510	LOC109422411, LOC115266245							CQUJHB011451, CQUJHB008424, CQUJHB014697, CQUJHB020381, CQUJHB013665, CQUJHB011528, CQUJHB016526	
N3.HOG0001757	OG0000805	n3	AAEL020603	LOC134288706								
N3.HOG0001758	OG0000805	n9	AAEL001549	LOC109408749								
N3.HOG0001759	OG0000806	n7	AAEL001713, AAEL025934	LOC109415861							CQUJHB011050, CQUJHB001077	
N3.HOG0001760	OG0000806	n11	AAEL003294	LOC109409872							CQUJHB005760, CQUJHB011077	
N3.HOG0001761	OG0000807	n0	AAEL001820, AAEL018004, AAEL020509, AAEL023225	LOC109420572, LOC109417327, LOC115255550, LOC109417411, LOC109420574							CQUJHB009860, CQUJHB008709	
N3.HOG0001762	OG0000808	n0	AAEL023474, AAEL001843	LOC109420215, LOC134284697							CQUJHB015905	
N3.HOG0001763	OG0000809	n2	AAEL001976	LOC109421435							CQUJHB008254	
N3.HOG0001764	OG0000809	n9	AAEL007293	LOC109416633								
N3.HOG0001765	OG0000810	n0	AAEL002048	LOC109401901							CQUJHB017437	
N3.HOG0001766	OG0000811	n0	AAEL002084	LOC109401915							CQUJHB007508	
N3.HOG0001767	OG0000812	n1	AAEL002177	LOC109397309, LOC115260908								
N3.HOG0001768	OG0000812	n9	AAEL011917	LOC109399650							CQUJHB007121	
N3.HOG0001769	OG0000813	n0	AAEL002192	LOC109432481							CQUJHB000588	
N3.HOG0001770	OG0000814	n8		LOC109408708							CQUJHB008496	
N3.HOG0001771	OG0000814	n10	AAEL024137	LOC115270935							CQUJHB002534	
N3.HOG0001772	OG0000814	n12	AAEL002270	LOC109623118							CQUJHB006769	
N3.HOG0001773	OG0000815	n3	AAEL002292	LOC109622218, LOC115267928							CQUJHB001854	
N3.HOG0001774	OG0000815	n6	AAEL002313	LOC109431594, LOC115268157							CQUJHB008231	
N3.HOG0001775	OG0000816	n9		LOC134289436							CQUJHB002704, CQUJHB007050	
N3.HOG0001776	OG0000816	n11	AAEL002423	LOC134290611, LOC109432189							CQUJHB011222	
N3.HOG0001777	OG0000817	n0	AAEL002508	LOC109409415							CQUJHB016385	
N3.HOG0001778	OG0000818	n0	AAEL002588	LOC109403459								
N3.HOG0001779	OG0000819	n4	AAEL002730	LOC115267119, LOC109410220, LOC109407836							CQUJHB014132, CQUJHB013288, CQUJHB007810, CQUJHB012518	
N3.HOG0001780	OG0000819	n11	AAEL002720	LOC115265404							CQUJHB013679, CQUJHB017665	
N3.HOG0001781	OG0000820	n0	AAEL021421, AAEL002915, AAEL002907, AAEL019842, AAEL022598	LOC134289784, LOC109431559, LOC115267921							CQUJHB016297	
N3.HOG0001782	OG0000821	n0	AAEL020942, AAEL021711, AAEL025774, AAEL002938	LOC109416561, LOC109416543							CQUJHB016785	
N3.HOG0001783	OG0000822	n0	AAEL003147	LOC115261472, LOC109427214							CQUJHB000969	
N3.HOG0001784	OG0000823	n4		LOC134289522							CQUJHB020376	
N3.HOG0001785	OG0000823	n5	AAEL003420	LOC109398036							CQUJHB002292	
N3.HOG0001786	OG0000824	n1	AAEL003484	LOC109431321							CQUJHB004976	
N3.HOG0001787	OG0000824	n8	AAEL003471	LOC109431319							CQUJHB016287	
N3.HOG0001788	OG0000825	n4	AAEL003914	LOC109623069								
N3.HOG0001789	OG0000825	n8	AAEL003918	LOC109414942								
N3.HOG0001790	OG0000826	n0	AAEL004060	LOC109427745							CQUJHB004509	
N3.HOG0001791	OG0000827	n8	AAEL004086	LOC109407627							CQUJHB005149	
N3.HOG0001792	OG0000827	n10	AAEL004118	LOC115256953							CQUJHB007861, CQUJHB002780, CQUJHB013085	
N3.HOG0001793	OG0000828	n5	AAEL004245	LOC109402179								
N3.HOG0001794	OG0000828	n11	AAEL025638	LOC109397612								
N3.HOG0001795	OG0000829	n2	AAEL019853	LOC115254222, LOC109397206							CQUJHB007273	
N3.HOG0001796	OG0000829	n11	AAEL004524	LOC109404727							CQUJHB007971	
N3.HOG0001797	OG0000830	n8	AAEL004605	LOC109403994, LOC109432040							CQUJHB003884	
N3.HOG0001798	OG0000830	n11	AAEL004602	LOC109403982, LOC109432039							CQUJHB018079	
N3.HOG0001799	OG0000831	n10	AAEL004784	LOC134287875							CQUJHB014481	
N3.HOG0001800	OG0000831	n12	AAEL004755	LOC134287869							CQUJHB000218	
N3.HOG0001801	OG0000832	n0	AAEL005373	LOC115263972							CQUJHB001671	
N3.HOG0001802	OG0000833	n0	AAEL005406	LOC109400918, LOC109429315							CQUJHB005405	
N3.HOG0001803	OG0000834	n8	AAEL026217	LOC109429391							CQUJHB010709	
N3.HOG0001804	OG0000834	n10	AAEL005656, AAEL021838	LOC109402113, LOC109412105							CQUJHB010995	
N3.HOG0001805	OG0000835	n0	AAEL006207	LOC134291987, LOC109415804							CQUJHB016074	
N3.HOG0001806	OG0000836	n3	AAEL006977	LOC109430154							CQUJHB005801	
N3.HOG0001807	OG0000836	n9	AAEL006966	LOC109430157								
N3.HOG0001808	OG0000837	n1	AAEL007319	LOC109416502							CQUJHB005519	
N3.HOG0001809	OG0000838	n0	AAEL007662	LOC109415565							CQUJHB010959	
N3.HOG0001810	OG0000839	n1	AAEL010154	LOC115255254, LOC109398228							CQUJHB014955	
N3.HOG0001811	OG0000839	n10	AAEL007798								CQUJHB012690	
N3.HOG0001812	OG0000840	n3	AAEL007831								CQUJHB011855	
N3.HOG0001813	OG0000841	n3	AAEL007910								CQUJHB018107	
N3.HOG0001814	OG0000841	n9	AAEL007900								CQUJHB002467	
N3.HOG0001815	OG0000842	n0	AAEL007962	LOC109417693							CQUJHB006931, CQUJHB010621	
N3.HOG0001816	OG0000843	n9	AAEL008101	LOC109415209							CQUJHB000456	
N3.HOG0001817	OG0000843	n11	AAEL009987, AAEL023919	LOC109423491							CQUJHB003094	
N3.HOG0001818	OG0000844	n0	AAEL008313, AAEL008308	LOC115269572, LOC115254854							CQUJHB004101, CQUJHB011913	
N3.HOG0001819	OG0000845	n0	AAEL008359, AAEL008355	LOC115265786, LOC109418023, LOC109418018							CQUJHB009300	
N3.HOG0001820	OG0000846	n1	AAEL008419	LOC109423234							CQUJHB010474	
N3.HOG0001821	OG0000846	n10	AAEL027646	LOC109413556							CQUJHB004162	
N3.HOG0001822	OG0000847	n2	AAEL008468	LOC109427518							CQUJHB004007	
N3.HOG0001823	OG0000847	n11	AAEL008467	LOC109427466							CQUJHB013015	
N3.HOG0001824	OG0000848	n0	AAEL008551, AAEL023095, AAEL014406, AAEL008539, AAEL023261, AAEL027672, AAEL008540	LOC109410309, LOC115269075, LOC109404700, LOC115269081, LOC109404715, LOC115258067							CQUJHB015545, CQUJHB011902	
N3.HOG0001825	OG0000849	n0	AAEL008651	LOC109429212							CQUJHB002962, CQUJHB015850	
N3.HOG0001826	OG0000850	n0	AAEL008921	LOC109422051							CQUJHB005772	
N3.HOG0001827	OG0000851	n1	AAEL019548	LOC109402059							CQUJHB017089, CQUJHB014496, CQUJHB017558, CQUJHB013262	
N3.HOG0001828	OG0000851	n6	AAEL024870, AAEL008957, AAEL022572, AAEL008948	LOC109427398, LOC115256642, LOC109427397, LOC109427400							CQUJHB010419	
N3.HOG0001829	OG0000852	n0	AAEL008952	LOC109427421, LOC115257141							CQUJHB017491, CQUJHB005833	
N3.HOG0001830	OG0000853	n2	AAEL009050	LOC109430966							CQUJHB000199	
N3.HOG0001831	OG0000853	n4	AAEL009045	LOC109430951							CQUJHB001343, CQUJHB009030	
N3.HOG0001832	OG0000854	n0	AAEL021942, AAEL009230	LOC115269852, LOC109405120							CQUJHB002878	
N3.HOG0001833	OG0000855	n2	AAEL024520	LOC109433016							CQUJHB012685	
N3.HOG0001834	OG0000855	n5	AAEL009479	LOC115253665							CQUJHB015793	
N3.HOG0001835	OG0000856	n0	AAEL010097	LOC109399245							CQUJHB005654	
N3.HOG0001836	OG0000857	n2	AAEL022757									
N3.HOG0001837	OG0000857	n7	AAEL010584	LOC109413324								
N3.HOG0001838	OG0000858	n4	AAEL020016	LOC109430353								
N3.HOG0001839	OG0000858	n7	AAEL010907	LOC115267652								
N3.HOG0001840	OG0000859	n2	AAEL011229, AAEL015552	LOC109415843, LOC109418743							CQUJHB015175, CQUJHB007368	
N3.HOG0001841	OG0000859	n13									CQUJHB009689	
N3.HOG0001842	OG0000860	n0	AAEL011352	LOC109408950							CQUJHB010213, CQUJHB011973, CQUJHB003675, CQUJHB008896, CQUJHB009979, CQUJHB018059	
N3.HOG0001843	OG0000861	n3	AAEL011915	LOC109404460							CQUJHB006478	
N3.HOG0001844	OG0000861	n9	AAEL022536	LOC109418895							CQUJHB007382	
N3.HOG0001845	OG0000862	n0	AAEL011944	LOC109420860							CQUJHB006077	
N3.HOG0001846	OG0000863	n0	AAEL012051, AAEL012042	LOC109409669, LOC134287500							CQUJHB008393, CQUJHB005277	
N3.HOG0001847	OG0000864	n2	AAEL012058	LOC134287582							CQUJHB009866	
N3.HOG0001848	OG0000864	n10		LOC109421514								
N3.HOG0001849	OG0000865	n0	AAEL012239	LOC109412170							CQUJHB011654	
N3.HOG0001850	OG0000866	n2	AAEL012916	LOC109430912							CQUJHB005487	
N3.HOG0001851	OG0000866	n10									CQUJHB014812	
N3.HOG0001852	OG0000867	n0	AAEL012998	LOC109406888							CQUJHB002856	
N3.HOG0001853	OG0000868	n2	AAEL020064									
N3.HOG0001854	OG0000868	n6	AAEL013445	LOC109430789							CQUJHB017512	
N3.HOG0001855	OG0000869	n0	AAEL013517	LOC109399160							CQUJHB002047	
N3.HOG0001856	OG0000870	n0	AAEL013887	LOC109422027							CQUJHB000329	
N3.HOG0001857	OG0000871	n1		LOC115260913								
N3.HOG0001858	OG0000871	n5	AAEL013936	LOC109409278							CQUJHB016231	
N3.HOG0001859	OG0000872	n0	AAEL014039	LOC109415590							CQUJHB008866	
N3.HOG0001860	OG0000873	n0	AAEL014292	LOC115259327, LOC109407944							CQUJHB010528, CQUJHB011068, CQUJHB008763, CQUJHB005938, CQUJHB014877	
N3.HOG0001861	OG0000874	n0	AAEL014343	LOC115258615, LOC109414353							CQUJHB004819	
N3.HOG0001862	OG0000875	n0	AAEL014729	LOC109397203							CQUJHB006381	
N3.HOG0001863	OG0000876	n3	AAEL014762	LOC115259484								
N3.HOG0001864	OG0000876	n8	AAEL027643, AAEL014761									
N3.HOG0001865	OG0000877	n0	AAEL014945	LOC109623040							CQUJHB010953, CQUJHB009376	
N3.HOG0001866	OG0000878	n0	AAEL014958	LOC109416487							CQUJHB003331	
N3.HOG0001867	OG0000879	n0	AAEL017101	LOC134287710, LOC109419955							CQUJHB006673, CQUJHB007465, CQUJHB018335	
N3.HOG0001868	OG0000880	n2	AAEL017270	LOC115257986							CQUJHB010198	
N3.HOG0001869	OG0000880	n4	AAEL017547, AAEL023894, AAEL021095, AAEL017308	LOC109412548, LOC109412559							CQUJHB008509	
N3.HOG0001870	OG0000881	n0	AAEL018139	LOC134292250, LOC109432399, LOC115269272							CQUJHB006011	
N3.HOG0001871	OG0000882	n0	AAEL018248	LOC109428958, LOC134284482							CQUJHB012547	
N3.HOG0001872	OG0000883	n4	AAEL021437									
N3.HOG0001873	OG0000883	n8	AAEL019432									
N3.HOG0001874	OG0000884	n0	AAEL019475	LOC134292001, LOC109402124							CQUJHB008395	
N3.HOG0001875	OG0000885	n0	AAEL019525	LOC109403870							CQUJHB004480	
N3.HOG0001876	OG0000886	n0	AAEL019538	LOC115253623							CQUJHB006633	
N3.HOG0001877	OG0000887	n0	AAEL019578	LOC109429899							CQUJHB005562	
N3.HOG0001878	OG0000888	n0	AAEL019596	LOC109411294							CQUJHB013300	
N3.HOG0001879	OG0000889	n0	AAEL019726	LOC109424340							CQUJHB014198	
N3.HOG0001880	OG0000890	n0	AAEL019844	LOC109417328, LOC109623185							CQUJHB013314	
N3.HOG0001881	OG0000891	n1	AAEL019878	LOC109429101							CQUJHB012263	
N3.HOG0001882	OG0000891	n8		LOC109429102								
N3.HOG0001883	OG0000892	n0	AAEL024768, AAEL021399, AAEL022780, AAEL023832, AAEL028184, AAEL019886	LOC109431829, LOC109423289, LOC115256636, LOC115262123, LOC115261199, LOC109416446, LOC115257760, LOC115257758							CQUJHB017198	
N3.HOG0001884	OG0000893	n3	AAEL019973	LOC109419193							CQUJHB007906	
N3.HOG0001885	OG0000893	n10	AAEL019974	LOC115253707								
N3.HOG0001886	OG0000894	n4	AAEL019989	LOC109420563							CQUJHB005788	
N3.HOG0001887	OG0000894	n13		LOC109419840								
N3.HOG0001888	OG0000895	n0	AAEL025763, AAEL019997	LOC115254223, LOC134284748, LOC109397194							CQUJHB015553	
N3.HOG0001889	OG0000896	n0	AAEL020008	LOC115254967							CQUJHB006387	
N3.HOG0001890	OG0000897	n0	AAEL021294, AAEL020288, AAEL022360, AAEL020388	LOC109407883							CQUJHB002986	
N3.HOG0001891	OG0000898	n0	AAEL020392, AAEL027229	LOC134285828, LOC115262133, LOC115268714, LOC115255929, LOC115268173, LOC134290317, LOC115265163								
N3.HOG0001892	OG0000899	n0	AAEL025902, AAEL020814, AAEL025706, AAEL024443	LOC115255032, LOC134289930, LOC134286436, LOC115260524, LOC115256720, LOC109400169, LOC115267475, LOC134291801, LOC134290426, LOC134289072								
N3.HOG0001893	OG0000900	n6	AAEL020941	LOC109433641								
N3.HOG0001894	OG0000900	n8									CQUJHB003458	
N3.HOG0001895	OG0000900	n10									CQUJHB008881, CQUJHB008191	
N3.HOG0001896	OG0000901	n0	AAEL021209	LOC109408340							CQUJHB009729	
N3.HOG0001897	OG0000902	n0	AAEL021736	LOC109405106							CQUJHB007586	
N3.HOG0001898	OG0000903	n2	AAEL027405	LOC109399718							CQUJHB007592	
N3.HOG0001899	OG0000903	n4	AAEL022409	LOC115265699							CQUJHB014028	
N3.HOG0001900	OG0000904	n0	AAEL022566	LOC109398927							CQUJHB000233	
N3.HOG0001901	OG0000905	n4		LOC134286131								
N3.HOG0001902	OG0000905	n6	AAEL022630	LOC134286631								
N3.HOG0001903	OG0000906	n2	AAEL023434	LOC109426344							CQUJHB004156, CQUJHB006767	
N3.HOG0001904	OG0000906	n13		LOC109426354								
N3.HOG0001905	OG0000907	n0	AAEL023595, AAEL027839, AAEL027013	LOC109412455, LOC134285459							CQUJHB017993, CQUJHB009363	
N3.HOG0001906	OG0000908	n0	AAEL025140	LOC115264234								
N3.HOG0001907	OG0000909	n0	AAEL025937, AAEL026627	LOC115271075, LOC134283980, LOC115271061							CQUJHB012083	
N3.HOG0001908	OG0000910	n0	AAEL026147	LOC109398826							CQUJHB004969, CQUJHB008293	
N3.HOG0001909	OG0000911	n0	AAEL026758	LOC109415236							CQUJHB004769	
N3.HOG0001910	OG0000912	n0		LOC134286385, LOC134285014, LOC109428605, LOC134290064, LOC134290086, LOC134289469, LOC109427483, LOC109401528, LOC134289654, LOC134286342, LOC134284246, LOC134288836, LOC134290893, LOC134286387, LOC134285190								
N3.HOG0001911	OG0000913	n0		LOC109413157, LOC134284833, LOC109402651, LOC134284834, LOC134288308, LOC109413169							CQUJHB018091, CQUJHB002158, CQUJHB015260	
N3.HOG0001912	OG0000914	n0		LOC115267818, LOC109427985, LOC109403536							CQUJHB001329	
N3.HOG0001913	OG0000915	n0		LOC134286707, LOC134290542, LOC109431715, LOC134290200, LOC115258811, LOC109414732, LOC134290007, LOC115259282, LOC115256162, LOC134285327, LOC134291876, LOC115258807, LOC134284436, LOC134290931, LOC134288459								
N3.HOG0001914	OG0000916	n0		LOC134292194, LOC134288246, LOC134289662, LOC134286308, LOC134290042, LOC134284160, LOC134286382, LOC134286391, LOC134289447, LOC134290829, LOC134286307, LOC109417462, LOC134286449							CQUJHB012130, CQUJHB002551	
N3.HOG0001915	OG0000917	n0		LOC134288810, LOC134288402, LOC134288474, LOC134291671, LOC134286871, LOC109423369, LOC115256791, LOC115260757, LOC134286469, LOC134286721							CQUJHB008073, CQUJHB003257, CQUJHB007056	
N3.HOG0001916	OG0000918	n0		LOC134289461, LOC134291277, LOC115261679, LOC134286770, LOC134289982, LOC115256765, LOC134290600, LOC134290480, LOC134286643, LOC134286755, LOC134285955, LOC134292264, LOC134284626, LOC134285592, LOC134288303								
N3.HOG0001917	OG0000919	n0		LOC134285085, LOC134284400, LOC115269022, LOC134290179, LOC134286486, LOC115265665, LOC115258286, LOC134285863, LOC134286442, LOC115260959, LOC134291690, LOC134287385, LOC115262083, LOC134286315, LOC134284022								
N3.HOG0001918	OG0000920	n0		LOC134288745, LOC134286408, LOC134291874, LOC134286607, LOC134289467, LOC115260572, LOC134289468, LOC134286368, LOC134291717, LOC134290217, LOC134288336, LOC134292218, LOC134289735, LOC134287149, LOC134284514								
N3.HOG0001919	OG0000921	n0		LOC134290883, LOC134290657, LOC134289528, LOC134291506, LOC134288026, LOC134286493, LOC134291166, LOC134290513, LOC134288104, LOC134287949, LOC134290176, LOC134290571, LOC134290469, LOC115260763, LOC134290130								
N3.HOG0001920	OG0000922	n0		LOC115263871, LOC134286987, LOC134291069, LOC134289664, LOC134286116, LOC134286965, LOC134286334, LOC134288731							CQUJHB016066	
N3.HOG0001921	OG0000923	n0		LOC134288362, LOC134285305, LOC134286168, LOC134286766, LOC134288317, LOC134290288, LOC134291711, LOC134286022, LOC115269866, LOC134290749, LOC134290651, LOC134290713, LOC134286767, LOC134286169, LOC134286056								
N3.HOG0001922	OG0000924	n0		LOC134288801, LOC134284047							CQUJHB008868	
N3.HOG0001923	OG0000935	n0									CQUJHB015049, CQUJHB005689, CQUJHB004645, CQUJHB003785, CQUJHB009833, CQUJHB003931, CQUJHB006854, CQUJHB001814, CQUJHB003779, CQUJHB000630, CQUJHB003123, CQUJHB017895, CQUJHB016932, CQUJHB006204	
N3.HOG0001924	OG0000938	n0									CQUJHB009543, CQUJHB013403, CQUJHB006881, CQUJHB004767, CQUJHB000744, CQUJHB018003, CQUJHB001578, CQUJHB004970, CQUJHB015527, CQUJHB014911, CQUJHB013180, CQUJHB015746, CQUJHB002369, CQUJHB000909, CQUJHB005778	
N3.HOG0001925	OG0000939	n0									CQUJHB016682, CQUJHB015462, CQUJHB009533, CQUJHB013740, CQUJHB008302, CQUJHB016389, CQUJHB012687, CQUJHB001131, CQUJHB009723, CQUJHB002785, CQUJHB013924, CQUJHB006532, CQUJHB009058, CQUJHB012632, CQUJHB012589	
N3.HOG0001926	OG0000940	n0	AAEL000324	LOC109420679							CQUJHB004520	
N3.HOG0001927	OG0000941	n0	AAEL026240, AAEL000427	LOC109427263							CQUJHB009645	
N3.HOG0001928	OG0000942	n0	AAEL017467, AAEL000507, AAEL000496	LOC109433416, LOC115257322							CQUJHB017523	
