HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N2.HOG0003525	OG0002435	n0			ADIR009763	AFUN2_009270, AFUN2_004582	AGAP010339	AMIN006533	ASIC005577	ASTEI20_033752		
N2.HOG0003526	OG0002436	n0			ADIR002127	AFUN2_013859	AGAP011345	AMIN004243	ASIC004808	ASTEI20_039529		
N2.HOG0003527	OG0002437	n0			ADIR003596	AFUN2_003805	AGAP006791	AMIN010051	ASIC019645	ASTEI20_036848		
N2.HOG0003528	OG0002438	n0			ADIR006000	AFUN2_012663	AGAP000908	AMIN001094	ASIC002437	ASTEI20_044940		
N2.HOG0003529	OG0002439	n0			ADIR008750	AFUN2_006281	AGAP006100	AMIN009943	ASIC003107	ASTEI20_042128		
N2.HOG0003530	OG0002440	n0			ADIR008749	AFUN2_004106	AGAP006099	AMIN009942	ASIC003106	ASTEI20_042036		
N2.HOG0003531	OG0002441	n0			ADIR007443	AFUN2_005378	AGAP006373	AMIN007995	ASIC001377, ASIC016620	ASTEI20_044712		
N2.HOG0003532	OG0002442	n0			ADIR009284	AFUN2_008399	AGAP010096	AMIN006631	ASIC010122	ASTEI20_032873		
N2.HOG0003533	OG0002443	n0			ADIR009190	AFUN2_013617	AGAP004792	AMIN008133	ASIC014965	ASTEI20_033612		
N2.HOG0003534	OG0002444	n0			ADIR009184	AFUN2_008043	AGAP004773, AGAP004786	AMIN008128	ASIC014972	ASTEI20_045307		
N2.HOG0003535	OG0002445	n0			ADIR009189	AFUN2_004801	AGAP004789, AGAP004791	AMIN008132	ASIC014967	ASTEI20_042770		
N2.HOG0003536	OG0002446	n0			ADIR006993	AFUN2_012064	AGAP007552	AMIN010378	ASIC002499	ASTEI20_034357		
N2.HOG0003537	OG0002447	n0			ADIR006406	AFUN2_013415	AGAP002451	AMIN002717	ASIC021092	ASTEI20_038353, ASTEI20_032098		
N2.HOG0003538	OG0002448	n0			ADIR006403	AFUN2_011767	AGAP002449	AMIN002714	ASIC020557	ASTEI20_035037, ASTEI20_045222		
N2.HOG0003539	OG0002449	n0			ADIR011498	AFUN2_011366	AGAP009573	AMIN009866	ASIC012776	ASTEI20_032373		
N2.HOG0003540	OG0002450	n0			ADIR005392	AFUN2_005927	AGAP004332	AMIN004729	ASIC020968	ASTEI20_033525		
N2.HOG0003541	OG0002451	n0			ADIR003389	AFUN2_007550	AGAP003892, AGAP012748	AMIN000254	ASIC020876	ASTEI20_037338		
N2.HOG0003542	OG0002452	n0			ADIR016060	AFUN2_012332	AGAP003719	AMIN016129	ASIC020915	ASTEI20_040047		
N2.HOG0003543	OG0002453	n0			ADIR001323	AFUN2_009096	AGAP000550	AMIN005303	ASIC007625	ASTEI20_038386		
N2.HOG0003544	OG0002454	n0			ADIR001223	AFUN2_011225	AGAP000348	AMIN005501	ASIC006819	ASTEI20_038078		
N2.HOG0003545	OG0002455	n0			ADIR009389	AFUN2_012409	AGAP010010	AMIN006719	ASIC008558	ASTEI20_034385		
N2.HOG0003546	OG0002456	n0			ADIR009474	AFUN2_011808	AGAP010834	AMIN006977	ASIC013663	ASTEI20_042876		
N2.HOG0003547	OG0002457	n0			ADIR002156	AFUN2_011051	AGAP011316	AMIN009173	ASIC007893	ASTEI20_034757		
N2.HOG0003548	OG0002458	n0			ADIR002157	AFUN2_008688	AGAP011315	AMIN009174	ASIC007894	ASTEI20_033511		
N2.HOG0003549	OG0002459	n0			ADIR002158	AFUN2_010946	AGAP011314	AMIN009175	ASIC007896	ASTEI20_040196		
N2.HOG0003550	OG0002460	n0			ADIR010221	AFUN2_004345	AGAP002634	AMIN003931	ASIC022233	ASTEI20_035297, ASTEI20_033407		
N2.HOG0003551	OG0002461	n0			ADIR010218	AFUN2_009718	AGAP002638	AMIN003927	ASIC022222	ASTEI20_036503		
N2.HOG0003552	OG0002462	n0			ADIR010205	AFUN2_013300	AGAP002645	AMIN004542, AMIN005871	ASIC014024	ASTEI20_039017		
N2.HOG0003553	OG0002463	n0			ADIR000972	AFUN2_001608	AGAP000066	AMIN002131	ASIC020320	ASTEI20_030857		
N2.HOG0003554	OG0002464	n0			ADIR004800	AFUN2_005583	AGAP029706	AMIN001512	ASIC009948	ASTEI20_033304		
N2.HOG0003555	OG0002465	n0			ADIR005415	AFUN2_005416	AGAP004352	AMIN004749	ASIC020587	ASTEI20_039167		
N2.HOG0003556	OG0002466	n0			ADIR009562	AFUN2_002395	AGAP012565, AGAP010621	AMIN004515	ASIC019349	ASTEI20_045869		
N2.HOG0003557	OG0002467	n0			ADIR000338	AFUN2_000425	AGAP029274	AMIN008708	ASIC019430, ASIC019429	ASTEI20_043954		
N2.HOG0003558	OG0002468	n0			ADIR015965	AFUN2_009570	AGAP013220	AMIN015830	ASIC011552	ASTEI20_043160		
N2.HOG0003559	OG0002469	n0			ADIR015978	AFUN2_002710	AGAP001138	AMIN015657	ASIC011553	ASTEI20_038716		
N2.HOG0003560	OG0002470	n0			ADIR009784	AFUN2_011649	AGAP004064	AMIN002628	ASIC010257, ASIC018856	ASTEI20_034600		
N2.HOG0003561	OG0002471	n0			ADIR011429	AFUN2_006458	AGAP008938	AMIN009381	ASIC012058	ASTEI20_038724		
N2.HOG0003562	OG0002472	n0			ADIR004924	AFUN2_002605	AGAP008747	AMIN001384	ASIC006568	ASTEI20_032025		
N2.HOG0003563	OG0002473	n0			ADIR004266	AFUN2_009971	AGAP006903	AMIN007682	ASIC018869	ASTEI20_035165		
N2.HOG0003564	OG0002474	n0			ADIR011293	AFUN2_002514	AGAP008133	AMIN006143	ASIC014426	ASTEI20_038028		
N2.HOG0003565	OG0002475	n0			ADIR011285	AFUN2_002455	AGAP013730	AMIN006149	ASIC014434	ASTEI20_034359		
N2.HOG0003566	OG0002476	n0			ADIR011288	AFUN2_009869	AGAP008129	AMIN006147	ASIC014429	ASTEI20_035988		
N2.HOG0003567	OG0002477	n0			ADIR001777, ADIR001776	AFUN2_006180	AGAP011162	AMIN008422	ASIC004761	ASTEI20_041960		
N2.HOG0003568	OG0002478	n0			ADIR005567	AFUN2_014697	AGAP012870, AGAP012591	AMIN004014	ASIC005798	ASTEI20_038953		
N2.HOG0003569	OG0002479	n0			ADIR005193, ADIR007494	AFUN2_013249	AGAP005960	AMIN010971	ASIC015087	ASTEI20_037605		
N2.HOG0003570	OG0002480	n0			ADIR009692	AFUN2_003166	AGAP010145	AMIN007225	ASIC017345	ASTEI20_037414		
N2.HOG0003571	OG0002481	n0			ADIR004893	AFUN2_008157	AGAP008776	AMIN001418	ASIC006614	ASTEI20_042523, ASTEI20_035139		
N2.HOG0003572	OG0002482	n0			ADIR015841	AFUN2_003678	AGAP000278	AMIN015906	ASIC007108	ASTEI20_040236		
N2.HOG0003573	OG0002483	n0			ADIR003441	AFUN2_011211	AGAP002884	AMIN003206	ASIC010486	ASTEI20_041851		
N2.HOG0003574	OG0002484	n0			ADIR006591	AFUN2_001838	AGAP002947	AMIN003169	ASIC020961, ASIC020959	ASTEI20_032788		
N2.HOG0003575	OG0002485	n0			ADIR008445	AFUN2_010826	AGAP029655	AMIN002738	ASIC021040	ASTEI20_041553		
N2.HOG0003576	OG0002486	n0			ADIR006588	AFUN2_009115	AGAP002943	AMIN003172	ASIC020964	ASTEI20_040466		
N2.HOG0003577	OG0002487	n0			ADIR005363	AFUN2_014299	AGAP003688, AGAP013274	AMIN004696	ASIC020954	ASTEI20_044172		
N2.HOG0003578	OG0002488	n0			ADIR005662	AFUN2_007271	AGAP010483	AMIN005042	ASIC009336	ASTEI20_032846		
N2.HOG0003579	OG0002489	n0			ADIR002057	AFUN2_000942	AGAP012192	AMIN004459	ASIC022364	ASTEI20_036227		
N2.HOG0003580	OG0002490	n0			ADIR002060	AFUN2_005092	AGAP010843	AMIN004462	ASIC022160	ASTEI20_040601		
N2.HOG0003581	OG0002491	n0			ADIR015715	AFUN2_002699	AGAP010514	AMIN001262	ASIC015614	ASTEI20_034788		
N2.HOG0003582	OG0002492	n0			ADIR015716	AFUN2_008924	AGAP010515	AMIN001263	ASIC015613	ASTEI20_045835		
N2.HOG0003583	OG0002493	n0			ADIR009731	AFUN2_009866	AGAP010373	AMIN006567	ASIC015890	ASTEI20_035378		
N2.HOG0003584	OG0002494	n0			ADIR000354	AFUN2_009749	AGAP010516	AMIN001264	ASIC015612	ASTEI20_031219		
N2.HOG0003585	OG0002495	n0			ADIR010654	AFUN2_005282	AGAP003532	AMIN000867	ASIC000337	ASTEI20_031447		
N2.HOG0003586	OG0002496	n0			ADIR008474	AFUN2_004533	AGAP004189, AGAP004195	AMIN004166	ASIC007061	ASTEI20_037545		
N2.HOG0003587	OG0002497	n0			ADIR002578	AFUN2_006434	AGAP003158, AGAP012859	AMIN000205	ASIC021722	ASTEI20_033781		
N2.HOG0003588	OG0002498	n0			ADIR003438, ADIR003437	AFUN2_009661	AGAP002886	AMIN003203	ASIC008689	ASTEI20_040999		
N2.HOG0003589	OG0002499	n0			ADIR001842	AFUN2_006813	AGAP011688	AMIN008770	ASIC005073	ASTEI20_038692		
N2.HOG0003590	OG0002500	n0			ADIR002428	AFUN2_005818	AGAP002038	AMIN003344	ASIC008998	ASTEI20_033677		
N2.HOG0003591	OG0002501	n0			ADIR015704	AFUN2_004133	AGAP002032	AMIN003340	ASIC008992, ASIC008994	ASTEI20_031739		
N2.HOG0003592	OG0002502	n0			ADIR009193	AFUN2_010664	AGAP004795	AMIN008136	ASIC014961, ASIC014962	ASTEI20_038388		
N2.HOG0003593	OG0002503	n0			ADIR002433	AFUN2_003203	AGAP002030	AMIN003339	ASIC008990	ASTEI20_035146		
N2.HOG0003594	OG0002504	n0			ADIR002435	AFUN2_003097	AGAP012908, AGAP002026	AMIN003337	ASIC008988	ASTEI20_036949		
N2.HOG0003595	OG0002505	n0			ADIR010512	AFUN2_013623	AGAP001995	AMIN003303	ASIC004554	ASTEI20_035738		
N2.HOG0003596	OG0002506	n0			ADIR003392	AFUN2_011016	AGAP003890	AMIN000252	ASIC020872	ASTEI20_038268		
N2.HOG0003597	OG0002507	n0			ADIR003390	AFUN2_004690	AGAP003891	AMIN000253	ASIC020875	ASTEI20_045982		
N2.HOG0003598	OG0002508	n0			ADIR002105	AFUN2_012745	AGAP028138	AMIN016289	ASIC015242	ASTEI20_038512		
N2.HOG0003599	OG0002509	n0			ADIR002835	AFUN2_008029	AGAP003211	AMIN000662	ASIC021499, ASIC021498	ASTEI20_031872		
N2.HOG0003600	OG0002510	n0			ADIR010317	AFUN2_005110	AGAP002548	AMIN002556	ASIC002752, ASIC002751	ASTEI20_037918		
N2.HOG0003601	OG0002511	n0			ADIR008481	AFUN2_008222	AGAP004194	AMIN004159	ASIC007053	ASTEI20_037407		
N2.HOG0003602	OG0002512	n0			ADIR010316	AFUN2_008277	AGAP002549	AMIN002557	ASIC002750	ASTEI20_041413		
N2.HOG0003603	OG0002513	n0			ADIR002781	AFUN2_005628	AGAP003277	AMIN000364	ASIC012633	ASTEI20_045974		
N2.HOG0003604	OG0002514	n0			ADIR010393	AFUN2_011726	AGAP001700	AMIN003511	ASIC002834	ASTEI20_044140, ASTEI20_032914		
N2.HOG0003605	OG0002515	n0			ADIR006623	AFUN2_012241	AGAP004065	AMIN002629	ASIC003509	ASTEI20_041972		
N2.HOG0003606	OG0002516	n0			ADIR008142	AFUN2_005664	AGAP006054	AMIN009892	ASIC012928	ASTEI20_041969, ASTEI20_035920		
N2.HOG0003607	OG0002517	n0			ADIR008144	AFUN2_007221	AGAP006056	AMIN009894	ASIC012933, ASIC012931	ASTEI20_045744		
N2.HOG0003608	OG0002518	n0			ADIR008140	AFUN2_009630	AGAP006051	AMIN009890	ASIC012926	ASTEI20_031506, ASTEI20_042710		
N2.HOG0003609	OG0002519	n0			ADIR005485	AFUN2_003731	AGAP012783, AGAP004268	AMIN004083	ASIC020118	ASTEI20_041783		
N2.HOG0003610	OG0002520	n0			ADIR003022	AFUN2_010902	AGAP001563	AMIN002455	ASIC000725	ASTEI20_043834, ASTEI20_039522		
N2.HOG0003611	OG0002521	n0			ADIR011136, ADIR015994	AFUN2_004278	AGAP008380, AGAP008378	AMIN014469, AMIN016195	ASIC017581	ASTEI20_032549		
N2.HOG0003612	OG0002522	n0			ADIR009813	AFUN2_012949	AGAP005235	AMIN011573	ASIC021263, ASIC021262	ASTEI20_041608		
N2.HOG0003613	OG0002523	n0			ADIR009817	AFUN2_010125	AGAP005240	AMIN011577	ASIC021256	ASTEI20_037909		
N2.HOG0003614	OG0002524	n0			ADIR005284	AFUN2_003821	AGAP001092	AMIN005762	ASIC007579	ASTEI20_037072		
N2.HOG0003615	OG0002525	n0			ADIR002736	AFUN2_009480	AGAP003185	AMIN002489	ASIC000827	ASTEI20_041045, ASTEI20_040408		
N2.HOG0003616	OG0002526	n0			ADIR001546	AFUN2_014120	AGAP005169	AMIN007335	ASIC012302, ASIC012303	ASTEI20_040572		
N2.HOG0003617	OG0002527	n0			ADIR002738	AFUN2_007929	AGAP002481	AMIN002491	ASIC000828	ASTEI20_040300, ASTEI20_035617		
N2.HOG0003618	OG0002528	n0			ADIR002734	AFUN2_007868	AGAP012901, AGAP003187	AMIN002487	ASIC000823	ASTEI20_040589		
N2.HOG0003619	OG0002529	n0			ADIR002739	AFUN2_004395	AGAP002482	AMIN002492	ASIC000829	ASTEI20_044031, ASTEI20_032887		
N2.HOG0003620	OG0002530	n0				AFUN2_014003	AGAP011972		ASIC014810	ASTEI20_039624		
N2.HOG0003621	OG0002531	n0			ADIR002021	AFUN2_011188	AGAP011026	AMIN004362	ASIC014767, ASIC014769	ASTEI20_038948		
N2.HOG0003622	OG0002532	n0			ADIR001996, ADIR001995	AFUN2_014436	AGAP011977, AGAP028540	AMIN004396	ASIC014818	ASTEI20_039030		
N2.HOG0003623	OG0002533	n0			ADIR002008	AFUN2_007995	AGAP012880, AGAP010984	AMIN004381	ASIC014798	ASTEI20_040051		
N2.HOG0003624	OG0002534	n0			ADIR002002	AFUN2_008815	AGAP011968	AMIN004387	ASIC014806, ASIC014796	ASTEI20_034687		
N2.HOG0003625	OG0002535	n0			ADIR000335	AFUN2_011558	AGAP010644	AMIN008704	ASIC014484	ASTEI20_036572		
N2.HOG0003626	OG0002536	n0			ADIR000601	AFUN2_009091	AGAP008275	AMIN006013	ASIC010632	ASTEI20_040319, ASTEI20_033409		
N2.HOG0003627	OG0002537	n0			ADIR003589	AFUN2_002529	AGAP006798	AMIN010044	ASIC019630	ASTEI20_042421		
N2.HOG0003628	OG0002538	n0			ADIR011419	AFUN2_004015	AGAP008947		ASIC020720	ASTEI20_043364, ASTEI20_034355		
N2.HOG0003629	OG0002539	n0			ADIR006376	AFUN2_013756	AGAP008230	AMIN006053	ASIC013106	ASTEI20_031901, ASTEI20_039058		
N2.HOG0003630	OG0002540	n0			ADIR011418	AFUN2_004624	AGAP008948	AMIN009392	ASIC020731	ASTEI20_040218, ASTEI20_041956		
N2.HOG0003631	OG0002541	n0			ADIR006375	AFUN2_008245	AGAP008229	AMIN006054	ASIC013105	ASTEI20_033353, ASTEI20_042437		
N2.HOG0003632	OG0002542	n0			ADIR005651	AFUN2_014755	AGAP010491	AMIN001241	ASIC015285	ASTEI20_034298		
N2.HOG0003633	OG0002543	n0			ADIR005743	AFUN2_008789	AGAP010451, AGAP029272	AMIN005006	ASIC002949	ASTEI20_044718		
N2.HOG0003634	OG0002544	n0			ADIR005899	AFUN2_009477	AGAP007929		ASIC007414	ASTEI20_035797		
N2.HOG0003635	OG0002545	n0			ADIR006031	AFUN2_007131	AGAP009496	AMIN001870	ASIC007254	ASTEI20_034964		
N2.HOG0003636	OG0002546	n0			ADIR006035	AFUN2_005255	AGAP009488	AMIN001864	ASIC007266	ASTEI20_030882		
N2.HOG0003637	OG0002547	n0			ADIR016084	AFUN2_010435	AGAP006036	AMIN015940	ASIC012905	ASTEI20_033704		
N2.HOG0003638	OG0002548	n0			ADIR008129	AFUN2_004432	AGAP006041	AMIN007530	ASIC012910	ASTEI20_043228		
N2.HOG0003639	OG0002549	n0			ADIR016193, ADIR016192	AFUN2_008015	AGAP006177	AMIN011310	ASIC018963	ASTEI20_037191		
N2.HOG0003640	OG0002550	n0			ADIR005829	AFUN2_003522	AGAP002966	AMIN003151	ASIC011099	ASTEI20_041622		
N2.HOG0003641	OG0002551	n0			ADIR007987	AFUN2_008892	AGAP006179	AMIN011312		ASTEI20_032310		
N2.HOG0003642	OG0002552	n0			ADIR007986	AFUN2_009290	AGAP006180	AMIN014858, AMIN011313	ASIC018970	ASTEI20_034956		
N2.HOG0003643	OG0002553	n0			ADIR005941	AFUN2_012815	AGAP007886	AMIN007118	ASIC007443	ASTEI20_045149		
N2.HOG0003644	OG0002554	n0			ADIR016113	AFUN2_011321	AGAP011326, AGAP013034	AMIN004226	ASIC016006	ASTEI20_037299		
N2.HOG0003645	OG0002555	n0			ADIR010008	AFUN2_003777	AGAP001222	AMIN002253	ASIC011392	ASTEI20_039256		
N2.HOG0003646	OG0002556	n0			ADIR009308	AFUN2_013106	AGAP029595	AMIN006653	ASIC012854	ASTEI20_039373, ASTEI20_043451		
N2.HOG0003647	OG0002557	n0			ADIR001959		AGAP011910	AMIN008590	ASIC018107	ASTEI20_045595, ASTEI20_042654		
N2.HOG0003648	OG0002558	n0			ADIR001966	AFUN2_006070	AGAP011902	AMIN008583	ASIC018116	ASTEI20_034442, ASTEI20_031186		
N2.HOG0003649	OG0002559	n0			ADIR001960	AFUN2_012625	AGAP011909	AMIN008589	ASIC018108	ASTEI20_041478, ASTEI20_033088, ASTEI20_042117		
N2.HOG0003650	OG0002560	n0			ADIR001961	AFUN2_001421	AGAP011908	AMIN008588	ASIC018109	ASTEI20_043120, ASTEI20_042180, ASTEI20_035277		
N2.HOG0003651	OG0002561	n0			ADIR002867	AFUN2_009171	AGAP001412	AMIN000589	ASIC013215	ASTEI20_041644		
N2.HOG0003652	OG0002562	n0			ADIR008815	AFUN2_002131	AGAP005422	AMIN011371	ASIC016335	ASTEI20_033414		
N2.HOG0003653	OG0002563	n0			ADIR008816	AFUN2_009563	AGAP005421	AMIN011370	ASIC016334	ASTEI20_032520		
N2.HOG0003654	OG0002564	n0			ADIR004166	AFUN2_010504	AGAP005406	AMIN011353	ASIC003120	ASTEI20_042008		
N2.HOG0003655	OG0002565	n0			ADIR004154	AFUN2_013980	AGAP005414	AMIN011363	ASIC016276	ASTEI20_032626		
N2.HOG0003656	OG0002566	n0			ADIR000449	AFUN2_011017	AGAP012284	AMIN006891	ASIC017832	ASTEI20_033943		
N2.HOG0003657	OG0002567	n0			ADIR003302	AFUN2_002563	AGAP003092	AMIN003796	ASIC002420, ASIC002421	ASTEI20_035400		
N2.HOG0003658	OG0002568	n0			ADIR000447	AFUN2_007404	AGAP012282	AMIN006893	ASIC017835, ASIC017834	ASTEI20_039946		
N2.HOG0003659	OG0002569	n0			ADIR002770	AFUN2_010901	AGAP012769, AGAP003285	AMIN000355	ASIC003356, ASIC003357	ASTEI20_042190		
N2.HOG0003660	OG0002570	n0			ADIR014286	AFUN2_001937	AGAP003922	AMIN000278	ASIC001786	ASTEI20_034551		
N2.HOG0003661	OG0002571	n0			ADIR000931	AFUN2_000326	AGAP000703	AMIN005833	ASIC004358, ASIC004359	ASTEI20_043652		
N2.HOG0003662	OG0002572	n0			ADIR009704	AFUN2_012826	AGAP000940	AMIN006489	ASIC005172, ASIC005173	ASTEI20_033910		
N2.HOG0003663	OG0002573	n0			ADIR010344	AFUN2_007854	AGAP002519	AMIN002529	ASIC019271, ASIC000881	ASTEI20_032901		
N2.HOG0003664	OG0002574	n0			ADIR002277	AFUN2_008181	AGAP012105	AMIN008249	ASIC018243	ASTEI20_045427		
N2.HOG0003665	OG0002575	n0			ADIR000273	AFUN2_003851	AGAP011492	AMIN009035	ASIC015443	ASTEI20_045506		
N2.HOG0003666	OG0002576	n0			ADIR002276	AFUN2_000718	AGAP012103	AMIN008271	ASIC018239	ASTEI20_037804		
N2.HOG0003667	OG0002577	n0			ADIR007126	AFUN2_004268	AGAP007641	AMIN010282	ASIC003714	ASTEI20_035354, ASTEI20_042875		
N2.HOG0003668	OG0002578	n0			ADIR009928	AFUN2_012742	AGAP001320	AMIN002167	ASIC008353, ASIC001767	ASTEI20_042756		
N2.HOG0003669	OG0002579	n0			ADIR006411	AFUN2_012085	AGAP002454		ASIC021086	ASTEI20_042990, ASTEI20_044995		
N2.HOG0003670	OG0002580	n0			ADIR010504	AFUN2_002571	AGAP012824, AGAP001592	AMIN003404	ASIC004910	ASTEI20_032280		
N2.HOG0003671	OG0002581	n0			ADIR004133	AFUN2_008378	AGAP000009	AMIN005347	ASIC007713	ASTEI20_040965		
N2.HOG0003672	OG0002582	n0			ADIR003594	AFUN2_008203	AGAP006793	AMIN010049	ASIC019641	ASTEI20_033940		
N2.HOG0003673	OG0002583	n0			ADIR010505	AFUN2_006789	AGAP001591	AMIN003403	ASIC004911	ASTEI20_040229		
N2.HOG0003674	OG0002584	n0			ADIR008371	AFUN2_014653	AGAP004273	AMIN004076	ASIC020124	ASTEI20_037323		
N2.HOG0003675	OG0002585	n0			ADIR008373	AFUN2_003858	AGAP012691, AGAP004275	AMIN004073	ASIC020126	ASTEI20_042287		
N2.HOG0003676	OG0002586	n0			ADIR001599	AFUN2_010397	AGAP005009	AMIN011490		ASTEI20_037089		
N2.HOG0003677	OG0002587	n0			ADIR000533	AFUN2_006823	AGAP012375	AMIN008949	ASIC018012	ASTEI20_033913		
N2.HOG0003678	OG0002588	n0			ADIR001826	AFUN2_013035	AGAP011676	AMIN008782	ASIC005051	ASTEI20_036831		
N2.HOG0003679	OG0002589	n0			ADIR001825	AFUN2_008149	AGAP011675	AMIN008783	ASIC005050	ASTEI20_040411		
N2.HOG0003680	OG0002590	n0			ADIR000532	AFUN2_002729	AGAP012373	AMIN008950	ASIC018014	ASTEI20_038727		
N2.HOG0003681	OG0002591	n0			ADIR016026	AFUN2_013261	AGAP003061, AGAP003064			ASTEI20_044730		
N2.HOG0003682	OG0002592	n0			ADIR005362	AFUN2_004156	AGAP003687	AMIN004695	ASIC003528	ASTEI20_031830		
N2.HOG0003683	OG0002593	n0			ADIR010952	AFUN2_003739	AGAP007755	AMIN006339	ASIC014230	ASTEI20_045007		
N2.HOG0003684	OG0002594	n0			ADIR005318	AFUN2_004515	AGAP002012	AMIN003323	ASIC004666	ASTEI20_031776		
N2.HOG0003685	OG0002595	n0			ADIR006351	AFUN2_010775	AGAP008199	AMIN006078	ASIC003840	ASTEI20_033108		
N2.HOG0003686	OG0002596	n0			ADIR010156	AFUN2_004926	AGAP002687	AMIN003619	ASIC020997	ASTEI20_031214		
N2.HOG0003687	OG0002597	n0			ADIR010155	AFUN2_002938	AGAP002686	AMIN003620	ASIC020998	ASTEI20_033146		
N2.HOG0003688	OG0002598	n0			ADIR005563	AFUN2_002924	AGAP003660	AMIN004018	ASIC005788	ASTEI20_043412		
N2.HOG0003689	OG0002599	n0			ADIR015998	AFUN2_011124	AGAP029524	AMIN015923	ASIC017737	ASTEI20_041729		
N2.HOG0003690	OG0002600	n0			ADIR015999	AFUN2_005005	AGAP012905, AGAP008105	AMIN015924	ASIC017726	ASTEI20_033142		
N2.HOG0003691	OG0002601	n0			ADIR004743	AFUN2_014406	AGAP009897, AGAP009898	AMIN006837	ASIC014591	ASTEI20_036714		
N2.HOG0003692	OG0002602	n0			ADIR007469	AFUN2_003161	AGAP005987	AMIN010944	ASIC011704, ASIC011703	ASTEI20_036206		
N2.HOG0003693	OG0002603	n0			ADIR005531	AFUN2_002226	AGAP004227	AMIN004127	ASIC006181	ASTEI20_034531, ASTEI20_044362		
N2.HOG0003694	OG0002604	n0			ADIR006342	AFUN2_009788	AGAP008193	AMIN006087	ASIC006117	ASTEI20_034460		
N2.HOG0003695	OG0002605	n0			ADIR011463	AFUN2_001076	AGAP008497	AMIN009833	ASIC006110	ASTEI20_043828		
N2.HOG0003696	OG0002606	n0			ADIR011462	AFUN2_001056	AGAP008496	AMIN009832	ASIC006109, ASIC006108	ASTEI20_034119		
N2.HOG0003697	OG0002607	n0			ADIR005156	AFUN2_013594	AGAP028647	AMIN009545	ASIC017188	ASTEI20_042179		
N2.HOG0003698	OG0002608	n0			ADIR003102	AFUN2_013244	AGAP003023	AMIN003729	ASIC008013, ASIC008014	ASTEI20_032273		
N2.HOG0003699	OG0002609	n0			ADIR004475	AFUN2_006216	AGAP001473	AMIN002372	ASIC020088, ASIC020087	ASTEI20_032834		
N2.HOG0003700	OG0002610	n0			ADIR003118	AFUN2_010180	AGAP003007, AGAP003006	AMIN003714	ASIC008004	ASTEI20_031782		
N2.HOG0003701	OG0002611	n0			ADIR009239	AFUN2_001436	AGAP004872	AMIN011652	ASIC018495	ASTEI20_032923, ASTEI20_039961		
N2.HOG0003702	OG0002612	n0			ADIR008609	AFUN2_011479	AGAP012445	AMIN011508	ASIC016479	ASTEI20_038694		
N2.HOG0003703	OG0002613	n0			ADIR004408	AFUN2_001574	AGAP013053	AMIN004934	ASIC021728, ASIC021739	ASTEI20_039114		
N2.HOG0003704	OG0002614	n0			ADIR004542	AFUN2_006689	AGAP002405	AMIN002669	ASIC008403	ASTEI20_041294		
N2.HOG0003705	OG0002615	n0			ADIR004544	AFUN2_005587	AGAP002404	AMIN002668	ASIC008433	ASTEI20_031831		
N2.HOG0003706	OG0002616	n0			ADIR004541	AFUN2_000333	AGAP002408	AMIN002672	ASIC008407	ASTEI20_032715		
N2.HOG0003707	OG0002617	n0			ADIR004543	AFUN2_001519	AGAP002406	AMIN002670	ASIC008404	ASTEI20_031741		
N2.HOG0003708	OG0002618	n0			ADIR004093, ADIR004092	AFUN2_000998	AGAP010279	AMIN001113	ASIC013458	ASTEI20_043199		
N2.HOG0003709	OG0002619	n0			ADIR004090	AFUN2_001465	AGAP010278	AMIN001114	ASIC013457	ASTEI20_031503		
N2.HOG0003710	OG0002620	n0			ADIR004088	AFUN2_013834	AGAP010276	AMIN001116	ASIC013456, ASIC013454	ASTEI20_037331		
N2.HOG0003711	OG0002621	n0			ADIR010063, ADIR010052, ADIR008448	AFUN2_001359	AGAP002462	AMIN002733	ASIC021047	ASTEI20_045095		
N2.HOG0003712	OG0002623	n0			ADIR005455	AFUN2_012587	AGAP004401	AMIN004787	ASIC012655	ASTEI20_035735		
N2.HOG0003713	OG0002624	n0			ADIR008511	AFUN2_012325	AGAP001760	AMIN000756	ASIC013315	ASTEI20_039095		
N2.HOG0003714	OG0002625	n0			ADIR004563	AFUN2_009005	AGAP002394	AMIN002657	ASIC011971	ASTEI20_035804		
N2.HOG0003715	OG0002626	n0			ADIR010631	AFUN2_002252	AGAP012862, AGAP003508	AMIN000888	ASIC003204	ASTEI20_045075		
N2.HOG0003716	OG0002627	n0			ADIR008068, ADIR008069	AFUN2_005597	AGAP007095	AMIN011232	ASIC011007	ASTEI20_041284		
N2.HOG0003717	OG0002628	n0			ADIR008070	AFUN2_012506	AGAP007094	AMIN011231	ASIC011005, ASIC011004	ASTEI20_040400		
N2.HOG0003718	OG0002629	n0			ADIR000679	AFUN2_008437	AGAP008910	AMIN001681	ASIC006101	ASTEI20_032528, ASTEI20_045109		
N2.HOG0003719	OG0002630	n0			ADIR000681	AFUN2_002232	AGAP008908	AMIN001679	ASIC006121	ASTEI20_044282, ASTEI20_042569		
N2.HOG0003720	OG0002631	n0			ADIR004898	AFUN2_012605	AGAP008770	AMIN001412	ASIC006602	ASTEI20_044930		
