Orthogroup	AgambiaePEST	AstephensiUCISS2018
OG0000559	AGAP001961	ASTEI20_044255
OG0000560	AGAP007460	ASTEI20_039212
OG0000560	AGAP000546	ASTEI20_034474
OG0000561	AGAP005928	ASTEI20_034083
OG0000561	AGAP005929	ASTEI20_032907
OG0000562	AGAP005034	ASTEI20_037671
OG0000563	AGAP003494	ASTEI20_033376
OG0000563	AGAP003493	ASTEI20_039362
OG0000564	AGAP009587	ASTEI20_036810
OG0000564	AGAP009588	ASTEI20_038563
OG0000565	AGAP013199	ASTEI20_034561
OG0000565	AGAP000721	ASTEI20_043978
OG0000566	AGAP011220	ASTEI20_036931
OG0000566	AGAP011219	ASTEI20_037016
OG0000567	AGAP006868	ASTEI20_044543
OG0000567	AGAP006283	ASTEI20_043215
OG0000568	AGAP006958, AGAP006961, AGAP006959	ASTEI20_041157, ASTEI20_040815, ASTEI20_042101
OG0000569	AGAP002511	ASTEI20_042222
OG0000569	AGAP002510	ASTEI20_032603
OG0000570	AGAP003302	ASTEI20_038382
OG0000570	AGAP012952, AGAP004243	ASTEI20_037872
OG0000571	AGAP004860	ASTEI20_046145
OG0000572	AGAP012528, AGAP004813	ASTEI20_045605
OG0000573	AGAP001028	ASTEI20_035427
OG0000573	AGAP004281, AGAP029321	ASTEI20_041889
OG0000574	AGAP009926	ASTEI20_037259
OG0000574	AGAP012737, AGAP009927	ASTEI20_036879
OG0000576	AGAP013520	ASTEI20_046026
OG0000576	AGAP013172	ASTEI20_035412
OG0000577	AGAP002862	ASTEI20_041713
OG0000579	AGAP006150, AGAP007148	ASTEI20_041978
OG0000579	AGAP001329	ASTEI20_044000
OG0000581	AGAP005002	ASTEI20_032779
OG0000581	AGAP005001	ASTEI20_034834
OG0000582	AGAP029049	ASTEI20_040931
OG0000582	AGAP029054	ASTEI20_039818
OG0000583	AGAP007414	ASTEI20_042980
OG0000583	AGAP007558, AGAP007557	ASTEI20_043115, ASTEI20_041640
OG0000584	AGAP011712	ASTEI20_038624, ASTEI20_042452
OG0000585	AGAP005697, AGAP012903	ASTEI20_041849
OG0000585	AGAP005698	ASTEI20_036469
OG0000586	AGAP013019	ASTEI20_031342
OG0000586	AGAP004005	ASTEI20_044118
OG0000588	AGAP003524	ASTEI20_033837
OG0000588	AGAP003523	ASTEI20_032937
OG0000601	AGAP011807	ASTEI20_034152
OG0000601	AGAP011806	ASTEI20_035083
OG0000606	AGAP003350	ASTEI20_033665
OG0000607	AGAP011713	ASTEI20_042885, ASTEI20_045739
OG0000607	AGAP029298	ASTEI20_034728, ASTEI20_036316
OG0000608	AGAP029663	ASTEI20_031412
OG0000608	AGAP029476	ASTEI20_034955
OG0000609	AGAP009176	ASTEI20_035298
OG0000610	AGAP005602	ASTEI20_043727
OG0000610	AGAP005603	ASTEI20_041175
OG0000611	AGAP007588	ASTEI20_039290
OG0000611	AGAP007589	ASTEI20_037875
OG0000612	AGAP009318	ASTEI20_031753
OG0000613	AGAP002811	ASTEI20_045855
OG0000613	AGAP002813	ASTEI20_041847
OG0000614	AGAP006788	ASTEI20_039250
OG0000615	AGAP005941	ASTEI20_039181
OG0000615	AGAP005942	ASTEI20_040540
OG0000616	AGAP029794	ASTEI20_040935
OG0000617	AGAP009815	ASTEI20_038857
OG0000618	AGAP000953, AGAP002395	ASTEI20_035924, ASTEI20_031267
OG0000619	AGAP003929	ASTEI20_036799
OG0000619	AGAP003928	ASTEI20_031879
OG0000620	AGAP009872, AGAP009873	ASTEI20_041959
OG0000621	AGAP008850	ASTEI20_035003
OG0000621	AGAP000851	ASTEI20_044240
OG0000622	AGAP010328	ASTEI20_044291
OG0000623	AGAP011665	ASTEI20_044444, ASTEI20_039798
OG0000623	AGAP011921	ASTEI20_032866
OG0000624	AGAP003846	ASTEI20_045250
OG0000624	AGAP003845	ASTEI20_030850
OG0000625	AGAP001377	ASTEI20_041384
OG0000626	AGAP013181	ASTEI20_040404
OG0000626	AGAP001026	ASTEI20_033336
OG0000627	AGAP029992	ASTEI20_043380
OG0000627	AGAP029636	ASTEI20_044482
OG0000628	AGAP010118, AGAP010125, AGAP010111	ASTEI20_046080, ASTEI20_034080
OG0000628	AGAP010110	ASTEI20_040507
OG0000629	AGAP000705	ASTEI20_044768
OG0000629	AGAP013449	ASTEI20_036712
OG0000630	AGAP011051	ASTEI20_042898
OG0000630	AGAP011068, AGAP011066	ASTEI20_043119
OG0000631	AGAP008340	ASTEI20_042189
OG0000632	AGAP000655	ASTEI20_046127
OG0000632	AGAP002346	ASTEI20_036447
OG0000633	AGAP000401	ASTEI20_032149
OG0000633	AGAP012656, AGAP005066	ASTEI20_034452
OG0000634	AGAP000732	ASTEI20_034663
OG0000634	AGAP004350	ASTEI20_044651
OG0000635	AGAP001201	ASTEI20_033652, ASTEI20_040942
OG0000636	AGAP006907	ASTEI20_036562
OG0000636	AGAP006906	ASTEI20_041621
OG0000637	AGAP011095	ASTEI20_033096
OG0000637	AGAP011094	ASTEI20_034420
OG0000638	AGAP010489	ASTEI20_043693
OG0000638	AGAP009629	ASTEI20_032313
OG0000639	AGAP007650	ASTEI20_041346
OG0000639	AGAP007651	ASTEI20_035907
OG0000640	AGAP005972	ASTEI20_033633
OG0000641	AGAP009185	ASTEI20_036755
OG0000642	AGAP004317	ASTEI20_037257
OG0000642	AGAP004318	ASTEI20_045150
OG0000643	AGAP001117	ASTEI20_034280
OG0000644	AGAP029764, AGAP029763	ASTEI20_040015
OG0000645	AGAP005459	ASTEI20_044424
OG0000645	AGAP005456	ASTEI20_038350
OG0000646	AGAP029702, AGAP029701	ASTEI20_035725
OG0000647	AGAP007665	ASTEI20_041470
OG0000647	AGAP007663	ASTEI20_045698
OG0000648	AGAP008370	ASTEI20_041830
OG0000648	AGAP008371	ASTEI20_034191
OG0000649	AGAP004015	ASTEI20_043999
OG0000650	AGAP010133, AGAP012849, AGAP010132	ASTEI20_034631
OG0000651	AGAP012216, AGAP012217	ASTEI20_041186
OG0000652	AGAP000654	ASTEI20_032794
OG0000653	AGAP008109	ASTEI20_034748
OG0000654	AGAP007371	ASTEI20_042985
OG0000654	AGAP007372	ASTEI20_043626
OG0000655	AGAP006095	ASTEI20_039647
OG0000655	AGAP007040	ASTEI20_031588
OG0000656	AGAP009212	ASTEI20_043798
OG0000657	AGAP029977	ASTEI20_037447
OG0000658	AGAP002241	ASTEI20_042425
OG0000659	AGAP003582	ASTEI20_040379
OG0000659	AGAP003581	ASTEI20_035025
OG0000660	AGAP003896, AGAP003897	ASTEI20_033087, ASTEI20_034449, ASTEI20_045387, ASTEI20_037943, ASTEI20_043563, ASTEI20_034883, ASTEI20_039637, ASTEI20_042512
OG0000661	AGAP006891	ASTEI20_045619, ASTEI20_043795
OG0000661	AGAP000794	ASTEI20_041395
OG0000662	AGAP010854	ASTEI20_036989
OG0000662	AGAP029297	ASTEI20_038394
OG0000663	AGAP013218	ASTEI20_043505
OG0000663	AGAP004636, AGAP029800	ASTEI20_036063
OG0000664	AGAP029147, AGAP009014	ASTEI20_030816
OG0000665	AGAP001983	ASTEI20_043790
OG0000665	AGAP013533	ASTEI20_040364
OG0000666	AGAP029109	ASTEI20_031715
OG0000667	AGAP010882	ASTEI20_035731
OG0000668	AGAP000211	ASTEI20_041617
OG0000668	AGAP000210	ASTEI20_040675
OG0000669	AGAP009803, AGAP009804, AGAP009805	ASTEI20_045134
OG0000671	AGAP011666	ASTEI20_033489, ASTEI20_035422
OG0000672	AGAP028559	ASTEI20_042831
OG0000674	AGAP011554	ASTEI20_040597
OG0000675	AGAP029530	ASTEI20_036005
OG0000676	AGAP003757	ASTEI20_045253
OG0000677	AGAP010242	ASTEI20_041352
OG0000677	AGAP010245	ASTEI20_046051
OG0000678	AGAP005069	ASTEI20_040632
OG0000678	AGAP005068	ASTEI20_034866
OG0000679	AGAP005528	ASTEI20_035762
OG0000679	AGAP005529	ASTEI20_041118
OG0000680	AGAP000292, AGAP000294	ASTEI20_031200
OG0000681	AGAP029337, AGAP029350	ASTEI20_039667
OG0000682	AGAP003137	ASTEI20_046074
OG0000682	AGAP000668	ASTEI20_037885
OG0000683	AGAP009270	ASTEI20_044101
OG0000683	AGAP009947	ASTEI20_033021
OG0000684	AGAP011076	ASTEI20_045238
OG0000686	AGAP002206, AGAP002204	ASTEI20_045424
OG0000687	AGAP029253, AGAP010934, AGAP011697, AGAP029349	ASTEI20_036644
OG0000689	AGAP006813	ASTEI20_035935
OG0000689	AGAP028658	ASTEI20_037369
OG0000690	AGAP029227, AGAP029229	ASTEI20_034654
OG0000691	AGAP028703	ASTEI20_044310
OG0000691	AGAP029938, AGAP028700, AGAP028701, AGAP028702, AGAP029937	ASTEI20_045762
OG0000693	AGAP005587	ASTEI20_043618, ASTEI20_036093, ASTEI20_035811
OG0000693	AGAP005596, AGAP005597, AGAP005598, AGAP005594, AGAP005591, AGAP005593, AGAP005592	ASTEI20_035873
OG0000694	AGAP006691, AGAP029152, AGAP029159	ASTEI20_041192
OG0000695	AGAP013000	ASTEI20_035493, ASTEI20_032095, ASTEI20_034046, ASTEI20_035234, ASTEI20_038932, ASTEI20_035208, ASTEI20_039578, ASTEI20_037291, ASTEI20_037924, ASTEI20_044661, ASTEI20_039193, ASTEI20_036721, ASTEI20_042109, ASTEI20_033707, ASTEI20_044629
OG0000698	AGAP004465	ASTEI20_031490
OG0000698	AGAP004466	ASTEI20_035667
OG0000699	AGAP009233	ASTEI20_045210
OG0000700	AGAP012386	ASTEI20_039183
OG0000701	AGAP029980	ASTEI20_038815
OG0000701	AGAP012414	ASTEI20_037838
OG0000703	AGAP004157	ASTEI20_031023
OG0000703	AGAP012761, AGAP004156	ASTEI20_035177
OG0000704	AGAP012513	ASTEI20_042619
OG0000704	AGAP012514	ASTEI20_038664
OG0000705	AGAP005317, AGAP005318	ASTEI20_042623
OG0000706	AGAP002464	ASTEI20_040065
OG0000707	AGAP006439	ASTEI20_042481
OG0000708	AGAP002069	ASTEI20_034646
OG0000708	AGAP000591	ASTEI20_037384
OG0000709	AGAP000391	ASTEI20_042639, ASTEI20_035313
OG0000710	AGAP000025	ASTEI20_033026
OG0000710	AGAP001360	ASTEI20_045896
OG0000711	AGAP012324	ASTEI20_034286
OG0000711	AGAP012323	ASTEI20_043282
OG0000712	AGAP028037	ASTEI20_045867
OG0000712	AGAP010470	ASTEI20_037742
OG0000713	AGAP005327	ASTEI20_043731
OG0000714	AGAP002621	ASTEI20_041086
OG0000714	AGAP002620	ASTEI20_031182
OG0000715	AGAP003272	ASTEI20_037706
OG0000715	AGAP002980	ASTEI20_043023
OG0000716	AGAP012882, AGAP003787	ASTEI20_033629
OG0000716	AGAP003786	ASTEI20_041196
OG0000717	AGAP009692, AGAP009691	ASTEI20_041443
OG0000718	AGAP029667	ASTEI20_034424
OG0000719	AGAP027999	ASTEI20_031976
OG0000719	AGAP010326	ASTEI20_046128
OG0000720	AGAP003676	ASTEI20_040950
OG0000721	AGAP003713	ASTEI20_034084
OG0000721	AGAP011630	ASTEI20_035049
OG0000722	AGAP002639	ASTEI20_033287
OG0000723	AGAP003314	ASTEI20_039107
OG0000723	AGAP001130	ASTEI20_043899
OG0000724	AGAP006833	ASTEI20_043064
OG0000724	AGAP006832	ASTEI20_040049
OG0000725	AGAP006388	ASTEI20_043335, ASTEI20_035800
OG0000726	AGAP004258	ASTEI20_039608
OG0000727	AGAP028525	ASTEI20_043472
OG0000728	AGAP005804	ASTEI20_032388, ASTEI20_040426
OG0000728	AGAP000662	ASTEI20_036046
OG0000729	AGAP009572	ASTEI20_042200
OG0000729	AGAP000541	ASTEI20_040151
OG0000730	AGAP010591	ASTEI20_044904
OG0000731	AGAP000923	ASTEI20_044451
OG0000731	AGAP005336	ASTEI20_031889, ASTEI20_031875
OG0000732	AGAP003274	ASTEI20_039673
OG0000732	AGAP003275	ASTEI20_031041
OG0000733	AGAP006396	ASTEI20_038325
OG0000733	AGAP006395	ASTEI20_044652
OG0000734	AGAP000773	ASTEI20_040309
OG0000734	AGAP010058	ASTEI20_043083
OG0000735	AGAP006826	ASTEI20_038947
OG0000735	AGAP004303	ASTEI20_040845
OG0000736	AGAP007723	ASTEI20_037342, ASTEI20_042261, ASTEI20_042182
OG0000737	AGAP000679	ASTEI20_041073
OG0000738	AGAP010295, AGAP012433	ASTEI20_034436
OG0000738	AGAP012434	ASTEI20_040787
OG0000739	AGAP029559	ASTEI20_037468, ASTEI20_037469
OG0000740	AGAP002178	ASTEI20_043165
OG0000741	AGAP004783	ASTEI20_044735
OG0000742	AGAP002885	ASTEI20_035073
OG0000743	AGAP011821	ASTEI20_042644
OG0000744	AGAP009337	ASTEI20_038133
OG0000745	AGAP004093	ASTEI20_034158, ASTEI20_032748
OG0000746	AGAP002196	ASTEI20_034581
OG0000747	AGAP001818, AGAP001816	ASTEI20_043260, ASTEI20_036353
OG0000748	AGAP001982, AGAP013061	ASTEI20_039121
OG0000749	AGAP000336	ASTEI20_039921
OG0000749	AGAP007517	ASTEI20_043173
OG0000750	AGAP029703	ASTEI20_039926
OG0000751	AGAP000468	ASTEI20_043371
OG0000752	AGAP000339	ASTEI20_043822, ASTEI20_036265
OG0000753	AGAP006749	ASTEI20_036308
OG0000753	AGAP013757	ASTEI20_034045, ASTEI20_045602
OG0000754	AGAP006167	ASTEI20_034077
OG0000755	AGAP003057	ASTEI20_033644
OG0000756	AGAP013185	ASTEI20_040316
OG0000756	AGAP013005	ASTEI20_037829
OG0000757	AGAP010507	ASTEI20_034616
OG0000760	AGAP011966	ASTEI20_032155
OG0000761	AGAP010286, AGAP012633, AGAP012603	ASTEI20_046085
OG0000762	AGAP003656	ASTEI20_037826
OG0000763	AGAP007717	ASTEI20_032476, ASTEI20_045816
OG0000764	AGAP009464, AGAP009466	ASTEI20_032434
OG0000765	AGAP009793	ASTEI20_032571
OG0000766	AGAP010503, AGAP010506	ASTEI20_030954
OG0000767	AGAP011379	ASTEI20_034959
OG0000769	AGAP028416	ASTEI20_039990, ASTEI20_044293
OG0000770	AGAP000045	ASTEI20_039892
OG0000771	AGAP013055	ASTEI20_032854
OG0000772	AGAP006444	ASTEI20_036885, ASTEI20_035668
OG0000773	AGAP009652	ASTEI20_043468
OG0000773	AGAP029640	ASTEI20_034825
OG0000774	AGAP011384	ASTEI20_043729
OG0000775	AGAP029541	ASTEI20_041717
OG0000776	AGAP011334	ASTEI20_038588
OG0000777	AGAP005037	ASTEI20_031695
OG0000778	AGAP003601	ASTEI20_033706
OG0000778	AGAP003602	ASTEI20_031392
OG0000779	AGAP006902	ASTEI20_031977
OG0000786	AGAP004290, AGAP004289	ASTEI20_043435
OG0000786	AGAP013168	ASTEI20_035440
OG0000791	AGAP010991	ASTEI20_031229
OG0000791	AGAP011004, AGAP011005, AGAP011001, AGAP011003	ASTEI20_036932, ASTEI20_032898
OG0000792	AGAP007516	ASTEI20_036170
OG0000792	AGAP007515, AGAP007513, AGAP007514	ASTEI20_043418
OG0000793	AGAP029714, AGAP029251, AGAP029715	ASTEI20_035059
OG0000793	AGAP029275	ASTEI20_034468
OG0000793	AGAP010362	ASTEI20_037126
OG0000794	AGAP002596	ASTEI20_041833
OG0000799	AGAP003995	ASTEI20_030862
OG0000800	AGAP003871	ASTEI20_035513
OG0000801	AGAP001600	ASTEI20_038774
OG0000801	AGAP001601	ASTEI20_032752
OG0000802	AGAP007838, AGAP007837	ASTEI20_039903
OG0000802	AGAP007836	ASTEI20_033998
OG0000803	AGAP009379	ASTEI20_032929
OG0000803	AGAP009380	ASTEI20_045546
OG0000804	AGAP007797	ASTEI20_040283
OG0000805	AGAP007590	ASTEI20_045323
OG0000805	AGAP007587	ASTEI20_036191
OG0000806	AGAP011307	ASTEI20_046137
OG0000807	AGAP009018	ASTEI20_038033
OG0000808	AGAP029984	ASTEI20_039245
OG0000809	AGAP008039	ASTEI20_035120
OG0000809	AGAP001384	ASTEI20_035445
OG0000810	AGAP000735	ASTEI20_039483
OG0000810	AGAP002294	ASTEI20_046097
OG0000811	AGAP006449, AGAP000777, AGAP000738	ASTEI20_044563, ASTEI20_045076
OG0000812	AGAP003971	ASTEI20_034815
OG0000813	AGAP008443	ASTEI20_037179
OG0000814	AGAP010341	ASTEI20_038002
OG0000815	AGAP010943	ASTEI20_032132
OG0000816	AGAP012509	ASTEI20_035781
OG0000817	AGAP011557	ASTEI20_035275
OG0000817	AGAP000616	ASTEI20_041498
OG0000818	AGAP028003	ASTEI20_031764
OG0000820	AGAP011992	ASTEI20_033514
OG0000821	AGAP000625	ASTEI20_035913
OG0000822	AGAP003562	ASTEI20_036898
OG0000822	AGAP003565	ASTEI20_045287
OG0000822	AGAP003566	ASTEI20_034381
OG0000823	AGAP028539	ASTEI20_037538
OG0000824	AGAP011332	ASTEI20_032739
OG0000824	AGAP004764	ASTEI20_045853
OG0000825	AGAP001683	ASTEI20_040682
OG0000826	AGAP009564	ASTEI20_040369
OG0000826	AGAP000260	ASTEI20_037448
OG0000827	AGAP011053	ASTEI20_034623
OG0000828	AGAP000606	ASTEI20_041164
OG0000829	AGAP000315	ASTEI20_030906
OG0000830	AGAP001740	ASTEI20_041246
OG0000831	AGAP010130	ASTEI20_041343
OG0000832	AGAP002443	ASTEI20_031357
OG0000832	AGAP002444	ASTEI20_034075
OG0000833	AGAP003646, AGAP013307	ASTEI20_037575
OG0000834	AGAP010147	ASTEI20_034731
OG0000835	AGAP012971, AGAP013467	ASTEI20_043704
OG0000836	AGAP009104	ASTEI20_038803
OG0000837	AGAP012441	ASTEI20_042660
OG0000838	AGAP000627	ASTEI20_031314
OG0000839	AGAP002417	ASTEI20_042058
OG0000840	AGAP012501	ASTEI20_045806
OG0000841	AGAP007860	ASTEI20_043463
OG0000841	AGAP007862	ASTEI20_036869
OG0000842	AGAP009192	ASTEI20_044864
OG0000843	AGAP002475	ASTEI20_039772
OG0000844	AGAP001024	ASTEI20_044178
OG0000845	AGAP029340	ASTEI20_041161
OG0000846	AGAP002313	ASTEI20_043008
OG0000847	AGAP000162	ASTEI20_031099, ASTEI20_044161
OG0000849	AGAP013329, AGAP001449	ASTEI20_042112
OG0000850	AGAP000927	ASTEI20_031769, ASTEI20_041948
OG0000853	AGAP007014, AGAP007016, AGAP007015	ASTEI20_040852
OG0000854	AGAP006794	ASTEI20_034595
OG0000855	AGAP000540	ASTEI20_032493, ASTEI20_042132
OG0000856	AGAP007365	ASTEI20_036510, ASTEI20_041735
OG0000857	AGAP005404	ASTEI20_042730
OG0000857	AGAP004407	ASTEI20_040336
OG0000858	AGAP003059	ASTEI20_034712
OG0000859	AGAP010437	ASTEI20_037362
OG0000860	AGAP000979	ASTEI20_043892
OG0000861	AGAP011930	ASTEI20_041727
OG0000861	AGAP028679	ASTEI20_038521
OG0000862	AGAP006723	ASTEI20_044800
OG0000862	AGAP006700	ASTEI20_033388
OG0000863	AGAP007484	ASTEI20_039681
OG0000864	AGAP008025	ASTEI20_040084
OG0000865	AGAP000990	ASTEI20_044183
OG0000866	AGAP007012	ASTEI20_036038
OG0000867	AGAP002707	ASTEI20_041802
OG0000867	AGAP002708	ASTEI20_036774
OG0000868	AGAP006111	ASTEI20_031032
OG0000869	AGAP006009	ASTEI20_045680
OG0000869	AGAP006011	ASTEI20_043696
OG0000869	AGAP006010	ASTEI20_044341
OG0000870	AGAP010182	ASTEI20_041721
OG0000870	AGAP000200	ASTEI20_039027
OG0000871	AGAP009670	ASTEI20_043245
OG0000872	AGAP000669, AGAP007630	ASTEI20_035045
OG0000873	AGAP005131	ASTEI20_037241
OG0000875	AGAP000147	ASTEI20_031975
OG0000876	AGAP003300	ASTEI20_038171
OG0000876	AGAP003297	ASTEI20_036250
OG0000877	AGAP004084	ASTEI20_040971
OG0000877	AGAP012563, AGAP004307	ASTEI20_037309
OG0000878	AGAP005013, AGAP005012, AGAP012568, AGAP012567	ASTEI20_041893, ASTEI20_036003
OG0000879	AGAP008088	ASTEI20_043715
OG0000881	AGAP002411	ASTEI20_044067
OG0000882	AGAP011111	ASTEI20_039800
OG0000883	AGAP005755	ASTEI20_031209
OG0000884	AGAP010410	ASTEI20_040416
OG0000885	AGAP013481	ASTEI20_046138
OG0000886	AGAP006634	ASTEI20_044506
OG0000886	AGAP006636	ASTEI20_037892
OG0000887	AGAP007308	ASTEI20_038548
OG0000887	AGAP001496	ASTEI20_045008
OG0000888	AGAP008859	ASTEI20_033933
OG0000889	AGAP029898	ASTEI20_045458
OG0000890	AGAP002296, AGAP013171	ASTEI20_045313
OG0000891	AGAP003849	ASTEI20_044959
OG0000894	AGAP013721	ASTEI20_036594
OG0000895	AGAP000146	ASTEI20_042878
OG0000896	AGAP009247	ASTEI20_034832
OG0000897	AGAP004694	ASTEI20_043474, ASTEI20_036984, ASTEI20_032916, ASTEI20_042579
OG0000900	AGAP000113, AGAP013390	ASTEI20_039875
OG0000901	AGAP011621	ASTEI20_038514
OG0000901	AGAP011622	ASTEI20_032584
OG0000902	AGAP000516, AGAP000515	ASTEI20_033803
OG0000903	AGAP029951	ASTEI20_032454
OG0000903	AGAP007149	ASTEI20_032648
OG0000904	AGAP001354	ASTEI20_036389
OG0000904	AGAP001355	ASTEI20_039996
OG0000906	AGAP006741	ASTEI20_039052
OG0000907	AGAP001721	ASTEI20_030972, ASTEI20_043706
OG0000908	AGAP004135	ASTEI20_036217
OG0000909	AGAP004181	ASTEI20_040014
OG0000910	AGAP002793	ASTEI20_038822
OG0000911	AGAP000597	ASTEI20_034906
OG0000913	AGAP004531	ASTEI20_038214
OG0000925	AGAP029840, AGAP029847, AGAP029846	ASTEI20_043507
OG0000926	AGAP006272, AGAP029699	ASTEI20_032857
OG0000927	AGAP012000	ASTEI20_045693
OG0000929	AGAP007971, AGAP028103, AGAP028169, AGAP029428	ASTEI20_037284, ASTEI20_031478
OG0000932	AGAP029362, AGAP028444	ASTEI20_031483, ASTEI20_040791, ASTEI20_040663, ASTEI20_041347, ASTEI20_040123, ASTEI20_042683, ASTEI20_041580
OG0000933	AGAP028731, AGAP028732, AGAP013278, AGAP011649, AGAP028752, AGAP028753, AGAP029882, AGAP005668, AGAP005667	ASTEI20_044450
OG0000934	AGAP011023	ASTEI20_033252
OG0000934	AGAP011019	ASTEI20_042932
OG0000934	AGAP011017, AGAP011018	ASTEI20_036045
OG0000934	AGAP011022	ASTEI20_038569
OG0000934	AGAP011021	ASTEI20_036509
OG0000940	AGAP008009	ASTEI20_034935
OG0000941	AGAP002084	ASTEI20_033136
OG0000942	AGAP003233	ASTEI20_044731
OG0000943	AGAP011871	ASTEI20_041590
OG0000944	AGAP001824	ASTEI20_031002, ASTEI20_035316
OG0000945	AGAP000595	ASTEI20_030978
OG0000945	AGAP000596	ASTEI20_039745
OG0000946	AGAP008308	ASTEI20_032242
OG0000947	AGAP010467	ASTEI20_041716
OG0000948	AGAP007818	ASTEI20_034366
OG0000948	AGAP028144	ASTEI20_036279
OG0000949	AGAP008245	ASTEI20_041438
OG0000950	AGAP029401	ASTEI20_035813
OG0000951	AGAP005945	ASTEI20_037697
OG0000951	AGAP005944	ASTEI20_033085
OG0000952	AGAP001073	ASTEI20_036430
OG0000953	AGAP000196	ASTEI20_036115
OG0000954	AGAP000801	ASTEI20_044671
OG0000955	AGAP001634	ASTEI20_040949
OG0000956	AGAP007696	ASTEI20_032161
OG0000957	AGAP007692, AGAP007691	ASTEI20_034570
OG0000958	AGAP011060, AGAP000812	ASTEI20_041178
OG0000959	AGAP002018	ASTEI20_034877
OG0000960	AGAP029991	ASTEI20_032481
OG0000961	AGAP006414	ASTEI20_039897, ASTEI20_043406
OG0000962	AGAP003415	ASTEI20_042867
OG0000963	AGAP001866	ASTEI20_042343
OG0000964	AGAP011434	ASTEI20_030858
OG0000964	AGAP011435	ASTEI20_041502
OG0000965	AGAP005461	ASTEI20_038733
OG0000966	AGAP010696	ASTEI20_032401
OG0000967	AGAP003788	ASTEI20_045321
OG0000968	AGAP000049	ASTEI20_038030
OG0000969	AGAP004887	ASTEI20_044721
OG0000970	AGAP001011	ASTEI20_043170
OG0000972	AGAP009182	ASTEI20_040349
OG0000973	AGAP004494	ASTEI20_044892
OG0000974	AGAP009320	ASTEI20_037996
OG0000974	AGAP008439	ASTEI20_037917
OG0000975	AGAP005933	ASTEI20_040912
OG0000976	AGAP029512	ASTEI20_038305
OG0000977	AGAP029767	ASTEI20_040796
OG0000978	AGAP009558	ASTEI20_042079
OG0000978	AGAP009559	ASTEI20_041204
OG0000979	AGAP012623, AGAP009576, AGAP009581	ASTEI20_041890
OG0000980	AGAP000400	ASTEI20_033638
OG0000982	AGAP000431	ASTEI20_041497
OG0000983	AGAP003689	ASTEI20_043351
OG0000983	AGAP003691	ASTEI20_038937
OG0000984	AGAP005722, AGAP005720	ASTEI20_044204
OG0000985	AGAP013400	ASTEI20_043691
OG0000985	AGAP013189	ASTEI20_042027
OG0000986	AGAP010499	ASTEI20_036620
OG0000987	AGAP009493	ASTEI20_040186
OG0000988	AGAP013738	ASTEI20_045087
OG0000989	AGAP028136	ASTEI20_037454
OG0000990	AGAP009515	ASTEI20_044951
OG0000991	AGAP011442	ASTEI20_032561
OG0000992	AGAP007043	ASTEI20_036956, ASTEI20_036478
OG0000993	AGAP002737	ASTEI20_038765
OG0000995	AGAP010544	ASTEI20_035459
OG0000996	AGAP008341	ASTEI20_031926
OG0000996	AGAP009784	ASTEI20_044157
OG0000997	AGAP029116	ASTEI20_039712
OG0000998	AGAP004392	ASTEI20_038439
OG0000999	AGAP029494	ASTEI20_032079
OG0001000	AGAP011805	ASTEI20_045504
OG0001001	AGAP008897	ASTEI20_036585
OG0001002	AGAP009550	ASTEI20_034265
OG0001004	AGAP007254	ASTEI20_042577
OG0001005	AGAP000719	ASTEI20_037489
OG0001006	AGAP000876	ASTEI20_043740
OG0001007	AGAP028015	ASTEI20_036987
OG0001008	AGAP011100	ASTEI20_032053
OG0001009	AGAP000327	ASTEI20_043443
OG0001010	AGAP000761	ASTEI20_044389
OG0001011	AGAP004050	ASTEI20_045764
OG0001012	AGAP008203, AGAP012855	ASTEI20_034831, ASTEI20_045279
OG0001013	AGAP000663	ASTEI20_034929
OG0001014	AGAP008719	ASTEI20_034354
OG0001015	AGAP005568	ASTEI20_041127
OG0001015	AGAP005570	ASTEI20_039394
OG0001016	AGAP029062	ASTEI20_040727
OG0001017	AGAP029904	ASTEI20_040130
OG0001018	AGAP000300	ASTEI20_035014
OG0001019	AGAP028746, AGAP028748	ASTEI20_031537
OG0001020	AGAP000498	ASTEI20_038412
OG0001020	AGAP007024	ASTEI20_042447
OG0001021	AGAP013105	ASTEI20_044575
OG0001022	AGAP002847	ASTEI20_040004
OG0001023	AGAP004963, AGAP004962	ASTEI20_036841, ASTEI20_035782
OG0001024	AGAP008878	ASTEI20_037928
OG0001025	AGAP003767	ASTEI20_041827
OG0001026	AGAP011092	ASTEI20_032483
OG0001027	AGAP029893	ASTEI20_044527
OG0001028	AGAP004059	ASTEI20_034918
OG0001029	AGAP000723	ASTEI20_031132
OG0001030	AGAP029615, AGAP029364	ASTEI20_043871
OG0001031	AGAP011617	ASTEI20_043066
OG0001031	AGAP028207	ASTEI20_030931
OG0001032	AGAP011159	ASTEI20_041822
OG0001033	AGAP012881, AGAP029295	ASTEI20_033764
OG0001034	AGAP003230	ASTEI20_043071
OG0001035	AGAP009121	ASTEI20_042050
OG0001036	AGAP009418, AGAP009419, AGAP009416, AGAP009417, AGAP009415	ASTEI20_033259
OG0001037	AGAP008026	ASTEI20_037174, ASTEI20_045118
OG0001038	AGAP003215, AGAP003216	ASTEI20_036062, ASTEI20_036166
OG0001039	AGAP001570	ASTEI20_043152
OG0001040	AGAP008408	ASTEI20_040946
OG0001041	AGAP013368	ASTEI20_037997
