Orthogroup	AgambiaePEST	AdirusWRAIR2
OG0002346	AGAP009684	ADIR005001
OG0002347	AGAP011832	ADIR002330
OG0002348	AGAP003781	ADIR002524
OG0002349	AGAP003220	ADIR002826
OG0002350	AGAP002970	ADIR005825
OG0002351	AGAP003789, AGAP012547	ADIR015686
OG0002352	AGAP000834	ADIR011541
OG0002353	AGAP000374	ADIR001143
OG0002354	AGAP000426	ADIR001178
OG0002355	AGAP012346	ADIR000506
OG0002356	AGAP003208	ADIR002837
OG0002357	AGAP002260	ADIR005568
OG0002358	AGAP001560	ADIR003024
OG0002359	AGAP003207	ADIR002838
OG0002360	AGAP005567	ADIR008746
OG0002361	AGAP005895	ADIR008855
OG0002362	AGAP007979	ADIR011000
OG0002363	AGAP010155, AGAP010156	ADIR009699
OG0002364	AGAP004134	ADIR002965
OG0002365	AGAP007983	ADIR011004
OG0002366	AGAP008723	ADIR004707
OG0002367	AGAP001139	ADIR010085
OG0002368	AGAP008819	ADIR011364
OG0002369	AGAP010406	ADIR005696
OG0002370	AGAP012773, AGAP010419	ADIR005709
OG0002371	AGAP012281	ADIR000446
OG0002372	AGAP003527, AGAP012869	ADIR010650
OG0002373	AGAP010552	ADIR000378
OG0002374	AGAP010074	ADIR009304
OG0002375	AGAP011165	ADIR001781
OG0002376	AGAP010590	ADIR000403
OG0002377	AGAP011148, AGAP011146	ADIR001768
OG0002378	AGAP011164	ADIR001780
OG0002379	AGAP011155	ADIR001771
OG0002380	AGAP011150, AGAP012865, AGAP012770	ADIR001766
OG0002381	AGAP011147, AGAP011145	ADIR001769
OG0002382	AGAP004723	ADIR009119
OG0002383	AGAP001802	ADIR006424
OG0002384	AGAP001712	ADIR010382
OG0002385	AGAP002114	ADIR003169
OG0002386	AGAP009432	ADIR015611
OG0002387	AGAP009433	ADIR006081
OG0002388	AGAP008640	ADIR006819, ADIR006818
OG0002389	AGAP009610	ADIR004846
OG0002390	AGAP004498	ADIR006730
OG0002391	AGAP001396	ADIR002851
OG0002392	AGAP004496	ADIR006728
OG0002393	AGAP006511	ADIR007608
OG0002395	AGAP000868	ADIR001493
OG0002396	AGAP003179	ADIR006504
OG0002397	AGAP006387	ADIR007429
OG0002398	AGAP002654	ADIR010193
OG0002399	AGAP003180	ADIR006505
OG0002400	AGAP003161	ADIR006487
OG0002401	AGAP008536	ADIR010860
OG0002402	AGAP028045	ADIR004682
OG0002403	AGAP008537	ADIR010862
OG0002404	AGAP008766	ADIR016111
OG0002405	AGAP009837, AGAP009836	ADIR005174
OG0002406	AGAP010129	ADIR009277
OG0002408	AGAP010131	ADIR009273
OG0002409	AGAP010539	ADIR000364
OG0002410	AGAP010534	ADIR000359
OG0002411	AGAP010540	ADIR000365
OG0002412	AGAP010536	ADIR000361
OG0002414	AGAP006599	ADIR007380
OG0002415	AGAP004558	ADIR004420
OG0002416	AGAP006889	ADIR004284
OG0002417	AGAP006435	ADIR007684
OG0002418	AGAP009948, AGAP006895	ADIR004277
OG0002419	AGAP010051	ADIR009328
OG0002420	AGAP010056	ADIR009321
OG0002421	AGAP010965, AGAP010963	ADIR004516
OG0002422	AGAP028100	ADIR010842
OG0002423	AGAP012606, AGAP012632	ADIR009359
OG0002424	AGAP008806	ADIR010846
OG0002425	AGAP008183	ADIR006334
OG0002426	AGAP009969, AGAP009967	ADIR009357
OG0002427	AGAP010327	ADIR005773
OG0002428	AGAP010966	ADIR004517
OG0002429	AGAP028491	ADIR005775
OG0002430	AGAP006740	ADIR003643
OG0002431	AGAP010335	ADIR009767
OG0002432	AGAP009125	ADIR006218
OG0002433	AGAP029569	ADIR002129
OG0002434	AGAP011344	ADIR002128
OG0002435	AGAP010339	ADIR009763
OG0002436	AGAP011345	ADIR002127
OG0002437	AGAP006791	ADIR003596
OG0002438	AGAP000908	ADIR006000
OG0002439	AGAP006100	ADIR008750
OG0002440	AGAP006099	ADIR008749
OG0002441	AGAP006373	ADIR007443
OG0002442	AGAP010096	ADIR009284
OG0002443	AGAP004792	ADIR009190
OG0002444	AGAP004773, AGAP004786	ADIR009184
OG0002445	AGAP004789, AGAP004791	ADIR009189
OG0002446	AGAP007552	ADIR006993
OG0002447	AGAP002451	ADIR006406
OG0002448	AGAP002449	ADIR006403
OG0002449	AGAP009573	ADIR011498
OG0002450	AGAP004332	ADIR005392
OG0002451	AGAP003892, AGAP012748	ADIR003389
OG0002452	AGAP003719	ADIR016060
OG0002453	AGAP000550	ADIR001323
OG0002454	AGAP000348	ADIR001223
OG0002455	AGAP010010	ADIR009389
OG0002456	AGAP010834	ADIR009474
OG0002457	AGAP011316	ADIR002156
OG0002458	AGAP011315	ADIR002157
OG0002459	AGAP011314	ADIR002158
OG0002460	AGAP002634	ADIR010221
OG0002461	AGAP002638	ADIR010218
OG0002462	AGAP002645	ADIR010205
OG0002463	AGAP000066	ADIR000972
OG0002464	AGAP029706	ADIR004800
OG0002465	AGAP004352	ADIR005415
OG0002466	AGAP012565, AGAP010621	ADIR009562
OG0002467	AGAP029274	ADIR000338
OG0002468	AGAP013220	ADIR015965
OG0002469	AGAP001138	ADIR015978
OG0002470	AGAP004064	ADIR009784
OG0002471	AGAP008938	ADIR011429
OG0002472	AGAP008747	ADIR004924
OG0002473	AGAP006903	ADIR004266
OG0002474	AGAP008133	ADIR011293
OG0002475	AGAP013730	ADIR011285
OG0002476	AGAP008129	ADIR011288
OG0002477	AGAP011162	ADIR001777, ADIR001776
OG0002478	AGAP012870, AGAP012591	ADIR005567
OG0002479	AGAP005960	ADIR007494
OG0002480	AGAP010145	ADIR009692
OG0002481	AGAP008776	ADIR004893
OG0002482	AGAP000278	ADIR015841
OG0002483	AGAP002884	ADIR003441
OG0002484	AGAP002947	ADIR006591
OG0002485	AGAP029655	ADIR008445
OG0002486	AGAP002943	ADIR006588
OG0002487	AGAP003688, AGAP013274	ADIR005363
OG0002488	AGAP010483	ADIR005662
OG0002489	AGAP012192	ADIR002057
OG0002490	AGAP010843	ADIR002060
OG0002491	AGAP010514	ADIR015715
OG0002492	AGAP010515	ADIR015716
OG0002493	AGAP010373	ADIR009731
OG0002494	AGAP010516	ADIR000354
OG0002495	AGAP003532	ADIR010654
OG0002496	AGAP004189, AGAP004195	ADIR008474
OG0002497	AGAP003158, AGAP012859	ADIR002578
OG0002498	AGAP002886	ADIR003438
OG0002499	AGAP011688	ADIR001842
OG0002500	AGAP002038	ADIR002428
OG0002501	AGAP002032	ADIR015704
OG0002502	AGAP004795	ADIR009193
OG0002503	AGAP002030	ADIR002433
OG0002504	AGAP012908, AGAP002026	ADIR002435
OG0002505	AGAP001995	ADIR010512
OG0002506	AGAP003890	ADIR003392
OG0002507	AGAP003891	ADIR003390
OG0002508	AGAP028138	ADIR002105
OG0002509	AGAP003211	ADIR002835
OG0002510	AGAP002548	ADIR010317
OG0002511	AGAP004194	ADIR008481
OG0002512	AGAP002549	ADIR010316
OG0002513	AGAP003277	ADIR002781
OG0002514	AGAP001700	ADIR010393
OG0002515	AGAP004065	ADIR006623
OG0002516	AGAP006054	ADIR008142
OG0002517	AGAP006056	ADIR008144
OG0002518	AGAP006051	ADIR008140
OG0002519	AGAP012783, AGAP004268	ADIR005485
OG0002520	AGAP001563	ADIR003022
OG0002521	AGAP008380	ADIR011136
OG0002521	AGAP008378	ADIR015994
OG0002522	AGAP005235	ADIR009813
OG0002523	AGAP005240	ADIR009817
OG0002524	AGAP001092	ADIR005284
OG0002525	AGAP003185	ADIR002736
OG0002526	AGAP005169	ADIR001546
OG0002527	AGAP002481	ADIR002738
OG0002528	AGAP012901, AGAP003187	ADIR002734
OG0002529	AGAP002482	ADIR002739
OG0002531	AGAP011026	ADIR002021
OG0002532	AGAP011977	ADIR001996
OG0002532	AGAP028540	ADIR001995
OG0002533	AGAP012880, AGAP010984	ADIR002008
OG0002534	AGAP011968	ADIR002002
OG0002535	AGAP010644	ADIR000335
OG0002536	AGAP008275	ADIR000601
OG0002537	AGAP006798	ADIR003589
OG0002538	AGAP008947	ADIR011419
OG0002539	AGAP008230	ADIR006376
OG0002540	AGAP008948	ADIR011418
OG0002541	AGAP008229	ADIR006375
OG0002542	AGAP010491	ADIR005651
OG0002543	AGAP010451, AGAP029272	ADIR005743
OG0002544	AGAP007929	ADIR005899
OG0002545	AGAP009496	ADIR006031
OG0002546	AGAP009488	ADIR006035
OG0002547	AGAP006036	ADIR016084
OG0002548	AGAP006041	ADIR008129
OG0002549	AGAP006177	ADIR016193, ADIR016192
OG0002550	AGAP002966	ADIR005829
OG0002551	AGAP006179	ADIR007987
OG0002552	AGAP006180	ADIR007986
OG0002553	AGAP007886	ADIR005941
OG0002554	AGAP011326, AGAP013034	ADIR016113
OG0002555	AGAP001222	ADIR010008
OG0002556	AGAP029595	ADIR009308
OG0002557	AGAP011910	ADIR001959
OG0002558	AGAP011902	ADIR001966
OG0002559	AGAP011909	ADIR001960
OG0002560	AGAP011908	ADIR001961
OG0002561	AGAP001412	ADIR002867
OG0002562	AGAP005422	ADIR008815
OG0002563	AGAP005421	ADIR008816
OG0002564	AGAP005406	ADIR004166
OG0002565	AGAP005414	ADIR004154
OG0002566	AGAP012284	ADIR000449
OG0002567	AGAP003092	ADIR003302
OG0002568	AGAP012282	ADIR000447
OG0002569	AGAP012769, AGAP003285	ADIR002770
OG0002570	AGAP003922	ADIR014286
OG0002571	AGAP000703	ADIR000931
OG0002572	AGAP000940	ADIR009704
OG0002573	AGAP002519	ADIR010344
OG0002574	AGAP012105	ADIR002277
OG0002575	AGAP011492	ADIR000273
OG0002576	AGAP012103	ADIR002276
OG0002577	AGAP007641	ADIR007126
OG0002578	AGAP001320	ADIR009928
OG0002579	AGAP002454	ADIR006411
OG0002580	AGAP012824, AGAP001592	ADIR010504
OG0002581	AGAP000009	ADIR004133
OG0002582	AGAP006793	ADIR003594
OG0002583	AGAP001591	ADIR010505
OG0002584	AGAP004273	ADIR008371
OG0002585	AGAP012691, AGAP004275	ADIR008373
OG0002586	AGAP005009	ADIR001599
OG0002587	AGAP012375	ADIR000533
OG0002588	AGAP011676	ADIR001826
OG0002589	AGAP011675	ADIR001825
OG0002590	AGAP012373	ADIR000532
OG0002591	AGAP003061, AGAP003064	ADIR016026
OG0002592	AGAP003687	ADIR005362
OG0002593	AGAP007755	ADIR010952
OG0002594	AGAP002012	ADIR005318
OG0002595	AGAP008199	ADIR006351
OG0002596	AGAP002687	ADIR010156
OG0002597	AGAP002686	ADIR010155
OG0002598	AGAP003660	ADIR005563
OG0002599	AGAP029524	ADIR015998
OG0002600	AGAP008105	ADIR015999
OG0002601	AGAP009897, AGAP009898	ADIR004743
OG0002602	AGAP005987	ADIR007469
OG0002603	AGAP004227	ADIR005531
OG0002604	AGAP008193	ADIR006342
OG0002605	AGAP008497	ADIR011463
OG0002606	AGAP008496	ADIR011462
OG0002607	AGAP028647	ADIR005156
OG0002608	AGAP003023	ADIR003102
OG0002609	AGAP001473	ADIR004475
OG0002610	AGAP003007, AGAP003006	ADIR003118
OG0002611	AGAP004872	ADIR009239
OG0002612	AGAP012445	ADIR008609
OG0002613	AGAP013053	ADIR004408
OG0002614	AGAP002405	ADIR004542
OG0002615	AGAP002404	ADIR004544
OG0002616	AGAP002408	ADIR004541
OG0002617	AGAP002406	ADIR004543
OG0002618	AGAP010279	ADIR004093, ADIR004092
OG0002619	AGAP010278	ADIR004090
OG0002620	AGAP010276	ADIR004088
OG0002621	AGAP002462	ADIR008448
OG0002623	AGAP004401	ADIR005455
OG0002624	AGAP001760	ADIR008511
OG0002625	AGAP002394	ADIR004563
OG0002626	AGAP003508	ADIR010631
OG0002627	AGAP007095	ADIR008069
OG0002628	AGAP007094	ADIR008070
OG0002629	AGAP008910	ADIR000679
OG0002630	AGAP008908	ADIR000681
OG0002631	AGAP008770	ADIR004898
OG0002632	AGAP009045	ADIR004715
OG0002633	AGAP009048	ADIR004718
OG0002634	AGAP009047	ADIR004717
OG0002635	AGAP002351	ADIR002593
OG0002636	AGAP006746	ADIR003637
OG0002637	AGAP003063	ADIR003275
OG0002638	AGAP000961	ADIR000913
OG0002639	AGAP000890	ADIR001024
OG0002640	AGAP010039	ADIR009342
OG0002641	AGAP029804	ADIR009334
OG0002642	AGAP010042	ADIR009338
OG0002643	AGAP010041	ADIR009339
OG0002644	AGAP009504	ADIR006025
OG0002645	AGAP009508	ADIR006021
OG0002646	AGAP009513	ADIR006015
OG0002647	AGAP009503	ADIR006024
OG0002648	AGAP009507	ADIR006022
OG0002649	AGAP011123	ADIR001738
OG0002650	AGAP012493	ADIR009454
OG0002651	AGAP000109	ADIR001003
OG0002652	AGAP005251	ADIR004353
OG0002653	AGAP002299	ADIR006662
OG0002654	AGAP003744	ADIR002556
OG0002655	AGAP002424	ADIR006378
OG0002656	AGAP002421	ADIR004527
OG0002657	AGAP008423	ADIR006155
OG0002658	AGAP029978	ADIR009720
OG0002659	AGAP004675	ADIR005787
OG0002660	AGAP000675	ADIR001425
OG0002661	AGAP007902	ADIR005924
OG0002662	AGAP029551	ADIR000269
OG0002663	AGAP012183	ADIR000008
OG0002664	AGAP012307, AGAP012813	ADIR000469
OG0002665	AGAP012655, AGAP009548	ADIR005692
OG0002666	AGAP007865	ADIR005966
OG0002667	AGAP007362	ADIR007312
OG0002668	AGAP007381	ADIR007291
OG0002669	AGAP007380	ADIR007292
OG0002670	AGAP002842	ADIR003468
OG0002671	AGAP007377	ADIR007296
OG0002672	AGAP013544	ADIR007295
OG0002673	AGAP000277	ADIR003935
OG0002674	AGAP000195	ADIR001508
OG0002675	AGAP000042	ADIR001253
OG0002676	AGAP004429	ADIR005480
OG0002677	AGAP001386	ADIR002476
OG0002678	AGAP000158	ADIR000820
OG0002679	AGAP013527	ADIR010068
OG0002680	AGAP002279	ADIR006643
OG0002681	AGAP012772, AGAP011388	ADIR002082
OG0002682	AGAP001895	ADIR003045
OG0002683	AGAP001897	ADIR003048
OG0002684	AGAP001894	ADIR003044
OG0002685	AGAP001910	ADIR003059
OG0002686	AGAP005642	ADIR006882
OG0002687	AGAP007257	ADIR008233
OG0002688	AGAP001930	ADIR003074
OG0002689	AGAP011179	ADIR001795
OG0002690	AGAP013382	ADIR000797
OG0002691	AGAP000747	ADIR004627
OG0002692	AGAP010009	ADIR009390
OG0002693	AGAP010216	ADIR004028
OG0002694	AGAP008274	ADIR000600
OG0002695	AGAP000717	ADIR000869
OG0002696	AGAP006346, AGAP006345	ADIR016044
OG0002697	AGAP003139	ADIR010580
OG0002698	AGAP003134	ADIR010573
OG0002699	AGAP012141	ADIR000043
OG0002700	AGAP000290	ADIR001465
OG0002701	AGAP005653	ADIR006894
OG0002702	AGAP000807	ADIR001314
OG0002703	AGAP013081	ADIR002942
OG0002704	AGAP004110	ADIR002941
OG0002705	AGAP004588	ADIR009040
OG0002706	AGAP002166	ADIR009004
OG0002707	AGAP002320	ADIR006684
OG0002708	AGAP011251	ADIR002053
OG0002709	AGAP000161	ADIR000817
OG0002710	AGAP003865	ADIR006574
OG0002712	AGAP009128	ADIR006221
OG0002713	AGAP005322	ADIR003849
OG0002714	AGAP006997	ADIR007918
OG0002715	AGAP006995	ADIR008742, ADIR008741
OG0002716	AGAP006996	ADIR007917
OG0002717	AGAP004833, AGAP012699, AGAP012685	ADIR011521
OG0002718	AGAP006949	ADIR004221
OG0002719	AGAP011881	ADIR000771, ADIR001983
OG0002720	AGAP011880	ADIR002362
OG0002721	AGAP001478	ADIR004470
OG0002722	AGAP008092	ADIR011254
OG0002723	AGAP009852	ADIR005189
OG0002724	AGAP005831	ADIR007786, ADIR005690
OG0002725	AGAP003633	ADIR003203
OG0002726	AGAP010254	ADIR004067
OG0002727	AGAP002327	ADIR006697
OG0002728	AGAP012498	ADIR009442
OG0002729	AGAP010321	ADIR009438
OG0002730	AGAP012465	ADIR009443
OG0002731	AGAP010322	ADIR009437
OG0002732	AGAP004993	ADIR001616
OG0002733	AGAP001347	ADIR010554
OG0002734	AGAP003289	ADIR008389
OG0002735	AGAP003290	ADIR008390
OG0002736	AGAP008680	ADIR006858
OG0002737	AGAP007958	ADIR010978
OG0002738	AGAP007966	ADIR010987
OG0002739	AGAP004747	ADIR009150
OG0002740	AGAP012520, AGAP029481	ADIR001865
OG0002741	AGAP010672	ADIR001860
OG0002742	AGAP004775	ADIR009172
OG0002743	AGAP011255	ADIR002056
OG0002744	AGAP000019	ADIR001326
OG0002745	AGAP003868	ADIR006576
OG0002746	AGAP002778	ADIR003540
OG0002747	AGAP013283	ADIR001044
OG0002748	AGAP003654	ADIR008908
OG0002749	AGAP012589, AGAP007300	ADIR008207
OG0002750	AGAP001761	ADIR003417, ADIR003418
OG0002751	AGAP004049	ADIR006611
OG0002752	AGAP004046	ADIR006609
OG0002753	AGAP009931	ADIR004773
OG0002754	AGAP001788	ADIR002495
OG0002755	AGAP000534	ADIR001047, ADIR006840
OG0002756	AGAP029820	ADIR006869
OG0002757	AGAP005625	ADIR006866
OG0002758	AGAP005641	ADIR006881
OG0002759	AGAP005644	ADIR006885
OG0002760	AGAP005643	ADIR006884
OG0002761	AGAP006416	ADIR007695
OG0002762	AGAP007768	ADIR010940
OG0002763	AGAP007774	ADIR010935
OG0002764	AGAP007115	ADIR008046
OG0002765	AGAP004906	ADIR001684
OG0002766	AGAP011135	ADIR001752
OG0002767	AGAP007704	ADIR007048
OG0002768	AGAP007699	ADIR007053
OG0002769	AGAP007701	ADIR007051
OG0002770	AGAP007117	ADIR016201
OG0002771	AGAP004556	ADIR004422
OG0002772	AGAP002288	ADIR006650
OG0002773	AGAP013126	ADIR009705
OG0002774	AGAP001481	ADIR004469
OG0002775	AGAP012499	ADIR004113
OG0002776	AGAP001943	ADIR003088
OG0002777	AGAP001877	ADIR002679
OG0002778	AGAP011876	ADIR002360
OG0002779	AGAP012301	ADIR000461
OG0002780	AGAP011804	ADIR016119, ADIR016120
OG0002781	AGAP008180	ADIR006329
OG0002782	AGAP005116	ADIR003790
OG0002783	AGAP000889	ADIR001025
OG0002784	AGAP000982	ADIR001453
OG0002785	AGAP011353	ADIR002119
OG0002786	AGAP008151	ADIR011309
OG0002787	AGAP012678, AGAP010739	ADIR005618
OG0002788	AGAP000304	ADIR009778
OG0002789	AGAP004717	ADIR009125
OG0002790	AGAP004336	ADIR005401
OG0002791	AGAP006126	ADIR003877
OG0002792	AGAP029487	ADIR002639
OG0002793	AGAP004082	ADIR004576
OG0002794	AGAP000528	ADIR001035
OG0002795	AGAP012031	ADIR009662
OG0002796	AGAP029263	ADIR002232
OG0002797	AGAP003446	ADIR008304
OG0002798	AGAP004639, AGAP013117	ADIR005875
OG0002799	AGAP029105	ADIR011641, ADIR011640
OG0002800	AGAP005437	ADIR008800
OG0002801	AGAP005440	ADIR008798
OG0002802	AGAP010368	ADIR009736
OG0002803	AGAP000496	ADIR001358
OG0002805	AGAP010298	ADIR009267
OG0002807	AGAP010257	ADIR004070
OG0002808	AGAP013230	ADIR010033
OG0002809	AGAP001195	ADIR010035
OG0002810	AGAP001196	ADIR010034
OG0002811	AGAP007057	ADIR007876
OG0002812	AGAP007056	ADIR007875
OG0002813	AGAP000331	ADIR001356
OG0002814	AGAP001792	ADIR006439
OG0002815	AGAP002983	ADIR003145
OG0002816	AGAP001791	ADIR006440
OG0002817	AGAP004321, AGAP013475	ADIR002897
OG0002818	AGAP003397	ADIR008265
OG0002819	AGAP003449	ADIR008305
OG0002820	AGAP004483	ADIR006714
OG0002821	AGAP009945	ADIR004789
OG0002822	AGAP001826	ADIR002703
OG0002823	AGAP006885	ADIR004287
OG0002824	AGAP002306	ADIR006669
OG0002825	AGAP002364	ADIR002604
OG0002826	AGAP004098	ADIR002926
OG0002827	AGAP002144	ADIR005799
OG0002828	AGAP005860	ADIR007760
OG0002829	AGAP002062	ADIR002404
OG0002830	AGAP002061	ADIR002405
OG0002831	AGAP002072	ADIR002395
OG0002832	AGAP002182	ADIR008990
OG0002833	AGAP001916	ADIR003065
OG0002834	AGAP001919	ADIR003067
OG0002835	AGAP012663	ADIR014824
OG0002836	AGAP011126	ADIR001740
OG0002837	AGAP011127	ADIR001741
OG0002838	AGAP007382	ADIR007290
OG0002839	AGAP007791	ADIR000719
OG0002840	AGAP007788	ADIR000716
OG0002841	AGAP001215	ADIR010011
OG0002842	AGAP001214	ADIR010012
OG0002843	AGAP001213	ADIR010013
OG0002844	AGAP013011	ADIR010015
OG0002845	AGAP004873	ADIR009238
OG0002846	AGAP001018	ADIR006751
OG0002847	AGAP002238	ADIR008937
OG0002848	AGAP010233	ADIR004046
OG0002849	AGAP012664, AGAP011069	ADIR002308
OG0002850	AGAP011065, AGAP011067	ADIR002306
OG0002851	AGAP005639	ADIR006879
OG0002852	AGAP007029	ADIR007845
OG0002853	AGAP005640	ADIR006880
OG0002854	AGAP004353	ADIR005416
OG0002855	AGAP004139, AGAP004137	ADIR002975
OG0002856	AGAP004594	ADIR009047
OG0002857	AGAP004656	ADIR009088
OG0002858	AGAP004207	ADIR010688
OG0002859	AGAP004282	ADIR010689
OG0002860	AGAP002283	ADIR006647
OG0002861	AGAP003484	ADIR008335
OG0002862	AGAP029575	ADIR006115
OG0002863	AGAP005076	ADIR008673
OG0002864	AGAP003844	ADIR006549
OG0002866	AGAP008969	ADIR011397
OG0002867	AGAP009882	ADIR011330
OG0002868	AGAP013406	ADIR000986
OG0002869	AGAP000012	ADIR001352
OG0002870	AGAP012896, AGAP005632	ADIR006872
OG0002871	AGAP000337	ADIR008610
OG0002872	AGAP004122, AGAP004123	ADIR002953
OG0002873	AGAP009786	ADIR005125
OG0002874	AGAP010198	ADIR003974
OG0002875	AGAP006818	ADIR003564
OG0002876	AGAP006942	ADIR004229
OG0002877	AGAP011374	ADIR002100
OG0002878	AGAP003880, AGAP013454	ADIR003402
OG0002879	AGAP009093	ADIR007540, ADIR006263
OG0002880	AGAP029792, AGAP009585	ADIR011485
OG0002881	AGAP009594	ADIR011478
OG0002882	AGAP004138, AGAP012792	ADIR002973
OG0002883	AGAP002024	ADIR005333
OG0002884	AGAP003589	ADIR002630
OG0002885	AGAP028638	ADIR000473
OG0002886	AGAP001414	ADIR002869
OG0002887	AGAP005401	ADIR006938
OG0002888	AGAP011589	ADIR000153
OG0002889	AGAP011623	ADIR000125
OG0002890	AGAP003733	ADIR002569
OG0002891	AGAP003728	ADIR002573
OG0002892	AGAP003732	ADIR002570
OG0002893	AGAP003729	ADIR002572
OG0002894	AGAP004876	ADIR010974, ADIR009234
OG0002895	AGAP006620	ADIR007359
OG0002896	AGAP002692	ADIR010162
OG0002897	AGAP007568	ADIR007009, ADIR001716
OG0002898	AGAP007565	ADIR007006
OG0002899	AGAP028027	ADIR009436
OG0002900	AGAP010770	ADIR011561
OG0002901	AGAP010195	ADIR003978
OG0002902	AGAP029211, AGAP010192	ADIR003982
OG0002903	AGAP010196	ADIR003977
OG0002904	AGAP010140, AGAP012582	ADIR000776
OG0002905	AGAP029599	ADIR009298
OG0002906	AGAP010075	ADIR009302
OG0002907	AGAP004852	ADIR011537
OG0002908	AGAP003584	ADIR002635
OG0002909	AGAP001526	ADIR009877
OG0002910	AGAP013249	ADIR005325
OG0002911	AGAP005782	ADIR007749
OG0002912	AGAP003033	ADIR003093
OG0002913	AGAP001519	ADIR009873
OG0002914	AGAP005361	ADIR003726
OG0002915	AGAP010439	ADIR005733
OG0002916	AGAP004514	ADIR006746
OG0002917	AGAP013036	ADIR015778
OG0002918	AGAP012439	ADIR004108
OG0002919	AGAP000883	ADIR001129
OG0002920	AGAP004523	ADIR004449
OG0002921	AGAP008540	ADIR010864
OG0002922	AGAP013287	ADIR001048
OG0002923	AGAP008900	ADIR006813
OG0002924	AGAP009490	ADIR006037
OG0002925	AGAP000950	ADIR005211
OG0002926	AGAP011661	ADIR001815
OG0002927	AGAP012867, AGAP012331	ADIR000492
OG0002928	AGAP029281	ADIR000491
OG0002929	AGAP005188	ADIR001561
OG0002930	AGAP001459	ADIR015983
OG0002931	AGAP001559	ADIR003025
OG0002932	AGAP008125	ADIR011283
OG0002933	AGAP007288	ADIR008217
OG0002934	AGAP004026	ADIR005845
OG0002935	AGAP003577	ADIR008502
OG0002936	AGAP012040	ADIR009654
OG0002937	AGAP007215	ADIR004141
OG0002938	AGAP007211	ADIR004145
OG0002939	AGAP006715	ADIR003669
OG0002940	AGAP013371	ADIR002687
OG0002941	AGAP004002	ADIR003219
OG0002942	AGAP007678	ADIR007071
OG0002943	AGAP005550	ADIR008728
OG0002944	AGAP010353	ADIR009749
OG0002945	AGAP028614, AGAP010577	ADIR000396
OG0002946	AGAP004746	ADIR009149
OG0002947	AGAP029449	ADIR000458
OG0002948	AGAP012967, AGAP012917	ADIR008310
OG0002949	AGAP004704	ADIR009110
OG0002950	AGAP010453	ADIR005745
OG0002951	AGAP003460	ADIR008312
OG0002952	AGAP013136	ADIR006569
OG0002953	AGAP000881	ADIR001127
OG0002954	AGAP000462	ADIR001388
OG0002955	AGAP012721, AGAP004931	ADIR001667
OG0002956	AGAP003194	ADIR002728
OG0002957	AGAP011496	ADIR000276
OG0002958	AGAP011495	ADIR000277
OG0002959	AGAP011113	ADIR001724
OG0002960	AGAP011839	ADIR002338
OG0002961	AGAP028430	ADIR004342
OG0002962	AGAP006935	ADIR004237
OG0002963	AGAP006938	ADIR004234
OG0002964	AGAP011814	ADIR010783
OG0002965	AGAP009403	ADIR006098
OG0002966	AGAP011925	ADIR001944
OG0002967	AGAP011917	ADIR001949
OG0002968	AGAP004264	ADIR005491
OG0002969	AGAP004884	ADIR009226
OG0002970	AGAP004637	ADIR005874
OG0002971	AGAP002293	ADIR006655
OG0002972	AGAP000744	ADIR004625
OG0002973	AGAP009330	ADIR006132
OG0002974	AGAP010567	ADIR000390
OG0002975	AGAP010564	ADIR000388
OG0002976	AGAP005187	ADIR001560
OG0002977	AGAP002900	ADIR015517
OG0002978	AGAP000320	ADIR001250
OG0002979	AGAP000270	ADIR001152
OG0002980	AGAP002184	ADIR008989
OG0002981	AGAP002185	ADIR008988
OG0002983	AGAP010959	ADIR004512
OG0002984	AGAP029577	ADIR003294
OG0002985	AGAP007120	ADIR008041
OG0002986	AGAP005206	ADIR001577
OG0002987	AGAP005205	ADIR001576
OG0002988	AGAP004607	ADIR009059
OG0002989	AGAP000673	ADIR001427
OG0002990	AGAP001744	ADIR003550
OG0002991	AGAP009933	ADIR004778
OG0002992	AGAP000815	ADIR003920
OG0002994	AGAP011846	ADIR002345
OG0002995	AGAP005374	ADIR003715
OG0002996	AGAP008523	ADIR004869
OG0002997	AGAP008522	ADIR004868
OG0002998	AGAP000390	ADIR003945
OG0002999	AGAP007857, AGAP029218	ADIR008536
OG0003000	AGAP001719	ADIR010376
OG0003001	AGAP004142	ADIR002978
OG0003002	AGAP001720	ADIR010375
OG0003003	AGAP004143	ADIR002979
OG0003004	AGAP003171, AGAP003173	ADIR006497
OG0003005	AGAP029422	ADIR016205
OG0003005	AGAP006061	ADIR016206
OG0003006	AGAP006062	ADIR008152
OG0003007	AGAP010366	ADIR009738
OG0003008	AGAP007668	ADIR007081
OG0003009	AGAP001103	ADIR010117
OG0003010	AGAP001104	ADIR010116
OG0003011	AGAP003746	ADIR002553, ADIR002554
OG0003012	AGAP004671	ADIR003910
OG0003013	AGAP011684, AGAP000725	ADIR000850
OG0003014	AGAP001823	ADIR002712
OG0003015	AGAP001423	ADIR002881
OG0003016	AGAP001424	ADIR002882
OG0003017	AGAP004768	ADIR009167
OG0003018	AGAP007622	ADIR007146
OG0003019	AGAP001100	ADIR010120
OG0003020	AGAP007852	ADIR008542
OG0003021	AGAP010071	ADIR009426
OG0003022	AGAP004404, AGAP012833	ADIR005458
OG0003023	AGAP029587	ADIR005158
OG0003024	AGAP007112	ADIR008051
