Orthogroup	AgambiaePEST	AminimusMINIMUS1
OG0002226	AGAP011797	AMIN004298
OG0002227	AGAP004261	AMIN004092
OG0002228	AGAP029971, AGAP029972	AMIN005029
OG0002229	AGAP012317	AMIN006858
OG0002230	AGAP008749	AMIN001386
OG0002231	AGAP008738	AMIN001378
OG0002232	AGAP001749	AMIN000767
OG0002233	AGAP007706	AMIN010342
OG0002234	AGAP005578	AMIN010890
OG0002235	AGAP004413, AGAP004427	AMIN004800
OG0002236	AGAP002605	AMIN003969
OG0002237	AGAP002400	AMIN002665
OG0002238	AGAP002913	AMIN000733
OG0002239	AGAP002908	AMIN000730
OG0002240	AGAP001417	AMIN000595
OG0002241	AGAP002653	AMIN003649
OG0002242	AGAP012819, AGAP004394	AMIN004779
OG0002244	AGAP001043	AMIN005615
OG0002245	AGAP029936	AMIN015556
OG0002246	AGAP001040	AMIN005616
OG0002247	AGAP001745	AMIN000771
OG0002248	AGAP013500	AMIN005444
OG0002249	AGAP007147	AMIN011286
OG0002250	AGAP003466	AMIN000926
OG0002251	AGAP003472, AGAP003467	AMIN000925
OG0002252	AGAP003465	AMIN000927
OG0002253	AGAP011637	AMIN008807
OG0002254	AGAP001438	AMIN003253
OG0002256	AGAP001434	AMIN003250, AMIN001938
OG0002257	AGAP003367, AGAP012823	AMIN000803
OG0002258	AGAP003930	AMIN000287
OG0002259	AGAP000819	AMIN005547
OG0002260	AGAP000754	AMIN005145
OG0002261	AGAP005742	AMIN011048
OG0002262	AGAP006413	AMIN015961
OG0002263	AGAP006410	AMIN007954
OG0002264	AGAP005743	AMIN016037
OG0002265	AGAP005343	AMIN007386
OG0002266	AGAP000145	AMIN005451
OG0002267	AGAP006780	AMIN010061
OG0002268	AGAP010557	AMIN001300
OG0002269	AGAP010555	AMIN001299
OG0002270	AGAP012028	AMIN008214
OG0002271	AGAP010575	AMIN001312
OG0002272	AGAP010556	AMIN001313
OG0002273	AGAP011745	AMIN004505
OG0002274	AGAP012690, AGAP012822, AGAP010176	AMIN007254
OG0002275	AGAP003405	AMIN003871
OG0002276	AGAP010181	AMIN007259
OG0002277	AGAP004103	AMIN003828
OG0002278	AGAP004107	AMIN003833
OG0002279	AGAP004104	AMIN003829
OG0002280	AGAP001723	AMIN016285
OG0002281	AGAP001716	AMIN003524
OG0002282	AGAP005283	AMIN010767
OG0002283	AGAP009868	AMIN009591
OG0002284	AGAP005290	AMIN010760
OG0002285	AGAP009266	AMIN001710
OG0002286	AGAP009161	AMIN009705
OG0002287	AGAP009163	AMIN009707
OG0002288	AGAP009162	AMIN009706
OG0002289	AGAP005269	AMIN010780
OG0002290	AGAP005281	AMIN010769
OG0002291	AGAP009032	AMIN001027
OG0002293	AGAP004724	AMIN007462
OG0002294	AGAP008149	AMIN006126
OG0002295	AGAP008150	AMIN006125
OG0002296	AGAP008166	AMIN006109
OG0002297	AGAP000714	AMIN005185
OG0002298	AGAP001942	AMIN000502
OG0002299	AGAP001872	AMIN000444
OG0002300	AGAP001939	AMIN000499
OG0002301	AGAP001865	AMIN000437
OG0002302	AGAP002124	AMIN003674
OG0002304	AGAP011842	AMIN004350
OG0002305	AGAP029957	AMIN006523
OG0002306	AGAP011948	AMIN015970
OG0002307	AGAP028630	AMIN008616
OG0002308	AGAP007391	AMIN010484
OG0002309	AGAP007728	AMIN010206
OG0002310	AGAP004758	AMIN008098
OG0002311	AGAP001615	AMIN003423
OG0002312	AGAP006386	AMIN007981
OG0002313	AGAP012887, AGAP012088	AMIN008258
OG0002314	AGAP008839	AMIN001595
OG0002315	AGAP012119	AMIN008285
OG0002316	AGAP012120	AMIN008286
OG0002317	AGAP008845	AMIN001602
OG0002318	AGAP007740	AMIN006323
OG0002319	AGAP008844	AMIN001601
OG0002320	AGAP008847	AMIN001604
OG0002321	AGAP003571	AMIN000173
OG0002322	AGAP003573	AMIN000178
OG0002323	AGAP006472	AMIN007896
OG0002325	AGAP003050	AMIN003758
OG0002326	AGAP001464	AMIN002152
OG0002328	AGAP009907	AMIN006831
OG0002329	AGAP001468	AMIN002150
OG0002330	AGAP006648	AMIN007751
OG0002331	AGAP003707	AMIN004708
OG0002332	AGAP003424	AMIN003854
OG0002333	AGAP003706	AMIN004707
OG0002334	AGAP003700	AMIN004701
OG0002335	AGAP003705	AMIN004706
OG0002336	AGAP013281	AMIN004704
OG0002337	AGAP000264	AMIN005683
OG0002338	AGAP004736	AMIN007449
OG0002339	AGAP010750	AMIN009214
OG0002340	AGAP001752	AMIN000763
OG0002341	AGAP001757	AMIN000759
OG0002342	AGAP001685	AMIN003495
OG0002344	AGAP002779	AMIN000787
OG0002345	AGAP012067	AMIN008242
OG0002346	AGAP009684	AMIN001538
OG0002347	AGAP011832	AMIN004340
OG0002348	AGAP003781	AMIN002918
OG0002349	AGAP003220	AMIN000669
OG0002350	AGAP002970	AMIN003148
OG0002351	AGAP003789, AGAP012547	AMIN002910
OG0002352	AGAP000834	AMIN005560
OG0002353	AGAP000374	AMIN005674
OG0002354	AGAP000426	AMIN005717
OG0002355	AGAP012346	AMIN009352
OG0002356	AGAP003208	AMIN000660
OG0002357	AGAP002260	AMIN000144
OG0002358	AGAP001560	AMIN002453
OG0002359	AGAP003207	AMIN000659
OG0002360	AGAP005567	AMIN010883
OG0002361	AGAP005895	AMIN011562
OG0002362	AGAP007979	AMIN006285
OG0002363	AGAP010155, AGAP010156	AMIN007232
OG0002364	AGAP004134	AMIN000970
OG0002365	AGAP007983	AMIN006281
OG0002366	AGAP008723	AMIN001361
OG0002367	AGAP001139	AMIN002328
OG0002368	AGAP008819	AMIN007196
OG0002369	AGAP010406	AMIN004958
OG0002370	AGAP012773, AGAP010419	AMIN004973
OG0002371	AGAP012281	AMIN006894
OG0002372	AGAP003527, AGAP012869	AMIN000871
OG0002373	AGAP010552	AMIN001296
OG0002374	AGAP010074	AMIN006649
OG0002375	AGAP011165	AMIN008418
OG0002376	AGAP010590	AMIN008190
OG0002377	AGAP011148, AGAP011146	AMIN008431
OG0002378	AGAP011164	AMIN008419
OG0002379	AGAP011155	AMIN008427
OG0002380	AGAP011150, AGAP012865, AGAP012770	AMIN008429
OG0002381	AGAP011147, AGAP011145	AMIN008432
OG0002382	AGAP004723	AMIN007463
OG0002383	AGAP001802	AMIN000676
OG0002384	AGAP001712	AMIN003521
OG0002385	AGAP002114	AMIN016083
OG0002386	AGAP009432	AMIN001820
OG0002387	AGAP009433	AMIN001821
OG0002388	AGAP008640	AMIN015992
OG0002389	AGAP009610	AMIN001465
OG0002390	AGAP004498	AMIN004872
OG0002391	AGAP001396	AMIN000573
OG0002392	AGAP004496	AMIN004871
OG0002393	AGAP006511	AMIN007861
OG0002395	AGAP000868	AMIN002050
OG0002396	AGAP003179	AMIN002756
OG0002397	AGAP006387	AMIN007980
OG0002398	AGAP002654	AMIN003648
OG0002399	AGAP003180	AMIN002754
OG0002400	AGAP003161	AMIN002770
OG0002401	AGAP008536	AMIN001018
OG0002402	AGAP028045	AMIN001338
OG0002403	AGAP008537	AMIN001017
OG0002404	AGAP008766	AMIN015767
OG0002405	AGAP009837	AMIN009562
OG0002405	AGAP009836	AMIN009561
OG0002406	AGAP010129	AMIN006619
OG0002407	AGAP010123, AGAP010124	AMIN006624
OG0002408	AGAP010131	AMIN006616
OG0002409	AGAP010539	AMIN001274
OG0002410	AGAP010534	AMIN001271
OG0002411	AGAP010540	AMIN001276
OG0002412	AGAP010536	AMIN001273
OG0002414	AGAP006599	AMIN007795
OG0002415	AGAP004558	AMIN004924
OG0002416	AGAP006889	AMIN007661
OG0002417	AGAP006435	AMIN007936
OG0002418	AGAP009948, AGAP006895	AMIN007669
OG0002419	AGAP010051	AMIN006678
OG0002420	AGAP010056	AMIN006673
OG0002421	AGAP010965, AGAP010963	AMIN009244
OG0002422	AGAP028100	AMIN007188
OG0002423	AGAP012606, AGAP012632	AMIN006756
OG0002424	AGAP008806	AMIN007184
OG0002425	AGAP008183	AMIN006095
OG0002426	AGAP009969, AGAP009967	AMIN006759
OG0002427	AGAP010327	AMIN006521
OG0002428	AGAP010966	AMIN009243
OG0002429	AGAP028491	AMIN015580
OG0002430	AGAP006740	AMIN010096
OG0002432	AGAP009125	AMIN009670
OG0002433	AGAP029569	AMIN004240
OG0002434	AGAP011344	AMIN004242
OG0002435	AGAP010339	AMIN006533
OG0002436	AGAP011345	AMIN004243
OG0002437	AGAP006791	AMIN010051
OG0002438	AGAP000908	AMIN001094
OG0002439	AGAP006100	AMIN009943
OG0002440	AGAP006099	AMIN009942
OG0002441	AGAP006373	AMIN007995
OG0002442	AGAP010096	AMIN006631
OG0002443	AGAP004792	AMIN008133
OG0002444	AGAP004773, AGAP004786	AMIN008128
OG0002445	AGAP004789, AGAP004791	AMIN008132
OG0002446	AGAP007552	AMIN010378
OG0002447	AGAP002451	AMIN002717
OG0002448	AGAP002449	AMIN002714
OG0002449	AGAP009573	AMIN009866
OG0002450	AGAP004332	AMIN004729
OG0002451	AGAP003892, AGAP012748	AMIN000254
OG0002452	AGAP003719	AMIN016129
OG0002453	AGAP000550	AMIN005303
OG0002454	AGAP000348	AMIN005501
OG0002455	AGAP010010	AMIN006719
OG0002456	AGAP010834	AMIN006977
OG0002457	AGAP011316	AMIN009173
OG0002458	AGAP011315	AMIN009174
OG0002459	AGAP011314	AMIN009175
OG0002460	AGAP002634	AMIN003931
OG0002461	AGAP002638	AMIN003927
OG0002462	AGAP002645	AMIN004542, AMIN005871
OG0002463	AGAP000066	AMIN002131
OG0002464	AGAP029706	AMIN001512
OG0002465	AGAP004352	AMIN004749
OG0002466	AGAP012565, AGAP010621	AMIN004515
OG0002467	AGAP029274	AMIN008708
OG0002468	AGAP013220	AMIN015830
OG0002469	AGAP001138	AMIN015657
OG0002470	AGAP004064	AMIN002628
OG0002471	AGAP008938	AMIN009381
OG0002472	AGAP008747	AMIN001384
OG0002473	AGAP006903	AMIN007682
OG0002474	AGAP008133	AMIN006143
OG0002475	AGAP013730	AMIN006149
OG0002476	AGAP008129	AMIN006147
OG0002477	AGAP011162	AMIN008422
OG0002478	AGAP012870, AGAP012591	AMIN004014
OG0002479	AGAP005960	AMIN010971
OG0002480	AGAP010145	AMIN007225
OG0002481	AGAP008776	AMIN001418
OG0002482	AGAP000278	AMIN015906
OG0002483	AGAP002884	AMIN003206
OG0002484	AGAP002947	AMIN003169
OG0002485	AGAP029655	AMIN002738
OG0002486	AGAP002943	AMIN003172
OG0002487	AGAP003688, AGAP013274	AMIN004696
OG0002488	AGAP010483	AMIN005042
OG0002489	AGAP012192	AMIN004459
OG0002490	AGAP010843	AMIN004462
OG0002491	AGAP010514	AMIN001262
OG0002492	AGAP010515	AMIN001263
OG0002493	AGAP010373	AMIN006567
OG0002494	AGAP010516	AMIN001264
OG0002495	AGAP003532	AMIN000867
OG0002496	AGAP004189, AGAP004195	AMIN004166
OG0002497	AGAP003158, AGAP012859	AMIN000205
OG0002498	AGAP002886	AMIN003203
OG0002499	AGAP011688	AMIN008770
OG0002500	AGAP002038	AMIN003344
OG0002501	AGAP002032	AMIN003340
OG0002502	AGAP004795	AMIN008136
OG0002503	AGAP002030	AMIN003339
OG0002504	AGAP012908, AGAP002026	AMIN003337
OG0002505	AGAP001995	AMIN003303
OG0002506	AGAP003890	AMIN000252
OG0002507	AGAP003891	AMIN000253
OG0002508	AGAP028138	AMIN016289
OG0002509	AGAP003211	AMIN000662
OG0002510	AGAP002548	AMIN002556
OG0002511	AGAP004194	AMIN004159
OG0002512	AGAP002549	AMIN002557
OG0002513	AGAP003277	AMIN000364
OG0002514	AGAP001700	AMIN003511
OG0002515	AGAP004065	AMIN002629
OG0002516	AGAP006054	AMIN009892
OG0002517	AGAP006056	AMIN009894
OG0002518	AGAP006051	AMIN009890
OG0002519	AGAP012783, AGAP004268	AMIN004083
OG0002520	AGAP001563	AMIN002455
OG0002521	AGAP008380	AMIN014469
OG0002521	AGAP008378	AMIN016195
OG0002522	AGAP005235	AMIN011573
OG0002523	AGAP005240	AMIN011577
OG0002524	AGAP001092	AMIN005762
OG0002525	AGAP003185	AMIN002489
OG0002526	AGAP005169	AMIN007335
OG0002527	AGAP002481	AMIN002491
OG0002528	AGAP003187	AMIN002487
OG0002529	AGAP002482	AMIN002492
OG0002531	AGAP011026	AMIN004362
OG0002532	AGAP028540	AMIN004396
OG0002533	AGAP012880, AGAP010984	AMIN004381
OG0002534	AGAP011968	AMIN004387
OG0002535	AGAP010644	AMIN008704
OG0002536	AGAP008275	AMIN006013
OG0002537	AGAP006798	AMIN010044
OG0002539	AGAP008230	AMIN006053
OG0002540	AGAP008948	AMIN009392
OG0002541	AGAP008229	AMIN006054
OG0002542	AGAP010491	AMIN001241
OG0002543	AGAP010451, AGAP029272	AMIN005006
OG0002545	AGAP009496	AMIN001870
OG0002546	AGAP009488	AMIN001864
OG0002547	AGAP006036	AMIN015940
OG0002548	AGAP006041	AMIN007530
OG0002549	AGAP006177	AMIN011310
OG0002550	AGAP002966	AMIN003151
OG0002551	AGAP006179	AMIN011312
OG0002552	AGAP006180	AMIN011313
OG0002553	AGAP007886	AMIN007118
OG0002554	AGAP011326, AGAP013034	AMIN004226
OG0002555	AGAP001222	AMIN002253
OG0002556	AGAP029595	AMIN006653
OG0002557	AGAP011910	AMIN008590
OG0002558	AGAP011902	AMIN008583
OG0002559	AGAP011909	AMIN008589
OG0002560	AGAP011908	AMIN008588
OG0002561	AGAP001412	AMIN000589
OG0002562	AGAP005422	AMIN011371
OG0002563	AGAP005421	AMIN011370
OG0002564	AGAP005406	AMIN011353
OG0002565	AGAP005414	AMIN011363
OG0002566	AGAP012284	AMIN006891
OG0002567	AGAP003092	AMIN003796
OG0002568	AGAP012282	AMIN006893
OG0002569	AGAP012769, AGAP003285	AMIN000355
OG0002570	AGAP003922	AMIN000278
OG0002571	AGAP000703	AMIN005833
OG0002572	AGAP000940	AMIN006489
OG0002573	AGAP002519	AMIN002529
OG0002574	AGAP012105	AMIN008249
OG0002575	AGAP011492	AMIN009035
OG0002576	AGAP012103	AMIN008271
OG0002577	AGAP007641	AMIN010282
OG0002578	AGAP001320	AMIN002167
OG0002580	AGAP001592	AMIN003404
OG0002581	AGAP000009	AMIN005347
OG0002582	AGAP006793	AMIN010049
OG0002583	AGAP001591	AMIN003403
OG0002584	AGAP004273	AMIN004076
OG0002585	AGAP012691, AGAP004275	AMIN004073
OG0002586	AGAP005009	AMIN011490
OG0002587	AGAP012375	AMIN008949
OG0002588	AGAP011676	AMIN008782
OG0002589	AGAP011675	AMIN008783
OG0002590	AGAP012373	AMIN008950
OG0002592	AGAP003687	AMIN004695
OG0002593	AGAP007755	AMIN006339
OG0002594	AGAP002012	AMIN003323
OG0002595	AGAP008199	AMIN006078
OG0002596	AGAP002687	AMIN003619
OG0002597	AGAP002686	AMIN003620
OG0002598	AGAP003660	AMIN004018
OG0002599	AGAP029524	AMIN015923
OG0002600	AGAP008105	AMIN015924
OG0002601	AGAP009897, AGAP009898	AMIN006837
OG0002602	AGAP005987	AMIN010944
OG0002603	AGAP004227	AMIN004127
OG0002604	AGAP008193	AMIN006087
OG0002605	AGAP008497	AMIN009833
OG0002606	AGAP008496	AMIN009832
OG0002607	AGAP028647	AMIN009545
OG0002608	AGAP003023	AMIN003729
OG0002609	AGAP001473	AMIN002372
OG0002610	AGAP003007, AGAP003006	AMIN003714
OG0002611	AGAP004872	AMIN011652
OG0002612	AGAP012445	AMIN011508
OG0002613	AGAP013053	AMIN004934
OG0002614	AGAP002405	AMIN002669
OG0002615	AGAP002404	AMIN002668
OG0002616	AGAP002408	AMIN002672
OG0002617	AGAP002406	AMIN002670
OG0002618	AGAP010279	AMIN001113
OG0002619	AGAP010278	AMIN001114
OG0002620	AGAP010276	AMIN001116
OG0002621	AGAP002462	AMIN002733
OG0002623	AGAP004401	AMIN004787
OG0002624	AGAP001760	AMIN000756
OG0002625	AGAP002394	AMIN002657
OG0002626	AGAP003508	AMIN000888
OG0002627	AGAP007095	AMIN011232
OG0002628	AGAP007094	AMIN011231
OG0002629	AGAP008910	AMIN001681
OG0002630	AGAP008908	AMIN001679
OG0002631	AGAP008770	AMIN001412
OG0002632	AGAP009045	AMIN001042
OG0002633	AGAP009048	AMIN001045
OG0002634	AGAP009047	AMIN001044
OG0002635	AGAP002351	AMIN000221
OG0002636	AGAP006746	AMIN010091
OG0002637	AGAP003063	AMIN003770
OG0002638	AGAP000961	AMIN005121
OG0002639	AGAP000890	AMIN001069
OG0002640	AGAP010039	AMIN006692
OG0002641	AGAP029804	AMIN006684
OG0002642	AGAP010042	AMIN006688
OG0002643	AGAP010041	AMIN006689
OG0002644	AGAP009504	AMIN001876
OG0002645	AGAP009508	AMIN001880
OG0002646	AGAP009513	AMIN001885
OG0002647	AGAP009503	AMIN001875
OG0002648	AGAP009507	AMIN001879
OG0002649	AGAP011123	AMIN008458
OG0002650	AGAP012493	AMIN005790
OG0002651	AGAP000109	AMIN005073
OG0002652	AGAP005251	AMIN011599
OG0002653	AGAP002299	AMIN004580
OG0002654	AGAP003744	AMIN002948
OG0002655	AGAP002424	AMIN002689
OG0002656	AGAP002421	AMIN002686
OG0002657	AGAP008423	AMIN009781
OG0002658	AGAP029978	AMIN001622
OG0002659	AGAP004675	AMIN006456
OG0002660	AGAP000675	AMIN002041
OG0002661	AGAP007902	AMIN007097
OG0002662	AGAP029551	AMIN009032
OG0002663	AGAP012183	AMIN004450
OG0002664	AGAP012307, AGAP012813	AMIN006868
OG0002665	AGAP012655, AGAP009548	AMIN001922
OG0002666	AGAP007865	AMIN007139
OG0002667	AGAP007362	AMIN010511
OG0002668	AGAP007381	AMIN016033
OG0002669	AGAP007380	AMIN016034
OG0002670	AGAP002842	AMIN003233
OG0002671	AGAP007377	AMIN010495
OG0002672	AGAP013544	AMIN010494
OG0002673	AGAP000277	AMIN005638, AMIN007214
OG0002674	AGAP000195	AMIN005408
OG0002675	AGAP000042	AMIN002103
OG0002676	AGAP004429	AMIN004810
OG0002677	AGAP001386	AMIN000564
OG0002678	AGAP000158	AMIN005440
OG0002679	AGAP013527	AMIN002313
OG0002680	AGAP002279	AMIN004559
OG0002681	AGAP012772, AGAP011388	AMIN004485
OG0002682	AGAP001895	AMIN000460
OG0002683	AGAP001897	AMIN000462
OG0002684	AGAP001894	AMIN000459
OG0002685	AGAP001910	AMIN000473
OG0002686	AGAP005642	AMIN010189
OG0002687	AGAP007257	AMIN010592
OG0002688	AGAP001930	AMIN000488
OG0002689	AGAP011179	AMIN008405
OG0002690	AGAP013382	AMIN005250
OG0002691	AGAP000747	AMIN005152
OG0002692	AGAP010009	AMIN006720
OG0002693	AGAP010216	AMIN015806
OG0002694	AGAP008274	AMIN006014
OG0002695	AGAP000717	AMIN005181
OG0002696	AGAP006346, AGAP006345	AMIN008021
OG0002697	AGAP003139	AMIN004640
OG0002698	AGAP003134	AMIN004649
OG0002699	AGAP012141	AMIN008313
OG0002700	AGAP000290	AMIN001982
OG0002701	AGAP005653	AMIN010180
OG0002702	AGAP000807	AMIN001989
OG0002703	AGAP013081	AMIN003839
OG0002704	AGAP004110	AMIN003838
OG0002705	AGAP004588	AMIN000007
OG0002706	AGAP002166	AMIN003101
OG0002707	AGAP002320	AMIN004601
OG0002708	AGAP011251	AMIN008346
OG0002709	AGAP000161	AMIN005436
OG0002710	AGAP003865	AMIN004046
OG0002711	AGAP012428	AMIN014455, AMIN005791
OG0002712	AGAP009128	AMIN009673
OG0002713	AGAP005322	AMIN007586
OG0002714	AGAP006997	AMIN009982
OG0002715	AGAP006995	AMIN009980
OG0002716	AGAP006996	AMIN009981
OG0002717	AGAP004833, AGAP012699, AGAP012685	AMIN011618
OG0002718	AGAP006949	AMIN007720
OG0002719	AGAP011881	AMIN008569
OG0002720	AGAP011880	AMIN008568
OG0002721	AGAP001478	AMIN016272
OG0002722	AGAP008092	AMIN006179
OG0002723	AGAP009852	AMIN009577
OG0002724	AGAP005831	AMIN011172
OG0002725	AGAP003633	AMIN002805
OG0002726	AGAP010254	AMIN001138
OG0002727	AGAP002327	AMIN004611
OG0002728	AGAP012498	AMIN006512
OG0002729	AGAP010321	AMIN006516
OG0002730	AGAP012465	AMIN006511
OG0002731	AGAP010322	AMIN006517
OG0002732	AGAP004993	AMIN011475
OG0002733	AGAP001347	AMIN016090
OG0002734	AGAP003289	AMIN000353
OG0002735	AGAP003290	AMIN000351
OG0002736	AGAP008680	AMIN009072
OG0002737	AGAP007958	AMIN006310
OG0002738	AGAP007966	AMIN006303
OG0002739	AGAP004747	AMIN007436
OG0002740	AGAP012520, AGAP029481	AMIN006972
OG0002741	AGAP010672	AMIN008691
OG0002742	AGAP004775	AMIN008115
OG0002743	AGAP011255	AMIN008341
OG0002744	AGAP000019	AMIN002086
OG0002745	AGAP003868	AMIN004043
OG0002746	AGAP002778	AMIN000786
OG0002747	AGAP013283	AMIN005279
OG0002748	AGAP003654	AMIN004009
OG0002749	AGAP012589, AGAP007300	AMIN010564
OG0002750	AGAP001761	AMIN003185
OG0002751	AGAP004049	AMIN002613
OG0002752	AGAP004046	AMIN002611
OG0002753	AGAP009931	AMIN006807
OG0002754	AGAP001788	AMIN000694
OG0002755	AGAP000534	AMIN005281
OG0002756	AGAP029820	AMIN007561
OG0002757	AGAP005625	AMIN007558
OG0002758	AGAP005641	AMIN010190
OG0002759	AGAP005644	AMIN010187
OG0002760	AGAP005643	AMIN010188
OG0002761	AGAP006416	AMIN007948
OG0002762	AGAP007768	AMIN006351
OG0002763	AGAP007774	AMIN006356
OG0002764	AGAP007115	AMIN011255
OG0002765	AGAP004906	AMIN011404
OG0002766	AGAP011135	AMIN008445
OG0002767	AGAP007704	AMIN010340
OG0002768	AGAP007699	AMIN010336
OG0002769	AGAP007701	AMIN010338
OG0002770	AGAP007117	AMIN011256
OG0002771	AGAP004556	AMIN004922
OG0002772	AGAP002288	AMIN004567
OG0002773	AGAP013126	AMIN005782
OG0002774	AGAP001481	AMIN002380
OG0002775	AGAP012499	AMIN007520
OG0002776	AGAP001943	AMIN000503
OG0002777	AGAP001877	AMIN000446
OG0002778	AGAP011876	AMIN015518
OG0002779	AGAP012301	AMIN006876
OG0002780	AGAP011804	AMIN016126
OG0002781	AGAP008180	AMIN006098
OG0002782	AGAP005116	AMIN007279
OG0002783	AGAP000889	AMIN001068
OG0002784	AGAP000982	AMIN005460
OG0002785	AGAP011353	AMIN004251
OG0002786	AGAP008151	AMIN006124
OG0002787	AGAP012678, AGAP010739	AMIN009223
OG0002788	AGAP000304	AMIN001969
OG0002789	AGAP004717	AMIN007472, AMIN007469
OG0002790	AGAP004336	AMIN004735
OG0002791	AGAP006126	AMIN010687
OG0002792	AGAP029487	AMIN000749
OG0002793	AGAP004082	AMIN002647
OG0002794	AGAP000528	AMIN005274
OG0002795	AGAP012031	AMIN008216
OG0002797	AGAP003446	AMIN015800
OG0002798	AGAP004639	AMIN014006
OG0002798	AGAP013117	AMIN000087
OG0002799	AGAP029105	AMIN001234, AMIN001235
OG0002800	AGAP005437	AMIN011385
OG0002801	AGAP005440	AMIN011387
OG0002802	AGAP010368	AMIN006562
OG0002803	AGAP000496	AMIN005241
OG0002805	AGAP010298	AMIN000061
OG0002807	AGAP010257	AMIN001135
OG0002808	AGAP013230	AMIN002278
OG0002809	AGAP001195	AMIN016219
OG0002810	AGAP001196	AMIN002279
OG0002811	AGAP007057	AMIN011088
OG0002812	AGAP007056	AMIN011089
OG0002813	AGAP000331	AMIN005483
OG0002814	AGAP001792	AMIN000690
OG0002815	AGAP002983	AMIN003686
OG0002816	AGAP001791	AMIN000691
OG0002817	AGAP004321, AGAP013475	AMIN002980
OG0002818	AGAP003397	AMIN003878
OG0002819	AGAP003449	AMIN000942
OG0002820	AGAP004483	AMIN004859
OG0002821	AGAP009945	AMIN006788
OG0002822	AGAP001826	AMIN000425
OG0002823	AGAP006885	AMIN007658
OG0002824	AGAP002306	AMIN004586
OG0002825	AGAP002364	AMIN000231
OG0002826	AGAP004098	AMIN003824
OG0002827	AGAP002144	AMIN003121
OG0002828	AGAP005860	AMIN011200
OG0002829	AGAP002062	AMIN003369
OG0002830	AGAP002061	AMIN003368
OG0002831	AGAP002072	AMIN003379
OG0002832	AGAP002182	AMIN003086
OG0002833	AGAP001916	AMIN000480
OG0002834	AGAP001919	AMIN000482
OG0002835	AGAP012663, AGAP010312	AMIN006450
OG0002836	AGAP011126	AMIN008456
OG0002837	AGAP011127	AMIN008455
OG0002838	AGAP007382	AMIN010492
OG0002839	AGAP007791	AMIN006376
OG0002840	AGAP007788	AMIN006373
OG0002841	AGAP001215	AMIN016250
OG0002842	AGAP001214	AMIN002257
OG0002843	AGAP001213	AMIN002258
OG0002844	AGAP013011	AMIN002260
OG0002845	AGAP004873	AMIN011653
OG0002846	AGAP001018	AMIN005387
OG0002847	AGAP002238	AMIN000838
OG0002848	AGAP010233	AMIN001158
OG0002849	AGAP012664, AGAP011069	AMIN008521
OG0002850	AGAP011065, AGAP011067	AMIN008523
OG0002851	AGAP005639	AMIN010192
OG0002852	AGAP007029	AMIN011114
OG0002853	AGAP005640	AMIN010191
OG0002854	AGAP004353	AMIN004750
OG0002855	AGAP004139, AGAP004137	AMIN004220
OG0002856	AGAP004594	AMIN000013
OG0002857	AGAP004656	AMIN000101
OG0002858	AGAP004207	AMIN004147
OG0002859	AGAP004282	AMIN003018
OG0002860	AGAP002283	AMIN004563
OG0002861	AGAP003484	AMIN000908
OG0002862	AGAP029575	AMIN001779
OG0002863	AGAP005076	AMIN007597
OG0002864	AGAP003844	AMIN004071
OG0002866	AGAP008969	AMIN009412
OG0002867	AGAP009882	AMIN009602
OG0002868	AGAP013406	AMIN002143
OG0002869	AGAP000012	AMIN002078
OG0002870	AGAP005632	AMIN007567
OG0002871	AGAP000337	AMIN005489
OG0002872	AGAP004123	AMIN000957
OG0002873	AGAP009786	AMIN009520
OG0002874	AGAP010198	AMIN001194
OG0002875	AGAP006818	AMIN011556
OG0002876	AGAP006942	AMIN007714
OG0002877	AGAP011374	AMIN004268
OG0002878	AGAP003880, AGAP013454	AMIN000241
OG0002879	AGAP009093	AMIN009635
OG0002880	AGAP029792, AGAP009585	AMIN014762
OG0002881	AGAP009594	AMIN009847
OG0002882	AGAP004138, AGAP012792	AMIN004222
OG0002883	AGAP002024	AMIN003335
OG0002884	AGAP003589	AMIN015785
OG0002885	AGAP028638	AMIN006864
OG0002886	AGAP001414	AMIN000591
OG0002887	AGAP005401	AMIN007433
OG0002888	AGAP011589	AMIN008850
OG0002889	AGAP011623	AMIN008820
OG0002890	AGAP003733	AMIN002961
OG0002891	AGAP003728	AMIN002967
OG0002892	AGAP003732	AMIN002962
OG0002893	AGAP003729	AMIN002966
OG0002894	AGAP004876	AMIN011657
OG0002895	AGAP006620	AMIN007775
OG0002896	AGAP002692	AMIN003615
OG0002897	AGAP007568	AMIN011403
OG0002898	AGAP007565	AMIN010244
OG0002899	AGAP028027	AMIN001613
OG0002900	AGAP010770	AMIN007040
OG0002901	AGAP010195	AMIN001198
OG0002902	AGAP029211, AGAP010192	AMIN001202
OG0002903	AGAP010196	AMIN001197
OG0002904	AGAP010140, AGAP012582	AMIN007221
OG0002905	AGAP029599	AMIN006645
OG0002906	AGAP010075	AMIN006648
OG0002907	AGAP004852	AMIN011636
OG0002908	AGAP003584	AMIN000188
OG0002909	AGAP001526	AMIN002416
OG0002910	AGAP013249	AMIN003329
OG0002911	AGAP005782	AMIN011210
OG0002912	AGAP003033	AMIN003739
OG0002913	AGAP001519	AMIN002410
OG0002915	AGAP010439	AMIN004997
OG0002916	AGAP004514	AMIN004888
OG0002918	AGAP012439	AMIN001097
OG0002919	AGAP000883	AMIN001943
OG0002920	AGAP004523	AMIN004896
