Orthogroup	AgambiaePEST	CquinquefasciatusJHB2020
OG0000901	AGAP011621, AGAP011622	CQUJHB009729
OG0000902	AGAP000516, AGAP000515	CQUJHB007586
OG0000903	AGAP029951, AGAP007149	CQUJHB007592, CQUJHB014028
OG0000904	AGAP001354, AGAP001355	CQUJHB000233
OG0000905	AGAP011262, AGAP011256, AGAP012541, AGAP004706, AGAP005172, AGAP013040, AGAP005338, AGAP012457, AGAP004713	CQUJHB002556
OG0000906	AGAP006741	CQUJHB006767
OG0000907	AGAP001721	CQUJHB017993, CQUJHB009363
OG0000909	AGAP004181	CQUJHB012083
OG0000910	AGAP002792	CQUJHB008293
OG0000911	AGAP000597	CQUJHB004769
OG0000913	AGAP004531	CQUJHB018091, CQUJHB002158, CQUJHB015260
OG0000914	AGAP001085	CQUJHB001329
OG0000940	AGAP008009	CQUJHB004520
OG0000941	AGAP002084	CQUJHB009645
OG0000942	AGAP003233, AGAP013304	CQUJHB017523
OG0000943	AGAP011871	CQUJHB014395, CQUJHB007606, CQUJHB001770
OG0000944	AGAP001824	CQUJHB016531
OG0000945	AGAP000595, AGAP000596	CQUJHB009634
OG0000946	AGAP008308	CQUJHB001073
OG0000947	AGAP010467	CQUJHB014338, CQUJHB009540, CQUJHB002226
OG0000948	AGAP007818, AGAP028144	CQUJHB004396, CQUJHB011163
OG0000949	AGAP012478, AGAP008245	CQUJHB014138
OG0000950	AGAP008444	CQUJHB007492
OG0000950	AGAP029401	CQUJHB018106
OG0000951	AGAP005945, AGAP005944	CQUJHB005663
OG0000952	AGAP001073	CQUJHB017278
OG0000953	AGAP000196	CQUJHB003522, CQUJHB013131, CQUJHB000138, CQUJHB007179
OG0000954	AGAP000801	CQUJHB001350
OG0000955	AGAP001634	CQUJHB014863
OG0000956	AGAP007944, AGAP007696	CQUJHB008114
OG0000957	AGAP007692	CQUJHB008389
OG0000957	AGAP007691	CQUJHB016063
OG0000958	AGAP011060, AGAP000812	CQUJHB003261
OG0000959	AGAP002018	CQUJHB002198
OG0000960	AGAP029991	CQUJHB012755
OG0000961	AGAP006414	CQUJHB004963, CQUJHB007561
OG0000962	AGAP003415	CQUJHB009877, CQUJHB015515, CQUJHB011384, CQUJHB008236
OG0000963	AGAP001866	CQUJHB009639
OG0000964	AGAP011434, AGAP011435	CQUJHB008744, CQUJHB010722
OG0000965	AGAP005461	CQUJHB017790, CQUJHB006908, CQUJHB007964
OG0000966	AGAP010696	CQUJHB016172, CQUJHB017954
OG0000967	AGAP003788	CQUJHB005852
OG0000969	AGAP004887	CQUJHB015784
OG0000970	AGAP001011	CQUJHB014664, CQUJHB011743
OG0000972	AGAP009182	CQUJHB018311, CQUJHB012214
OG0000973	AGAP004494	CQUJHB016185
OG0000974	AGAP009320, AGAP008439	CQUJHB003428
OG0000976	AGAP029512	CQUJHB001997, CQUJHB005014
OG0000977	AGAP029767	CQUJHB010487, CQUJHB018398, CQUJHB004772, CQUJHB003256, CQUJHB012401
OG0000978	AGAP009558, AGAP009559	CQUJHB014489
OG0000979	AGAP012765, AGAP012623, AGAP009576, AGAP009581	CQUJHB010582
OG0000980	AGAP001698, AGAP000400	CQUJHB005278
OG0000982	AGAP000431	CQUJHB016893
OG0000983	AGAP003691	CQUJHB012820
OG0000984	AGAP005722, AGAP005720	CQUJHB009150
OG0000985	AGAP013400, AGAP013189	CQUJHB005271
OG0000986	AGAP010499	CQUJHB011518
OG0000987	AGAP009493	CQUJHB008220
OG0000988	AGAP013738	CQUJHB003586, CQUJHB006502, CQUJHB005034
OG0000989	AGAP010445, AGAP028136	CQUJHB003833
OG0000990	AGAP009515	CQUJHB004540
OG0000991	AGAP011442	CQUJHB003449
OG0000992	AGAP007043	CQUJHB002157, CQUJHB000145
OG0000994	AGAP029900	CQUJHB002391
OG0000995	AGAP010544	CQUJHB013694
OG0000996	AGAP008341, AGAP009784	CQUJHB015466
OG0000997	AGAP029116	CQUJHB004237
OG0000998	AGAP004392	CQUJHB012886
OG0000999	AGAP029494	CQUJHB014645
OG0001000	AGAP011805	CQUJHB012706
OG0001001	AGAP008897	CQUJHB007634
OG0001002	AGAP009550	CQUJHB004437
OG0001004	AGAP007254	CQUJHB008887
OG0001005	AGAP000719	CQUJHB009416
OG0001006	AGAP000876	CQUJHB005281, CQUJHB001670
OG0001007	AGAP028064, AGAP028028, AGAP028015	CQUJHB017109
OG0001008	AGAP011100	CQUJHB018152
OG0001009	AGAP000327	CQUJHB006049
OG0001010	AGAP000761	CQUJHB008609, CQUJHB010465
OG0001011	AGAP004050	CQUJHB006775
OG0001012	AGAP008204, AGAP008203, AGAP012855	CQUJHB007749
OG0001013	AGAP000663	CQUJHB008606, CQUJHB009163
OG0001014	AGAP008719	CQUJHB000862, CQUJHB018422, CQUJHB002738, CQUJHB007997
OG0001015	AGAP005568, AGAP005570	CQUJHB005079
OG0001016	AGAP029062	CQUJHB012911
OG0001017	AGAP029904	CQUJHB004504
OG0001018	AGAP000300	CQUJHB015199, CQUJHB006119
OG0001019	AGAP012131, AGAP028746, AGAP028748	CQUJHB017240
OG0001020	AGAP000498, AGAP007024	CQUJHB011426
OG0001021	AGAP013105	CQUJHB014949
OG0001022	AGAP013388, AGAP002847	CQUJHB008189, CQUJHB009115
OG0001023	AGAP004963, AGAP004962	CQUJHB014680
OG0001024	AGAP008878	CQUJHB008615
OG0001025	AGAP003767	CQUJHB005668, CQUJHB013040, CQUJHB004270, CQUJHB015661, CQUJHB014308
OG0001026	AGAP011091, AGAP011092	CQUJHB010510
OG0001027	AGAP029893	CQUJHB003034
OG0001028	AGAP004059	CQUJHB005131, CQUJHB007966
OG0001029	AGAP002589, AGAP000723	CQUJHB013179
OG0001030	AGAP029615, AGAP029364	CQUJHB004864
OG0001031	AGAP011617, AGAP028207	CQUJHB007639
OG0001032	AGAP011159	CQUJHB005167, CQUJHB007849, CQUJHB005901
OG0001033	AGAP012881, AGAP029295	CQUJHB008878, CQUJHB003193
OG0001034	AGAP003230	CQUJHB008761
OG0001035	AGAP009121	CQUJHB014148, CQUJHB012364
OG0001036	AGAP009418, AGAP009419, AGAP009416, AGAP009417, AGAP009415	CQUJHB009624
OG0001037	AGAP008026	CQUJHB010944
OG0001038	AGAP003215, AGAP003216	CQUJHB012793
OG0001039	AGAP001572, AGAP001570	CQUJHB012892
OG0001040	AGAP008408	CQUJHB014554
OG0001041	AGAP013368	CQUJHB004800, CQUJHB014502, CQUJHB014637, CQUJHB014731
OG0001042	AGAP001240	CQUJHB011988, CQUJHB007438
OG0001043	AGAP013284, AGAP001441	CQUJHB014003
OG0001044	AGAP006327	CQUJHB009456
OG0001045	AGAP000523	CQUJHB002304
OG0001046	AGAP004529	CQUJHB014333, CQUJHB005302, CQUJHB006810
OG0001047	AGAP001101	CQUJHB002752
OG0001048	AGAP012113	CQUJHB006541, CQUJHB015947, CQUJHB017293
OG0001049	AGAP010767	CQUJHB007601
OG0001050	AGAP006718	CQUJHB008829, CQUJHB004223
OG0001051	AGAP008514	CQUJHB004689, CQUJHB017302
OG0001053	AGAP002631, AGAP002632	CQUJHB012825
OG0001054	AGAP009242, AGAP009245	CQUJHB008911
OG0001055	AGAP007858, AGAP000325	CQUJHB000174
OG0001056	AGAP001701	CQUJHB011726
OG0001057	AGAP029769	CQUJHB006290
OG0001058	AGAP004192	CQUJHB003510
OG0001059	AGAP012955	CQUJHB001699, CQUJHB008683
OG0001060	AGAP003073, AGAP003074	CQUJHB002435
OG0001061	AGAP008868	CQUJHB012829
OG0001062	AGAP008310	CQUJHB018401
OG0001063	AGAP003568	CQUJHB000027
OG0001064	AGAP005989, AGAP005988	CQUJHB005644
OG0001065	AGAP029508	CQUJHB012881
OG0001066	AGAP002824	CQUJHB010424
OG0001067	AGAP001439, AGAP001444	CQUJHB014809
OG0001068	AGAP002942	CQUJHB004688
OG0001069	AGAP013057	CQUJHB017320
OG0001070	AGAP029648, AGAP009820	CQUJHB006431
OG0001071	AGAP011192	CQUJHB013112
OG0001073	AGAP000504	CQUJHB016253
OG0001074	AGAP000082	CQUJHB017478, CQUJHB013073
OG0001075	AGAP012958	CQUJHB001253
OG0001076	AGAP002083	CQUJHB014057
OG0001077	AGAP029514	CQUJHB017342
OG0001080	AGAP011138	CQUJHB005199
OG0001081	AGAP005661	CQUJHB001310
OG0001082	AGAP000323, AGAP029259	CQUJHB008406
OG0001083	AGAP029492	CQUJHB007924
OG0001084	AGAP012303	CQUJHB010600
OG0001085	AGAP010347	CQUJHB016838
OG0001086	AGAP007181, AGAP029504	CQUJHB017140
OG0001087	AGAP008077	CQUJHB012362, CQUJHB013935
OG0001088	AGAP013016, AGAP012979, AGAP013492	CQUJHB013090
OG0001090	AGAP010423, AGAP000099	CQUJHB009490
OG0001091	AGAP029482	CQUJHB012191
OG0001092	AGAP001084	CQUJHB010151
OG0001094	AGAP000798, AGAP002797	CQUJHB012076
OG0001095	AGAP008818	CQUJHB001970
OG0001096	AGAP000862	CQUJHB009987, CQUJHB004050
OG0001097	AGAP009293	CQUJHB013069
OG0001098	AGAP008357	CQUJHB013863
OG0001101	AGAP007537	CQUJHB001198
OG0001102	AGAP006405	CQUJHB002778
OG0001103	AGAP000189, AGAP028457	CQUJHB018442
OG0001105	AGAP013545, AGAP012949	CQUJHB000989
OG0001106	AGAP007248	CQUJHB013092, CQUJHB018273
OG0001107	AGAP002591	CQUJHB000759
OG0001109	AGAP029774, AGAP029773	CQUJHB008455
OG0001110	AGAP004835	CQUJHB014045
OG0001111	AGAP005057, AGAP028440	CQUJHB011303
OG0001112	AGAP010930, AGAP029301	CQUJHB008113
OG0001113	AGAP007008	CQUJHB007943, CQUJHB007461
OG0001138	AGAP001952	CQUJHB007348, CQUJHB000295
OG0001139	AGAP005491	CQUJHB010296
OG0001139	AGAP029819	CQUJHB010719
OG0001140	AGAP003481	CQUJHB001743, CQUJHB012004
OG0001141	AGAP004081	CQUJHB003042, CQUJHB000129
OG0001142	AGAP012801, AGAP003516, AGAP012661	CQUJHB002686
OG0001143	AGAP029080, AGAP010798	CQUJHB005711, CQUJHB014381
OG0001144	AGAP004849	CQUJHB006357
OG0001145	AGAP000254	CQUJHB010484
OG0001146	AGAP000365	CQUJHB008463, CQUJHB002417, CQUJHB008999
OG0001147	AGAP012831, AGAP005672	CQUJHB008274
OG0001148	AGAP013270	CQUJHB007885, CQUJHB009789
OG0001149	AGAP003235	CQUJHB018083
OG0001150	AGAP011320	CQUJHB008800
OG0001151	AGAP009431	CQUJHB012350
OG0001152	AGAP013764	CQUJHB007774, CQUJHB011363, CQUJHB014477
OG0001153	AGAP011654, AGAP011653	CQUJHB003298
OG0001154	AGAP011638	CQUJHB005576
OG0001155	AGAP029506	CQUJHB003017
OG0001156	AGAP010902	CQUJHB017425, CQUJHB017329, CQUJHB005884, CQUJHB016186, CQUJHB016622
OG0001157	AGAP028696	CQUJHB010532, CQUJHB002936
OG0001158	AGAP002487	CQUJHB001257
OG0001159	AGAP005564	CQUJHB006668
OG0001160	AGAP000974	CQUJHB016217
OG0001162	AGAP009384, AGAP028142	CQUJHB008377
OG0001163	AGAP007819	CQUJHB003901
OG0001164	AGAP005319	CQUJHB012880, CQUJHB017377, CQUJHB003895
OG0001166	AGAP007779	CQUJHB004804, CQUJHB012775, CQUJHB017235
OG0001167	AGAP008984	CQUJHB000861, CQUJHB005636, CQUJHB000790
OG0001168	AGAP012893, AGAP012845, AGAP011531	CQUJHB003000
OG0001169	AGAP005400	CQUJHB008411
OG0001170	AGAP012873, AGAP005655	CQUJHB005763
OG0001171	AGAP002807	CQUJHB002512
OG0001172	AGAP006383	CQUJHB018242, CQUJHB007240
OG0001173	AGAP009936	CQUJHB014673
OG0001174	AGAP004230	CQUJHB001642
OG0001176	AGAP002613	CQUJHB010130, CQUJHB017815
OG0001177	AGAP001070	CQUJHB004326
OG0001178	AGAP000803, AGAP012447	CQUJHB016014
OG0001179	AGAP029914	CQUJHB000147
OG0001180	AGAP007935	CQUJHB018140
OG0001181	AGAP001799	CQUJHB007629
OG0001182	AGAP002544	CQUJHB005470
OG0001183	AGAP002914	CQUJHB003155
OG0001184	AGAP029537	CQUJHB016075
OG0001185	AGAP001415	CQUJHB014228
OG0001186	AGAP003931	CQUJHB001111
OG0001187	AGAP011356	CQUJHB006308
OG0001188	AGAP003408, AGAP012641	CQUJHB006492, CQUJHB000473
OG0001189	AGAP001724	CQUJHB007511
OG0001190	AGAP011956	CQUJHB014246
OG0001191	AGAP010845	CQUJHB003666, CQUJHB003991
OG0001192	AGAP009903	CQUJHB014514
OG0001193	AGAP005862	CQUJHB013945
OG0001194	AGAP010700	CQUJHB004740
OG0001195	AGAP012057	CQUJHB012265
OG0001196	AGAP011188	CQUJHB017906
OG0001197	AGAP012352	CQUJHB010291, CQUJHB006315
OG0001198	AGAP001951	CQUJHB016045, CQUJHB002943
OG0001199	AGAP000477	CQUJHB010339
OG0001200	AGAP010150	CQUJHB005650, CQUJHB002786
OG0001201	AGAP007978	CQUJHB007565
OG0001202	AGAP004038	CQUJHB015157
OG0001203	AGAP001014	CQUJHB010629, CQUJHB007576
OG0001204	AGAP004034, AGAP012698	CQUJHB011526
OG0001205	AGAP009537	CQUJHB016582, CQUJHB011022
OG0001206	AGAP003318	CQUJHB006483
OG0001207	AGAP004497	CQUJHB011194
OG0001208	AGAP010885	CQUJHB001959, CQUJHB009601
OG0001209	AGAP003164	CQUJHB013094
OG0001210	AGAP008533	CQUJHB014801
OG0001211	AGAP010537	CQUJHB013663
OG0001212	AGAP007458	CQUJHB013955, CQUJHB015741
OG0001213	AGAP005696, AGAP005695	CQUJHB000153, CQUJHB002045, CQUJHB014566
OG0001214	AGAP002353	CQUJHB006567, CQUJHB001389
OG0001215	AGAP008260, AGAP008259, AGAP013767, AGAP008258	CQUJHB007784
OG0001216	AGAP008431, AGAP008430	CQUJHB010948, CQUJHB002297
OG0001218	AGAP005299	CQUJHB015464, CQUJHB005474
OG0001219	AGAP028461	CQUJHB014977
OG0001220	AGAP029811	CQUJHB004911
OG0001221	AGAP004793, AGAP012615	CQUJHB000175, CQUJHB011467
OG0001222	AGAP007833	CQUJHB005963
OG0001223	AGAP007635	CQUJHB001107
OG0001224	AGAP009267	CQUJHB010964
OG0001225	AGAP000797	CQUJHB002797
OG0001226	AGAP000317	CQUJHB004897
OG0001227	AGAP002790	CQUJHB010670
OG0001228	AGAP013246, AGAP001781	CQUJHB012061, CQUJHB004750
OG0001229	AGAP005713	CQUJHB006235
OG0001230	AGAP009528	CQUJHB011435
OG0001231	AGAP012627, AGAP010733	CQUJHB007720, CQUJHB006247, CQUJHB015818
OG0001232	AGAP001704	CQUJHB016364
OG0001234	AGAP013525, AGAP002485	CQUJHB010175
OG0001235	AGAP013301	CQUJHB003925
OG0001236	AGAP003669	CQUJHB001267
OG0001237	AGAP028189, AGAP007916	CQUJHB004175
OG0001238	AGAP013440, AGAP013048	CQUJHB002472
OG0001239	AGAP000879	CQUJHB005397, CQUJHB016379
OG0001240	AGAP009110	CQUJHB006799, CQUJHB010004
OG0001241	AGAP009290	CQUJHB016654
OG0001242	AGAP009605	CQUJHB011751, CQUJHB002453, CQUJHB001061
OG0001243	AGAP029440, AGAP000186, AGAP013399, AGAP004515	CQUJHB015647
OG0001244	AGAP029658	CQUJHB011548
OG0001245	AGAP029488	CQUJHB010710
OG0001246	AGAP000110	CQUJHB018055
OG0001247	AGAP003742	CQUJHB012283
OG0001248	AGAP002150	CQUJHB002127
OG0001249	AGAP001854, AGAP012898	CQUJHB011797
OG0001250	AGAP001892	CQUJHB005451
OG0001251	AGAP000751	CQUJHB006519, CQUJHB013100
OG0001252	AGAP007581	CQUJHB012657
OG0001253	AGAP007023	CQUJHB001382
OG0001254	AGAP002151	CQUJHB001940
OG0001255	AGAP009781	CQUJHB006501, CQUJHB009583
OG0001256	AGAP004013	CQUJHB017727, CQUJHB007395, CQUJHB008043, CQUJHB004032, CQUJHB009446
OG0001257	AGAP008222	CQUJHB016767
OG0001258	AGAP028131	CQUJHB003392
OG0001259	AGAP028002	CQUJHB016438, CQUJHB010682
OG0001260	AGAP009598	CQUJHB016170
OG0001261	AGAP002798, AGAP002799	CQUJHB013883
OG0001262	AGAP005245	CQUJHB016878
OG0001263	AGAP003414	CQUJHB003620, CQUJHB002466
OG0001264	AGAP010563	CQUJHB002884
OG0001265	AGAP029808	CQUJHB006364
OG0001266	AGAP029113	CQUJHB004429
OG0001267	AGAP009112	CQUJHB013444
OG0001268	AGAP004883	CQUJHB014430
OG0001269	AGAP008273	CQUJHB001567
OG0001270	AGAP010313	CQUJHB014681
OG0001271	AGAP010318, AGAP012525	CQUJHB010717
OG0001272	AGAP007790	CQUJHB004263
OG0001273	AGAP009946	CQUJHB003614, CQUJHB008222
OG0001274	AGAP013038, AGAP003771	CQUJHB018240
OG0001275	AGAP001236	CQUJHB014242
OG0001276	AGAP009974	CQUJHB013322, CQUJHB013951
OG0001277	AGAP008513	CQUJHB011436
OG0001278	AGAP028510	CQUJHB002935
OG0001279	AGAP029590	CQUJHB007827
OG0001280	AGAP001768, AGAP013328	CQUJHB010548
OG0001281	AGAP009164	CQUJHB010234
OG0001282	AGAP012556	CQUJHB008583
OG0001283	AGAP005145, AGAP005146	CQUJHB010410
OG0001284	AGAP004645	CQUJHB014665, CQUJHB017369
OG0001285	AGAP029625	CQUJHB011728
OG0001286	AGAP029672, AGAP029671	CQUJHB014654
OG0001287	AGAP010848	CQUJHB017594
OG0001288	AGAP003899	CQUJHB000463, CQUJHB004855, CQUJHB017025
OG0001290	AGAP006529	CQUJHB011896
OG0001292	AGAP000514	CQUJHB004373
OG0001293	AGAP029265	CQUJHB009962
OG0001294	AGAP006931	CQUJHB011730, CQUJHB000828
OG0001295	AGAP001558	CQUJHB008918
OG0001297	AGAP002264	CQUJHB018209
OG0001298	AGAP011458	CQUJHB007683
OG0001299	AGAP028611	CQUJHB006418, CQUJHB014237
OG0001300	AGAP003502	CQUJHB009670
OG0001302	AGAP009997	CQUJHB018342, CQUJHB001441
OG0001303	AGAP006098	CQUJHB013080
OG0001304	AGAP005124	CQUJHB013488, CQUJHB016757
OG0001305	AGAP002872	CQUJHB014866, CQUJHB013275
OG0001306	AGAP003629	CQUJHB006883
OG0001307	AGAP010258	CQUJHB000868, CQUJHB013714
OG0001308	AGAP006676	CQUJHB007838
OG0001309	AGAP003174, AGAP003175	CQUJHB008601
OG0001311	AGAP000573	CQUJHB013473, CQUJHB016401, CQUJHB004886
OG0001312	AGAP003409	CQUJHB015646, CQUJHB004492
OG0001313	AGAP000484	CQUJHB012662
OG0001314	AGAP010355	CQUJHB000328
OG0001315	AGAP007498	CQUJHB006394
OG0001316	AGAP000488	CQUJHB002261
OG0001318	AGAP003213	CQUJHB015916
OG0001319	AGAP003765	CQUJHB000073, CQUJHB006576
OG0001321	AGAP005662	CQUJHB011715
OG0001322	AGAP005203	CQUJHB003265
OG0001324	AGAP006367, AGAP006611	CQUJHB001239
OG0001325	AGAP000140	CQUJHB017024
OG0001326	AGAP009000	CQUJHB012480
OG0001327	AGAP000047	CQUJHB000322
OG0001328	AGAP013409	CQUJHB008380, CQUJHB003930, CQUJHB018062, CQUJHB014431
OG0001329	AGAP002556	CQUJHB014297
OG0001330	AGAP006143	CQUJHB020314, CQUJHB020393
OG0001331	AGAP000952	CQUJHB007949
OG0001332	AGAP001296	CQUJHB008565, CQUJHB018036, CQUJHB005506
OG0001333	AGAP029620	CQUJHB006569, CQUJHB001421
OG0001334	AGAP002649	CQUJHB006508
OG0001335	AGAP005962	CQUJHB010728
OG0001336	AGAP006027, AGAP006026	CQUJHB008230
OG0001337	AGAP001446	CQUJHB012843
OG0001338	AGAP001344	CQUJHB001630
OG0001339	AGAP029545	CQUJHB004028
OG0001340	AGAP009809	CQUJHB004913
OG0001341	AGAP029189	CQUJHB003700
OG0001342	AGAP029542	CQUJHB008742
OG0001343	AGAP003939	CQUJHB001026
OG0001344	AGAP003914	CQUJHB018089
OG0001345	AGAP000639	CQUJHB017357
OG0001346	AGAP029103	CQUJHB011760
OG0001347	AGAP008317	CQUJHB008308
OG0001349	AGAP007452	CQUJHB005377
OG0001350	AGAP002628	CQUJHB001074
OG0001351	AGAP029976	CQUJHB012777
OG0001352	AGAP002079	CQUJHB004014
OG0001354	AGAP029236	CQUJHB000702
OG0001355	AGAP008574	CQUJHB000958
OG0001356	AGAP029474	CQUJHB011521
OG0001357	AGAP029899	CQUJHB002637
OG0001358	AGAP029503	CQUJHB008620
OG0001359	AGAP029651	CQUJHB000561
OG0001360	AGAP029538	CQUJHB006192
OG0001361	AGAP004604	CQUJHB004312
OG0001362	AGAP009210	CQUJHB017826
OG0001363	AGAP004982	CQUJHB004617
OG0001366	AGAP000095	CQUJHB009155
OG0001369	AGAP010922	CQUJHB016113
OG0001370	AGAP010655	CQUJHB010009
OG0001371	AGAP009057	CQUJHB002308, CQUJHB002124, CQUJHB018437
OG0001372	AGAP011097	CQUJHB012398
OG0001373	AGAP000420	CQUJHB013261
OG0001374	AGAP009638	CQUJHB010990, CQUJHB007748
OG0001375	AGAP006638	CQUJHB017175
OG0001376	AGAP005143	CQUJHB017166
OG0001377	AGAP011479	CQUJHB004018, CQUJHB015054
OG0001378	AGAP011349	CQUJHB001552
OG0001379	AGAP003679	CQUJHB009835
OG0001380	AGAP007719	CQUJHB016599
OG0001381	AGAP004402	CQUJHB017011
OG0001382	AGAP005931	CQUJHB011132
OG0001383	AGAP002989	CQUJHB012611, CQUJHB007484
OG0001384	AGAP000915	CQUJHB017133
OG0001385	AGAP000383	CQUJHB018156
OG0001386	AGAP029546	CQUJHB003605
OG0001387	AGAP004335	CQUJHB001300
OG0001388	AGAP002879	CQUJHB006494
OG0001389	AGAP008899	CQUJHB001996
OG0001391	AGAP000258	CQUJHB005978, CQUJHB001894
OG0001392	AGAP006721	CQUJHB006359
OG0001393	AGAP008286	CQUJHB013884
OG0001394	AGAP003965	CQUJHB014224
OG0001395	AGAP028469	CQUJHB010463
OG0001396	AGAP005096	CQUJHB007755
OG0001397	AGAP029112	CQUJHB004638
OG0001398	AGAP029897	CQUJHB000060
OG0001399	AGAP029198	CQUJHB011585, CQUJHB003426
OG0001400	AGAP007543	CQUJHB001531
OG0001401	AGAP028616	CQUJHB013793
OG0001402	AGAP008202	CQUJHB008128
OG0001403	AGAP011177	CQUJHB018024
OG0001404	AGAP011534	CQUJHB012237
OG0001405	AGAP012668, AGAP029586	CQUJHB002067
OG0001406	AGAP007077, AGAP007076	CQUJHB016567
OG0001408	AGAP002226	CQUJHB005586
OG0001409	AGAP006235	CQUJHB001447
OG0001410	AGAP029516	CQUJHB001143
OG0001411	AGAP006923	CQUJHB007992
OG0001412	AGAP012340	CQUJHB003984, CQUJHB000719
OG0001413	AGAP006436	CQUJHB005006
OG0001414	AGAP029652	CQUJHB006422
OG0001427	AGAP005337, AGAP005339	CQUJHB001979
OG0001428	AGAP008714, AGAP011982	CQUJHB004124
OG0001444	AGAP006205	CQUJHB013095, CQUJHB012168
OG0001445	AGAP003257	CQUJHB017841
OG0001446	AGAP013231, AGAP012662	CQUJHB009549, CQUJHB003582
OG0001447	AGAP002476	CQUJHB001003
OG0001448	AGAP003202, AGAP003201	CQUJHB001400
OG0001449	AGAP000569	CQUJHB017498
OG0001450	AGAP005673	CQUJHB009691
OG0001451	AGAP009639	CQUJHB013141
OG0001452	AGAP003867	CQUJHB013859
OG0001453	AGAP001789, AGAP012732	CQUJHB002401
OG0001454	AGAP012391	CQUJHB003356
OG0001455	AGAP008570	CQUJHB000121, CQUJHB006268
OG0001456	AGAP010422	CQUJHB002989
OG0001458	AGAP009823	CQUJHB006351
OG0001459	AGAP012012	CQUJHB010544
OG0001460	AGAP010573	CQUJHB000007
OG0001461	AGAP013536, AGAP003991, AGAP003990	CQUJHB009377
OG0001462	AGAP001501	CQUJHB005191
OG0001463	AGAP002494	CQUJHB003311
OG0001464	AGAP005178	CQUJHB017818
OG0001465	AGAP007839	CQUJHB012759
OG0001466	AGAP008931	CQUJHB006979
OG0001467	AGAP009075	CQUJHB016140
OG0001468	AGAP009399, AGAP009400	CQUJHB009238
OG0001469	AGAP001298	CQUJHB013666
OG0001470	AGAP009137	CQUJHB001884, CQUJHB013204, CQUJHB016696, CQUJHB010477
OG0001471	AGAP005886	CQUJHB017340
OG0001472	AGAP006169	CQUJHB009188
OG0001473	AGAP010616, AGAP012469	CQUJHB006626
OG0001474	AGAP010165	CQUJHB004358, CQUJHB013900
OG0001475	AGAP008879	CQUJHB003825
OG0001476	AGAP009036	CQUJHB009384
OG0001477	AGAP011553	CQUJHB004817
OG0001478	AGAP007617	CQUJHB004889, CQUJHB018369
OG0001479	AGAP007609, AGAP007610	CQUJHB013319
OG0001480	AGAP008063	CQUJHB003634
OG0001481	AGAP006118	CQUJHB015124
OG0001482	AGAP006117	CQUJHB015032
OG0001483	AGAP005099	CQUJHB014720
OG0001484	AGAP005311	CQUJHB010772
OG0001486	AGAP006025	CQUJHB007093
OG0001488	AGAP005059, AGAP012612, AGAP005060	CQUJHB017438
OG0001489	AGAP009021	CQUJHB003174
OG0001490	AGAP009140	CQUJHB005620, CQUJHB006779
OG0001491	AGAP011520	CQUJHB009598
OG0001492	AGAP008035	CQUJHB017908
OG0001493	AGAP013736	CQUJHB011057
OG0001494	AGAP008062	CQUJHB006222
OG0001495	AGAP000739	CQUJHB004236
OG0001496	AGAP005654	CQUJHB013730
OG0001497	AGAP005650	CQUJHB013736
OG0001498	AGAP000120	CQUJHB002219
OG0001499	AGAP029969, AGAP001031	CQUJHB005868
OG0001500	AGAP012224, AGAP001032	CQUJHB002550
OG0001501	AGAP001416	CQUJHB001360, CQUJHB000445
OG0001502	AGAP009816	CQUJHB010071
OG0001503	AGAP012744, AGAP003429	CQUJHB010599
OG0001504	AGAP000780	CQUJHB017861
OG0001505	AGAP001065	CQUJHB011069
OG0001506	AGAP000022	CQUJHB016211
OG0001507	AGAP011782	CQUJHB004920, CQUJHB005220
OG0001508	AGAP012316, AGAP028545	CQUJHB017226
OG0001509	AGAP008736	CQUJHB010194, CQUJHB004316
OG0001510	AGAP007705	CQUJHB003731, CQUJHB003523
OG0001511	AGAP011391, AGAP011389, AGAP011390	CQUJHB003943
OG0001512	AGAP028519	CQUJHB008488, CQUJHB010982, CQUJHB012250
OG0001513	AGAP029568	CQUJHB003898
OG0001514	AGAP011985	CQUJHB015908
OG0001515	AGAP000018	CQUJHB003378
OG0001516	AGAP013158	CQUJHB016371
OG0001517	AGAP005747	CQUJHB015770
OG0001518	AGAP011357	CQUJHB014184
OG0001519	AGAP001671	CQUJHB016885
OG0001520	AGAP028569	CQUJHB001943, CQUJHB001276
OG0001521	AGAP003462	CQUJHB003530
OG0001522	AGAP012802, AGAP004109	CQUJHB004981
OG0001523	AGAP008143	CQUJHB010954
OG0001524	AGAP001940	CQUJHB000455
OG0001525	AGAP012364	CQUJHB002784
OG0001526	AGAP029903	CQUJHB012704, CQUJHB014960
OG0001527	AGAP008846	CQUJHB006329, CQUJHB009076, CQUJHB017472
OG0001528	AGAP008843	CQUJHB004340
OG0001529	AGAP003572	CQUJHB010435
OG0001530	AGAP000178	CQUJHB007850
OG0001531	AGAP010855	CQUJHB011448, CQUJHB009826
OG0001532	AGAP001381	CQUJHB014995, CQUJHB005138, CQUJHB014354
OG0001533	AGAP004395	CQUJHB008419
OG0001534	AGAP010751	CQUJHB004219
OG0001535	AGAP011293	CQUJHB003258
OG0001536	AGAP011284	CQUJHB008904
OG0001537	AGAP029469	CQUJHB018019
OG0001538	AGAP003219	CQUJHB016634
OG0001539	AGAP011172	CQUJHB005522, CQUJHB005824
OG0001540	AGAP012910, AGAP011045	CQUJHB017730
