Orthogroup	AgambiaePEST	AfunestusAfunGA1
OG0001354	AGAP029236	AFUN2_003911
OG0001355	AGAP008574	AFUN2_008199
OG0001356	AGAP029474	AFUN2_011863
OG0001357	AGAP029899	AFUN2_003037
OG0001358	AGAP029503	AFUN2_011978
OG0001359	AGAP029651	AFUN2_008777
OG0001360	AGAP029538	AFUN2_006047
OG0001361	AGAP004604	AFUN2_014615
OG0001362	AGAP009210	AFUN2_010955
OG0001363	AGAP004982	AFUN2_007403
OG0001364	AGAP000005	AFUN2_012706
OG0001366	AGAP000095	AFUN2_003389
OG0001369	AGAP010922	AFUN2_011217
OG0001370	AGAP010655	AFUN2_001897
OG0001371	AGAP009057	AFUN2_011839
OG0001372	AGAP011097	AFUN2_010948
OG0001373	AGAP000420	AFUN2_002768
OG0001374	AGAP009638	AFUN2_011941
OG0001375	AGAP006638	AFUN2_008554
OG0001376	AGAP005143	AFUN2_007050
OG0001377	AGAP011479	AFUN2_012395
OG0001378	AGAP011349	AFUN2_009901
OG0001379	AGAP003679	AFUN2_000946
OG0001380	AGAP007719	AFUN2_010695
OG0001381	AGAP004402	AFUN2_005463
OG0001382	AGAP005931	AFUN2_009081
OG0001383	AGAP002989	AFUN2_001304
OG0001384	AGAP000915	AFUN2_010839
OG0001385	AGAP000383	AFUN2_002071
OG0001386	AGAP029546	AFUN2_006335
OG0001387	AGAP004335	AFUN2_010535
OG0001388	AGAP002879	AFUN2_010312
OG0001389	AGAP008899	AFUN2_008503
OG0001390	AGAP003943	AFUN2_001181
OG0001391	AGAP000258	AFUN2_004789
OG0001392	AGAP006721	AFUN2_013509
OG0001393	AGAP008286	AFUN2_004651
OG0001394	AGAP003965	AFUN2_004313
OG0001395	AGAP028469	AFUN2_004018
OG0001396	AGAP005096	AFUN2_007789
OG0001397	AGAP029112	AFUN2_006710
OG0001398	AGAP029897	AFUN2_008247
OG0001399	AGAP003459	AFUN2_000719
OG0001400	AGAP007543	AFUN2_014138
OG0001401	AGAP028616	AFUN2_002204
OG0001402	AGAP008202	AFUN2_007697
OG0001403	AGAP011177	AFUN2_013132
OG0001404	AGAP011534	AFUN2_013109
OG0001405	AGAP029586	AFUN2_004613
OG0001406	AGAP007076	AFUN2_004458
OG0001408	AGAP002226	AFUN2_010957
OG0001409	AGAP006235	AFUN2_004503
OG0001410	AGAP029516	AFUN2_012431
OG0001411	AGAP006923	AFUN2_012253
OG0001412	AGAP012340	AFUN2_002251
OG0001413	AGAP006436	AFUN2_006847
OG0001414	AGAP029652	AFUN2_013933
OG0001418	AGAP029849	AFUN2_013317, AFUN2_010910
OG0001426	AGAP013147	AFUN2_009016
OG0001426	AGAP000789	AFUN2_002974
OG0001427	AGAP005337, AGAP005339	AFUN2_009196, AFUN2_002202, AFUN2_013403, AFUN2_002225
OG0001428	AGAP008714, AGAP011982	AFUN2_014286
OG0001429	AGAP005790, AGAP005791, AGAP005792	AFUN2_006349, AFUN2_014018
OG0001430	AGAP007319, AGAP007318, AGAP007320, AGAP007321	AFUN2_005323
OG0001431	AGAP028009	AFUN2_003065
OG0001432	AGAP008562, AGAP008561, AGAP028046, AGAP029079	AFUN2_013631
OG0001433	AGAP013752	AFUN2_004990
OG0001433	AGAP008138	AFUN2_001599
OG0001434	AGAP008235, AGAP027988	AFUN2_008219
OG0001444	AGAP006205	AFUN2_001365
OG0001445	AGAP003257	AFUN2_012138
OG0001446	AGAP013231, AGAP012662	AFUN2_012189
OG0001447	AGAP002476	AFUN2_002810
OG0001448	AGAP003202, AGAP003201	AFUN2_010023
OG0001449	AGAP000569	AFUN2_007942
OG0001450	AGAP005673	AFUN2_005206
OG0001451	AGAP009639	AFUN2_003223
OG0001452	AGAP003867	AFUN2_004290
OG0001453	AGAP001789, AGAP012732	AFUN2_000504
OG0001454	AGAP012391	AFUN2_003416
OG0001455	AGAP008570	AFUN2_014737
OG0001456	AGAP010422	AFUN2_003939
OG0001458	AGAP009823	AFUN2_002970
OG0001459	AGAP012012	AFUN2_008697
OG0001460	AGAP010573	AFUN2_002626
OG0001461	AGAP003990	AFUN2_003577
OG0001462	AGAP001501	AFUN2_013888
OG0001463	AGAP002494	AFUN2_009537
OG0001464	AGAP005178	AFUN2_013842
OG0001465	AGAP007839	AFUN2_011700
OG0001466	AGAP008931	AFUN2_013376
OG0001467	AGAP009075	AFUN2_006172, AFUN2_010636
OG0001468	AGAP009399, AGAP009400	AFUN2_012233
OG0001469	AGAP001298	AFUN2_006360
OG0001470	AGAP009137	AFUN2_001585
OG0001471	AGAP005886	AFUN2_014634
OG0001472	AGAP006169	AFUN2_009854
OG0001473	AGAP010616, AGAP012469	AFUN2_001987
OG0001474	AGAP010165	AFUN2_011295
OG0001475	AGAP008879	AFUN2_014412
OG0001476	AGAP009036	AFUN2_004837
OG0001477	AGAP011553	AFUN2_005139
OG0001478	AGAP007617	AFUN2_009896
OG0001479	AGAP007609, AGAP007610	AFUN2_007778
OG0001480	AGAP008063	AFUN2_002221
OG0001481	AGAP006118	AFUN2_010828
OG0001482	AGAP006117	AFUN2_006148
OG0001483	AGAP005099	AFUN2_002425
OG0001484	AGAP005311	AFUN2_002754
OG0001486	AGAP006025	AFUN2_014768
OG0001487	AGAP007061, AGAP007060	AFUN2_013007, AFUN2_002662
OG0001488	AGAP005060	AFUN2_013484
OG0001489	AGAP009021	AFUN2_008993
OG0001490	AGAP009140	AFUN2_011520
OG0001491	AGAP011520	AFUN2_011316
OG0001492	AGAP008035	AFUN2_004728
OG0001493	AGAP013736	AFUN2_008689
OG0001494	AGAP008062	AFUN2_008313
OG0001495	AGAP000739	AFUN2_009113
OG0001496	AGAP005654	AFUN2_005684
OG0001497	AGAP005650	AFUN2_014203
OG0001498	AGAP000120	AFUN2_014107
OG0001499	AGAP029969	AFUN2_014795
OG0001499	AGAP001031	AFUN2_009169
OG0001500	AGAP001032	AFUN2_010323
OG0001501	AGAP001416	AFUN2_012817
OG0001502	AGAP009816	AFUN2_005531
OG0001503	AGAP012744, AGAP003429	AFUN2_009974
OG0001504	AGAP000780	AFUN2_002561, AFUN2_009083
OG0001505	AGAP001065	AFUN2_012889
OG0001506	AGAP000022	AFUN2_005291
OG0001507	AGAP011782	AFUN2_011825
OG0001508	AGAP012316	AFUN2_009912
OG0001509	AGAP008736	AFUN2_012231
OG0001510	AGAP007705	AFUN2_005285
OG0001511	AGAP011391, AGAP011389, AGAP011390	AFUN2_011728
OG0001512	AGAP028519	AFUN2_002429
OG0001513	AGAP029568	AFUN2_002250
OG0001514	AGAP011985	AFUN2_009422
OG0001515	AGAP000018	AFUN2_006729
OG0001516	AGAP013158	AFUN2_005872
OG0001517	AGAP005747	AFUN2_012857
OG0001518	AGAP011357	AFUN2_014447
OG0001519	AGAP001671	AFUN2_000645
OG0001520	AGAP028569	AFUN2_004949, AFUN2_005401
OG0001521	AGAP003462	AFUN2_012381
OG0001522	AGAP012802, AGAP004109	AFUN2_003117
OG0001523	AGAP008143	AFUN2_013991
OG0001524	AGAP001940	AFUN2_013433
OG0001525	AGAP012364	AFUN2_008504
OG0001526	AGAP029903	AFUN2_002772
OG0001527	AGAP008846	AFUN2_010612
OG0001528	AGAP008843	AFUN2_000867
OG0001529	AGAP003572	AFUN2_012592
OG0001530	AGAP000178	AFUN2_009250, AFUN2_006133
OG0001531	AGAP010855	AFUN2_004191
OG0001532	AGAP001381	AFUN2_004100
OG0001533	AGAP004395	AFUN2_008180
OG0001534	AGAP010751	AFUN2_009155
OG0001535	AGAP011293	AFUN2_010804
OG0001536	AGAP011284	AFUN2_008326
OG0001537	AGAP029469	AFUN2_008238
OG0001538	AGAP003219	AFUN2_002194
OG0001539	AGAP011172	AFUN2_002082
OG0001540	AGAP012910, AGAP011045	AFUN2_005901
OG0001541	AGAP001954	AFUN2_008828
OG0001542	AGAP000108	AFUN2_010032, AFUN2_005028, AFUN2_011194, AFUN2_010787
OG0001543	AGAP000159	AFUN2_007707
OG0001544	AGAP007981	AFUN2_009676
OG0001545	AGAP013732	AFUN2_008409
OG0001546	AGAP011655	AFUN2_005603
OG0001547	AGAP010554	AFUN2_009947
OG0001548	AGAP010553	AFUN2_005481
OG0001549	AGAP029379, AGAP013035	AFUN2_013289
OG0001550	AGAP004720	AFUN2_007869
OG0001551	AGAP009428	AFUN2_010073
OG0001552	AGAP011535	AFUN2_009487, AFUN2_010468
OG0001553	AGAP005381	AFUN2_005805
OG0001554	AGAP013495	AFUN2_004593
OG0001555	AGAP010094, AGAP013723	AFUN2_010245
OG0001556	AGAP008348	AFUN2_011036
OG0001557	AGAP012694, AGAP002081	AFUN2_006190
OG0001558	AGAP002082	AFUN2_004173
OG0001559	AGAP010517	AFUN2_013269
OG0001560	AGAP029443	AFUN2_001463
OG0001561	AGAP010463	AFUN2_007177
OG0001563	AGAP004649	AFUN2_013551
OG0001564	AGAP007627	AFUN2_011258
OG0001565	AGAP003672	AFUN2_003372
OG0001566	AGAP006376	AFUN2_002193
OG0001567	AGAP000204	AFUN2_013101
OG0001569	AGAP004329, AGAP004330	AFUN2_007663
OG0001570	AGAP003717, AGAP003716	AFUN2_007750
OG0001571	AGAP008706	AFUN2_003368
OG0001572	AGAP000552	AFUN2_008632
OG0001573	AGAP010676	AFUN2_006751
OG0001574	AGAP001113	AFUN2_003989
OG0001575	AGAP000894	AFUN2_005409
OG0001576	AGAP000403	AFUN2_006134
OG0001577	AGAP008647	AFUN2_004803
OG0001578	AGAP004624	AFUN2_000690
OG0001579	AGAP002558	AFUN2_002158
OG0001581	AGAP028434	AFUN2_009691
OG0001582	AGAP004672	AFUN2_006654
OG0001583	AGAP004695	AFUN2_004974
OG0001584	AGAP012191	AFUN2_001682
OG0001585	AGAP010380	AFUN2_014408
OG0001586	AGAP003132	AFUN2_010022
OG0001587	AGAP002891	AFUN2_011600
OG0001588	AGAP002888	AFUN2_013753
OG0001589	AGAP011508	AFUN2_005829
OG0001590	AGAP008098	AFUN2_005748
OG0001591	AGAP012357	AFUN2_004729
OG0001592	AGAP010920, AGAP012418	AFUN2_008158
OG0001593	AGAP001697	AFUN2_010677
OG0001594	AGAP001699	AFUN2_007255
OG0001595	AGAP003755	AFUN2_008381
OG0001596	AGAP029185	AFUN2_006283
OG0001597	AGAP011025	AFUN2_000601
OG0001598	AGAP010985	AFUN2_004271
OG0001599	AGAP011964	AFUN2_001580
OG0001600	AGAP000242	AFUN2_010971
OG0001601	AGAP012900, AGAP012577, AGAP010645	AFUN2_014262
OG0001602	AGAP001471	AFUN2_001517
OG0001603	AGAP009280	AFUN2_011074
OG0001604	AGAP006039	AFUN2_013383
OG0001605	AGAP005431	AFUN2_002800
OG0001606	AGAP001217	AFUN2_014414
OG0001607	AGAP011904	AFUN2_007598
OG0001608	AGAP011907	AFUN2_009555
OG0001609	AGAP011906	AFUN2_014251
OG0001610	AGAP006344	AFUN2_005349, AFUN2_012581
OG0001611	AGAP005412	AFUN2_009095
OG0001612	AGAP029645	AFUN2_012580
OG0001613	AGAP011736	AFUN2_001026
OG0001614	AGAP011659	AFUN2_003458
OG0001615	AGAP002533	AFUN2_005371
OG0001616	AGAP028108, AGAP028157	AFUN2_006005
OG0001617	AGAP003410	AFUN2_010405
OG0001618	AGAP002543	AFUN2_002358
OG0001619	AGAP008666	AFUN2_012371
OG0001620	AGAP008674	AFUN2_007434
OG0001621	AGAP007871	AFUN2_005123
OG0001622	AGAP011444, AGAP012608	AFUN2_007620
OG0001623	AGAP002340	AFUN2_007808
OG0001624	AGAP009183	AFUN2_011628
OG0001625	AGAP001495	AFUN2_004141
OG0001626	AGAP009053	AFUN2_011451
OG0001627	AGAP002465	AFUN2_006132
OG0001628	AGAP005810, AGAP005811	AFUN2_008094
OG0001629	AGAP007480	AFUN2_009385
OG0001630	AGAP000355	AFUN2_004334
OG0001631	AGAP002392	AFUN2_013907
OG0001632	AGAP005010	AFUN2_005382
OG0001633	AGAP008771, AGAP012796	AFUN2_013812
OG0001634	AGAP009506	AFUN2_000547
OG0001635	AGAP013455	AFUN2_010220
OG0001636	AGAP003739	AFUN2_004870
OG0001637	AGAP008862	AFUN2_010991
OG0001638	AGAP009549	AFUN2_012185
OG0001639	AGAP009188	AFUN2_013342
OG0001640	AGAP009284	AFUN2_008023
OG0001641	AGAP007361	AFUN2_006037
OG0001642	AGAP007379	AFUN2_003656
OG0001643	AGAP003305	AFUN2_001404
OG0001644	AGAP001340	AFUN2_001371
OG0001645	AGAP002011	AFUN2_009626
OG0001647	AGAP001886	AFUN2_002867
OG0001648	AGAP012906, AGAP001911	AFUN2_003046
OG0001649	AGAP007264	AFUN2_009771
OG0001650	AGAP000809	AFUN2_006582
OG0001651	AGAP008539, AGAP000291	AFUN2_000911
OG0001652	AGAP002307	AFUN2_001236
OG0001653	AGAP002323	AFUN2_013590
OG0001654	AGAP000660	AFUN2_004766
OG0001655	AGAP010670	AFUN2_011081
OG0001656	AGAP008087	AFUN2_008148
OG0001657	AGAP008360	AFUN2_006519
OG0001658	AGAP004011	AFUN2_007031
OG0001659	AGAP012045	AFUN2_014028
OG0001660	AGAP002039, AGAP012803	AFUN2_000737
OG0001661	AGAP029610	AFUN2_011434
OG0001662	AGAP007967	AFUN2_003165
OG0001663	AGAP012804, AGAP004759	AFUN2_006539
OG0001664	AGAP000324	AFUN2_002127
OG0001665	AGAP011383	AFUN2_002268
OG0001666	AGAP000328	AFUN2_012727
OG0001667	AGAP000634	AFUN2_008666
OG0001668	AGAP003875	AFUN2_006810
OG0001669	AGAP005624	AFUN2_009579
OG0001670	AGAP029622	AFUN2_012797
OG0001671	AGAP007771	AFUN2_000541
OG0001672	AGAP007700	AFUN2_006518
OG0001673	AGAP002287	AFUN2_010148
OG0001674	AGAP007201	AFUN2_000710
OG0001675	AGAP007202	AFUN2_003507
OG0001676	AGAP004780	AFUN2_000525
OG0001677	AGAP001537	AFUN2_005849
OG0001678	AGAP001030	AFUN2_013306
OG0001679	AGAP029239	AFUN2_001850
OG0001680	AGAP002954	AFUN2_013461
OG0001681	AGAP011350	AFUN2_014618
OG0001682	AGAP009002	AFUN2_000664
OG0001683	AGAP004532	AFUN2_014560
OG0001684	AGAP004533	AFUN2_009267
OG0001685	AGAP004306	AFUN2_004923
OG0001686	AGAP029562	AFUN2_005997
OG0001687	AGAP010377	AFUN2_004740
OG0001688	AGAP010370	AFUN2_010326
OG0001689	AGAP013021	AFUN2_005504
OG0001690	AGAP000425	AFUN2_011134
OG0001691	AGAP001197	AFUN2_000660
OG0001692	AGAP000901	AFUN2_008960
OG0001693	AGAP010675	AFUN2_000830
OG0001694	AGAP004646	AFUN2_008593
OG0001695	AGAP004097	AFUN2_002389
OG0001696	AGAP002181	AFUN2_011336
OG0001697	AGAP012779, AGAP012902, AGAP004964	AFUN2_004538
OG0001698	AGAP003224, AGAP012820	AFUN2_001219
OG0001699	AGAP008814	AFUN2_003860
OG0001700	AGAP008113	AFUN2_001530
OG0001701	AGAP008117	AFUN2_009770
OG0001702	AGAP029772	AFUN2_001611
OG0001704	AGAP029632	AFUN2_013048
OG0001705	AGAP012001	AFUN2_003192, AFUN2_000729
OG0001706	AGAP012004	AFUN2_009721
OG0001707	AGAP006222, AGAP006223	AFUN2_003248
OG0001708	AGAP006227	AFUN2_009583
OG0001709	AGAP013023, AGAP012972	AFUN2_011506
OG0001710	AGAP010794	AFUN2_007229
OG0001711	AGAP012471, AGAP000575	AFUN2_003265
OG0001712	AGAP000967	AFUN2_011250
OG0001713	AGAP005629	AFUN2_002549
OG0001714	AGAP009737	AFUN2_003636
OG0001715	AGAP028433	AFUN2_005337
OG0001716	AGAP029791, AGAP009586	AFUN2_007940
OG0001717	AGAP009583	AFUN2_012053
OG0001718	AGAP003595	AFUN2_006086, AFUN2_011704
OG0001719	AGAP005176	AFUN2_002889
OG0001720	AGAP012809, AGAP004266	AFUN2_000663
OG0001721	AGAP002929	AFUN2_001186
OG0001722	AGAP012705, AGAP003900	AFUN2_001009
OG0001723	AGAP003898	AFUN2_008954
OG0001724	AGAP005531	AFUN2_001237
OG0001725	AGAP007138	AFUN2_010068
OG0001726	AGAP006120	AFUN2_002931
OG0001727	AGAP000118	AFUN2_009762
OG0001728	AGAP011677	AFUN2_012218
OG0001729	AGAP007859, AGAP007856	AFUN2_010438
OG0001730	AGAP029989	AFUN2_008487
OG0001731	AGAP006279	AFUN2_006726
OG0001732	AGAP004757	AFUN2_007642
OG0001733	AGAP004754	AFUN2_010267
OG0001734	AGAP002268	AFUN2_001978
OG0001736	AGAP003464	AFUN2_001198
OG0001737	AGAP010351	AFUN2_004718
OG0001738	AGAP000463	AFUN2_002380
OG0001739	AGAP000948	AFUN2_009051, AFUN2_009576
OG0001740	AGAP028399	AFUN2_001105
OG0001741	AGAP002552	AFUN2_007096
OG0001742	AGAP000284	AFUN2_012173
OG0001743	AGAP008838	AFUN2_012257
OG0001744	AGAP008835	AFUN2_014229
OG0001745	AGAP008836	AFUN2_009992
OG0001746	AGAP008834	AFUN2_009688
OG0001747	AGAP004882, AGAP012660	AFUN2_003189
OG0001748	AGAP002295	AFUN2_008016
OG0001749	AGAP005125	AFUN2_003323
OG0001750	AGAP000646	AFUN2_012487
OG0001751	AGAP011819	AFUN2_002625
OG0001752	AGAP001652	AFUN2_013026
OG0001753	AGAP011717	AFUN2_006138
OG0001754	AGAP011847	AFUN2_007020
OG0001755	AGAP009650	AFUN2_003557
OG0001756	AGAP006328	AFUN2_004599
OG0001757	AGAP001653	AFUN2_010325
OG0001758	AGAP008916	AFUN2_005153
OG0001759	AGAP008914	AFUN2_007343
OG0001760	AGAP000670	AFUN2_014433
OG0001761	AGAP000572	AFUN2_013526
OG0001762	AGAP029815	AFUN2_005406
OG0001763	AGAP007722	AFUN2_004134
OG0001764	AGAP006665	AFUN2_012453
OG0001765	AGAP006669	AFUN2_008230
OG0001766	AGAP002508	AFUN2_007564
OG0001767	AGAP001422	AFUN2_010467
OG0001768	AGAP006925	AFUN2_005225
OG0001769	AGAP001421	AFUN2_008223
OG0001771	AGAP009680	AFUN2_008704
OG0001772	AGAP009009	AFUN2_008091
OG0001773	AGAP001819	AFUN2_004512
OG0001774	AGAP001810	AFUN2_005883
OG0001775	AGAP008412	AFUN2_009785
OG0001776	AGAP006384	AFUN2_003725
OG0001777	AGAP008511	AFUN2_010518
OG0001778	AGAP013121	AFUN2_009042
OG0001779	AGAP011817	AFUN2_010344
OG0001780	AGAP011816	AFUN2_011431
OG0001781	AGAP001584	AFUN2_001495
OG0001782	AGAP003030	AFUN2_005627
OG0001783	AGAP004504	AFUN2_006604
OG0001784	AGAP007082	AFUN2_004799
OG0001785	AGAP001658	AFUN2_011901
OG0001786	AGAP029704	AFUN2_012893
OG0001787	AGAP000338	AFUN2_008779
OG0001788	AGAP007210	AFUN2_009861
OG0001789	AGAP007209	AFUN2_005600
OG0001790	AGAP000791	AFUN2_007846
OG0001791	AGAP002760	AFUN2_014458
OG0001792	AGAP005789, AGAP005864	AFUN2_004697
OG0001793	AGAP007001	AFUN2_000589
OG0001794	AGAP007002	AFUN2_004067
OG0001795	AGAP000840	AFUN2_011000
OG0001796	AGAP006045	AFUN2_001703
OG0001797	AGAP006408	AFUN2_013201
OG0001798	AGAP001586	AFUN2_011218
OG0001799	AGAP002094	AFUN2_004876
OG0001800	AGAP008515	AFUN2_004617
OG0001801	AGAP007374	AFUN2_013956
OG0001802	AGAP004631	AFUN2_001109
OG0001803	AGAP000699	AFUN2_012482
OG0001804	AGAP008155	AFUN2_014713
OG0001805	AGAP002090	AFUN2_010521
OG0001806	AGAP006063	AFUN2_004509
OG0001807	AGAP008944	AFUN2_010019
OG0001808	AGAP005243	AFUN2_005670
OG0001809	AGAP009832	AFUN2_014205
OG0001810	AGAP009844	AFUN2_002598
OG0001811	AGAP003766	AFUN2_010409
OG0001812	AGAP000618	AFUN2_011783
OG0001813	AGAP007205	AFUN2_004019
OG0001814	AGAP007204	AFUN2_009026
OG0001815	AGAP009025	AFUN2_003355
OG0001816	AGAP007032	AFUN2_000959
OG0001817	AGAP029480	AFUN2_012666
OG0001818	AGAP005700	AFUN2_002923
OG0001819	AGAP000389	AFUN2_002912
OG0001820	AGAP007724	AFUN2_013679
OG0001821	AGAP006460	AFUN2_006009
OG0001822	AGAP029455	AFUN2_005825
OG0001823	AGAP007510	AFUN2_000366
OG0001824	AGAP010040, AGAP012657	AFUN2_001723
OG0001825	AGAP000507	AFUN2_013241
OG0001826	AGAP009857	AFUN2_013520
OG0001827	AGAP029802	AFUN2_007052
OG0001828	AGAP007775	AFUN2_005642
OG0001829	AGAP029752, AGAP029751	AFUN2_002828
OG0001830	AGAP005064	AFUN2_010620
OG0001831	AGAP000029	AFUN2_007601
OG0001832	AGAP011859	AFUN2_000704
OG0001833	AGAP008807, AGAP008810	AFUN2_011843
OG0001834	AGAP029579	AFUN2_007515
OG0001835	AGAP004572	AFUN2_011679
OG0001836	AGAP009708	AFUN2_011297
OG0001837	AGAP004507	AFUN2_010819
OG0001838	AGAP012123	AFUN2_004196
OG0001839	AGAP029911	AFUN2_012337
OG0001840	AGAP000835, AGAP004972, AGAP004973	AFUN2_003405
OG0001841	AGAP007305	AFUN2_013695
OG0001842	AGAP028640, AGAP012729	AFUN2_014690
OG0001843	AGAP001690	AFUN2_004120
OG0001844	AGAP029564	AFUN2_003521
OG0001845	AGAP029052	AFUN2_006514
OG0001846	AGAP029630	AFUN2_000991
OG0001847	AGAP028004	AFUN2_003513
OG0001848	AGAP013441	AFUN2_007656
OG0001849	AGAP011134	AFUN2_000820
OG0001850	AGAP029570	AFUN2_002724
OG0001851	AGAP029498	AFUN2_006711
OG0001852	AGAP011143	AFUN2_005160
OG0001853	AGAP010646, AGAP012576	AFUN2_004240
OG0001854	AGAP011811	AFUN2_007007
OG0001855	AGAP029584	AFUN2_009184
OG0001856	AGAP010201	AFUN2_002547
OG0001857	AGAP002986	AFUN2_003446
OG0001858	AGAP013547, AGAP007493	AFUN2_008665
OG0001859	AGAP001645	AFUN2_003250
OG0001860	AGAP003901	AFUN2_008776
OG0001861	AGAP007608	AFUN2_008282
OG0001862	AGAP001583	AFUN2_010029
OG0001863	AGAP004892	AFUN2_007773
OG0001864	AGAP009577	AFUN2_002233
OG0001865	AGAP000577	AFUN2_008646
OG0001866	AGAP001608	AFUN2_007799
OG0001867	AGAP008318	AFUN2_008520
OG0001868	AGAP002382	AFUN2_002408
OG0001869	AGAP010442	AFUN2_008080
OG0001870	AGAP013204	AFUN2_005694
OG0001871	AGAP005150	AFUN2_007627
OG0001872	AGAP002469	AFUN2_002314
OG0001873	AGAP002553	AFUN2_009743
OG0001874	AGAP003355	AFUN2_010683
OG0001875	AGAP005465	AFUN2_009650
OG0001876	AGAP002315	AFUN2_012466
OG0001877	AGAP004447	AFUN2_001212
OG0001878	AGAP029127	AFUN2_005068
OG0001879	AGAP011547	AFUN2_003883
OG0001880	AGAP002431	AFUN2_013384
OG0001881	AGAP006994	AFUN2_003732
OG0001882	AGAP028024	AFUN2_014593
OG0001882	AGAP007946	AFUN2_010551
OG0001883	AGAP006089	AFUN2_014797
OG0001884	AGAP009060	AFUN2_004138, AFUN2_013552
OG0001885	AGAP003727	AFUN2_008958
OG0001886	AGAP001083	AFUN2_010491
OG0001887	AGAP012187, AGAP000471	AFUN2_014786
OG0001889	AGAP029657	AFUN2_013337
OG0001890	AGAP028133, AGAP028598	AFUN2_006840
OG0001891	AGAP008996	AFUN2_014140
OG0001892	AGAP013157	AFUN2_011259
OG0001893	AGAP011965	AFUN2_005307
OG0001894	AGAP000626	AFUN2_004167
OG0001895	AGAP007250	AFUN2_014227
OG0001896	AGAP009890	AFUN2_014049, AFUN2_001216
OG0001897	AGAP000236	AFUN2_011751
OG0001898	AGAP000537	AFUN2_002656
OG0001899	AGAP008285	AFUN2_013404
OG0001901	AGAP007792	AFUN2_014282
OG0001902	AGAP004310	AFUN2_011565
OG0001905	AGAP001064	AFUN2_000770
OG0001906	AGAP003678	AFUN2_002632
OG0001907	AGAP011720	AFUN2_004454
OG0001908	AGAP002554	AFUN2_006874
OG0001909	AGAP008090	AFUN2_010061
OG0001910	AGAP010359	AFUN2_009985
OG0001912	AGAP011746	AFUN2_007805
OG0001913	AGAP000620	AFUN2_009671
OG0001914	AGAP005030	AFUN2_011749
OG0001915	AGAP003118	AFUN2_006183
OG0001916	AGAP013266	AFUN2_003926
OG0001917	AGAP001974	AFUN2_013655
OG0001918	AGAP000850	AFUN2_002532
OG0001919	AGAP005658	AFUN2_010448
OG0001920	AGAP001814	AFUN2_014605
OG0001921	AGAP003258	AFUN2_005840
OG0001922	AGAP028455	AFUN2_005043
OG0001922	AGAP006377	AFUN2_010432
OG0001923	AGAP007137	AFUN2_008144
OG0001924	AGAP009950	AFUN2_013481
OG0001925	AGAP000023	AFUN2_010650
OG0001926	AGAP013491, AGAP000629	AFUN2_012177
OG0001927	AGAP006973, AGAP006972	AFUN2_008992, AFUN2_013102
OG0001928	AGAP007089	AFUN2_005041
OG0001929	AGAP000619	AFUN2_004935
OG0001930	AGAP005647	AFUN2_010260
OG0001931	AGAP000949	AFUN2_005164
OG0001932	AGAP029479	AFUN2_000805
OG0001933	AGAP002256	AFUN2_001265
OG0001934	AGAP005438	AFUN2_011352
OG0001935	AGAP008692	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447
OG0001937	AGAP007349	AFUN2_003400
OG0001938	AGAP012255	AFUN2_008764
OG0001939	AGAP001231	AFUN2_010516
OG0001940	AGAP001015	AFUN2_004276
OG0001941	AGAP000334	AFUN2_001355
OG0001942	AGAP005165	AFUN2_010549
OG0001943	AGAP001726	AFUN2_000692
OG0001944	AGAP011812	AFUN2_003749
OG0001945	AGAP013210	AFUN2_001756
OG0001946	AGAP000932	AFUN2_001159
OG0001947	AGAP007892	AFUN2_012837
OG0001948	AGAP028653	AFUN2_003040
OG0001949	AGAP009514	AFUN2_004415
OG0001950	AGAP006260	AFUN2_008735
OG0001951	AGAP012764, AGAP009389	AFUN2_008013
OG0001952	AGAP006151	AFUN2_010807
OG0001953	AGAP029520	AFUN2_013783
OG0001954	AGAP007005	AFUN2_003660
OG0001955	AGAP013739, AGAP013762	AFUN2_012249
OG0001956	AGAP000430	AFUN2_010316
OG0001957	AGAP005680	AFUN2_011056
OG0001958	AGAP011170	AFUN2_005100
OG0001959	AGAP029626	AFUN2_004839
OG0001960	AGAP002006	AFUN2_013544
OG0001961	AGAP009497	AFUN2_000723
OG0001962	AGAP010265	AFUN2_005904
OG0001963	AGAP012921, AGAP009575	AFUN2_004425
OG0001964	AGAP006415	AFUN2_003134
OG0001965	AGAP011779	AFUN2_000500
OG0001966	AGAP002803	AFUN2_008720, AFUN2_008622
OG0001968	AGAP004774	AFUN2_001721
OG0001969	AGAP007155	AFUN2_002796
OG0001970	AGAP002949	AFUN2_009708
OG0001971	AGAP011375	AFUN2_011856
OG0001972	AGAP004784	AFUN2_004339
OG0001973	AGAP029708, AGAP029707	AFUN2_010667
OG0001974	AGAP013397	AFUN2_006777
OG0001975	AGAP029549	AFUN2_009352
OG0001976	AGAP001696	AFUN2_004800
OG0001977	AGAP000185	AFUN2_011829
OG0001978	AGAP008247	AFUN2_010076
OG0001979	AGAP003872	AFUN2_001630
OG0001980	AGAP012953, AGAP000275	AFUN2_012317
OG0001981	AGAP029553	AFUN2_011198
OG0001982	AGAP000385	AFUN2_009559
OG0001983	AGAP000441	AFUN2_008742
OG0001984	AGAP011303, AGAP011305	AFUN2_002883
OG0001986	AGAP005745	AFUN2_008404
OG0001986	AGAP005746	AFUN2_000955
OG0001988	AGAP028078	AFUN2_010544
OG0001991	AGAP013093	AFUN2_006914
OG0001997	AGAP000935	AFUN2_003902
